('SL04652-2022-11-02-5533','S231-13','GFmPaTlETqHCC', 'MB')
('SL22517-2022-11-02-11258','S470-2','fQhtHpMk', 'MB')
('AC22517-2022-11-01-11367','A632-9','ZbhBfGCt', 'UB')
('SL22517-2022-11-02-11269','S470-13','QicyripUshTmQh', 'MB')
('AC04652-2022-11-02-11384','A633-8','heiSlIjcDdK', 'LB')
('AC04652-2022-11-02-11385','A633-9','mrUijmbVG', 'UB')
('AC22517-2022-11-01-11379','A633-3','Jla', 'UB')
('AC22517-2022-11-02-11356','A631-16','bdSpeznUBLzy', 'UB')
('SL22517-2022-11-01-11199','S467-15','GspMthEMqBMJAf', 'SL')
('SL12058-2022-11-01-11143','S465-7','NPVvfHHuvjwe', 'SL')
('AC22517-2022-11-01-11381','A633-5','zRetfSATzXwcH', 'SL')
('AC04652-2022-11-01-11555','A642-17','MFDivVmtbBHR', 'SL')
('AC22517-2022-11-01-11382','A633-6','JYX', 'SU')
('SL12058-2022-11-01-11145','S465-9','rfezeJW', 'LB')
('SL04652-2022-11-01-11272','S470-16','VbRE', 'SU')
('SL22517-2022-11-01-11205','S467-21','iC', 'MB')
('SL22517-2022-11-01-11206','S467-22','YOwFulneVuaupzN', 'UB')
('AC22517-2022-11-02-11413','A635-1','VWoDoTmGGw', 'LB')
('SL22517-2022-11-01-11247','S469-15','nyaNcaS', 'SL')
('AC22517-2022-11-02-11416','A635-4','XMGvD', 'UB')
('SL12058-2022-11-01-11193','S467-9','itGcYlgUs', 'LB')
('SL04652-2022-11-02-11351','S473-23','NoyBOnzEZeXSxFAd', 'SL')
('SL22517-2022-11-01-11275','S470-19','wZVzhfFFLsf', 'UB')
('SL22517-2022-11-01-11276','S470-20','OgAQCVktQvOTdC', 'LB')
('SL04652-2022-11-02-11354','S474-2','exwOxUHwobEIw', 'MB')
('SL22517-2022-11-01-11279','S470-23','yI', 'SL')
('SL22517-2022-11-01-11282','S471-2','PRyU', 'MB')
('AC22517-2022-11-02-11454','A637-6','hVQbMPYVJTgklu', 'SU')
('AC12058-2022-11-01-11468','A638-2','hugRUwqrlmvMWE', 'LB')
('SL04652-2022-11-01-11357','S474-5','trWlHi', 'MB')
('AC22517-2022-11-01-11505','A640-3','IVjUlOHPwlm', 'UB')
('AC22517-2022-11-02-11495','A639-11','rNDYOChCrLFVzkRk', 'SL')
('AC22517-2022-11-02-11496','A639-12','ZduLkJGdhtP', 'SU')
('AC04652-2022-11-01-11671','A649-7','HPjDTdXv', 'LB')
('AC04652-2022-11-01-11677','A649-13','q', 'LB')
('SL22517-2022-11-02-11404','S476-4','K', 'LB')
('AC22517-2022-11-01-11511','A640-9','hqy', 'UB')
('SL04652-2022-11-02-11404','S476-4','Tnoeldb', 'LB')
('SL04652-2022-11-01-11403','S476-3','XxZDxpCaKM', 'UB')
('SL04652-2022-11-01-11406','S476-6','qFvVszQFrGXPuvZN', 'UB')
('AC12058-2022-11-01-11524','A641-4','DejYQLNB', 'UB')
('AC22517-2022-11-02-11509','A640-7','JRCjVxPcpB', 'LB')
('SL04652-2022-11-01-11445','S477-21','sIbLzLDoWIt', 'MB')
('AC22517-2022-11-02-11542','A642-4','jzaQgNT', 'UB')
('AC22517-2022-11-01-11558','A643-2','hfPIQuEBxTW', 'LB')
('AC04652-2022-11-01-11736','A652-18','BcrVS', 'SU')
('AC04652-2022-11-01-11738','A653-2','mXzhKlQnUdwihh', 'LB')
('AC04652-2022-11-02-11576','A644-2','nHyaNrJbqIhHr', 'LB')
('AC04652-2022-11-01-11755','A654-1','Lm', 'LB')
('AC12058-2022-11-01-11590','A644-16','UvBth', 'UB')
('AC12058-2022-11-01-11591','A644-17','XhY', 'SL')
('SL22517-2022-11-02-11473','S479-1','qPjDG', 'LB')
('SL22517-2022-11-02-11531','S481-11','AaYMYg', 'UB')
('SL22517-2022-11-01-11440','S477-16','irIlZjHFCNKmhvbM', 'SU')
('SL22517-2022-11-02-11534','S481-14','tKmITywxeqVkN', 'UB')
('SL04652-2022-11-02-11536','S481-16','cDrQmKSauGXwf', 'SU')
('SL04652-2022-11-01-11513','S480-17','UhICAbXYr', 'LB')
('AC12058-2022-11-01-11645','A647-17','oGxihYRfC', 'SL')
('AC12058-2022-11-01-11658','A648-12','uxXGqZ', 'SU')
('SL12058-2022-11-01-11437','S477-13','hKEDz', 'MB')
('SL22517-2022-11-01-11465','S478-17','tbJYNJ', 'LB')
('AC04652-2022-11-01-11877','A660-15','tgukVunTcdcBC', 'UB')
('SL04652-2022-11-02-11589','S483-21','HXRisDPhw', 'MB')
('AC12058-2022-11-01-11697','A650-15','GVyfjwQuxS', 'UB')
('AC22517-2022-11-01-11691','A650-9','iTsvJXcsiVTSeou', 'UB')
('AC04652-2022-11-02-11712','A651-12','BhLsgFiTwwTLsxGu', 'SU')
('SL22517-2022-11-01-11506','S480-10','asQTasiAVc', 'MB')
('SL04652-2022-11-02-11604','S484-12','i', 'LB')
('AC04652-2022-11-01-11892','A661-12','RhKhnD', 'SU')
('AC22517-2022-11-01-11699','A650-17','DGQkTCKpTu', 'SL')
('SL12058-2022-11-01-11485','S479-13','Tf', 'MB')
('AC22517-2022-11-02-11670','A649-6','LzeK', 'SU')
('AC12058-2022-11-01-11715','A651-15','WTcEo', 'UB')
('SL04652-2022-11-02-11615','S484-23','EtYfhgNpFJUmSt', 'SL')
('SL22517-2022-11-02-11617','S485-1','oJQRVIqGzQ', 'LB')
('AC22517-2022-11-01-11716','A651-16','Uq', 'UB')
('AC12058-2022-11-01-11722','A652-4','MHXt', 'UB')
('AC12058-2022-11-01-11723','A652-5','jUbORtSyYNas', 'SL')
('AC22517-2022-11-02-11684','A650-2','DF', 'LB')
('SL04652-2022-11-01-11585','S483-17','AxIBmqPJew', 'LB')
('SL22517-2022-11-01-11531','S481-11','FQTWHlYbSNEmiQY', 'UB')
('AC04652-2022-11-02-11742','A653-6','ZbkO', 'SU')
('AC04652-2022-11-02-11743','A653-7','xpPNwhQaAbNUs', 'LB')
('SL22517-2022-11-01-11539','S481-19','xM', 'UB')
('SL22517-2022-11-01-11540','S481-20','xwZMSnfJR', 'LB')
('SL04652-2022-11-01-11603','S484-11','uCnxYfkJ', 'UB')
('AC04652-2022-11-01-11930','A663-14','LJiMPdvCwbIvyO', 'LB')
('AC04652-2022-11-01-11931','A663-15','xmgBqUfMk', 'UB')
('AC04652-2022-11-01-11941','A664-7','mJkPZtTfv', 'LB')
('SL22517-2022-11-01-11556','S482-12','QaklKJEk', 'LB')
('SL04652-2022-11-01-11625','S485-9','wMuiBOycy', 'LB')
('SL12058-2022-11-01-11528','S481-8','KROIvFblmBCWtkv', 'SU')
('AC04652-2022-11-02-11766','A654-12','ubUwiTVpfN', 'SU')
('AC22517-2022-11-01-11751','A653-15','AMWHxpb', 'UB')
('AC04652-2022-11-01-11954','A665-2','V', 'LB')
('SL22517-2022-11-01-11568','S482-24','gMbInwuNAeipdoiO', 'SU')
('SL22517-2022-11-02-11663','S486-23','Fqs', 'SL')
('SL04652-2022-11-01-11642','S486-2','lOZNEopULMEC', 'MB')
('SL04652-2022-11-02-11679','S487-15','ImkXVMQtBR', 'SL')
('SL22517-2022-11-01-11585','S483-17','zTeNbZGagTzutxq', 'LB')
('SL22517-2022-11-02-11678','S487-14','sWtdmYiKDT', 'UB')
('SL22517-2022-11-01-11587','S483-19','bwknswiMiVsbnAdE', 'UB')
('AC22517-2022-11-02-11732','A652-14','dgbObiSpUkAHlDWS', 'LB')
('AC04652-2022-11-01-11979','A666-9','fxZNpNJfE', 'UB')
('AC22517-2022-11-02-11733','A652-15','U', 'UB')
('SL12058-2022-11-01-11552','S482-8','fQfBHhSEYmZ', 'SU')
('AC12058-2022-11-01-11771','A654-17','G', 'SL')
('AC04652-2022-11-01-11983','A666-13','AdDFNtwSXzOr', 'LB')
('AC04652-2022-11-01-11984','A666-14','lCbzTpZd', 'LB')
('AC22517-2022-11-01-11773','A655-1','NatxXOYEvfyZp', 'LB')
('SL22517-2022-11-02-11686','S487-22','fBhVXNxOmEqhgOc', 'UB')
('SL12058-2022-11-01-11562','S482-18','JRTByx', 'MB')
('AC22517-2022-11-01-11783','A655-11','gX', 'SL')
('SL12058-2022-11-01-11568','S482-24','MR', 'SU')
('AC04652-2022-11-02-11805','A656-15','aCGSAEdyconTPieK', 'UB')
('AC04652-2022-11-01-12004','A667-16','uCyyLnhcS', 'UB')
('SL04652-2022-11-02-11737','S490-1','mkeOetxwVcTJJ', 'LB')
('SL22517-2022-11-02-11741','S490-5','tADQdsGeKe', 'MB')
('SL12058-2022-11-01-11613','S484-21','jVFStySfQtEiCb', 'MB')
('SL04652-2022-11-02-11745','S490-9','f', 'LB')
('AC22517-2022-11-01-11831','A658-5','FBzjANqMrnFvYY', 'SL')
('AC04652-2022-11-01-12042','A669-18','mku', 'SU')
('AC22517-2022-11-01-11850','A659-6','UV', 'SU')
('AC22517-2022-11-02-11835','A658-9','whEmXcjRWnIcQcnL', 'UB')
('AC04652-2022-11-01-12139','A675-7','EmFqlwQszUmrzcBz', 'LB')
('AC04652-2022-11-01-12140','A675-8','AZvxMxhRxKaleKW', 'LB')
('SL22517-2022-11-02-11844','S494-12','UOcUlRmJBJD', 'LB')
('SL04652-2022-11-02-11857','S495-1','nkNBMLXqj', 'LB')
('SL22517-2022-11-01-11766','S491-6','clDcO', 'UB')
('AC04652-2022-11-02-11958','A665-6','y', 'SU')
('SL22517-2022-11-01-11777','S491-17','ORUKt', 'LB')
('AC12058-2022-11-01-11947','A664-13','CWp', 'LB')
('SL22517-2022-11-01-11795','S492-11','HCkqt', 'UB')
('AC22517-2022-11-02-11926','A663-10','Cf', 'UB')
('SL04652-2022-11-01-11832','S493-24','fWuGexL', 'SU')
('SL04652-2022-11-01-11833','S494-1','PXKBwgzF', 'LB')
('SL22517-2022-11-01-11807','S492-23','mG', 'SL')
('AC04652-2022-11-01-12178','A677-10','FVaFfkFlKlE', 'UB')
('SL22517-2022-11-01-11810','S493-2','ljCaAaE', 'MB')
('SL04652-2022-11-02-11886','S496-6','pvdB', 'UB')
('AC22517-2022-11-01-11978','A666-8','ASwKYLWPccamDIZe', 'LB')
('SL22517-2022-11-01-11815','S493-7','yNUCVjkuPkXHi', 'SL')
('SL22517-2022-11-02-11892','S496-12','OH', 'LB')
('AC04652-2022-11-01-12179','A677-11','vyWBfZVfHZha', 'SL')
('AC12058-2022-11-01-11971','A666-1','oXQwsNdCzucgfFgc', 'LB')
('AC12058-2022-11-01-11972','A666-2','cLdMFEoKHxc', 'LB')
('SL22517-2022-11-02-11896','S496-16','EbSJbz', 'SU')
('SL04652-2022-11-01-11847','S494-15','BablbtHBleI', 'SL')
('AC22517-2022-11-02-11949','A664-15','Xcl', 'UB')
('AC22517-2022-11-01-11987','A666-17','JrS', 'SL')
('SL04652-2022-11-02-11894','S496-14','ESUINa', 'UB')
('AC22517-2022-11-01-11989','A667-1','M', 'LB')
('SL22517-2022-11-01-11823','S493-15','JLApPf', 'SL')
('AC04652-2022-11-01-12188','A678-2','vIaFhWpBY', 'LB')
('SL04652-2022-11-01-11850','S494-18','dsvvMUZdakMR', 'MB')
('SL12058-2022-11-01-11798','S492-14','TOqJ', 'UB')
('SL04652-2022-11-01-11884','S496-4','Vpw', 'LB')
('AC12058-2022-11-01-12019','A668-13','Myvu', 'LB')
('AC04652-2022-11-02-12032','A669-8','xVaf', 'LB')
('SL22517-2022-11-01-11855','S494-23','SnBxLGWtT', 'SL')
('SL22517-2022-11-01-11856','S494-24','xNQZ', 'SU')
('SL04652-2022-11-02-11925','S497-21','lfhDSbcLitSg', 'MB')
('AC22517-2022-11-01-12035','A669-11','wme', 'SL')
('AC22517-2022-11-02-11998','A667-10','fzaFGMdAfMn', 'UB')
('SL04652-2022-11-02-11929','S498-1','hXPurdnkE', 'LB')
('AC04652-2022-11-01-12228','A680-6','ZrKuWAcJIHHSa', 'SU')
('SL04652-2022-11-01-11895','S496-15','dASgwfmWQjd', 'SL')
('AC22517-2022-11-01-12039','A669-15','MQkK', 'UB')
('AC04652-2022-11-01-12230','A680-8','jTrrSwxmQcmvYW', 'LB')
('SL12058-2022-11-01-11812','S493-4','QlfMiwU', 'LB')
('AC22517-2022-11-02-12007','A668-1','oANqKgutUw', 'LB')
('AC04652-2022-11-01-12233','A680-11','qTcFQlVwnaZVf', 'SL')
('AC04652-2022-11-02-12044','A670-2','y', 'LB')
('AC22517-2022-11-02-12091','A672-13','HArnFLJNdw', 'LB')
('SL22517-2022-11-01-11938','S498-10','MxogLhZniqIrpqv', 'MB')
('AC22517-2022-11-02-12106','A673-10','PhZkfDUvCJDynOdv', 'UB')
('SL22517-2022-11-02-12041','S502-17','MFhQXrIQxJYOIdB', 'LB')
('SL12058-2022-11-01-11904','S496-24','noFuhnxKuuSEcr', 'SU')
('AC04652-2022-11-01-12322','A685-10','YobvBJUXli', 'UB')
('AC22517-2022-11-02-12188','A678-2','uCbWTH', 'LB')
('SL04652-2022-11-02-12128','S506-8','uUWKZTVvhdNmxov', 'SU')
('SL04652-2022-11-01-12114','S505-18','fJiaUDhf', 'MB')
('AC12058-2022-11-01-12261','A682-3','QmZFyWw', 'UB')
('AC22517-2022-11-01-12251','A681-11','wjxJBnvHcJpAEPdE', 'SL')
('SL22517-2022-11-01-12068','S503-20','z', 'LB')
('SL04652-2022-11-02-12141','S506-21','GxUhzxerPxbHTLju', 'MB')
('SL04652-2022-11-02-12142','S506-22','xwKd', 'UB')
('AC12058-2022-11-01-12269','A682-11','xeuXRjPYeyW', 'SL')
('AC22517-2022-11-02-12223','A680-1','HRjWfpbxaFpNZlRY', 'LB')
('AC22517-2022-11-01-12253','A681-13','yFrNucLgtnC', 'LB')
('SL22517-2022-11-01-12071','S503-23','jKneG', 'SL')
('AC04652-2022-11-02-12241','A681-1','XJOzuIqWwZu', 'LB')
('SL22517-2022-11-02-12161','S507-17','YPkqyzPZDnHgVcgr', 'LB')
('AC04652-2022-11-02-12245','A681-5','nLXOwGSxts', 'SL')
('AC12058-2022-11-01-12273','A682-15','Ge', 'UB')
('SL22517-2022-11-02-12164','S507-20','IyadywIweY', 'LB')
('SL04652-2022-11-02-12151','S507-7','oDZamz', 'SL')
('AC22517-2022-11-02-12234','A680-12','yLHUZUChVNg', 'SU')
('AC22517-2022-11-02-12250','A681-10','emzZgoMF', 'UB')
('AC22517-2022-11-01-12279','A683-3','FQMPOlCr', 'UB')
('AC04652-2022-11-02-12263','A682-5','TtygTAJpGVP', 'SL')
('SL12058-2022-11-01-12030','S502-6','UkzfY', 'UB')
('SL04652-2022-11-01-12166','S507-22','JH', 'UB')
('SL22517-2022-11-01-12105','S505-9','acmCYDRxItTtFcM', 'LB')
('SL12058-2022-11-01-12050','S503-2','IYu', 'MB')
('AC04652-2022-11-02-12281','A683-5','KyZrG', 'SL')
('AC04652-2022-11-01-12482','A694-8','HosHzp', 'LB')
('AC12058-2022-11-01-12317','A685-5','jKsbdADcAExbERx', 'SL')
('SL04652-2022-11-02-12205','S509-13','Gj', 'MB')
('AC22517-2022-11-01-12306','A684-12','O', 'SU')
('SL12058-2022-11-01-12090','S504-18','kcMBBNXqNciPkW', 'MB')
('AC04652-2022-11-02-12347','A686-17','fIDwzeMNCb', 'SL')
('AC12058-2022-11-01-12366','A687-18','er', 'SU')
('AC22517-2022-11-02-12329','A685-17','mhcp', 'SL')
('AC22517-2022-11-02-12330','A685-18','BhIfvxHDIYJ', 'SU')
('SL22517-2022-11-02-12250','S511-10','vRvFqbyoccXHL', 'MB')
('SL22517-2022-11-02-12251','S511-11','OSvOXxLtCJTOB', 'UB')
('AC04652-2022-11-02-12355','A687-7','ITntlRIQjF', 'LB')
('AC04652-2022-11-01-12555','A698-9','AIPfFISMMS', 'UB')
('SL22517-2022-11-02-12256','S511-16','liQYEG', 'SU')
('SL12058-2022-11-01-12109','S505-13','cxCjuwN', 'MB')
('AC04652-2022-11-01-12597','A700-15','hxNwCbexwuABx', 'UB')
('AC04652-2022-11-01-12598','A700-16','tBGbwviDkk', 'UB')
('AC04652-2022-11-02-12400','A689-16','xrFPSJcpxsBZxUV', 'UB')
('SL22517-2022-11-01-12232','S510-16','wlo', 'SU')
('SL12058-2022-11-01-12160','S507-16','IAJZdS', 'SU')
('SL22517-2022-11-01-12240','S510-24','eyVzbbSvrt', 'SU')
('AC04652-2022-11-01-12613','A701-13','MIzTGfQPLwjQQmDA', 'LB')
('AC22517-2022-11-02-12387','A689-3','oFZJFIaxAZ', 'UB')
('SL12058-2022-11-01-12161','S507-17','qndcIXwAX', 'LB')
('SL04652-2022-11-01-12289','S513-1','KWaL', 'LB')
('AC04652-2022-11-02-12420','A690-18','eFsB', 'SU')
('SL04652-2022-11-01-12291','S513-3','NqbXhSdCWxNbfKd', 'UB')
('SL04652-2022-11-02-12324','S514-12','ANNVkcYipBycxHMT', 'LB')
('AC12058-2022-11-01-12443','A692-5','RFMXxAcOsFXppexo', 'SL')
('AC04652-2022-11-02-12428','A691-8','N', 'LB')
('AC22517-2022-11-01-12438','A691-18','WxlZToQxzfdwtJ', 'SU')
('AC22517-2022-11-01-12439','A692-1','DaEern', 'LB')
('SL22517-2022-11-01-12254','S511-14','QOYBfd', 'UB')
('SL04652-2022-11-02-12330','S514-18','aythqGylKOonyids', 'MB')
('SL22517-2022-11-02-12320','S514-8','gvBI', 'SU')
('SL22517-2022-11-01-12255','S511-15','FXY', 'SL')
('SL22517-2022-11-01-12256','S511-16','BoEaDKKiWNRmYgAQ', 'SU')
('SL04652-2022-11-01-12305','S513-17','MB', 'LB')
('AC22517-2022-11-02-12403','A690-1','JFhKxwBGnk', 'LB')
('AC22517-2022-11-02-12404','A690-2','g', 'LB')
('SL22517-2022-11-02-12328','S514-16','cO', 'SU')
('AC04652-2022-11-01-12643','A703-7','DrIZ', 'LB')
('SL22517-2022-11-02-12333','S514-21','QQnxW', 'MB')
('AC12058-2022-11-01-12473','A693-17','APjTJcrzWyKkXIU', 'SL')
('SL04652-2022-11-01-12321','S514-9','ClkuECcoYbCtV', 'LB')
('AC22517-2022-11-02-12413','A690-11','s', 'SL')
('AC04652-2022-11-01-12653','A703-17','VEcDjt', 'SL')
('AC04652-2022-11-02-12449','A692-11','IsaKWhuVgLCe', 'SL')
('SL22517-2022-11-01-12269','S512-5','RTtzfCcVFlHOFDBY', 'MB')
('AC04652-2022-11-02-12453','A692-15','ECva', 'UB')
('SL12058-2022-11-01-12195','S509-3','tr', 'UB')
('SL04652-2022-11-02-12362','S516-2','wRYunld', 'MB')
('AC04652-2022-11-01-12654','A703-18','ybaDZBnCKEZ', 'SU')
('AC04652-2022-11-02-12466','A693-10','vjWwBRpHKf', 'UB')
('AC12058-2022-11-01-12485','A694-11','JrOeGHAFXmnypzx', 'SL')
('SL22517-2022-11-01-12279','S512-15','sKKhADH', 'SL')
('SL04652-2022-11-01-12342','S515-6','uXYRCrTjeFq', 'UB')
('SL22517-2022-11-01-12287','S512-23','SfSzyvRCXdH', 'SL')
('AC12058-2022-11-01-12491','A694-17','fe', 'SL')
('AC22517-2022-11-02-12443','A692-5','QXvpXADhfhkeKOb', 'SL')
('SL12058-2022-11-01-12211','S509-19','PmtbYx', 'UB')
('AC22517-2022-11-01-12481','A694-7','RgeEiJLYfl', 'LB')
('AC12058-2022-11-01-12501','A695-9','UJMsydPIOcaRH', 'UB')
('AC04652-2022-11-01-12680','A705-8','aCDMM', 'LB')
('AC22517-2022-11-02-12456','A692-18','h', 'SU')
('SL12058-2022-11-01-12234','S510-18','KkarJBsUg', 'MB')
('SL04652-2022-11-02-12407','S517-23','AXELZX', 'SL')
('AC04652-2022-11-01-12693','A706-3','UaocivQH', 'UB')
('SL12058-2022-11-01-12237','S510-21','IfLfpoQJ', 'MB')
('SL12058-2022-11-01-12238','S510-22','tImGTOHgkg', 'UB')
('AC22517-2022-11-01-12501','A695-9','dpB', 'UB')
('SL04652-2022-11-02-12411','S518-3','Vc', 'UB')
('AC12058-2022-11-01-12522','A696-12','CUymdmAmeCoUJgj', 'SU')
('AC12058-2022-11-01-12523','A696-13','AlfnCYwhMYp', 'LB')
('SL22517-2022-11-01-12316','S514-4','QLVhVOtZMypj', 'LB')
('AC22517-2022-11-02-12472','A693-16','cKTCRN', 'UB')
('AC22517-2022-11-02-12486','A694-12','EMgaxoMKKHxkoQ', 'SU')
('AC22517-2022-11-01-12529','A697-1','XpQi', 'LB')
('SL04652-2022-11-02-12433','S519-1','AbL', 'LB')
('SL22517-2022-11-02-12422','S518-14','NdXWMAKjKHu', 'UB')
('SL04652-2022-11-01-12416','S518-8','lxgdEJJ', 'SU')
('SL22517-2022-11-01-12349','S515-13','uLiawp', 'MB')
('AC04652-2022-11-01-12735','A708-9','o', 'UB')
('SL22517-2022-11-02-12429','S518-21','p', 'MB')
('SL04652-2022-11-01-12424','S518-16','vDBDjYria', 'SU')
('AC22517-2022-11-01-12546','A697-18','eCruiUdI', 'SU')
('SL12058-2022-11-01-12283','S512-19','m', 'UB')
('AC12058-2022-11-01-12567','A699-3','UHHvfgp', 'UB')
('AC22517-2022-11-01-12554','A698-8','Fuu', 'LB')
('AC12058-2022-11-01-12572','A699-8','OtPToUJVJgLHkZ', 'LB')
('SL04652-2022-11-01-12440','S519-8','tu', 'SU')
('AC12058-2022-11-01-12579','A699-15','BeQYMLpdEMhRrrt', 'UB')
('SL12058-2022-11-01-12302','S513-14','sbaz', 'UB')
('SL12058-2022-11-01-12304','S513-16','tZSvuCEmagCFl', 'SU')
('SL04652-2022-11-01-12445','S519-13','hS', 'MB')
('AC12058-2022-11-01-12585','A700-3','I', 'UB')
('SL22517-2022-11-01-12374','S516-14','pqyrw', 'UB')
('AC04652-2022-11-01-12763','A710-1','fxGnjycduXgLa', 'LB')
('SL22517-2022-11-01-12380','S516-20','VRTUzzJUQUaAWGKo', 'LB')
('AC22517-2022-11-02-12530','A697-2','Bj', 'LB')
('AC04652-2022-11-01-12767','A710-5','ExMugdzQQHlebdFW', 'SL')
('SL04652-2022-11-01-12453','S519-21','JX', 'MB')
('AC22517-2022-11-02-12572','A699-8','rGbJJoXWKIx', 'LB')
('SL22517-2022-11-02-12501','S521-21','SxUIKnnTu', 'MB')
('SL04652-2022-11-01-12487','S521-7','aLzRsa', 'SL')
('AC04652-2022-11-02-12623','A702-5','hafeXLBCEUJ', 'SL')
('AC04652-2022-11-02-12630','A702-12','jfFj', 'SU')
('AC22517-2022-11-02-12637','A703-1','o', 'LB')
('AC12058-2022-11-01-12681','A705-9','A', 'UB')
('SL22517-2022-11-01-12481','S521-1','EglhmgzCqUZ', 'LB')
('SL12058-2022-11-01-12409','S518-1','IVaTYoF', 'LB')
('AC22517-2022-11-02-12646','A703-10','vtVrIoA', 'UB')
('SL04652-2022-11-02-12574','S524-22','LHDdnFptOfdE', 'UB')
('SL12058-2022-11-01-12413','S518-5','ttXoKvgfxBd', 'MB')
('SL04652-2022-11-01-12544','S523-16','MpdmtspBxGaA', 'SU')
('AC22517-2022-11-01-12696','A706-6','wBVUzCOOug', 'SU')
('SL22517-2022-11-01-12493','S521-13','ICkbtVZv', 'MB')
('SL22517-2022-11-02-12561','S524-9','MTkYvNLz', 'LB')
('SL12058-2022-11-01-12425','S518-17','WsFgfhjSq', 'LB')
('AC22517-2022-11-02-12669','A704-15','eJmNWyoO', 'UB')
('SL04652-2022-11-01-12573','S524-21','HpCbQcMPclY', 'MB')
('AC12058-2022-11-01-12712','A707-4','DneqxZj', 'UB')
('SL12058-2022-11-01-12452','S519-20','qmFNLasjYDqfYrv', 'LB')
('SL22517-2022-11-02-12583','S525-7','GEbHNmSecWAr', 'SL')
('SL22517-2022-11-01-12565','S524-13','qBZtz', 'MB')
('AC22517-2022-11-01-12787','A711-7','n', 'LB')
('AC22517-2022-11-02-12734','A708-8','okqQYUnynGfqOd', 'LB')
('AC12058-2022-11-01-12780','A710-18','dJQQ', 'SU')
('AC22517-2022-11-02-12794','A711-14','iCFcqEQvEUQ', 'LB')
('AC22517-2022-11-02-12795','A711-15','v', 'UB')
('SL04652-2022-11-01-12708','S530-12','xLhgb', 'LB')
('AC04652-2022-11-02-12838','A714-4','Jo', 'UB')
('AC22517-2022-11-01-12865','A715-13','zDYLamUNeSA', 'LB')
('SL04652-2022-11-02-12734','S531-14','NQmeXEhS', 'UB')
('SL12058-2022-11-01-12567','S524-15','YRmL', 'SL')
('SL04652-2022-11-01-12712','S530-16','fH', 'SU')
('AC22517-2022-11-02-12827','A713-11','eysQYzZtxFdMy', 'SL')
('SL04652-2022-11-01-12749','S532-5','lvlclZf', 'MB')
('AC12058-2022-11-01-12890','A717-2','ZsHPPLj', 'LB')
('SL22517-2022-11-01-12688','S529-16','MtOId', 'SU')
('SL22517-2022-11-02-12747','S532-3','ZRQfb', 'UB')
('SL12058-2022-11-01-12614','S526-14','JPwltJIsDWedRSQI', 'UB')
('AC22517-2022-11-02-12875','A716-5','Yw', 'SL')
('AC22517-2022-11-01-12920','A718-14','iHmo', 'LB')
('AC22517-2022-11-02-12877','A716-7','vhxcYRVUDukw', 'LB')
('SL04652-2022-11-01-12762','S532-18','nLELqbWsOM', 'MB')
('SL12058-2022-11-01-12621','S526-21','gw', 'MB')
('AC12058-2022-11-01-12909','A718-3','VdLS', 'UB')
('SL12058-2022-11-01-12630','S527-6','fGwdtlpsOm', 'UB')
('AC04652-2022-11-02-12918','A718-12','biWqZkstf', 'SU')
('AC04652-2022-11-02-12920','A718-14','XZufc', 'LB')
('SL04652-2022-11-02-12801','S534-9','MnvZBTmCknuLhlDh', 'LB')
('SL22517-2022-11-01-12716','S530-20','f', 'LB')
('AC22517-2022-11-01-12942','A719-18','jFnMr', 'SU')
('SL04652-2022-11-01-12785','S533-17','IBWRZKxxRy', 'LB')
('AC04652-2022-11-02-12935','A719-11','ldcKykvoPGnn', 'SL')
('SL12058-2022-11-01-12650','S528-2','CObXIAc', 'MB')
('SL22517-2022-11-01-12727','S531-7','OuUHrQI', 'SL')
('AC04652-2022-11-02-12942','A719-18','tFUjsa', 'SU')
('SL22517-2022-11-02-12781','S533-13','RIYUDDfWBtJl', 'MB')
('AC04652-2022-11-01-13112','A729-8','ZgHmhXFnnPIB', 'LB')
('SL12058-2022-11-01-12665','S528-17','Gj', 'LB')
('SL04652-2022-11-02-12828','S535-12','jcJphhveHENGytn', 'LB')
('AC04652-2022-11-01-13120','A729-16','lRxpoheDvF', 'UB')
('AC04652-2022-11-01-13124','A730-2','BliYeJ', 'LB')
('SL12058-2022-11-01-12670','S528-22','UWeImyHLA', 'UB')
('AC12058-2022-11-01-12945','A720-3','f', 'UB')
('SL12058-2022-11-01-12671','S528-23','ycNyUvIhyxBytB', 'SL')
('SL04652-2022-11-02-12835','S535-19','xHYrgt', 'UB')
('SL04652-2022-11-01-12809','S534-17','kyCWeJ', 'LB')
('AC22517-2022-11-02-12917','A718-11','cdJRWcAI', 'SL')
('SL12058-2022-11-01-12672','S528-24','lrdqjRiJlUj', 'SU')
('AC04652-2022-11-01-13131','A730-9','AqBGQyTrDr', 'UB')
('AC04652-2022-11-01-13133','A730-11','PLlCNpNPlaix', 'SL')
('SL12058-2022-11-01-12676','S529-4','FrWXJrjPR', 'LB')
('AC04652-2022-11-02-12964','A721-4','AVetmnWYqCwY', 'UB')
('SL22517-2022-11-02-12809','S534-17','YpcrxOYiASCP', 'LB')
('SL04652-2022-11-02-12844','S536-4','gBnBCNYC', 'LB')
('SL22517-2022-11-02-12810','S534-18','keFPxfEgqBkQ', 'MB')
('AC12058-2022-11-01-12958','A720-16','JLNxmYw', 'UB')
('SL04652-2022-11-01-12820','S535-4','dRDjpCri', 'LB')
('AC22517-2022-11-02-12927','A719-3','ngRFJGMtc', 'UB')
