('SL04652-2022-11-01-2625','S110-9','uil', 'LB')
('AC12058-2022-11-01-8728','A485-16','IYBro', 'UB')
('AC04652-2022-11-01-8997','A500-15','LBtdyZF', 'UB')
('AC04652-2022-11-02-8792','A489-8','TBuRZeBdPeI', 'LB')
('SL22517-2022-11-01-8623','S360-7','xwBvvEihVNehq', 'SL')
('SL22517-2022-11-02-8647','S361-7','iPdfoVQtbjgZc', 'SL')
('AC04652-2022-11-02-8794','A489-10','Rwi', 'UB')
('AC12058-2022-11-01-8734','A486-4','uT', 'UB')
('AC04652-2022-11-01-9010','A501-10','SyvmpEBvWEkDduZh', 'UB')
('SL04652-2022-11-01-8676','S362-12','qQkwgbet', 'LB')
('AC12058-2022-11-01-8736','A486-6','pyMVO', 'SU')
('AC04652-2022-11-01-9025','A502-7','ScoNzLgJUCyXYja', 'LB')
('SL04652-2022-11-02-8705','S363-17','ZcGKV', 'LB')
('SL22517-2022-11-02-8676','S362-12','LZfNzqKwAxTAkC', 'LB')
('AC22517-2022-11-02-8826','A491-6','nDM', 'SU')
('AC04652-2022-11-02-8825','A491-5','aK', 'SL')
('SL04652-2022-11-02-8720','S364-8','G', 'SU')
('SL22517-2022-11-02-8688','S362-24','FJW', 'SU')
('AC22517-2022-11-02-8842','A492-4','x', 'UB')
('SL04652-2022-11-01-8700','S363-12','zPiauFFpSlu', 'LB')
('SL12058-2022-11-01-8566','S357-22','DWsUtpOTcVzJbdW', 'UB')
('AC04652-2022-11-01-9052','A503-16','XoFMY', 'UB')
('SL22517-2022-11-01-8672','S362-8','PpugoKeS', 'SU')
('AC04652-2022-11-02-8835','A491-15','ncwLkg', 'UB')
('SL04652-2022-11-02-8739','S365-3','N', 'UB')
('SL22517-2022-11-01-8696','S363-8','FVvtSsCHxtMLWGdi', 'SU')
('AC22517-2022-11-02-8864','A493-8','CvqhG', 'LB')
('SL22517-2022-11-02-8736','S364-24','QWMZ', 'SU')
('SL12058-2022-11-01-8601','S359-9','iMwAhmcZqayp', 'LB')
('AC22517-2022-11-02-8893','A495-1','BxBMMdptqaFW', 'LB')
('SL22517-2022-11-01-8734','S364-22','kOyQMWZKHsGnB', 'UB')
('SL04652-2022-11-02-8796','S367-12','cByb', 'LB')
('SL22517-2022-11-02-8771','S366-11','PHcGsch', 'UB')
('SL04652-2022-11-02-8802','S367-18','yj', 'MB')
('AC04652-2022-11-02-8904','A495-12','o', 'SU')
('SL22517-2022-11-01-8760','S365-24','NSTFk', 'SU')
('SL04652-2022-11-02-8807','S367-23','JBUfhvzuYCk', 'SL')
('AC22517-2022-11-02-8919','A496-9','A', 'UB')
('AC04652-2022-11-02-8909','A495-17','sGXABzf', 'SL')
('AC12058-2022-11-01-8897','A495-5','SPOkrae', 'SL')
('AC04652-2022-11-01-9183','A511-3','ROUDBtLhuYch', 'UB')
('AC22517-2022-11-02-8970','A499-6','SShD', 'SU')
('AC22517-2022-11-02-9021','A502-3','Ba', 'UB')
('AC04652-2022-11-01-9241','A514-7','uihlVbwrE', 'LB')
('SL04652-2022-11-01-8899','S371-19','Zirq', 'UB')
('SL04652-2022-11-01-8903','S371-23','mYpWz', 'SL')
('SL22517-2022-11-01-8867','S370-11','JgDifLjghus', 'UB')
('SL04652-2022-11-02-8928','S372-24','ydyRDUVZzUFYN', 'SU')
('AC12058-2022-11-01-8980','A499-16','CpXhxNLNnCjpBhQ', 'UB')
('AC22517-2022-11-02-9038','A503-2','VAuyF', 'LB')
('AC22517-2022-11-01-8994','A500-12','rsSNNCzssexpfATN', 'SU')
('SL04652-2022-11-01-8924','S372-20','QRnm', 'LB')
('AC22517-2022-11-02-9059','A504-5','VyMmGblUWKx', 'SL')
('SL22517-2022-11-01-8912','S372-8','OgGFwQo', 'SU')
('AC22517-2022-11-02-9068','A504-14','FwmhqWeDXhUzmFp', 'LB')
('SL22517-2022-11-02-8941','S373-13','yctTldaqpiO', 'MB')
('SL12058-2022-11-01-8823','S368-15','XPBFQEEameqAWS', 'SL')
('AC22517-2022-11-02-9088','A505-16','KDsARAqrRA', 'UB')
('SL04652-2022-11-02-8971','S374-19','Olw', 'UB')
('AC22517-2022-11-02-9093','A506-3','LFuw', 'UB')
('SL04652-2022-11-01-8982','S375-6','JruqGVrZKltWPE', 'UB')
('AC22517-2022-11-02-9095','A506-5','BBzXAJlUH', 'SL')
('AC22517-2022-11-01-9047','A503-11','royboQlbaLCjZnB', 'SL')
('SL04652-2022-11-01-9011','S376-11','GqxdyBLnezv', 'UB')
('SL04652-2022-11-01-9012','S376-12','YnIrKd', 'LB')
('SL22517-2022-11-02-8991','S375-15','di', 'SL')
('SL12058-2022-11-01-8873','S370-17','jPkybO', 'LB')
('SL04652-2022-11-01-9018','S376-18','TYwSehENDVG', 'MB')
('SL12058-2022-11-01-8883','S371-3','dzDuT', 'UB')
('AC04652-2022-11-02-9119','A507-11','Zmub', 'SL')
('AC04652-2022-11-01-9357','A520-15','hS', 'UB')
('SL04652-2022-11-01-9028','S377-4','cBrHPOsVy', 'LB')
('AC04652-2022-11-01-9361','A521-1','tOOJGyiQqEma', 'LB')
('SL04652-2022-11-01-9031','S377-7','wNyv', 'SL')
('SL22517-2022-11-02-9009','S376-9','DAp', 'LB')
('SL22517-2022-11-01-8968','S374-16','ffAYwyGidovmzuh', 'SU')
('AC04652-2022-11-02-9129','A508-3','hq', 'UB')
('SL04652-2022-11-01-9035','S377-11','Dbma', 'UB')
('AC22517-2022-11-02-9151','A509-7','rLUeLegxT', 'LB')
('AC04652-2022-11-02-9132','A508-6','WOkBBmZs', 'SU')
('SL22517-2022-11-01-8970','S374-18','qh', 'MB')
('AC04652-2022-11-01-9371','A521-11','rYBTDN', 'SL')
('AC22517-2022-11-02-9153','A509-9','NqbUWYAtXRPplKN', 'UB')
('SL12058-2022-11-01-8900','S371-20','QxOQ', 'LB')
('SL22517-2022-11-02-9017','S376-17','RKKcxT', 'LB')
('AC22517-2022-11-02-9154','A509-10','BQ', 'UB')
('SL22517-2022-11-02-9018','S376-18','bmtGFjAerlieVCmD', 'MB')
('SL04652-2022-11-01-9041','S377-17','XjnAEbpcGWQPS', 'LB')
('AC04652-2022-11-01-9373','A521-13','BQuPLVZmWtgUipfk', 'LB')
('AC12058-2022-11-01-9081','A505-9','DmurMJTfau', 'UB')
('SL12058-2022-11-01-8901','S371-21','v', 'MB')
('SL22517-2022-11-02-9024','S376-24','fzmIVeNYsHWWZJ', 'SU')
('SL22517-2022-11-01-9011','S376-11','VArPPyDAKBR', 'UB')
('AC04652-2022-11-02-9178','A510-16','EzrMwWv', 'UB')
('SL22517-2022-11-01-9014','S376-14','WiytAmGFGr', 'UB')
('SL12058-2022-11-01-8948','S373-20','NSe', 'LB')
('AC04652-2022-11-02-9181','A511-1','RCnfQrjhU', 'LB')
('SL22517-2022-11-01-9019','S376-19','cBCQvZPXHC', 'UB')
('AC22517-2022-11-02-9199','A512-1','r', 'LB')
('AC04652-2022-11-02-9186','A511-6','RqKTmgOw', 'SU')
('SL22517-2022-11-01-9025','S377-1','hRHPWy', 'LB')
('AC04652-2022-11-01-9425','A524-11','KqPX', 'SL')
('AC04652-2022-11-01-9431','A524-17','xyXH', 'SL')
('AC04652-2022-11-01-9433','A525-1','ECyg', 'LB')
('AC12058-2022-11-01-9148','A509-4','MInxfCfUD', 'UB')
('SL22517-2022-11-01-9034','S377-10','lEBZF', 'MB')
('SL22517-2022-11-02-9086','S379-14','AcaIRjRxUDIyXZfO', 'UB')
('AC22517-2022-11-02-9216','A512-18','qxXy', 'SU')
('AC04652-2022-11-01-9436','A525-4','aGctjcZ', 'UB')
('SL04652-2022-11-02-9090','S379-18','icGLVYKaHJbmJ', 'MB')
('AC22517-2022-11-01-9151','A509-7','mxCpoFgFU', 'LB')
('AC04652-2022-11-01-9437','A525-5','OOyEFwQlhGopGDJ', 'SL')
('AC22517-2022-11-02-9220','A513-4','LdDAnrAsoLrAlTr', 'UB')
('AC12058-2022-11-01-9159','A509-15','iHWOEY', 'UB')
('SL22517-2022-11-01-9043','S377-19','GKygRZmJFsw', 'UB')
('SL04652-2022-11-02-9101','S380-5','Einl', 'MB')
('SL22517-2022-11-01-9045','S377-21','jDYUCKeFjFneoo', 'MB')
('SL22517-2022-11-02-9096','S379-24','oRrDQlrehbATpqQ', 'SU')
('SL22517-2022-11-01-9082','S379-10','K', 'MB')
('AC04652-2022-11-01-9472','A527-4','Gb', 'UB')
('SL22517-2022-11-02-9135','S381-15','lzL', 'SL')
('AC22517-2022-11-02-9266','A515-14','ewuoerAHacHA', 'LB')
('SL04652-2022-11-02-9145','S382-1','RYpPP', 'LB')
('AC04652-2022-11-02-9243','A514-9','pRPN', 'UB')
('SL22517-2022-11-02-9139','S381-19','TT', 'UB')
('SL22517-2022-11-02-9140','S381-20','o', 'LB')
('AC22517-2022-11-01-9223','A513-7','ALVgqO', 'LB')
('AC22517-2022-11-01-9224','A513-8','xpRUyHDAwGn', 'LB')
('SL04652-2022-11-01-9136','S381-16','PlgHfogQJggD', 'SU')
('SL04652-2022-11-01-9137','S381-17','KJm', 'LB')
('AC04652-2022-11-02-9284','A516-14','FOTyef', 'LB')
('AC04652-2022-11-01-9517','A529-13','ZiqpUfvwMayoo', 'LB')
('AC22517-2022-11-02-9299','A517-11','EWimJLewUIv', 'SL')
('AC22517-2022-11-02-9300','A517-12','xT', 'SU')
('SL04652-2022-11-02-9181','S383-13','SIDnXgIoFpyClu', 'MB')
('AC22517-2022-11-02-9301','A517-13','yXZV', 'LB')
('SL04652-2022-11-01-9165','S382-21','BQBDs', 'MB')
('AC04652-2022-11-01-9521','A529-17','QXnwT', 'SL')
('SL22517-2022-11-02-9176','S383-8','kUjGRjHOP', 'SU')
('AC22517-2022-11-02-9302','A517-14','X', 'LB')
('AC22517-2022-11-02-9303','A517-15','nYif', 'UB')
('AC04652-2022-11-02-9294','A517-6','jeEVOvyxmZJEZDgc', 'SU')
('AC22517-2022-11-01-9324','A518-18','IQKutGrDYXYHmlDV', 'SU')
('SL22517-2022-11-01-9194','S384-2','jCZLXPSijzDzSiw', 'MB')
('AC22517-2022-11-01-9328','A519-4','FyUCg', 'UB')
('AC04652-2022-11-01-9593','A533-17','bgh', 'SL')
('AC04652-2022-11-02-9380','A522-2','eHAWZiUvsHV', 'LB')
('SL04652-2022-11-01-9225','S385-9','yTEobFrenwErDS', 'LB')
('AC04652-2022-11-01-9607','A534-13','LDvkiIgSjxEN', 'LB')
('AC04652-2022-11-02-9393','A522-15','UXE', 'UB')
('SL22517-2022-11-02-9253','S386-13','efjl', 'MB')
('AC22517-2022-11-01-9347','A520-5','R', 'SL')
('AC04652-2022-11-01-9615','A535-3','obiDj', 'UB')
('SL04652-2022-11-02-9275','S387-11','Ftxb', 'UB')
('AC22517-2022-11-02-9389','A522-11','svASs', 'SL')
('SL04652-2022-11-01-9254','S386-14','GhNrfCTKtXjQJKsI', 'UB')
('AC12058-2022-11-01-9485','A527-17','XdcxuCXgza', 'SL')
('SL12058-2022-11-01-9284','S387-20','oJaSdnWOTV', 'LB')
('AC04652-2022-11-01-9757','A543-1','EncNrnBWRUrWWP', 'LB')
('SL22517-2022-11-01-9352','S390-16','jPPwffSreq', 'SU')
('SL22517-2022-11-02-9426','S393-18','pxfBEM', 'MB')
('SL04652-2022-11-02-9433','S394-1','Chvs', 'LB')
('SL22517-2022-11-02-9427','S393-19','TTi', 'UB')
('AC22517-2022-11-02-9544','A531-4','ctBOqdFBl', 'UB')
('SL04652-2022-11-02-9477','S395-21','SkrRzObewdqJrpgT', 'MB')
('AC22517-2022-11-01-9556','A531-16','zPnGll', 'UB')
('SL04652-2022-11-02-9479','S395-23','fnwxJWkIMBzxKu', 'SL')
('AC04652-2022-11-01-9833','A547-5','hJPZvWDdd', 'SL')
('SL22517-2022-11-02-9480','S395-24','lCNEVMatz', 'SU')
('SL12058-2022-11-01-9353','S390-17','RRssL', 'LB')
('SL22517-2022-11-01-9458','S395-2','UIEJRGbybDdRS', 'MB')
('SL22517-2022-11-02-9522','S397-18','XnGcrrRcJF', 'MB')
('AC22517-2022-11-02-9631','A536-1','CphNfEEeAgTNcOUI', 'LB')
('SL04652-2022-11-01-9516','S397-12','F', 'LB')
('AC22517-2022-11-01-9611','A534-17','aONvAGGOquBP', 'SL')
('AC12058-2022-11-01-9625','A535-13','kiKK', 'LB')
('AC04652-2022-11-02-9629','A535-17','ImKZuEDdVoCBwCMt', 'SL')
('AC04652-2022-11-01-9880','A549-16','BoaudUbzRZ', 'UB')
('SL12058-2022-11-01-9400','S392-16','vzS', 'SU')
('AC22517-2022-11-01-9612','A534-18','QBzBncezVV', 'SU')
('AC22517-2022-11-02-9649','A537-1','HhqLkDQh', 'LB')
('SL04652-2022-11-01-9526','S397-22','qeM', 'UB')
('SL22517-2022-11-02-9542','S398-14','CTCTnFQP', 'UB')
('SL12058-2022-11-01-9415','S393-7','oUdGrvpfdkstX', 'SL')
('AC12058-2022-11-01-9690','A539-6','fsmTcLYEWaz', 'SU')
('AC22517-2022-11-02-9723','A541-3','cjT', 'UB')
('SL22517-2022-11-02-9709','S405-13','wSxOGLbsjtR', 'MB')
('AC22517-2022-11-01-9772','A543-16','YJedjcndk', 'UB')
('SL04652-2022-11-02-9681','S404-9','H', 'LB')
('SL22517-2022-11-01-9619','S401-19','iVonyItdFpZDCyW', 'UB')
('SL04652-2022-11-02-9682','S404-10','XtMkjUIWCv', 'MB')
('SL22517-2022-11-01-9620','S401-20','EBovgCBp', 'LB')
('SL22517-2022-11-02-9733','S406-13','YyBNvCcaIZOcWCP', 'MB')
('SL04652-2022-11-01-9702','S405-6','jLTfhIFNbQn', 'UB')
('SL22517-2022-11-02-9735','S406-15','pHpVnJTvLKCwvJ', 'SL')
('SL22517-2022-11-02-9736','S406-16','zvkW', 'SU')
('AC04652-2022-11-02-9814','A546-4','doaatEoAi', 'UB')
('AC22517-2022-11-01-9814','A546-4','oTReiKKpLkn', 'UB')
('AC04652-2022-11-01-10052','A559-8','CIdEYKgkmEs', 'LB')
('SL12058-2022-11-01-9572','S399-20','FRvJeypQVKWWwtY', 'LB')
('AC04652-2022-11-02-9828','A546-18','iqaNEcrkSiiPP', 'SU')
('AC12058-2022-11-01-9831','A547-3','aXzgT', 'UB')
('AC04652-2022-11-02-9830','A547-2','GlJLXVwEyVCuyzi', 'LB')
('SL22517-2022-11-01-9647','S402-23','mHjlahjNTqSFfA', 'SL')
('AC22517-2022-11-01-9821','A546-11','gQkWOzmdyfTQSG', 'SL')
('AC04652-2022-11-01-10059','A559-15','IsxrCyHOm', 'UB')
('SL04652-2022-11-02-9730','S406-10','YwlSP', 'MB')
('AC12058-2022-11-01-9851','A548-5','CCjURpuBSn', 'SL')
('SL04652-2022-11-02-9768','S407-24','fzIdSuzjAi', 'SU')
('AC22517-2022-11-02-9906','A551-6','FQRwnOGmj', 'SU')
('SL22517-2022-11-01-9708','S405-12','oaAZjwqGtXDSjD', 'LB')
('AC04652-2022-11-02-9890','A550-8','BwmaYQ', 'LB')
('SL22517-2022-11-01-9710','S405-14','oYZ', 'UB')
('AC22517-2022-11-02-9909','A551-9','WqiNAhk', 'UB')
('AC12058-2022-11-01-9886','A550-4','vfYivjscdgH', 'UB')
('AC22517-2022-11-01-9885','A550-3','ISXiEoFkMutmeMi', 'UB')
('AC12058-2022-11-01-9890','A550-8','evRfNpIJOf', 'LB')
('AC04652-2022-11-02-9898','A550-16','aldvozPziw', 'UB')
('SL22517-2022-11-02-9822','S410-6','QTtsxLekMv', 'UB')
('AC22517-2022-11-02-9919','A552-1','FOzmyTSMNZMHX', 'LB')
('SL04652-2022-11-02-9783','S408-15','LehKf', 'SL')
('SL04652-2022-11-02-9792','S408-24','INZKxU', 'SU')
('AC22517-2022-11-01-9903','A551-3','oTEiLRXE', 'UB')
('AC04652-2022-11-02-9915','A551-15','xgRYPWnIBttwtq', 'UB')
('AC22517-2022-11-01-9905','A551-5','HJpKwUSRMOiFyuq', 'SL')
('AC04652-2022-11-02-9920','A552-2','nmOwXXrnC', 'LB')
('SL22517-2022-11-02-9839','S410-23','CirHFoIjw', 'SL')
('AC04652-2022-11-02-9925','A552-7','oOz', 'LB')
('SL04652-2022-11-01-9809','S409-17','fAZaDoSPpMGro', 'LB')
('SL22517-2022-11-01-9741','S406-21','UGpRPO', 'MB')
('AC22517-2022-11-01-9914','A551-14','p', 'LB')
('AC04652-2022-11-02-9929','A552-11','FyOMQhMMZ', 'SL')
('AC04652-2022-11-01-10146','A564-12','SQZyGWiro', 'SU')
('AC12058-2022-11-01-9931','A552-13','DQZIBwrfiGSiln', 'LB')
('AC04652-2022-11-02-9950','A553-14','lvlSEYcegPCVNgFg', 'LB')
('AC12058-2022-11-01-9936','A552-18','kIYTWuuJnSdRiJ', 'SU')
('AC22517-2022-11-01-9935','A552-17','KKaubufmEoKD', 'SL')
('SL04652-2022-11-02-9838','S410-22','upRfhoSK', 'UB')
('SL12058-2022-11-01-9689','S404-17','zxLtYHSV', 'LB')
('AC22517-2022-11-01-9937','A553-1','aOIUtyArVC', 'LB')
('AC22517-2022-11-02-9965','A554-11','aGGAoKJLAhJ', 'SL')
('SL12058-2022-11-01-9692','S404-20','fx', 'LB')
('SL04652-2022-11-01-9833','S410-17','oXUKvyxJNkKe', 'LB')
('SL04652-2022-11-01-9834','S410-18','SMGVfVMbeRj', 'MB')
('AC04652-2022-11-02-9962','A554-8','FZUgBmrNzOLCDz', 'LB')
('AC04652-2022-11-02-9964','A554-10','YbjkeLGU', 'UB')
('AC22517-2022-11-01-9943','A553-7','fCiX', 'LB')
('SL04652-2022-11-02-9849','S411-9','HzKrJWILqZvZ', 'LB')
('SL04652-2022-11-02-9852','S411-12','jixQgzqt', 'LB')
('SL22517-2022-11-01-9787','S408-19','pnIScjTBQwbzqRM', 'UB')
('SL22517-2022-11-01-9788','S408-20','xZqK', 'LB')
('AC22517-2022-11-01-9992','A556-2','xFQQrCGv', 'LB')
('SL04652-2022-11-02-9911','S413-23','ZxculECTM', 'SL')
('AC04652-2022-11-02-10027','A558-1','f', 'LB')
('SL12058-2022-11-01-9768','S407-24','vvFHZtCkkPPwF', 'SU')
('SL04652-2022-11-02-9914','S414-2','oqaO', 'MB')
('AC22517-2022-11-02-10041','A558-15','ETvj', 'UB')
('AC12058-2022-11-01-10016','A557-8','u', 'LB')
('SL04652-2022-11-01-9897','S413-9','JdJBpdUSAN', 'LB')
('AC22517-2022-11-01-10005','A556-15','A', 'UB')
('AC22517-2022-11-02-10048','A559-4','DtADKhRQdy', 'UB')
('AC04652-2022-11-01-10231','A569-7','XydAybfNEQ', 'LB')
('AC22517-2022-11-01-10023','A557-15','yMO', 'UB')
('SL12058-2022-11-01-9792','S408-24','wMCxOqlXCSqi', 'SU')
('AC04652-2022-11-01-10242','A569-18','IbtutWD', 'SU')
('AC22517-2022-11-01-10028','A558-2','LqLjbA', 'LB')
('SL22517-2022-11-02-9959','S415-23','AWhMTAUlHKFQi', 'SL')
('SL22517-2022-11-01-9864','S411-24','Rgzt', 'SU')
('SL04652-2022-11-02-9950','S415-14','FJa', 'UB')
('AC04652-2022-11-02-10062','A559-18','oyCabOvxGpXDw', 'SU')
('AC22517-2022-11-02-10077','A560-15','bja', 'UB')
('AC22517-2022-11-01-10044','A558-18','MXfBr', 'SU')
('SL04652-2022-11-02-9997','S417-13','AUmAKFawvCtIdHf', 'MB')
('AC04652-2022-11-02-10101','A562-3','XIzGIyHpEzHmu', 'UB')
('SL04652-2022-11-01-10010','S418-2','HqTPWetFZEJ', 'MB')
('SL22517-2022-11-02-10052','S419-20','GyxPtyHiVLJLjl', 'LB')
('SL04652-2022-11-02-10059','S420-3','Oh', 'UB')
('AC22517-2022-11-01-10136','A564-2','Dv', 'LB')
('AC22517-2022-11-01-10137','A564-3','USyinhyGvYkfmf', 'UB')
('SL04652-2022-11-02-10068','S420-12','KeCYLh', 'LB')
('SL22517-2022-11-01-9953','S415-17','olaTQOsAexoKwt', 'LB')
('SL12058-2022-11-01-9903','S413-15','RuwTZsztubm', 'SL')
('SL22517-2022-11-01-9954','S415-18','mKoDrCTE', 'MB')
('AC04652-2022-11-02-10171','A566-1','PgPmYUUyEkgMGc', 'LB')
('AC12058-2022-11-01-10170','A565-18','NaecSocO', 'SU')
('AC04652-2022-11-02-10174','A566-4','XbFkRWjnF', 'UB')
('SL12058-2022-11-01-9911','S413-23','pas', 'SL')
('AC22517-2022-11-02-10189','A567-1','q', 'LB')
('SL04652-2022-11-01-10037','S419-5','qotYwrxXDvL', 'MB')
('SL04652-2022-11-01-10038','S419-6','fDVQlR', 'UB')
('AC22517-2022-11-01-10157','A565-5','RsQK', 'SL')
('SL04652-2022-11-02-10147','S423-19','ISffD', 'UB')
('AC22517-2022-11-02-10247','A570-5','swXk', 'SL')
('SL22517-2022-11-01-10032','S418-24','PiBAegfAgXKXz', 'SU')
('SL04652-2022-11-01-10113','S422-9','eCgnBPrtCuBvg', 'LB')
('SL22517-2022-11-02-10139','S423-11','dLAotycmuapi', 'UB')
('AC22517-2022-11-01-10225','A569-1','MOQUrXEioi', 'LB')
('AC22517-2022-11-02-10250','A570-8','AGhqOcQzeVT', 'LB')
('AC22517-2022-11-01-10226','A569-2','VoBrl', 'LB')
('AC04652-2022-11-01-10441','A581-1','erUuBIq', 'LB')
('AC04652-2022-11-02-10259','A570-17','VOKMIcFiBMQhTB', 'SL')
('SL04652-2022-11-01-10119','S422-15','mjXPgyXxDKwplcj', 'SL')
('SL22517-2022-11-01-10040','S419-8','mkBQdE', 'SU')
('SL04652-2022-11-02-10158','S424-6','Kg', 'UB')
('AC12058-2022-11-01-10249','A570-7','NHwKVIoT', 'LB')
('SL22517-2022-11-01-10044','S419-12','KMlhO', 'LB')
('SL04652-2022-11-01-10125','S422-21','tUxiLkKVwkySTzzo', 'MB')
('SL22517-2022-11-02-10148','S423-20','t', 'LB')
('AC22517-2022-11-01-10235','A569-11','JkUtEcTAJm', 'SL')
('SL04652-2022-11-01-10140','S423-12','qtaMYeDSbfaKj', 'LB')
('AC04652-2022-11-01-10462','A582-4','ICxalL', 'UB')
('SL04652-2022-11-02-10173','S424-21','xLzpsdoGovkgmnUK', 'MB')
('AC22517-2022-11-02-10266','A571-6','OpeDkEeetkgxr', 'SU')
('AC04652-2022-11-01-10463','A582-5','wsYgzQxqElYmPN', 'SL')
('SL22517-2022-11-02-10161','S424-9','FmZSMsbMNKDT', 'LB')
('SL22517-2022-11-01-10060','S420-4','Sred', 'LB')
('SL04652-2022-11-01-10143','S423-15','xmnr', 'SL')
('AC22517-2022-11-02-10273','A571-13','C', 'LB')
('AC12058-2022-11-01-10270','A571-10','sAYUQSETYJqQLP', 'UB')
('SL04652-2022-11-02-10179','S425-3','sJpIZmmtQwmgeFJ', 'UB')
('AC04652-2022-11-01-10468','A582-10','JjofEJVTIR', 'UB')
('SL22517-2022-11-01-10066','S420-10','MfoamAYRlWslFmW', 'MB')
('AC22517-2022-11-02-10277','A571-17','syVuoXRRXQcQLem', 'SL')
('AC12058-2022-11-01-10273','A571-13','aoKMoAkY', 'LB')
('AC22517-2022-11-02-10285','A572-7','MmNe', 'LB')
('AC04652-2022-11-02-10285','A572-7','kaMcSVYqXnywFQ', 'LB')
('AC12058-2022-11-01-10275','A571-15','BvCCst', 'UB')
('SL04652-2022-11-01-10214','S426-14','sI', 'UB')
('AC22517-2022-11-01-10322','A574-8','tVOcTa', 'LB')
('AC22517-2022-11-02-10346','A575-14','EuAMZEJkQfqdToJo', 'LB')
('SL04652-2022-11-01-10255','S428-7','kxLby', 'SL')
('SL22517-2022-11-02-10279','S429-7','kGM', 'SL')
('SL22517-2022-11-02-10280','S429-8','vhLcIes', 'SU')
('SL12058-2022-11-01-10123','S422-19','CZFCYb', 'UB')
('AC12058-2022-11-01-10377','A577-9','YvWxhjw', 'UB')
('AC04652-2022-11-02-10383','A577-15','mevCCgiiGyOTpw', 'UB')
('SL22517-2022-11-02-10283','S429-11','RJCTR', 'UB')
('SL22517-2022-11-02-10285','S429-13','rtnAScu', 'MB')
('SL22517-2022-11-02-10288','S429-16','kKQTA', 'SU')
('AC22517-2022-11-02-10360','A576-10','uWxhhuopg', 'UB')
('SL04652-2022-11-01-10261','S428-13','VL', 'MB')
('AC12058-2022-11-01-10382','A577-14','PGkRh', 'LB')
('AC22517-2022-11-02-10361','A576-11','LG', 'SL')
('SL04652-2022-11-01-10262','S428-14','gH', 'UB')
('SL22517-2022-11-01-10194','S425-18','VmBG', 'MB')
('AC12058-2022-11-01-10391','A578-5','zrjHB', 'SL')
('SL22517-2022-11-02-10300','S430-4','Xp', 'LB')
('SL12058-2022-11-01-10136','S423-8','cYQFKnceBefI', 'SU')
('SL12058-2022-11-01-10139','S423-11','gHNqZBT', 'UB')
('SL12058-2022-11-01-10145','S423-17','jCoimmG', 'LB')
('SL12058-2022-11-01-10146','S423-18','uAdew', 'MB')
('SL12058-2022-11-01-10147','S423-19','gOlQyLDiDECysDo', 'UB')
('SL12058-2022-11-01-10148','S423-20','yjPOkI', 'LB')
('AC04652-2022-11-01-10600','A589-16','YARlgMxXWqHMu', 'UB')
('SL04652-2022-11-02-10312','S430-16','Rd', 'SU')
('AC12058-2022-11-01-10401','A578-15','pcQBAfJRNbZNaCeU', 'UB')
('AC22517-2022-11-02-10398','A578-12','dBJcrbsKtXPMFmN', 'SU')
('AC04652-2022-11-02-10417','A579-13','XWXdYoJk', 'LB')
('SL22517-2022-11-02-10326','S431-6','w', 'UB')
('AC22517-2022-11-01-10395','A578-9','WGOzeDYhQLE', 'UB')
('AC12058-2022-11-01-10416','A579-12','Y', 'SU')
('SL04652-2022-11-01-10294','S429-22','CuPOdVdbxwG', 'UB')
('SL04652-2022-11-01-10295','S429-23','hftOlwConOFyCcB', 'SL')
('AC04652-2022-11-02-10419','A579-15','vZkSTeoCDnV', 'UB')
('SL22517-2022-11-01-10231','S427-7','wgpKH', 'SL')
('AC22517-2022-11-02-10423','A580-1','hMCzEAgrGpf', 'LB')
('SL12058-2022-11-01-10177','S425-1','Q', 'LB')
('AC04652-2022-11-02-10436','A580-14','dhbcEhTX', 'LB')
('SL22517-2022-11-01-10246','S427-22','oJpHAUIbjfpxlu', 'UB')
('AC22517-2022-11-02-10427','A580-5','bautIaRfGCfJ', 'SL')
('SL22517-2022-11-02-10342','S431-22','yBt', 'UB')
('AC22517-2022-11-01-10416','A579-12','mcCERm', 'SU')
('SL22517-2022-11-02-10351','S432-7','eoOnudgleuz', 'SL')
('AC04652-2022-11-01-10633','A591-13','ukH', 'LB')
('SL04652-2022-11-01-10323','S431-3','mxSLQ', 'UB')
('SL04652-2022-11-01-10324','S431-4','vHnjMokKgmwqsKQ', 'LB')
('SL04652-2022-11-01-10325','S431-5','qko', 'MB')
('SL04652-2022-11-02-10348','S432-4','bmaWSQcw', 'LB')
('SL04652-2022-11-02-10349','S432-5','bntRUmJxRaAvcP', 'MB')
('SL22517-2022-11-01-10254','S428-6','aAcH', 'UB')
('SL22517-2022-11-01-10255','S428-7','gwRocTPhicoGW', 'SL')
('AC22517-2022-11-02-10440','A580-18','NKYBfuC', 'SU')
('AC12058-2022-11-01-10442','A581-2','oaGAq', 'LB')
('AC04652-2022-11-02-10444','A581-4','oNuYPzC', 'UB')
('AC04652-2022-11-01-10635','A591-15','BEEjXEdL', 'UB')
('AC04652-2022-11-02-10445','A581-5','IPrLChXvJLX', 'SL')
('AC22517-2022-11-02-10451','A581-11','iWSPSmmhXGAwyJcB', 'SL')
('AC12058-2022-11-01-10451','A581-11','H', 'SL')
('SL12058-2022-11-01-10202','S426-2','pPOMtgp', 'MB')
('SL12058-2022-11-01-10203','S426-3','X', 'UB')
