('SL22517-2022-11-01-148','S7-4','YbTtbvI', 'LB')
('SL22517-2022-11-01-9663','S403-15','QtOi', 'SL')
('AC04652-2022-11-02-9850','A548-4','NTTbgBZlrzhVDK', 'UB')
('AC04652-2022-11-01-10072','A560-10','zncmEy', 'UB')
('SL22517-2022-11-02-9771','S408-3','L', 'UB')
('AC12058-2022-11-01-9850','A548-4','vWGusdfqRBcR', 'UB')
('SL22517-2022-11-02-9774','S408-6','PjN', 'UB')
('SL22517-2022-11-01-9667','S403-19','GyRVX', 'UB')
('SL04652-2022-11-01-9740','S406-20','v', 'LB')
('AC04652-2022-11-01-10076','A560-14','RkvD', 'LB')
('AC12058-2022-11-01-9857','A548-11','oxzDdA', 'SL')
('AC22517-2022-11-01-9850','A548-4','vIpGUB', 'UB')
('SL04652-2022-11-01-9745','S407-1','nEzXQv', 'LB')
('SL04652-2022-11-01-9746','S407-2','vvqNDVPFrCR', 'MB')
('SL22517-2022-11-02-9810','S409-18','UEWlPJARpGIS', 'MB')
('SL04652-2022-11-02-9772','S408-4','SoZSnHrZNCI', 'LB')
('AC04652-2022-11-01-10113','A562-15','jTyWEuFV', 'UB')
('SL22517-2022-11-01-9711','S405-15','yokEaLHyoK', 'SL')
('SL12058-2022-11-01-9638','S402-14','MjdNjHhGQOOsDP', 'UB')
('SL04652-2022-11-02-9775','S408-7','gCZiackAON', 'SL')
('AC22517-2022-11-02-9913','A551-13','aVnxGHgj', 'LB')
('SL22517-2022-11-02-9817','S410-1','boBYAD', 'LB')
('SL22517-2022-11-02-9818','S410-2','SjOxSgwLZRpNDo', 'MB')
('SL22517-2022-11-02-9819','S410-3','UoxTHpGC', 'UB')
('AC04652-2022-11-01-10122','A563-6','GIO', 'SU')
('AC12058-2022-11-01-9893','A550-11','CJJXTpoe', 'SL')
('SL04652-2022-11-01-9793','S409-1','yoJNqtaCOeVv', 'LB')
('AC04652-2022-11-02-9910','A551-10','amVk', 'UB')
('AC22517-2022-11-01-9899','A550-17','ILKpSfM', 'SL')
('SL12058-2022-11-01-9662','S403-14','iYUtotGMozAwP', 'UB')
('AC04652-2022-11-02-9932','A552-14','ucZ', 'LB')
('AC22517-2022-11-01-9916','A551-16','ThCyAxiFyOnvloK', 'UB')
('SL04652-2022-11-01-9816','S409-24','avUnZK', 'SU')
('SL04652-2022-11-01-9817','S410-1','IdlyODvBTKcvyCoQ', 'LB')
('AC22517-2022-11-01-9920','A552-2','xVcDhJfAEp', 'LB')
('SL22517-2022-11-01-9747','S407-3','sqqQvSfd', 'UB')
('AC04652-2022-11-02-9938','A553-2','ICYjOFjeobQr', 'LB')
('SL22517-2022-11-01-9749','S407-5','QSLZ', 'MB')
('AC12058-2022-11-01-9919','A552-1','MhvzIgjvE', 'LB')
('AC04652-2022-11-02-9942','A553-6','SpKNlrTTBqWE', 'SU')
('AC04652-2022-11-01-10152','A564-18','UaykqRvBdPPPGe', 'SU')
('SL04652-2022-11-02-9822','S410-6','Kgn', 'UB')
('SL22517-2022-11-02-9856','S411-16','lczbFukJeU', 'SU')
('SL22517-2022-11-02-9863','S411-23','LomXRyfwFwruwgTo', 'SL')
('SL22517-2022-11-02-9864','S411-24','owJxIiTogqyDhsMm', 'SU')
('SL12058-2022-11-01-9684','S404-12','mWpxhYKg', 'LB')
('AC12058-2022-11-01-9935','A552-17','WTyLmjvxUNwWjdK', 'SL')
('AC04652-2022-11-01-10161','A565-9','lvZeVXNPzFcXjT', 'UB')
('SL04652-2022-11-02-9835','S410-19','FjUXaumu', 'UB')
('AC04652-2022-11-02-9954','A553-18','rNxbXW', 'SU')
('SL22517-2022-11-02-9869','S412-5','cVEzlCAjzeC', 'MB')
('SL04652-2022-11-02-9841','S411-1','net', 'LB')
('AC12058-2022-11-01-9942','A553-6','dWXtvOJumVuCo', 'SU')
('SL22517-2022-11-02-9872','S412-8','qqRISR', 'SU')
('SL22517-2022-11-01-9774','S408-6','QdwOMPFnNuAUrduA', 'UB')
('AC04652-2022-11-02-9960','A554-6','WUZudl', 'SU')
('AC04652-2022-11-01-10165','A565-13','qToFiPofhZHb', 'LB')
('AC04652-2022-11-01-10166','A565-14','oDOjvnOez', 'LB')
('AC22517-2022-11-01-9946','A553-10','B', 'UB')
('SL22517-2022-11-01-9783','S408-15','GvoIZSGKPqzIywUc', 'SL')
('SL22517-2022-11-02-9889','S413-1','OHFwLwyHVEnRnIx', 'LB')
('AC22517-2022-11-02-9981','A555-9','LyHw', 'UB')
('AC04652-2022-11-02-9980','A555-8','gXaeKvgH', 'LB')
('AC22517-2022-11-02-9998','A556-8','t', 'LB')
('AC22517-2022-11-01-9968','A554-14','ktLXotRHbkvk', 'LB')
('AC12058-2022-11-01-9980','A555-8','UzTd', 'LB')
('AC22517-2022-11-01-9975','A555-3','mQWHBRJbXP', 'UB')
('AC04652-2022-11-02-10005','A556-15','PAYptWlxCcrY', 'UB')
('AC04652-2022-11-01-10204','A567-16','Gfjv', 'UB')
('SL12058-2022-11-01-9746','S407-2','dWKsTeajFhz', 'MB')
('AC04652-2022-11-02-10014','A557-6','tFqRlawSgDcguVj', 'SU')
('AC04652-2022-11-02-10015','A557-7','ExfePFaDyzI', 'LB')
('SL04652-2022-11-01-9881','S412-17','eNAogRAyumNuglY', 'LB')
('AC04652-2022-11-01-10215','A568-9','DOceIUUOyXztEX', 'UB')
('AC04652-2022-11-01-10216','A568-10','acYvjCLqKMggf', 'UB')
('AC04652-2022-11-01-10217','A568-11','OjILWrODRIo', 'SL')
('AC22517-2022-11-02-10027','A558-1','pzvtYwIrkiwtfuT', 'LB')
('SL22517-2022-11-02-9922','S414-10','FTSpsWMYI', 'MB')
('SL22517-2022-11-02-9923','S414-11','AHfkXRpAF', 'UB')
('SL12058-2022-11-01-9763','S407-19','vAG', 'UB')
('SL22517-2022-11-01-9836','S410-20','RVLWETe', 'LB')
('SL12058-2022-11-01-9771','S408-3','W', 'UB')
('AC04652-2022-11-02-10034','A558-8','YXYUwKSlMu', 'LB')
('SL04652-2022-11-01-9899','S413-11','CfuBcttwkO', 'UB')
('AC12058-2022-11-01-10019','A557-11','Cw', 'SL')
('AC12058-2022-11-01-10020','A557-12','zrRLJgOKJk', 'SU')
('SL04652-2022-11-01-9901','S413-13','yGpdZfDUp', 'MB')
('AC22517-2022-11-02-10052','A559-8','jSPZWyADFpgWf', 'LB')
('SL22517-2022-11-02-9946','S415-10','plDehGAFgPOH', 'MB')
('AC04652-2022-11-02-10045','A559-1','LUqudynoTlA', 'LB')
('AC22517-2022-11-02-10056','A559-12','cTGoRYJHu', 'SU')
('AC22517-2022-11-01-10019','A557-11','EoOFiirJ', 'SL')
('AC04652-2022-11-02-10051','A559-7','sMqhjiEmnaAUu', 'LB')
('AC22517-2022-11-01-10026','A557-18','vzkuFsCFHlivJazK', 'SU')
('SL22517-2022-11-01-9862','S411-22','mFSlvlkEThCNfyxg', 'UB')
('SL04652-2022-11-01-9923','S414-11','We', 'UB')
('AC04652-2022-11-01-10252','A570-10','XFaKvYZBXiQC', 'UB')
('AC22517-2022-11-02-10083','A561-3','hYQltfpNXJsgpqPG', 'UB')
('AC22517-2022-11-02-10084','A561-4','eOSqUBiLCfyio', 'UB')
('AC04652-2022-11-01-10266','A571-6','U', 'SU')
('SL12058-2022-11-01-9825','S410-9','rYcKJzZXkDQHD', 'LB')
('SL04652-2022-11-02-9984','S416-24','KYwidKAyL', 'SU')
('AC22517-2022-11-01-10079','A560-17','coYvLAsaWvg', 'SL')
('SL22517-2022-11-01-9894','S413-6','IDxjcftJhuzsx', 'UB')
('SL22517-2022-11-02-10000','S417-16','iA', 'SU')
('SL22517-2022-11-02-10001','S417-17','TNxnlLTepYZN', 'LB')
('SL04652-2022-11-02-10044','S419-12','yTZmTMPdPFNuZYET', 'LB')
('AC12058-2022-11-01-10147','A564-13','XcXTwcnFWSiEDVE', 'LB')
('AC12058-2022-11-01-10162','A565-10','rIWbcoBDtE', 'UB')
('SL04652-2022-11-02-10074','S420-18','Jt', 'MB')
('SL12058-2022-11-01-9912','S413-24','iRAoxXzbI', 'SU')
('SL22517-2022-11-02-10066','S420-10','zqJ', 'MB')
('AC22517-2022-11-02-10191','A567-3','coFoCIJeWTLFjzwC', 'UB')
('SL04652-2022-11-01-10039','S419-7','wwMqwejWdAxx', 'SL')
('AC12058-2022-11-01-10174','A566-4','HEgaAMeueFO', 'UB')
('AC12058-2022-11-01-10176','A566-6','ZgU', 'SU')
('SL04652-2022-11-01-10041','S419-9','pmM', 'LB')
('AC04652-2022-11-02-10183','A566-13','NvyOSShVvV', 'LB')
('AC22517-2022-11-01-10172','A566-2','PswZGuBYkpFJTkP', 'LB')
('AC12058-2022-11-01-10207','A568-1','kaqyA', 'LB')
('SL04652-2022-11-02-10117','S422-13','UQznAnJaqa', 'MB')
('SL22517-2022-11-02-10107','S422-3','VqqxDogCtrtnCvvq', 'UB')
('AC04652-2022-11-02-10224','A568-18','jWZEGciuwC', 'SU')
('SL04652-2022-11-02-10121','S422-17','QaDgvCGiYO', 'LB')
('SL22517-2022-11-01-10065','S420-9','XsvmuauF', 'LB')
('SL22517-2022-11-02-10165','S424-13','NOE', 'MB')
('SL04652-2022-11-02-10181','S425-5','KljYhbKylhiaDp', 'MB')
('SL04652-2022-11-02-10184','S425-8','TvUtSKzYgjGN', 'SU')
('AC04652-2022-11-01-10472','A582-14','XIyjTfnl', 'LB')
('SL04652-2022-11-02-10186','S425-10','NeKeSTmu', 'MB')
('AC22517-2022-11-02-10283','A572-5','VLYLJTPLyYJUtA', 'SL')
('SL22517-2022-11-01-10079','S420-23','yMJmJPhPeaRUMVj', 'SL')
('SL12058-2022-11-01-10020','S418-12','YHSvzbDyyOTz', 'LB')
('AC04652-2022-11-01-10483','A583-7','ELQYlgjvhfMzvw', 'LB')
('AC04652-2022-11-02-10289','A572-11','mvJdgWG', 'SL')
('AC04652-2022-11-02-10291','A572-13','WbmALVnhEDIgq', 'LB')
('SL04652-2022-11-02-10202','S426-2','BXVGEKZfuHnWP', 'MB')
('SL22517-2022-11-01-10087','S421-7','jR', 'SL')
('SL22517-2022-11-02-10177','S425-1','wwgKoNaHFUCWVj', 'LB')
('AC12058-2022-11-01-10284','A572-6','ZqaXLStBEhI', 'SU')
('AC22517-2022-11-01-10269','A571-9','N', 'UB')
('SL12058-2022-11-01-10028','S418-20','Gj', 'LB')
('AC04652-2022-11-02-10296','A572-18','lDwZnJRJFg', 'SU')
('SL04652-2022-11-01-10170','S424-18','YzUsobeDnleO', 'MB')
('SL04652-2022-11-01-10171','S424-19','Kwqrmedgp', 'UB')
('AC22517-2022-11-01-10272','A571-12','UjBqcPQQqjOKxM', 'SU')
('AC04652-2022-11-02-10300','A573-4','DnLDtOz', 'UB')
('AC22517-2022-11-01-10275','A571-15','KnZDRdfIUHjl', 'UB')
('SL04652-2022-11-01-10174','S424-22','eRxYmqwdntoOZooE', 'UB')
('AC22517-2022-11-02-10303','A573-7','QKJcUG', 'LB')
('SL04652-2022-11-02-10215','S426-15','cJmdSoU', 'SL')
('AC04652-2022-11-02-10305','A573-9','qaYPtpHrxa', 'UB')
('SL04652-2022-11-01-10177','S425-1','sBefnkJy', 'LB')
('SL22517-2022-11-01-10099','S421-19','xfGaoOmWZrFpMqXf', 'UB')
('SL22517-2022-11-02-10186','S425-10','VqGrkBsL', 'MB')
('SL22517-2022-11-02-10187','S425-11','fcEAThH', 'UB')
('AC22517-2022-11-01-10284','A572-6','HlR', 'SU')
('AC22517-2022-11-02-10310','A573-14','dExecAHGRjoX', 'LB')
('SL22517-2022-11-01-10103','S421-23','IxQqGZkAcMEOyI', 'SL')
('AC12058-2022-11-01-10302','A573-6','HDYIoWhnEjZ', 'SU')
('AC12058-2022-11-01-10304','A573-8','XrXTP', 'LB')
('AC22517-2022-11-01-10285','A572-7','uObnmAZuyj', 'LB')
('AC22517-2022-11-01-10286','A572-8','hRHDBgffBuIF', 'LB')
('SL12058-2022-11-01-10046','S419-14','ySFxzcNErU', 'UB')
('AC22517-2022-11-02-10321','A574-7','XZJsGfgZIKHvpTIf', 'LB')
('AC04652-2022-11-02-10323','A574-9','CaOq', 'UB')
('AC12058-2022-11-01-10312','A573-16','jZjGY', 'UB')
('AC12058-2022-11-01-10313','A573-17','oSuzainDIJAaVR', 'SL')
('AC22517-2022-11-01-10300','A573-4','Bjo', 'UB')
('AC04652-2022-11-02-10332','A574-18','XyWFeZHbwgYaPt', 'SU')
('SL04652-2022-11-01-10191','S425-15','guEQr', 'SL')
('SL22517-2022-11-01-10149','S423-21','gkT', 'MB')
('AC22517-2022-11-01-10328','A574-14','bzlckoXmWHgYjxgy', 'LB')
('AC22517-2022-11-01-10329','A574-15','liySsMzrpw', 'UB')
('AC04652-2022-11-02-10350','A575-18','SgIPOQ', 'SU')
('AC12058-2022-11-01-10352','A576-2','NmpgIYU', 'LB')
('SL04652-2022-11-02-10266','S428-18','mdOcH', 'MB')
('AC04652-2022-11-01-10550','A587-2','gBvL', 'LB')
('SL12058-2022-11-01-10091','S421-11','lOnUXHwbkTKDq', 'UB')
('AC22517-2022-11-02-10424','A580-2','IRiCXgtUNH', 'LB')
('AC12058-2022-11-01-10434','A580-12','wH', 'SU')
('SL22517-2022-11-02-10338','S431-18','CJXnVgWsGjQTjtw', 'MB')
('AC04652-2022-11-01-10624','A591-4','IaBqxAndtXvtqk', 'UB')
('SL04652-2022-11-01-10317','S430-21','qBtXXTJ', 'MB')
('SL22517-2022-11-01-10248','S427-24','dyQWEVdjzZc', 'SU')
('AC04652-2022-11-02-10438','A580-16','ghitrwgRc', 'UB')
('SL22517-2022-11-01-10251','S428-3','VdHV', 'UB')
('SL12058-2022-11-01-10195','S425-19','IMpZHnxGb', 'UB')
('AC22517-2022-11-01-10427','A580-5','rt', 'SL')
('AC22517-2022-11-01-10429','A580-7','OYARLSBbXuvvb', 'LB')
('SL04652-2022-11-02-10355','S432-11','dOthDPSYqJqYBe', 'UB')
('AC22517-2022-11-01-10430','A580-8','vk', 'LB')
('AC22517-2022-11-02-10454','A581-14','mNCMdO', 'LB')
('SL22517-2022-11-02-10374','S433-6','MGzFWn', 'UB')
('AC04652-2022-11-01-10656','A592-18','RunRhc', 'SU')
('SL22517-2022-11-02-10385','S433-17','DZtPNuOCMc', 'LB')
('AC12058-2022-11-01-10468','A582-10','QGMMyDhKKsABfEI', 'UB')
('AC12058-2022-11-01-10469','A582-11','WdaG', 'SL')
('AC22517-2022-11-02-10468','A582-10','CL', 'UB')
('AC04652-2022-11-02-10474','A582-16','x', 'UB')
('SL22517-2022-11-02-10388','S433-20','ttniYtxoLRtzt', 'LB')
('AC04652-2022-11-01-10668','A593-12','rZEBv', 'SU')
('AC04652-2022-11-01-10670','A593-14','MqIGYMFoM', 'LB')
('AC22517-2022-11-01-10457','A581-17','IYMAKCtiPjLsAOof', 'SL')
('AC22517-2022-11-02-10478','A583-2','aR', 'LB')
('SL22517-2022-11-02-10395','S434-3','zHOkPjGuOI', 'UB')
('SL22517-2022-11-02-10396','S434-4','TIqvWJQpc', 'LB')
('SL04652-2022-11-02-10390','S433-22','eVhktseLxFwP', 'UB')
('SL04652-2022-11-01-10364','S432-20','XPmbVJUF', 'LB')
('SL12058-2022-11-01-10231','S427-7','OxPsoLLl', 'SL')
('SL22517-2022-11-02-10410','S434-18','jALCwqUJtFy', 'MB')
('AC22517-2022-11-01-10469','A582-11','OcB', 'SL')
('SL04652-2022-11-01-10372','S433-4','EtRsGPrsDUZeU', 'LB')
('SL12058-2022-11-01-10237','S427-13','rZbjIYX', 'MB')
('AC22517-2022-11-01-10473','A582-15','zBwBhoZHzPwFzmnv', 'UB')
('AC04652-2022-11-01-10694','A595-2','vbpRAZDIuw', 'LB')
('SL12058-2022-11-01-10249','S428-1','xIOcz', 'LB')
('SL04652-2022-11-02-10419','S435-3','Okd', 'UB')
('SL12058-2022-11-01-10320','S430-24','rLzIR', 'SU')
('SL04652-2022-11-01-10448','S436-8','fmuzEZa', 'SU')
('AC04652-2022-11-01-10749','A598-3','OCGTERmfhfunTjfX', 'UB')
('AC22517-2022-11-01-10558','A587-10','fG', 'UB')
('AC22517-2022-11-01-10559','A587-11','XVrlqgJTLYieeQ', 'SL')
('AC04652-2022-11-02-10580','A588-14','SedYTNM', 'LB')
('AC22517-2022-11-02-10588','A589-4','Tdn', 'UB')
('AC04652-2022-11-02-10589','A589-5','fO', 'SL')
('AC04652-2022-11-02-10590','A589-6','NpEjZwDoW', 'SU')
('SL04652-2022-11-01-10457','S436-17','Rtry', 'LB')
('SL12058-2022-11-01-10413','S434-21','gqhG', 'MB')
('AC22517-2022-11-01-10634','A591-14','VdkVqYSnkrwoBOO', 'LB')
('SL12058-2022-11-01-10437','S435-21','pukLQXnXthvzwrD', 'MB')
('AC22517-2022-11-01-10653','A592-15','EfZzt', 'UB')
('SL22517-2022-11-01-10490','S438-2','NQpjNjOAGEi', 'MB')
('SL22517-2022-11-01-10491','S438-3','IupFmc', 'UB')
('AC22517-2022-11-02-10690','A594-16','MjQVTQWsBcUq', 'UB')
('SL12058-2022-11-01-10444','S436-4','H', 'LB')
('AC22517-2022-11-02-10694','A595-2','xaHnoTzu', 'LB')
('SL04652-2022-11-01-10564','S441-4','LnmtljFjAAx', 'LB')
('AC22517-2022-11-01-10662','A593-6','gjTMB', 'SU')
('SL04652-2022-11-01-10565','S441-5','zerwz', 'MB')
('AC04652-2022-11-02-10689','A594-15','BPUrSNZcLKwtAv', 'UB')
('SL04652-2022-11-02-10603','S442-19','XTKaKm', 'UB')
('AC22517-2022-11-01-10664','A593-8','UwtrTTVQnJG', 'LB')
('AC12058-2022-11-01-10693','A595-1','PdWNTW', 'LB')
('AC22517-2022-11-01-10681','A594-7','dWPXACCWzlKdhq', 'LB')
('AC22517-2022-11-01-10682','A594-8','AFfhYwt', 'LB')
('AC12058-2022-11-01-10697','A595-5','Bq', 'SL')
('AC04652-2022-11-02-10742','A597-14','rEuxyffVTq', 'LB')
('SL22517-2022-11-01-10567','S441-7','cPk', 'SL')
('SL04652-2022-11-01-10633','S444-1','KDcIQsfX', 'LB')
('SL04652-2022-11-02-10669','S445-13','SQpsfga', 'MB')
('AC04652-2022-11-01-10924','A607-16','DxsAatkIVIRtlLzC', 'UB')
('SL04652-2022-11-01-10637','S444-5','NnUSYsPRmWLMK', 'MB')
('AC04652-2022-11-02-10756','A598-10','yxRe', 'UB')
('SL04652-2022-11-01-10638','S444-6','zPgwUtGcHyfWMVxT', 'UB')
('SL12058-2022-11-01-10531','S439-19','TE', 'UB')
('AC04652-2022-11-01-10955','A609-11','oDlGDvnGEm', 'SL')
('SL12058-2022-11-01-10543','S440-7','NAmvDGMQWvoFBomG', 'SL')
('AC04652-2022-11-01-10956','A609-12','RsLPIfNF', 'SU')
('SL22517-2022-11-01-10607','S442-23','SNKuYbnpkcooB', 'SL')
('AC22517-2022-11-02-10806','A601-6','nTuEzMik', 'SU')
('AC12058-2022-11-01-10794','A600-12','H', 'SU')
('SL12058-2022-11-01-10549','S440-13','OAnyIxhwsRBroZzK', 'MB')
('AC04652-2022-11-02-10797','A600-15','AWePRkisL', 'UB')
('SL22517-2022-11-02-10706','S447-2','cUqLSivSPL', 'MB')
('AC04652-2022-11-02-10801','A601-1','VOiAbKQrzHINRof', 'LB')
('AC22517-2022-11-02-10811','A601-11','jVomJzelitBHDFA', 'SL')
('SL04652-2022-11-01-10687','S446-7','vKwY', 'SL')
('AC22517-2022-11-02-10814','A601-14','CJbpemQuPZJz', 'LB')
('AC22517-2022-11-01-10789','A600-7','ncgcvjm', 'LB')
('AC04652-2022-11-02-10806','A601-6','ebDXuYgWdYZqP', 'SU')
('AC12058-2022-11-01-10805','A601-5','ULnNXk', 'SL')
('SL12058-2022-11-01-10559','S440-23','Hxlg', 'SL')
('SL04652-2022-11-01-10726','S447-22','EyqSAnHBfqIOwDaW', 'UB')
('SL04652-2022-11-02-10754','S449-2','wmZCEgv', 'MB')
('AC04652-2022-11-01-11007','A612-9','OWY', 'UB')
('AC12058-2022-11-01-10843','A603-7','QowGaUtyiAf', 'LB')
('AC04652-2022-11-02-10857','A604-3','NkEcRmBb', 'UB')
('SL04652-2022-11-02-10766','S449-14','nJRdyAguwTFUBJb', 'UB')
('AC04652-2022-11-02-10860','A604-6','VwgPFbnHXqJ', 'SU')
('AC22517-2022-11-01-10847','A603-11','RT', 'SL')
('AC22517-2022-11-02-10878','A605-6','ElRXFl', 'SU')
('AC22517-2022-11-01-10858','A604-4','Bu', 'UB')
('AC04652-2022-11-01-11025','A613-9','KpYBfM', 'UB')
('AC04652-2022-11-01-11026','A613-10','qLQwgo', 'UB')
('AC22517-2022-11-01-10861','A604-7','unCLjsJk', 'LB')
('SL04652-2022-11-01-10747','S448-19','NIjaBbFaOgOrjF', 'UB')
('SL22517-2022-11-02-10806','S451-6','Nu', 'UB')
('AC12058-2022-11-01-10915','A607-7','KBoDprMnWWuQsJCC', 'LB')
('AC12058-2022-11-01-10916','A607-8','PDCywLZnoBEXc', 'LB')
('AC12058-2022-11-01-10917','A607-9','lTrIUTD', 'UB')
('AC12058-2022-11-01-10918','A607-10','dWuorXyufu', 'UB')
('SL22517-2022-11-01-10719','S447-15','JlfuWMApfLNLh', 'SL')
('SL04652-2022-11-01-10797','S450-21','snzBaGskBGYgI', 'MB')
('AC04652-2022-11-01-11077','A616-7','EDGHElspX', 'LB')
('AC12058-2022-11-01-10922','A607-14','Y', 'LB')
('AC04652-2022-11-01-11078','A616-8','VbXsabLIUIFltjEy', 'LB')
('SL22517-2022-11-01-10723','S447-19','s', 'UB')
('AC04652-2022-11-02-10933','A608-7','nidjEbcgrnKBWA', 'LB')
('SL04652-2022-11-01-10802','S451-2','XzUqxxx', 'MB')
('AC22517-2022-11-01-10926','A607-18','eHTsBMk', 'SU')
('AC04652-2022-11-02-10936','A608-10','EyhczSfQrutDWW', 'UB')
('AC22517-2022-11-02-10945','A609-1','B', 'LB')
('AC22517-2022-11-01-10938','A608-12','ByArBIkhfplCHExz', 'SU')
('AC04652-2022-11-02-10953','A609-9','AJdfwtfSnvpPTfn', 'UB')
('SL12058-2022-11-01-10708','S447-4','KoWBEzfYmPaVUgU', 'LB')
('SL04652-2022-11-01-10852','S453-4','nQYWUTnQlAv', 'LB')
('SL04652-2022-11-02-10888','S454-16','IvdTrTFTnBwAoq', 'SU')
('SL04652-2022-11-01-10854','S453-6','upMbztMnrl', 'UB')
('AC04652-2022-11-02-10988','A611-8','DzRsOwc', 'LB')
('SL12058-2022-11-01-10733','S448-5','m', 'MB')
('AC12058-2022-11-01-10972','A610-10','XWWY', 'UB')
('AC12058-2022-11-01-10973','A610-11','dEMNljKohJzDqjWv', 'SL')
('AC04652-2022-11-02-10989','A611-9','KaXorgXMMMIxDgqe', 'UB')
('SL22517-2022-11-01-10782','S450-6','XNzprkIKwyjakPU', 'UB')
('AC22517-2022-11-02-10978','A610-16','TjNXTJ', 'UB')
('SL04652-2022-11-02-10905','S455-9','MQPoc', 'LB')
('AC04652-2022-11-02-11002','A612-4','tDPYZuEKkSY', 'UB')
('AC04652-2022-11-02-11003','A612-5','BcWH', 'SL')
('AC22517-2022-11-01-10984','A611-4','xdcQYKxhDhTS', 'UB')
('SL04652-2022-11-02-10918','S455-22','ROYsdw', 'UB')
('SL22517-2022-11-01-10805','S451-5','e', 'MB')
('SL12058-2022-11-01-10759','S449-7','bKZmNVBYs', 'SL')
('SL22517-2022-11-02-10931','S456-11','yshXuy', 'UB')
('AC12058-2022-11-01-11050','A614-16','fNlt', 'UB')
('SL04652-2022-11-01-10940','S456-20','rPK', 'LB')
('SL22517-2022-11-02-10938','S456-18','GyfVNOFPOuGQA', 'MB')
('SL12058-2022-11-01-10810','S451-10','PgG', 'MB')
('SL22517-2022-11-01-10860','S453-12','bRMAjEQgRaVo', 'LB')
('SL04652-2022-11-02-11043','S461-3','WvC', 'UB')
('SL22517-2022-11-01-10933','S456-13','waDalA', 'MB')
('AC04652-2022-11-02-11145','A620-3','QVUmcqNTLfGXxH', 'UB')
('AC04652-2022-11-01-11298','A628-12','xdhRZ', 'SU')
('AC04652-2022-11-01-11316','A629-12','MEmVvmtEwDxCMG', 'SU')
('SL04652-2022-11-02-11062','S461-22','kAYe', 'UB')
('AC12058-2022-11-01-11168','A621-8','KvlwjKWr', 'LB')
('SL12058-2022-11-01-10928','S456-8','GkQUmcFGxbxu', 'SU')
('AC22517-2022-11-02-11121','A618-15','xzRqqhgJNncy', 'UB')
('SL04652-2022-11-01-11046','S461-6','uwRFbGAr', 'UB')
('SL04652-2022-11-02-11065','S462-1','WbVb', 'LB')
('AC22517-2022-11-02-11125','A619-1','zXspHwgEcsRz', 'LB')
('AC04652-2022-11-02-11174','A621-14','QNc', 'LB')
('SL12058-2022-11-01-10939','S456-19','PJ', 'UB')
('AC22517-2022-11-02-11130','A619-6','KZSAiaVmBwtU', 'SU')
('SL04652-2022-11-02-11069','S462-5','VgNqIBzVQamPv', 'MB')
('AC04652-2022-11-01-11349','A631-9','hQJQvgtWaP', 'UB')
('AC22517-2022-11-01-11177','A621-17','WxiBPhloSysnEh', 'SL')
('SL22517-2022-11-01-11001','S459-9','VMlGawLSNeZCcfYW', 'LB')
('SL04652-2022-11-01-11079','S462-15','mIFmnTSaUtyqHVA', 'SL')
('AC22517-2022-11-02-11190','A622-12','gIhEfCnlGn', 'SU')
('AC22517-2022-11-01-11244','A625-12','WPHjiUNt', 'SU')
('AC04652-2022-11-01-11430','A635-18','nQUJoBNSumGw', 'SU')
('AC04652-2022-11-02-11282','A627-14','Y', 'LB')
('SL22517-2022-11-02-11173','S466-13','MMpcwTJfgkC', 'MB')
('AC04652-2022-11-01-11452','A637-4','hclfmdh', 'UB')
('AC12058-2022-11-01-11305','A629-1','YUjTQBZzfAAunn', 'LB')
('AC22517-2022-11-01-11269','A627-1','zXmgUXzEobvYgSOj', 'LB')
('AC12058-2022-11-01-11308','A629-4','iyaQqKGrbaZMcMRA', 'UB')
('AC04652-2022-11-01-11501','A639-17','tNNxDBKclxU', 'SL')
('SL22517-2022-11-01-11147','S465-11','vfgUatAJFJXOpv', 'UB')
('AC04652-2022-11-01-11505','A640-3','IoMobmPnwITRB', 'UB')
('SL04652-2022-11-02-11235','S469-3','YWLgKSu', 'UB')
('AC22517-2022-11-02-11316','A629-12','UpJl', 'SU')
('SL22517-2022-11-02-11235','S469-3','zCwhTrNuukscE', 'UB')
('AC04652-2022-11-02-11352','A631-12','xNxcjqbXzOqNC', 'SU')
('SL12058-2022-11-01-11142','S465-6','KbQmFq', 'UB')
('SL04652-2022-11-01-11263','S470-7','KtMRswFjBqtZqtjS', 'SL')
('SL22517-2022-11-01-11193','S467-9','aLOMvVC', 'LB')
('SL22517-2022-11-01-11195','S467-11','YgoJvOcM', 'UB')
('SL04652-2022-11-01-11268','S470-12','Et', 'LB')
('SL04652-2022-11-01-11269','S470-13','DOBpMvWFfCvC', 'MB')
('AC04652-2022-11-01-11554','A642-16','Mc', 'UB')
('SL04652-2022-11-02-11278','S470-22','RRzXzVYYgma', 'UB')
('SL22517-2022-11-02-11289','S471-9','o', 'LB')
('SL22517-2022-11-01-11239','S469-7','iPJgxmPLYZqdbC', 'SL')
('AC04652-2022-11-02-11438','A636-8','uYj', 'LB')
('SL22517-2022-11-02-11327','S472-23','piwQdBjQas', 'SL')
('SL04652-2022-11-01-11324','S472-20','nXB', 'LB')
('AC12058-2022-11-01-11447','A636-17','VnRJdbXE', 'SL')
('SL22517-2022-11-01-11264','S470-8','TnQFbPnEJLQK', 'SU')
('SL22517-2022-11-01-11265','S470-9','sDbURTCwSttoTJR', 'LB')
('AC22517-2022-11-02-11437','A636-7','DwdOGSgqTwwThQ', 'LB')
