('SL04652-2022-11-02-2230','S93-22','dtPipLdvgGGSvqs', 'UB')
('SL04652-2022-11-01-7640','S319-8','F', 'SU')
('AC22517-2022-11-02-7869','A438-3','HGiRBInKK', 'UB')
('SL04652-2022-11-01-7723','S322-19','SCuPvz', 'UB')
('SL04652-2022-11-02-7764','S324-12','YYLqzAjL', 'LB')
('AC22517-2022-11-02-7911','A440-9','WIzurPrcFhmIe', 'UB')
('AC12058-2022-11-01-7849','A437-1','jUCgfThroXMG', 'LB')
('AC04652-2022-11-02-7884','A438-18','rwiVUgq', 'SU')
('AC04652-2022-11-02-7902','A439-18','HkJmz', 'SU')
('SL04652-2022-11-02-7825','S327-1','cM', 'LB')
('SL22517-2022-11-01-7755','S324-3','gIxWTxwXN', 'UB')
('AC22517-2022-11-01-7897','A439-13','UmucsPcf', 'LB')
('AC12058-2022-11-01-7893','A439-9','QqqxDkv', 'UB')
('AC22517-2022-11-01-7899','A439-15','qNSwnwAAp', 'UB')
('AC12058-2022-11-01-7896','A439-12','Ejb', 'SU')
('SL12058-2022-11-01-7677','S320-21','NWGOWrQPyhRAW', 'MB')
('SL04652-2022-11-01-7845','S327-21','CjRYCZPGxeTHSHKU', 'MB')
('SL04652-2022-11-01-7846','S327-22','QgUpOkLcrWkGGS', 'UB')
('AC04652-2022-11-01-8169','A454-15','VyfAKPxWGA', 'UB')
('SL22517-2022-11-02-7842','S327-18','ktjf', 'MB')
('SL22517-2022-11-01-7770','S324-18','WmvpPutQJjggRMxF', 'MB')
('SL12058-2022-11-01-7684','S321-4','EYSDMgW', 'LB')
('AC04652-2022-11-02-8028','A446-18','WRMfwai', 'SU')
('SL04652-2022-11-02-7958','S332-14','snCpHgWGZRJvY', 'UB')
('AC04652-2022-11-02-8035','A447-7','ZLv', 'LB')
('SL04652-2022-11-02-7960','S332-16','lvHcc', 'SU')
('AC22517-2022-11-02-8082','A449-18','hJqs', 'SU')
('SL12058-2022-11-01-7788','S325-12','ELXoEwNcSuAMJ', 'LB')
('SL04652-2022-11-01-7985','S333-17','pusHDLhmGBjUV', 'LB')
('SL12058-2022-11-01-7812','S326-12','rXKH', 'LB')
('AC22517-2022-11-01-8024','A446-14','DnXm', 'LB')
('SL22517-2022-11-01-7890','S329-18','LJHLPw', 'MB')
('AC22517-2022-11-02-8100','A450-18','gHNNGLDEwfZINJ', 'SU')
('SL04652-2022-11-02-7988','S333-20','NcneohSelNtAWreU', 'LB')
('SL12058-2022-11-01-7823','S326-23','hfV', 'SL')
('AC12058-2022-11-01-8062','A448-16','YuHwUkdUgiM', 'UB')
('AC22517-2022-11-02-8111','A451-11','XN', 'SL')
('SL22517-2022-11-02-7995','S334-3','A', 'UB')
('AC04652-2022-11-01-8317','A463-1','XOuyPmUfssI', 'LB')
('SL12058-2022-11-01-7827','S327-3','JqpOva', 'UB')
('SL04652-2022-11-01-8000','S334-8','zbrOIOOIph', 'SU')
('AC22517-2022-11-01-8044','A447-16','jD', 'UB')
('SL22517-2022-11-01-7909','S330-13','oXgoTEOiR', 'MB')
('SL04652-2022-11-01-8002','S334-10','wLMqxSvZb', 'MB')
('SL22517-2022-11-02-8002','S334-10','bOpxle', 'MB')
('SL04652-2022-11-01-8004','S334-12','cIW', 'LB')
('AC22517-2022-11-01-8048','A448-2','Wd', 'LB')
('SL04652-2022-11-02-8003','S334-11','BGMCrUPqo', 'UB')
('SL04652-2022-11-02-8004','S334-12','eYzflL', 'LB')
('SL22517-2022-11-02-8008','S334-16','SIlpY', 'SU')
('SL22517-2022-11-02-8009','S334-17','jOGUs', 'LB')
('SL22517-2022-11-01-7920','S330-24','EFUHt', 'SU')
('AC22517-2022-11-01-8055','A448-9','P', 'UB')
('SL04652-2022-11-02-8008','S334-16','QDxUdhPZUjzHw', 'SU')
('SL04652-2022-11-01-8027','S335-11','HURtRkdpBTjqo', 'UB')
('AC04652-2022-11-01-8345','A464-11','DqktcpRyYajjqW', 'SL')
('SL12058-2022-11-01-7858','S328-10','ifGZPaM', 'MB')
('SL04652-2022-11-01-8034','S335-18','KQP', 'MB')
('SL04652-2022-11-01-8035','S335-19','YdN', 'UB')
('AC12058-2022-11-01-8085','A450-3','OPYYkiIS', 'UB')
('SL22517-2022-11-02-8030','S335-14','ZmbLbMKjWfjlmPQI', 'UB')
('SL22517-2022-11-01-7936','S331-16','bmCxRB', 'SU')
('AC12058-2022-11-01-8087','A450-5','DSCqycVZzzTTMgsJ', 'SL')
('AC22517-2022-11-02-8140','A453-4','yAsgCiUGEZqCaJFL', 'UB')
('AC22517-2022-11-01-8067','A449-3','MbsNEWJmtJ', 'UB')
('SL22517-2022-11-01-7938','S331-18','V', 'MB')
('AC12058-2022-11-01-8089','A450-7','pLkeljbvVdSREX', 'LB')
('SL12058-2022-11-01-7867','S328-19','jCOFgJ', 'UB')
('AC04652-2022-11-02-8114','A451-14','GZM', 'LB')
('AC22517-2022-11-02-8153','A453-17','houHIueLVAPBx', 'SL')
('SL12058-2022-11-01-7878','S329-6','OHHohzhLnFqsMSD', 'UB')
('SL04652-2022-11-01-8108','S338-20','q', 'LB')
('AC22517-2022-11-02-8210','A457-2','vWpVvv', 'LB')
('SL22517-2022-11-01-7993','S334-1','LlJnhJCFlCvHM', 'LB')
('AC22517-2022-11-01-8144','A453-8','nyhUxKJFqLkaK', 'LB')
('SL04652-2022-11-02-8087','S337-23','UQXbqrUAO', 'SL')
('AC22517-2022-11-01-8149','A453-13','WM', 'LB')
('SL04652-2022-11-01-8123','S339-11','JtxtSnhMNFwRAA', 'UB')
('SL04652-2022-11-01-8153','S340-17','G', 'LB')
('AC04652-2022-11-02-8230','A458-4','hffEUnIuqk', 'UB')
('SL22517-2022-11-02-8138','S340-2','bo', 'MB')
('AC12058-2022-11-01-8202','A456-12','BRqfVrXEAG', 'SU')
('AC12058-2022-11-01-8234','A458-8','YEnFXhbliFsGC', 'LB')
('SL22517-2022-11-02-8179','S341-19','IssyGUAP', 'UB')
('SL22517-2022-11-02-8188','S342-4','zp', 'LB')
('AC12058-2022-11-01-8249','A459-5','WYaJC', 'SL')
('AC12058-2022-11-01-8262','A459-18','dMGRvPohJxkODYup', 'SU')
('AC04652-2022-11-01-8529','A474-15','gcsfewBmirfy', 'UB')
('AC04652-2022-11-01-8530','A474-16','QyGnqMcV', 'UB')
('SL04652-2022-11-02-8186','S342-2','POgoJZDl', 'MB')
('SL12058-2022-11-01-8060','S336-20','hnCW', 'LB')
('SL12058-2022-11-01-8061','S336-21','LIhFwCJ', 'MB')
('AC22517-2022-11-02-8369','A465-17','GlDBwFDBIp', 'SL')
('SL22517-2022-11-01-8168','S341-8','Ahvu', 'SU')
('SL04652-2022-11-02-8225','S343-17','MiLVrNJuiEG', 'LB')
('AC12058-2022-11-01-8311','A462-13','qJwtkrxwPn', 'LB')
('AC22517-2022-11-02-8383','A466-13','vxxdLfPU', 'LB')
('SL22517-2022-11-01-8184','S341-24','ceocBKgbVawV', 'SU')
('AC22517-2022-11-01-8306','A462-8','xWST', 'LB')
('AC04652-2022-11-02-8364','A465-12','kLlvSzLrQRNr', 'SU')
('AC04652-2022-11-02-8365','A465-13','SWJspvLrbXi', 'LB')
('SL12058-2022-11-01-8114','S339-2','mSSsNDF', 'MB')
('SL04652-2022-11-02-8251','S344-19','quP', 'UB')
('AC04652-2022-11-01-8595','A478-9','Dhg', 'UB')
('AC22517-2022-11-02-8428','A469-4','OEh', 'UB')
('SL04652-2022-11-01-8309','S347-5','xpeLBcRHctLkzQC', 'MB')
('SL22517-2022-11-02-8296','S346-16','V', 'SU')
('AC22517-2022-11-01-8342','A464-8','z', 'LB')
('AC04652-2022-11-01-8629','A480-7','rjhSEkUFOCJJx', 'LB')
('SL22517-2022-11-02-8300','S346-20','lpZO', 'LB')
('SL04652-2022-11-02-8303','S346-23','QaQfTgMet', 'SL')
('SL04652-2022-11-02-8304','S346-24','YWsorC', 'SU')
('AC04652-2022-11-01-8635','A480-13','plctJdGIBpIsr', 'LB')
('AC22517-2022-11-01-8359','A465-7','uTaXcbDFX', 'LB')
('SL04652-2022-11-01-8326','S347-22','UVSCmlYBYuPyt', 'UB')
('SL22517-2022-11-01-8246','S344-14','JhLcQYYNecXypbTh', 'UB')
('SL04652-2022-11-02-8311','S347-7','nlWGImeTOdDrNaM', 'SL')
('SL22517-2022-11-02-8316','S347-12','ZymmKmBbodrIjI', 'LB')
('SL04652-2022-11-01-8330','S348-2','LHOmxEbZBClUZBf', 'MB')
('SL12058-2022-11-01-8175','S341-15','qllXZhUbhmqN', 'SL')
('SL04652-2022-11-02-8348','S348-20','mDYSlbEWHzfb', 'LB')
('AC22517-2022-11-01-8404','A467-16','wKB', 'UB')
('AC22517-2022-11-02-8499','A473-3','Me', 'UB')
('SL22517-2022-11-01-8291','S346-11','xtdrNzI', 'UB')
('AC12058-2022-11-01-8404','A467-16','imOUueDboM', 'UB')
('SL22517-2022-11-01-8305','S347-1','MEiUAUzZVqlZcvD', 'LB')
('SL22517-2022-11-01-8306','S347-2','WwSSxXndDXpZSSle', 'MB')
('AC22517-2022-11-01-8428','A469-4','cIa', 'UB')
('SL12058-2022-11-01-8221','S343-13','CkDtIecfix', 'MB')
('SL12058-2022-11-01-8222','S343-14','pCuxqaU', 'UB')
('AC04652-2022-11-01-8697','A484-3','ST', 'UB')
('AC12058-2022-11-01-8425','A469-1','EFGWQeYpnyHCGyk', 'LB')
('AC22517-2022-11-02-8527','A474-13','KnHooLWC', 'LB')
('SL04652-2022-11-01-8389','S350-13','kydUvWIrNz', 'MB')
('AC12058-2022-11-01-8447','A470-5','anT', 'SL')
('AC04652-2022-11-01-8723','A485-11','QbGZCvHfdinMJR', 'SL')
('SL22517-2022-11-02-8382','S350-6','FOUjiTml', 'UB')
('SL04652-2022-11-02-8403','S351-3','RLj', 'UB')
('SL04652-2022-11-02-8404','S351-4','Zdzqh', 'LB')
('SL22517-2022-11-01-8334','S348-6','MLkqEADfTB', 'UB')
('AC22517-2022-11-02-8554','A476-4','k', 'UB')
('SL12058-2022-11-01-8257','S345-1','ML', 'LB')
('SL22517-2022-11-01-8339','S348-11','qDrljWiMHCVttwbz', 'UB')
('AC12058-2022-11-01-8469','A471-9','b', 'UB')
('SL12058-2022-11-01-8271','S345-15','NxGVZiSTVByg', 'SL')
('SL22517-2022-11-01-8355','S349-3','sWNPhOvMomyYQkTA', 'UB')
('AC04652-2022-11-02-8548','A475-16','GJqExzysIRDlUq', 'UB')
('SL22517-2022-11-02-8416','S351-16','FaSfEhPwtnJ', 'SU')
('SL04652-2022-11-02-8433','S352-9','S', 'LB')
('AC04652-2022-11-02-8551','A476-1','OYLwmlKCEOcT', 'LB')
('SL22517-2022-11-01-8377','S350-1','detrtImnRAhcVOud', 'LB')
('SL12058-2022-11-01-8290','S346-10','JqnyIukjVaeQGut', 'MB')
('AC22517-2022-11-02-8588','A478-2','mmWnGIdEkQ', 'LB')
('SL22517-2022-11-01-8431','S352-7','sBDfRXCJ', 'SL')
('SL22517-2022-11-02-8481','S354-9','iBJcEPVTYqCO', 'LB')
('AC04652-2022-11-02-8617','A479-13','bhT', 'LB')
('SL12058-2022-11-01-8342','S348-14','oL', 'UB')
('SL04652-2022-11-01-8510','S355-14','HnCiCsi', 'UB')
('AC22517-2022-11-01-8557','A476-7','FPFjZWvTTod', 'LB')
('SL22517-2022-11-01-8442','S352-18','QEuAPqaVz', 'MB')
('AC22517-2022-11-02-8651','A481-11','VkGzwMMGOhI', 'SL')
('AC04652-2022-11-01-8818','A490-16','PnRqCg', 'UB')
('SL04652-2022-11-02-8500','S355-4','TTYeubCEOqLi', 'LB')
('SL12058-2022-11-01-8369','S349-17','GuyqkLekdB', 'LB')
('SL04652-2022-11-01-8538','S356-18','ozOPPnOZDiwcxPiT', 'MB')
('SL04652-2022-11-02-8530','S356-10','ehDJqUdv', 'MB')
('SL12058-2022-11-01-8373','S349-21','qqZrXrvk', 'MB')
('AC22517-2022-11-01-8590','A478-4','alstAzfSXkBUyyp', 'UB')
('AC04652-2022-11-01-8851','A492-13','H', 'LB')
('SL12058-2022-11-01-8377','S350-1','MCJrR', 'LB')
('AC22517-2022-11-01-8595','A478-9','gRZhGvLQyAxWiKRb', 'UB')
('SL22517-2022-11-02-8549','S357-5','BoftTfPqrKzKJti', 'MB')
('AC22517-2022-11-02-8719','A485-7','U', 'LB')
('SL04652-2022-11-01-8589','S358-21','UGaKgbWPL', 'MB')
('AC04652-2022-11-02-8696','A484-2','mXORlBeEuNXYom', 'LB')
('AC12058-2022-11-01-8642','A481-2','rhXmBgwJtD', 'LB')
('AC04652-2022-11-01-8909','A495-17','gNTMcZJMhAEtP', 'SL')
('AC04652-2022-11-01-8910','A495-18','CxdZBbm', 'SU')
('AC22517-2022-11-02-8723','A485-11','lkamqVATz', 'SL')
('SL12058-2022-11-01-8431','S352-7','lizAAUIOs', 'SL')
('SL12058-2022-11-01-8432','S352-8','ggCDIBnZFa', 'SU')
('AC22517-2022-11-01-8672','A482-14','DAZVbkdHAqHQ', 'LB')
('AC22517-2022-11-02-8748','A486-18','tuynGroe', 'SU')
('SL22517-2022-11-02-8604','S359-12','zUZzZHHSxlXvV', 'LB')
('SL22517-2022-11-02-8611','S359-19','wFLioKyHe', 'UB')
('SL04652-2022-11-02-8669','S362-5','Otgd', 'MB')
('SL12058-2022-11-01-8512','S355-16','exnpBLcywHMibHsD', 'SU')
('SL04652-2022-11-02-8673','S362-9','GAwGYi', 'LB')
('AC22517-2022-11-01-8754','A487-6','rBPZSwdW', 'SU')
('AC04652-2022-11-02-8804','A490-2','KmfeqI', 'LB')
('AC22517-2022-11-02-8822','A491-2','zu', 'LB')
('SL12058-2022-11-01-8535','S356-15','QUHJvCHBOs', 'SL')
('AC04652-2022-11-02-8809','A490-7','hX', 'LB')
('AC04652-2022-11-01-9045','A503-9','hcbYEZCF', 'UB')
('SL04652-2022-11-02-8722','S364-10','DQkvADFgImbOG', 'MB')
('SL04652-2022-11-02-8723','S364-11','zUkKsywE', 'UB')
('AC04652-2022-11-01-9046','A503-10','lv', 'UB')
('SL12058-2022-11-01-8562','S357-18','UH', 'MB')
('AC04652-2022-11-01-9069','A504-15','ytwACgiRUfwSR', 'UB')
('AC22517-2022-11-02-8855','A492-17','csR', 'SL')
('SL22517-2022-11-01-8682','S362-18','l', 'MB')
('AC04652-2022-11-02-8861','A493-5','vgXeq', 'SL')
('SL22517-2022-11-02-8720','S364-8','iMthMFWbikyWdmG', 'SU')
('AC22517-2022-11-01-8803','A490-1','iTHURncvtZWWXP', 'LB')
('SL22517-2022-11-02-8722','S364-10','ZzWNG', 'MB')
('SL22517-2022-11-01-8704','S363-16','Q', 'SU')
('SL22517-2022-11-02-8725','S364-13','IRvjbX', 'MB')
('AC12058-2022-11-01-8802','A489-18','sRUp', 'SU')
('SL04652-2022-11-02-8766','S366-6','wYTuvdKGUHa', 'UB')
('AC22517-2022-11-02-8877','A494-3','Qs', 'UB')
('SL22517-2022-11-01-8753','S365-17','HCKriYdSIeOAUfoj', 'LB')
('SL22517-2022-11-02-8814','S368-6','huGBPQWPa', 'UB')
('SL22517-2022-11-01-8783','S366-23','oiL', 'SL')
('SL04652-2022-11-02-8843','S369-11','XxvvSlSEHuQ', 'UB')
('SL04652-2022-11-01-8816','S368-8','es', 'SU')
('SL22517-2022-11-01-8786','S367-2','OZtTCLpx', 'MB')
('AC04652-2022-11-02-8951','A498-5','TiXvWBonEwUF', 'SL')
('SL22517-2022-11-01-8789','S367-5','Vf', 'MB')
('SL04652-2022-11-01-8828','S368-20','MwcOTGlblekP', 'LB')
('SL04652-2022-11-01-8832','S368-24','qmQK', 'SU')
('SL04652-2022-11-01-8834','S369-2','BjhEzBJZ', 'MB')
('AC22517-2022-11-02-8975','A499-11','YbkgcxTYaolxNEZX', 'SL')
('SL04652-2022-11-01-8843','S369-11','KuPWVasRWuo', 'UB')
('AC22517-2022-11-02-8977','A499-13','LDLZIObqzownA', 'LB')
('SL04652-2022-11-02-8868','S370-12','zCISswy', 'LB')
('AC22517-2022-11-02-9002','A501-2','DmvZJNXnXYEqhx', 'LB')
('SL04652-2022-11-02-8887','S371-7','guCGhTstzkXQawFP', 'SL')
('AC04652-2022-11-01-9222','A513-6','eHghvXHNYkb', 'SU')
('SL04652-2022-11-01-8925','S372-21','e', 'MB')
('SL22517-2022-11-02-8921','S372-17','GRRW', 'LB')
('AC22517-2022-11-01-8997','A500-15','mUVWScBqQC', 'UB')
('SL04652-2022-11-01-8928','S372-24','ZPnspZHL', 'SU')
('AC04652-2022-11-01-9268','A515-16','cstj', 'UB')
('AC22517-2022-11-01-9000','A500-18','kfdOz', 'SU')
('AC04652-2022-11-01-9290','A517-2','wqrvD', 'LB')
('AC04652-2022-11-02-9059','A504-5','RXYHYnIVZHIs', 'SL')
('AC04652-2022-11-01-9297','A517-9','UFRv', 'UB')
('AC04652-2022-11-01-9307','A518-1','utJjQwiUxnZY', 'LB')
('AC22517-2022-11-01-9055','A504-1','fQYaMLjoq', 'LB')
('AC22517-2022-11-02-9135','A508-9','VDLGg', 'UB')
('AC04652-2022-11-01-9348','A520-6','lBBCLCeSFPlXIG', 'SU')
('SL22517-2022-11-01-8962','S374-10','ilyCMYZP', 'MB')
('SL22517-2022-11-01-8963','S374-11','AlHlqqZNL', 'UB')
('AC04652-2022-11-02-9117','A507-9','DcopFq', 'UB')
('SL12058-2022-11-01-8882','S371-2','SeR', 'MB')
('AC04652-2022-11-01-9359','A520-17','TmvwZAMVm', 'SL')
('SL04652-2022-11-01-9029','S377-5','MnIHyQpdvqW', 'MB')
('SL22517-2022-11-02-9005','S376-5','QhKwrtowYPme', 'MB')
('SL04652-2022-11-02-9012','S376-12','WJQgYCTLjnXJlwm', 'LB')
('AC22517-2022-11-01-9119','A507-11','HUvsQHpJoj', 'SL')
('SL04652-2022-11-01-9076','S379-4','q', 'LB')
('AC04652-2022-11-02-9176','A510-14','lFcRthqUlweJ', 'LB')
('SL04652-2022-11-01-9079','S379-7','aoimdEBIwbRx', 'SL')
('SL04652-2022-11-01-9081','S379-9','soZ', 'LB')
('AC22517-2022-11-01-9157','A509-13','rdzdFjR', 'LB')
('SL22517-2022-11-02-9126','S381-6','JucPVtSOMVpx', 'UB')
('SL22517-2022-11-01-9081','S379-9','fiWOvlHDtqHFjrjJ', 'LB')
('AC04652-2022-11-02-9236','A514-2','bWABqrPr', 'LB')
('AC04652-2022-11-01-9474','A527-6','iBKXk', 'SU')
('SL04652-2022-11-02-9141','S381-21','aRGhSrSTDAtoidgd', 'MB')
('AC22517-2022-11-01-9221','A513-5','Pw', 'SL')
('SL22517-2022-11-02-9141','S381-21','zXVo', 'MB')
('SL22517-2022-11-01-9101','S380-5','vBiC', 'MB')
('SL04652-2022-11-01-9139','S381-19','B', 'UB')
('AC12058-2022-11-01-9215','A512-17','HNJ', 'SL')
('AC12058-2022-11-01-9228','A513-12','yDbM', 'SU')
('SL22517-2022-11-01-9113','S380-17','bjWaBPj', 'LB')
('AC12058-2022-11-01-9229','A513-13','ixPunxUzNbuUE', 'LB')
('AC22517-2022-11-01-9245','A514-11','VJGiZHCLeGA', 'SL')
('SL04652-2022-11-01-9156','S382-12','yGkbsZD', 'LB')
('SL22517-2022-11-02-9179','S383-11','EhD', 'UB')
('AC04652-2022-11-01-9525','A530-3','a', 'UB')
('AC04652-2022-11-02-9296','A517-8','hgZLUvgcoJN', 'LB')
('SL04652-2022-11-02-9188','S383-20','qwAeOb', 'LB')
('AC04652-2022-11-02-9298','A517-10','hQe', 'UB')
('AC04652-2022-11-02-9300','A517-12','jjmciBMpKgJ', 'SU')
('SL04652-2022-11-02-9189','S383-21','ZSYoLD', 'MB')
('SL12058-2022-11-01-9058','S378-10','FvGihvtbZe', 'MB')
('SL04652-2022-11-02-9191','S383-23','Y', 'SL')
('AC22517-2022-11-02-9313','A518-7','UsqST', 'LB')
('AC22517-2022-11-01-9274','A516-4','lEwzYnrQNreFc', 'UB')
('AC22517-2022-11-01-9277','A516-7','CqjTRzhkUjCRY', 'LB')
('AC04652-2022-11-02-9311','A518-5','TZtsFH', 'SL')
('SL04652-2022-11-02-9197','S384-5','WwmaF', 'MB')
('AC04652-2022-11-02-9314','A518-8','TejepgBLQiRMDQH', 'LB')
('AC22517-2022-11-01-9286','A516-16','EkbEdJvqC', 'UB')
('SL12058-2022-11-01-9069','S378-21','yAPpLXdqTIruGn', 'MB')
('SL04652-2022-11-02-9203','S384-11','K', 'UB')
('SL04652-2022-11-01-9177','S383-9','HGmYhVV', 'LB')
('SL12058-2022-11-01-9070','S378-22','QmFmPUct', 'UB')
('SL22517-2022-11-02-9194','S384-2','ypMfTwESwBKi', 'MB')
('AC12058-2022-11-01-9310','A518-4','ivYKOIXkKTbSFjRR', 'UB')
('SL04652-2022-11-02-9236','S385-20','SF', 'LB')
('SL12058-2022-11-01-9110','S380-14','GrdbOD', 'UB')
('SL12058-2022-11-01-9125','S381-5','r', 'MB')
('AC04652-2022-11-01-9605','A534-11','QGVosNgsMk', 'SL')
('AC04652-2022-11-01-9606','A534-12','mIe', 'SU')
('SL04652-2022-11-02-9254','S386-14','RAkCkG', 'UB')
('AC04652-2022-11-01-9608','A534-14','Eha', 'LB')
('SL22517-2022-11-02-9256','S386-16','A', 'SU')
('SL04652-2022-11-01-9284','S387-20','tzlAAbRzOZVuTzh', 'LB')
('AC04652-2022-11-02-9424','A524-10','xjPxJMoZKANzp', 'UB')
('SL04652-2022-11-02-9304','S388-16','jDlaCudSqONYFc', 'SU')
('SL22517-2022-11-02-9300','S388-12','gIwnyrbGIlx', 'LB')
('SL04652-2022-11-01-9289','S388-1','fsPCQ', 'LB')
('AC22517-2022-11-01-9388','A522-10','mLymnafXtFY', 'UB')
('SL12058-2022-11-01-9186','S383-18','ySIgoAIDKEVN', 'MB')
('AC12058-2022-11-01-9430','A524-16','MwWif', 'UB')
('AC12058-2022-11-01-9431','A524-17','mj', 'SL')
('SL22517-2022-11-01-9311','S388-23','gouladxe', 'SL')
('AC04652-2022-11-01-9716','A540-14','BQzLnIiFmgn', 'LB')
('AC04652-2022-11-01-9717','A540-15','AeBcxYcpo', 'UB')
('AC22517-2022-11-02-9476','A527-8','CGPQZMcK', 'LB')
('SL22517-2022-11-01-9318','S389-6','Nsq', 'UB')
('AC12058-2022-11-01-9438','A525-6','h', 'SU')
('SL04652-2022-11-02-9365','S391-5','KmwwJGG', 'MB')
('SL12058-2022-11-01-9258','S386-18','gQbqZj', 'MB')
('AC04652-2022-11-01-9729','A541-9','QHrJjUiRPttvSE', 'UB')
('AC22517-2022-11-02-9484','A527-16','NRzSDuLHHdRDnhp', 'UB')
('SL12058-2022-11-01-9303','S388-15','naZHIUZgHasfLt', 'SL')
('AC04652-2022-11-01-9778','A544-4','x', 'UB')
('AC12058-2022-11-01-9620','A535-8','FFDzl', 'LB')
('SL04652-2022-11-02-9574','S399-22','TSvZVmNYVlopEB', 'UB')
('AC04652-2022-11-02-9675','A538-9','LRxr', 'UB')
('AC04652-2022-11-01-9920','A552-2','jzbxRNRedNTC', 'LB')
('AC04652-2022-11-02-9677','A538-11','tQhFSWmXSDO', 'SL')
('SL04652-2022-11-01-9564','S399-12','LuDTNTFjjBm', 'LB')
('AC04652-2022-11-01-9927','A552-9','fZpcskUbGVRrucVe', 'UB')
('SL22517-2022-11-01-9532','S398-4','NdBkZgmhJMuclv', 'LB')
('SL12058-2022-11-01-9460','S395-4','iSsdYTT', 'LB')
('SL22517-2022-11-02-9604','S401-4','EcOgezWRgznB', 'LB')
('AC22517-2022-11-01-9672','A538-6','uZjxz', 'SU')
('SL04652-2022-11-01-9579','S400-3','cZvvdbBC', 'UB')
('SL12058-2022-11-01-9466','S395-10','HIV', 'MB')
('AC04652-2022-11-01-9944','A553-8','LExfANM', 'LB')
('SL22517-2022-11-02-9635','S402-11','iqFnGkgVYc', 'UB')
('AC12058-2022-11-01-9726','A541-6','VgrvX', 'SU')
('SL04652-2022-11-02-9618','S401-18','HZswqYkZ', 'MB')
('AC22517-2022-11-02-9743','A542-5','GWTGxsH', 'SL')
('SL22517-2022-11-02-9641','S402-17','PgC', 'LB')
('SL04652-2022-11-01-9606','S401-6','vmddbnZ', 'UB')
('SL22517-2022-11-01-9561','S399-9','Hh', 'LB')
('SL04652-2022-11-02-9623','S401-23','hgjH', 'SL')
('AC22517-2022-11-02-9754','A542-16','VhJFcWiRizZex', 'UB')
('AC04652-2022-11-02-9729','A541-9','npnXjwkSkHefP', 'UB')
('SL04652-2022-11-01-9610','S401-10','lhXuPKObKlMbl', 'MB')
('AC04652-2022-11-01-9978','A555-6','DqYGDOlDL', 'SU')
('AC04652-2022-11-02-9732','A541-12','ZhjUeTAbC', 'SU')
('SL04652-2022-11-02-9627','S402-3','I', 'UB')
('SL22517-2022-11-02-9652','S403-4','DGfJX', 'LB')
('SL22517-2022-11-02-9679','S404-7','f', 'SL')
('AC22517-2022-11-01-9759','A543-3','UAsdSqhYZB', 'UB')
('AC04652-2022-11-02-9784','A544-10','HMTcAuXQi', 'UB')
('AC22517-2022-11-01-9776','A544-2','mxgkbFV', 'LB')
('SL04652-2022-11-01-9742','S406-22','MGWDEjwIaI', 'UB')
('SL22517-2022-11-01-9671','S403-23','YZAIt', 'SL')
('AC04652-2022-11-02-9856','A548-10','sHwXeaSX', 'UB')
('AC12058-2022-11-01-9863','A548-17','PstzVmsXdd', 'SL')
('AC22517-2022-11-02-9884','A550-2','du', 'LB')
('AC04652-2022-11-02-9919','A552-1','GpQI', 'LB')
('AC04652-2022-11-02-9975','A555-3','oFrFgWgDVO', 'UB')
('SL22517-2022-11-02-9893','S413-5','SbDzD', 'MB')
('AC04652-2022-11-02-10016','A557-8','Qrjp', 'LB')
('AC22517-2022-11-01-9995','A556-5','JIPeC', 'SL')
('AC22517-2022-11-02-10031','A558-5','t', 'SL')
('SL04652-2022-11-02-9908','S413-20','jbQv', 'LB')
('SL04652-2022-11-02-9910','S413-22','iLNM', 'UB')
('AC04652-2022-11-02-10035','A558-9','rmSyz', 'UB')
('SL12058-2022-11-01-9774','S408-6','EZquJgHD', 'UB')
('SL12058-2022-11-01-9779','S408-11','VXzsqPXJULjW', 'UB')
('SL22517-2022-11-01-9850','S411-10','HBduzIu', 'MB')
('SL12058-2022-11-01-9783','S408-15','pFMSQyXC', 'SL')
('AC04652-2022-11-01-10246','A570-4','nBxs', 'UB')
('SL04652-2022-11-01-9922','S414-10','CZucxjKz', 'MB')
('AC22517-2022-11-01-10048','A559-4','rT', 'UB')
('AC04652-2022-11-01-10263','A571-3','LrKaUjIfcGuwtZkG', 'UB')
('AC12058-2022-11-01-10065','A560-3','qCkjgSYOyLQuE', 'UB')
('AC22517-2022-11-02-10114','A562-16','HV', 'UB')
('SL22517-2022-11-02-10004','S417-20','JWyqYiFzfA', 'LB')
('AC22517-2022-11-02-10121','A563-5','vNYJfZTO', 'SL')
('SL04652-2022-11-02-10105','S422-1','WV', 'LB')
('SL12058-2022-11-01-9938','S415-2','laFifnVUWGxLvSkb', 'MB')
('AC04652-2022-11-02-10211','A568-5','sQohnOwTo', 'SL')
('AC04652-2022-11-02-10214','A568-8','okyCVcNbjguqqaU', 'LB')
('AC04652-2022-11-02-10256','A570-14','CPkNxRxBE', 'LB')
('SL12058-2022-11-01-10045','S419-13','jjfBWNyhNJstOusF', 'MB')
('SL22517-2022-11-02-10192','S425-16','mUbPkEFKYVNJ', 'SU')
('AC04652-2022-11-01-10509','A584-15','MMsUMoOQEi', 'UB')
('SL12058-2022-11-01-10047','S419-15','CrtUmIz', 'SL')
('AC22517-2022-11-01-10291','A572-13','zvTifDVojWj', 'LB')
('SL12058-2022-11-01-10056','S419-24','iE', 'SU')
