('AC04652-2022-11-02-7','A1-7','YTd', 'LB')
('SL12058-2022-11-01-3213','S134-21','WRD', 'MB')
('AC04652-2022-11-02-3232','A180-10','OPoEl', 'UB')
('SL22517-2022-11-02-3317','S139-5','hAOs', 'MB')
('AC12058-2022-11-01-3278','A183-2','HmFMBFkVXUEVZmP', 'LB')
('SL12058-2022-11-01-3221','S135-5','PwjPnxNdSadyFEO', 'MB')
('AC22517-2022-11-02-3337','A186-7','QujFJytO', 'LB')
('SL22517-2022-11-01-3283','S137-19','yDCoiBssrt', 'UB')
('AC22517-2022-11-02-3341','A186-11','Z', 'SL')
('AC04652-2022-11-01-3285','A183-9','WeIOplkh', 'UB')
('SL04652-2022-11-01-3309','S138-21','yUKRUScbuCwMjTV', 'MB')
('SL04652-2022-11-01-3310','S138-22','fYNMuhuoPlbNAv', 'UB')
('SL04652-2022-11-02-3235','S135-19','tQZfV', 'UB')
('SL04652-2022-11-02-3237','S135-21','OzQdoxe', 'MB')
('SL04652-2022-11-01-3313','S139-1','CWQaf', 'LB')
('AC12058-2022-11-01-3290','A183-14','doKahtw', 'LB')
('AC12058-2022-11-01-3291','A183-15','lvKssSKBtzxMf', 'UB')
('SL04652-2022-11-01-3315','S139-3','XimTZOzajo', 'UB')
('SL04652-2022-11-02-3242','S136-2','SgXHljo', 'MB')
('AC04652-2022-11-01-3290','A183-14','YtrCnGukf', 'LB')
('SL04652-2022-11-02-3244','S136-4','eHLi', 'LB')
('SL04652-2022-11-02-3245','S136-5','cSPiSwnBBxMoQ', 'MB')
('AC04652-2022-11-02-3255','A181-15','pdLVaIOXRlAAtKY', 'UB')
('SL04652-2022-11-02-3246','S136-6','tEFjsIx', 'UB')
('AC22517-2022-11-02-3364','A187-16','lJl', 'UB')
('SL04652-2022-11-01-3323','S139-11','PnV', 'UB')
('SL12058-2022-11-01-3254','S136-14','BVudocoP', 'UB')
('AC22517-2022-11-01-3187','A178-1','XJXSq', 'LB')
('SL22517-2022-11-01-3363','S141-3','rj', 'UB')
('SL12058-2022-11-01-3337','S140-1','zb', 'LB')
('SL22517-2022-11-01-3391','S142-7','TswRz', 'SL')
('SL12058-2022-11-01-3339','S140-3','aA', 'UB')
('AC22517-2022-11-01-3242','A181-2','l', 'LB')
('SL22517-2022-11-02-3442','S144-10','FQ', 'MB')
('SL04652-2022-11-02-3337','S140-1','STx', 'LB')
('AC12058-2022-11-01-3393','A189-9','dLhPGtB', 'UB')
('SL22517-2022-11-01-3399','S142-15','njkWuyyKa', 'SL')
('AC22517-2022-11-02-3497','A195-5','if', 'SL')
('SL22517-2022-11-02-3490','S146-10','tTzgyZPiHZfP', 'MB')
('SL22517-2022-11-02-3491','S146-11','qXkqH', 'UB')
('SL22517-2022-11-02-3500','S146-20','pVkExJmfg', 'LB')
('SL22517-2022-11-02-3502','S146-22','S', 'UB')
('AC04652-2022-11-02-3391','A189-7','VxZCzC', 'LB')
('SL04652-2022-11-01-3475','S145-19','TZSzGk', 'UB')
('SL12058-2022-11-01-3401','S142-17','mTJvb', 'LB')
('AC04652-2022-11-01-3457','A193-1','KbHuIPlORktVt', 'LB')
('SL04652-2022-11-01-3476','S145-20','uL', 'LB')
('AC22517-2022-11-02-3516','A196-6','G', 'SU')
('AC22517-2022-11-02-3523','A196-13','ZlPVvLsMsnPrwgE', 'LB')
('AC04652-2022-11-02-3398','A189-14','EETjyo', 'LB')
('AC04652-2022-11-02-3399','A189-15','snNBcZhn', 'UB')
('SL22517-2022-11-01-3459','S145-3','XtBAHf', 'UB')
('SL22517-2022-11-01-3460','S145-4','RcbyuRxncK', 'LB')
('SL12058-2022-11-01-3423','S143-15','mK', 'SL')
('AC04652-2022-11-01-3483','A194-9','aODoarh', 'UB')
('SL04652-2022-11-01-3493','S146-13','lEEXWbrbM', 'MB')
('AC22517-2022-11-02-3543','A197-15','qQ', 'UB')
('SL22517-2022-11-01-3474','S145-18','KIsIPpeEZCLfIBu', 'MB')
('AC12058-2022-11-01-3484','A194-10','lmgPZe', 'UB')
('AC04652-2022-11-01-3494','A195-2','dcFn', 'LB')
('SL12058-2022-11-01-3433','S144-1','OsjiMxUznHl', 'LB')
('AC12058-2022-11-01-3486','A194-12','FzQSCkXFeG', 'SU')
('SL12058-2022-11-01-3436','S144-4','IWISdrDqkxhJp', 'LB')
('AC04652-2022-11-01-3500','A195-8','b', 'LB')
('SL22517-2022-11-02-3556','S149-4','kg', 'LB')
('AC22517-2022-11-02-3551','A198-5','vKCDBVFsailuivGN', 'SL')
('AC22517-2022-11-01-3365','A187-17','qWMJocjN', 'SL')
('SL22517-2022-11-02-3611','S151-11','eHfeWerGgrq', 'UB')
('SL22517-2022-11-01-3523','S147-19','vMcPJ', 'UB')
('AC22517-2022-11-01-3371','A188-5','WLcc', 'SL')
('AC04652-2022-11-02-3465','A193-9','XAzLRnUjwGGRW', 'UB')
('SL04652-2022-11-01-3564','S149-12','PxQutab', 'LB')
('SL22517-2022-11-01-3528','S147-24','UkkDmIZudXB', 'SU')
('AC22517-2022-11-02-3602','A201-2','aohqYFPhhs', 'LB')
('AC22517-2022-11-01-3377','A188-11','NRyhHkQKcarNZyW', 'SL')
('SL22517-2022-11-02-3620','S151-20','WSSNlmXKYJYG', 'LB')
('AC22517-2022-11-02-3604','A201-4','Bg', 'UB')
('AC22517-2022-11-02-3605','A201-5','BrXInFuzpChyv', 'SL')
('AC04652-2022-11-02-3475','A194-1','UwyS', 'LB')
('AC12058-2022-11-01-3559','A198-13','P', 'LB')
('SL04652-2022-11-01-3569','S149-17','yepMEpW', 'LB')
('SL04652-2022-11-02-3480','S145-24','GdalOoKjtyPCtzIn', 'SU')
('AC12058-2022-11-01-3562','A198-16','fDGKMCLxXmegC', 'UB')
('AC04652-2022-11-02-3477','A194-3','nxWkdoZol', 'UB')
('AC04652-2022-11-02-3479','A194-5','N', 'SL')
('SL04652-2022-11-01-3573','S149-21','mBIdeebRskMbLMXv', 'MB')
('SL04652-2022-11-01-3574','S149-22','Nsm', 'UB')
('SL12058-2022-11-01-3513','S147-9','WTaPXfXXtjRz', 'LB')
('AC22517-2022-11-01-3396','A189-12','HeedlQ', 'SU')
('SL22517-2022-11-01-3553','S149-1','IQCcCfsjmiPuZ', 'LB')
('AC04652-2022-11-02-3486','A194-12','eEfPzUySRIDGT', 'SU')
('AC12058-2022-11-01-3576','A199-12','SMzNdc', 'SU')
('AC04652-2022-11-02-3489','A194-15','jySpBztFBV', 'UB')
('AC12058-2022-11-01-3581','A199-17','a', 'SL')
('SL22517-2022-11-01-3568','S149-16','quJmyoddxQq', 'SU')
('AC12058-2022-11-01-3582','A199-18','qnqm', 'SU')
('SL04652-2022-11-02-3497','S146-17','bKHH', 'LB')
('SL04652-2022-11-01-3590','S150-14','PAMHbPvCUCBla', 'UB')
('SL04652-2022-11-01-3595','S150-19','cTSTCPWs', 'UB')
('AC22517-2022-11-01-3414','A190-12','sLGHCLw', 'SU')
('SL04652-2022-11-02-3502','S146-22','MqnoMq', 'UB')
('SL12058-2022-11-01-3532','S148-4','ZydIHeJ', 'LB')
('SL04652-2022-11-02-3506','S147-2','wgGwlRmu', 'MB')
('AC22517-2022-11-01-3419','A190-17','BMPhzcToXaOBXXI', 'SL')
('AC04652-2022-11-02-3505','A195-13','TTTNHgWSMUaShswt', 'LB')
('SL12058-2022-11-01-3541','S148-13','mwnX', 'MB')
('AC04652-2022-11-01-3591','A200-9','IIMTRvFu', 'UB')
('SL22517-2022-11-02-3654','S153-6','hXFiBuwIZDbxPZ', 'UB')
('AC04652-2022-11-02-3514','A196-4','wzkDGTYNmOiKcmb', 'UB')
('SL22517-2022-11-01-3591','S150-15','aO', 'SL')
('SL12058-2022-11-01-3551','S148-23','DkmQCF', 'SL')
('AC22517-2022-11-01-3441','A192-3','SR', 'UB')
('SL22517-2022-11-01-3606','S151-6','VwLnVH', 'UB')
('AC22517-2022-11-01-3474','A193-18','kQJJwfiv', 'SU')
('AC12058-2022-11-01-3653','A203-17','TssBtlnfxtOqnw', 'SL')
('SL22517-2022-11-01-3630','S152-6','xCzRdA', 'UB')
('SL04652-2022-11-01-3644','S152-20','YgupAdMRAIeyaIRa', 'LB')
('AC04652-2022-11-02-3565','A199-1','QtWYNPJQUJEJKrE', 'LB')
('SL22517-2022-11-01-3632','S152-8','rBJJIBE', 'SU')
('SL12058-2022-11-01-3605','S151-5','mK', 'MB')
('AC12058-2022-11-01-3657','A204-3','NUpIuMjGCKCwtpv', 'UB')
('AC22517-2022-11-01-3500','A195-8','S', 'LB')
('SL04652-2022-11-02-3582','S150-6','kyZ', 'UB')
('SL12058-2022-11-01-3635','S152-11','kwwd', 'UB')
('SL22517-2022-11-02-3736','S156-16','VVDVDeACcJC', 'SU')
('AC04652-2022-11-02-3597','A200-15','fjpcyQxvvwBTH', 'UB')
('AC22517-2022-11-01-3523','A196-13','KY', 'LB')
('AC12058-2022-11-01-3690','A205-18','CdCEpigpnym', 'SU')
('SL22517-2022-11-02-3742','S156-22','PSNHOubGNO', 'UB')
('AC22517-2022-11-01-3526','A196-16','ESYlDRpiQHWSeyI', 'UB')
('AC22517-2022-11-02-3739','A208-13','UgkXjyEvgSxXofvL', 'LB')
('SL04652-2022-11-02-3638','S152-14','kIRPZ', 'UB')
('SL04652-2022-11-02-3641','S152-17','LiHFjgfYXuTC', 'LB')
('AC22517-2022-11-01-3552','A198-6','CcJsRZLeazHHC', 'SU')
('AC12058-2022-11-01-3725','A207-17','xHmNF', 'SL')
('AC04652-2022-11-01-3705','A206-15','UkYolhT', 'UB')
('SL04652-2022-11-02-3653','S153-5','gzGlqRF', 'MB')
('AC12058-2022-11-01-3730','A208-4','SbegYuu', 'UB')
('AC12058-2022-11-01-3732','A208-6','KeBzvmlVw', 'SU')
('SL22517-2022-11-01-3702','S155-6','jSAsekjo', 'UB')
('AC22517-2022-11-02-3793','A211-13','jt', 'LB')
('AC04652-2022-11-01-3720','A207-12','DAPuUJRoLvCNitk', 'SU')
('SL04652-2022-11-02-3661','S153-13','aqEw', 'MB')
('SL22517-2022-11-01-3709','S155-13','xOpAPFex', 'MB')
('SL04652-2022-11-01-3738','S156-18','yikbSz', 'MB')
('SL22517-2022-11-02-3787','S158-19','MnORTCCYtp', 'UB')
('AC04652-2022-11-02-3651','A203-15','TXJNG', 'UB')
('SL04652-2022-11-01-3742','S156-22','BFFJVHXHVGcicJ', 'UB')
('SL22517-2022-11-01-3722','S156-2','mT', 'MB')
('SL04652-2022-11-01-3748','S157-4','VEIKK', 'LB')
('SL22517-2022-11-02-3795','S159-3','SIeW', 'UB')
('AC12058-2022-11-01-3752','A209-8','aHuLxJjrVDkKsVnE', 'LB')
('AC04652-2022-11-01-3734','A208-8','BZlybKKROzhXsGuW', 'LB')
('AC12058-2022-11-01-3755','A209-11','SteoCCXL', 'SL')
('SL04652-2022-11-02-3675','S154-3','P', 'UB')
('SL12058-2022-11-01-3703','S155-7','FjdOdHMmOW', 'SL')
('AC22517-2022-11-02-3827','A213-11','TxXxG', 'SL')
('SL04652-2022-11-01-3763','S157-19','UeuyeTTutFKBPg', 'UB')
('AC22517-2022-11-02-3831','A213-15','FccGyLya', 'UB')
('AC12058-2022-11-01-3760','A209-16','bg', 'UB')
('SL12058-2022-11-01-3710','S155-14','isuiReIQfiS', 'UB')
('AC04652-2022-11-02-3673','A205-1','fEhKB', 'LB')
('SL12058-2022-11-01-3713','S155-17','mHRmTHnpkG', 'LB')
('SL22517-2022-11-01-3742','S156-22','yW', 'UB')
('AC04652-2022-11-01-3754','A209-10','AiuENqOnYzC', 'UB')
('SL12058-2022-11-01-3718','S155-22','zhnYRstmsbY', 'UB')
('AC22517-2022-11-02-3842','A214-8','ppencJGDyM', 'LB')
('SL04652-2022-11-01-3780','S158-12','xudCYzCETsyJ', 'LB')
('SL04652-2022-11-02-3695','S154-23','TfLIbLC', 'SL')
('SL04652-2022-11-02-3696','S154-24','NROstHixuI', 'SU')
('SL22517-2022-11-02-3823','S160-7','UzJEBvGqVxBdySrE', 'SL')
('SL22517-2022-11-01-3749','S157-5','fOZqViQoavYJF', 'MB')
('AC22517-2022-11-02-3847','A214-13','PDgZrJRuS', 'LB')
('SL04652-2022-11-01-3813','S159-21','MryvMtqF', 'MB')
('SL04652-2022-11-02-3715','S155-19','NJhioJFUeAPIG', 'UB')
('SL04652-2022-11-01-3816','S159-24','piTf', 'SU')
('SL12058-2022-11-01-3752','S157-8','RRrlkAuaRKnS', 'SU')
('SL04652-2022-11-02-3719','S155-23','F', 'SL')
('SL22517-2022-11-01-3778','S158-10','TwNbxVxxE', 'MB')
('SL04652-2022-11-02-3722','S156-2','zbMDqPjkBXgJQ', 'MB')
('AC04652-2022-11-01-3804','A212-6','JtzjUz', 'SU')
('AC04652-2022-11-02-3715','A207-7','hQvRaMKTZXueheC', 'LB')
('SL04652-2022-11-01-3819','S160-3','ipOpIKIkclneX', 'UB')
('AC04652-2022-11-02-3716','A207-8','fFppTSZOoeWspN', 'LB')
('AC22517-2022-11-01-3639','A203-3','GAiNqtyFdpivhsrY', 'UB')
('SL12058-2022-11-01-3762','S157-18','LD', 'MB')
('AC22517-2022-11-02-3877','A216-7','dcnXfhC', 'LB')
('AC12058-2022-11-01-3789','A211-9','z', 'UB')
('AC04652-2022-11-01-3810','A212-12','WjXr', 'SU')
('AC12058-2022-11-01-3790','A211-10','PM', 'UB')
('AC12058-2022-11-01-3844','A214-10','DesdMCA', 'UB')
('AC04652-2022-11-01-3873','A216-3','zTCmWezYTgoo', 'UB')
('AC22517-2022-11-01-3683','A205-11','w', 'SL')
('SL22517-2022-11-02-3902','S163-14','jOQVjQHiUNhr', 'UB')
('AC04652-2022-11-02-3779','A210-17','dZrhHmRNpIew', 'SL')
('AC22517-2022-11-02-3929','A219-5','nhzeAJXznF', 'SL')
('SL04652-2022-11-02-3790','S158-22','kOeLUBpQ', 'UB')
('AC04652-2022-11-02-3785','A211-5','LvWDB', 'SL')
('SL22517-2022-11-02-3913','S164-1','YxxUFu', 'LB')
('AC04652-2022-11-01-3888','A216-18','VJ', 'SU')
('SL04652-2022-11-02-3792','S158-24','jJrA', 'SU')
('SL22517-2022-11-02-3919','S164-7','ORePN', 'SL')
('SL22517-2022-11-01-3849','S161-9','NqZOjMYVJfPtEe', 'LB')
('AC22517-2022-11-02-3940','A219-16','qKOxRVQdpK', 'UB')
('SL22517-2022-11-02-3927','S164-15','dNMvODKcJ', 'SL')
('SL04652-2022-11-01-3872','S162-8','lqx', 'SU')
('SL22517-2022-11-01-3859','S161-19','kgorB', 'UB')
('SL12058-2022-11-01-3826','S160-10','udznByblaI', 'MB')
('SL22517-2022-11-01-3880','S162-16','jZxBFLeUEfdQoM', 'SU')
('AC22517-2022-11-01-3763','A210-1','K', 'LB')
('SL22517-2022-11-02-4004','S167-20','fuKxALVejxffEpk', 'LB')
('SL04652-2022-11-01-3943','S165-7','G', 'SL')
('AC04652-2022-11-01-3971','A221-11','wHawJrRpkFQWVOOG', 'SL')
('SL22517-2022-11-01-3939','S165-3','s', 'UB')
('AC04652-2022-11-02-3872','A216-2','GYgtksjr', 'LB')
('SL22517-2022-11-02-4018','S168-10','yWsrndPhyI', 'MB')
('AC22517-2022-11-01-3816','A212-18','TsixlDqrzVkbaK', 'SU')
('AC12058-2022-11-01-3990','A222-12','mOnz', 'SU')
('SL12058-2022-11-01-3935','S164-23','aASA', 'SL')
('SL22517-2022-11-01-3993','S167-9','zlDPuQPTV', 'LB')
('SL22517-2022-11-02-4062','S170-6','BvJGIewtEIFsx', 'UB')
('AC22517-2022-11-01-3819','A213-3','gXtEkMKvWfTuAl', 'UB')
('AC04652-2022-11-01-4022','A224-8','SclWvxt', 'LB')
('SL12058-2022-11-01-3937','S165-1','xeO', 'LB')
('AC22517-2022-11-02-4067','A226-17','rLzwXZsfMljuBRx', 'SL')
('SL12058-2022-11-01-3940','S165-4','VPFCrQ', 'LB')
('SL22517-2022-11-02-4063','S170-7','zbVUr', 'SL')
('AC04652-2022-11-01-4025','A224-11','IcrbO', 'SL')
('SL12058-2022-11-01-3945','S165-9','FXHLbEgPUJdZYtH', 'LB')
('SL22517-2022-11-01-3995','S167-11','ownJMBjmf', 'UB')
('SL22517-2022-11-01-3996','S167-12','XqAFtGxUPpUEC', 'LB')
('AC04652-2022-11-01-4027','A224-13','FAEhp', 'LB')
('SL22517-2022-11-01-3997','S167-13','GnTgHSMIiCErNJ', 'MB')
('SL04652-2022-11-01-4001','S167-17','EisHkZXB', 'LB')
('SL12058-2022-11-01-3948','S165-12','yxqhkFNSKCTuQdS', 'LB')
('SL04652-2022-11-02-3914','S164-2','jaXJGZYMI', 'MB')
('SL12058-2022-11-01-3950','S165-14','fgM', 'UB')
('AC22517-2022-11-01-3826','A213-10','NFj', 'UB')
('AC04652-2022-11-01-4031','A224-17','YRSbsyIhSDzI', 'SL')
('AC04652-2022-11-02-3931','A219-7','sEPEBl', 'LB')
('SL22517-2022-11-01-4000','S167-16','QNsOnDkdgqDbn', 'SU')
('SL22517-2022-11-01-4001','S167-17','SiJwNxhDNexT', 'LB')
('SL12058-2022-11-01-3958','S165-22','RYgTJZWQwHU', 'UB')
('SL12058-2022-11-01-3959','S165-23','ludeauQBcrl', 'SL')
('AC22517-2022-11-02-4088','A228-2','IzrZxF', 'LB')
('SL22517-2022-11-01-4012','S168-4','YcfF', 'LB')
('AC12058-2022-11-01-4009','A223-13','yVaJlBC', 'LB')
('SL04652-2022-11-01-4010','S168-2','efSRCJzyF', 'MB')
('SL22517-2022-11-02-4087','S171-7','nkHjvLnXDiDXy', 'SL')
('AC22517-2022-11-01-3842','A214-8','vnIHLWV', 'LB')
('SL22517-2022-11-02-4088','S171-8','NEw', 'SU')
('AC04652-2022-11-01-4044','A225-12','CGBReJzng', 'SU')
('AC22517-2022-11-01-3846','A214-12','REAQm', 'SU')
('SL12058-2022-11-01-3975','S166-15','VG', 'SL')
('AC12058-2022-11-01-4013','A223-17','ApQv', 'SL')
('SL22517-2022-11-01-4027','S168-19','ldxeB', 'UB')
('SL04652-2022-11-02-3994','S167-10','LaWRwO', 'MB')
('SL22517-2022-11-02-4157','S174-5','GgZ', 'MB')
('AC22517-2022-11-01-3909','A218-3','IH', 'UB')
('SL22517-2022-11-01-4083','S171-3','rXeEJeoXzrnsYHS', 'UB')
('AC04652-2022-11-02-4018','A224-4','UdbOEi', 'UB')
('SL12058-2022-11-01-4051','S169-19','NvAvnOSqhcgILVqz', 'UB')
('SL12058-2022-11-01-4053','S169-21','IAlItZLuecxGPC', 'MB')
('SL22517-2022-11-02-4166','S174-14','hDjAsiRjo', 'UB')
('AC12058-2022-11-01-4076','A227-8','okDDFAA', 'LB')
('SL04652-2022-11-02-4004','S167-20','aHRRw', 'LB')
('AC04652-2022-11-01-4123','A230-1','iJSTHhnt', 'LB')
('SL04652-2022-11-01-4090','S171-10','enrsCOQCsNj', 'MB')
('AC22517-2022-11-01-3925','A219-1','ce', 'LB')
('AC22517-2022-11-01-3927','A219-3','RYHf', 'UB')
('SL22517-2022-11-01-4103','S171-23','xCvoqxqtIzMfrB', 'SL')
('SL04652-2022-11-02-4013','S168-5','msrJYLrZah', 'MB')
('AC04652-2022-11-01-4139','A230-17','FD', 'SL')
('SL22517-2022-11-01-4116','S172-12','AyxkK', 'LB')
('AC12058-2022-11-01-4093','A228-7','AKqcnvDXJGfsmMt', 'LB')
('AC22517-2022-11-01-3942','A219-18','SsenbWAQtZtHn', 'SU')
('SL04652-2022-11-02-4018','S168-10','wbCy', 'MB')
('SL12058-2022-11-01-4076','S170-20','lFMUNSXqQjF', 'LB')
('SL04652-2022-11-02-4021','S168-13','Q', 'MB')
('AC04652-2022-11-01-4149','A231-9','uiVUh', 'UB')
('AC04652-2022-11-02-4051','A226-1','jVMVosu', 'LB')
('SL22517-2022-11-01-4122','S172-18','ncLzhAlXkHjyv', 'MB')
('SL12058-2022-11-01-4079','S170-23','KGl', 'SL')
('AC22517-2022-11-02-4197','A234-3','ijEUgFpzRz', 'UB')
('AC04652-2022-11-01-4155','A231-15','ijGapvZxDoK', 'UB')
('AC04652-2022-11-02-4058','A226-8','g', 'LB')
('AC22517-2022-11-01-3948','A220-6','wCR', 'SU')
('SL22517-2022-11-01-4126','S172-22','BklqBz', 'UB')
('AC12058-2022-11-01-4105','A229-1','zDQ', 'LB')
('AC04652-2022-11-02-4063','A226-13','nabwfHpRIJv', 'LB')
('AC22517-2022-11-02-4202','A234-8','Hx', 'LB')
('SL22517-2022-11-01-4128','S172-24','ucIgpaHyFFadP', 'SU')
('SL12058-2022-11-01-4085','S171-5','hskM', 'MB')
('AC04652-2022-11-02-4066','A226-16','u', 'UB')
('AC12058-2022-11-01-4108','A229-4','wBrLmeenQKTrVrE', 'UB')
('AC04652-2022-11-02-4068','A226-18','JwVjNWHLG', 'SU')
('SL04652-2022-11-01-4120','S172-16','uSoGkI', 'SU')
('AC22517-2022-11-02-4206','A234-12','hzRlg', 'SU')
('SL04652-2022-11-01-4123','S172-19','GIfFAXysKKcXg', 'UB')
('SL22517-2022-11-02-4199','S175-23','hkKOvBjQlc', 'SL')
('SL04652-2022-11-01-4128','S172-24','ITgGMiLDKVEiYurk', 'SU')
('AC22517-2022-11-02-4213','A235-1','ICvMaqcmGPnJb', 'LB')
('AC22517-2022-11-01-3955','A220-13','Rt', 'LB')
('AC04652-2022-11-02-4074','A227-6','rfgMVGa', 'SU')
('SL04652-2022-11-02-4042','S169-10','fOsIIGDo', 'MB')
('SL12058-2022-11-01-4102','S171-22','FlOlnwvlvSpYAigm', 'UB')
('SL12058-2022-11-01-4103','S171-23','CRWqZH', 'SL')
('SL04652-2022-11-01-4132','S173-4','QrAjwdVM', 'LB')
('SL22517-2022-11-02-4211','S176-11','IswsfPBZpypXC', 'UB')
('SL22517-2022-11-01-4135','S173-7','jCUOTYstP', 'SL')
('AC22517-2022-11-02-4217','A235-5','dz', 'SL')
('SL04652-2022-11-01-4137','S173-9','oyODOHuVK', 'LB')
('SL04652-2022-11-02-4049','S169-17','CnygGMzvti', 'LB')
('AC22517-2022-11-02-4222','A235-10','ExOk', 'UB')
('AC22517-2022-11-01-3963','A221-3','hlcY', 'UB')
('AC22517-2022-11-01-3964','A221-4','euS', 'UB')
('AC22517-2022-11-01-3965','A221-5','EAsbewpY', 'SL')
('SL22517-2022-11-02-4220','S176-20','gmCWGuRCFlCjD', 'LB')
('SL04652-2022-11-02-4053','S169-21','OC', 'MB')
('AC22517-2022-11-01-3968','A221-8','XnQIxeKX', 'LB')
('AC22517-2022-11-02-4227','A235-15','wrtfug', 'UB')
('AC12058-2022-11-01-4138','A230-16','ygqUofzOsLoeC', 'UB')
('SL22517-2022-11-01-4147','S173-19','PTJCXVQqIT', 'UB')
('AC22517-2022-11-01-3970','A221-10','hWKPpO', 'UB')
('AC12058-2022-11-01-4141','A231-1','lvOSYvTnt', 'LB')
('SL04652-2022-11-02-4056','S169-24','pnJVo', 'SU')
('SL04652-2022-11-01-4145','S173-17','hRSlOWWFWmnc', 'LB')
('SL04652-2022-11-01-4146','S173-18','ZPvHZU', 'MB')
('AC22517-2022-11-02-4236','A236-6','qLFvhEqHwUeoLUI', 'SU')
('AC04652-2022-11-02-4090','A228-4','jLAPQ', 'UB')
('SL12058-2022-11-01-4130','S173-2','vurvTlalfn', 'MB')
('SL22517-2022-11-01-4156','S174-4','sLuvwgEA', 'LB')
('SL22517-2022-11-01-4157','S174-5','z', 'MB')
('AC04652-2022-11-02-4092','A228-6','OrfBC', 'SU')
('SL12058-2022-11-01-4133','S173-5','TO', 'MB')
('AC12058-2022-11-01-4153','A231-13','WYeZi', 'LB')
('AC04652-2022-11-01-4203','A234-9','QblmhmgvNUMU', 'UB')
('AC12058-2022-11-01-4154','A231-14','C', 'LB')
('AC22517-2022-11-02-4247','A236-17','NRiaujUJUxdD', 'SL')
('AC04652-2022-11-01-4207','A234-13','PvBNUbEThYA', 'LB')
('AC22517-2022-11-01-3993','A222-15','BbRAfaEcn', 'UB')
('SL22517-2022-11-01-4164','S174-12','WZZoME', 'LB')
('SL04652-2022-11-02-4070','S170-14','uXpCXDreaJ', 'UB')
('SL04652-2022-11-02-4071','S170-15','Q', 'SL')
('SL22517-2022-11-02-4245','S177-21','q', 'MB')
('AC04652-2022-11-02-4105','A229-1','UkBgufKzFAxoTARh', 'LB')
('SL22517-2022-11-01-4175','S174-23','Jj', 'SL')
('SL22517-2022-11-02-4249','S178-1','ey', 'LB')
('AC04652-2022-11-01-4226','A235-14','OZjRsaGi', 'LB')
('SL22517-2022-11-01-4178','S175-2','RLlKwzbUQpFpF', 'MB')
('SL12058-2022-11-01-4159','S174-7','CZlWBRMGsIerU', 'SL')
('SL22517-2022-11-02-4254','S178-6','FzfeoFDMBkQMdby', 'UB')
('AC04652-2022-11-01-4235','A236-5','savXZfzCeMwwOm', 'SL')
('AC22517-2022-11-02-4267','A238-1','nzV', 'LB')
('SL22517-2022-11-02-4259','S178-11','zxUtCRibFuMETGOF', 'UB')
('SL22517-2022-11-01-4190','S175-14','P', 'UB')
('SL22517-2022-11-02-4267','S178-19','RewDNKwKL', 'UB')
('AC22517-2022-11-02-4276','A238-10','v', 'UB')
('AC04652-2022-11-02-4125','A230-3','hkfebR', 'UB')
('AC04652-2022-11-01-4245','A236-15','RYyOQP', 'UB')
('SL12058-2022-11-01-4193','S175-17','RmES', 'LB')
('AC22517-2022-11-01-4038','A225-6','NavMKvhFww', 'SU')
('SL04652-2022-11-02-4119','S172-15','NJYJ', 'SL')
('SL04652-2022-11-02-4120','S172-16','dqGHk', 'SU')
('AC22517-2022-11-01-4048','A225-16','Xp', 'UB')
('SL12058-2022-11-01-4203','S176-3','kIwYlkskOWy', 'UB')
('SL22517-2022-11-02-4303','S180-7','VNwLcsYs', 'SL')
('SL12058-2022-11-01-4205','S176-5','BQghplmzPdG', 'MB')
('SL22517-2022-11-01-4230','S177-6','tYJXsyOJPaeFiEoj', 'UB')
('SL04652-2022-11-01-4243','S177-19','xBLPlouCVhgoI', 'UB')
('SL04652-2022-11-02-4136','S173-8','ZwQfZMZhHkH', 'SU')
('AC12058-2022-11-01-4228','A235-16','PAgz', 'UB')
('SL22517-2022-11-01-4233','S177-9','wk', 'LB')
('AC22517-2022-11-02-4310','A240-8','fCOIrX', 'LB')
('SL12058-2022-11-01-4212','S176-12','s', 'LB')
('AC12058-2022-11-01-4234','A236-4','gFMyakHmdI', 'UB')
('SL22517-2022-11-02-4318','S180-22','Uyrk', 'UB')
('AC22517-2022-11-01-4068','A226-18','k', 'SU')
('AC22517-2022-11-01-4070','A227-2','AZrIJ', 'LB')
('SL22517-2022-11-02-4322','S181-2','wOqNssyinuwcfKw', 'MB')
('SL04652-2022-11-02-4152','S173-24','cdAhlwtfBZVt', 'SU')
('AC22517-2022-11-02-4319','A240-17','vQOZV', 'SL')
('SL22517-2022-11-02-4323','S181-3','OmIMpMfBf', 'UB')
('SL12058-2022-11-01-4223','S176-23','kUWIsGSZ', 'SL')
('SL22517-2022-11-02-4325','S181-5','ccZTxKzNbKlYcM', 'MB')
('SL04652-2022-11-01-4262','S178-14','wLkfM', 'UB')
('SL04652-2022-11-02-4161','S174-9','drpQISc', 'LB')
('SL04652-2022-11-01-4265','S178-17','JkFcQPBF', 'LB')
('SL22517-2022-11-02-4333','S181-13','YCyfhIMnm', 'MB')
('AC22517-2022-11-01-4102','A228-16','vmhX', 'UB')
('SL22517-2022-11-01-4273','S179-1','vavQFEySWTYngck', 'LB')
('SL04652-2022-11-02-4186','S175-10','KFx', 'MB')
('SL12058-2022-11-01-4256','S178-8','gka', 'SU')
('SL04652-2022-11-01-4283','S179-11','AYfDDBamaJFOfl', 'UB')
