('AC22517-2022-11-01-2208','A123-12','JXszNdqMPowwP', 'SU')
('SL04652-2022-11-01-7663','S320-7','aObxTnYT', 'SL')
('AC22517-2022-11-02-7816','A435-4','MwzeHWKnulG', 'UB')
('AC12058-2022-11-01-7736','A430-14','WRfkPAi', 'LB')
('AC22517-2022-11-02-7818','A435-6','bxgXbFEVZtq', 'SU')
('AC22517-2022-11-02-7819','A435-7','jzJPgHKCCowzHLO', 'LB')
('SL22517-2022-11-01-7596','S317-12','sBbc', 'LB')
('SL22517-2022-11-01-7597','S317-13','zlXBgsYwp', 'MB')
('SL22517-2022-11-01-7600','S317-16','hmtUwANu', 'SU')
('SL12058-2022-11-01-7523','S314-11','jQVQhpnGpx', 'UB')
('AC04652-2022-11-02-7772','A432-14','kARqNglFxS', 'LB')
('AC12058-2022-11-01-7743','A431-3','MZPULyZGmYDZRB', 'UB')
('AC22517-2022-11-01-7757','A431-17','CqosQmOSdTPYtufi', 'SL')
('AC22517-2022-11-02-7827','A435-15','StDRQEKjaClp', 'UB')
('AC12058-2022-11-01-7745','A431-5','LEMLGMMyB', 'SL')
('AC12058-2022-11-01-7746','A431-6','nPHejvTf', 'SU')
('SL04652-2022-11-01-7676','S320-20','fV', 'LB')
('SL12058-2022-11-01-7530','S314-18','goClNQPsV', 'MB')
('SL22517-2022-11-01-7607','S317-23','BELDb', 'SL')
('SL04652-2022-11-01-7682','S321-2','IJoyKGDblLMzRx', 'MB')
('AC22517-2022-11-02-7839','A436-9','DwvEAoUzuCZ', 'UB')
('AC04652-2022-11-02-7819','A435-7','O', 'LB')
('AC22517-2022-11-01-7838','A436-8','woCWofx', 'LB')
('SL04652-2022-11-01-7762','S324-10','UfheRAUIFuINv', 'MB')
('SL22517-2022-11-02-7771','S324-19','DabBrO', 'UB')
('AC22517-2022-11-01-7841','A436-11','RgUq', 'SL')
('SL22517-2022-11-02-7773','S324-21','Gl', 'MB')
('SL04652-2022-11-01-7767','S324-15','WmJIaJTNAqsQqHNe', 'SL')
('AC04652-2022-11-01-8097','A450-15','D', 'UB')
('AC04652-2022-11-02-7856','A437-8','VC', 'LB')
('AC12058-2022-11-01-7824','A435-12','gaQ', 'SU')
('SL04652-2022-11-01-7769','S324-17','jCZPVhYEOAlcexU', 'LB')
('SL22517-2022-11-01-7693','S321-13','XEHVhTaOaf', 'MB')
('AC04652-2022-11-02-7861','A437-13','qyPnCZbGXNMU', 'LB')
('SL04652-2022-11-01-7771','S324-19','aef', 'UB')
('SL04652-2022-11-02-7786','S325-10','tIVQlfvLiW', 'MB')
('SL04652-2022-11-01-7773','S324-21','cpfzzNLlAQk', 'MB')
('SL22517-2022-11-01-7697','S321-17','VRLPhhoFkmMrpp', 'LB')
('AC22517-2022-11-02-7917','A440-15','jAIleITAmDJtTv', 'UB')
('SL12058-2022-11-01-7615','S318-7','IAIaatqpAkWfrjl', 'SL')
('SL04652-2022-11-01-7776','S324-24','aWiZyXtPJGU', 'SU')
('AC04652-2022-11-01-8116','A451-16','D', 'UB')
('SL22517-2022-11-01-7710','S322-6','rPTwWDJGJga', 'UB')
('AC04652-2022-11-02-7876','A438-10','hIJjPTOoZpZwhaIX', 'UB')
('SL22517-2022-11-01-7712','S322-8','Q', 'SU')
('SL22517-2022-11-01-7724','S322-20','W', 'LB')
('AC22517-2022-11-02-7946','A442-8','qjFmsbATjTI', 'LB')
('AC12058-2022-11-01-7855','A437-7','lmJkWia', 'LB')
('SL04652-2022-11-01-7804','S326-4','tNWAgVzoUKFCjbL', 'LB')
('AC12058-2022-11-01-7859','A437-11','OVXLiXQEUU', 'SL')
('SL12058-2022-11-01-7683','S321-3','zuJYkbBUsfxGru', 'UB')
('SL22517-2022-11-02-7844','S327-20','ar', 'LB')
('SL22517-2022-11-02-7854','S328-6','lsXLkTqTXezNVsXZ', 'UB')
('AC12058-2022-11-01-7920','A440-18','KYWdZLFob', 'SU')
('AC04652-2022-11-02-7935','A441-15','iaJeNNOVeVR', 'UB')
('AC12058-2022-11-01-7922','A441-2','jYUrLQpjjs', 'LB')
('AC12058-2022-11-01-7923','A441-3','p', 'UB')
('SL04652-2022-11-01-7862','S328-14','BOllMA', 'UB')
('AC04652-2022-11-02-7937','A441-17','cOkaRIcq', 'SL')
('AC04652-2022-11-02-7938','A441-18','Xm', 'SU')
('AC12058-2022-11-01-7935','A441-15','EmInoADcHQEVX', 'UB')
('AC12058-2022-11-01-7936','A441-16','sYrQRmPoVPumprP', 'UB')
('AC12058-2022-11-01-7942','A442-4','bTenZsIqunOHcPh', 'UB')
('AC22517-2022-11-02-8014','A446-4','CObkl', 'UB')
('AC04652-2022-11-02-7965','A443-9','RUoHxftUZOPsqw', 'UB')
('AC12058-2022-11-01-7954','A442-16','FeubpoVXuZd', 'UB')
('AC22517-2022-11-01-7949','A442-11','nSptg', 'SL')
('AC04652-2022-11-02-7971','A443-15','e', 'UB')
('AC04652-2022-11-02-8040','A447-12','JCXDTfJZ', 'SU')
('SL04652-2022-11-01-7964','S332-20','ctMqVySpjuoW', 'LB')
('SL04652-2022-11-01-7965','S332-21','eMOGYaBCZdwc', 'MB')
('AC22517-2022-11-02-8088','A450-6','ZnrDyWtyhvBjMJL', 'SU')
('AC22517-2022-11-01-8040','A447-12','YEFUitsXdhB', 'SU')
('SL12058-2022-11-01-7826','S327-2','xvjOcpd', 'MB')
('AC04652-2022-11-02-8136','A452-18','bdrwFdwbpj', 'SU')
('SL22517-2022-11-02-8047','S336-7','SuJPxXPCE', 'SL')
('AC22517-2022-11-01-8127','A452-9','YbHpbgcJGQyXY', 'UB')
('AC04652-2022-11-01-8407','A468-1','QmbEYFsW', 'LB')
('SL22517-2022-11-02-8075','S337-11','FTrlBcKrOITh', 'UB')
('AC04652-2022-11-02-8175','A455-3','diwkAPT', 'UB')
('SL04652-2022-11-02-8072','S337-8','UQVlSDWjhQojrR', 'SU')
('AC22517-2022-11-01-8162','A454-8','RZbNPoJqbFBt', 'LB')
('SL04652-2022-11-01-8143','S340-7','qciWhJrkFUp', 'SL')
('SL12058-2022-11-01-7981','S333-13','yBBIE', 'MB')
('AC04652-2022-11-02-8213','A457-5','sQicztSzXJ', 'SL')
('SL22517-2022-11-02-8121','S339-9','ogbXKDevyxWbs', 'LB')
('AC22517-2022-11-02-8243','A458-17','pzyGy', 'SL')
('SL22517-2022-11-02-8123','S339-11','aN', 'UB')
('AC04652-2022-11-01-8453','A470-11','oIbCH', 'SL')
('SL22517-2022-11-01-8046','S336-6','YUtdXhvMmpFiqHJA', 'UB')
('SL22517-2022-11-01-8047','S336-7','PLNNUVDitTNgaTtB', 'SL')
('AC04652-2022-11-01-8472','A471-12','UXGErHw', 'SU')
('AC04652-2022-11-02-8238','A458-12','agddoyEkXOLhKKt', 'SU')
('SL04652-2022-11-01-8186','S342-2','liWNAJhCVwwtTT', 'MB')
('SL04652-2022-11-02-8148','S340-12','iMCFMkdXhMnEQstV', 'LB')
('SL04652-2022-11-01-8190','S342-6','ivHiCrtFPro', 'UB')
('SL04652-2022-11-01-8191','S342-7','V', 'SL')
('SL22517-2022-11-02-8175','S341-15','qeIhCO', 'SL')
('SL22517-2022-11-02-8176','S341-16','AWZUpqgyppMkFjUb', 'SU')
('SL04652-2022-11-02-8158','S340-22','BkbM', 'UB')
('SL22517-2022-11-02-8214','S343-6','NBf', 'UB')
('SL04652-2022-11-01-8219','S343-11','HISmEjjxeqiQZF', 'UB')
('AC22517-2022-11-02-8331','A463-15','coiMaBdHMsMdmwu', 'UB')
('SL04652-2022-11-01-8221','S343-13','VhwsUyCWk', 'MB')
('SL22517-2022-11-02-8217','S343-9','rTJiBtZnp', 'LB')
('SL04652-2022-11-02-8221','S343-13','zRjxAfKvypUadINm', 'MB')
('AC12058-2022-11-01-8309','A462-11','AbVRcPkntSpq', 'SL')
('AC04652-2022-11-02-8354','A465-2','bQ', 'LB')
('SL04652-2022-11-01-8269','S345-13','ALswpEnn', 'MB')
('SL12058-2022-11-01-8103','S338-15','KQAzIXNXnP', 'SL')
('AC04652-2022-11-02-8371','A466-1','mBuIEYuQ', 'LB')
('SL22517-2022-11-02-8269','S345-13','pyVMpby', 'MB')
('SL12058-2022-11-01-8119','S339-7','O', 'SL')
('AC22517-2022-11-02-8410','A468-4','ngfuPSUwmH', 'UB')
('SL22517-2022-11-01-8232','S343-24','zLKKjdeBHkmZdLj', 'SU')
('SL12058-2022-11-01-8143','S340-7','flTBtbJ', 'SL')
('AC12058-2022-11-01-8358','A465-6','QEcErzTuuzpsve', 'SU')
('AC12058-2022-11-01-8359','A465-7','PnNaeKD', 'LB')
('SL12058-2022-11-01-8150','S340-14','gbrlGTWAEmKLqGv', 'UB')
('AC22517-2022-11-01-8357','A465-5','etcSSiTBPTxrzO', 'SL')
('SL04652-2022-11-02-8309','S347-5','SonFXLYyltd', 'MB')
('AC04652-2022-11-02-8429','A469-5','OWpTeraX', 'SL')
('SL22517-2022-11-02-8326','S347-22','BNmZETDglNebSJ', 'UB')
('SL22517-2022-11-01-8261','S345-5','yaPZBd', 'MB')
('SL04652-2022-11-02-8330','S348-2','XjohGP', 'MB')
('SL22517-2022-11-01-8267','S345-11','cg', 'UB')
('SL12058-2022-11-01-8218','S343-10','yAhrbtx', 'MB')
('AC22517-2022-11-01-8431','A469-7','QPWGqnFHBmAFm', 'LB')
('AC22517-2022-11-02-8526','A474-12','NNWomkqXyyjm', 'SU')
('SL04652-2022-11-02-8376','S349-24','JjBDtXNNKiCnuVL', 'SU')
('AC04652-2022-11-01-8699','A484-5','ABWGZTkuCbvnoIC', 'SL')
('SL12058-2022-11-01-8229','S343-21','BIuUPB', 'MB')
('SL12058-2022-11-01-8240','S344-8','jUdgu', 'SU')
('SL04652-2022-11-01-8417','S351-17','LSyME', 'LB')
('SL22517-2022-11-02-8391','S350-15','W', 'SL')
('SL22517-2022-11-01-8346','S348-18','SpRmgPTLTmvtUqMz', 'MB')
('AC04652-2022-11-02-8524','A474-10','ZvVDdUcMAfXpR', 'UB')
('SL22517-2022-11-01-8393','S350-17','WoPlyeMbSJzVQb', 'LB')
('AC22517-2022-11-01-8521','A474-7','wP', 'LB')
('AC04652-2022-11-01-8779','A488-13','zF', 'LB')
('AC22517-2022-11-01-8537','A475-5','AdBPO', 'SL')
('SL04652-2022-11-02-8475','S354-3','IYTVi', 'UB')
('SL22517-2022-11-02-8480','S354-8','abIqZsbqjWd', 'SU')
('SL04652-2022-11-02-8496','S354-24','zuGSRIG', 'SU')
('SL04652-2022-11-01-8513','S355-17','HUJQj', 'LB')
('AC12058-2022-11-01-8554','A476-4','cxZxqkPBiXTqN', 'UB')
('SL22517-2022-11-02-8485','S354-13','mNvbXGDOd', 'MB')
('SL22517-2022-11-01-8444','S352-20','ReJYFxhUMf', 'LB')
('SL22517-2022-11-01-8445','S352-21','iHNEAqzEj', 'MB')
('SL22517-2022-11-01-8446','S352-22','wtyMUtwMnZqxpR', 'UB')
('AC12058-2022-11-01-8587','A478-1','uzNYIAA', 'LB')
('AC12058-2022-11-01-8588','A478-2','axQa', 'LB')
('SL04652-2022-11-01-8544','S356-24','upiOeTYUy', 'SU')
('SL22517-2022-11-01-8476','S354-4','ebmZSnUlUFcOdzK', 'LB')
('SL04652-2022-11-02-8534','S356-14','swvgKjHbHTZ', 'UB')
('SL04652-2022-11-02-8535','S356-15','ImFTo', 'SL')
('SL04652-2022-11-01-8547','S357-3','xPv', 'UB')
('SL04652-2022-11-01-8548','S357-4','fhoOMVXF', 'LB')
('SL22517-2022-11-01-8486','S354-14','POMJobihZJz', 'UB')
('AC12058-2022-11-01-8598','A478-12','eoZKpMuD', 'SU')
('SL12058-2022-11-01-8392','S350-16','EkEq', 'SU')
('AC12058-2022-11-01-8614','A479-10','FvOa', 'UB')
('AC04652-2022-11-01-8883','A494-9','uQIYpHfWi', 'UB')
('AC22517-2022-11-01-8621','A479-17','HAIFCJxUGbSrs', 'SL')
('SL12058-2022-11-01-8450','S353-2','oPLU', 'MB')
('AC04652-2022-11-01-8932','A497-4','VyTgpfHIMunHML', 'UB')
('SL04652-2022-11-02-8608','S359-16','Ichc', 'SU')
('AC04652-2022-11-02-8748','A486-18','ASYagLtTkoFP', 'SU')
('SL22517-2022-11-02-8603','S359-11','vHkpQJAHSPhdAd', 'UB')
('SL04652-2022-11-01-8634','S360-18','JBIuweDg', 'MB')
('SL22517-2022-11-02-8623','S360-7','LvXrhBtjuCamQQxs', 'SL')
('AC12058-2022-11-01-8714','A485-2','qXMXa', 'LB')
('SL04652-2022-11-02-8662','S361-22','VDUeD', 'UB')
('SL12058-2022-11-01-8504','S355-8','kYXnVOp', 'SU')
('SL12058-2022-11-01-8505','S355-9','OFBwTEeeuFA', 'LB')
('AC12058-2022-11-01-8716','A485-4','cbMJvevQxU', 'UB')
('SL04652-2022-11-02-8666','S362-2','sXRkMysSfnQx', 'MB')
('AC04652-2022-11-02-8778','A488-12','dOIWzhKwsHryVkMz', 'SU')
('AC12058-2022-11-01-8719','A485-7','hlWITTiY', 'LB')
('SL22517-2022-11-01-8614','S359-22','Jknk', 'UB')
('AC12058-2022-11-01-8724','A485-12','cEBEFhx', 'SU')
('SL22517-2022-11-01-8616','S359-24','otHqvtEPuAbxafe', 'SU')
('SL22517-2022-11-01-8617','S360-1','J', 'LB')
('SL22517-2022-11-01-8655','S361-15','iBKgAGaSW', 'SL')
('SL04652-2022-11-02-8714','S364-2','eOg', 'MB')
('SL12058-2022-11-01-8553','S357-9','mNiO', 'LB')
('AC22517-2022-11-01-8772','A488-6','tgMPvQsdcUPRc', 'SU')
('AC22517-2022-11-02-8838','A491-18','N', 'SU')
('SL12058-2022-11-01-8555','S357-11','nz', 'UB')
('SL04652-2022-11-02-8718','S364-6','MWXgTNUvSxm', 'UB')
('AC22517-2022-11-01-8795','A489-11','YFUaQuJJAxTJnZs', 'SL')
('SL12058-2022-11-01-8580','S358-12','QgBoRjmFNkEoF', 'LB')
('SL22517-2022-11-01-8691','S363-3','NZUwFKVCXWCP', 'UB')
('SL12058-2022-11-01-8584','S358-16','OdeYetRDNQzA', 'SU')
('AC12058-2022-11-01-8803','A490-1','owxouOMtgRYuBP', 'LB')
('SL04652-2022-11-02-8767','S366-7','buXuKnFG', 'SL')
('SL12058-2022-11-01-8603','S359-11','PFlroESOeiFBD', 'UB')
('AC22517-2022-11-02-8885','A494-11','c', 'SL')
('AC04652-2022-11-01-9113','A507-5','RPLYuSBS', 'SL')
('AC04652-2022-11-02-8883','A494-9','OulMIiWvFDNO', 'UB')
('SL04652-2022-11-01-8766','S366-6','twTRJWLix', 'UB')
('SL04652-2022-11-02-8780','S366-20','dQhRjRDcCFhHG', 'LB')
('SL12058-2022-11-01-8618','S360-2','X', 'MB')
('AC22517-2022-11-01-8837','A491-17','cqwgxqN', 'SL')
('SL04652-2022-11-02-8791','S367-7','Xb', 'SL')
('AC04652-2022-11-02-8897','A495-5','ImpvlRVXxw', 'SL')
('AC22517-2022-11-01-8874','A493-18','gPdRwZYMgmE', 'SU')
('SL04652-2022-11-02-8825','S368-17','Yu', 'LB')
('SL04652-2022-11-01-8793','S367-9','ctipbj', 'LB')
('SL04652-2022-11-01-8811','S368-3','mGrEF', 'UB')
('AC22517-2022-11-01-8933','A497-5','vsheicocXXiX', 'SL')
('SL22517-2022-11-01-8815','S368-7','feMUSIDQjEND', 'SL')
('SL04652-2022-11-02-8907','S372-3','nKUDvDzEAj', 'UB')
('AC04652-2022-11-02-9028','A502-10','haRtqzGlBY', 'UB')
('AC12058-2022-11-01-8973','A499-9','XhhIESxunuz', 'UB')
('SL22517-2022-11-02-8916','S372-12','sfMGpibsKHQsN', 'LB')
('SL04652-2022-11-01-8915','S372-11','dHNTDx', 'UB')
('SL22517-2022-11-01-8879','S370-23','aruK', 'SL')
('AC04652-2022-11-02-9030','A502-12','eChwUQYZ', 'SU')
('SL12058-2022-11-01-8776','S366-16','niMqIppCxT', 'SU')
('SL12058-2022-11-01-8777','S366-17','LAAiZqFR', 'LB')
('SL22517-2022-11-01-8883','S371-3','CBg', 'UB')
('SL22517-2022-11-02-8920','S372-16','NAXv', 'SU')
('AC04652-2022-11-02-9035','A502-17','OAvjaCi', 'SL')
('AC22517-2022-11-02-9037','A503-1','OWytFLAiQj', 'LB')
('SL12058-2022-11-01-8780','S366-20','rMjErORnpd', 'LB')
('AC22517-2022-11-02-9106','A506-16','QkbQKmnEbcCOdU', 'UB')
('SL12058-2022-11-01-8842','S369-10','tlscvYCcRsmfwtEI', 'MB')
('AC22517-2022-11-02-9110','A507-2','ScMTXgEU', 'LB')
('AC22517-2022-11-02-9111','A507-3','LMAGSKj', 'UB')
('SL12058-2022-11-01-8844','S369-12','J', 'LB')
('SL04652-2022-11-02-8985','S375-9','tiJ', 'LB')
('SL12058-2022-11-01-8846','S369-14','nXh', 'UB')
('AC22517-2022-11-02-9112','A507-4','KvyodxRIhlBu', 'UB')
('SL12058-2022-11-01-8849','S369-17','hMen', 'LB')
('SL22517-2022-11-02-8980','S375-4','OvVZ', 'LB')
('SL04652-2022-11-02-8989','S375-13','eFCEBMxZYt', 'MB')
('SL04652-2022-11-02-8990','S375-14','gFITNqWlXO', 'UB')
('SL04652-2022-11-01-8999','S375-23','akGkRYlftvYBjsqH', 'SL')
('SL04652-2022-11-02-8992','S375-16','foXSZUN', 'SU')
('SL04652-2022-11-01-9001','S376-1','EvYDiNQjlAm', 'LB')
('AC12058-2022-11-01-9048','A503-12','HCiZXGtuwI', 'SU')
('AC22517-2022-11-02-9121','A507-13','DlBt', 'LB')
('AC22517-2022-11-02-9122','A507-14','eXruR', 'LB')
('SL22517-2022-11-02-8985','S375-9','PK', 'LB')
('AC22517-2022-11-02-9124','A507-16','FhNVxLwQ', 'UB')
('AC04652-2022-11-02-9102','A506-12','TYlWIabQAgoKT', 'SU')
('AC04652-2022-11-01-9335','A519-11','iqxrPTIvZ', 'SL')
('SL04652-2022-11-01-9007','S376-7','xAVMJdam', 'SL')
('AC04652-2022-11-01-9338','A519-14','KULtcnBbrZnGlieE', 'LB')
('AC22517-2022-11-02-9126','A507-18','psFnBvbeQfzjOrZl', 'SU')
('AC04652-2022-11-01-9340','A519-16','dLXLGNq', 'UB')
('AC22517-2022-11-02-9128','A508-2','NyaUkwmEFZsnEPvY', 'LB')
('AC04652-2022-11-01-9343','A520-1','ogrFU', 'LB')
('AC04652-2022-11-02-9106','A506-16','VkGMNciflod', 'UB')
('SL12058-2022-11-01-8871','S370-15','bVNOmboFpLLmWATV', 'SL')
('SL04652-2022-11-01-9016','S376-16','COqitADItJoccD', 'SU')
('AC12058-2022-11-01-9063','A504-9','AnQpwKL', 'UB')
('SL12058-2022-11-01-8878','S370-22','QRNFStFBrrJC', 'UB')
('AC04652-2022-11-02-9114','A507-6','xVgXVPZQ', 'SU')
('SL12058-2022-11-01-8889','S371-9','ZiRaCoOYsYHQZSQ', 'LB')
('SL22517-2022-11-02-9010','S376-10','N', 'MB')
('AC22517-2022-11-01-9137','A508-11','HmNmW', 'SL')
('AC04652-2022-11-02-9188','A511-8','PlxcCbAzIlyt', 'LB')
('SL22517-2022-11-02-9078','S379-6','WR', 'UB')
('SL04652-2022-11-02-9084','S379-12','XnoIjRMossbTw', 'LB')
('SL12058-2022-11-01-8969','S374-17','BytlH', 'LB')
('SL12058-2022-11-01-8975','S374-23','wjMKLhtmixg', 'SL')
('AC12058-2022-11-01-9154','A509-10','uIHcrEwRimgU', 'UB')
('AC04652-2022-11-01-9439','A525-7','LvGuBoeSz', 'LB')
('SL12058-2022-11-01-8978','S375-2','BEdoInfGGRejz', 'MB')
('AC12058-2022-11-01-9161','A509-17','PvgNEDDEl', 'SL')
('AC22517-2022-11-02-9230','A513-14','MbZGSJAlODJ', 'LB')
('SL12058-2022-11-01-8981','S375-5','bXfC', 'MB')
('AC22517-2022-11-01-9161','A509-17','jeJ', 'SL')
('SL12058-2022-11-01-8985','S375-9','yhGNvZq', 'LB')
('AC04652-2022-11-02-9205','A512-7','E', 'LB')
('SL04652-2022-11-02-9108','S380-12','otWDxoKJyEqfF', 'LB')
('AC04652-2022-11-01-9448','A525-16','inqZae', 'UB')
('SL04652-2022-11-01-9109','S380-13','vHc', 'MB')
('SL22517-2022-11-02-9100','S380-4','rFRcB', 'LB')
('AC04652-2022-11-02-9209','A512-11','XVkZrdIL', 'SL')
('SL12058-2022-11-01-8992','S375-16','NVGQHuDDdepzDNBt', 'SU')
('AC22517-2022-11-01-9183','A511-3','da', 'UB')
('AC22517-2022-11-01-9204','A512-6','AhvNzWG', 'SU')
('SL04652-2022-11-02-9132','S381-12','YZNVkfCFk', 'LB')
('SL12058-2022-11-01-9018','S376-18','Sgmtzcs', 'MB')
('AC04652-2022-11-02-9281','A516-11','ZSeNfZmRFqKhLo', 'SL')
('AC04652-2022-11-02-9289','A517-1','DhmQdRjOTokaZTcn', 'LB')
('SL12058-2022-11-01-9053','S378-5','jqibDxGhlOJ', 'MB')
('SL04652-2022-11-01-9166','S382-22','hlnKNKtuui', 'UB')
('AC22517-2022-11-01-9264','A515-12','VJtZDnmfL', 'SU')
('AC22517-2022-11-01-9265','A515-13','eZRBgGSpEJfFPqN', 'LB')
('SL22517-2022-11-01-9137','S381-17','vh', 'LB')
('AC12058-2022-11-01-9252','A514-18','acBRSXJBQvbfLUSN', 'SU')
('AC22517-2022-11-02-9310','A518-4','datsMxYGIvgj', 'UB')
('AC04652-2022-11-01-9527','A530-5','Ve', 'SL')
('AC22517-2022-11-01-9271','A516-1','D', 'LB')
('AC04652-2022-11-02-9305','A517-17','dyrQIODWQT', 'SL')
('SL22517-2022-11-01-9142','S381-22','QsescLiwl', 'UB')
('AC04652-2022-11-01-9557','A531-17','Y', 'SL')
('SL12058-2022-11-01-9085','S379-13','FUJDcPSpeLrPVYV', 'MB')
('AC04652-2022-11-01-9566','A532-8','VeddxZRgSGU', 'LB')
('SL04652-2022-11-02-9225','S385-9','WtGTvCqhVNcQZyc', 'LB')
('SL22517-2022-11-02-9214','S384-22','cT', 'UB')
('SL22517-2022-11-01-9174','S383-6','fQQxawDLl', 'UB')
('AC04652-2022-11-02-9347','A520-5','OLyQtacZHzMmcjpy', 'SL')
('SL12058-2022-11-01-9092','S379-20','flZRSSgDwGDhdMe', 'LB')
('AC22517-2022-11-02-9344','A520-2','xEvXovdb', 'LB')
('AC22517-2022-11-02-9345','A520-3','lfClxSScVIe', 'UB')
('SL22517-2022-11-01-9180','S383-12','QTqdKVIa', 'LB')
('SL12058-2022-11-01-9095','S379-23','mqNHDJPxVReUPLr', 'SL')
('SL22517-2022-11-01-9188','S383-20','ImqbrH', 'LB')
('AC22517-2022-11-01-9323','A518-17','uwWrCrrbIipWn', 'SL')
('SL22517-2022-11-01-9189','S383-21','GMhFyAlHopHC', 'MB')
('SL22517-2022-11-01-9190','S383-22','jyOLJs', 'UB')
('AC04652-2022-11-02-9370','A521-10','cPSQTYRCIXvmso', 'UB')
('AC04652-2022-11-01-9611','A534-17','qV', 'SL')
('AC22517-2022-11-01-9349','A520-7','QcViQ', 'LB')
('SL22517-2022-11-01-9221','S385-5','bCABYt', 'MB')
('SL22517-2022-11-01-9255','S386-15','cI', 'SL')
('SL22517-2022-11-02-9305','S388-17','S', 'LB')
('SL22517-2022-11-01-9256','S386-16','VoOBKyUintIlPeE', 'SU')
('AC04652-2022-11-02-9431','A524-17','pilGx', 'SL')
('SL04652-2022-11-01-9373','S391-13','ksZT', 'MB')
('AC04652-2022-11-02-9488','A528-2','HrL', 'LB')
('SL12058-2022-11-01-9262','S386-22','FtW', 'UB')
('SL22517-2022-11-01-9326','S389-14','YV', 'UB')
('AC04652-2022-11-01-9732','A541-12','vLOYRhPzu', 'SU')
('SL22517-2022-11-02-9376','S391-16','ANrQBaTvCjcuenk', 'SU')
('AC12058-2022-11-01-9452','A526-2','Xi', 'LB')
('SL04652-2022-11-01-9396','S392-12','fievw', 'LB')
('SL12058-2022-11-01-9278','S387-14','PQ', 'UB')
('SL04652-2022-11-02-9397','S392-13','QKeMWVfsizaRV', 'MB')
('SL22517-2022-11-01-9346','S390-10','MFKbbeLR', 'MB')
('AC22517-2022-11-01-9493','A528-7','QUhnwfKWQbk', 'LB')
('AC04652-2022-11-02-9509','A529-5','cSfSbNReJsplYBk', 'SL')
('AC12058-2022-11-01-9478','A527-10','AXOlbzSFBhH', 'UB')
('SL22517-2022-11-02-9399','S392-15','dLNswRHasEmaimOW', 'SL')
('AC22517-2022-11-02-9536','A530-14','QLRSpiGwze', 'LB')
('AC12058-2022-11-01-9507','A529-3','sfiouPOhdItjTOdW', 'UB')
('AC22517-2022-11-01-9522','A529-18','IFrX', 'SU')
('AC04652-2022-11-01-9783','A544-9','xFRkZKbVGmNrXx', 'UB')
('SL04652-2022-11-02-9436','S394-4','FW', 'LB')
('AC04652-2022-11-01-9787','A544-13','dwQcUrwHuUheY', 'LB')
('AC04652-2022-11-01-9788','A544-14','ILJajSlUNIbOpV', 'LB')
('SL12058-2022-11-01-9310','S388-22','zd', 'UB')
('AC22517-2022-11-02-9556','A531-16','upEXSFLACiN', 'UB')
('AC04652-2022-11-02-9552','A531-12','tixKSeTZbc', 'SU')
('AC04652-2022-11-02-9553','A531-13','flYwXW', 'LB')
('AC12058-2022-11-01-9526','A530-4','GfgzLszIcSTspVPR', 'UB')
('SL22517-2022-11-02-9444','S394-12','svzviy', 'LB')
('SL04652-2022-11-01-9433','S394-1','PJElcPmPnXwBfsYn', 'LB')
('SL12058-2022-11-01-9325','S389-13','kL', 'MB')
('AC22517-2022-11-02-9565','A532-7','OXcNw', 'LB')
('AC04652-2022-11-01-9812','A546-2','XHdFKJHoyfcua', 'LB')
('AC22517-2022-11-02-9566','A532-8','DQnKcBwQKfK', 'LB')
('AC12058-2022-11-01-9536','A530-14','OsVNcruiMkioH', 'LB')
('SL12058-2022-11-01-9331','S389-19','ZkbbugAYx', 'UB')
('SL22517-2022-11-01-9397','S392-13','Wmilyaak', 'MB')
('AC12058-2022-11-01-9540','A530-18','HnUhnjgCwCbX', 'SU')
('AC04652-2022-11-01-9818','A546-8','rBgVWjnygwqAbZ', 'LB')
('AC22517-2022-11-02-9570','A532-12','THonsA', 'SU')
('SL22517-2022-11-02-9460','S395-4','CFrcOiEqy', 'LB')
('SL04652-2022-11-01-9448','S394-16','aHilRXJG', 'SU')
('AC12058-2022-11-01-9619','A535-7','S', 'LB')
('AC22517-2022-11-01-9608','A534-14','wLAzP', 'LB')
('AC22517-2022-11-02-9638','A536-8','YRNlBkHINwELvD', 'LB')
('SL22517-2022-11-01-9470','S395-14','wAXmCZJ', 'UB')
('SL04652-2022-11-01-9520','S397-16','fRDLVWpeOZGUF', 'SU')
('AC04652-2022-11-01-9881','A549-17','axBjYy', 'SL')
('AC22517-2022-11-02-9659','A537-11','YCQUL', 'SL')
('AC04652-2022-11-02-9644','A536-14','q', 'LB')
('AC04652-2022-11-02-9645','A536-15','dYZhWyonwJH', 'UB')
('SL04652-2022-11-02-9581','S400-5','KYe', 'MB')
('AC22517-2022-11-02-9701','A539-17','RxpPpu', 'SL')
('AC22517-2022-11-01-9662','A537-14','pIDymIJDQjYDUqcl', 'LB')
('SL04652-2022-11-02-9583','S400-7','qmfjvXgWNPHPmd', 'SL')
('AC04652-2022-11-02-9682','A538-16','XGDjyS', 'UB')
('AC04652-2022-11-01-9940','A553-4','HpfdmmFfaHPqRim', 'UB')
('AC22517-2022-11-01-9671','A538-5','gitXkDDJy', 'SL')
('AC12058-2022-11-01-9697','A539-13','UMbCEMQgSEQ', 'LB')
('AC22517-2022-11-01-9673','A538-7','OjwphmbWxxBjINC', 'LB')
('AC12058-2022-11-01-9698','A539-14','CDgcUVEFMCVDNJfn', 'LB')
