('SL04652-2022-11-01-4194','S175-18','MtgNXAfqzrogWU', 'MB')
('SL12058-2022-11-01-10355','S432-11','ZyOii', 'UB')
('AC04652-2022-11-01-10779','A599-15','IeiYicGC', 'UB')
('SL04652-2022-11-02-10519','S439-7','UvGOViEVOwA', 'SL')
('SL12058-2022-11-01-10358','S432-14','YNYRAbvkWVRTsaGu', 'UB')
('AC22517-2022-11-01-10590','A589-6','KlXOQ', 'SU')
('SL22517-2022-11-01-10419','S435-3','jVyWQ', 'UB')
('SL04652-2022-11-01-10501','S438-13','qCckuYqusRe', 'MB')
('SL22517-2022-11-02-10534','S439-22','QaAvmRkyWbXcNB', 'UB')
('AC04652-2022-11-02-10624','A591-4','Qvue', 'UB')
('AC22517-2022-11-02-10642','A592-4','dh', 'UB')
('AC22517-2022-11-02-10643','A592-5','QyBA', 'SL')
('SL22517-2022-11-02-10543','S440-7','CUktrjiV', 'SL')
('SL04652-2022-11-01-10515','S439-3','hCxKgeqR', 'UB')
('SL12058-2022-11-01-10393','S434-1','o', 'LB')
('AC04652-2022-11-01-10812','A601-12','PikCDMvmGqaapy', 'SU')
('SL22517-2022-11-01-10442','S436-2','aYPkqFLXzbNiHvW', 'MB')
('AC04652-2022-11-02-10644','A592-6','bAYxmdGreWL', 'SU')
('AC22517-2022-11-02-10657','A593-1','x', 'LB')
('AC22517-2022-11-01-10629','A591-9','MqlzXnVso', 'UB')
('SL04652-2022-11-02-10568','S441-8','vNmMVvacVsyj', 'SU')
('SL12058-2022-11-01-10416','S434-24','XJkWubi', 'SU')
('AC04652-2022-11-02-10661','A593-5','mDJ', 'SL')
('SL22517-2022-11-02-10570','S441-10','zufCQEmSmVMOS', 'MB')
('SL04652-2022-11-02-10575','S441-15','R', 'SL')
('AC12058-2022-11-01-10668','A593-12','K', 'SU')
('AC22517-2022-11-01-10660','A593-4','xlsNiAyvrtTK', 'UB')
('SL04652-2022-11-02-10597','S442-13','jrvypEn', 'MB')
('SL04652-2022-11-02-10598','S442-14','rSqYc', 'UB')
('SL12058-2022-11-01-10449','S436-9','wJVsmoVGELeSa', 'LB')
('AC04652-2022-11-02-10687','A594-13','KfkCTWefL', 'LB')
('AC04652-2022-11-01-10864','A604-10','BFZt', 'UB')
('AC22517-2022-11-01-10667','A593-11','DmtupPNfUt', 'SL')
('AC22517-2022-11-02-10706','A595-14','JvQGMDGfDngiQMc', 'LB')
('AC22517-2022-11-01-10672','A593-16','y', 'UB')
('SL12058-2022-11-01-10459','S436-19','QGMoQkvk', 'UB')
('SL22517-2022-11-02-10615','S443-7','HZyckvDR', 'SL')
('SL22517-2022-11-02-10616','S443-8','KvfJfngfDytox', 'SU')
('SL04652-2022-11-01-10572','S441-12','QaCmUn', 'LB')
('AC04652-2022-11-01-10876','A605-4','kGhM', 'UB')
('AC04652-2022-11-01-10878','A605-6','hrxa', 'SU')
('AC04652-2022-11-02-10703','A595-11','YAZPSMvYrQtx', 'SL')
('AC04652-2022-11-02-10704','A595-12','fmNqYpHYfZNMWb', 'SU')
('SL12058-2022-11-01-10468','S437-4','IA', 'LB')
('AC04652-2022-11-01-10897','A606-7','nGyJASdmiRW', 'LB')
('AC12058-2022-11-01-10743','A597-15','krvayWcejY', 'UB')
('SL22517-2022-11-02-10687','S446-7','uUjoWHcyiCucWE', 'SL')
('SL04652-2022-11-01-10672','S445-16','rMu', 'SU')
('AC22517-2022-11-01-10778','A599-14','EQIokxaZc', 'LB')
('SL04652-2022-11-01-10674','S445-18','DaJCFP', 'MB')
('SL22517-2022-11-01-10608','S442-24','ZFYjswum', 'SU')
('SL12058-2022-11-01-10546','S440-10','CHEcOfkz', 'MB')
('SL04652-2022-11-02-10711','S447-7','LjLzcu', 'SL')
('AC22517-2022-11-02-10819','A602-1','QbyzcxYBOqG', 'LB')
('SL04652-2022-11-02-10719','S447-15','gBeg', 'SL')
('SL12058-2022-11-01-10556','S440-20','YEKtKWhbAT', 'LB')
('SL04652-2022-11-02-10720','S447-16','fmepiqCjSfQpF', 'SU')
('SL22517-2022-11-02-10716','S447-12','GdaEgpCZwll', 'LB')
('AC04652-2022-11-02-10808','A601-8','VNihJTffKOg', 'LB')
('AC22517-2022-11-01-10799','A600-17','vDvnpeqZUiI', 'SL')
('SL04652-2022-11-01-10698','S446-18','eguLAQxaHuKQc', 'MB')
('AC04652-2022-11-01-10977','A610-15','yjNdfBqF', 'UB')
('AC22517-2022-11-01-10802','A601-2','SUfMr', 'LB')
('SL12058-2022-11-01-10569','S441-9','hgVuggRuWWn', 'LB')
('AC12058-2022-11-01-10815','A601-15','daTjFhhfUtz', 'UB')
('AC22517-2022-11-01-10840','A603-4','ON', 'UB')
('AC12058-2022-11-01-10849','A603-13','TNCJfcFxV', 'LB')
('SL04652-2022-11-01-10741','S448-13','NGWulyiSdC', 'MB')
('AC12058-2022-11-01-10851','A603-15','MUhelkuXkJkpxz', 'UB')
('SL04652-2022-11-02-10772','S449-20','bCCjEDk', 'LB')
('AC04652-2022-11-01-11016','A612-18','OxzkUHK', 'SU')
('AC22517-2022-11-01-10912','A607-4','DyHKLHQKLMO', 'UB')
('AC04652-2022-11-01-11070','A615-18','mLBnHujzrja', 'SU')
('AC22517-2022-11-02-10924','A607-16','QAMObMOcAf', 'UB')
('SL04652-2022-11-01-10790','S450-14','Yev', 'UB')
('SL04652-2022-11-01-10791','S450-15','KUhDXzL', 'SL')
('SL22517-2022-11-01-10718','S447-14','KKDflRMGJjCIYM', 'UB')
('SL22517-2022-11-02-10823','S451-23','QIEU', 'SL')
('AC12058-2022-11-01-10920','A607-12','TsqsZHSUa', 'SU')
('SL04652-2022-11-01-10812','S451-12','L', 'LB')
('AC04652-2022-11-01-11085','A616-15','vntxNSswpUr', 'UB')
('SL04652-2022-11-01-10814','S451-14','OrWC', 'UB')
('SL22517-2022-11-01-10784','S450-8','lDiWbq', 'SU')
('SL22517-2022-11-01-10813','S451-13','axxdSqDcX', 'MB')
('SL22517-2022-11-02-10900','S455-4','urHrsVCNuqGF', 'LB')
('AC12058-2022-11-01-11004','A612-6','GArCz', 'SU')
('SL04652-2022-11-01-10892','S454-20','IMRFLwVKPHHUyS', 'LB')
('AC12058-2022-11-01-11031','A613-15','mspbRtBp', 'UB')
('SL12058-2022-11-01-10789','S450-13','O', 'MB')
('AC04652-2022-11-02-11045','A614-11','O', 'SL')
('AC22517-2022-11-02-11015','A612-17','usbVFPadny', 'SL')
('SL04652-2022-11-02-10945','S457-1','KBzlxybnzNgtmTG', 'LB')
('AC04652-2022-11-02-11048','A614-14','ChlZ', 'LB')
('AC04652-2022-11-01-11182','A622-4','ZrmqAldMx', 'UB')
('AC22517-2022-11-02-11017','A613-1','uOeSOt', 'LB')
('SL22517-2022-11-01-10846','S452-22','bPGMXhRgelbHO', 'UB')
('AC22517-2022-11-01-11028','A613-12','n', 'SU')
('AC04652-2022-11-01-11186','A622-8','qC', 'LB')
('SL22517-2022-11-01-10850','S453-2','JynjAEajkhDF', 'MB')
('AC22517-2022-11-02-11022','A613-6','RpNxY', 'SU')
('SL22517-2022-11-02-10928','S456-8','ILSpjQAwLKQbmLpn', 'SU')
('AC04652-2022-11-01-11189','A622-11','xHfffDdPHCPXdgG', 'SL')
('AC12058-2022-11-01-11046','A614-12','XazKViYvX', 'SU')
('SL04652-2022-11-01-10936','S456-16','lu', 'SU')
('SL04652-2022-11-01-10937','S456-17','fMFYXSgdQF', 'LB')
('AC04652-2022-11-02-11057','A615-5','cmIzagAEIpr', 'SL')
('AC22517-2022-11-01-11051','A614-17','CAkGxcIwo', 'SL')
('AC22517-2022-11-01-11054','A615-2','UZKrehOWcaZxYEZp', 'LB')
('AC22517-2022-11-01-11055','A615-3','ZORyzBpKUNZlblEj', 'UB')
('AC22517-2022-11-01-11056','A615-4','NhwcMjWwEyuJE', 'UB')
('AC04652-2022-11-02-11074','A616-4','pYgHqr', 'UB')
('AC12058-2022-11-01-11076','A616-6','ifNct', 'SU')
('AC22517-2022-11-01-11074','A616-4','txkqhvY', 'UB')
('SL04652-2022-11-01-10974','S458-6','ZhZQHNNzdTj', 'UB')
('AC04652-2022-11-02-11095','A617-7','lwcBGvJC', 'LB')
('AC12058-2022-11-01-11092','A617-4','zAyvZwAYD', 'UB')
('SL12058-2022-11-01-10866','S453-18','TRXlLwxmXwL', 'MB')
('SL04652-2022-11-02-11022','S460-6','doBDrps', 'UB')
('AC04652-2022-11-02-11106','A617-18','lkNss', 'SU')
('AC22517-2022-11-01-11102','A617-14','KdA', 'LB')
('AC22517-2022-11-01-11103','A617-15','WOyRwZVkXu', 'UB')
('AC22517-2022-11-02-11075','A616-5','tIurMvWceWxoCO', 'SL')
('AC22517-2022-11-01-11105','A617-17','gEfm', 'SL')
('AC22517-2022-11-02-11077','A616-7','jfZlpbWjsHefC', 'LB')
('SL04652-2022-11-02-11026','S460-10','JzNg', 'MB')
('SL12058-2022-11-01-10872','S453-24','pygXJ', 'SU')
('SL04652-2022-11-02-11028','S460-12','tveLFldYvOYe', 'LB')
('AC12058-2022-11-01-11117','A618-11','rAKMTdSoZ', 'SL')
('AC12058-2022-11-01-11118','A618-12','kYoRZFVwwQGOVmU', 'SU')
('AC22517-2022-11-01-11110','A618-4','AU', 'UB')
('SL22517-2022-11-02-11003','S459-11','htyQ', 'UB')
('SL04652-2022-11-02-11032','S460-16','Hpxwph', 'SU')
('AC12058-2022-11-01-11120','A618-14','WxxCPPOvQpJUHY', 'LB')
('AC22517-2022-11-02-11090','A617-2','YVkDrrmHpkh', 'LB')
('SL04652-2022-11-01-11007','S459-15','LoQhfdAEUaGaKfrX', 'SL')
('AC04652-2022-11-02-11139','A619-15','oLwebJTAuJgmBBLJ', 'UB')
('SL04652-2022-11-02-11053','S461-13','nMFgNXaZsDNpjyb', 'MB')
('AC12058-2022-11-01-11157','A620-15','qHwerplzFhuz', 'UB')
('SL04652-2022-11-02-11063','S461-23','tqN', 'SL')
('SL22517-2022-11-02-11052','S461-12','aAKmidx', 'LB')
('SL22517-2022-11-02-11053','S461-13','Njy', 'MB')
('SL22517-2022-11-01-10961','S457-17','OPtoTzbOFTe', 'LB')
('AC12058-2022-11-01-11173','A621-13','PTCqoOzYXEFzbu', 'LB')
('SL22517-2022-11-01-10962','S457-18','QMfdYVC', 'MB')
('SL22517-2022-11-01-10963','S457-19','wVDMIVyWgLxdcDe', 'UB')
('SL04652-2022-11-02-11087','S462-23','GCVEWtSj', 'SL')
('SL22517-2022-11-02-11083','S462-19','lfdkEvXM', 'UB')
('SL22517-2022-11-01-10994','S459-2','LajjyYERXE', 'MB')
('SL22517-2022-11-02-11120','S464-8','IITvxglkSI', 'SU')
('SL04652-2022-11-02-11133','S464-21','XC', 'MB')
('AC04652-2022-11-01-11399','A634-5','YMMJ', 'SL')
('AC04652-2022-11-02-11268','A626-18','ebGJUdSApfMg', 'SU')
('AC04652-2022-11-02-11269','A627-1','ndfFxByc', 'LB')
('SL12058-2022-11-01-11027','S460-11','WEITFaLZPIHCktE', 'UB')
('AC22517-2022-11-02-11235','A625-3','NbrThGCQwHmqqhm', 'UB')
('AC04652-2022-11-02-11283','A627-15','AkdBOR', 'UB')
('AC22517-2022-11-01-11249','A625-17','cb', 'SL')
('SL04652-2022-11-01-11151','S465-15','XQmc', 'SL')
('AC22517-2022-11-01-11260','A626-10','RoefDpYJGhrbxOu', 'UB')
('SL22517-2022-11-02-11171','S466-11','ccNdr', 'UB')
('AC04652-2022-11-01-11451','A637-3','V', 'UB')
('SL12058-2022-11-01-11051','S461-11','rTdkYSRsb', 'UB')
('SL22517-2022-11-01-11100','S463-12','qE', 'LB')
('SL04652-2022-11-01-11166','S466-6','lFCjzkgmpgVgrKa', 'UB')
('AC22517-2022-11-01-11274','A627-6','sUDmfrpyajYyMrw', 'SU')
('AC04652-2022-11-01-11462','A637-14','X', 'LB')
('SL12058-2022-11-01-11059','S461-19','kdHzRshfe', 'UB')
('AC12058-2022-11-01-11315','A629-11','jPPaCIwXWN', 'SL')
('AC22517-2022-11-02-11283','A627-15','PzhKWyNOVS', 'UB')
('SL22517-2022-11-02-11204','S467-20','SzCUNc', 'LB')
('AC12058-2022-11-01-11336','A630-14','GTvpGiEq', 'LB')
('AC04652-2022-11-02-11326','A630-4','EVfOJVVofFDu', 'UB')
('AC04652-2022-11-01-11484','A638-18','x', 'SU')
('SL22517-2022-11-02-11210','S468-2','F', 'MB')
('SL22517-2022-11-02-11211','S468-3','RCkqTPUzAGqXdF', 'UB')
('AC12058-2022-11-01-11338','A630-16','lHTrdQrS', 'UB')
('SL22517-2022-11-02-11213','S468-5','ONyqrNEssbrqaBSd', 'MB')
('SL12058-2022-11-01-11083','S462-19','bdqRyPEkVZsi', 'UB')
('SL04652-2022-11-02-11213','S468-5','EBVWAhJZWlmPjC', 'MB')
('AC04652-2022-11-02-11334','A630-12','QIq', 'SU')
('AC12058-2022-11-01-11343','A631-3','UjQTnoXvpiWqsBwx', 'UB')
('AC04652-2022-11-01-11492','A639-8','EpbVzWPFQux', 'LB')
('AC22517-2022-11-02-11299','A628-13','icfulWNdUHkCn', 'LB')
('AC04652-2022-11-01-11496','A639-12','Hc', 'SU')
('AC22517-2022-11-01-11319','A629-15','F', 'UB')
('SL12058-2022-11-01-11091','S463-3','ChWT', 'UB')
('SL22517-2022-11-02-11225','S468-17','hNJWY', 'LB')
('SL04652-2022-11-01-11212','S468-4','SpRYmpMfuHIhvfiu', 'LB')
('SL22517-2022-11-02-11227','S468-19','NHXQxLqfMgDpdbv', 'UB')
('AC04652-2022-11-02-11348','A631-8','XtUDhtkhGUk', 'LB')
('SL12058-2022-11-01-11094','S463-6','otWc', 'UB')
('AC12058-2022-11-01-11352','A631-12','ullpAKOm', 'SU')
('SL22517-2022-11-01-11151','S465-15','yLG', 'SL')
('AC04652-2022-11-01-11509','A640-7','XZgeocoQuzeg', 'LB')
('SL22517-2022-11-01-11153','S465-17','v', 'LB')
('SL04652-2022-11-02-11238','S469-6','VDDuCYVunoqCLD', 'UB')
('SL12058-2022-11-01-11151','S465-15','WKoYbUOWhoeeLq', 'SL')
('SL22517-2022-11-01-11215','S468-7','vBoxcGDrViulW', 'SL')
('AC22517-2022-11-01-11401','A634-7','NRihUcO', 'LB')
('AC04652-2022-11-02-11408','A634-14','EMcriJPaJ', 'LB')
('AC12058-2022-11-01-11405','A634-11','voqawZDpUO', 'SL')
('SL04652-2022-11-02-11294','S471-14','ZtaErX', 'UB')
('SL22517-2022-11-02-11298','S471-18','U', 'MB')
('SL04652-2022-11-01-11292','S471-12','woBdnBbF', 'LB')
('AC12058-2022-11-01-11415','A635-3','GmbQyLFQGok', 'UB')
('SL04652-2022-11-01-11297','S471-17','ZxHE', 'LB')
('AC04652-2022-11-01-11583','A644-9','LaSOfkuQ', 'UB')
('AC22517-2022-11-01-11415','A635-3','MZWST', 'UB')
('SL22517-2022-11-02-11309','S472-5','fRbgZrfZpMuMzGm', 'MB')
('AC04652-2022-11-02-11426','A635-14','ZJpTF', 'LB')
('AC22517-2022-11-01-11430','A635-18','gUWboNossl', 'SU')
('AC04652-2022-11-01-11599','A645-7','xzp', 'LB')
('SL12058-2022-11-01-11192','S467-8','ojWJYjqcZpqe', 'SU')
('SL22517-2022-11-01-11250','S469-18','bUUdRP', 'MB')
('AC22517-2022-11-01-11433','A636-3','oPLKbMitkvwPUBZo', 'UB')
('AC12058-2022-11-01-11433','A636-3','qmKXjkEfSdcWnH', 'UB')
('SL12058-2022-11-01-11215','S468-7','ebAlUArPfo', 'SL')
('SL04652-2022-11-01-11335','S473-7','hAyjJFLBbXtYY', 'SL')
('AC12058-2022-11-01-11457','A637-9','hNql', 'UB')
('AC22517-2022-11-02-11446','A636-16','tWTZ', 'UB')
('AC12058-2022-11-01-11458','A637-10','OL', 'UB')
('SL22517-2022-11-01-11273','S470-17','OTNMrw', 'LB')
('SL04652-2022-11-02-11352','S473-24','thrJoLTIFf', 'SU')
('AC22517-2022-11-02-11451','A637-3','QubgpryoIdYLy', 'UB')
('AC22517-2022-11-01-11460','A637-12','mBOapaMjiBlwP', 'SU')
('SL04652-2022-11-01-11346','S473-18','KRNvWQMoDOL', 'MB')
('AC22517-2022-11-02-11456','A637-8','T', 'LB')
('AC04652-2022-11-01-11638','A647-10','IW', 'UB')
('AC04652-2022-11-02-11472','A638-6','bparjBrqj', 'SU')
('AC22517-2022-11-01-11474','A638-8','pairFODEwTd', 'LB')
('AC04652-2022-11-02-11478','A638-12','BZJShSjIwuS', 'SU')
('SL12058-2022-11-01-11249','S469-17','OMFEeuSVaXxLcLK', 'LB')
('SL04652-2022-11-01-11368','S474-16','JlEMNLmTTvBbTPe', 'SU')
('AC12058-2022-11-01-11485','A639-1','NCPULDWkvqD', 'LB')
('AC22517-2022-11-02-11478','A638-12','mVjzERLZqthG', 'SU')
('SL04652-2022-11-02-11382','S475-6','uhuUkdSjm', 'UB')
('AC22517-2022-11-02-11484','A638-18','qliZhZCTZhLFaWBQ', 'SU')
('SL22517-2022-11-02-11393','S475-17','qVmLBG', 'LB')
('SL04652-2022-11-01-11383','S475-7','jdJUUDhzrl', 'SL')
('SL22517-2022-11-02-11395','S475-19','QWpiipAz', 'UB')
('AC22517-2022-11-01-11500','A639-16','DT', 'UB')
('AC22517-2022-11-01-11501','A639-17','Zkkdp', 'SL')
('SL04652-2022-11-01-11397','S475-21','C', 'MB')
('AC22517-2022-11-02-11502','A639-18','FxPxWisC', 'SU')
('AC22517-2022-11-01-11517','A640-15','yjCDpY', 'UB')
('AC22517-2022-11-01-11518','A640-16','gtWAw', 'UB')
('SL22517-2022-11-01-11330','S473-2','BeDySJteIhH', 'MB')
('SL22517-2022-11-01-11331','S473-3','veJryjsHAQXPbxGT', 'UB')
('AC22517-2022-11-01-11520','A640-18','lBHUB', 'SU')
('AC04652-2022-11-01-11690','A650-8','ugQMMbMsL', 'LB')
('SL22517-2022-11-02-11412','S476-12','LzRufsQLcPlEn', 'LB')
('AC22517-2022-11-02-11521','A641-1','AeLTCzVPOyred', 'LB')
('SL12058-2022-11-01-11310','S472-6','QLJkmdAFHljUxq', 'UB')
('AC04652-2022-11-02-11538','A641-18','KikJcsLMHXMQdgG', 'SU')
('SL04652-2022-11-01-11424','S476-24','tqtXVApPkAH', 'SU')
('SL12058-2022-11-01-11413','S476-13','SiSYtjez', 'MB')
('AC04652-2022-11-01-11863','A660-1','LXXSd', 'LB')
('SL04652-2022-11-01-11552','S482-8','iHuLCPc', 'SU')
('AC22517-2022-11-02-11645','A647-17','ZIFeiDkLSB', 'SL')
('AC04652-2022-11-02-11699','A650-17','tOS', 'SL')
('SL04652-2022-11-02-11579','S483-11','EhkORJlxywKffk', 'UB')
('AC22517-2022-11-01-11680','A649-16','OKbWEBkOdUyv', 'UB')
('SL04652-2022-11-02-11586','S483-18','cBeVLyXCiyFmjz', 'MB')
('SL12058-2022-11-01-11469','S478-21','FGmDYzxmfgybAjbL', 'MB')
('AC04652-2022-11-02-11705','A651-5','lCZ', 'SL')
('AC12058-2022-11-01-11692','A650-10','nEroD', 'UB')
('SL22517-2022-11-02-11590','S483-22','zqwm', 'UB')
('SL04652-2022-11-01-11560','S482-16','jmaAOsBtnh', 'SU')
('SL04652-2022-11-01-11561','S482-17','SXRyWnbRRAyb', 'LB')
('SL04652-2022-11-01-11576','S483-8','tOBf', 'SU')
('AC04652-2022-11-02-11722','A652-4','MMlIOqAnM', 'UB')
('SL04652-2022-11-02-11617','S485-1','s', 'LB')
('SL22517-2022-11-02-11611','S484-19','KCMyRGbgLmwrszw', 'UB')
('SL22517-2022-11-01-11522','S481-2','bUxg', 'MB')
('SL04652-2022-11-01-11581','S483-13','qjgpyfXNWFp', 'MB')
('SL04652-2022-11-02-11620','S485-4','QrhAmQQBbqmnoDjN', 'LB')
('SL12058-2022-11-01-11495','S479-23','wcRimrUIpW', 'SL')
('SL22517-2022-11-01-11524','S481-4','RjninthL', 'LB')
('AC22517-2022-11-01-11715','A651-15','nrRUMjPMBUuY', 'UB')
('SL22517-2022-11-02-11618','S485-2','NKaeAJmz', 'MB')
('SL22517-2022-11-02-11619','S485-3','rtFyTevmtLGNo', 'UB')
('AC04652-2022-11-01-11912','A662-14','zusgXHTDG', 'LB')
('SL04652-2022-11-01-11589','S483-21','CixTLd', 'MB')
('AC04652-2022-11-02-11744','A653-8','UqxYLqHIyTXdgWW', 'LB')
('AC12058-2022-11-01-11735','A652-17','fKykgic', 'SL')
('AC04652-2022-11-02-11757','A654-3','edZNzCRp', 'UB')
('AC22517-2022-11-02-11701','A651-1','aNGyiLvDQJrJ', 'LB')
('SL22517-2022-11-02-11648','S486-8','BzxuIVBeTS', 'SU')
('SL22517-2022-11-01-11557','S482-13','IAuO', 'MB')
('AC22517-2022-11-02-11711','A651-11','g', 'SL')
('SL04652-2022-11-01-11633','S485-17','DqONxdQunT', 'LB')
('SL22517-2022-11-02-11674','S487-10','XumVBBd', 'MB')
('AC12058-2022-11-01-11765','A654-11','hOfCIWnlENTSbhLT', 'SL')
('SL22517-2022-11-01-11616','S484-24','PuTd', 'SU')
('AC04652-2022-11-02-11808','A656-18','OxRUUSnmRDloY', 'SU')
('AC22517-2022-11-01-11792','A656-2','RgpANUftHQHZZQSI', 'LB')
('SL04652-2022-11-01-11662','S486-22','YiVWbrTTNyOOtoOd', 'UB')
('AC04652-2022-11-01-12003','A667-15','xnhdfFtsv', 'UB')
('SL04652-2022-11-02-11719','S489-7','iTwGDWl', 'SL')
('AC22517-2022-11-01-11808','A656-18','KjxqLTFuA', 'SU')
('AC22517-2022-11-02-11771','A654-17','yrWxxUYJn', 'SL')
('SL22517-2022-11-01-11637','S485-21','lVNgHJzqDSl', 'MB')
('AC22517-2022-11-01-11812','A657-4','czFvEzwYAgks', 'UB')
('AC22517-2022-11-01-11830','A658-4','Rl', 'UB')
('AC04652-2022-11-01-12039','A669-15','hofwr', 'UB')
('AC12058-2022-11-01-11939','A664-5','k', 'SL')
('AC04652-2022-11-01-12149','A675-17','ZoYrWQvZUWOT', 'SL')
('AC04652-2022-11-02-11961','A665-9','WyNetZBbzc', 'UB')
('SL12058-2022-11-01-11728','S489-16','WdmoyjVX', 'SU')
('AC12058-2022-11-01-11948','A664-14','QNbrkCFFgTLj', 'LB')
('SL04652-2022-11-01-11814','S493-6','Gt', 'UB')
('AC22517-2022-11-01-11947','A664-13','KKDSGjakAUOqslH', 'LB')
('AC04652-2022-11-02-11968','A665-16','czKCGCoXrVUaUio', 'UB')
('AC22517-2022-11-02-11957','A665-5','QUqNBBgIlpsT', 'SL')
('AC22517-2022-11-01-11997','A667-9','zXvIb', 'UB')
('AC12058-2022-11-01-11994','A667-6','CJLiEwYZokd', 'SU')
('SL04652-2022-11-01-11854','S494-22','arYfxgGGOkC', 'UB')
('SL04652-2022-11-02-11900','S496-20','xuxqhulUVRzVr', 'LB')
('SL04652-2022-11-02-11901','S496-21','GpAqKXTlhcnrpMQZ', 'MB')
('SL22517-2022-11-01-11836','S494-4','fdkaYUoHl', 'LB')
('SL12058-2022-11-01-11774','S491-14','fXmpESvsjH', 'UB')
('AC22517-2022-11-01-12003','A667-15','oiOJuWiCSDASjamp', 'UB')
('SL22517-2022-11-01-11838','S494-6','YV', 'UB')
('AC04652-2022-11-01-12201','A678-15','fQEVZ', 'UB')
('AC22517-2022-11-02-11965','A665-13','cw', 'LB')
('AC22517-2022-11-01-12006','A667-18','hTrKrsdUvF', 'SU')
('AC22517-2022-11-01-12007','A668-1','YNPnDLYn', 'LB')
('SL04652-2022-11-02-11906','S497-2','LaVIEUKFMbqyRCI', 'MB')
('SL04652-2022-11-02-11908','S497-4','sOcxcOJzank', 'LB')
('AC22517-2022-11-01-12009','A668-3','ASjsPm', 'UB')
('SL12058-2022-11-01-11824','S493-16','UY', 'SU')
('AC22517-2022-11-02-12026','A669-2','mWrgfYNtpUknOBuU', 'LB')
('AC22517-2022-11-02-12027','A669-3','SmBVxxCdVrGQBWwG', 'UB')
('SL22517-2022-11-02-11965','S499-13','pramVHidWsQxmaB', 'MB')
('AC04652-2022-11-01-12248','A681-8','QciWv', 'LB')
('AC04652-2022-11-01-12249','A681-9','bucv', 'UB')
('SL04652-2022-11-02-11957','S499-5','DbvFOAzxdRKL', 'MB')
('AC12058-2022-11-01-12063','A671-3','eoWvSLGVus', 'UB')
('SL22517-2022-11-02-11972','S499-20','fX', 'LB')
('SL22517-2022-11-02-11973','S499-21','ZosPvnCjxGPv', 'MB')
('AC04652-2022-11-02-12074','A671-14','Ta', 'LB')
('SL22517-2022-11-02-11974','S499-22','MTHWcbF', 'UB')
('AC22517-2022-11-02-12059','A670-17','pWrEqTGKlQVxqMT', 'SL')
('AC22517-2022-11-02-12083','A672-5','NzylbgsRpPmMhwv', 'SL')
('SL12058-2022-11-01-11887','S496-7','xa', 'SL')
('SL12058-2022-11-01-11888','S496-8','UxspHlXDz', 'SU')
('AC22517-2022-11-02-12087','A672-9','XNfunumUPNW', 'UB')
('AC22517-2022-11-02-12173','A677-5','yF', 'SL')
('AC22517-2022-11-01-12202','A678-16','tpDjesOpuPVq', 'UB')
('SL04652-2022-11-01-12084','S504-12','Ea', 'LB')
('SL04652-2022-11-02-12129','S506-9','Fjs', 'LB')
('SL04652-2022-11-01-12112','S505-16','ooapm', 'SU')
('AC04652-2022-11-01-12414','A690-12','qlcX', 'SU')
('AC04652-2022-11-01-12463','A693-7','UJ', 'LB')
('SL22517-2022-11-02-12189','S508-21','GecshFBRWHkIFlZG', 'MB')
('AC22517-2022-11-01-12286','A683-10','TuTIQPSJnnrIyJ', 'UB')
('AC12058-2022-11-01-12305','A684-11','svqzi', 'SL')
('SL04652-2022-11-01-12170','S508-2','HjaGJVc', 'MB')
('SL12058-2022-11-01-12043','S502-19','faqEY', 'UB')
('SL22517-2022-11-01-12111','S505-15','H', 'SL')
('AC12058-2022-11-01-12315','A685-3','PvRKMGrf', 'UB')
('AC04652-2022-11-01-12477','A694-3','NGrRysFECvlFf', 'UB')
('SL22517-2022-11-01-12115','S505-19','FbX', 'UB')
('AC22517-2022-11-01-12298','A684-4','TBoTqt', 'UB')
('SL04652-2022-11-01-12213','S509-21','LOhj', 'MB')
('SL04652-2022-11-01-12214','S509-22','ZGITBQvJVH', 'UB')
('SL22517-2022-11-01-12154','S507-10','BiNdDVhAMJJAz', 'MB')
('AC04652-2022-11-02-12328','A685-16','rfLquOc', 'UB')
('SL12058-2022-11-01-12114','S505-18','gpvIiHYTF', 'MB')
('SL22517-2022-11-01-12189','S508-21','hEWVXcCCBUP', 'MB')
('SL04652-2022-11-01-12239','S510-23','XMgeS', 'SL')
('SL12058-2022-11-01-12127','S506-7','fLqPtPkep', 'SL')
('SL04652-2022-11-01-12248','S511-8','MWkLtTmuoc', 'SU')
('SL04652-2022-11-02-12283','S512-19','EkuwXxmwZSMPb', 'UB')
('AC22517-2022-11-01-12408','A690-6','hcIU', 'SU')
('SL04652-2022-11-02-12303','S513-15','gDBoCIUlopOeCJ', 'SL')
('AC22517-2022-11-02-12373','A688-7','Gjauxoy', 'LB')
('SL12058-2022-11-01-12149','S507-5','cYjXhCLfKiVGR', 'MB')
('AC04652-2022-11-01-12610','A701-10','Er', 'UB')
('AC04652-2022-11-02-12418','A690-16','O', 'UB')
('AC12058-2022-11-01-12438','A691-18','a', 'SU')
('AC12058-2022-11-01-12439','A692-1','tMq', 'LB')
('AC04652-2022-11-02-12432','A691-12','zendWLMJ', 'SU')
('AC22517-2022-11-02-12401','A689-17','YVISUVDrfoK', 'SL')
('AC04652-2022-11-01-12633','A702-15','aNBMMJIPxGZU', 'UB')
('SL04652-2022-11-02-12332','S514-20','hsHULgMS', 'LB')
