('AC04652-2022-11-02-25','A2-7','LhDI', 'LB')
('SL04652-2022-11-02-2739','S115-3','NMOKJfMWHDOxMnyd', 'UB')
('AC04652-2022-11-01-2846','A159-2','Xq', 'LB')
('SL22517-2022-11-01-2807','S117-23','Eo', 'SL')
('AC22517-2022-11-01-2679','A149-15','OJgyARdrkLCbdCJ', 'UB')
('AC22517-2022-11-02-2862','A159-18','uaSBM', 'SU')
('SL12058-2022-11-01-2807','S117-23','pLjXCnWoLnkILDXo', 'SL')
('SL22517-2022-11-02-2865','S120-9','DbwpDyUH', 'LB')
('AC04652-2022-11-02-2798','A156-8','DxA', 'LB')
('AC22517-2022-11-01-2685','A150-3','hHmgftEBvirdP', 'UB')
('AC22517-2022-11-02-2883','A161-3','mVOGAiTBfNno', 'UB')
('SL04652-2022-11-01-2869','S120-13','CkV', 'MB')
('SL12058-2022-11-01-2826','S118-18','F', 'MB')
('SL22517-2022-11-02-2884','S121-4','h', 'LB')
('SL12058-2022-11-01-2828','S118-20','rsbWqxZAbcTog', 'LB')
('AC22517-2022-11-01-2696','A150-14','AGWCYxp', 'LB')
('AC22517-2022-11-02-2935','A164-1','SAjc', 'LB')
('SL04652-2022-11-01-2921','S122-17','cwXYF', 'LB')
('SL22517-2022-11-02-2929','S123-1','maW', 'LB')
('AC04652-2022-11-02-2852','A159-8','vuGxLlIWJtHkZp', 'LB')
('SL22517-2022-11-02-2934','S123-6','bM', 'UB')
('AC04652-2022-11-02-2854','A159-10','HFj', 'UB')
('SL22517-2022-11-02-2936','S123-8','xYvxWtYrf', 'SU')
('AC04652-2022-11-02-2855','A159-11','MepC', 'SL')
('SL22517-2022-11-02-2939','S123-11','wPmkSLOQfxKj', 'UB')
('AC22517-2022-11-02-2950','A164-16','bFucGI', 'UB')
('SL22517-2022-11-02-2945','S123-17','bbgfT', 'LB')
('SL22517-2022-11-02-2947','S123-19','rnvwtXHAGSc', 'UB')
('AC12058-2022-11-01-2892','A161-12','gTbU', 'SU')
('SL12058-2022-11-01-2894','S121-14','KzWDSEsRaQpAjzs', 'UB')
('SL22517-2022-11-01-2917','S122-13','YRGoMVugCaQhKM', 'MB')
('AC22517-2022-11-01-2750','A153-14','DLCQYQvxIGUgZw', 'LB')
('AC22517-2022-11-02-2963','A165-11','BoWpItMTrCYKulaB', 'SL')
('AC04652-2022-11-02-2874','A160-12','VaJbjS', 'SU')
('SL04652-2022-11-02-2850','S119-18','sJSSHSlsHgWefBn', 'MB')
('SL22517-2022-11-01-2923','S122-19','GyMFVYKgZCQuXHyv', 'UB')
('SL04652-2022-11-02-2851','S119-19','gzRQL', 'UB')
('AC12058-2022-11-01-2903','A162-5','nbaHnXNrhTF', 'SL')
('AC22517-2022-11-01-2757','A154-3','Aut', 'UB')
('SL04652-2022-11-01-2951','S123-23','nWBF', 'SL')
('AC04652-2022-11-01-2957','A165-5','xTZJbbRhGKUtTFA', 'SL')
('AC22517-2022-11-02-2977','A166-7','PhFTwiqSqXeCD', 'LB')
('SL04652-2022-11-01-2957','S124-5','RuOIVwTRlDWjoExl', 'MB')
('SL04652-2022-11-02-2864','S120-8','IFUTmsEwZyfiySDk', 'SU')
('SL12058-2022-11-01-2906','S122-2','vHWThqd', 'MB')
('SL04652-2022-11-01-2959','S124-7','iNcHCkShYdNcg', 'SL')
('SL04652-2022-11-02-2865','S120-9','iqQxIm', 'LB')
('AC04652-2022-11-02-2892','A161-12','qYjfrSYOUxRnO', 'SU')
('SL04652-2022-11-01-2963','S124-11','KVAAwAXSWlsWCg', 'UB')
('SL22517-2022-11-02-2971','S124-19','UANqvpEdWNG', 'UB')
('AC22517-2022-11-02-2985','A166-15','ZlzjjRnptjO', 'UB')
('SL22517-2022-11-01-2939','S123-11','A', 'UB')
('SL22517-2022-11-02-2983','S125-7','BmUpZjn', 'SL')
('SL12058-2022-11-01-2919','S122-15','hMveOnE', 'SL')
('SL04652-2022-11-02-2876','S120-20','Ywowk', 'LB')
('AC22517-2022-11-02-3004','A167-16','qovjtrXvBQuzBL', 'UB')
('AC12058-2022-11-01-2941','A164-7','ugjn', 'LB')
('AC12058-2022-11-01-2950','A164-16','O', 'UB')
('AC22517-2022-11-01-2796','A156-6','IdcMvvRicaNW', 'SU')
('AC04652-2022-11-02-2928','A163-12','WJ', 'SU')
('AC22517-2022-11-02-3020','A168-14','rekr', 'LB')
('SL04652-2022-11-02-2911','S122-7','gkr', 'SL')
('AC22517-2022-11-01-2815','A157-7','BCUSfGllRDzuJa', 'LB')
('AC12058-2022-11-01-3009','A168-3','ofDP', 'UB')
('SL22517-2022-11-02-3058','S128-10','IWZQtSaAPDD', 'MB')
('AC22517-2022-11-01-2854','A159-10','lKbohLMuiNeJqC', 'UB')
('AC22517-2022-11-02-3069','A171-9','XWV', 'UB')
('AC04652-2022-11-01-3038','A169-14','OBQqATzIlng', 'LB')
('SL12058-2022-11-01-2995','S125-19','oO', 'UB')
('SL04652-2022-11-01-3037','S127-13','LkviFRg', 'MB')
('AC12058-2022-11-01-3020','A168-14','JnupSnDToCgjtA', 'LB')
('AC22517-2022-11-01-2867','A160-5','eAKVfehJ', 'SL')
('AC12058-2022-11-01-3022','A168-16','dEu', 'UB')
('SL22517-2022-11-01-3030','S127-6','ggaTlrVMKSuEDN', 'UB')
('AC04652-2022-11-02-3010','A168-4','LWIahpgeIH', 'UB')
('SL22517-2022-11-01-3047','S127-23','gfjcjJrgMCn', 'SL')
('SL04652-2022-11-02-2984','S125-8','uOyH', 'SU')
('SL04652-2022-11-01-3091','S129-19','DHv', 'UB')
('AC22517-2022-11-01-2917','A163-1','vQV', 'LB')
('AC12058-2022-11-01-3072','A171-12','zmdtVAlJgcOaFLmw', 'SU')
('SL04652-2022-11-02-3019','S126-19','l', 'UB')
('AC12058-2022-11-01-3075','A171-15','yBBHJu', 'UB')
('AC04652-2022-11-02-3050','A170-8','iBCWGRIAs', 'LB')
('SL12058-2022-11-01-3054','S128-6','DKoumMnrztDvCn', 'UB')
('SL12058-2022-11-01-3055','S128-7','wuvwMdgEsznuGdLH', 'SL')
('AC12058-2022-11-01-3079','A172-1','MeODgCtvYBKIvKPI', 'LB')
('AC04652-2022-11-02-3053','A170-11','hDoSxnqKQtZtnx', 'SL')
('SL04652-2022-11-02-3045','S127-21','ORUuSzms', 'MB')
('SL04652-2022-11-01-3122','S131-2','czdtLmnEXOyonTX', 'MB')
('AC22517-2022-11-01-2968','A165-16','fwUUFSCru', 'UB')
('AC04652-2022-11-01-3135','A175-3','ihxhMjgISv', 'UB')
('SL04652-2022-11-01-3147','S132-3','TkJKcfcMJvdNGEQ', 'UB')
('AC12058-2022-11-01-3117','A174-3','DKEwOKZjQOfMl', 'UB')
('AC12058-2022-11-01-3118','A174-4','GaAfhfIbkZljs', 'UB')
('SL22517-2022-11-01-3127','S131-7','IUR', 'SL')
('AC04652-2022-11-01-3137','A175-5','IXGcOYplIPQ', 'SL')
('AC04652-2022-11-02-3109','A173-13','xoIwJKqssouaGN', 'LB')
('AC12058-2022-11-01-3130','A174-16','JtqC', 'UB')
('SL22517-2022-11-01-3145','S132-1','DQVCaqFgdWghK', 'LB')
('SL22517-2022-11-01-3149','S132-5','vmSNhAR', 'MB')
('SL22517-2022-11-01-3157','S132-13','sd', 'MB')
('SL04652-2022-11-01-3173','S133-5','MUdQuKGecInigss', 'MB')
('SL22517-2022-11-01-3159','S132-15','KSZjwse', 'SL')
('AC22517-2022-11-01-3004','A167-16','BDPmaCqqMoloBVev', 'UB')
('SL04652-2022-11-01-3174','S133-6','Gi', 'UB')
('SL04652-2022-11-01-3175','S133-7','EjBESEtrFcW', 'SL')
('AC22517-2022-11-02-3213','A179-9','ZIRrmgK', 'UB')
('AC04652-2022-11-01-3160','A176-10','xG', 'UB')
('SL12058-2022-11-01-3106','S130-10','dLOSAooBgz', 'MB')
('AC04652-2022-11-01-3162','A176-12','xDUVOWKiv', 'SU')
('SL22517-2022-11-01-3167','S132-23','vMcDDxFjz', 'SL')
('SL22517-2022-11-02-3201','S134-9','HnVmFjMRX', 'LB')
('SL22517-2022-11-02-3202','S134-10','evYCUbdgjOW', 'MB')
('AC04652-2022-11-01-3167','A176-17','hKHiMIapWnARcFmh', 'SL')
('AC12058-2022-11-01-3156','A176-6','QsBUOIUV', 'SU')
('AC22517-2022-11-02-3223','A180-1','qEmg', 'LB')
('SL12058-2022-11-01-3113','S130-17','Q', 'LB')
('SL22517-2022-11-02-3204','S134-12','GIvAAS', 'LB')
('SL22517-2022-11-01-3174','S133-6','fcxEkud', 'UB')
('SL22517-2022-11-01-3175','S133-7','IdW', 'SL')
('SL22517-2022-11-01-3176','S133-8','sUlAs', 'SU')
('AC22517-2022-11-02-3227','A180-5','cWKjWpF', 'SL')
('SL04652-2022-11-02-3123','S131-3','u', 'UB')
('SL12058-2022-11-01-3116','S130-20','nEiWnaaBwEJUxceV', 'LB')
('AC22517-2022-11-02-3238','A180-16','P', 'UB')
('SL12058-2022-11-01-3122','S131-2','R', 'MB')
('AC12058-2022-11-01-3169','A177-1','PEFzDYHaOXzH', 'LB')
('AC04652-2022-11-01-3182','A177-14','sWVLGCqCEGnfmmw', 'LB')
('AC04652-2022-11-02-3153','A176-3','uC', 'UB')
('SL12058-2022-11-01-3124','S131-4','brDgmsQj', 'LB')
('AC12058-2022-11-01-3174','A177-6','WGghCGzhisi', 'SU')
('AC12058-2022-11-01-3176','A177-8','qJZT', 'LB')
('AC04652-2022-11-02-3156','A176-6','thnwvWNHZ', 'SU')
('AC22517-2022-11-01-3041','A169-17','XNISGWAu', 'SL')
('AC12058-2022-11-01-3178','A177-10','YyUMjiq', 'UB')
('SL04652-2022-11-01-3207','S134-15','DLEiV', 'SL')
('SL04652-2022-11-02-3144','S131-24','chRNxtDyh', 'SU')
('SL04652-2022-11-01-3210','S134-18','R', 'MB')
('SL22517-2022-11-01-3215','S134-23','kESiaPu', 'SL')
('SL22517-2022-11-01-3219','S135-3','bmALVbSTyGhWgK', 'UB')
('SL22517-2022-11-01-3220','S135-4','N', 'LB')
('AC22517-2022-11-01-3071','A171-11','V', 'SL')
('SL04652-2022-11-02-3165','S132-21','ZmJfrLEMXhjlJAdE', 'MB')
('SL22517-2022-11-01-3224','S135-8','O', 'SU')
('AC04652-2022-11-01-3217','A179-13','eAEIgibhVGlSckw', 'LB')
('AC12058-2022-11-01-3209','A179-5','qxEHCGovrjR', 'SL')
('SL22517-2022-11-02-3253','S136-13','bsIZpIOaoZjxIi', 'MB')
('AC04652-2022-11-02-3196','A178-10','IN', 'UB')
('AC22517-2022-11-02-3288','A183-12','YlpgQtvEZdcVhsVh', 'SU')
('AC04652-2022-11-02-3201','A178-15','nTnQmxTEaRKBhNMY', 'UB')
('AC22517-2022-11-01-3093','A172-15','v', 'UB')
('AC12058-2022-11-01-3223','A180-1','nPdeOpaEGzMZ', 'LB')
('AC12058-2022-11-01-3224','A180-2','dzSzBmFqPJcW', 'LB')
('AC12058-2022-11-01-3225','A180-3','RWDcMOjA', 'UB')
('SL04652-2022-11-02-3187','S133-19','iuaTL', 'UB')
('AC22517-2022-11-02-3295','A184-1','ISVzcS', 'LB')
('SL22517-2022-11-02-3276','S137-12','YChAyuVhXtuMkn', 'LB')
('SL04652-2022-11-01-3264','S136-24','fWJ', 'SU')
('SL04652-2022-11-01-3265','S137-1','EsnmOAmnyBrQ', 'LB')
('AC22517-2022-11-01-3107','A173-11','EqFaBzgKFCmgu', 'SL')
('AC22517-2022-11-01-3111','A173-15','eCfPKwJ', 'UB')
('SL22517-2022-11-01-3250','S136-10','lnzMclXVSwFxL', 'MB')
('AC12058-2022-11-01-3239','A180-17','OpaVcqECMHYX', 'SL')
('SL22517-2022-11-02-3291','S138-3','zTXJsEw', 'UB')
('SL22517-2022-11-02-3295','S138-7','uIJpjnaKq', 'SL')
('SL22517-2022-11-01-3259','S136-19','AQhDVLC', 'UB')
('SL04652-2022-11-01-3284','S137-20','CxkvQSzvdFQXdCX', 'LB')
('AC04652-2022-11-01-3254','A181-14','PHzlQmF', 'LB')
('AC12058-2022-11-01-3255','A181-15','DKjeALVEMUeLx', 'UB')
('SL04652-2022-11-02-3208','S134-16','AUNbBxwNuM', 'SU')
('SL04652-2022-11-01-3287','S137-23','bBBbyWZcZPXDYO', 'SL')
('SL22517-2022-11-02-3338','S140-2','KUPLpq', 'MB')
('AC22517-2022-11-02-3359','A187-11','wOCeH', 'SL')
('AC22517-2022-11-02-3361','A187-13','nfBSvODdAf', 'LB')
('AC12058-2022-11-01-3300','A184-6','SlfpQ', 'SU')
('SL22517-2022-11-01-3305','S138-17','JEgEmm', 'LB')
('SL22517-2022-11-02-3347','S140-11','tlg', 'UB')
('SL04652-2022-11-01-3325','S139-13','ErrQUU', 'MB')
('AC04652-2022-11-02-3265','A182-7','g', 'LB')
('AC12058-2022-11-01-3302','A184-8','ypRymukJyAJoi', 'LB')
('SL22517-2022-11-02-3351','S140-15','ld', 'SL')
('SL04652-2022-11-02-3252','S136-12','vTNJpodmKZeKIR', 'LB')
('AC22517-2022-11-02-3373','A188-7','idFXCwEtCklDH', 'LB')
('AC22517-2022-11-02-3374','A188-8','mrMMXvOu', 'LB')
('SL04652-2022-11-01-3331','S139-19','pF', 'UB')
('AC04652-2022-11-01-3311','A184-17','vkWEZyO', 'SL')
('SL04652-2022-11-02-3258','S136-18','qx', 'MB')
('SL22517-2022-11-02-3356','S140-20','BKPlUQs', 'LB')
('SL22517-2022-11-02-3357','S140-21','ANHE', 'MB')
('SL04652-2022-11-02-3260','S136-20','YVbYCcgxsBSaxZ', 'LB')
('AC12058-2022-11-01-3312','A184-18','hIHDLLYWlG', 'SU')
('AC12058-2022-11-01-3313','A185-1','c', 'LB')
('AC22517-2022-11-02-3379','A188-13','ahThZMeIuecnVeOA', 'LB')
('AC04652-2022-11-02-3278','A183-2','opyEVbhbyCmQ', 'LB')
('AC22517-2022-11-02-3382','A188-16','tFtF', 'UB')
('SL12058-2022-11-01-3267','S137-3','aKD', 'UB')
('AC22517-2022-11-01-3180','A177-12','FVsTQaGJkFVW', 'SU')
('AC04652-2022-11-02-3282','A183-6','ssueEFvxXHEsm', 'SU')
('AC04652-2022-11-02-3283','A183-7','jfgSYkhE', 'LB')
('SL04652-2022-11-01-3342','S140-6','gaCQEu', 'UB')
('AC04652-2022-11-02-3285','A183-9','elmqAhNrkiqfYGe', 'UB')
('AC12058-2022-11-01-3326','A185-14','AOqVCrPZujXBk', 'LB')
('SL12058-2022-11-01-3273','S137-9','DSpoGAoJGhM', 'LB')
('SL04652-2022-11-02-3274','S137-10','JMGPhclqbvyNs', 'MB')
('AC22517-2022-11-01-3186','A177-18','VPeFPQpShsDoCrp', 'SU')
('SL04652-2022-11-01-3350','S140-14','dbYRqDE', 'UB')
('AC04652-2022-11-01-3372','A188-6','HenKfSWNyQ', 'SU')
('SL04652-2022-11-02-3307','S138-19','pDYhTNRDp', 'UB')
('SL12058-2022-11-01-3313','S139-1','vtiEC', 'LB')
('AC04652-2022-11-01-3377','A188-11','saHdPlhdTFAe', 'SL')
('AC04652-2022-11-01-3385','A189-1','olXDGeqeB', 'LB')
('SL04652-2022-11-01-3405','S142-21','XOsLlE', 'MB')
('AC12058-2022-11-01-3375','A188-9','TODeRFyRlqFHDlG', 'UB')
('AC12058-2022-11-01-3376','A188-10','XhmsPHpNZQIs', 'UB')
('AC12058-2022-11-01-3377','A188-11','aGngiPLqP', 'SL')
('AC04652-2022-11-01-3388','A189-4','KVIfW', 'UB')
('SL12058-2022-11-01-3326','S139-14','eO', 'UB')
('AC04652-2022-11-01-3389','A189-5','jwSM', 'SL')
('AC22517-2022-11-02-3440','A192-2','rRElXTLUe', 'LB')
('SL04652-2022-11-02-3320','S139-8','qyrmhpnMKmHT', 'SU')
('AC22517-2022-11-02-3441','A192-3','AvEeDrTotoIEX', 'UB')
('SL04652-2022-11-02-3322','S139-10','HBKBIBvozZEPSs', 'MB')
('AC04652-2022-11-01-3391','A189-7','uDXQfM', 'LB')
('AC04652-2022-11-01-3392','A189-8','rwiA', 'LB')
('SL12058-2022-11-01-3330','S139-18','APHxRMjBWmC', 'MB')
('SL12058-2022-11-01-3331','S139-19','XbwBzgFJ', 'UB')
('AC04652-2022-11-01-3394','A189-10','hqXJG', 'UB')
('AC22517-2022-11-02-3447','A192-9','heyJnxoaNgbCFzFy', 'UB')
('AC22517-2022-11-02-3448','A192-10','rXmUsRYUWmwomxbP', 'UB')
('SL04652-2022-11-01-3415','S143-7','XCoDOloy', 'SL')
('AC22517-2022-11-02-3450','A192-12','kjWFpcOqL', 'SU')
('AC04652-2022-11-02-3346','A186-16','gCmsEvcpfe', 'UB')
('AC22517-2022-11-01-3240','A180-18','nvheYgp', 'SU')
('SL04652-2022-11-02-3328','S139-16','rWpxECtYbKPRiQ', 'SU')
('SL12058-2022-11-01-3341','S140-5','Z', 'MB')
('AC04652-2022-11-02-3349','A187-1','HldeyZLgkXen', 'LB')
('SL04652-2022-11-02-3334','S139-22','RSYRnptEa', 'UB')
('SL22517-2022-11-02-3444','S144-12','oXHXMr', 'LB')
('SL04652-2022-11-01-3424','S143-16','mEfaslJIWRgouqwY', 'SU')
('AC04652-2022-11-01-3401','A189-17','OUygOCNyhDxtZBsc', 'SL')
('SL22517-2022-11-01-3397','S142-13','cpBOgcm', 'MB')
('SL04652-2022-11-02-3338','S140-2','VDaNjYvngSd', 'MB')
('SL04652-2022-11-02-3342','S140-6','eKuouC', 'UB')
('SL12058-2022-11-01-3372','S141-12','MclruMOim', 'LB')
('SL04652-2022-11-02-3377','S141-17','lHoktnzeVImcIqo', 'LB')
('SL22517-2022-11-02-3489','S146-9','dk', 'LB')
('AC04652-2022-11-01-3443','A192-5','tmsNuvEEHMxsJhdi', 'SL')
('AC22517-2022-11-02-3505','A195-13','RCGPozm', 'LB')
('AC12058-2022-11-01-3442','A192-4','IWQQeXjYmqurz', 'UB')
('SL04652-2022-11-01-3466','S145-10','ATgZnXGeFFcllrv', 'MB')
('AC22517-2022-11-01-3289','A183-13','TdCQE', 'LB')
('AC12058-2022-11-01-3461','A193-5','ziGEwUsbauArRp', 'SL')
('AC12058-2022-11-01-3462','A193-6','NOClYeyO', 'SU')
('SL12058-2022-11-01-3405','S142-21','CT', 'MB')
('AC22517-2022-11-02-3520','A196-10','DqzkGwtRCRjnH', 'UB')
('SL04652-2022-11-02-3396','S142-12','pEokowzllHeRDs', 'LB')
('SL12058-2022-11-01-3409','S143-1','CsWQaLKcmQ', 'LB')
('SL12058-2022-11-01-3410','S143-2','AEDuhYrqUomB', 'MB')
('AC12058-2022-11-01-3469','A193-13','d', 'LB')
('AC04652-2022-11-01-3473','A193-17','LExpXueKF', 'SL')
('AC22517-2022-11-01-3301','A184-7','BeqMpnNd', 'LB')
('SL22517-2022-11-02-3522','S147-18','uHxB', 'MB')
('SL12058-2022-11-01-3443','S144-11','txarRrNTD', 'UB')
('AC04652-2022-11-01-3505','A195-13','JWxUKjPBz', 'LB')
('SL22517-2022-11-01-3484','S146-4','bjFIb', 'LB')
('SL22517-2022-11-02-3558','S149-6','muygVITkIdVi', 'UB')
('SL22517-2022-11-02-3559','S149-7','ntHPZpCVxVhaWipT', 'SL')
('AC22517-2022-11-01-3327','A185-15','jSiJ', 'UB')
('AC12058-2022-11-01-3491','A194-17','r', 'SL')
('AC22517-2022-11-01-3328','A185-16','HPQWARenLk', 'UB')
('SL22517-2022-11-01-3487','S146-7','XUfUAGG', 'SL')
('AC12058-2022-11-01-3494','A195-2','daXOFuuOqthUtI', 'LB')
('AC12058-2022-11-01-3495','A195-3','EwPHhZXJkWcnuE', 'UB')
('SL04652-2022-11-01-3520','S147-16','KiHFzJbneMrGev', 'SU')
('AC22517-2022-11-02-3601','A201-1','ATKc', 'LB')
('AC04652-2022-11-02-3470','A193-14','lLYgsiOIc', 'LB')
('AC04652-2022-11-02-3471','A193-15','NgReRiOOfmZ', 'UB')
('AC22517-2022-11-01-3378','A188-12','AkapeXWgGn', 'SU')
('AC04652-2022-11-01-3555','A198-9','cGqmfhJXhhigBOz', 'UB')
('AC22517-2022-11-01-3384','A188-18','bkeinLEwq', 'SU')
('SL22517-2022-11-01-3542','S148-14','mBJXhFOAsQ', 'UB')
('AC04652-2022-11-02-3480','A194-6','FcAnRPGmKumn', 'SU')
('AC22517-2022-11-02-3613','A201-13','KI', 'LB')
('AC22517-2022-11-02-3614','A201-14','NlXrlyiOWpioigB', 'LB')
('AC22517-2022-11-01-3399','A189-15','HGhIQTHgpwonsDY', 'UB')
('SL12058-2022-11-01-3518','S147-14','M', 'UB')
('SL04652-2022-11-01-3583','S150-7','MdDwwb', 'SL')
('AC04652-2022-11-02-3488','A194-14','ZrpiLeIGeemPPoA', 'LB')
('SL22517-2022-11-01-3559','S149-7','iC', 'SL')
('SL22517-2022-11-01-3560','S149-8','sgqjlLaHbzUTioy', 'SU')
('AC22517-2022-11-02-3624','A202-6','KzraQTWFBuIMKlw', 'SU')
('SL12058-2022-11-01-3524','S147-20','Ulw', 'LB')
('SL04652-2022-11-02-3495','S146-15','juaIsqwOgtZVG', 'SL')
('AC22517-2022-11-02-3628','A202-10','fu', 'UB')
('SL04652-2022-11-01-3589','S150-13','ceI', 'MB')
('SL22517-2022-11-01-3569','S149-17','jLsfSCk', 'LB')
('SL22517-2022-11-01-3570','S149-18','kRg', 'MB')
('SL04652-2022-11-01-3593','S150-17','bPLbXSm', 'LB')
('SL22517-2022-11-01-3572','S149-20','O', 'LB')
('AC04652-2022-11-01-3578','A199-14','oTWXpygIUGnER', 'LB')
('SL04652-2022-11-01-3596','S150-20','xHDEJO', 'LB')
('AC22517-2022-11-01-3416','A190-14','SkIfheshlOG', 'LB')
('AC22517-2022-11-02-3634','A202-16','C', 'UB')
('SL22517-2022-11-01-3577','S150-1','QWnPBQbs', 'LB')
('SL22517-2022-11-01-3578','S150-2','b', 'MB')
('SL22517-2022-11-01-3579','S150-3','kJn', 'UB')
('AC22517-2022-11-01-3422','A191-2','NgyGc', 'LB')
('AC12058-2022-11-01-3592','A200-10','SzuKoBpYukY', 'UB')
('SL04652-2022-11-02-3514','S147-10','LtFBIdllMq', 'MB')
('SL22517-2022-11-02-3657','S153-9','VwvPYKOlz', 'LB')
('AC22517-2022-11-02-3650','A203-14','cQipFZiWq', 'LB')
('SL22517-2022-11-02-3658','S153-10','WrlEZhV', 'MB')
('AC04652-2022-11-01-3602','A201-2','IvdJcag', 'LB')
('AC04652-2022-11-02-3523','A196-13','oOlyobtRzVpBbG', 'LB')
('SL12058-2022-11-01-3557','S149-5','CTzCLsEmm', 'MB')
('AC12058-2022-11-01-3620','A202-2','uWKHLsH', 'LB')
('SL22517-2022-11-02-3672','S153-24','Tdfcw', 'SU')
('AC22517-2022-11-02-3671','A204-17','dQlhJjk', 'SL')
('AC12058-2022-11-01-3627','A202-9','kGUODdG', 'UB')
('AC04652-2022-11-02-3545','A197-17','LM', 'SL')
('SL22517-2022-11-01-3615','S151-15','RAlXXcZxJNKuTy', 'SL')
('AC04652-2022-11-01-3619','A202-1','aFmcYYPirCJShGC', 'LB')
('SL12058-2022-11-01-3579','S150-3','NIFW', 'UB')
('SL12058-2022-11-01-3580','S150-4','IbLz', 'LB')
('SL04652-2022-11-01-3638','S152-14','MaHBaUe', 'UB')
('AC22517-2022-11-02-3693','A206-3','uq', 'UB')
('SL04652-2022-11-01-3641','S152-17','DefllLtgLIK', 'LB')
('AC04652-2022-11-01-3630','A202-12','sQUTxcVBXrzaHMEu', 'SU')
('AC22517-2022-11-02-3697','A206-7','caunrdk', 'LB')
('AC04652-2022-11-01-3635','A202-17','FdH', 'SL')
('SL22517-2022-11-02-3699','S155-3','rHhKwwglTasL', 'UB')
('AC04652-2022-11-02-3570','A199-6','yCvAKGCDpvTtri', 'SU')
('AC12058-2022-11-01-3659','A204-5','tXlSWEZrktiNn', 'SL')
('SL12058-2022-11-01-3616','S151-16','KIKTgzOs', 'SU')
('AC04652-2022-11-02-3577','A199-13','iaBNPYSXwtW', 'LB')
('AC04652-2022-11-01-3648','A203-12','wzRRXqYKGcGM', 'SU')
('SL12058-2022-11-01-3620','S151-20','kyjdMZvFaoqbfJ', 'LB')
('AC12058-2022-11-01-3666','A204-12','OkHXjlJk', 'SU')
('AC22517-2022-11-02-3717','A207-9','MSsiFNjlzXVD', 'UB')
('SL12058-2022-11-01-3624','S151-24','XKRXxrJblk', 'SU')
('SL04652-2022-11-02-3584','S150-8','qWXQIkiHHR', 'SU')
('AC12058-2022-11-01-3675','A205-3','aTTWZjuOBCXq', 'UB')
('AC04652-2022-11-02-3589','A200-7','ImLbz', 'LB')
('AC04652-2022-11-01-3660','A204-6','ngSjQ', 'SU')
('SL04652-2022-11-01-3668','S153-20','rVYauEccYBWQq', 'LB')
('SL04652-2022-11-02-3591','S150-15','XLmEASKuznJhCw', 'SL')
('AC04652-2022-11-01-3664','A204-10','tjTEidhS', 'UB')
('AC22517-2022-11-02-3727','A208-1','pvJFkFKezMJTzzP', 'LB')
('AC22517-2022-11-01-3516','A196-6','yDBhPTfKEOwChyOP', 'SU')
('AC04652-2022-11-01-3667','A204-13','C', 'LB')
('SL04652-2022-11-01-3677','S154-5','yBWhwbOdbWOXyqQ', 'MB')
('AC04652-2022-11-02-3593','A200-11','crJlBfbboQrovO', 'SL')
('AC22517-2022-11-02-3732','A208-6','smTQyeV', 'SU')
('SL22517-2022-11-01-3657','S153-9','RVoodiB', 'LB')
('SL22517-2022-11-01-3658','S153-10','OYvSlBl', 'MB')
('SL04652-2022-11-01-3682','S154-10','BFJUkjkLGAh', 'MB')
('SL04652-2022-11-02-3600','S150-24','fphfPbYzPxJ', 'SU')
('SL04652-2022-11-01-3688','S154-16','farGjgqOmFWu', 'SU')
('AC22517-2022-11-02-3741','A208-15','uY', 'UB')
('SL12058-2022-11-01-3650','S153-2','YyoFxduVEHFndyel', 'MB')
('AC22517-2022-11-02-3743','A208-17','JFF', 'SL')
('AC22517-2022-11-01-3555','A198-9','JVlegZNsESowjpc', 'UB')
('AC04652-2022-11-01-3701','A206-11','DIQjYO', 'SL')
('SL04652-2022-11-02-3649','S153-1','kOdEruyLnczndmr', 'LB')
('SL04652-2022-11-01-3724','S156-4','VPqilM', 'LB')
('AC22517-2022-11-02-3787','A211-7','VmbXMKdNT', 'LB')
('AC04652-2022-11-02-3641','A203-5','jq', 'SL')
('AC22517-2022-11-02-3790','A211-10','syuUEbzuKEPVEkaB', 'UB')
('AC22517-2022-11-01-3561','A198-15','dn', 'UB')
('SL04652-2022-11-01-3729','S156-9','TActuhZDcYhNKfW', 'LB')
('AC04652-2022-11-01-3716','A207-8','mlJ', 'LB')
('SL22517-2022-11-01-3706','S155-10','njE', 'MB')
('AC22517-2022-11-02-3808','A212-10','vPUCHSX', 'UB')
('AC04652-2022-11-01-3738','A208-12','oETQC', 'SU')
('AC04652-2022-11-02-3665','A204-11','XEomuGwER', 'SL')
('AC04652-2022-11-01-3741','A208-15','iOMNQi', 'UB')
('SL22517-2022-11-01-3734','S156-14','rA', 'UB')
('SL22517-2022-11-02-3804','S159-12','kutlFpfEYFTp', 'LB')
('SL04652-2022-11-01-3762','S157-18','RSvBpxNykufSE', 'MB')
('AC04652-2022-11-01-3747','A209-3','LnGmzIZYkxxH', 'UB')
('SL04652-2022-11-01-3766','S157-22','qUdvyPBj', 'UB')
('SL22517-2022-11-02-3811','S159-19','MRrbcNscvRNkfVpS', 'UB')
('SL04652-2022-11-02-3687','S154-15','HxZicDwHvPqED', 'SL')
('AC04652-2022-11-01-3752','A209-8','AqGBDIMSgW', 'LB')
('AC22517-2022-11-02-3835','A214-1','unFYlMFbY', 'LB')
('SL04652-2022-11-01-3773','S158-5','l', 'MB')
