('SL22517-2022-11-02-4922','S206-2','pI', 'MB')
('AC04652-2022-11-02-11886','A661-6','XQFPo', 'SU')
('AC22517-2022-11-01-11864','A660-2','WeoxS', 'LB')
('AC22517-2022-11-01-11865','A660-3','ueBL', 'UB')
('SL22517-2022-11-01-11690','S488-2','eGGPvgygQnwCKhAn', 'MB')
('SL22517-2022-11-02-11783','S491-23','fNPfW', 'SL')
('AC12058-2022-11-01-11864','A660-2','PXwTlBYfdg', 'LB')
('SL22517-2022-11-01-11692','S488-4','n', 'LB')
('SL22517-2022-11-02-11786','S492-2','fnQKoRWvFHWT', 'MB')
('SL04652-2022-11-02-11802','S492-18','cqIRNLHX', 'MB')
('AC04652-2022-11-01-12089','A672-11','ursHXkP', 'SL')
('SL22517-2022-11-02-11802','S492-18','JvNsozRfhEcwB', 'MB')
('AC12058-2022-11-01-11885','A661-5','pWcoaADvmhLuYge', 'SL')
('AC04652-2022-11-01-12103','A673-7','daFnjtvk', 'LB')
('AC04652-2022-11-01-12104','A673-8','I', 'LB')
('AC12058-2022-11-01-11891','A661-11','QA', 'SL')
('AC04652-2022-11-02-11917','A663-1','fzT', 'LB')
('AC22517-2022-11-02-11864','A660-2','liwgsqDK', 'LB')
('SL12058-2022-11-01-11691','S488-3','qOoZslrOJgWNgf', 'UB')
('AC04652-2022-11-02-11923','A663-7','wSWHIraDE', 'LB')
('AC22517-2022-11-02-11868','A660-6','zNMZIWt', 'SU')
('AC22517-2022-11-02-11876','A660-14','rbLUTAzc', 'LB')
('SL22517-2022-11-01-11750','S490-14','whnMLXFBucKXECKi', 'UB')
('SL04652-2022-11-02-11837','S494-5','ya', 'MB')
('AC04652-2022-11-02-11940','A664-6','npQqAwwlLRoNfrkx', 'SU')
('AC22517-2022-11-02-11883','A661-3','rPjxPfD', 'UB')
('AC22517-2022-11-01-11923','A663-7','XXqPwIdPmnRrzjy', 'LB')
('AC04652-2022-11-02-11942','A664-8','knKJlpIHlvx', 'LB')
('AC22517-2022-11-01-11926','A663-10','NooirRSJPV', 'UB')
('AC22517-2022-11-02-11889','A661-9','WQiZJeSzcXVx', 'UB')
('SL04652-2022-11-02-11842','S494-10','hzJoZCrMweSJ', 'MB')
('AC22517-2022-11-01-11931','A663-15','WEsshKdkNfkqiQR', 'UB')
('AC22517-2022-11-01-11932','A663-16','QFag', 'UB')
('SL22517-2022-11-02-11839','S494-7','TbMWvBARywknc', 'SL')
('AC22517-2022-11-01-11933','A663-17','PyLdeFEhPGOTSSF', 'SL')
('SL04652-2022-11-01-11802','S492-18','SD', 'MB')
('AC22517-2022-11-02-11911','A662-13','O', 'LB')
('SL22517-2022-11-01-11791','S492-7','bNzl', 'SL')
('AC04652-2022-11-02-11978','A666-8','gUbgLpMNozz', 'LB')
('AC12058-2022-11-01-12054','A670-12','PanC', 'SU')
('SL04652-2022-11-01-11923','S497-19','xugoLQ', 'UB')
('SL04652-2022-11-02-11961','S499-9','JasBTqbM', 'LB')
('AC22517-2022-11-02-12102','A673-6','boZIpGELxQECfgOY', 'SU')
('SL04652-2022-11-01-12014','S501-14','lgMcK', 'UB')
('AC12058-2022-11-01-12199','A678-13','JcGHPfXZz', 'LB')
('SL22517-2022-11-01-11998','S500-22','ExwqJ', 'UB')
('AC12058-2022-11-01-12203','A678-17','HRQBuPVWmtoc', 'SL')
('AC22517-2022-11-02-12196','A678-10','vKlPzivwC', 'UB')
('SL12058-2022-11-01-11981','S500-5','Kj', 'MB')
('SL12058-2022-11-01-11982','S500-6','uUCh', 'UB')
('SL22517-2022-11-01-12039','S502-15','tbiXiGMQCLcJJE', 'SL')
('SL04652-2022-11-02-12116','S505-20','EADWqpuxV', 'LB')
('SL04652-2022-11-01-12117','S505-21','yS', 'MB')
('AC04652-2022-11-02-12231','A680-9','XhqHctRLPIPGkGjF', 'UB')
('SL04652-2022-11-02-12137','S506-17','XtYWZI', 'LB')
('AC04652-2022-11-01-12429','A691-9','bjMeXqIIldOKoO', 'UB')
('AC22517-2022-11-02-12236','A680-14','jjXpsgwVosMfE', 'LB')
('SL22517-2022-11-02-12170','S508-2','RyDbaqJPPd', 'MB')
('SL22517-2022-11-01-12086','S504-14','IwERJdHCVhs', 'UB')
('SL22517-2022-11-01-12088','S504-16','GKAGQdmQBKDO', 'SU')
('SL12058-2022-11-01-12018','S501-18','nfRCA', 'MB')
('SL04652-2022-11-02-12162','S507-18','tLfEMDaVVUt', 'MB')
('SL04652-2022-11-02-12163','S507-19','dUL', 'UB')
('AC04652-2022-11-01-12451','A692-13','Du', 'LB')
('SL22517-2022-11-01-12090','S504-18','urwxqvocuPwjdqVv', 'MB')
('AC22517-2022-11-01-12273','A682-15','G', 'UB')
('AC22517-2022-11-01-12274','A682-16','mpWSDTRJL', 'UB')
('SL12058-2022-11-01-12025','S502-1','PAABaAGTzlQOVZLf', 'LB')
('AC12058-2022-11-01-12293','A683-17','bOZVgpCxwROkmOQ', 'SL')
('SL04652-2022-11-01-12158','S507-14','GjCqq', 'UB')
('AC04652-2022-11-02-12262','A682-4','uYqjS', 'UB')
('SL12058-2022-11-01-12031','S502-7','CdhFGedO', 'SL')
('AC04652-2022-11-02-12265','A682-7','zh', 'LB')
('AC22517-2022-11-02-12258','A681-18','k', 'SU')
('SL04652-2022-11-02-12181','S508-13','XErOZUyTDk', 'MB')
('SL04652-2022-11-02-12182','S508-14','cwZM', 'UB')
('SL12058-2022-11-01-12035','S502-11','cfhRCyphv', 'UB')
('SL04652-2022-11-01-12165','S507-21','GZxvti', 'MB')
('SL12058-2022-11-01-12095','S504-23','NSNyv', 'SL')
('SL12058-2022-11-01-12096','S504-24','odjYf', 'SU')
('AC04652-2022-11-01-12551','A698-5','hTOSlsVzxEZbNvp', 'SL')
('SL22517-2022-11-02-12254','S511-14','acFRsSq', 'UB')
('SL22517-2022-11-01-12176','S508-8','HvVE', 'SU')
('SL04652-2022-11-01-12235','S510-19','vysRXTvEGrgXT', 'UB')
('SL22517-2022-11-01-12185','S508-17','v', 'LB')
('SL04652-2022-11-02-12261','S511-21','pVpTIdI', 'MB')
('SL22517-2022-11-01-12186','S508-18','qWVTwWvs', 'MB')
('AC22517-2022-11-01-12375','A688-9','kHCPYAvIrzY', 'UB')
('SL04652-2022-11-01-12237','S510-21','IaUSIejedufZ', 'MB')
('SL22517-2022-11-01-12190','S508-22','vKVmtTCzJaf', 'UB')
('SL04652-2022-11-02-12266','S512-2','kNyezSinHpQpBG', 'MB')
('AC04652-2022-11-01-12569','A699-5','OZgKFPTud', 'SL')
('AC12058-2022-11-01-12389','A689-5','OWAzdroK', 'SL')
('SL22517-2022-11-01-12196','S509-4','lbhTRk', 'LB')
('SL22517-2022-11-01-12201','S509-9','qJcmGjzoJBzELfOI', 'LB')
('AC04652-2022-11-01-12577','A699-13','D', 'LB')
('SL04652-2022-11-02-12279','S512-15','lLWCFfj', 'SL')
('AC04652-2022-11-01-12586','A700-4','ewqAZL', 'UB')
('AC22517-2022-11-01-12405','A690-3','qSEhvhulscLJ', 'UB')
('AC22517-2022-11-01-12413','A690-11','clvtbc', 'SL')
('SL22517-2022-11-02-12296','S513-8','dMRCviOd', 'SU')
('SL04652-2022-11-02-12307','S513-19','hNwJRSdX', 'UB')
('AC04652-2022-11-02-12402','A689-18','KyAPyXDXzN', 'SU')
('AC22517-2022-11-01-12455','A692-17','Tvo', 'SL')
('SL04652-2022-11-01-12336','S514-24','xGpGZWRTZrMpzgx', 'SU')
('AC22517-2022-11-02-12434','A691-14','b', 'LB')
('AC12058-2022-11-01-12488','A694-14','AKrApEV', 'LB')
('SL04652-2022-11-01-12386','S517-2','ElWYlnoVNV', 'MB')
('AC04652-2022-11-02-12517','A696-7','PhnmjvGYdbxchwQf', 'LB')
('SL04652-2022-11-02-12420','S518-12','qOvuqkejUWpKgBmK', 'LB')
('AC04652-2022-11-02-12519','A696-9','wRkfOpEkgVaEeQOn', 'UB')
('AC04652-2022-11-02-12520','A696-10','mwjj', 'UB')
('SL22517-2022-11-01-12324','S514-12','p', 'LB')
('AC04652-2022-11-02-12531','A697-3','MyKCBSih', 'UB')
('SL04652-2022-11-01-12400','S517-16','vuSOCX', 'SU')
('AC22517-2022-11-01-12527','A696-17','UaCkiGVnfll', 'SL')
('SL22517-2022-11-01-12337','S515-1','olMjpOvSGIxcgWrc', 'LB')
('AC22517-2022-11-02-12491','A694-17','WX', 'SL')
('AC12058-2022-11-01-12548','A698-2','AilshklINSEyzv', 'LB')
('SL22517-2022-11-01-12340','S515-4','NJtdLqDD', 'LB')
('AC12058-2022-11-01-12549','A698-3','laqSOSZaODgkwSK', 'UB')
('AC04652-2022-11-01-12728','A708-2','VzmennUlOLoOVTK', 'LB')
('SL12058-2022-11-01-12273','S512-9','bXIYqGxn', 'LB')
('AC04652-2022-11-01-12730','A708-4','hKRDvuJSP', 'UB')
('AC04652-2022-11-01-12732','A708-6','FWtSyLLqXumI', 'SU')
('SL04652-2022-11-02-12440','S519-8','msgDdFOhxclvYCWn', 'SU')
('SL04652-2022-11-01-12421','S518-13','CJrpDJz', 'MB')
('AC22517-2022-11-02-12505','A695-13','syvqvyptE', 'LB')
('SL12058-2022-11-01-12280','S512-16','IoicOKSpNCmT', 'SU')
('SL04652-2022-11-02-12448','S519-16','ON', 'SU')
('AC12058-2022-11-01-12570','A699-6','zpojfySi', 'SU')
('AC12058-2022-11-01-12571','A699-7','ru', 'LB')
('SL04652-2022-11-01-12433','S519-1','KlYZWLoUBsMVl', 'LB')
('SL22517-2022-11-02-12445','S519-13','OQUbCVLj', 'MB')
('SL12058-2022-11-01-12299','S513-11','es', 'UB')
('SL04652-2022-11-01-12468','S520-12','ZHQSBzFnUhBnMVz', 'LB')
('AC12058-2022-11-01-12613','A701-13','z', 'LB')
('SL22517-2022-11-01-12406','S517-22','GAyhVcDCUczA', 'UB')
('SL04652-2022-11-02-12564','S524-12','wR', 'LB')
('SL22517-2022-11-01-12476','S520-20','JwVZNkkPYT', 'LB')
('AC22517-2022-11-02-12639','A703-3','yROEi', 'UB')
('SL22517-2022-11-01-12478','S520-22','nu', 'UB')
('SL22517-2022-11-02-12549','S523-21','jMppVpG', 'MB')
('AC04652-2022-11-01-12893','A717-5','Y', 'SL')
('AC12058-2022-11-01-12716','A707-8','GQPVJPP', 'LB')
('SL22517-2022-11-02-12581','S525-5','KqrmDxIH', 'MB')
('SL22517-2022-11-01-12526','S522-22','ChovMTluWtjW', 'UB')
('SL12058-2022-11-01-12457','S520-1','qjZY', 'LB')
('AC04652-2022-11-01-12900','A717-12','TlnKEerKAmGx', 'SU')
('AC22517-2022-11-02-12696','A706-6','fnMPbV', 'SU')
('SL22517-2022-11-01-12536','S523-8','quHiNnhDkgqrVzLE', 'SU')
('SL22517-2022-11-02-12594','S525-18','JgXLlcleKZp', 'MB')
('AC22517-2022-11-02-12702','A706-12','iGdWvgHNL', 'SU')
('SL04652-2022-11-01-12608','S526-8','INcyrzstLWmjhVG', 'SU')
('SL22517-2022-11-01-12542','S523-14','mSFrr', 'UB')
('AC12058-2022-11-01-12742','A708-16','WgBnqwxxlRX', 'UB')
('SL12058-2022-11-01-12500','S521-20','zjenykFCxQn', 'LB')
('AC04652-2022-11-01-12994','A722-16','AOiePqg', 'UB')
('SL22517-2022-11-02-12691','S529-19','nc', 'UB')
('SL04652-2022-11-02-12720','S530-24','Y', 'SU')
('SL22517-2022-11-02-12693','S529-21','TIrERMrGniyvRP', 'MB')
('AC04652-2022-11-01-13018','A724-4','yIoMPZyx', 'UB')
('AC22517-2022-11-02-12829','A713-13','UUeUpqxaJpVTnZ', 'LB')
('SL04652-2022-11-01-12719','S530-23','OppjLpfbN', 'SL')
('AC04652-2022-11-01-13057','A726-7','snBRRDUvIxQWYSIo', 'LB')
('SL22517-2022-11-02-12743','S531-23','iAjIC', 'SL')
('SL04652-2022-11-01-12752','S532-8','XAvxCzqAjRtxev', 'SU')
('AC22517-2022-11-01-12909','A718-3','giXXeGOrEy', 'UB')
('SL04652-2022-11-01-12756','S532-12','iZdLVlRhRjPZNuHa', 'LB')
('AC04652-2022-11-02-12894','A717-6','jUEggaK', 'SU')
('AC22517-2022-11-02-12871','A716-1','uD', 'LB')
('AC12058-2022-11-01-12898','A717-10','MevoAKAuiTtqe', 'UB')
('SL12058-2022-11-01-12615','S526-15','OFmJMD', 'SL')
('AC04652-2022-11-02-12902','A717-14','b', 'LB')
('AC22517-2022-11-01-12934','A719-10','ugAaWvqIQeCHMSdg', 'UB')
('SL04652-2022-11-01-12778','S533-10','SVInVYJfRdiPg', 'MB')
('SL04652-2022-11-02-12798','S534-6','SINzl', 'UB')
('SL22517-2022-11-01-12711','S530-15','jhbxkvVkm', 'SL')
('AC12058-2022-11-01-12917','A718-11','GQkNiXkp', 'SL')
('SL04652-2022-11-01-12780','S533-12','HdpMAHENoyVCY', 'LB')
('AC12058-2022-11-01-12918','A718-12','TmREXtoDKeWJRsrV', 'SU')
('SL12058-2022-11-01-12712','S530-16','yihnVAkW', 'SU')
('SL04652-2022-11-02-12878','S537-14','jfvWWKiWz', 'UB')
('SL12058-2022-11-01-12714','S530-18','lbcEaAL', 'MB')
('AC04652-2022-11-01-13174','A732-16','bOgnslUzXrbAhT', 'UB')
('AC04652-2022-11-01-13180','A733-4','FeZHfnrvMhZEhV', 'UB')
('AC22517-2022-11-02-12960','A720-18','dxgVeVbSvOgYi', 'SU')
('AC04652-2022-11-02-13018','A724-4','TXfWWTfFXqSZT', 'UB')
('SL04652-2022-11-02-12894','S538-6','rJylRoEP', 'UB')
('SL22517-2022-11-02-12865','S537-1','k', 'LB')
('AC22517-2022-11-02-12975','A721-15','R', 'UB')
('AC22517-2022-11-01-13045','A725-13','WmLNXAohJaMUu', 'LB')
('AC04652-2022-11-02-13044','A725-12','WpoE', 'SU')
('SL04652-2022-11-02-12916','S539-4','dqHZZOeVnZljizUB', 'LB')
('AC12058-2022-11-01-13021','A724-7','ddmhsTQfWpoDNO', 'LB')
('AC04652-2022-11-02-13099','A728-13','QFiNcsK', 'LB')
('SL04652-2022-11-02-12961','S541-1','T', 'LB')
('AC04652-2022-11-02-13124','A730-2','NGJkedJsPBmVYaDq', 'LB')
('AC12058-2022-11-01-13110','A729-6','kY', 'SU')
('SL12058-2022-11-01-12849','S536-9','xxgeKnoYyQMbZt', 'LB')
('SL12058-2022-11-01-12850','S536-10','RE', 'MB')
('AC12058-2022-11-01-13113','A729-9','SAZaPMX', 'UB')
('AC22517-2022-11-02-13074','A727-6','M', 'SU')
('SL04652-2022-11-02-13011','S543-3','WZyIrk', 'UB')
('SL22517-2022-11-02-12985','S542-1','zFjnUcKVWDHsBr', 'LB')
('AC04652-2022-11-01-13324','A741-4','FWRUezyEqYOYNl', 'UB')
('SL04652-2022-11-01-13014','S543-6','gTvijZmE', 'UB')
('AC22517-2022-11-01-13180','A733-4','NbKxayqQIn', 'UB')
('AC04652-2022-11-01-13340','A742-2','iKrWz', 'LB')
('AC04652-2022-11-01-13341','A742-3','FvTQUwrXHCW', 'UB')
('AC22517-2022-11-02-13110','A729-6','EExMhC', 'SU')
('AC04652-2022-11-01-13343','A742-5','lJdXltkeffbdxyoG', 'SL')
('SL04652-2022-11-02-13046','S544-14','XQiEWLkP', 'UB')
('AC22517-2022-11-01-13189','A733-13','P', 'LB')
('SL04652-2022-11-02-13051','S544-19','bYAnrxDbft', 'UB')
('SL04652-2022-11-01-13039','S544-7','UhbVUlgAmCHXHv', 'SL')
('AC22517-2022-11-02-13123','A730-1','IYQKAVybPsBDE', 'LB')
('SL22517-2022-11-02-13042','S544-10','BainsXftzsnjasT', 'MB')
('AC04652-2022-11-02-13198','A734-4','Cv', 'UB')
('SL04652-2022-11-02-13062','S545-6','E', 'UB')
('SL22517-2022-11-02-13046','S544-14','TIJwaSzNJRmI', 'UB')
('SL04652-2022-11-01-13051','S544-19','sJaLsGlhkniF', 'UB')
('AC22517-2022-11-02-13147','A731-7','aToxFkpOxaEXM', 'LB')
('AC04652-2022-11-01-13380','A744-6','QT', 'SU')
('SL12058-2022-11-01-12911','S538-23','B', 'SL')
('SL22517-2022-11-02-13065','S545-9','kJCXJgrNEUp', 'LB')
('AC22517-2022-11-01-13222','A735-10','NUrygPsH', 'UB')
('SL04652-2022-11-01-13074','S545-18','q', 'MB')
('SL04652-2022-11-02-13081','S546-1','bW', 'LB')
('AC12058-2022-11-01-13198','A734-4','jWoqtTQfYzeDA', 'UB')
('AC22517-2022-11-02-13168','A732-10','lQBUJFlcCgXDC', 'UB')
('AC22517-2022-11-02-13169','A732-11','Z', 'SL')
('SL22517-2022-11-01-13005','S542-21','xiNqUKlSASSxRk', 'MB')
('AC22517-2022-11-01-13237','A736-7','ATGEsi', 'LB')
('SL04652-2022-11-02-13084','S546-4','Pzl', 'LB')
('AC12058-2022-11-01-13203','A734-9','xSs', 'UB')
('SL04652-2022-11-01-13086','S546-6','jtS', 'UB')
('AC22517-2022-11-02-13175','A732-17','ewmogECEmwUNeK', 'SL')
('AC22517-2022-11-01-13242','A736-12','b', 'SU')
('SL04652-2022-11-02-13089','S546-9','o', 'LB')
('SL22517-2022-11-02-13083','S546-3','XZkXddAtt', 'UB')
('AC22517-2022-11-01-13304','A740-2','OfcwK', 'LB')
('SL22517-2022-11-01-13058','S545-2','pRnSnrZLSmMKO', 'MB')
('AC22517-2022-11-02-13240','A736-10','ADzVVI', 'UB')
('SL22517-2022-11-02-13148','S548-20','suq', 'LB')
('SL12058-2022-11-01-12987','S542-3','lUEzshmOourhj', 'UB')
('AC12058-2022-11-01-13286','A739-2','tlJmvJtedrzax', 'LB')
('AC22517-2022-11-01-13356','A742-18','klB', 'SU')
('SL22517-2022-11-02-13180','S550-4','npqvqQkQhF', 'LB')
('AC22517-2022-11-01-13361','A743-5','VxSqrHG', 'SL')
('SL12058-2022-11-01-13005','S542-21','WNQGwVz', 'MB')
('AC22517-2022-11-02-13278','A738-12','z', 'SU')
('SL22517-2022-11-02-13189','S550-13','IQsrQ', 'MB')
('AC22517-2022-11-02-13281','A738-15','IAqDKR', 'UB')
('AC22517-2022-11-02-13282','A738-16','Fi', 'UB')
('SL04652-2022-11-01-13209','S551-9','WxmWfWACTs', 'LB')
('SL04652-2022-11-01-13210','S551-10','ywjZNSJVnvBE', 'MB')
('SL04652-2022-11-01-13213','S551-13','XfzGFApK', 'MB')
('SL22517-2022-11-02-13228','S552-4','OrnENmLdwSjvw', 'LB')
('SL12058-2022-11-01-13040','S544-8','hJRXYHLJkxdKSq', 'SU')
('AC04652-2022-11-01-13546','A753-10
