('SL22517-2022-11-02-1698','S71-18','uSuTmFXGE', 'MB')
('AC04652-2022-11-02-7438','A414-4','RejQ', 'UB')
('SL22517-2022-11-01-7304','S305-8','DzF', 'SU')
('AC04652-2022-11-01-7743','A431-3','zyovBzawOTZRJ', 'UB')
('SL22517-2022-11-01-7384','S308-16','LARb', 'SU')
('SL12058-2022-11-01-7329','S306-9','bmhdoeqlwBRhVzql', 'LB')
('SL22517-2022-11-01-7394','S309-2','GYrTYIiR', 'MB')
('AC22517-2022-11-02-7607','A423-11','PSUSBPcm', 'SL')
('AC04652-2022-11-02-7547','A420-5','IlDeviihBEFfQk', 'SL')
('AC22517-2022-11-02-7610','A423-14','AiopHHtKcPCuvh', 'LB')
('SL22517-2022-11-02-7512','S313-24','LviCbpvPk', 'SU')
('SL04652-2022-11-02-7521','S314-9','MyXQOmZfJVvAVn', 'LB')
('SL04652-2022-11-01-7499','S313-11','jNOrDJ', 'UB')
('SL04652-2022-11-02-7527','S314-15','GGdHGSyFqjO', 'SL')
('AC04652-2022-11-01-7842','A436-12','vvVqGcGdAYFltEOD', 'SU')
('AC04652-2022-11-02-7605','A423-9','SMXpRMLeBgDxFCVK', 'UB')
('AC04652-2022-11-02-7615','A424-1','JFPFXAlSlnl', 'LB')
('SL22517-2022-11-01-7458','S311-18','pRjn', 'MB')
('AC22517-2022-11-02-7675','A427-7','MwUSKmzLiQMDwPUA', 'LB')
('SL04652-2022-11-02-7564','S316-4','HQFmt', 'LB')
('SL12058-2022-11-01-7413','S309-21','vmwtPuNYJt', 'MB')
('AC04652-2022-11-02-7628','A424-14','pDhYYJTcEtk', 'LB')
('AC04652-2022-11-02-7629','A424-15','ElkznAVyoPqT', 'UB')
('SL22517-2022-11-02-7585','S317-1','cMrbSWvBTnJeJ', 'LB')
('SL12058-2022-11-01-7442','S311-2','FiOhyoR', 'MB')
('SL12058-2022-11-01-7443','S311-3','XYwhEDyaicGXUvu', 'UB')
('SL12058-2022-11-01-7449','S311-9','hsInmzQbrjAxeGe', 'LB')
('SL04652-2022-11-01-7586','S317-2','SIlkMCjsTeQW', 'MB')
('SL04652-2022-11-01-7615','S318-7','FupMKXjO', 'SL')
('SL12058-2022-11-01-7476','S312-12','ZFaQb', 'LB')
('SL04652-2022-11-02-7628','S318-20','hTEUIvtDpKi', 'LB')
('SL04652-2022-11-02-7629','S318-21','q', 'MB')
('AC22517-2022-11-01-7698','A428-12','Feyjo', 'SU')
('SL22517-2022-11-01-7545','S315-9','bk', 'LB')
('AC04652-2022-11-01-7963','A443-7','UkdDrf', 'LB')
('AC04652-2022-11-02-7721','A429-17','QEmaw', 'SL')
('SL22517-2022-11-02-7658','S320-2','fxZbdPCj', 'MB')
('AC04652-2022-11-01-7968','A443-12','ruYnfbHamaLJw', 'SU')
('AC12058-2022-11-01-7701','A428-15','o', 'UB')
('SL22517-2022-11-01-7556','S315-20','fmbrecB', 'LB')
('AC22517-2022-11-02-7782','A433-6','uxvpF', 'SU')
('AC04652-2022-11-01-8087','A450-5','X', 'SL')
('SL22517-2022-11-01-7681','S321-1','SlFgdFeTgIu', 'LB')
('SL04652-2022-11-01-7760','S324-8','NvsyMvSy', 'SU')
('SL12058-2022-11-01-7616','S318-8','vxAvJB', 'SU')
('SL12058-2022-11-01-7617','S318-9','aZeXKHoEzW', 'LB')
('AC04652-2022-11-01-8125','A452-7','EikDHGOyea', 'LB')
('AC04652-2022-11-02-7943','A442-5','rMcMoSSlvESa', 'SL')
('AC22517-2022-11-01-7922','A441-2','IHRJESkwarLMpf', 'LB')
('AC04652-2022-11-02-7946','A442-8','dONUhWbIIgLUdail', 'LB')
('SL22517-2022-11-01-7788','S325-12','JakZZbBIdlZgIAs', 'LB')
('AC04652-2022-11-02-7948','A442-10','bM', 'UB')
('SL22517-2022-11-01-7789','S325-13','RbBByCcOWKSend', 'MB')
('SL04652-2022-11-01-7877','S329-5','hDrdNwTkscnMkY', 'MB')
('AC12058-2022-11-01-7946','A442-8','UNTSTZ', 'LB')
('SL22517-2022-11-01-7796','S325-20','hLDAXbb', 'LB')
('AC22517-2022-11-01-7936','A441-16','EQHVwGLzYFmL', 'UB')
('SL04652-2022-11-02-7885','S329-13','rMz', 'MB')
('AC22517-2022-11-02-8011','A446-1','qBMAont', 'LB')
('AC04652-2022-11-01-8208','A456-18','U', 'SU')
('SL22517-2022-11-01-7806','S326-6','CanU', 'UB')
('SL04652-2022-11-02-7892','S329-20','w', 'LB')
('AC04652-2022-11-02-7968','A443-12','wAjrAFM', 'SU')
('AC04652-2022-11-02-7972','A443-16','w', 'UB')
('AC12058-2022-11-01-7957','A443-1','J', 'LB')
('AC12058-2022-11-01-7960','A443-4','FDBCleqUAaUxW', 'UB')
('SL22517-2022-11-01-7814','S326-14','UEcTVOETpIlIF', 'UB')
('AC12058-2022-11-01-7962','A443-6','JYXSWOWpVcz', 'SU')
('SL04652-2022-11-01-7908','S330-12','KxtHqgWkAFm', 'LB')
('SL04652-2022-11-01-7909','S330-13','mwesTIqjzCwTln', 'MB')
('AC04652-2022-11-02-8033','A447-5','mxGwBiTeUQHOW', 'SL')
('AC22517-2022-11-02-8080','A449-16','ohSIfYIABmLtO', 'UB')
('SL04652-2022-11-01-7962','S332-18','Qix', 'MB')
('AC04652-2022-11-01-8280','A460-18','Xtr', 'SU')
('AC12058-2022-11-01-8031','A447-3','DHGhKGLBzPHWAJK', 'UB')
('SL04652-2022-11-01-7966','S332-22','KLhomkBZCG', 'UB')
('SL04652-2022-11-02-7975','S333-7','kKkl', 'SL')
('AC12058-2022-11-01-8042','A447-14','HtI', 'LB')
('SL04652-2022-11-01-7978','S333-10','tzfcAWjzP', 'MB')
('AC04652-2022-11-01-8293','A461-13','iXYhOhQuNCrAvOPb', 'LB')
('SL04652-2022-11-01-7982','S333-14','yjDupubQCjNWY', 'UB')
('SL04652-2022-11-01-7983','S333-15','wSw', 'SL')
('AC12058-2022-11-01-8048','A448-2','iTiswhIOykZvI', 'LB')
('SL04652-2022-11-02-7983','S333-15','CL', 'SL')
('AC04652-2022-11-02-8059','A448-13','uG', 'LB')
('SL04652-2022-11-02-7984','S333-16','afVcpbaGUuPW', 'SU')
('SL22517-2022-11-01-7891','S329-19','R', 'UB')
('SL12058-2022-11-01-7815','S326-15','uQrAymMaIwVyZ', 'SL')
('SL04652-2022-11-02-7987','S333-19','zhnHQ', 'UB')
('AC22517-2022-11-01-8030','A447-2','lMIoLsMCkSww', 'LB')
('SL12058-2022-11-01-7819','S326-19','GTup', 'UB')
('AC12058-2022-11-01-8055','A448-9','UBS', 'UB')
('AC04652-2022-11-01-8311','A462-13','nCysFsPplZmHoP', 'LB')
('SL04652-2022-11-01-7994','S334-2','XaZMr', 'MB')
('SL12058-2022-11-01-7894','S329-22','jUoUzNfdjdtFgQ', 'UB')
('AC04652-2022-11-02-8145','A453-9','TjBKF', 'UB')
('AC12058-2022-11-01-8123','A452-5','cTia', 'SL')
('AC12058-2022-11-01-8124','A452-6','jFtcgwgvLCRf', 'SU')
('SL04652-2022-11-01-8075','S337-11','pWQMnTENTl', 'UB')
('AC04652-2022-11-02-8169','A454-15','dcgXimZT', 'UB')
('AC12058-2022-11-01-8141','A453-5','vjcMRVhAMRbp', 'SL')
('AC12058-2022-11-01-8142','A453-6','qyYtnTHOyry', 'SU')
('SL22517-2022-11-02-8073','S337-9','KjQC', 'LB')
('AC22517-2022-11-02-8196','A456-6','NlkucCjcarqlLBh', 'SU')
('SL04652-2022-11-01-8096','S338-8','vzGKU', 'SU')
('SL04652-2022-11-02-8070','S337-6','wBznGvnVdczVQl', 'UB')
('SL04652-2022-11-01-8098','S338-10','kmLfPepJvy', 'MB')
('AC04652-2022-11-01-8408','A468-2','KpXGGdYyEvJRWg', 'LB')
('AC04652-2022-11-02-8177','A455-5','RmnkYebCrTkbLv', 'SL')
('SL04652-2022-11-02-8073','S337-9','JnsHrNlERi', 'LB')
('AC22517-2022-11-01-8131','A452-13','RRqQXRXTof', 'LB')
('AC22517-2022-11-02-8201','A456-11','qSEzJLml', 'SL')
('SL04652-2022-11-01-8142','S340-6','emz', 'UB')
('AC22517-2022-11-02-8238','A458-12','iRpbMcrJtBhyaV', 'SU')
('AC04652-2022-11-01-8448','A470-6','psYwf', 'SU')
('SL04652-2022-11-01-8146','S340-10','uwwYmDYvQu', 'MB')
('SL12058-2022-11-01-7987','S333-19','OttFLX', 'UB')
('AC12058-2022-11-01-8194','A456-4','M', 'UB')
('AC22517-2022-11-01-8181','A455-9','KmYyMxa', 'UB')
('SL22517-2022-11-02-8131','S339-19','dfbxPelhjaUV', 'UB')
('SL12058-2022-11-01-7991','S333-23','jLqYxocD', 'SL')
('AC22517-2022-11-01-8184','A455-12','dBUmuXSLkZMystX', 'SU')
('AC04652-2022-11-02-8234','A458-8','zYBxQTzCLKozTRJR', 'LB')
('AC04652-2022-11-01-8474','A471-14','Zds', 'LB')
('SL04652-2022-11-02-8133','S339-21','Hn', 'MB')
('SL12058-2022-11-01-7999','S334-7','PFeKMvnd', 'SL')
('AC22517-2022-11-02-8261','A459-17','PyLV', 'SL')
('AC22517-2022-11-01-8210','A457-2','Er', 'LB')
('AC04652-2022-11-02-8261','A459-17','cgDcvSzStdL', 'SL')
('AC22517-2022-11-02-8297','A461-17','cSXt', 'SL')
('SL22517-2022-11-02-8185','S342-1','fjnbjYFLOrKztk', 'LB')
('AC22517-2022-11-01-8241','A458-15','jLMcjvxVaNqC', 'UB')
('SL04652-2022-11-02-8180','S341-20','vxjdXjKgX', 'LB')
('AC22517-2022-11-02-8381','A466-11','Z', 'SL')
('SL12058-2022-11-01-8101','S338-13','gBXcEZy', 'MB')
('AC22517-2022-11-02-8384','A466-14','mkigMUtBqGtcx', 'LB')
('SL22517-2022-11-02-8260','S345-4','KEGCZVAxtUNwQ', 'LB')
('AC04652-2022-11-01-8585','A477-17','SIPUnzC', 'SL')
('SL22517-2022-11-01-8198','S342-14','GqlnSur', 'UB')
('SL22517-2022-11-02-8282','S346-2','LnCM', 'MB')
('SL04652-2022-11-02-8284','S346-4','waiMDPAWq', 'LB')
('AC04652-2022-11-01-8627','A480-5','xQiPKZjCobxkMX', 'SL')
('SL12058-2022-11-01-8141','S340-5','wmvFLyy', 'MB')
('SL22517-2022-11-01-8241','S344-9','crelPbGiYFBo', 'LB')
('AC12058-2022-11-01-8365','A465-13','yNU', 'LB')
('SL22517-2022-11-02-8312','S347-8','Nti', 'SU')
('SL22517-2022-11-02-8314','S347-10','nkhba', 'MB')
('SL12058-2022-11-01-8170','S341-10','mppFNRenNLhs', 'MB')
('SL22517-2022-11-01-8259','S345-3','ZSvTObdPYWJLddxq', 'UB')
('AC04652-2022-11-01-8666','A482-8','cqpMMntnm', 'LB')
('AC22517-2022-11-01-8426','A469-2','QNlMAmJmp', 'LB')
('AC22517-2022-11-02-8540','A475-8','u', 'LB')
('SL12058-2022-11-01-8237','S344-5','lmbdgGSUzwZbtfD', 'MB')
('SL12058-2022-11-01-8238','S344-6','FWseCcRcZcssowKp', 'UB')
('SL22517-2022-11-02-8376','S349-24','KWbYoxhXgx', 'SU')
('AC04652-2022-11-02-8504','A473-8','VZi', 'LB')
('AC12058-2022-11-01-8446','A470-4','dWGNyEXeDZgYBV', 'UB')
('SL04652-2022-11-01-8444','S352-20','yZOZXgp', 'LB')
('SL22517-2022-11-02-8411','S351-11','daDzOlgIw', 'UB')
('AC22517-2022-11-02-8573','A477-5','tZXz', 'SL')
('AC22517-2022-11-01-8486','A472-8','vOaXjZYPW', 'LB')
('SL22517-2022-11-02-8415','S351-15','PKHCmZlPgMgABJhW', 'SL')
('AC12058-2022-11-01-8482','A472-4','jCCnCbWo', 'UB')
('SL22517-2022-11-02-8420','S351-20','DIFVcAmSjNhhBmc', 'LB')
('AC22517-2022-11-01-8493','A472-15','mGWESFtVrkCwriy', 'UB')
('SL04652-2022-11-01-8458','S353-10','obHUX', 'MB')
('AC12058-2022-11-01-8488','A472-10','JAzDesDGEUL', 'UB')
('AC22517-2022-11-01-8496','A472-18','BDf', 'SU')
('AC04652-2022-11-01-8773','A488-7','sBSjbfSAD', 'LB')
('AC04652-2022-11-01-8775','A488-9','dyV', 'UB')
('AC04652-2022-11-02-8575','A477-7','IKSnAoWrneI', 'LB')
('SL04652-2022-11-01-8483','S354-11','VPiNScATQV', 'UB')
('AC22517-2022-11-01-8525','A474-11','znyPrmqpHKxPtxVP', 'SL')
('AC04652-2022-11-02-8585','A477-17','RZZVDEWrWWgGtpQb', 'SL')
('AC04652-2022-11-01-8785','A489-1','qb', 'LB')
('SL22517-2022-11-01-8438','S352-14','pTduxwHivot', 'UB')
('SL12058-2022-11-01-8354','S349-2','vlimYEA', 'MB')
('SL22517-2022-11-01-8452','S353-4','wEGFdpjV', 'LB')
('AC04652-2022-11-01-8832','A491-12','uvYtyDuf', 'SU')
('AC22517-2022-11-01-8571','A477-3','SqqoT', 'UB')
('AC04652-2022-11-01-8837','A491-17','KILgwDWjthacWjo', 'SL')
('AC04652-2022-11-02-8640','A480-18','ooNoyBlFkCoNqkt', 'SU')
('SL22517-2022-11-02-8500','S355-4','fVHFwFOnwvrtDfU', 'LB')
('SL22517-2022-11-01-8460','S353-12','mBfjmyOH', 'LB')
('AC04652-2022-11-01-8847','A492-9','cMEGT', 'UB')
('SL04652-2022-11-01-8540','S356-20','HvATuocWClG', 'LB')
('SL12058-2022-11-01-8372','S349-20','ZYGFAEfPIVi', 'LB')
('SL22517-2022-11-01-8473','S354-1','yxFU', 'LB')
('SL12058-2022-11-01-8389','S350-13','gkGIcMjQkpS', 'MB')
('SL04652-2022-11-01-8560','S357-16','fwCfXMKAYJRDVw', 'SU')
('SL22517-2022-11-01-8521','S356-1','McGdmP', 'LB')
('SL22517-2022-11-02-8544','S356-24','itFooeYOupGS', 'SU')
('SL22517-2022-11-02-8545','S357-1','k', 'LB')
('AC04652-2022-11-02-8689','A483-13','Ihh', 'LB')
('AC04652-2022-11-02-8691','A483-15','IzaeYcRVWBl', 'UB')
('AC12058-2022-11-01-8638','A480-16','IJcmS', 'UB')
('AC04652-2022-11-02-8693','A483-17','XpvnLXemV', 'SL')
('AC22517-2022-11-01-8647','A481-7','pADWxae', 'LB')
('SL22517-2022-11-01-8530','S356-10','RvsByDU', 'MB')
('AC04652-2022-11-01-8905','A495-13','YXuSeFO', 'LB')
('SL22517-2022-11-01-8535','S356-15','eSPJUfefWwlr', 'SL')
('AC12058-2022-11-01-8645','A481-5','S', 'SL')
('SL22517-2022-11-01-8537','S356-17','QQDOqE', 'LB')
('SL22517-2022-11-01-8538','S356-18','txATiVmqFgeYJ', 'MB')
('AC22517-2022-11-02-8739','A486-9','vUqvwGjEeHNIRJYx', 'UB')
('SL22517-2022-11-02-8576','S358-8','vQgWcyhbfAiYY', 'SU')
('AC04652-2022-11-01-8946','A497-18','QZ', 'SU')
('SL12058-2022-11-01-8470','S353-22','XsSABkYMZkiGqFp', 'UB')
('AC12058-2022-11-01-8685','A483-9','XbWaTjEIaeQhr', 'UB')
('SL22517-2022-11-02-8590','S358-22','uNvtdHX', 'UB')
('AC22517-2022-11-02-8762','A487-14','fecjiEzkxV', 'LB')
('SL22517-2022-11-02-8594','S359-2','wGaHjPHXvPWJ', 'MB')
('AC04652-2022-11-01-8968','A499-4','ISFJHgM', 'UB')
('SL04652-2022-11-02-8640','S360-24','rEAkeDUf', 'SU')
('SL04652-2022-11-01-8639','S360-23','ifGKwKJEhwQe', 'SL')
('AC22517-2022-11-01-8715','A485-3','UtNsTfSSq', 'UB')
('SL22517-2022-11-01-8598','S359-6','elBgtZVI', 'UB')
('AC04652-2022-11-02-8761','A487-13','x', 'LB')
('AC22517-2022-11-01-8730','A485-18','iAaVIpSENo', 'SU')
('SL04652-2022-11-02-8670','S362-6','ZSWyFXzgABDGQH', 'UB')
('SL12058-2022-11-01-8513','S355-17','LqgBynrKmGs', 'LB')
('SL04652-2022-11-02-8677','S362-13','mxLmbJbIgHx', 'MB')
('SL12058-2022-11-01-8556','S357-12','FonW', 'LB')
('AC22517-2022-11-01-8773','A488-7','fImrnhkkuJRNo', 'LB')
('AC04652-2022-11-02-8826','A491-6','FbFgO', 'SU')
('AC22517-2022-11-01-8775','A488-9','SwkOTWcUcLF', 'UB')
('SL22517-2022-11-02-8689','S363-1','TwLZOQ', 'LB')
('SL12058-2022-11-01-8561','S357-17','xWWGRqGu', 'LB')
('AC22517-2022-11-01-8777','A488-11','zC', 'SL')
('AC22517-2022-11-02-8843','A492-5','ynHk', 'SL')
('AC04652-2022-11-02-8832','A491-12','dPUVtYmN', 'SU')
('SL12058-2022-11-01-8565','S357-21','W', 'MB')
('AC22517-2022-11-01-8780','A488-14','QIwWhKKUCKgVGAKA', 'LB')
('AC12058-2022-11-01-8804','A490-2','mIBcVOv', 'LB')
('AC04652-2022-11-02-8867','A493-11','WrEcGuODCWuJ', 'SL')
('SL22517-2022-11-01-8712','S363-24','CX', 'SU')
('AC12058-2022-11-01-8810','A490-8','XFY', 'LB')
('SL04652-2022-11-01-8758','S365-22','IYrDqdtJYqs', 'UB')
('SL22517-2022-11-01-8742','S365-6','vOoQKojPSWrOCZTq', 'UB')
('AC12058-2022-11-01-8836','A491-16','ycqEOJXIsqccSJCV', 'UB')
('AC22517-2022-11-02-8906','A495-14','dOOZPtlBUTRUkT', 'LB')
('SL04652-2022-11-02-8794','S367-10','AJEER', 'MB')
('SL04652-2022-11-01-8775','S366-15','o', 'SL')
('AC04652-2022-11-02-8900','A495-8','hJAHRGMtmr', 'LB')
('AC22517-2022-11-01-8855','A492-17','EhEfLkMhOhY', 'SL')
('AC22517-2022-11-01-8857','A493-1','n', 'LB')
('SL04652-2022-11-02-8804','S367-20','zNUQzEYSIr', 'LB')
('SL12058-2022-11-01-8644','S361-4','PHe', 'LB')
('SL22517-2022-11-02-8776','S366-16','keYpyxtHabwud', 'SU')
('SL22517-2022-11-02-8777','S366-17','oAWbJKzcGVvLJgx', 'LB')
('SL12058-2022-11-01-8651','S361-11','kibve', 'UB')
('AC22517-2022-11-02-8924','A496-14','nMJ', 'LB')
('AC22517-2022-11-01-8865','A493-9','ZPLDuSdXoD', 'UB')
('SL22517-2022-11-01-8791','S367-7','McORpDd', 'SL')
('SL22517-2022-11-02-8847','S369-15','gVNj', 'SL')
('SL04652-2022-11-01-8841','S369-9','nOpgeyzyDKicKCR', 'LB')
('AC04652-2022-11-02-8968','A499-4','axtUnyY', 'UB')
('AC04652-2022-11-01-9198','A511-18','ESvZNVsqtvYW', 'SU')
('AC04652-2022-11-02-8972','A499-8','yoIfxMdsTwBSBTE', 'LB')
('SL04652-2022-11-01-8890','S371-10','xfMVhUetLQHxmdE', 'MB')
('SL04652-2022-11-02-8937','S373-9','CcG', 'LB')
('SL12058-2022-11-01-8783','S366-23','gaupeoqG', 'SL')
('SL22517-2022-11-01-8891','S371-11','PfkEjKxBmcM', 'UB')
('AC12058-2022-11-01-8990','A500-8','xNAADHFbOMdSfHv', 'LB')
('AC22517-2022-11-02-9054','A503-18','gGWgcXoSNcOi', 'SU')
('SL22517-2022-11-01-8921','S372-17','sDTrjMNO', 'LB')
('AC22517-2022-11-02-9086','A505-14','Dp', 'LB')
('SL22517-2022-11-02-8965','S374-13','PNg', 'MB')
('AC22517-2022-11-01-9142','A508-16','oAhiBOJQmxOWbIaQ', 'UB')
('SL12058-2022-11-01-8971','S374-19','IJizyDWzzTovy', 'UB')
('SL04652-2022-11-02-9092','S379-20','NMusBdasZiNNWr', 'LB')
('AC22517-2022-11-01-9153','A509-9','wfaSdTMGGS', 'UB')
('AC04652-2022-11-02-9195','A511-15','lxpuCsc', 'UB')
('SL04652-2022-11-02-9098','S380-2','CfbKMhOgWhsa', 'MB')
('SL22517-2022-11-02-9094','S379-22','VruUFrld', 'UB')
('AC22517-2022-11-01-9158','A509-14','yyPqfbXcg', 'LB')
('SL04652-2022-11-02-9100','S380-4','E', 'LB')
('SL22517-2022-11-01-9044','S377-20','pHycWkadQQcip', 'LB')
('AC12058-2022-11-01-9163','A510-1','ObjtzROAa', 'LB')
('SL04652-2022-11-02-9103','S380-7','Wzp', 'SL')
('AC04652-2022-11-02-9202','A512-4','N', 'UB')
('AC12058-2022-11-01-9222','A513-6','Z', 'SU')
('AC04652-2022-11-02-9262','A515-10','NZZgjJj', 'UB')
('SL22517-2022-11-01-9105','S380-9','PLnLTlJ', 'LB')
('AC12058-2022-11-01-9278','A516-8','APUIHygMmvbxYn', 'LB')
('AC12058-2022-11-01-9333','A519-9','dXzFoBRUCkHKpN', 'UB')
('SL12058-2022-11-01-9128','S381-8','dsbSiYxTyTgvWzqe', 'SU')
('AC04652-2022-11-02-9392','A522-14','jrmiJ', 'LB')
('AC22517-2022-11-01-9344','A520-2','nrucZHeRAeL', 'LB')
('SL04652-2022-11-01-9241','S386-1','FbOIe', 'LB')
('AC22517-2022-11-02-9382','A522-4','bmjgGyWerpLz', 'UB')
('AC22517-2022-11-01-9351','A520-9','N', 'UB')
('SL22517-2022-11-02-9262','S386-22','jOzVItsymywHAw', 'UB')
('SL22517-2022-11-01-9225','S385-9','nRGuizXxihFzY', 'LB')
('AC22517-2022-11-02-9385','A522-7','ECAGFGC', 'LB')
('SL04652-2022-11-01-9245','S386-5','c', 'MB')
('AC04652-2022-11-01-9622','A535-10','niTasJPstTVSDWga', 'UB')
('SL04652-2022-11-01-9247','S386-7','IGdIJm', 'SL')
('AC22517-2022-11-01-9356','A520-14','aNdL', 'LB')
('AC04652-2022-11-01-9627','A535-15','gKZVXm', 'UB')
('SL12058-2022-11-01-9145','S382-1','O', 'LB')
('AC22517-2022-11-01-9357','A520-15','klUajtPHXcpcxpS', 'UB')
('SL04652-2022-11-01-9294','S388-6','mazlWsLZQB', 'UB')
('AC22517-2022-11-01-9432','A524-18','HAW', 'SU')
('SL04652-2022-11-02-9343','S390-7','qsNgWlz', 'SL')
('AC04652-2022-11-01-9694','A539-10','se', 'UB')
('AC04652-2022-11-01-9695','A539-11','LAnvxEVjICMaeg', 'SL')
('AC04652-2022-11-02-9458','A526-8','hcQgC', 'LB')
('SL04652-2022-11-02-9349','S390-13','bxBHtSdqFVQlynB', 'MB')
('SL22517-2022-11-01-9298','S388-10','JfIUNuf', 'MB')
('SL22517-2022-11-01-9303','S388-15','ARGCojKdMqljwTYC', 'SL')
('SL12058-2022-11-01-9232','S385-16','lQIMFmlYRgkD', 'SU')
('SL04652-2022-11-01-9351','S390-15','rUCIjFjITLmF', 'SL')
('SL12058-2022-11-01-9234','S385-18','DgrGoZdds', 'MB')
('AC22517-2022-11-01-9446','A525-14','MfNp', 'LB')
('AC22517-2022-11-01-9478','A527-10','jeK', 'UB')
('AC04652-2022-11-02-9499','A528-13','HK', 'LB')
('SL22517-2022-11-01-9339','S390-3','UlJFJYuXmS', 'UB')
('AC22517-2022-11-01-9494','A528-8','L', 'LB')
('AC04652-2022-11-01-9752','A542-14','dnnZpnrqjLRVjJQ', 'LB')
('AC12058-2022-11-01-9477','A527-9','QLObkr', 'UB')
('SL12058-2022-11-01-9280','S387-16','CWTetpOdU', 'SU')
('SL22517-2022-11-01-9347','S390-11','qcrLBTYICHI', 'UB')
('AC04652-2022-11-02-9517','A529-13','UZzLXqFAox', 'LB')
('AC22517-2022-11-02-9508','A529-4','fThkpGCF', 'UB')
('SL04652-2022-11-01-9399','S392-15','nbjYzvFmjWs', 'SL')
('SL22517-2022-11-01-9402','S392-18','SOchr', 'MB')
('AC12058-2022-11-01-9557','A531-17','v', 'SL')
('SL22517-2022-11-01-9410','S393-2','ekvBLznhIp', 'MB')
('AC04652-2022-11-01-9827','A546-17','AAJvyGkcZPx', 'SL')
('SL22517-2022-11-02-9474','S395-18','zTtBnO', 'MB')
('SL22517-2022-11-01-9414','S393-6','HlvyjyObCQylMX', 'UB')
('AC12058-2022-11-01-9614','A535-2','aQkJFtLca', 'LB')
('SL04652-2022-11-02-9529','S398-1','AUhh', 'LB')
('AC22517-2022-11-02-9643','A536-13','pSf', 'LB')
('AC04652-2022-11-02-9630','A535-18','XBi', 'SU')
('AC04652-2022-11-01-9883','A550-1','gWHUaAMLrQkToH', 'LB')
('SL22517-2022-11-02-9536','S398-8','GBnqVbDbUSGxDXV', 'SU')
('AC04652-2022-11-01-9886','A550-4','c', 'UB')
('AC22517-2022-11-02-9651','A537-3','DnHSuiNnGHophsX', 'UB')
('AC04652-2022-11-02-9636','A536-6','XSPHeudIcrqRyPxK', 'SU')
('SL22517-2022-11-02-9541','S398-13','FHBnmbKStOQ', 'MB')
('AC04652-2022-11-02-9639','A536-9','mjIHyniPlEuneg', 'UB')
('AC04652-2022-11-02-9640','A536-10','wwHrAktmLNvr', 'UB')
('AC04652-2022-11-02-9641','A536-11','HfDnjXJ', 'SL')
('SL04652-2022-11-02-9543','S398-15','kIZnGS', 'SL')
('SL22517-2022-11-01-9482','S396-2','arYA', 'MB')
('SL12058-2022-11-01-9418','S393-10','sUMEPijRc', 'MB')
('AC04652-2022-11-02-9648','A536-18','vlMnVPiyzXWJVEtU', 'SU')
('SL22517-2022-11-01-9491','S396-11','JucZAlLlvIlJSE', 'UB')
('AC22517-2022-11-02-9671','A538-5','z', 'SL')
('AC22517-2022-11-01-9635','A536-5','dYQzeRVV', 'SL')
('AC04652-2022-11-01-9904','A551-4','OIIWSEGgJy', 'UB')
('AC04652-2022-11-01-9905','A551-5','OVnNSra', 'SL')
('SL04652-2022-11-01-9540','S398-12','hehfVKO', 'LB')
('SL22517-2022-11-02-9563','S399-11','uUUGxrMLaKBHY', 'UB')
('AC12058-2022-11-01-9694','A539-10','RhE', 'UB')
('SL04652-2022-11-01-9578','S400-2','FAHL', 'MB')
('SL12058-2022-11-01-9465','S395-9','OyADkdiupGO', 'LB')
('SL22517-2022-11-01-9535','S398-7','ieLqNRmQbcewd', 'SL')
('AC22517-2022-11-01-9674','A538-8','yAswIjLHQNARk', 'LB')
('AC22517-2022-11-01-9675','A538-9','WQqnl', 'UB')
('SL04652-2022-11-02-9595','S400-19','dbUwWfc', 'UB')
('AC04652-2022-11-02-9692','A539-8','PKv', 'LB')
('AC04652-2022-11-02-9693','A539-9','JCuBjZffXA', 'UB')
('AC04652-2022-11-01-9947','A553-11','HwkcsWxYodmQDE', 'SL')
('AC22517-2022-11-02-9742','A542-4','ENqyCLucvEBIE', 'UB')
('SL04652-2022-11-02-9619','S401-19','onFBmY', 'UB')
('SL04652-2022-11-02-9620','S401-20','LSPnKEDZBCG', 'LB')
('SL04652-2022-11-01-9601','S401-1','A', 'LB')
('SL04652-2022-11-01-9602','S401-2','iEjSiwSGLYr', 'MB')
('AC04652-2022-11-01-9967','A554-13','jEAaWtRO', 'LB')
('AC04652-2022-11-02-9727','A541-7','MLoBfpbzmDcZ', 'LB')
('SL22517-2022-11-01-9562','S399-10','jqWhStmU', 'MB')
('SL22517-2022-11-01-9563','S399-11','vLEtijxrWXCpfzn', 'UB')
('AC04652-2022-11-02-9733','A541-13','rFqsMQOMFBmx', 'LB')
('AC04652-2022-11-02-9741','A542-3','aIUmkyxBMdy', 'UB')
('SL04652-2022-11-01-9624','S401-24','KaJIHWs', 'SU')
('AC04652-2022-11-02-9745','A542-7','ColwkubNH', 'LB')
('AC04652-2022-11-02-9746','A542-8','qfXUhHA', 'LB')
('AC22517-2022-11-02-9773','A543-17','vzdMCkxyQs', 'SL')
('SL04652-2022-11-01-9630','S402-6','UzeykoZZhquZR', 'UB')
('AC12058-2022-11-01-9755','A542-17','MljpweKie', 'SL')
('AC04652-2022-11-02-9748','A542-10','qWBImYdTX', 'UB')
('SL04652-2022-11-02-9643','S402-19','hVHbWkpo', 'UB')
('AC04652-2022-11-02-9750','A542-12','aTybqA', 'SU')
