('SL12058-2022-11-01-1','S1-1','thYjYi', 'LB')
('AC04652-2022-11-01-3207','A179-3','pTcXCxVvKpJXfM', 'UB')
('SL12058-2022-11-01-3140','S131-20','dhXJmX', 'LB')
('SL22517-2022-11-02-3237','S135-21','tFdaxZNT', 'MB')
('SL22517-2022-11-02-3238','S135-22','TE', 'UB')
('AC12058-2022-11-01-3192','A178-6','NYgrqtVgcoeBz', 'SU')
('AC22517-2022-11-01-3062','A171-2','dIuCLWgfoG', 'LB')
('SL12058-2022-11-01-3148','S132-4','pgKGmYfe', 'LB')
('SL04652-2022-11-01-3228','S135-12','i', 'LB')
('AC12058-2022-11-01-3202','A178-16','mohIq', 'UB')
('SL12058-2022-11-01-3150','S132-6','yCF', 'UB')
('SL04652-2022-11-02-3162','S132-18','AmdrPpB', 'MB')
('AC04652-2022-11-02-3178','A177-10','RKQrqLoZTcw', 'UB')
('SL22517-2022-11-01-3223','S135-7','gNDGPHMKYIGrx', 'SL')
('SL22517-2022-11-02-3246','S136-6','LDx', 'UB')
('SL22517-2022-11-02-3247','S136-7','YbotdBXqJXlmn', 'SL')
('AC04652-2022-11-02-3185','A177-17','LMvLq', 'SL')
('AC12058-2022-11-01-3210','A179-6','HxmzxPz', 'SU')
('SL04652-2022-11-02-3173','S133-5','GFk', 'MB')
('SL12058-2022-11-01-3157','S132-13','LMkPEQwg', 'MB')
('AC04652-2022-11-01-3219','A179-15','TprHuDRiXvteK', 'UB')
('AC22517-2022-11-02-3291','A183-15','iNyCIUlopp', 'UB')
('SL12058-2022-11-01-3176','S133-8','gmZ', 'SU')
('AC12058-2022-11-01-3229','A180-7','RMGhyk', 'LB')
('AC22517-2022-11-01-3129','A174-15','AzVr', 'UB')
('SL04652-2022-11-02-3212','S134-20','RwSu', 'LB')
('SL04652-2022-11-01-3292','S138-4','o', 'LB')
('SL22517-2022-11-02-3322','S139-10','vEFbG', 'MB')
('AC22517-2022-11-01-3145','A175-13','dTwAgXiy', 'LB')
('SL04652-2022-11-01-3332','S139-20','ZhNMRgRkUaBpKuX', 'LB')
('SL04652-2022-11-02-3261','S136-21','hy', 'MB')
('SL22517-2022-11-02-3360','S140-24','tqKdlbUmtlQeZ', 'SU')
('SL12058-2022-11-01-3260','S136-20','jmZVLsHWyQUANC', 'LB')
('AC12058-2022-11-01-3380','A188-14','POOYTlPteHFd', 'LB')
('SL22517-2022-11-01-3383','S141-23','gpQyUgicuv', 'SL')
('SL04652-2022-11-01-3410','S143-2','wqDywsIOo', 'MB')
('AC04652-2022-11-02-3341','A186-11','AoUBlouAwBDDb', 'SL')
('SL12058-2022-11-01-3335','S139-23','RbIsIxXdb', 'SL')
('AC04652-2022-11-02-3344','A186-14','vZBeTbjkQTmSPInD', 'LB')
('AC12058-2022-11-01-3385','A189-1','NyYwRJ', 'LB')
('AC22517-2022-11-01-3239','A180-17','GlMQdjfc', 'SL')
('SL04652-2022-11-01-3419','S143-11','QnJi', 'UB')
('AC12058-2022-11-01-3388','A189-4','rWLmdg', 'UB')
('SL22517-2022-11-02-3438','S144-6','wvmPmYwtRgnNbS', 'UB')
('SL22517-2022-11-02-3439','S144-7','LXR', 'SL')
('AC22517-2022-11-01-3243','A181-3','ZgEU', 'UB')
('SL22517-2022-11-02-3441','S144-9','XYbstXGAfIsRmD', 'LB')
('AC12058-2022-11-01-3390','A189-6','WYtUWm', 'SU')
('SL22517-2022-11-02-3445','S144-13','EyIlRZBabV', 'MB')
('SL22517-2022-11-01-3398','S142-14','ICCcxbBDWmPMaoH', 'UB')
('SL04652-2022-11-02-3343','S140-7','VzwNmoHyKhecxukg', 'SL')
('SL04652-2022-11-02-3344','S140-8','DO', 'SU')
('SL22517-2022-11-01-3403','S142-19','wGanyJrdSjsG', 'UB')
('SL04652-2022-11-01-3431','S143-23','eeEqZSWMwGf', 'SL')
('AC22517-2022-11-01-3257','A181-17','WpTovS', 'SL')
('SL04652-2022-11-02-3347','S140-11','QPjGJVbVVx', 'UB')
('SL22517-2022-11-01-3406','S142-22','H', 'UB')
('AC04652-2022-11-02-3361','A187-13','a', 'LB')
('SL04652-2022-11-02-3354','S140-18','ExRQ', 'MB')
('AC04652-2022-11-01-3415','A190-13','amFYgTVJ', 'LB')
('AC12058-2022-11-01-3414','A190-12','YoiRGtmzbGKQOh', 'SU')
('SL04652-2022-11-01-3443','S144-11','oRDwrGAYEhXLSotD', 'UB')
('AC04652-2022-11-01-3423','A191-3','GBdNTYx', 'UB')
('SL04652-2022-11-01-3445','S144-13','ztYmNhCZd', 'MB')
('SL12058-2022-11-01-3392','S142-8','IyJ', 'SU')
('AC22517-2022-11-01-3285','A183-9','MomLPojs', 'UB')
('SL04652-2022-11-01-3470','S145-14','GobpcwKKuEcjyqO', 'UB')
('SL22517-2022-11-02-3499','S146-19','WWKmtFaKzGrhX', 'UB')
('SL04652-2022-11-01-3471','S145-15','tSXuSc', 'SL')
('SL22517-2022-11-02-3503','S146-23','PbOa', 'SL')
('AC12058-2022-11-01-3456','A192-18','N', 'SU')
('SL22517-2022-11-01-3439','S144-7','shLdnd', 'SL')
('AC22517-2022-11-02-3518','A196-8','bwfySIqcYtVclsel', 'LB')
('AC04652-2022-11-01-3465','A193-9','cAuEJX', 'UB')
('AC22517-2022-11-01-3303','A184-9','N', 'UB')
('SL04652-2022-11-01-3486','S146-6','SDTbsTRHuXc', 'UB')
('SL22517-2022-11-01-3458','S145-2','qdNVyskKcWHsw', 'MB')
('SL04652-2022-11-02-3403','S142-19','cnojAzKW', 'UB')
('SL12058-2022-11-01-3421','S143-13','UYvHAce', 'MB')
('SL22517-2022-11-02-3528','S147-24','kPJz', 'SU')
('SL12058-2022-11-01-3488','S146-8','lTHjSvEISKVyEGBz', 'SU')
('SL04652-2022-11-01-3559','S149-7','Kgyo', 'SL')
('SL22517-2022-11-02-3612','S151-12','ltCgE', 'LB')
('SL12058-2022-11-01-3491','S146-11','nhAGzniFApItOyTz', 'UB')
('AC12058-2022-11-01-3546','A197-18','LBBYHuhbTTK', 'SU')
('SL22517-2022-11-01-3526','S147-22','aDAFhOhyHzRNKYpS', 'UB')
('AC04652-2022-11-01-3552','A198-6','mXYlHySno', 'SU')
('AC04652-2022-11-02-3469','A193-13','XBaRBPdrxmAIOeB', 'LB')
('SL22517-2022-11-02-3619','S151-19','ioKv', 'UB')
('AC22517-2022-11-01-3381','A188-15','EQwlXwfoZJozriG', 'UB')
('SL22517-2022-11-01-3536','S148-8','cpDboyavcJHHa', 'SU')
('AC12058-2022-11-01-3587','A200-5','hWO', 'SL')
('SL04652-2022-11-02-3501','S146-21','iSRDurDvY', 'MB')
('SL22517-2022-11-01-3576','S149-24','RUQNvLHfeTzM', 'SU')
('AC04652-2022-11-02-3501','A195-9','NUUHUrUzFYxDU', 'UB')
('AC04652-2022-11-01-3583','A200-1','MQtpNvsTPtr', 'LB')
('SL04652-2022-11-02-3516','S147-12','TeGGSNeo', 'LB')
('SL04652-2022-11-01-3605','S151-5','lsggUxJuCNlefyjc', 'MB')
('AC22517-2022-11-02-3644','A203-8','DiOpLhmZ', 'LB')
('AC12058-2022-11-01-3599','A200-17','DVF', 'SL')
('AC04652-2022-11-02-3515','A196-5','xHXhccaniteAr', 'SL')
('SL22517-2022-11-01-3590','S150-14','UwXBWJeRye', 'UB')
('SL22517-2022-11-01-3592','S150-16','mMM', 'SU')
('SL22517-2022-11-01-3605','S151-5','Vrps', 'MB')
('AC04652-2022-11-01-3610','A201-10','reTJO', 'UB')
('SL04652-2022-11-02-3534','S148-6','rWn', 'UB')
('AC22517-2022-11-02-3666','A204-12','DKRaqPm', 'SU')
('AC22517-2022-11-02-3667','A204-13','qGdFmdHBoyouS', 'LB')
('AC22517-2022-11-01-3446','A192-8','S', 'LB')
('AC12058-2022-11-01-3625','A202-7','k', 'LB')
('AC12058-2022-11-01-3626','A202-8','XW', 'LB')
('SL04652-2022-11-01-3624','S151-24','kcQJBMzbshNahc', 'SU')
('SL22517-2022-11-01-3614','S151-14','R', 'UB')
('SL04652-2022-11-02-3543','S148-15','ipyRhNkRdFvW', 'SL')
('SL04652-2022-11-01-3629','S152-5','yPK', 'MB')
('SL22517-2022-11-02-3684','S154-12','tJQIzRSbtNMVJ', 'LB')
('AC22517-2022-11-02-3680','A205-8','p', 'LB')
('SL04652-2022-11-02-3549','S148-21','ga', 'MB')
('AC22517-2022-11-02-3682','A205-10','GIDNDIZaTTuL', 'UB')
('SL22517-2022-11-01-3620','S151-20','UNJrmjCDJcRCFx', 'LB')
('SL04652-2022-11-01-3633','S152-9','NbMDgzZwP', 'LB')
('AC22517-2022-11-02-3685','A205-13','JnODx', 'LB')
('SL22517-2022-11-01-3622','S151-22','UJsh', 'UB')
('SL04652-2022-11-02-3559','S149-7','FAvHhh', 'SL')
('AC22517-2022-11-01-3468','A193-12','YLvGDLscrYK', 'SU')
('SL22517-2022-11-01-3627','S152-3','VRPQwXjdaTw', 'UB')
('AC04652-2022-11-01-3656','A204-2','K', 'LB')
('AC04652-2022-11-01-3658','A204-4','jE', 'UB')
('SL04652-2022-11-02-3589','S150-13','Zng', 'MB')
('SL22517-2022-11-02-3723','S156-3','GahXQHFAj', 'UB')
('SL22517-2022-11-02-3724','S156-4','YpT', 'LB')
('SL22517-2022-11-02-3725','S156-5','pNLNflZSyja', 'MB')
('SL04652-2022-11-01-3672','S153-24','JhZr', 'SU')
('SL04652-2022-11-01-3673','S154-1','RVLuYz', 'LB')
('AC04652-2022-11-02-3590','A200-8','VeVCmVW', 'LB')
('SL22517-2022-11-02-3729','S156-9','VpzjR', 'LB')
('SL04652-2022-11-02-3596','S150-20','kJWPekMVOFeJqq', 'LB')
('SL22517-2022-11-01-3654','S153-6','hJTrbppsalT', 'UB')
('SL04652-2022-11-01-3678','S154-6','IlFmSm', 'UB')
('AC12058-2022-11-01-3687','A205-15','pTIXSBoEIQdAuQiz', 'UB')
('SL22517-2022-11-02-3738','S156-18','DqJmLjpSSb', 'MB')
('SL22517-2022-11-02-3739','S156-19','eyQvGzwNLw', 'UB')
('SL12058-2022-11-01-3645','S152-21','LOFpcjCVvCGudP', 'MB')
('AC04652-2022-11-01-3672','A204-18','ezTQknoPTejcCin', 'SU')
('SL04652-2022-11-01-3687','S154-15','KETkkD', 'SL')
('AC04652-2022-11-02-3602','A201-2','jEVrSuiNPFvJqSlq', 'LB')
('SL04652-2022-11-02-3642','S152-18','aJUTHQQJ', 'MB')
('SL12058-2022-11-01-3671','S153-23','tUKTLjZbHUQMMop', 'SL')
('AC04652-2022-11-02-3638','A203-2','irgPZEX', 'LB')
('SL12058-2022-11-01-3677','S154-5','AOYi', 'MB')
('SL22517-2022-11-01-3700','S155-4','bTjMZTCrQPAIa', 'LB')
('AC04652-2022-11-02-3642','A203-6','g', 'SU')
('AC22517-2022-11-02-3789','A211-9','Meh', 'UB')
('AC12058-2022-11-01-3731','A208-5','DRZsd', 'SL')
('AC12058-2022-11-01-3734','A208-8','Iq', 'LB')
('AC12058-2022-11-01-3735','A208-9','lVNKGluKQ', 'UB')
('SL22517-2022-11-02-3783','S158-15','okZARecOWUn', 'SL')
('AC22517-2022-11-01-3567','A199-3','NHhq', 'UB')
('AC12058-2022-11-01-3741','A208-15','Y', 'UB')
('AC04652-2022-11-01-3725','A207-17','JSEaBl', 'SL')
('AC22517-2022-11-02-3810','A212-12','HUSxJRkQZjpZKdL', 'SU')
('AC22517-2022-11-01-3575','A199-11','Pi', 'SL')
('SL12058-2022-11-01-3693','S154-21','siMwlGaGZKMPFAH', 'MB')
('AC04652-2022-11-02-3660','A204-6','snOti', 'SU')
('AC04652-2022-11-02-3661','A204-7','qGvdAmPP', 'LB')
('AC22517-2022-11-01-3581','A199-17','hdii', 'SL')
('SL22517-2022-11-02-3800','S159-8','PIJ', 'SU')
('SL22517-2022-11-02-3807','S159-15','hWIQzgA', 'SL')
('SL22517-2022-11-01-3738','S156-18','rgrWTOnji', 'MB')
('SL04652-2022-11-02-3685','S154-13','r', 'MB')
('AC12058-2022-11-01-3759','A209-15','ThiWVLe', 'UB')
('SL04652-2022-11-01-3768','S157-24','dZizBaFt', 'SU')
('SL04652-2022-11-02-3688','S154-16','PxyADtMqUH', 'SU')
('AC12058-2022-11-01-3761','A209-17','tFZbmrDYeH', 'SL')
('AC22517-2022-11-01-3604','A201-4','IaGrUetSuA', 'UB')
('SL04652-2022-11-01-3791','S158-23','cXdPwWCXjnNi', 'SL')
('AC22517-2022-11-02-3851','A214-17','EJv', 'SL')
('AC22517-2022-11-02-3852','A214-18','VfWkn', 'SU')
('AC22517-2022-11-01-3614','A201-14','tomHDJHbRrKMf', 'LB')
('AC04652-2022-11-01-3773','A210-11','jJfxNNyF', 'SL')
('AC04652-2022-11-02-3697','A206-7','l', 'LB')
('SL22517-2022-11-02-3834','S160-18','Qw', 'MB')
('SL12058-2022-11-01-3735','S156-15','vXDgNvsx', 'SL')
('SL12058-2022-11-01-3736','S156-16','KeLrDNjELgkTR', 'SU')
('SL22517-2022-11-01-3767','S157-23','c', 'SL')
('AC04652-2022-11-01-3790','A211-10','VWrHYRdg', 'UB')
('AC04652-2022-11-02-3709','A207-1','AdZjiVkkKd', 'LB')
('SL12058-2022-11-01-3744','S156-24','d', 'SU')
('SL22517-2022-11-01-3771','S158-3','tDqxRWnKA', 'UB')
('SL04652-2022-11-02-3713','S155-17','kfexk', 'LB')
('AC04652-2022-11-01-3793','A211-13','vQnl', 'LB')
('AC22517-2022-11-01-3631','A202-13','YDTSypBMvzImwcQ', 'LB')
('AC12058-2022-11-01-3782','A211-2','yGMvlcaDmaczQNCh', 'LB')
('SL12058-2022-11-01-3771','S158-3','iSUACfuRuV', 'UB')
('AC12058-2022-11-01-3807','A212-9','MCzrEeH', 'UB')
('SL12058-2022-11-01-3779','S158-11','ionVvkrOtR', 'UB')
('SL22517-2022-11-02-3871','S162-7','zdgsysuGmV', 'SL')
('AC22517-2022-11-02-3895','A217-7','JIqfiOUaCdrh', 'LB')
('SL22517-2022-11-02-3876','S162-12','MGnr', 'LB')
('AC22517-2022-11-02-3901','A217-13','Rc', 'LB')
('SL22517-2022-11-02-3877','S162-13','vcKnGyrPo', 'MB')
('AC22517-2022-11-02-3903','A217-15','BzrOUIqcmfyDJv', 'UB')
('SL04652-2022-11-02-3755','S157-11','jbQjbJcKdrJ', 'UB')
('AC22517-2022-11-02-3906','A217-18','hUzRzOjQ', 'SU')
('SL22517-2022-11-01-3814','S159-22','OsxjsTIuEgLYF', 'UB')
('SL22517-2022-11-01-3816','S159-24','iYtAGycWYzREgS', 'SU')
('AC04652-2022-11-01-3858','A215-6','lbusLMLGvcHGq', 'SU')
('AC04652-2022-11-02-3763','A210-1','lpKHHkQccZqgd', 'LB')
('SL04652-2022-11-01-3845','S161-5','msGoHzsyqOHz', 'MB')
('SL22517-2022-11-02-3897','S163-9','nJaCbYtDhWHCoGC', 'LB')
('SL22517-2022-11-02-3898','S163-10','vqvy', 'MB')
('SL04652-2022-11-02-3776','S158-8','hQe', 'SU')
('AC12058-2022-11-01-3883','A216-13','vbZPepp', 'LB')
('AC04652-2022-11-01-3906','A217-18','W', 'SU')
('AC12058-2022-11-01-3885','A216-15','maqYocOCf', 'UB')
('SL04652-2022-11-02-3812','S159-20','nVk', 'LB')
('AC04652-2022-11-02-3833','A213-17','kMBBbyFv', 'SL')
('SL12058-2022-11-01-3861','S161-21','IapSYDpBOvhXS', 'MB')
('SL22517-2022-11-01-3895','S163-7','KOVHnjdoCiJ', 'SL')
('AC12058-2022-11-01-3913','A218-7','ykUmNDWKBcXQVNQd', 'LB')
('AC04652-2022-11-02-3837','A214-3','MXgNaiBok', 'UB')
('AC22517-2022-11-02-3982','A222-4','ojhHHuCHcnSC', 'UB')
('AC04652-2022-11-01-3941','A219-17','PdqrxJYEeb', 'SL')
('SL12058-2022-11-01-3864','S161-24','ybzjfxZyNL', 'SU')
('SL22517-2022-11-02-4010','S168-2','uHNEdgEkCDR', 'MB')
('SL22517-2022-11-02-4019','S168-11','ZPqlgDFJhqODhHrU', 'UB')
('SL04652-2022-11-01-3953','S165-17','fsGIyijidrJ', 'LB')
('SL12058-2022-11-01-3901','S163-13','XGxcEwbhXEZ', 'MB')
('SL04652-2022-11-01-3955','S165-19','QcAKsABrhUAVtszo', 'UB')
('SL22517-2022-11-02-4023','S168-15','ohaeTy', 'SL')
('AC04652-2022-11-01-3983','A222-5','stzCyUTCFefv', 'SL')
('AC04652-2022-11-02-3886','A216-16','saecsEFsYMwK', 'UB')
('AC12058-2022-11-01-3963','A221-3','INJNCxxGrzwlEHTl', 'UB')
('SL22517-2022-11-02-4027','S168-19','GsILZHtPqGxvodUv', 'UB')
('SL22517-2022-11-01-3958','S165-22','STQlQCEMeRLlN', 'UB')
('AC22517-2022-11-02-4032','A224-18','PNVPOShXa', 'SU')
('SL22517-2022-11-02-4032','S168-24','BXg', 'SU')
('SL04652-2022-11-01-3964','S166-4','LvMDsqddupLPSWjI', 'LB')
('SL22517-2022-11-01-3963','S166-3','reoQaSu', 'UB')
('AC22517-2022-11-01-3793','A211-13','tyqgEIIjMru', 'LB')
('SL22517-2022-11-01-3973','S166-13','ItAm', 'MB')
('AC04652-2022-11-01-4002','A223-6','JOmjhDlXDz', 'SU')
('AC22517-2022-11-02-4046','A225-14','Fsn', 'LB')
('AC04652-2022-11-02-3903','A217-15','LXQRAFpsNZkhLA', 'UB')
('SL04652-2022-11-02-3892','S163-4','wdFSCm', 'LB')
('AC04652-2022-11-02-3905','A217-17','wRCy', 'SL')
('AC04652-2022-11-01-4005','A223-9','FZkYSmgBWvtI', 'UB')
('AC12058-2022-11-01-3977','A221-17','RombaYx', 'SL')
('AC04652-2022-11-01-4008','A223-12','wqmBZ', 'SU')
('SL22517-2022-11-02-4053','S169-21','IlmXsBNDzDLE', 'MB')
('AC22517-2022-11-01-3808','A212-10','ilTWXx', 'UB')
('SL22517-2022-11-01-3983','S166-23','ouFzVfshKwxS', 'SL')
('SL04652-2022-11-02-3899','S163-11','ixZ', 'UB')
('AC12058-2022-11-01-3982','A222-4','Vqk', 'UB')
('AC22517-2022-11-02-4061','A226-11','fRircpeSgkmr', 'SL')
('AC22517-2022-11-01-3814','A212-16','CNbiPoSfkdHuQ', 'UB')
('SL04652-2022-11-02-3901','S163-13','vCSZhxOKYBu', 'MB')
('AC04652-2022-11-02-3920','A218-14','eliSJX', 'LB')
('SL04652-2022-11-01-3990','S167-6','QUuXcPBPIfZvsMV', 'UB')
('SL12058-2022-11-01-3938','S165-2','bL', 'MB')
('AC04652-2022-11-01-4023','A224-9','YlEZeXjgrlDWqQj', 'UB')
('SL04652-2022-11-02-3908','S163-20','dLurHtFpixuO', 'LB')
('AC04652-2022-11-02-3925','A219-1','PWGIaCdlKrGF', 'LB')
('SL04652-2022-11-02-3912','S163-24','Bc', 'SU')
('AC22517-2022-11-02-4073','A227-5','pFuVmdraU', 'SL')
('SL22517-2022-11-02-4069','S170-13','oUwXxCDGDK', 'MB')
('AC22517-2022-11-01-3824','A213-8','HFnTKBzzVn', 'LB')
('AC04652-2022-11-01-4030','A224-16','BgxFzcKPA', 'UB')
('AC22517-2022-11-02-4079','A227-11','a', 'SL')
('SL12058-2022-11-01-3955','S165-19','HthjraQlMh', 'UB')
('AC12058-2022-11-01-4001','A223-5','YjgQPoylxhAyQ', 'SL')
('SL22517-2022-11-01-4005','S167-21','CCCPPPztUANISR', 'MB')
('SL04652-2022-11-02-3923','S164-11','u', 'UB')
('SL04652-2022-11-02-3925','S164-13','gNI', 'MB')
('AC22517-2022-11-02-4091','A228-5','endcE', 'SL')
('SL22517-2022-11-01-4017','S168-9','ykvSsXgJxluHAEBA', 'LB')
('AC12058-2022-11-01-4062','A226-12','cGRtSzeVuxkPhCu', 'SU')
('AC04652-2022-11-02-4004','A223-8','fHKilKhUHwOXxC', 'LB')
('SL04652-2022-11-01-4079','S170-23','fgsNnFkJZeOZ', 'SL')
('SL12058-2022-11-01-4040','S169-8','CX', 'SU')
('AC22517-2022-11-02-4161','A232-3','LnGTDvzb', 'UB')
('AC12058-2022-11-01-4067','A226-17','jbeBYfHEzOLiqMh', 'SL')
('AC04652-2022-11-02-4048','A225-16','gCqVuzpWqWUk', 'UB')
('SL04652-2022-11-01-4107','S172-3','hukPsCzzE', 'UB')
('SL04652-2022-11-01-4108','S172-4','Rj', 'LB')
('AC04652-2022-11-01-4151','A231-11','MsuuDlYm', 'SL')
('SL04652-2022-11-02-4023','S168-15','rbnNtcpzz', 'SL')
('AC22517-2022-11-02-4195','A234-1','ktpCKjOLnERVEVch', 'LB')
('AC12058-2022-11-01-4102','A228-16','PQCDNKxL', 'UB')
('AC12058-2022-11-01-4103','A228-17','ahxuNHaepjvqqj', 'SL')
('SL04652-2022-11-01-4111','S172-7','xrwmVotJE', 'SL')
('AC04652-2022-11-02-4061','A226-11','vSkLKsBgVCzcggU', 'SL')
('SL12058-2022-11-01-4083','S171-3','VoqxOU', 'UB')
('SL22517-2022-11-01-4127','S172-23','BYc', 'SL')
('AC04652-2022-11-01-4164','A232-6','HiSKdwPKUy', 'SU')
('SL04652-2022-11-01-4115','S172-11','AUeFnzL', 'UB')
('SL12058-2022-11-01-4086','S171-6','LBJ', 'UB')
('SL22517-2022-11-02-4195','S175-19','rq', 'UB')
('SL12058-2022-11-01-4091','S171-11','WuftkneNmPcRz', 'UB')
('SL22517-2022-11-02-4197','S175-21','MXDdysv', 'MB')
('AC22517-2022-11-02-4207','A234-13','RGhlAvgEfHRBc', 'LB')
('AC22517-2022-11-02-4208','A234-14','kLPGHXhP', 'LB')
('SL04652-2022-11-01-4126','S172-22','qtHTqa', 'UB')
('SL04652-2022-11-01-4127','S172-23','yKK', 'SL')
('AC22517-2022-11-01-3954','A220-12','LX', 'SU')
('AC22517-2022-11-02-4212','A234-18','dr', 'SU')
('SL04652-2022-11-01-4153','S174-1','kJC', 'LB')
('SL22517-2022-11-02-4231','S177-7','bNFeldWqbgsEl', 'SL')
('SL12058-2022-11-01-4143','S173-15','OTcTDqoI', 'SL')
('SL04652-2022-11-02-4065','S170-9','uaQWTPlg', 'LB')
('SL04652-2022-11-01-4166','S174-14','ak', 'UB')
('SL12058-2022-11-01-4177','S175-1','NSNaAkWzBbT', 'LB')
('AC22517-2022-11-02-4282','A238-16','JmBdieJqMwXy', 'UB')
('SL04652-2022-11-02-4105','S172-1','mmAQTfxhbW', 'LB')
('SL04652-2022-11-02-4106','S172-2','r', 'MB')
('AC04652-2022-11-02-4131','A230-9','rxHm', 'UB')
('AC12058-2022-11-01-4204','A234-10','vfOioJZj', 'UB')
('AC12058-2022-11-01-4205','A234-11','cQVWwEbTuyXJGHH', 'SL')
('SL22517-2022-11-02-4311','S180-15','wP', 'SL')
('SL22517-2022-11-02-4312','S180-16','zcXAVJArsUuyHq', 'SU')
('AC22517-2022-11-01-4065','A226-15','ZKfR', 'UB')
('AC22517-2022-11-02-4316','A240-14','gjIjtagxYZfBAIZ', 'LB')
('AC04652-2022-11-02-4178','A233-2','GjurLvtkK', 'LB')
('SL04652-2022-11-01-4251','S178-3','rZuLEfm', 'UB')
('AC04652-2022-11-02-4181','A233-5','ioUsWtcWjihOE', 'SL')
('AC12058-2022-11-01-4245','A236-15','oK', 'UB')
('SL22517-2022-11-01-4244','S177-20','aAhQSFniqLF', 'LB')
('SL04652-2022-11-01-4257','S178-9','WdQYAxcwDoYCTGkF', 'LB')
('SL04652-2022-11-01-4258','S178-10','PyjpXwB', 'MB')
('SL12058-2022-11-01-4224','S176-24','crvvwnGxsX', 'SU')
('SL22517-2022-11-02-4327','S181-7','XpufnRAec', 'SL')
('SL22517-2022-11-02-4328','S181-8','E', 'SU')
('SL22517-2022-11-01-4249','S178-1','MZTTEmaTPryXbl', 'LB')
('AC12058-2022-11-01-4247','A236-17','t', 'SL')
('SL22517-2022-11-02-4329','S181-9','EyiePMZg', 'LB')
('AC22517-2022-11-02-4320','A240-18','GRqpjNIymM', 'SU')
('AC22517-2022-11-01-4081','A227-13','iRjcoZQQtFLRyeyF', 'LB')
('SL04652-2022-11-02-4169','S174-17','gkmyoxEuyxtkdUYl', 'LB')
('AC04652-2022-11-01-4294','A239-10','MBnJlscaNScfhe', 'UB')
('AC04652-2022-11-02-4203','A234-9','KuyTMmkA', 'UB')
('AC22517-2022-11-01-4094','A228-8','BatPudumeAyR', 'LB')
('SL12058-2022-11-01-4241','S177-17','QbMinfSOxEhMjNG', 'LB')
('SL04652-2022-11-01-4279','S179-7','KZFAyfMZpFYyc', 'SL')
('AC22517-2022-11-01-4096','A228-10','PEoWIhLjA', 'UB')
('AC12058-2022-11-01-4267','A238-1','UvxxOrcGMv', 'LB')
('SL22517-2022-11-02-4346','S182-2','XzzQACfsXiH', 'MB')
('SL22517-2022-11-02-4347','S182-3','rPOuFNCURUGc', 'UB')
('AC04652-2022-11-02-4211','A234-17','TDstpZojvisKwVq', 'SL')
('SL04652-2022-11-02-4187','S175-11','Ku', 'UB')
('AC12058-2022-11-01-4270','A238-4','KRuEoocSUBWPDQIc', 'UB')
('AC12058-2022-11-01-4271','A238-5','FnsRKbZnP', 'SL')
('AC22517-2022-11-02-4339','A242-1','kTaYvARnTUxGH', 'LB')
('AC04652-2022-11-01-4309','A240-7','Vj', 'LB')
('AC04652-2022-11-02-4216','A235-4','vBnLFHYscRWUz', 'UB')
('SL22517-2022-11-02-4351','S182-7','mAMpLKOAeUgol', 'SL')
('SL12058-2022-11-01-4264','S178-16','nKvZngMJcHZxp', 'SU')
('AC22517-2022-11-01-4116','A229-12','YISHcwYtLbGqsV', 'SU')
('AC04652-2022-11-01-4313','A240-11','Z', 'SL')
('AC04652-2022-11-01-4320','A240-18','o', 'SU')
('AC04652-2022-11-01-4321','A241-1','ikUOyhbILHsPjVo', 'LB')
('AC22517-2022-11-02-4352','A242-14','kSxNXKDoWvWzPQ', 'LB')
('SL22517-2022-11-01-4295','S179-23','lXD', 'SL')
('AC12058-2022-11-01-4287','A239-3','HSImFUfFt', 'UB')
('AC22517-2022-11-01-4131','A230-9','cCV', 'UB')
('SL22517-2022-11-01-4297','S180-1','lzf', 'LB')
('AC04652-2022-11-01-4325','A241-5','lqoXdMHpg', 'SL')
('SL04652-2022-11-01-4294','S179-22','UuPBukLjYVq', 'UB')
('SL04652-2022-11-02-4211','S176-11','qzmCQeIZsy', 'UB')
('SL22517-2022-11-02-4371','S183-3','iVqI', 'UB')
('AC22517-2022-11-01-4134','A230-12','nAtPYMOUsEL', 'SU')
('AC04652-2022-11-01-4327','A241-7','pbvCINwlIlLI', 'LB')
('SL12058-2022-11-01-4290','S179-18','L', 'MB')
('AC04652-2022-11-02-4236','A236-6','p', 'SU')
('AC04652-2022-11-02-4238','A236-8','BHZSNNopcoOXv', 'LB')
('SL04652-2022-11-01-4303','S180-7','FyjyeLwRZH', 'SL')
('SL04652-2022-11-02-4217','S176-17','dyGXmOYXpImdgktc', 'LB')
('SL22517-2022-11-01-4319','S180-23','iXwmtOGUHwSHp', 'SL')
('AC22517-2022-11-02-4377','A244-3','uV', 'UB')
('SL04652-2022-11-01-4320','S180-24','AJvGTX', 'SU')
('AC22517-2022-11-01-4159','A232-1','BDedZ', 'LB')
('SL04652-2022-11-02-4235','S177-11','FtPpjTU', 'UB')
('AC22517-2022-11-01-4160','A232-2','rPwmMG', 'LB')
('SL12058-2022-11-01-4315','S180-19','GXrFRWsD', 'UB')
('SL22517-2022-11-01-4334','S181-14','CnzgueFQ', 'UB')
('AC04652-2022-11-02-4266','A237-18','RvwSlWcTqZ', 'SU')
('SL22517-2022-11-01-4337','S181-17','qKAzfyhGtQPqec', 'LB')
('SL22517-2022-11-02-4409','S184-17','ctwor', 'LB')
