('SL12058-2022-11-01-175','S8-7','dXKgfuSBDPKiDjI', 'SL')
('AC04652-2022-11-01-3193','A178-7','xnrfWYDIjBd', 'LB')
('AC04652-2022-11-02-3078','A171-18','KEDsAIvEe', 'SU')
('AC22517-2022-11-01-3141','A175-9','Cnw', 'UB')
('SL12058-2022-11-01-3010','S126-10','R', 'MB')
('SL22517-2022-11-01-3090','S129-18','TLikWzsjMRnZjw', 'MB')
('SL04652-2022-11-01-3105','S130-9','RZkfeRtHYgSCc', 'LB')
('AC22517-2022-11-02-3109','A173-13','fQrqFRDQSWz', 'LB')
('SL04652-2022-11-02-3143','S131-23','PEoxVngtltBBO', 'SL')
('SL04652-2022-11-02-3144','S131-24','AMf', 'SU')
('SL22517-2022-11-02-3050','S128-2','EpzlFxlfhbQPiDUr', 'MB')
('SL22517-2022-11-02-3052','S128-4','brGvFGIkjbnmf', 'LB')
('AC12058-2022-11-01-3040','A169-16','bfwNvOIwPTHD', 'UB')
('AC22517-2022-11-02-3113','A173-17','HV', 'SL')
('SL12058-2022-11-01-3025','S127-1','LxGotZXeU', 'LB')
('SL12058-2022-11-01-3026','S127-2','NdGzFYzBPw', 'MB')
('AC22517-2022-11-02-3116','A174-2','QxWaBU', 'LB')
('SL04652-2022-11-01-3119','S130-23','jvjynTc', 'SL')
('AC04652-2022-11-02-3178','A177-10','gqOsRLEuZ', 'UB')
('SL22517-2022-11-01-3162','S132-18','gYcpRws', 'MB')
('AC04652-2022-11-02-3180','A177-12','EgUZyjPkL', 'SU')
('AC22517-2022-11-02-3179','A177-11','czXrYrgT', 'SL')
('AC12058-2022-11-01-3129','A174-15','EPhrav', 'UB')
('AC12058-2022-11-01-3135','A175-3','grekMIzUJgn', 'UB')
('AC04652-2022-11-01-3315','A185-3','YqXtY', 'UB')
('AC22517-2022-11-02-3190','A178-4','Jd', 'UB')
('AC22517-2022-11-02-3191','A178-5','lAHEmdPiSKWF', 'SL')
('SL12058-2022-11-01-3127','S131-7','FbRPRPH', 'SL')
('SL12058-2022-11-01-3128','S131-8','Cbu', 'SU')
('AC04652-2022-11-02-3196','A178-10','MVAE', 'UB')
('AC04652-2022-11-02-3197','A178-11','woJlAMu', 'SL')
('AC22517-2022-11-01-3243','A181-3','oLZrAMmA', 'UB')
('SL04652-2022-11-01-3193','S134-1','cQkHejIQIfo', 'LB')
('AC22517-2022-11-01-3245','A181-5','TIyqCUd', 'SL')
('AC04652-2022-11-01-3324','A185-12','XNsrHhfrO', 'SU')
('AC04652-2022-11-02-3221','A179-17','cgeMl', 'SL')
('AC04652-2022-11-02-3222','A179-18','jByeLpLOvEB', 'SU')
('SL22517-2022-11-02-3178','S133-10','PvkAGhDNLSHfV', 'MB')
('AC12058-2022-11-01-3182','A177-14','BrPPsHGrFz', 'LB')
('SL04652-2022-11-02-3283','S137-19','aKj', 'UB')
('AC04652-2022-11-02-3246','A181-6','RlKuK', 'SU')
('SL04652-2022-11-01-3238','S135-22','Uee', 'UB')
('SL22517-2022-11-01-3225','S135-9','wtctmeGOqJteZalI', 'LB')
('AC22517-2022-11-01-3302','A184-8','EoPWSHaxY', 'LB')
('SL12058-2022-11-01-3176','S133-8','r', 'SU')
('SL22517-2022-11-01-3229','S135-13','FPlDyiURAYZVIftR', 'MB')
('AC04652-2022-11-02-3255','A181-15','TY', 'UB')
('AC22517-2022-11-01-3315','A185-3','RbETvtlfWiT', 'UB')
('AC12058-2022-11-01-3219','A179-15','FZIUmTfThLhfcVuJ', 'UB')
('AC12058-2022-11-01-3220','A179-16','tzrCOSCBqWqFhMOy', 'UB')
('SL04652-2022-11-01-3248','S136-8','g', 'SU')
('SL04652-2022-11-02-3327','S139-15','swSySz', 'SL')
('SL04652-2022-11-02-3328','S139-16','dzluVVrlIRo', 'SU')
('AC04652-2022-11-02-3266','A182-8','L', 'LB')
('AC04652-2022-11-01-3400','A189-16','BBdGXSSCWHd', 'UB')
('AC22517-2022-11-01-3331','A186-1','dCDzsG', 'LB')
('SL22517-2022-11-02-3230','S135-14','KqALkwpYUWmEA', 'UB')
('SL04652-2022-11-02-3341','S140-5','JDKHeetYEX', 'MB')
('AC22517-2022-11-02-3280','A183-4','bllUcYoONXOpYap', 'UB')
('AC22517-2022-11-01-3337','A186-7','QftEoBZCNgOCH', 'LB')
('SL04652-2022-11-02-3345','S140-9','WljJ', 'LB')
('AC12058-2022-11-01-3241','A181-1','VZKjmDCXNSi', 'LB')
('SL04652-2022-11-01-3267','S137-3','xmO', 'UB')
('AC04652-2022-11-02-3286','A183-10','TFkPImSbEM', 'UB')
('AC12058-2022-11-01-3246','A181-6','vOtwBRXMu', 'SU')
('AC22517-2022-11-01-3347','A186-17','WdfDvjsyNVbUx', 'SL')
('AC22517-2022-11-01-3351','A187-3','VuPfNeJyhwFPLNFF', 'UB')
('AC04652-2022-11-02-3317','A185-5','ADxygNe', 'SL')
('AC04652-2022-11-01-3460','A193-4','MXiuRyjk', 'UB')
('AC22517-2022-11-01-3402','A189-18','N', 'SU')
('SL12058-2022-11-01-3265','S137-1','UPuvRMXmSRYS', 'LB')
('SL22517-2022-11-02-3287','S137-23','WoQxHXZ', 'SL')
('SL22517-2022-11-01-3319','S139-7','UKgSZWywOMqL', 'SL')
('AC12058-2022-11-01-3290','A183-14','RZn', 'LB')
('SL04652-2022-11-01-3334','S139-22','LviwAOyIVjQU', 'UB')
('AC22517-2022-11-02-3351','A187-3','L', 'UB')
('SL12058-2022-11-01-3288','S137-24','lbDJtMeRAWfZ', 'SU')
('AC04652-2022-11-01-3492','A194-18','JrMu', 'SU')
('SL04652-2022-11-01-3357','S140-21','OPs', 'MB')
('SL04652-2022-11-01-3361','S141-1','RcxaNTSNoHEzEeY', 'LB')
('AC04652-2022-11-01-3498','A195-6','naqSMs', 'SU')
('SL22517-2022-11-02-3318','S139-6','HPYWLV', 'UB')
('SL22517-2022-11-02-3319','S139-7','QtLySpbHi', 'SL')
('SL12058-2022-11-01-3309','S138-21','tlUmhpvDhKGaH', 'MB')
('SL22517-2022-11-02-3332','S139-20','GSwZqrpyPhRsC', 'LB')
('AC04652-2022-11-02-3386','A189-2','PijMXNS', 'LB')
('SL04652-2022-11-02-3467','S145-11','SLILCMU', 'UB')
('SL04652-2022-11-01-3408','S142-24','xSnoDHvjD', 'SU')
('AC04652-2022-11-01-3546','A197-18','AgvhmhdxoMH', 'SU')
('SL04652-2022-11-01-3412','S143-4','JwvYsnGwRCu', 'LB')
('SL04652-2022-11-01-3413','S143-5','GXEKcQktv', 'MB')
('SL04652-2022-11-01-3418','S143-10','jPfmcgICYDZja', 'MB')
('AC04652-2022-11-01-3556','A198-10','iKVbESdeIOnB', 'UB')
('AC04652-2022-11-01-3557','A198-11','c', 'SL')
('AC12058-2022-11-01-3376','A188-10','B', 'UB')
('SL22517-2022-11-01-3402','S142-18','aVcc', 'MB')
('SL22517-2022-11-02-3375','S141-15','M', 'SL')
('SL04652-2022-11-02-3483','S146-3','YQvBQHrWaOfkr', 'UB')
('SL22517-2022-11-01-3406','S142-22','rbzIrHZmwEKVEZM', 'UB')
('SL04652-2022-11-02-3485','S146-5','kVLBdSTAIrkf', 'MB')
('AC12058-2022-11-01-3382','A188-16','qEyoLjUwGtMO', 'UB')
('AC12058-2022-11-01-3385','A189-1','eanLUOXdVS', 'LB')
('SL04652-2022-11-01-3432','S143-24','OK', 'SU')
('SL22517-2022-11-01-3412','S143-4','fGpRgBMOza', 'LB')
('SL22517-2022-11-02-3384','S141-24','zzaBnNnsbMDRvM', 'SU')
('AC04652-2022-11-01-3570','A199-6','nbok', 'SU')
('SL04652-2022-11-02-3495','S146-15','FQdHFndZHdPpO', 'SL')
('AC04652-2022-11-01-3574','A199-10','mFKNBZccGUzHv', 'UB')
('AC04652-2022-11-01-3575','A199-11','lmWGIqSarACPD', 'SL')
('AC22517-2022-11-02-3460','A193-4','uIrIUG', 'UB')
('SL12058-2022-11-01-3370','S141-10','XRqAesDG', 'MB')
('SL12058-2022-11-01-3371','S141-11','yRCdtP', 'UB')
('SL22517-2022-11-01-3465','S145-9','AolWKRih', 'LB')
('AC04652-2022-11-02-3468','A193-12','gSFrPggBG', 'SU')
('SL12058-2022-11-01-3400','S142-16','TEqclSHK', 'SU')
('SL22517-2022-11-02-3427','S143-19','JqgQT', 'UB')
('AC04652-2022-11-01-3621','A202-3','HUimoWEA', 'UB')
('SL22517-2022-11-01-3468','S145-12','IIn', 'LB')
('SL04652-2022-11-02-3543','S148-15','JnzjHCgqCvPGUFQh', 'SL')
('AC22517-2022-11-01-3558','A198-12','MDjCWj', 'SU')
('AC04652-2022-11-02-3475','A194-1','s', 'LB')
('SL12058-2022-11-01-3408','S142-24','LZfyR', 'SU')
('SL04652-2022-11-01-3485','S146-5','pCIrvcwGG', 'MB')
('AC04652-2022-11-01-3630','A202-12','cNoFrnAwZddTy', 'SU')
('SL04652-2022-11-01-3486','S146-6','mMMQaCbT', 'UB')
('AC22517-2022-11-01-3565','A199-1','MUZBGXCeycIwYWo', 'LB')
('SL22517-2022-11-02-3448','S144-16','XuSyMZNPUYEBM', 'SU')
('SL04652-2022-11-01-3497','S146-17','bszjYVjx', 'LB')
('AC12058-2022-11-01-3466','A193-10','WsIJJces', 'UB')
('AC04652-2022-11-02-3493','A195-1','CGrgSfnhi', 'LB')
('AC22517-2022-11-01-3579','A199-15','mzQJroXydnrb', 'UB')
('AC04652-2022-11-01-3645','A203-9','gparsRGW', 'UB')
('SL22517-2022-11-02-3456','S144-24','HyDCEcioyW', 'SU')
('SL12058-2022-11-01-3452','S144-20','LwxkQWOTEwTaqO', 'LB')
('SL22517-2022-11-01-3599','S150-23','m', 'SL')
('AC04652-2022-11-02-3596','A200-14','xtlQxeHAiq', 'LB')
('SL12058-2022-11-01-3523','S147-19','TEsutwqPNH', 'UB')
('SL12058-2022-11-01-3534','S148-6','OVbkHKsj', 'UB')
('SL04652-2022-11-02-3678','S154-6','KcvDPLblNZHBYxn', 'UB')
('SL04652-2022-11-01-3591','S150-15','fBCysATAKXsgDgGA', 'SL')
('AC12058-2022-11-01-3607','A201-7','JC', 'LB')
('SL04652-2022-11-02-3679','S154-7','ctxhplVkmGCVAUgU', 'SL')
('AC04652-2022-11-01-3765','A210-3','qAFHW', 'UB')
('SL04652-2022-11-01-3600','S150-24','yVFAaoMo', 'SU')
('AC04652-2022-11-02-3638','A203-2','yVjIXBX', 'LB')
('AC22517-2022-11-02-3665','A204-11','xDzRDOBnlpJ', 'SL')
('AC04652-2022-11-01-3775','A210-13','GAhTBtwylXPYk', 'LB')
('AC04652-2022-11-02-3645','A203-9','xQgPghApg', 'UB')
('AC22517-2022-11-01-3719','A207-11','fvJZKpoLmZ', 'SL')
('AC04652-2022-11-01-3787','A211-7','gAhnJmfphYbQ', 'LB')
('AC12058-2022-11-01-3638','A203-2','H', 'LB')
('SL12058-2022-11-01-3563','S149-11','BIpviIuNyhF', 'UB')
('SL04652-2022-11-02-3707','S155-11','MQMaeeQI', 'UB')
('SL22517-2022-11-01-3651','S153-3','xELXMWX', 'UB')
('SL22517-2022-11-01-3652','S153-4','FLKalKmcC', 'LB')
('AC04652-2022-11-02-3660','A204-6','iPmsoNbBs', 'SU')
('SL04652-2022-11-02-3711','S155-15','dmB', 'SL')
('SL22517-2022-11-02-3590','S150-14','dzTVuevzlI', 'UB')
('SL22517-2022-11-01-3654','S153-6','KIlvAiGkafwfSOu', 'UB')
('AC04652-2022-11-01-3798','A211-18','jnDFKyo', 'SU')
('AC22517-2022-11-01-3733','A208-7','hcSYBO', 'LB')
('AC04652-2022-11-01-3800','A212-2','gTnGXXov', 'LB')
('AC22517-2022-11-01-3773','A210-11','tRwiVFWcAEdNN', 'SL')
('AC04652-2022-11-01-3848','A214-14','uFSMSJVd', 'LB')
('AC04652-2022-11-01-3849','A214-15','bmr', 'UB')
('SL22517-2022-11-01-3709','S155-13','vi', 'MB')
('AC04652-2022-11-01-3874','A216-4','u', 'UB')
('AC04652-2022-11-01-3880','A216-10','iOx', 'UB')
('SL22517-2022-11-01-3735','S156-15','OIhbHkrmkSwHORqO', 'SL')
('SL04652-2022-11-01-3708','S155-12','iOknHSHPiGGWwR', 'LB')
('AC12058-2022-11-01-3783','A211-3','igpmmiqFdkTq', 'UB')
('AC22517-2022-11-01-3861','A215-9','IFAkrby', 'UB')
('AC22517-2022-11-01-3864','A215-12','TRJUK', 'SU')
('SL04652-2022-11-01-3751','S157-7','ztC', 'SL')
('SL04652-2022-11-02-3825','S160-9','OpZdASBKyP', 'LB')
('AC04652-2022-11-01-3945','A220-3','BIjwfej', 'UB')
('SL12058-2022-11-01-3682','S154-10','ArETJyUWtu', 'MB')
('AC22517-2022-11-02-3814','A212-16','zBLxVthwgUZsiFjM', 'UB')
('AC04652-2022-11-02-3806','A212-8','Tsw', 'LB')
('AC12058-2022-11-01-3790','A211-10','cdyjpbICurGhaaT', 'UB')
('SL22517-2022-11-02-3703','S155-7','m', 'SL')
('AC22517-2022-11-02-3816','A212-18','xmuINMuZL', 'SU')
('AC22517-2022-11-01-3878','A216-8','oRKXUPPuIqTJYb', 'LB')
('AC12058-2022-11-01-3801','A212-3','s', 'UB')
('SL04652-2022-11-01-3765','S157-21','RrjDHdREsQqoWytE', 'MB')
('AC04652-2022-11-01-3955','A220-13','ABWErEK', 'LB')
('SL12058-2022-11-01-3694','S154-22','qs', 'UB')
('SL04652-2022-11-01-3767','S157-23','EJIEzxzcjU', 'SL')
('AC22517-2022-11-02-3829','A213-13','aVwxlEzDYEN', 'LB')
('SL22517-2022-11-02-3715','S155-19','OqiKHJSWFKpkX', 'UB')
('AC22517-2022-11-02-3830','A213-14','vHLbSn', 'LB')
('AC22517-2022-11-01-3888','A216-18','LVPQAXotmexm', 'SU')
('AC22517-2022-11-01-3889','A217-1','m', 'LB')
('SL22517-2022-11-02-3720','S155-24','wwVsz', 'SU')
('AC04652-2022-11-02-3828','A213-12','fJRwDsf', 'SU')
('AC04652-2022-11-01-3970','A221-10','CwNPxLFb', 'UB')
('SL22517-2022-11-02-3731','S156-11','nZo', 'UB')
('SL22517-2022-11-01-3817','S160-1','TukhoiW', 'LB')
('SL04652-2022-11-02-3850','S161-10','WzoFHYNSiZZgPZz', 'MB')
('AC22517-2022-11-01-3904','A217-16','P', 'UB')
('SL12058-2022-11-01-3713','S155-17','bikCxp', 'LB')
('SL04652-2022-11-02-3853','S161-13','ev', 'MB')
('AC22517-2022-11-02-3850','A214-16','Hw', 'UB')
('AC22517-2022-11-02-3851','A214-17','DTRzmpmSeTG', 'SL')
('SL22517-2022-11-01-3827','S160-11','YxTM', 'UB')
('SL22517-2022-11-02-3739','S156-19','oVdxeI', 'UB')
('AC04652-2022-11-01-3984','A222-6','SbpUMHvqYMB', 'SU')
('SL04652-2022-11-02-3861','S161-21','kxDcMuQZdlCZHB', 'MB')
('AC04652-2022-11-02-3978','A221-18','UcRcNkQzemUS', 'SU')
('SL04652-2022-11-02-3991','S167-7','JjpsRLaAKaT', 'SL')
('AC12058-2022-11-01-3977','A221-17','w', 'SL')
('AC04652-2022-11-01-4134','A230-12','HwtJG', 'SU')
('SL04652-2022-11-02-3997','S167-13','ae', 'MB')
('SL22517-2022-11-01-3954','S165-18','oMvNqygUT', 'MB')
('AC04652-2022-11-01-4138','A230-16','DqirvnyiJNfa', 'UB')
('SL22517-2022-11-02-3890','S163-2','KHFvblw', 'MB')
('AC12058-2022-11-01-3981','A222-3','pAd', 'UB')
('AC04652-2022-11-01-4141','A231-1','fFzlMvz', 'LB')
('AC04652-2022-11-02-3992','A222-14','iEjNjR', 'LB')
('SL04652-2022-11-01-3930','S164-18','pBR', 'MB')
('AC04652-2022-11-02-3993','A222-15','BqqHPYEvmuRLBd', 'UB')
('SL22517-2022-11-01-3962','S166-2','AyckyFZgTiXmCRm', 'MB')
('AC04652-2022-11-02-3995','A222-17','rAiuPP', 'SL')
('SL04652-2022-11-01-3933','S164-21','YlDtZhXlazf', 'MB')
('AC04652-2022-11-01-4197','A234-3','fELkHHQziC', 'UB')
('SL22517-2022-11-01-4011','S168-3','ngLU', 'UB')
('AC22517-2022-11-02-4032','A224-18','vbIOMXQTTt', 'SU')
('AC22517-2022-11-01-4101','A228-15','rAxGKCiWcBO', 'UB')
('SL22517-2022-11-01-4012','S168-4','Da', 'LB')
('AC04652-2022-11-01-4201','A234-7','qpyn', 'LB')
('SL22517-2022-11-01-4013','S168-5','oDAQQMpRxfzuF', 'MB')
('SL22517-2022-11-02-3946','S165-10','DejTLm', 'MB')
('AC22517-2022-11-01-4105','A229-1','a', 'LB')
('SL22517-2022-11-02-3947','S165-11','kltCL', 'UB')
('AC22517-2022-11-01-4107','A229-3','mlv', 'UB')
('SL22517-2022-11-02-3949','S165-13','RJdncitrNELxcFlW', 'MB')
('AC12058-2022-11-01-4043','A225-11','PhtNopc', 'SL')
('SL04652-2022-11-01-3984','S166-24','gTYm', 'SU')
('AC04652-2022-11-01-4246','A236-16','Gad', 'UB')
('AC04652-2022-11-02-4082','A227-14','pXGXuKaWTBKc', 'LB')
('SL12058-2022-11-01-3952','S165-16','mZFP', 'SU')
('AC04652-2022-11-02-4100','A228-14','S', 'LB')
('AC22517-2022-11-02-4078','A227-10','tGXwqIZRKJzQjS', 'UB')
('AC04652-2022-11-01-4270','A238-4','q', 'UB')
('SL22517-2022-11-01-4072','S170-16','uMgb', 'SU')
('SL12058-2022-11-01-3978','S166-18','OyCVk', 'MB')
('SL22517-2022-11-02-4020','S168-12','PMKS', 'LB')
('AC12058-2022-11-01-4116','A229-12','EAJBxdz', 'SU')
('SL04652-2022-11-01-4053','S169-21','jkqPMucVuhPl', 'MB')
('SL12058-2022-11-01-3988','S167-4','aNxUW', 'LB')
('SL12058-2022-11-01-3989','S167-5','DG', 'MB')
('SL22517-2022-11-02-4032','S168-24','r', 'SU')
('AC04652-2022-11-01-4289','A239-5','A', 'SL')
('SL22517-2022-11-02-4039','S169-7','slsZJFlPxFEgWL', 'SL')
('AC22517-2022-11-02-4111','A229-7','KkVNKmF', 'LB')
('SL22517-2022-11-02-4042','S169-10','opRO', 'MB')
('SL22517-2022-11-01-4103','S171-23','bhKXWM', 'SL')
('SL12058-2022-11-01-4003','S167-19','XMQltVPQ', 'UB')
('SL12058-2022-11-01-4004','S167-20','dhFLt', 'LB')
('AC22517-2022-11-02-4127','A230-5','bARqYkJ', 'SL')
('SL22517-2022-11-01-4113','S172-9','yvYWKYwjTPZxIyxG', 'LB')
('AC04652-2022-11-01-4312','A240-10','fWyaOQNrYrcg', 'UB')
('AC22517-2022-11-02-4131','A230-9','WkoYyWqbOOG', 'UB')
('AC04652-2022-11-01-4316','A240-14','JGebPRgsZSN', 'LB')
('SL12058-2022-11-01-4025','S168-17','aPbSftRwWDmMpTVS', 'LB')
('AC22517-2022-11-02-4157','A231-17','wLEQp', 'SL')
('SL22517-2022-11-01-4144','S173-16','jyEkWmyg', 'SU')
('SL04652-2022-11-02-4187','S175-11','qSLQzBZwINBVWoX', 'UB')
('AC12058-2022-11-01-4186','A233-10','mUNeWkT', 'UB')
('AC12058-2022-11-01-4187','A233-11','eHO', 'SL')
('AC04652-2022-11-01-4354','A242-16','XIaB', 'UB')
('SL22517-2022-11-02-4094','S171-14','vIQuYHpfyORD', 'UB')
('AC22517-2022-11-02-4164','A232-6','YwSkHBtRRQHGOFv', 'SU')
('SL22517-2022-11-01-4152','S173-24','mwTty', 'SU')
('AC12058-2022-11-01-4192','A233-16','rGliWh', 'UB')
('SL04652-2022-11-02-4191','S175-15','NFDyBD', 'SL')
('AC04652-2022-11-02-4198','A234-4','NbIKojufuUyWiTI', 'UB')
('AC22517-2022-11-02-4168','A232-10','i', 'UB')
('SL22517-2022-11-02-4137','S173-9','OyMJJLTu', 'LB')
('SL04652-2022-11-01-4166','S174-14','tURWjhGTR', 'UB')
('SL22517-2022-11-01-4190','S175-14','tJIayraAXM', 'UB')
('AC22517-2022-11-02-4215','A235-3','rdSDJ', 'UB')
('SL04652-2022-11-02-4231','S177-7','x', 'SL')
('SL22517-2022-11-01-4196','S175-20','RkwxH', 'LB')
('AC12058-2022-11-01-4236','A236-6','wEQJ', 'SU')
('AC12058-2022-11-01-4237','A236-7','LcMEDOyCIUehYN', 'LB')
('SL22517-2022-11-02-4148','S173-20','AbfJGTgcBPGMKWOt', 'LB')
('SL22517-2022-11-01-4199','S175-23','cMAIGclFKWGkVI', 'SL')
('SL04652-2022-11-02-4239','S177-15','eZxa', 'SL')
('AC22517-2022-11-02-4228','A235-16','E', 'UB')
('SL22517-2022-11-02-4153','S174-1','yBbIvZwFUordrPK', 'LB')
('SL04652-2022-11-02-4242','S177-18','lvlCaYBTw', 'MB')
('SL04652-2022-11-01-4176','S174-24','dTJYJMgThe', 'SU')
('SL22517-2022-11-02-4155','S174-3','FY', 'UB')
('AC04652-2022-11-02-4251','A237-3','jYJSkfBLabKyVONR', 'UB')
('AC22517-2022-11-02-4233','A236-3','fuf', 'UB')
('AC22517-2022-11-01-4306','A240-4','CtvGIFFverKtnASL', 'UB')
('SL04652-2022-11-02-4244','S177-20','CvglXOewROseVmc', 'LB')
('SL12058-2022-11-01-4114','S172-10','cdWLKtfLLuiUJ', 'MB')
('SL04652-2022-11-01-4234','S177-10','AcevxdCuvOMpw', 'MB')
('SL04652-2022-11-02-4299','S180-3','BPKM', 'UB')
('SL04652-2022-11-01-4235','S177-11','bvKIklLbyZMKfCu', 'UB')
('AC04652-2022-11-01-4477','A249-13','jtaincuGRqIC', 'LB')
('SL04652-2022-11-02-4303','S180-7','vKFP', 'SL')
('SL12058-2022-11-01-4197','S175-21','S', 'MB')
('SL12058-2022-11-01-4203','S176-3','lmNv', 'UB')
('SL22517-2022-11-01-4281','S179-9','abpzXg', 'LB')
('AC22517-2022-11-01-4390','A244-16','bPdKIR', 'UB')
('SL22517-2022-11-01-4283','S179-11','IPrWtYeiJLUqq', 'UB')
('AC04652-2022-11-02-4346','A242-8','wwBFpupEXL', 'LB')
('AC22517-2022-11-02-4325','A241-5','mIDlGgGLmda', 'SL')
('SL22517-2022-11-01-4286','S179-14','lOy', 'UB')
('AC12058-2022-11-01-4345','A242-7','kfAbAQmV', 'LB')
('AC22517-2022-11-02-4337','A241-17','IfkFMZDvQWP', 'SL')
('SL12058-2022-11-01-4214','S176-14','XnPFPfvcZrlSbtNZ', 'UB')
('SL04652-2022-11-01-4271','S178-23','pdB', 'SL')
('AC22517-2022-11-02-4341','A242-3','CradklmmZDfLQOk', 'UB')
('SL04652-2022-11-01-4273','S179-1','YUhxwizhBp', 'LB')
('AC22517-2022-11-02-4347','A242-9','igoxLogeJudhPIgN', 'UB')
('AC22517-2022-11-01-4468','A249-4','IQ', 'UB')
('SL22517-2022-11-01-4350','S182-6','bfxa', 'UB')
('SL04652-2022-11-02-4387','S183-19','OGmCEIRRoOiNtwSh', 'UB')
('AC22517-2022-11-02-4417','A246-7','aSteCGEGRbb', 'LB')
('AC22517-2022-11-02-4424','A246-14','ONxbJlIPw', 'LB')
('AC12058-2022-11-01-4427','A246-17','PxJFl', 'SL')
('SL22517-2022-11-02-4327','S181-7','prGu', 'SL')
('AC04652-2022-11-01-4603','A256-13','Xbg', 'LB')
('AC04652-2022-11-02-4469','A249-5','EedZtXjbrUFZY', 'SL')
('AC04652-2022-11-01-4609','A257-1','wYjQnZgv', 'LB')
('SL04652-2022-11-01-4377','S183-9','oSazLxyOAvj', 'LB')
('SL22517-2022-11-01-4393','S184-1','gJmgYuJBiA', 'LB')
('SL04652-2022-11-01-4379','S183-11','fzBjZjzEadQ', 'UB')
('AC04652-2022-11-01-4613','A257-5','MqXYpHQGcQbzn', 'SL')
('AC04652-2022-11-02-4498','A250-16','iCFBZQCSEmZiqg', 'UB')
('SL04652-2022-11-01-4406','S184-14','uYADKXiYwUDxFwV', 'UB')
('AC04652-2022-11-02-4561','A254-7','SCr', 'LB')
('AC22517-2022-11-02-4572','A254-18','hVAZBMeTghySetA', 'SU')
('AC04652-2022-11-01-4727','A263-11','oNxsVIEOzk', 'SL')
('AC04652-2022-11-01-4728','A263-12','ZkfoShdosqoDe', 'SU')
('AC22517-2022-11-01-4599','A256-9','KsznAzHpHEDE', 'UB')
('SL12058-2022-11-01-4435','S185-19','xK', 'UB')
('AC04652-2022-11-02-4564','A254-10','hggDzFhvGWYxbSJF', 'UB')
('SL04652-2022-11-02-4524','S189-12','ope', 'LB')
('SL04652-2022-11-02-4525','S189-13','bqNRMkec', 'MB')
('SL12058-2022-11-01-4436','S185-20','SOJniEPONFc', 'LB')
('SL04652-2022-11-01-4497','S188-9','Mby', 'LB')
('AC22517-2022-11-02-4604','A256-14','X', 'LB')
('AC12058-2022-11-01-4570','A254-16','ScZMFHJzujn', 'UB')
('SL22517-2022-11-01-4513','S189-1','hOemjA', 'LB')
('AC22517-2022-11-02-4653','A259-9','OTTfqQMtvoSKfoVi', 'UB')
('SL22517-2022-11-02-4512','S188-24','xPkunpMcBA', 'SU')
('SL12058-2022-11-01-4502','S188-14','Hyj', 'UB')
('AC12058-2022-11-01-4620','A257-12','eqENBZIFgkolMnI', 'SU')
('SL22517-2022-11-01-4543','S190-7','gORduNhhxUR', 'SL')
('AC12058-2022-11-01-4621','A257-13','ZabO', 'LB')
('AC12058-2022-11-01-4622','A257-14','kdqzydugVcaYT', 'LB')
('SL04652-2022-11-01-4552','S190-16','zjFrzBTglN', 'SU')
('AC22517-2022-11-02-4660','A259-16','m', 'UB')
('AC12058-2022-11-01-4624','A257-16','OBH', 'UB')
('SL12058-2022-11-01-4514','S189-2','bPeBNKrJdZshwFS', 'MB')
('SL04652-2022-11-01-4558','S190-22','JWXx', 'UB')
('SL04652-2022-11-02-4607','S192-23','kpLKzVokFsFVT', 'SL')
('SL22517-2022-11-02-4520','S189-8','cEifNcwoSK', 'SU')
('SL12058-2022-11-01-4517','S189-5','mgdJdMabQBdWXS', 'MB')
('AC04652-2022-11-01-4815','A268-9','WgwdZeJlxJ', 'UB')
('SL04652-2022-11-02-4610','S193-2','nXvOgwhzMxOpxxP', 'MB')
('AC04652-2022-11-02-4654','A259-10','BYVmSln', 'UB')
('AC04652-2022-11-01-4831','A269-7','xbezNDs', 'LB')
('AC22517-2022-11-02-4687','A261-7','gtUKjxi', 'LB')
('AC12058-2022-11-01-4651','A259-7','fHZCdhVV', 'LB')
('SL04652-2022-11-01-4582','S191-22','EZ', 'UB')
('AC04652-2022-11-01-4852','A270-10','EdRglthlUpO', 'UB')
('AC12058-2022-11-01-4664','A260-2','fEElojW', 'LB')
('SL22517-2022-11-02-4560','S190-24','MeIEqOBhaitUkLp', 'SU')
('SL22517-2022-11-02-4561','S191-1','aVusOQPwEwtgqnx', 'LB')
('AC04652-2022-11-02-4673','A260-11','vDtWTvJP', 'SL')
('AC04652-2022-11-01-4867','A271-7','dyiNHPmOs', 'LB')
('SL12058-2022-11-01-4575','S191-15','MIAwzY', 'SL')
('SL04652-2022-11-01-4634','S194-2','CFnTbCz', 'MB')
('AC12058-2022-11-01-4716','A262-18','Khr', 'SU')
('SL22517-2022-11-01-4634','S194-2','quTGDvPfV', 'MB')
('SL12058-2022-11-01-4603','S192-19','gAaRdcrvNXaR', 'UB')
('AC04652-2022-11-01-4914','A273-18','cwLKgNuOBelbeE', 'SU')
('SL04652-2022-11-01-4644','S194-12','UTKxfSdzdWyPKi', 'LB')
('AC22517-2022-11-01-4759','A265-7','jxFXt', 'LB')
('AC04652-2022-11-02-4749','A264-15','WtsPtkg', 'UB')
('SL04652-2022-11-02-4703','S196-23','MJMiMmKXlQNrI', 'SL')
('AC04652-2022-11-01-4948','A275-16','aPEbouNB', 'UB')
('AC12058-2022-11-01-4793','A267-5','wtU', 'SL')
