('AC22517-2022-11-01-5512','A307-4','Ni', 'UB')
('AC22517-2022-11-02-11765','A654-11','TwBXbGFYcWTCQ', 'SL')
('AC22517-2022-11-01-11804','A656-14','oMosgbtFVQmIF', 'LB')
('AC22517-2022-11-01-11805','A656-15','yN', 'UB')
('SL12058-2022-11-01-11592','S483-24','Ubc', 'SU')
('SL22517-2022-11-02-11719','S489-7','xhdIuQB', 'SL')
('AC22517-2022-11-02-11779','A655-7','FeqweZq', 'LB')
('SL04652-2022-11-02-11736','S489-24','KcWlITdbYENC', 'SU')
('AC22517-2022-11-02-11786','A655-14','anyWmLWl', 'LB')
('AC12058-2022-11-01-11816','A657-8','EtLRkigAv', 'LB')
('AC04652-2022-11-02-11838','A658-12','eaClkOlbHsv', 'SU')
('AC04652-2022-11-01-12023','A668-17','HTOdc', 'SL')
('AC04652-2022-11-02-11840','A658-14','IhAQePeIfEgdf', 'LB')
('SL12058-2022-11-01-11612','S484-20','CNVcpGTbTuNI', 'LB')
('AC04652-2022-11-01-12028','A669-4','VVcfFHG', 'UB')
('AC12058-2022-11-01-11824','A657-16','jLZHalTDZLWhxshf', 'UB')
('SL22517-2022-11-01-11665','S487-1','CJRgJQHFYu', 'LB')
('AC22517-2022-11-01-11837','A658-11','RrVWFNRgEIvDZAf', 'SL')
('AC04652-2022-11-01-12043','A670-1','byvKaKlpvgYM', 'LB')
('SL22517-2022-11-02-11766','S491-6','FSJwivnI', 'UB')
('AC22517-2022-11-02-11813','A657-5','xuGXsuXoYQyJ', 'SL')
('SL12058-2022-11-01-11663','S486-23','KdiyUCeR', 'SL')
('AC04652-2022-11-01-12086','A672-8','zHoygNXMkvPsRD', 'LB')
('SL04652-2022-11-01-11753','S490-17','J', 'LB')
('SL04652-2022-11-01-11755','S490-19','deI', 'UB')
('SL22517-2022-11-01-11708','S488-20','lLBD', 'LB')
('AC04652-2022-11-01-12100','A673-4','sGaApFNquyo', 'UB')
('SL04652-2022-11-02-11818','S493-10','xGPVwNbexLZ', 'MB')
('AC22517-2022-11-01-11898','A661-18','mRZWtsb', 'SU')
('AC04652-2022-11-02-11913','A662-15','bfvnTtKnAR', 'UB')
('SL22517-2022-11-02-11808','S492-24','QYsh', 'SU')
('AC04652-2022-11-01-12115','A674-1','mH', 'LB')
('AC12058-2022-11-01-11943','A664-9','duJ', 'UB')
('SL04652-2022-11-01-11864','S495-8','xOeLtAEUYF', 'SU')
('SL22517-2022-11-02-11911','S497-7','x', 'SL')
('SL04652-2022-11-02-11912','S497-8','bTraJBrIvnQwf', 'SU')
('SL22517-2022-11-01-11864','S495-8','sIRuhQSVzJ', 'SU')
('SL22517-2022-11-02-11939','S498-11','eZpOkRzTyLUY', 'UB')
('SL04652-2022-11-01-11896','S496-16','JjElgGdBq', 'SU')
('SL12058-2022-11-01-11815','S493-7','wpFaVAHCfTpmT', 'SL')
('AC04652-2022-11-01-12238','A680-16','aZmWhRSWBGzQS', 'UB')
('AC12058-2022-11-01-12040','A669-16','GNSVPVmQr', 'UB')
('AC04652-2022-11-02-12051','A670-9','WwJRUtFa', 'UB')
('AC22517-2022-11-01-12050','A670-8','fPuPKhwKvapYL', 'LB')
('AC12058-2022-11-01-12045','A670-3','zWgEGVYVCEYqrP', 'UB')
('AC04652-2022-11-02-12057','A670-15','KtPPPWVtdIMXlCS', 'UB')
('SL04652-2022-11-01-11911','S497-7','dnxbrCPg', 'SL')
('AC22517-2022-11-02-12022','A668-16','JnY', 'UB')
('AC12058-2022-11-01-12046','A670-4','Du', 'UB')
('SL22517-2022-11-02-11961','S499-9','GjBv', 'LB')
('AC22517-2022-11-01-12073','A671-13','RrsnVdpFKbDN', 'LB')
('SL04652-2022-11-01-11931','S498-3','gFyBPvWpS', 'UB')
('SL04652-2022-11-02-11968','S499-16','v', 'SU')
('SL04652-2022-11-02-11970','S499-18','nvDlU', 'MB')
('AC22517-2022-11-02-12058','A670-16','J', 'UB')
('SL04652-2022-11-01-11963','S499-11','LIcBIyDoaBMMfde', 'UB')
('SL22517-2022-11-02-11993','S500-17','sIEEMxxCZkALtjKn', 'LB')
('SL04652-2022-11-01-11964','S499-12','fhcPnT', 'LB')
('AC22517-2022-11-02-12093','A672-15','hWrcPPYz', 'UB')
('SL12058-2022-11-01-11893','S496-13','y', 'MB')
('SL04652-2022-11-01-11993','S500-17','B', 'LB')
('SL04652-2022-11-01-11997','S500-21','juGxMVHBav', 'MB')
('AC04652-2022-11-01-12315','A685-3','EROsEuimlEP', 'UB')
('SL04652-2022-11-02-12020','S501-20','LrYnTTVPuFHv', 'LB')
('AC04652-2022-11-02-12131','A674-17','RVERJBdZRDhlsN', 'SL')
('SL22517-2022-11-02-12040','S502-16','QtrneclGqoqGL', 'SU')
('AC12058-2022-11-01-12136','A675-4','VzDGbWMUNxFh', 'UB')
('AC12058-2022-11-01-12140','A675-8','vEOUdKWXSwiKgG', 'LB')
('SL04652-2022-11-01-12011','S501-11','EPBAVHSwIPy', 'UB')
('AC12058-2022-11-01-12150','A675-18','WtKUzMGOU', 'SU')
('AC12058-2022-11-01-12153','A676-3','ZOuUYVZxqa', 'UB')
('AC04652-2022-11-01-12335','A686-5','sImgQhsHcsmPwrer', 'SL')
('AC04652-2022-11-01-12336','A686-6','qlwpXEN', 'SU')
('AC22517-2022-11-01-12144','A675-12','TmXowGfzRcKgUR', 'SU')
('AC04652-2022-11-02-12145','A675-13','YhWWR', 'LB')
('SL04652-2022-11-02-12035','S502-11','KnZLtWpK', 'UB')
('AC12058-2022-11-01-12159','A676-9','QfrwvL', 'UB')
('AC04652-2022-11-01-12342','A686-12','ENZsEVAdsKKmIx', 'SU')
('SL12058-2022-11-01-11916','S497-12','YyYavqL', 'LB')
('AC12058-2022-11-01-12167','A676-17','LVn', 'SL')
('SL22517-2022-11-01-11974','S499-22','jGWvPCe', 'UB')
('SL22517-2022-11-01-11975','S499-23','ouPYwdVseLfH', 'SL')
('AC04652-2022-11-02-12160','A676-10','ZnBOkhoz', 'UB')
('AC04652-2022-11-01-12348','A686-18','DiqBpmQGEBvefSuP', 'SU')
('AC12058-2022-11-01-12177','A677-9','aVnmGttGPcZiT', 'UB')
('AC22517-2022-11-01-12164','A676-14','UzitjhTe', 'LB')
('SL04652-2022-11-02-12055','S503-7','GEwrWLI', 'SL')
('AC12058-2022-11-01-12186','A677-18','ptWCvZ', 'SU')
('SL12058-2022-11-01-11934','S498-6','aAZmctkUx', 'UB')
('AC12058-2022-11-01-12187','A678-1','kCfvADAaYe', 'LB')
('AC22517-2022-11-02-12146','A675-14','tV', 'LB')
('AC04652-2022-11-02-12174','A677-6','TkAGNfjnHeTSDVU', 'SU')
('SL04652-2022-11-02-12067','S503-19','Tvlkx', 'UB')
('SL04652-2022-11-02-12068','S503-20','omdsvKCxmJZ', 'LB')
('AC04652-2022-11-02-12177','A677-9','mYKrgEDspEZgJnpa', 'UB')
('AC04652-2022-11-01-12358','A687-10','Rxcy', 'UB')
('SL04652-2022-11-02-12070','S503-22','brTJjXrLWvXnVI', 'UB')
('AC04652-2022-11-01-12359','A687-11','mjOA', 'SL')
('AC12058-2022-11-01-12195','A678-9','IxcebjWpkh', 'UB')
('SL04652-2022-11-02-12090','S504-18','AmRTUqvNWQmWeusV', 'MB')
('SL04652-2022-11-02-12100','S505-4','l', 'LB')
('AC22517-2022-11-01-12215','A679-11','zFCuSMazu', 'SL')
('SL12058-2022-11-01-11974','S499-22','kbXiwIduZWq', 'UB')
('SL04652-2022-11-02-12107','S505-11','QHR', 'UB')
('SL12058-2022-11-01-11977','S500-1','ToCP', 'LB')
('AC04652-2022-11-02-12213','A679-9','ZdkUMzDOs', 'UB')
('AC22517-2022-11-02-12192','A678-6','dvkzjxzFeibGPpC', 'SU')
('AC22517-2022-11-01-12222','A679-18','XBbQ', 'SU')
('AC12058-2022-11-01-12238','A680-16','by', 'UB')
('AC04652-2022-11-02-12215','A679-11','cdbLcIeHYMRV', 'SL')
('SL04652-2022-11-02-12115','S505-19','jeXGrjoCUHtOYUt', 'UB')
('AC22517-2022-11-02-12198','A678-12','BQBV', 'SU')
('AC22517-2022-11-01-12224','A680-2','sHVXShsvo', 'LB')
('SL04652-2022-11-02-12123','S506-3','FpbkBVNecUuBxt', 'UB')
('SL04652-2022-11-02-12158','S507-14','tgDDbem', 'UB')
('AC22517-2022-11-01-12267','A682-9','MjksHOycdjA', 'UB')
('SL04652-2022-11-02-12170','S508-2','RiSxcAOg', 'MB')
('AC04652-2022-11-01-12459','A693-3','iuqptDY', 'UB')
('AC04652-2022-11-01-12461','A693-5','NhfNsJAiPKdXybzt', 'SL')
('SL22517-2022-11-02-12188','S508-20','dokRsZYpEkyagBG', 'LB')
('AC12058-2022-11-01-12301','A684-7','MEnSuCbm', 'LB')
('SL12058-2022-11-01-12034','S502-10','lQxAbaRKLDlJWc', 'MB')
('SL04652-2022-11-02-12183','S508-15','LOyiGiLVuRDt', 'SL')
('AC22517-2022-11-02-12261','A682-3','ZdgYogvGsYJ', 'UB')
('AC04652-2022-11-01-12474','A693-18','hReRQAZHg', 'SU')
('AC22517-2022-11-02-12270','A682-12','iyquLyc', 'SU')
('SL04652-2022-11-01-12175','S508-7','HjHPyHVLO', 'SL')
('AC22517-2022-11-01-12294','A683-18','ni', 'SU')
('SL22517-2022-11-01-12118','S505-22','nPYau', 'UB')
('AC12058-2022-11-01-12319','A685-7','Io', 'LB')
('SL04652-2022-11-02-12207','S509-15','kMX', 'SL')
('SL22517-2022-11-01-12147','S507-3','OxJKOUKOuzp', 'UB')
('SL04652-2022-11-01-12205','S509-13','xHHoigkM', 'MB')
('SL22517-2022-11-02-12229','S510-13','IKTdoquxJdQZBJlv', 'MB')
('AC04652-2022-11-01-12521','A696-11','khFYYMyIgHpjO', 'SL')
('AC12058-2022-11-01-12362','A687-14','Pum', 'LB')
('AC04652-2022-11-02-12356','A687-8','tobeHVzMVxlzD', 'LB')
('SL22517-2022-11-01-12178','S508-10','LYxUao', 'MB')
('AC12058-2022-11-01-12383','A688-17','ewkNmTCVYvMzfz', 'SL')
('AC22517-2022-11-01-12377','A688-11','oQjushfx', 'SL')
('AC04652-2022-11-01-12567','A699-3','xkhxYMQQ', 'UB')
('AC22517-2022-11-02-12344','A686-14','GT', 'LB')
('SL22517-2022-11-02-12266','S512-2','Jhp', 'MB')
('SL22517-2022-11-01-12193','S509-1','NC', 'LB')
('AC22517-2022-11-02-12347','A686-17','fxvhEK', 'SL')
('AC04652-2022-11-01-12570','A699-6','gWUBzATtJnWBtHTX', 'SU')
('SL22517-2022-11-01-12198','S509-6','tHPGoXYb', 'UB')
('AC22517-2022-11-01-12384','A688-18','dArdlk', 'SU')
('AC12058-2022-11-01-12395','A689-11','nZrSGPyajbk', 'SL')
('AC04652-2022-11-01-12574','A699-10','AGLjNkVc', 'UB')
('AC04652-2022-11-02-12371','A688-5','xiJWrKAOHtmSrwKD', 'SL')
('AC22517-2022-11-01-12388','A689-4','Zgtq', 'UB')
('AC22517-2022-11-02-12354','A687-6','DEcVij', 'SU')
('SL04652-2022-11-02-12287','S512-23','JkebFdrTogiZDLrd', 'SL')
('SL22517-2022-11-01-12207','S509-15','ZUnHgZJtMfTfg', 'SL')
('SL22517-2022-11-01-12212','S509-20','KObvbtIeKaQqn', 'LB')
('SL04652-2022-11-02-12294','S513-6','FQnzT', 'UB')
('AC22517-2022-11-01-12404','A690-2','Ib', 'LB')
('SL04652-2022-11-02-12297','S513-9','sBjmIFAzt', 'LB')
('AC04652-2022-11-01-12650','A703-14','tnFBLhOqs', 'LB')
('SL22517-2022-11-01-12268','S512-4','mAgFIkzAoVxNgjwG', 'LB')
('SL04652-2022-11-01-12322','S514-10','qreSXaRLaYf', 'MB')
('SL04652-2022-11-02-12360','S515-24','lnjsCCagmZW', 'SU')
('SL04652-2022-11-02-12361','S516-1','G', 'LB')
('AC22517-2022-11-02-12417','A690-15','IaWOKmoqTMus', 'UB')
('AC12058-2022-11-01-12478','A694-4','COWABBDFgg', 'UB')
('SL22517-2022-11-02-12346','S515-10','HekjPDvQAwCZ', 'MB')
('AC22517-2022-11-02-12420','A690-18','kOMgzJwgCqQABROU', 'SU')
('AC12058-2022-11-01-12481','A694-7','hzyvupt', 'LB')
('AC04652-2022-11-02-12480','A694-6','AFNtO', 'SU')
('AC04652-2022-11-02-12483','A694-9','vN', 'UB')
('SL04652-2022-11-02-12383','S516-23','WbXsh', 'SL')
('SL22517-2022-11-02-12385','S517-1','TslR', 'LB')
('AC12058-2022-11-01-12519','A696-9','cqosyx', 'UB')
('AC12058-2022-11-01-12520','A696-10','bgom', 'UB')
('SL22517-2022-11-02-12394','S517-10','GTTUXxgjPvh', 'MB')
('AC22517-2022-11-02-12487','A694-13','wTGlDw', 'LB')
('SL04652-2022-11-02-12429','S518-21','JiaHrAkWbmITLEAg', 'MB')
('SL22517-2022-11-01-12333','S514-21','MtxJKHsXyButNwn', 'MB')
('SL22517-2022-11-01-12334','S514-22','r', 'UB')
('SL04652-2022-11-01-12411','S518-3','NW', 'UB')
('SL22517-2022-11-01-12345','S515-9','VZM', 'LB')
('AC22517-2022-11-02-12500','A695-8','rTHJySC', 'LB')
('SL04652-2022-11-01-12417','S518-9','PuZlhZYQWQTBDjI', 'LB')
('SL04652-2022-11-02-12444','S519-12','dBSJNGV', 'LB')
('SL22517-2022-11-02-12437','S519-5','cPCFMV', 'MB')
('AC04652-2022-11-01-12745','A709-1','EdenaSwodgbh', 'LB')
('SL22517-2022-11-02-12440','S519-8','eaZeKqkXdqezVHt', 'SU')
('AC22517-2022-11-01-12556','A698-10','vmYGochSNA', 'UB')
('AC04652-2022-11-02-12569','A699-5','yZ', 'SL')
('SL04652-2022-11-02-12454','S519-22','ED', 'UB')
('SL04652-2022-11-01-12436','S519-4','UgFb', 'LB')
('AC04652-2022-11-01-12753','A709-9','TRq', 'UB')
('AC04652-2022-11-01-12755','A709-11','ktxfNJ', 'SL')
('AC22517-2022-11-02-12553','A698-7','nAIQIBrsq', 'LB')
('SL22517-2022-11-01-12405','S517-21','cWAOOdYIztQVc', 'MB')
('SL12058-2022-11-01-12326','S514-14','x', 'UB')
('SL12058-2022-11-01-12327','S514-15','orFWNZYIJvN', 'SL')
('SL04652-2022-11-01-12473','S520-17','RoeYGDyyHzhE', 'LB')
('SL22517-2022-11-02-12492','S521-12','DubZoEiYuX', 'LB')
('AC22517-2022-11-02-12598','A700-16','ljEgfhpLmL', 'UB')
('AC12058-2022-11-01-12645','A703-9','vwiufcjjqmMKn', 'UB')
('AC04652-2022-11-01-12828','A713-12','b', 'SU')
('SL22517-2022-11-01-12446','S519-14','gtIxqwr', 'UB')
('AC22517-2022-11-02-12603','A701-3','BwWcoohEO', 'UB')
('SL22517-2022-11-01-12449','S519-17','MpAHWzO', 'LB')
('SL22517-2022-11-01-12452','S519-20','odNPXVE', 'LB')
('SL04652-2022-11-02-12540','S523-12','VH', 'LB')
('AC04652-2022-11-02-12650','A703-14','QpNP', 'LB')
('SL04652-2022-11-01-12533','S523-5','Cclw', 'MB')
('AC04652-2022-11-02-12677','A705-5','aFYOGPrPMnrgI', 'SL')
('SL04652-2022-11-01-12535','S523-7','hVkMrjPfkvJWMh', 'SL')
('SL04652-2022-11-01-12545','S523-17','kbsEiRB', 'LB')
('SL04652-2022-11-01-12546','S523-18','Xx', 'MB')
('AC22517-2022-11-02-12652','A703-16','wPsgDznsRf', 'UB')
('AC22517-2022-11-02-12653','A703-17','asixmZT', 'SL')
('AC04652-2022-11-01-12870','A715-18','GgfmNfY', 'SU')
('SL04652-2022-11-01-12550','S523-22','XBdUAugJgpjpmQM', 'UB')
('AC22517-2022-11-01-12714','A707-6','OjBJipUPcCWpl', 'SU')
('AC04652-2022-11-01-12884','A716-14','zlUjhrPIbfeXct', 'LB')
('SL22517-2022-11-01-12507','S522-3','thbwMpPiXDEgmWU', 'UB')
('SL22517-2022-11-02-12572','S524-20','HFBDrFzUmRSai', 'LB')
('SL04652-2022-11-02-12591','S525-15','xfEgwrlmxFdp', 'SL')
('SL22517-2022-11-02-12575','S524-23','hqEB', 'SL')
('SL04652-2022-11-01-12586','S525-10','elMlKQGJWHAG', 'MB')
('AC22517-2022-11-02-12683','A705-11','EWxUygRuLKlsRjWD', 'SL')
('SL22517-2022-11-02-12586','S525-10','SLAvZFBnMDgfa', 'MB')
('SL12058-2022-11-01-12455','S519-23','vBodQDhwPcqFdGkX', 'SL')
('AC04652-2022-11-02-12715','A707-7','doEzKsBRppZHyy', 'LB')
('AC04652-2022-11-02-12716','A707-8','WaMVjEIkQmw', 'LB')
('AC22517-2022-11-01-12753','A709-9','SEXWyJgYOS', 'UB')
('SL22517-2022-11-01-12535','S523-7','ZdARUZsO', 'SL')
('AC04652-2022-11-02-12720','A707-12','mvhqNxekpILpo', 'SU')
('SL12058-2022-11-01-12466','S520-10','XpJFmAMIrg', 'MB')
('SL22517-2022-11-01-12540','S523-12','G', 'LB')
('SL04652-2022-11-02-12627','S527-3','kdXWbC', 'UB')
('SL04652-2022-11-01-12612','S526-12','wwFXonjfz', 'LB')
('AC22517-2022-11-01-12769','A710-7','HFXtwkzNqIC', 'LB')
('AC22517-2022-11-02-12714','A707-6','vaTPjQvlOuBO', 'SU')
('AC22517-2022-11-02-12715','A707-7','oSFFqMuOg', 'LB')
('SL22517-2022-11-02-12610','S526-10','cqUAZkOfY', 'MB')
('AC12058-2022-11-01-12770','A710-8','QHYTYAZ', 'LB')
('SL22517-2022-11-02-12628','S527-4','ctOoMpfymBuNC', 'LB')
('AC12058-2022-11-01-12774','A710-12','DNj', 'SU')
('AC04652-2022-11-02-12811','A712-13','MCXi', 'LB')
('AC04652-2022-11-01-12990','A722-12','TgKrUvofYhG', 'SU')
('SL22517-2022-11-02-12680','S529-8','KVdTKUsCmtImFZS', 'SU')
('SL22517-2022-11-01-12616','S526-16','bpbaGjIEpWCs', 'SU')
('AC04652-2022-11-02-12824','A713-8','GIVqi', 'LB')
('SL04652-2022-11-02-12722','S531-2','Yasgt', 'MB')
('AC22517-2022-11-02-12809','A712-11','tMlj', 'SL')
('SL22517-2022-11-02-12699','S530-3','WCsBciEXskHrttM', 'UB')
('AC22517-2022-11-01-12859','A715-7','jjfHBKAT', 'LB')
('AC22517-2022-11-01-12860','A715-8','HollXwvfWsQC', 'LB')
('SL12058-2022-11-01-12561','S524-9','xoeRPGEqVgu', 'LB')
('AC22517-2022-11-02-12818','A713-2','eY', 'LB')
('AC04652-2022-11-01-13025','A724-11','AfZDMLH', 'SL')
('SL22517-2022-11-02-12711','S530-15','LA', 'SL')
('AC12058-2022-11-01-12862','A715-10','Qpy', 'UB')
('SL22517-2022-11-02-12713','S530-17','nXOBKq', 'LB')
('AC04652-2022-11-02-12862','A715-10','DFXzttkTypzbp', 'UB')
('SL12058-2022-11-01-12585','S525-9','WPArccDaFTw', 'LB')
('SL12058-2022-11-01-12587','S525-11','w', 'UB')
('SL12058-2022-11-01-12588','S525-12','xDGJShfCAAYcQi', 'LB')
('AC22517-2022-11-02-12850','A714-16','Y', 'UB')
('SL22517-2022-11-02-12727','S531-7','RRuWYBVK', 'SL')
('AC04652-2022-11-01-13040','A725-8','JVqmbwcgQ', 'LB')
('AC22517-2022-11-02-12859','A715-7','aANdE', 'LB')
('SL04652-2022-11-02-12767','S532-23','JPTk', 'SL')
('SL04652-2022-11-02-12770','S533-2','ebpeCoIoJnKrq', 'MB')
('SL22517-2022-11-01-12684','S529-12','iyukMXQZP', 'LB')
('AC22517-2022-11-02-12862','A715-10','UiLdQF', 'UB')
('SL12058-2022-11-01-12604','S526-4','mhJi', 'LB')
('AC22517-2022-11-02-12865','A715-13','FHpSbJ', 'LB')
('SL12058-2022-11-01-12664','S528-16','AFylRu', 'SU')
('AC12058-2022-11-01-12940','A719-16','KCYBLMVTKbyMg', 'UB')
('SL22517-2022-11-02-12791','S533-23','qrWzPtgqWI', 'SL')
('SL22517-2022-11-01-12742','S531-22','eFqQpmiyAddQDUw', 'UB')
('SL22517-2022-11-02-12796','S534-4','DmHMrEPFIZl', 'LB')
('SL04652-2022-11-02-12834','S535-18','tFfr', 'MB')
('AC12058-2022-11-01-12946','A720-4','kKldjNxfhfHzeV', 'UB')
('SL04652-2022-11-02-12837','S535-21','mQPvvtPPLSQ', 'MB')
('SL22517-2022-11-01-12836','S535-20','fsYeBVbdEorUVFq', 'LB')
('AC12058-2022-11-01-13040','A725-8','Kh', 'LB')
('SL04652-2022-11-02-12932','S539-20','fHVmzsCUtzZDCfaI', 'LB')
('SL22517-2022-11-02-12912','S538-24','JiInzrSszaSa', 'SU')
('AC12058-2022-11-01-13065','A726-15','IRmHaofTlYTCgBz', 'UB')
('AC04652-2022-11-01-13261','A737-13','hFdQhwTdfSuUsd', 'LB')
('AC22517-2022-11-02-13052','A726-2','gjzpgqvvK', 'LB')
('AC12058-2022-11-01-13088','A728-2','JBSoxk', 'LB')
('SL22517-2022-11-01-12894','S538-6','dVdjRZhG', 'UB')
('AC12058-2022-11-01-13090','A728-4','NlP', 'UB')
('SL22517-2022-11-02-12969','S541-9','jeXSUXIuxSg', 'LB')
('SL04652-2022-11-01-12980','S541-20','iUjUeIggibKRRof', 'LB')
('SL12058-2022-11-01-12846','S536-6','LxwSGPEpKTB', 'UB')
('SL12058-2022-11-01-12847','S536-7','HQcLuSBUNCoDRnDc', 'SL')
('AC04652-2022-11-01-13294','A739-10','ArOMPMasptvPPI', 'UB')
('SL04652-2022-11-02-13008','S542-24','Dfl', 'SU')
('SL22517-2022-11-02-12983','S541-23','WlipZXERIWgNZd', 'SL')
('SL22517-2022-11-01-12917','S539-5','cXmZXBhxY', 'MB')
('AC22517-2022-11-01-13152','A731-12','Qu', 'SU')
('AC12058-2022-11-01-13114','A729-10','GsgHUqesEWoM', 'UB')
('AC22517-2022-11-02-13079','A727-11','gzHvn', 'SL')
('AC04652-2022-11-01-13299','A739-15','EqpajuUAyyQMaAg', 'UB')
('AC22517-2022-11-02-13081','A727-13','i', 'LB')
('AC04652-2022-11-02-13154','A731-14','iiaNPQS', 'LB')
('SL22517-2022-11-01-12929','S539-17','iYnGXYNtjNa', 'LB')
('AC22517-2022-11-02-13088','A728-2','hgpbLxoKuAaQbsC', 'LB')
('SL04652-2022-11-02-13028','S543-20','gVcQN', 'LB')
('AC22517-2022-11-01-13235','A736-5','qZFBE', 'SL')
('AC22517-2022-11-01-13236','A736-6','Du', 'SU')
('SL12058-2022-11-01-12918','S539-6','To', 'UB')
('SL22517-2022-11-01-13006','S542-22','kEBCaAGp', 'UB')
('SL04652-2022-11-01-13088','S546-8','GkFY', 'SU')
('AC22517-2022-11-02-13176','A732-18','uVjHvAYAzpxGhu', 'SU')
('AC22517-2022-11-01-13244','A736-14','QqhORGtrs', 'LB')
('AC22517-2022-11-01-13245','A736-15','MiEtNQerxCArrR', 'UB')
('AC22517-2022-11-01-13246','A736-16','MMqsfhNW', 'UB')
('SL04652-2022-11-02-13093','S546-13','qKkWGL', 'MB')
('SL04652-2022-11-02-13094','S546-14','DiHRH', 'UB')
('SL04652-2022-11-01-13100','S546-20','pNUXp', 'LB')
('AC22517-2022-11-02-13185','A733-9','RRq', 'UB')
('SL22517-2022-11-02-13095','S546-15','joHFCUIEVxWyM', 'SL')
('SL04652-2022-11-02-13098','S546-18','go', 'MB')
('SL22517-2022-11-01-13021','S543-13','QdOKplzudMZFGOKO', 'MB')
('SL22517-2022-11-01-13022','S543-14','HoUAiTNPLUgnTKat', 'UB')
('SL04652-2022-11-02-13099','S546-19','geinVwcH', 'UB')
('SL12058-2022-11-01-12933','S539-21','AU', 'MB')
('AC04652-2022-11-01-13437','A747-9','YyVw', 'UB')
('AC22517-2022-11-02-13208','A734-14','OEbBIcQUkA', 'LB')
('SL22517-2022-11-01-13039','S544-7','nRkpiAdjzIHB', 'SL')
('AC04652-2022-11-01-13440','A747-12','eHhshgFVMjWN', 'SU')
('AC04652-2022-11-01-13441','A747-13','Mn', 'LB')
('SL04652-2022-11-01-13128','S547-24','tQZCsu', 'SU')
('AC04652-2022-11-02-13269','A738-3','xll', 'UB')
('SL04652-2022-11-02-13129','S548-1','Gx', 'LB')
('AC04652-2022-11-02-13275','A738-9','ADASZIoFmOxODw', 'UB')
('AC04652-2022-11-02-13276','A738-10','lIqZJwuldAzx', 'UB')
('SL04652-2022-11-01-13138','S548-10','FEBCDveRWcSWmu', 'MB')
('AC22517-2022-11-01-13326','A741-6','wZQhyWcHmYDSiQdC', 'SU')
('SL22517-2022-11-02-13152','S548-24','McNC', 'SU')
('AC12058-2022-11-01-13282','A738-16','U', 'UB')
('SL04652-2022-11-01-13189','S550-13','PUAxbZbAViskN', 'MB')
('SL22517-2022-11-02-13182','S550-6','N', 'UB')
('AC22517-2022-11-01-13363','A743-7','qsmHPQ', 'LB')
('AC04652-2022-11-01-13513','A751-13','NLwy', 'LB')
('AC04652-2022-11-01-13514','A751-14','ORGEm', 'LB')
('SL22517-2022-11-01-13101','S546-21','obZzxREMzfZsbhfX', 'MB')
('AC04652-2022-11-02-13332','A741-12','pcTpM', 'SU')
('SL04
