('SL22517-2022-11-01-4','S1-4','nqDhZGaTO', 'LB')
('AC22517-2022-11-02-3050','A170-8','DWu', 'LB')
('AC04652-2022-11-01-3018','A168-12','qzpkq', 'SU')
('AC22517-2022-11-02-3052','A170-10','OOfVmrdwgFO', 'UB')
('SL22517-2022-11-02-3040','S127-16','g', 'SU')
('AC04652-2022-11-02-2966','A165-14','FdrmDEWwDgBK', 'LB')
('SL04652-2022-11-01-3010','S126-10','mGkCErhrdQ', 'MB')
('AC22517-2022-11-01-2835','A158-9','xW', 'UB')
('AC22517-2022-11-01-2836','A158-10','BLAFjxSkmwVlQxRn', 'UB')
('SL04652-2022-11-01-3013','S126-13','CgsLWJKnkFCiGk', 'MB')
('SL12058-2022-11-01-2971','S124-19','gvEkfZ', 'UB')
('AC22517-2022-11-01-2842','A158-16','dOKoRrqVbvA', 'UB')
('SL04652-2022-11-02-2943','S123-15','P', 'SL')
('SL12058-2022-11-01-2975','S124-23','UyBlriv', 'SL')
('AC04652-2022-11-01-3029','A169-5','TIyLUTgYBCcgZi', 'SL')
('AC12058-2022-11-01-3003','A167-15','IxDI', 'UB')
('SL04652-2022-11-02-2967','S124-15','wnu', 'SL')
('SL12058-2022-11-01-3003','S126-3','QYNgjxaQUx', 'UB')
('SL22517-2022-11-01-3031','S127-7','tiubQSOXp', 'SL')
('AC04652-2022-11-02-3000','A167-12','fmKGwkTOenE', 'SU')
('SL22517-2022-11-01-3039','S127-15','TTvDyrFOZwHBKoz', 'SL')
('SL22517-2022-11-01-3040','S127-16','YuriCYblEeGrQf', 'SU')
('AC22517-2022-11-01-2880','A160-18','H', 'SU')
('SL04652-2022-11-02-2977','S125-1','cuSVUanZEYjoFOr', 'LB')
('SL22517-2022-11-01-3046','S127-22','rVsoxY', 'UB')
('AC04652-2022-11-01-3065','A171-5','dnQE', 'SL')
('SL22517-2022-11-01-3049','S128-1','BkTOilduMqGOnNfb', 'LB')
('AC22517-2022-11-02-3109','A173-13','wgOUMcKwnG', 'LB')
('SL22517-2022-11-01-3078','S129-6','cNZyvqGlTmph', 'UB')
('AC22517-2022-11-01-2914','A162-16','XXNTD', 'UB')
('SL22517-2022-11-01-3080','S129-8','GJuxMclvSnltTgZ', 'SU')
('AC12058-2022-11-01-3071','A171-11','suMHqLuVKRCfim', 'SL')
('SL04652-2022-11-02-3017','S126-17','hERZnHCIvycKjIJj', 'LB')
('AC04652-2022-11-02-3047','A170-5','lnbkqNKwBrjAdBkz', 'SL')
('AC22517-2022-11-01-2918','A163-2','VEqpmKSfVLepKBp', 'LB')
('SL22517-2022-11-02-3121','S131-1','Da', 'LB')
('SL22517-2022-11-01-3087','S129-15','BOeavWV', 'SL')
('SL22517-2022-11-02-3124','S131-4','jTSaYvFppz', 'LB')
('SL04652-2022-11-02-3047','S127-23','ayxl', 'SL')
('AC12058-2022-11-01-3091','A172-13','ikHBkQPhodEtK', 'LB')
('SL04652-2022-11-01-3124','S131-4','shArsTObULqcOWWe', 'LB')
('AC22517-2022-11-02-3172','A177-4','BqcSaXIhFr', 'UB')
('AC12058-2022-11-01-3097','A173-1','vAbmoqfJC', 'LB')
('AC12058-2022-11-01-3098','A173-2','s', 'LB')
('AC04652-2022-11-02-3080','A172-2','AwpV', 'LB')
('AC04652-2022-11-02-3081','A172-3','eXHntfpF', 'UB')
('AC04652-2022-11-01-3126','A174-12','K', 'SU')
('AC12058-2022-11-01-3107','A173-11','wQSVM', 'SL')
('AC04652-2022-11-01-3139','A175-7','CQRFsugXVnBXTCT', 'LB')
('SL04652-2022-11-01-3157','S132-13','sHdmILTUVCq', 'MB')
('SL12058-2022-11-01-3092','S129-20','IxcZB', 'LB')
('SL04652-2022-11-02-3127','S131-7','GVy', 'SL')
('AC04652-2022-11-02-3144','A175-12','VXbiKK', 'SU')
('AC22517-2022-11-01-3031','A169-7','Znyvwr', 'LB')
('AC22517-2022-11-01-3070','A171-10','uskEBPXEFwlBSZ', 'UB')
('AC12058-2022-11-01-3205','A179-1','M', 'LB')
('AC22517-2022-11-02-3269','A182-11','Unvr', 'SL')
('AC22517-2022-11-02-3271','A182-13','qQitKMMmMeOyHFhQ', 'LB')
('AC04652-2022-11-02-3193','A178-7','xDstIJiDpbyKueM', 'LB')
('AC12058-2022-11-01-3215','A179-11','CnebRys', 'SL')
('AC22517-2022-11-01-3081','A172-3','wqfOSCBXe', 'UB')
('AC04652-2022-11-01-3222','A179-18','WTVwtGMsfQSAnp', 'SU')
('AC22517-2022-11-01-3083','A172-5','gDomSguKgjiRcvP', 'SL')
('AC04652-2022-11-01-3227','A180-5','Not', 'SL')
('AC04652-2022-11-01-3228','A180-6','gjrtz', 'SU')
('SL04652-2022-11-02-3181','S133-13','lppAjUuvzrbCSLs', 'MB')
('SL12058-2022-11-01-3238','S135-22','mEwwKsC', 'UB')
('AC04652-2022-11-01-3325','A185-13','B', 'LB')
('SL22517-2022-11-02-3371','S141-11','oj', 'UB')
('AC22517-2022-11-02-3387','A189-3','XsnnUrxx', 'UB')
('AC22517-2022-11-02-3389','A189-5','ZYRRO', 'SL')
('SL04652-2022-11-01-3349','S140-13','XhXtsntECI', 'MB')
('AC04652-2022-11-01-3330','A185-18','NFwIuIncu', 'SU')
('SL22517-2022-11-02-3375','S141-15','j', 'SL')
('SL22517-2022-11-01-3335','S139-23','nEbhywYAyfEa', 'SL')
('AC04652-2022-11-02-3295','A184-1','FVxdWreq', 'LB')
('AC04652-2022-11-02-3297','A184-3','Dqk', 'UB')
('SL04652-2022-11-01-3361','S141-1','hzH', 'LB')
('AC04652-2022-11-01-3341','A186-11','RkijWVH', 'SL')
('SL04652-2022-11-01-3370','S141-10','GJSgktZ', 'MB')
('SL04652-2022-11-01-3371','S141-11','poTCYCEJfGJUh', 'UB')
('AC12058-2022-11-01-3347','A186-17','VYw', 'SL')
('AC04652-2022-11-01-3353','A187-5','MwpvFSRQgBEdmp', 'SL')
('AC04652-2022-11-01-3354','A187-6','SW', 'SU')
('AC04652-2022-11-02-3312','A184-18','pIizTTGxCgSe', 'SU')
('SL04652-2022-11-01-3377','S141-17','uHhbKLzKULIBO', 'LB')
('SL22517-2022-11-02-3404','S142-20','kEGCKDTrztiLsjsF', 'LB')
('AC04652-2022-11-02-3318','A185-6','TuUQzc', 'SU')
('SL04652-2022-11-02-3302','S138-14','Iqi', 'UB')
('AC12058-2022-11-01-3362','A187-14','BSZZq', 'LB')
('SL22517-2022-11-02-3449','S144-17','yfuSnqoJzQvdsI', 'LB')
('SL04652-2022-11-02-3341','S140-5','Z', 'MB')
('AC12058-2022-11-01-3397','A189-13','LZZbKHvXTTLFUQS', 'LB')
('AC12058-2022-11-01-3398','A189-14','sycQgrOZWts', 'LB')
('SL04652-2022-11-01-3430','S143-22','OdDOwMGGVP', 'UB')
('AC04652-2022-11-02-3356','A187-8','FxC', 'LB')
('AC12058-2022-11-01-3401','A189-17','eXQVpfphzgNsz', 'SL')
('SL22517-2022-11-01-3407','S142-23','hLvEgcMFQMINKULn', 'SL')
('SL22517-2022-11-02-3456','S144-24','m', 'SU')
('AC12058-2022-11-01-3407','A190-5','TiVnCYl', 'SL')
('SL04652-2022-11-01-3436','S144-4','yHKBPTOgyUxjbKWY', 'LB')
('SL22517-2022-11-01-3414','S143-6','ZRAKFh', 'UB')
('AC12058-2022-11-01-3418','A190-16','OMYOMOikY', 'UB')
('SL12058-2022-11-01-3374','S141-14','lOr', 'UB')
('AC22517-2022-11-02-3494','A195-2','MCmG', 'LB')
('SL22517-2022-11-01-3424','S143-16','BfpgtVoDqmPAvIqO', 'SU')
('SL12058-2022-11-01-3379','S141-19','JtySYHc', 'UB')
('AC22517-2022-11-01-3273','A182-15','wYizWSPdzKcPED', 'UB')
('AC04652-2022-11-02-3378','A188-12','Myuzclb', 'SU')
('SL12058-2022-11-01-3383','S141-23','kG', 'SL')
('SL22517-2022-11-02-3480','S145-24','WyRXnZWusx', 'SU')
('AC22517-2022-11-01-3275','A182-17','VZFLrscWiUxiD', 'SL')
('SL12058-2022-11-01-3384','S141-24','jVorYM', 'SU')
('AC12058-2022-11-01-3435','A191-15','KLljakiC', 'UB')
('AC22517-2022-11-01-3276','A182-18','SqEwFuLsbYquZc', 'SU')
('SL22517-2022-11-02-3485','S146-5','zOIPKsiY', 'MB')
('AC04652-2022-11-01-3440','A192-2','qVVT', 'LB')
('AC12058-2022-11-01-3438','A191-18','BBgOVisJ', 'SU')
('AC22517-2022-11-02-3504','A195-12','srDSaQrr', 'SU')
('SL04652-2022-11-02-3380','S141-20','FFQVxBqpQjm', 'LB')
('SL04652-2022-11-01-3465','S145-9','lsutzcjV', 'LB')
('AC12058-2022-11-01-3443','A192-5','IhQQjjzXy', 'SL')
('SL22517-2022-11-02-3501','S146-21','pIpBNyfBZ', 'MB')
('AC12058-2022-11-01-3457','A193-1','hCxTWjOduLuczDzK', 'LB')
('SL22517-2022-11-01-3440','S144-8','uRzWdMApPm', 'SU')
('SL22517-2022-11-02-3510','S147-6','M', 'UB')
('AC04652-2022-11-01-3464','A193-8','rSngNTI', 'LB')
('SL04652-2022-11-01-3479','S145-23','L', 'SL')
('AC12058-2022-11-01-3464','A193-8','LFubqOgZFdED', 'LB')
('SL22517-2022-11-02-3521','S147-17','gHooqthu', 'LB')
('AC22517-2022-11-02-3530','A197-2','xnYYfcdaSSOcY', 'LB')
('AC12058-2022-11-01-3471','A193-15','FImLGvcSka', 'UB')
('AC04652-2022-11-02-3405','A190-3','Z', 'UB')
('AC04652-2022-11-02-3406','A190-4','bE', 'UB')
('SL22517-2022-11-02-3527','S147-23','WsbbWIkyvCMXZ', 'SL')
('SL12058-2022-11-01-3422','S143-14','dzyoiiDJO', 'UB')
('SL04652-2022-11-02-3406','S142-22','mqAbWAG', 'UB')
('SL22517-2022-11-02-3529','S148-1','XpKEqEWdg', 'LB')
('AC04652-2022-11-01-3480','A194-6','CudoT', 'SU')
('SL22517-2022-11-01-3466','S145-10','uMOnwasvrIR', 'MB')
('AC12058-2022-11-01-3477','A194-3','QNFTMWRamIwl', 'UB')
('AC04652-2022-11-02-3414','A190-12','bL', 'SU')
('AC12058-2022-11-01-3510','A195-18','HHLQwV', 'SU')
('SL04652-2022-11-01-3529','S148-1','AHDUZ', 'LB')
('AC04652-2022-11-01-3530','A197-2','qxssQJBFQVkbpPyY', 'LB')
('SL04652-2022-11-01-3532','S148-4','ngysBCEjRgkoMi', 'LB')
('AC22517-2022-11-01-3343','A186-13','FaKGmqNsqGzRG', 'LB')
('AC04652-2022-11-02-3443','A192-5','o', 'SL')
('SL22517-2022-11-02-3584','S150-8','ZLkPyQdCEkmB', 'SU')
('SL04652-2022-11-02-3449','S144-17','KvKphbcthOYiubIa', 'LB')
('AC12058-2022-11-01-3517','A196-7','ysXiOHiJfDqaNyG', 'LB')
('SL22517-2022-11-02-3587','S150-11','BHYZxrmKmCbAAp', 'UB')
('AC04652-2022-11-02-3447','A192-9','yFQYNhMVbwnx', 'UB')
('SL22517-2022-11-01-3507','S147-3','xPqB', 'UB')
('SL22517-2022-11-02-3590','S150-14','yFkwrgHW', 'UB')
('SL22517-2022-11-01-3508','S147-4','GjMraJrISIWGrUe', 'LB')
('SL22517-2022-11-02-3591','S150-15','qWWNuUrkn', 'SL')
('SL12058-2022-11-01-3479','S145-23','KSsclYWSoa', 'SL')
('SL22517-2022-11-01-3516','S147-12','lnPeKkNOE', 'LB')
('SL12058-2022-11-01-3481','S146-1','EAMQiKsF', 'LB')
('SL12058-2022-11-01-3486','S146-6','djjpLjtGex', 'UB')
('AC04652-2022-11-01-3549','A198-3','X', 'UB')
('AC22517-2022-11-01-3366','A187-18','qXgvYtv', 'SU')
('SL22517-2022-11-01-3520','S147-16','kpkzYUugloch', 'SU')
('AC12058-2022-11-01-3543','A197-15','ObCuOC', 'UB')
('SL04652-2022-11-02-3469','S145-13','wrEx', 'MB')
('SL12058-2022-11-01-3493','S146-13','qJDvRdkrYr', 'MB')
('AC12058-2022-11-01-3547','A198-1','NzGwYM', 'LB')
('SL22517-2022-11-01-3545','S148-17','sVBrQIsQxLhFrNi', 'LB')
('SL12058-2022-11-01-3515','S147-11','jEl', 'UB')
('AC22517-2022-11-01-3437','A191-17','UFOFLIReqMVDvP', 'SL')
('AC04652-2022-11-01-3604','A201-4','cpuTaIFJHtCVj', 'UB')
('SL22517-2022-11-02-3665','S153-17','DLWiHVcF', 'LB')
('AC12058-2022-11-01-3619','A202-1','BXUVyjIKnzZxfA', 'LB')
('SL22517-2022-11-01-3603','S151-3','NZUxnmRFp', 'UB')
('AC22517-2022-11-02-3662','A204-8','CLGAROe', 'LB')
('SL04652-2022-11-02-3533','S148-5','j', 'MB')
('AC04652-2022-11-01-3611','A201-11','jYoF', 'SL')
('AC04652-2022-11-01-3612','A201-12','YIU', 'SU')
('SL04652-2022-11-02-3536','S148-8','gRiUiqMwLcmv', 'SU')
('SL22517-2022-11-01-3610','S151-10','HUUhlRrcYvYoa', 'MB')
('SL04652-2022-11-01-3618','S151-18','V', 'MB')
('AC22517-2022-11-02-3679','A205-7','yXKPohz', 'LB')
('AC22517-2022-11-01-3455','A192-17','WSzCZUYSCXBATny', 'SL')
('SL22517-2022-11-02-3686','S154-14','cpiDDKC', 'UB')
('SL04652-2022-11-02-3550','S148-22','iXkJoPK', 'UB')
('SL04652-2022-11-02-3551','S148-23','wGPzaO', 'SL')
('AC22517-2022-11-02-3687','A205-15','MriYeXDgv', 'UB')
('SL12058-2022-11-01-3590','S150-14','bUjONG', 'UB')
('AC12058-2022-11-01-3642','A203-6','jqok', 'SU')
('SL12058-2022-11-01-3592','S150-16','Ci', 'SU')
('AC22517-2022-11-02-3692','A206-2','Z', 'LB')
('AC12058-2022-11-01-3647','A203-11','NQlUHCKqTKG', 'SL')
('AC22517-2022-11-01-3470','A193-14','BCjtDEeRhxsJRb', 'LB')
('SL04652-2022-11-01-3642','S152-18','oEJFBZTO', 'MB')
('AC12058-2022-11-01-3652','A203-16','GtPsQTrxEmCHRFMF', 'UB')
('SL12058-2022-11-01-3601','S151-1','mMnxaPICJhmFQRE', 'LB')
('AC22517-2022-11-01-3477','A194-3','uQfCabwthlAk', 'UB')
('AC04652-2022-11-02-3566','A199-2','KxfpuDUGHIjqkb', 'LB')
('AC12058-2022-11-01-3656','A204-2','yMsTtAIvgeEXRnQj', 'LB')
('AC04652-2022-11-01-3636','A202-18','qnoxlENLdwRnPr', 'SU')
('SL04652-2022-11-01-3648','S152-24','AxUogu', 'SU')
('SL04652-2022-11-01-3649','S153-1','EMhTwJqx', 'LB')
('AC04652-2022-11-01-3638','A203-2','FqXeUuJhT', 'LB')
('SL22517-2022-11-02-3706','S155-10','innUNaLIIevQb', 'MB')
('SL04652-2022-11-02-3570','S149-18','tMq', 'MB')
('AC22517-2022-11-02-3710','A207-2','hcLAxJxkJoYiRiYV', 'LB')
('SL04652-2022-11-02-3615','S151-15','afODUghREwxqbUN', 'SL')
('AC22517-2022-11-02-3750','A209-6','Ibj', 'SU')
('SL22517-2022-11-01-3676','S154-4','iNyfwxUx', 'LB')
('AC22517-2022-11-01-3531','A197-3','zifTpbKC', 'UB')
('SL04652-2022-11-02-3620','S151-20','sDJffVXTDXipVgv', 'LB')
('AC22517-2022-11-02-3753','A209-9','xYVRKEDq', 'UB')
('AC04652-2022-11-02-3614','A201-14','VeFrG', 'LB')
('SL04652-2022-11-02-3623','S151-23','KtUgJt', 'SL')
('SL12058-2022-11-01-3660','S153-12','wcuIgxGRoNjey', 'LB')
('AC04652-2022-11-02-3615','A201-15','ZOzjCYYS', 'UB')
('SL22517-2022-11-02-3754','S157-10','qi', 'MB')
('AC12058-2022-11-01-3713','A207-5','bvaoOjBOiBFQZmqm', 'SL')
('SL04652-2022-11-02-3629','S152-5','yfGvheTKsvPky', 'MB')
('SL22517-2022-11-02-3758','S157-14','SPAMafXkXWECsEm', 'UB')
('SL22517-2022-11-01-3685','S154-13','xStm', 'MB')
('AC22517-2022-11-01-3540','A197-12','qiABPsdmHeU', 'SU')
('SL22517-2022-11-02-3762','S157-18','xkyNLxZVhIpungx', 'MB')
('AC22517-2022-11-01-3542','A197-14','qFdLNDVFIw', 'LB')
('AC22517-2022-11-01-3543','A197-15','vxlRPccAerQh', 'UB')
('AC22517-2022-11-02-3767','A210-5','UrKbKx', 'SL')
('AC04652-2022-11-01-3689','A205-17','caIgxPDvETV', 'SL')
('AC22517-2022-11-01-3544','A197-16','ccfqDuN', 'UB')
('AC22517-2022-11-02-3774','A210-12','MrVzdXTNH', 'SU')
('AC04652-2022-11-02-3636','A202-18','HltgwhkVA', 'SU')
('SL04652-2022-11-02-3648','S152-24','oEgGGK', 'SU')
('AC12058-2022-11-01-3726','A207-18','TSTunkLBunMkZB', 'SU')
('SL04652-2022-11-02-3658','S153-10','oFIqbYN', 'MB')
('AC12058-2022-11-01-3736','A208-10','kOXLGaAZl', 'UB')
('SL12058-2022-11-01-3682','S154-10','IfqRWqdGxWj', 'MB')
('AC22517-2022-11-01-3569','A199-5','ZHlcBZgKMUDI', 'SL')
('AC04652-2022-11-02-3649','A203-13','XcDYqetNzHS', 'LB')
('SL22517-2022-11-01-3718','S155-22','oaaruoGLAcXK', 'UB')
('AC04652-2022-11-02-3657','A204-3','tgGhBlJcrYN', 'UB')
('SL04652-2022-11-01-3746','S157-2','nuuQtrarfkIlUu', 'MB')
('AC22517-2022-11-02-3815','A212-17','KgGX', 'SL')
('SL04652-2022-11-02-3671','S153-23','iKZkK', 'SL')
('SL04652-2022-11-01-3747','S157-3','NHnqGOgj', 'UB')
('AC22517-2022-11-02-3817','A213-1','bKUSDfQtNsKFysSL', 'LB')
('AC22517-2022-11-02-3818','A213-2','ECWB', 'LB')
('SL22517-2022-11-01-3725','S156-5','bSknch', 'MB')
('SL22517-2022-11-01-3727','S156-7','NyovI', 'SL')
('SL22517-2022-11-01-3729','S156-9','iKaVCNd', 'LB')
('SL04652-2022-11-01-3756','S157-12','eWtAcHcAY', 'LB')
('SL04652-2022-11-01-3757','S157-13','xkNrBDIepx', 'MB')
('SL04652-2022-11-01-3767','S157-23','jpiZlilaLDHhT', 'SL')
('AC22517-2022-11-01-3591','A200-9','daoSZWZ', 'UB')
('AC22517-2022-11-01-3592','A200-10','FcRqprKfY', 'UB')
('AC22517-2022-11-02-3834','A213-18','NmmRLeHSBaqfp', 'SU')
('SL12058-2022-11-01-3712','S155-16','VNSYelZBtk', 'SU')
('SL22517-2022-11-02-3815','S159-23','vbh', 'SL')
('AC04652-2022-11-02-3675','A205-3','WXON', 'UB')
('AC22517-2022-11-01-3598','A200-16','SOluA', 'UB')
('SL04652-2022-11-01-3776','S158-8','thRndnpuwHOy', 'SU')
('AC04652-2022-11-02-3679','A205-7','bVAQPZSRLVuSs', 'LB')
('AC22517-2022-11-02-3896','A217-8','SaDcscPHYvXFaN', 'LB')
('SL04652-2022-11-01-3834','S160-18','hjHQ', 'MB')
('AC04652-2022-11-01-3836','A214-2','lBQWw', 'LB')
('AC22517-2022-11-01-3663','A204-9','HBVuqdpkIlNkcVXP', 'UB')
('SL22517-2022-11-02-3878','S162-14','XPrYB', 'UB')
('SL04652-2022-11-02-3759','S157-15','znOnnYwcrnTpqO', 'SL')
('SL04652-2022-11-02-3760','S157-16','bYFIQsyK', 'SU')
('SL12058-2022-11-01-3789','S158-21','krDmryC', 'MB')
('AC22517-2022-11-01-3673','A205-1','DxXLOfLPEBrS', 'LB')
('AC22517-2022-11-02-3912','A218-6','hxEEJOBbYYNN', 'SU')
('AC04652-2022-11-02-3768','A210-6','nwcWBDCyDdE', 'SU')
('SL22517-2022-11-01-3830','S160-14','v', 'UB')
('SL04652-2022-11-02-3777','S158-9','RYwoMtVvG', 'LB')
('SL22517-2022-11-01-3831','S160-15','lalgQlt', 'SL')
('AC04652-2022-11-01-3876','A216-6','lCDOoz', 'SU')
('SL22517-2022-11-02-3904','S163-16','gDp', 'SU')
('SL22517-2022-11-01-3841','S161-1','uzKQGKqMlcbPw', 'LB')
('AC22517-2022-11-01-3689','A205-17','rqXfMoLWKzFIpCHp', 'SL')
('AC12058-2022-11-01-3854','A215-2','MxsU', 'LB')
('AC12058-2022-11-01-3855','A215-3','eFoXPxxiT', 'UB')
('AC12058-2022-11-01-3856','A215-4','Az', 'UB')
('SL04652-2022-11-01-3862','S161-22','hwycGHiZXbavQWYD', 'UB')
('SL12058-2022-11-01-3814','S159-22','nX', 'UB')
('SL22517-2022-11-02-3918','S164-6','mMtirJWRAsLmwv', 'UB')
('SL04652-2022-11-02-3799','S159-7','oS', 'SL')
('SL04652-2022-11-02-3800','S159-8','XKVo', 'SU')
('SL22517-2022-11-01-3853','S161-13','Gz', 'MB')
('AC22517-2022-11-02-3941','A219-17','MTtODydupuvRTk', 'SL')
('SL22517-2022-11-01-3856','S161-16','ilwfAzYTagrXk', 'SU')
('SL04652-2022-11-01-3871','S162-7','bXlOF', 'SL')
('SL22517-2022-11-02-3928','S164-16','sOoRhUxPVSCJezqR', 'SU')
('AC04652-2022-11-01-3899','A217-11','UmEXTQhhBkbaPAC', 'SL')
('AC22517-2022-11-01-3704','A206-14','MiWaSG', 'LB')
('AC22517-2022-11-02-3946','A220-4','Myai', 'UB')
('AC04652-2022-11-02-3798','A211-18','MvQgZBKAgfvXZgSX', 'SU')
('AC22517-2022-11-02-3950','A220-8','RNT', 'LB')
('SL04652-2022-11-01-3876','S162-12','EtroOsVauZsa', 'LB')
('AC04652-2022-11-02-3800','A212-2','gJ', 'LB')
('SL04652-2022-11-02-3806','S159-14','Tff', 'UB')
('SL04652-2022-11-02-3807','S159-15','N', 'SL')
('AC12058-2022-11-01-3880','A216-10','mOIwoqlX', 'UB')
('SL04652-2022-11-02-3810','S159-18','ONGBfPmg', 'MB')
('SL04652-2022-11-01-3880','S162-16','lNTkvOVix', 'SU')
('AC04652-2022-11-02-3808','A212-10','rjntuSA', 'UB')
('AC04652-2022-11-02-3809','A212-11','zOIOnoqyuRkBhf', 'SL')
('SL04652-2022-11-01-3884','S162-20','q', 'LB')
('AC04652-2022-11-02-3811','A212-13','mvnaJliXbQJhVgw', 'LB')
('SL12058-2022-11-01-3833','S160-17','rW', 'LB')
('AC04652-2022-11-01-3912','A218-6','wggpHfaGCawdcOVw', 'SU')
('AC22517-2022-11-01-3719','A207-11','Us', 'SL')
('SL22517-2022-11-02-3951','S165-15','wiSePtSoEx', 'SL')
('SL22517-2022-11-01-3877','S162-13','adjelPHz', 'MB')
('AC22517-2022-11-02-3963','A221-3','XCbZIGnuOlHCwKR', 'UB')
('AC22517-2022-11-02-3964','A221-4','ZYF', 'UB')
('SL12058-2022-11-01-3841','S161-1','IpVaYLFmFhcqFBTx', 'LB')
('SL12058-2022-11-01-3842','S161-2','TVwXTg', 'MB')
('AC04652-2022-11-02-3822','A213-6','odmBQiviGEQ', 'SU')
('AC04652-2022-11-01-3924','A218-18','TtOAMKEDlra', 'SU')
('AC22517-2022-11-01-3733','A208-7','ZdwqAX', 'LB')
('SL22517-2022-11-01-3887','S162-23','XkXL', 'SL')
('SL12058-2022-11-01-3854','S161-14','ajJz', 'UB')
('SL04652-2022-11-02-3828','S160-12','letDlKundy', 'LB')
('SL04652-2022-11-02-3831','S160-15','T', 'SL')
('SL04652-2022-11-01-3908','S163-20','chGd', 'LB')
('AC12058-2022-11-01-3944','A220-2','kwMSkVfntHe', 'LB')
('AC04652-2022-11-02-3871','A216-1','geKNUyaJyPJe', 'LB')
('SL04652-2022-11-01-3948','S165-12','NQxObhVRBRsOPM', 'LB')
('SL04652-2022-11-01-3949','S165-13','CVhMUcWnZt', 'MB')
('AC04652-2022-11-01-3976','A221-16','QzMVgGmqkTQpGQjr', 'UB')
('SL04652-2022-11-01-3951','S165-15','OrIPpBxX', 'SL')
('SL22517-2022-11-01-3944','S165-8','obhzXqTNMJk', 'SU')
('SL22517-2022-11-01-3945','S165-9','NRxRWklrtyJSX', 'LB')
('AC22517-2022-11-02-4024','A224-10','uRACOglmswI', 'UB')
('AC12058-2022-11-01-3953','A220-11','GCrWCYfhUZNf', 'SL')
('AC04652-2022-11-01-3979','A222-1','ssCVI', 'LB')
('SL12058-2022-11-01-3900','S163-12','jBdNpEtpHak', 'LB')
('AC12058-2022-11-01-3957','A220-15','CbNyuPmbmcH', 'UB')
('SL04652-2022-11-01-3956','S165-20','eTYgSB', 'LB')
('AC22517-2022-11-01-3779','A210-17','IYmUvQWKiYppMVyF', 'SL')
('SL22517-2022-11-02-4026','S168-18','uLCsKIo', 'MB')
('AC04652-2022-11-02-3887','A216-17','raFAMvkkUypdJiR', 'SL')
('SL04652-2022-11-01-3959','S165-23','JHmqxFGEnkfBQ', 'SL')
('AC22517-2022-11-01-3782','A211-2','GRyFXXuN', 'LB')
('AC04652-2022-11-01-3986','A222-8','AcsDDqIJWrS', 'LB')
('AC04652-2022-11-01-3987','A222-9','hfpFaEzfGFfMI', 'UB')
('AC04652-2022-11-02-3890','A217-2','GzzaCMCAKEjUC', 'LB')
('SL12058-2022-11-01-3912','S163-24','H', 'SU')
('SL12058-2022-11-01-3913','S164-1','TKICmXAaXZkhIIJ', 'LB')
('AC04652-2022-11-02-3894','A217-6','QhqJuxFI', 'SU')
('SL04652-2022-11-02-3880','S162-16','Yui', 'SU')
('SL22517-2022-11-01-3962','S166-2','cKfBZmOiFWvKBLA', 'MB')
('AC04652-2022-11-02-3895','A217-7','wyNowVgo', 'LB')
('SL12058-2022-11-01-3916','S164-4','eLqmTFcefWLOcpG', 'LB')
('SL22517-2022-11-02-4036','S169-4','IqW', 'LB')
('SL22517-2022-11-02-4037','S169-5','XxZMSDTYbgpU', 'MB')
('AC22517-2022-11-01-3791','A211-11','ZHReRxX', 'SL')
('AC04652-2022-11-01-3995','A222-17','CIdMLSJQMOF', 'SL')
('AC12058-2022-11-01-3970','A221-10','SnAHF', 'UB')
('AC04652-2022-11-02-3898','A217-10','DdXBSOqzx', 'UB')
('SL04652-2022-11-02-3886','S162-22','HVZVW', 'UB')
('SL04652-2022-11-01-3970','S166-10','TAlDXDKL', 'MB')
('AC04652-2022-11-01-3999','A223-3','DwQBjaYmRHLHQji', 'UB')
('AC04652-2022-11-01-4000','A223-4','DYZH', 'UB')
('SL04652-2022-11-01-3972','S166-12','EicwZKmAeWwCJQM', 'LB')
('SL22517-2022-11-02-4041','S169-9','AEli', 'LB')
('SL04652-2022-11-02-3891','S163-3','WkytYgricHCK', 'UB')
('SL22517-2022-11-02-4043','S169-11','MKmsMDJvOCdgnHN', 'UB')
('AC04652-2022-11-01-4003','A223-7','vuqTRPTlQif', 'LB')
('AC04652-2022-11-02-3904','A217-16','aqMOjXHKxOcto', 'UB')
('SL22517-2022-11-02-4047','S169-15','jcMfVZUimwiaTPBd', 'SL')
('AC12058-2022-11-01-3976','A221-16','llnsTnkCOZ', 'UB')
('SL12058-2022-11-01-3924','S164-12','aKWEF', 'LB')
('AC04652-2022-11-02-3906','A217-18','Ksh', 'SU')
('AC04652-2022-11-02-3907','A218-1','pzziMBtLTmUoEXnk', 'LB')
('AC22517-2022-11-02-4053','A226-3','ZTNxiMga', 'UB')
('AC22517-2022-11-01-3804','A212-6','PvMetDunBiVqpt', 'SU')
('SL22517-2022-11-02-4051','S169-19','N', 'UB')
('SL22517-2022-11-02-4052','S169-20','ZnwGlTJyWkD', 'LB')
('SL12058-2022-11-01-3925','S164-13','NPHepNPGXmtnlEox', 'MB')
('AC04652-2022-11-01-4010','A223-14','TsKCVWt', 'LB')
('SL04652-2022-11-01-3980','S166-20','DbNIIxrZusBwWyq', 'LB')
('AC22517-2022-11-01-3809','A212-11','iKaj', 'SL')
('AC22517-2022-11-01-3810','A212-12','ymLmcdtMtMpJOeT', 'SU')
