('SL22517-2022-11-02-178','S8-10','UnXnBY', 'MB')
('SL22517-2022-11-02-3746','S157-2','jazRzllq', 'MB')
('AC12058-2022-11-01-3835','A214-1','mcuqDKYwCpGu', 'LB')
('AC04652-2022-11-02-4026','A224-12','ousIt', 'SU')
('SL04652-2022-11-02-4042','S169-10','snEntpIYKnF', 'MB')
('AC04652-2022-11-02-4030','A224-16','mveg', 'UB')
('AC04652-2022-11-02-4031','A224-17','uelQgolkSz', 'SL')
('SL04652-2022-11-02-4048','S169-16','NkkD', 'SU')
('SL22517-2022-11-02-3938','S165-2','FipWWghtwoDVGrrA', 'MB')
('AC04652-2022-11-02-4034','A225-2','CpmEauPygCCVyvH', 'LB')
('AC04652-2022-11-02-4035','A225-3','eOqkVyLEpVH', 'UB')
('SL22517-2022-11-02-3939','S165-3','jwoN', 'UB')
('AC22517-2022-11-02-4022','A224-8','MyA', 'LB')
('SL22517-2022-11-02-3940','S165-4','HBcBsxHxZVnNQkEO', 'LB')
('AC22517-2022-11-01-4094','A228-8','pgcIwgJBuLensKyq', 'LB')
('AC22517-2022-11-01-4095','A228-9','jv', 'UB')
('AC04652-2022-11-02-4077','A227-9','tbGOpUXhaXKoOxFZ', 'UB')
('AC12058-2022-11-01-4097','A228-11','pEuAY', 'SL')
('SL04652-2022-11-02-4101','S171-21','kYvZAoSebK', 'MB')
('SL22517-2022-11-01-4071','S170-15','wODSsjThPPmkzBNN', 'SL')
('SL12058-2022-11-01-3972','S166-12','dfEiVW', 'LB')
('SL04652-2022-11-02-4109','S172-5','zhkydxTAkM', 'MB')
('AC22517-2022-11-01-4169','A232-11','fKLacJVzvRX', 'SL')
('AC22517-2022-11-01-4229','A235-17','pcyamSEf', 'SL')
('SL22517-2022-11-02-4068','S170-12','o', 'LB')
('SL04652-2022-11-01-4098','S171-18','ZzNJgWqpvJU', 'MB')
('AC04652-2022-11-01-4330','A241-10','vsjCoZhWKrsdNsGM', 'UB')
('AC12058-2022-11-01-4167','A232-9','qq', 'UB')
('AC12058-2022-11-01-4168','A232-10','pvULswhws', 'UB')
('AC12058-2022-11-01-4169','A232-11','dtBIcTsUn', 'SL')
('AC22517-2022-11-02-4213','A235-1','sKDOsyrBOuWpuPpJ', 'LB')
('AC22517-2022-11-02-4214','A235-2','JfwLqr', 'LB')
('AC04652-2022-11-02-4248','A236-18','avwh', 'SU')
('SL22517-2022-11-01-4202','S176-2','PgHMTNdw', 'MB')
('SL04652-2022-11-02-4241','S177-17','WHcCtXDj', 'LB')
('SL22517-2022-11-01-4203','S176-3','aHsRJZvJeeyqA', 'UB')
('AC22517-2022-11-02-4232','A236-2','HGnOebzknPKbEy', 'LB')
('SL22517-2022-11-02-4156','S174-4','naKCn', 'LB')
('SL22517-2022-11-02-4192','S175-16','X', 'SU')
('SL12058-2022-11-01-4166','S174-14','GC', 'UB')
('AC22517-2022-11-01-4365','A243-9','zURoTkRVQtV', 'UB')
('SL22517-2022-11-01-4260','S178-12','wCSFqEtbdBRjScSK', 'LB')
('SL04652-2022-11-01-4236','S177-12','vVq', 'LB')
('SL22517-2022-11-01-4273','S179-1','JeITusAsobH', 'LB')
('AC22517-2022-11-01-4384','A244-10','xvZpnm', 'UB')
('AC22517-2022-11-02-4317','A240-15','T', 'UB')
('AC04652-2022-11-02-4378','A244-4','axJoLOdcDJMTrxz', 'UB')
('AC12058-2022-11-01-4371','A243-15','xkRZ', 'UB')
('AC04652-2022-11-01-4536','A252-18','mCbFkt', 'SU')
('AC22517-2022-11-01-4432','A247-4','rhMWbjlZzRUypW', 'UB')
('SL04652-2022-11-02-4349','S182-5','pPYIOEAFztJ', 'MB')
('AC04652-2022-11-02-4383','A244-9','IT', 'UB')
('AC12058-2022-11-01-4373','A243-17','Ji', 'SL')
('AC04652-2022-11-02-4386','A244-12','elIUuBDI', 'SU')
('SL04652-2022-11-01-4298','S180-2','ddQXmcqCL', 'MB')
('AC22517-2022-11-02-4368','A243-12','aQ', 'SU')
('AC22517-2022-11-01-4436','A247-8','OFZjiKk', 'LB')
('SL22517-2022-11-01-4321','S181-1','YkpfWBrxDSCw', 'LB')
('AC22517-2022-11-02-4372','A243-16','NaCFApeaEGpg', 'UB')
('SL22517-2022-11-01-4323','S181-3','leLTWM', 'UB')
('SL12058-2022-11-01-4250','S178-2','lGTJ', 'MB')
('AC22517-2022-11-02-4374','A243-18','TWBOCQVBE', 'SU')
('SL12058-2022-11-01-4251','S178-3','MYBPxNXZ', 'UB')
('SL22517-2022-11-02-4277','S179-5','IgvX', 'MB')
('SL12058-2022-11-01-4252','S178-4','lCl', 'LB')
('SL12058-2022-11-01-4253','S178-5','mnmrUFEZeZfY', 'MB')
('AC12058-2022-11-01-4379','A244-5','AKXFUxrwhcMJ', 'SL')
('AC12058-2022-11-01-4383','A244-9','vXfGXUY', 'UB')
('SL22517-2022-11-01-4331','S181-11','QueRAHPkh', 'UB')
('AC22517-2022-11-01-4443','A247-15','lsaLLK', 'UB')
('SL22517-2022-11-01-4332','S181-12','rxyFXtiTbOHZAS', 'LB')
('AC12058-2022-11-01-4385','A244-11','BihjPDGb', 'SL')
('SL04652-2022-11-02-4355','S182-11','dJlSXcGe', 'UB')
('SL04652-2022-11-01-4317','S180-21','EmMwInBjbuvRBO', 'MB')
('AC12058-2022-11-01-4388','A244-14','CWHnvcCKvKanVr', 'LB')
('AC04652-2022-11-02-4410','A245-18','XQZioQynSMAWi', 'SU')
('AC22517-2022-11-02-4384','A244-10','f', 'UB')
('SL04652-2022-11-01-4320','S180-24','XrVGdN', 'SU')
('AC04652-2022-11-01-4551','A253-15','dyuiCZ', 'UB')
('AC22517-2022-11-02-4386','A244-12','nNbXAABvGXhmHfwL', 'SU')
('AC04652-2022-11-02-4412','A246-2','NHTu', 'LB')
('AC12058-2022-11-01-4395','A245-3','bfEczBHEcj', 'UB')
('SL04652-2022-11-02-4363','S182-19','vNJVSAEmqfuRlLOx', 'UB')
('AC04652-2022-11-01-4554','A253-18','RHIApPHQmlNHjZa', 'SU')
('SL12058-2022-11-01-4266','S178-18','voAOKkPv', 'MB')
('SL22517-2022-11-02-4290','S179-18','cNFjkBfxcLUK', 'MB')
('SL04652-2022-11-02-4367','S182-23','Zt', 'SL')
('AC22517-2022-11-01-4447','A248-1','BGF', 'LB')
('AC22517-2022-11-02-4391','A244-17','aonAHuTSbhqYEto', 'SL')
('AC04652-2022-11-02-4413','A246-3','ZODX', 'UB')
('AC22517-2022-11-01-4449','A248-3','uqcjGhe', 'UB')
('SL04652-2022-11-01-4325','S181-5','XaSQJVTdgVJRLh', 'MB')
('SL04652-2022-11-01-4326','S181-6','AuP', 'UB')
('AC04652-2022-11-02-4416','A246-6','ZddVcFQ', 'SU')
('AC04652-2022-11-01-4561','A254-7','VlGoiuA', 'LB')
('AC12058-2022-11-01-4405','A245-13','dzlKCNhlBThr', 'LB')
('AC04652-2022-11-01-4562','A254-8','iBesoUoYibk', 'LB')
('AC22517-2022-11-02-4401','A245-9','THhoHKa', 'UB')
('SL22517-2022-11-01-4343','S181-23','HFzUVWalf', 'SL')
('SL12058-2022-11-01-4281','S179-9','aomjalodWN', 'LB')
('SL22517-2022-11-01-4348','S182-4','DUiJvmbJllnAJcR', 'LB')
('SL04652-2022-11-02-4384','S183-16','qOyKpMjwMeQ', 'SU')
('SL22517-2022-11-02-4305','S180-9','wGSJc', 'LB')
('AC04652-2022-11-01-4570','A254-16','gfxZzxcxFUVGadb', 'UB')
('SL04652-2022-11-01-4401','S184-9','rXihPSBh', 'LB')
('AC22517-2022-11-02-4515','A251-15','KsDkdvHRMWSVu', 'UB')
('AC04652-2022-11-02-4527','A252-9','NxhCicJeGx', 'UB')
('AC22517-2022-11-01-4564','A254-10','nI', 'UB')
('AC04652-2022-11-02-4529','A252-11','NC', 'SL')
('SL12058-2022-11-01-4391','S183-23','VSh', 'SL')
('AC04652-2022-11-01-4685','A261-5','P', 'SL')
('AC12058-2022-11-01-4519','A252-1','UNigujRntSHNmr', 'LB')
('AC04652-2022-11-02-4534','A252-16','Rn', 'UB')
('AC12058-2022-11-01-4522','A252-4','RyfLBUOyvfee', 'UB')
('AC22517-2022-11-02-4525','A252-7','Eg', 'LB')
('AC22517-2022-11-02-4526','A252-8','CfDbKnPKeaFEGx', 'LB')
('SL04652-2022-11-01-4446','S186-6','bEFecL', 'UB')
('SL22517-2022-11-01-4451','S186-11','noAJNtLDTZbk', 'UB')
('AC22517-2022-11-02-4541','A253-5','zOfRnAzNATsZQIq', 'SL')
('AC04652-2022-11-02-4544','A253-8','ypjXpFzepw', 'LB')
('SL04652-2022-11-02-4505','S188-17','UcPuEAAXXKKw', 'LB')
('AC12058-2022-11-01-4566','A254-12','OUMxDZzbrjdzF', 'SU')
('SL22517-2022-11-01-4495','S188-7','QkAncmqUybBEDGp', 'SL')
('SL22517-2022-11-02-4517','S189-5','qLiS', 'MB')
('AC22517-2022-11-02-4666','A260-4','RDfagzbJI', 'UB')
('SL22517-2022-11-02-4527','S189-15','cIrIwUUoVu', 'SL')
('AC04652-2022-11-02-4647','A259-3','raImLJpxv', 'UB')
('AC04652-2022-11-02-4649','A259-5','zzYl', 'SL')
('AC22517-2022-11-01-4687','A261-7','gRflLzynHCb', 'LB')
('AC04652-2022-11-01-4842','A269-18','ehVoQUGroAyebds', 'SU')
('SL22517-2022-11-01-4578','S191-18','YXbdwADIhsuAAcq', 'MB')
('SL04652-2022-11-02-4641','S194-9','RvnggFIMp', 'LB')
('AC04652-2022-11-02-4669','A260-7','MZxNWuVKqBQgFA', 'LB')
('AC12058-2022-11-01-4662','A259-18','LEkCwrLh', 'SU')
('AC12058-2022-11-01-4663','A260-1','bCVxmhx', 'LB')
('SL22517-2022-11-01-4587','S192-3','GJHtksd', 'UB')
('AC22517-2022-11-02-4706','A262-8','QMveCOxqZ', 'LB')
('AC04652-2022-11-01-4859','A270-17','nEkCF', 'SL')
('AC04652-2022-11-01-4860','A270-18','ZGCJloOBybIVxD', 'SU')
('SL04652-2022-11-01-4605','S192-21','rfWkG', 'MB')
('AC04652-2022-11-01-4868','A271-8','inSobtjP', 'LB')
('AC04652-2022-11-01-4887','A272-9','zCtolWhiOPzS', 'UB')
('AC22517-2022-11-02-4742','A264-8','X', 'LB')
('SL12058-2022-11-01-4587','S192-3','kZcGWnQe', 'UB')
('SL12058-2022-11-01-4588','S192-4','fNo', 'LB')
('AC22517-2022-11-02-4810','A268-4','qjgQMnJUqDa', 'UB')
('AC04652-2022-11-02-4766','A265-14','rwduGJ', 'LB')
('AC12058-2022-11-01-4769','A265-17','I', 'SL')
('SL04652-2022-11-02-4726','S197-22','sHAi', 'UB')
('AC22517-2022-11-02-4819','A268-13','Wznqk', 'LB')
('AC04652-2022-11-02-4806','A267-18','oJNB', 'SU')
('SL22517-2022-11-02-4704','S196-24','qiYdUFIWhEx', 'SU')
('SL22517-2022-11-02-4708','S197-4','zDjiwsmkYtMqLyY', 'LB')
('AC22517-2022-11-02-4866','A271-6','cxuYgcxfanIi', 'SU')
('AC22517-2022-11-02-4871','A271-11','l', 'SL')
('AC22517-2022-11-02-4873','A271-13','RWXVhV', 'LB')
('AC22517-2022-11-02-4877','A271-17','kszWtI', 'SL')
('SL04652-2022-11-01-4764','S199-12','Vao', 'LB')
('AC04652-2022-11-02-4833','A269-9','CYxuJRdZzPjvaL', 'UB')
('SL04652-2022-11-02-4790','S200-14','INoTYrWZUcF', 'UB')
('SL22517-2022-11-01-4762','S199-10','dDlWTKGW', 'MB')
('AC04652-2022-11-01-5069','A282-11','ETOmHNy', 'SL')
('AC22517-2022-11-02-4902','A273-6','cj', 'SU')
('SL04652-2022-11-01-4797','S200-21','cVVpDg', 'MB')
('AC04652-2022-11-02-4865','A271-5','QStEJAefOXP', 'SL')
('SL12058-2022-11-01-4744','S198-16','Zh', 'SU')
('SL04652-2022-11-01-4806','S201-6','NCsqkthEmQcTxV', 'UB')
('SL22517-2022-11-02-4767','S199-15','zcyDgek', 'SL')
('AC04652-2022-11-01-5088','A283-12','sfSJxsSCEV', 'SU')
('AC04652-2022-11-01-5092','A283-16','YTNTv', 'UB')
('SL22517-2022-11-02-4773','S199-21','xdCzKkHbgFvJF', 'MB')
('SL04652-2022-11-02-4836','S202-12','FbIEkTfoUDMCKDn', 'LB')
('SL22517-2022-11-02-4785','S200-9','e', 'LB')
('SL12058-2022-11-01-4770','S199-18','jgPedkZ', 'MB')
('SL22517-2022-11-02-4825','S202-1','YkLwS', 'LB')
('SL22517-2022-11-01-4836','S202-12','QwHUoqIHKBY', 'LB')
('AC22517-2022-11-02-4962','A276-12','FlXnCHFXadZysxPD', 'SU')
('SL22517-2022-11-02-4828','S202-4','GqNLGaFbQKJ', 'LB')
('AC04652-2022-11-01-5174','A288-8','NqJQVLoSxVTfod', 'LB')
('SL12058-2022-11-01-4837','S202-13','nN', 'MB')
('SL12058-2022-11-01-4838','S202-14','eWYFxeifW', 'UB')
('AC04652-2022-11-02-5040','A280-18','ePb', 'SU')
('SL04652-2022-11-01-4942','S206-22','RtsTprzzfAxWm', 'UB')
('AC22517-2022-11-01-5030','A280-8','nFwqaClSGngmyuc', 'LB')
('AC22517-2022-11-01-5031','A280-9','uSWXCfvCRbBkTH', 'UB')
('SL04652-2022-11-02-4962','S207-18','WDhdebllfVrOi', 'MB')
('AC04652-2022-11-01-5245','A292-7','SMCgeMTjmPe', 'LB')
('SL22517-2022-11-02-4985','S208-17','jVqbhWyw', 'LB')
('SL12058-2022-11-01-4936','S206-16','WNLUtjzzBq', 'SU')
('AC04652-2022-11-02-5119','A285-7','GzFTXKaVm', 'LB')
('SL22517-2022-11-01-4976','S208-8','GmsbnAygHoDKpe', 'SU')
('AC12058-2022-11-01-5059','A282-1','Ua', 'LB')
('SL22517-2022-11-02-4993','S209-1','wabyNgVuuSMPHgOx', 'LB')
('AC04652-2022-11-01-5302','A295-10','oALbIKaImdO', 'UB')
('SL22517-2022-11-01-4983','S208-15','STaN', 'SL')
('SL22517-2022-11-01-5006','S209-14','HBoPRBlDdgMrn', 'UB')
('AC04652-2022-11-02-5162','A287-14','nxaKJnQsSVWGeJCL', 'LB')
('AC22517-2022-11-01-5136','A286-6','wPs', 'SU')
('AC22517-2022-11-01-5137','A286-7','nUVLuOpQH', 'LB')
('AC22517-2022-11-01-5140','A286-10','LECZgqISPr', 'UB')
('AC04652-2022-11-01-5340','A297-12','KVYaPTwgs', 'SU')
('AC22517-2022-11-02-5185','A289-1','WsZdb', 'LB')
('SL22517-2022-11-01-5016','S209-24','Pb', 'SU')
('SL22517-2022-11-02-5088','S212-24','vpcYHKKDqMtutvKC', 'SU')
('AC12058-2022-11-01-5151','A287-3','HSgkHgQWxyxinS', 'UB')
('AC22517-2022-11-02-5223','A291-3','zUTwSXG', 'UB')
('SL04652-2022-11-01-5088','S212-24','WoohvQxYAb', 'SU')
('SL12058-2022-11-01-5026','S210-10','eYtLa', 'MB')
('AC04652-2022-11-02-5208','A290-6','Oqsxup', 'SU')
('AC12058-2022-11-01-5164','A287-16','ckwmXkDq', 'UB')
('SL22517-2022-11-02-5137','S215-1','VIXdhaIC', 'LB')
('SL04652-2022-11-02-5176','S216-16','Z', 'SU')
('AC22517-2022-11-01-5222','A291-2','nU', 'LB')
('AC04652-2022-11-02-5253','A292-15','NUI', 'UB')
('SL12058-2022-11-01-5079','S212-15','y', 'SL')
('AC22517-2022-11-02-5269','A293-13','aKcppUqRaHr', 'LB')
('AC04652-2022-11-02-5260','A293-4','ejVhixZXKqajbY', 'UB')
('AC22517-2022-11-02-5272','A293-16','XHuTCTI', 'UB')
('SL22517-2022-11-02-5150','S215-14','NmWgTkOiogYQhPn', 'UB')
('AC22517-2022-11-01-5238','A291-18','pjGyWGtIWBxyLHI', 'SU')
('AC22517-2022-11-01-5239','A292-1','VUXqXlBONWJvktnR', 'LB')
('SL22517-2022-11-01-5170','S216-10','sP', 'MB')
('SL12058-2022-11-01-5172','S216-12','mQAHWfsDxuZr', 'LB')
('AC22517-2022-11-01-5318','A296-8','S', 'LB')
('AC22517-2022-11-01-5319','A296-9','EwwfuneLEYM', 'UB')
('SL04652-2022-11-01-5212','S218-4','AME', 'LB')
('AC12058-2022-11-01-5318','A296-8','GpwCYUrmvQ', 'LB')
('AC22517-2022-11-02-5375','A299-11','CvFtGruPAxJOvwGt', 'SL')
('SL04652-2022-11-01-5232','S218-24','UT', 'SU')
('SL12058-2022-11-01-5253','S219-21','xP', 'MB')
('SL22517-2022-11-02-5304','S221-24','tEHysFrPOVkXhSK', 'SU')
('SL04652-2022-11-02-5340','S223-12','IWghBtXUPs', 'LB')
('AC22517-2022-11-02-5426','A302-8','blKJWEjzfNFN', 'LB')
('SL04652-2022-11-01-5285','S221-5','VQpWbzqjWrEt', 'MB')
('AC22517-2022-11-01-5393','A300-11','QrrAExgLASZTo', 'SL')
('AC22517-2022-11-01-5394','A300-12','F', 'SU')
('SL04652-2022-11-01-5294','S221-14','YIDCmgSO', 'UB')
('SL04652-2022-11-02-5349','S223-21','AqCcBNrs', 'MB')
('AC04652-2022-11-02-5446','A303-10','AKPZb', 'UB')
('AC22517-2022-11-02-5494','A306-4','hZQXOe', 'UB')
('AC22517-2022-11-01-5470','A304-16','Nm', 'UB')
('SL22517-2022-11-01-5338','S223-10','kKMkXUGylZeDhb', 'MB')
('SL12058-2022-11-01-5321','S222-17','edFADDMKcnFEdW', 'LB')
('AC04652-2022-11-02-5500','A306-10','yu', 'UB')
('SL22517-2022-11-02-5385','S225-9','wuwSRdv', 'LB')
('SL12058-2022-11-01-5324','S222-20','vRxYURhG', 'LB')
('SL04652-2022-11-02-5421','S226-21','GMbnlZrXpXrVT', 'MB')
('SL12058-2022-11-01-5331','S223-3','EvuMcawWJiLRyyR', 'UB')
('AC04652-2022-11-02-5512','A307-4','ryweVcHEabkWPNBF', 'UB')
('SL04652-2022-11-02-5425','S227-1','QjnjzTWMSktNSsnN', 'LB')
('AC04652-2022-11-01-5700','A317-12','kyoeHYwAFLmFo', 'SU')
('SL04652-2022-11-02-5431','S227-7','hZCKxMN', 'SL')
('AC04652-2022-11-01-5709','A318-3','CxAXhlylIsgaZzcu', 'UB')
('AC22517-2022-11-02-5552','A309-8','QMVYAdPBDu', 'LB')
('AC12058-2022-11-01-5511','A307-3','lSsCy', 'UB')
('AC22517-2022-11-02-5554','A309-10','BejmqLOql', 'UB')
('AC22517-2022-11-02-5556','A309-12','oBHN', 'SU')
('AC22517-2022-11-01-5561','A309-17','mhZfBdcDiKeEJIS', 'SL')
('AC04652-2022-11-02-5608','A312-10','jPSnZDbVvxiPoK', 'UB')
('SL12058-2022-11-01-5442','S227-18','oDGQXKWqdUu', 'MB')
('AC12058-2022-11-01-5594','A311-14','WpSpbl', 'LB')
('SL22517-2022-11-02-5516','S230-20','SDgQDNshzVyABw', 'LB')
('SL04652-2022-11-01-5507','S230-11','sfpD', 'UB')
('AC22517-2022-11-01-5613','A312-15','TFkcrmhi', 'UB')
('SL22517-2022-11-02-5529','S231-9','BAvuZZLNP', 'LB')
('AC04652-2022-11-02-5657','A315-5','nJFPJtn', 'SL')
('AC12058-2022-11-01-5614','A312-16','h', 'UB')
('AC04652-2022-11-02-5659','A315-7','anMO', 'LB')
('SL22517-2022-11-01-5498','S230-2','ATUqqqMf', 'MB')
('SL12058-2022-11-01-5486','S229-14','tKfhgxtAURG', 'UB')
('SL04652-2022-11-02-5619','S235-3','zs', 'UB')
('SL04652-2022-11-02-5620','S235-4','NwWyHTxTwWRpWsUv', 'LB')
('AC22517-2022-11-02-5685','A316-15','ZuLyfbYbfruNI', 'UB')
('SL22517-2022-11-02-5599','S234-7','SfoXLvPwnbpF', 'SL')
('SL04652-2022-11-02-5645','S236-5','zZZyXPBQ', 'MB')
('AC04652-2022-11-01-5910','A329-6','Oa', 'SU')
('SL04652-2022-11-01-5598','S234-6','DboyJKykzp', 'UB')
('AC12058-2022-11-01-5704','A317-16','cwXjoUDHQhDODxw', 'UB')
('SL04652-2022-11-02-5649','S236-9','IcroQWHVP', 'LB')
('SL04652-2022-11-02-5650','S236-10','jHtaFMZVgLa', 'MB')
('AC22517-2022-11-01-5714','A318-8','YdVEd', 'LB')
('SL22517-2022-11-01-5589','S233-21','qJXPTbhQTWONW', 'MB')
('SL22517-2022-11-01-5590','S233-22','QmW', 'UB')
('SL04652-2022-11-01-5625','S235-9','vR', 'LB')
('SL12058-2022-11-01-5590','S233-22','sO', 'UB')
('AC12058-2022-11-01-5734','A319-10','nrpJL', 'UB')
('AC22517-2022-11-02-5751','A320-9','ZrRe', 'UB')
('AC04652-2022-11-02-5790','A322-12','xACCHmbRPK', 'SU')
('SL12058-2022-11-01-5605','S234-13','Vpj', 'MB')
('SL22517-2022-11-01-5614','S234-22','vDiFaGXAHmgOrE', 'UB')
('AC22517-2022-11-01-5767','A321-7','omcWd', 'LB')
('SL22517-2022-11-02-5685','S237-21','KVMHebw', 'MB')
('SL04652-2022-11-02-5741','S240-5','nsYyvjgwuTPp', 'MB')
('AC04652-2022-11-02-5848','A325-16','L', 'UB')
('AC22517-2022-11-02-5798','A323-2','nPRkOgmaoKPUnHNi', 'LB')
('SL22517-2022-11-02-5737','S240-1','yRpzDgnwZjl', 'LB')
('SL22517-2022-11-01-5673','S237-9','Lb', 'LB')
('AC22517-2022-11-01-5826','A324-12','QBVmJTDfIIJugHd', 'SU')
('AC22517-2022-11-02-5803','A323-7','JLQFDJBMfmqQ', 'LB')
('SL22517-2022-11-02-5773','S241-13','VP', 'MB')
('SL04652-2022-11-02-5792','S242-8','FiSm', 'SU')
('SL22517-2022-11-01-5721','S239-9','xEiUOEQCVwO', 'LB')
('AC04652-2022-11-01-6087','A339-3','SBcV', 'UB')
('SL22517-2022-11-01-5739','S240-3','busa', 'UB')
('SL22517-2022-11-01-5741','S240-5','F', 'MB')
('SL22517-2022-11-02-5812','S243-4','gxxEMbXjTKZdj', 'LB')
('SL04652-2022-11-02-5820','S243-12','gv', 'LB')
('SL12058-2022-11-01-5722','S239-10','Z', 'MB')
('AC22517-2022-11-02-5874','A327-6','dASSrrRwUXEDhJlp', 'SU')
('SL22517-2022-11-01-5749','S240-13','joJ', 'MB')
('SL22517-2022-11-02-5835','S244-3','fs', 'UB')
('SL22517-2022-11-01-5764','S241-4','iHWXLPiQSOzXWNg', 'LB')
('SL04652-2022-11-01-5784','S241-24','NoDJzaUmTIhWG', 'SU')
('SL12058-2022-11-01-5740','S240-4','bVE', 'LB')
('SL04652-2022-11-01-5787','S242-3','AevatSUBuxJA', 'UB')
('SL22517-2022-11-01-5768','S241-8','YM', 'SU')
('AC22517-2022-11-02-5896','A328-10','uatXxIRxXIQBAZwu', 'UB')
('AC22517-2022-11-02-5897','A328-11','jyFT', 'SL')
('AC22517-2022-11-01-5930','A330-8','uxgVZ', 'LB')
('AC12058-2022-11-01-5900','A328-14','HSf', 'LB')
('AC12058-2022-11-01-5901','A328-15','GMFlpUt', 'UB')
('SL22517-2022-11-01-5829','S243-21','HivhxG', 'MB')
('SL04652-2022-11-01-5835','S244-3','SYTetLJeKS', 'UB')
('AC04652-2022-11-01-6181','A344-7','YRWMYNCW', 'LB')
('AC04652-2022-11-01-6220','A346-10','JXXtmXq', 'UB')
('SL04652-2022-11-02-5960','S249-8','OtTUJDY', 'SU')
('AC22517-2022-11-02-5989','A333-13','OsjYFSQg', 'LB')
('SL22517-2022-11-01-5876','S245-20','EEXxjFPXUMiN', 'LB')
('AC12058-2022-11-01-5987','A333-11','TCGpNRaNSwewn', 'SL')
('AC22517-2022-11-02-5992','A333-16','LQYvcH', 'UB')
('SL22517-2022-11-01-5879','S245-23','mBNmJBpVqg', 'SL')
('SL04652-2022-11-02-5993','S250-17','o', 'LB')
('SL12058-2022-11-01-5849','S244-17','LnYpBVVwUBC', 'LB')
('AC12058-2022-11-01-6039','A336-9','lnEstfaE', 'UB')
('SL04652-2022-11-01-5930','S248-2','AnBLAnLuC', 'MB')
('SL04652-2022-11-01-5931','S248-3','wKtMdMXvWCAyAFF', 'UB')
('AC22517-2022-11-02-6061','A337-13','QxdOSNfIxsw', 'LB')
('SL12058-2022-11-01-5883','S246-3','orUeGBK', 'UB')
('SL12058-2022-11-01-5884','S246-4','iAoSH', 'LB')
('AC22517-2022-11-01-6064','A337-16','xMKqEFyF', 'UB')
('AC04652-2022-11-01-6310','A351-10','oXfuXXQhnzD', 'UB')
('AC22517-2022-11-01-6068','A338-2','XpimY', 'LB')
('AC22517-2022-11-02-6076','A338-10','dx', 'UB')
('SL22517-2022-11-01-5955','S249-3','KQjNAjbOgxDLTJFg', 'UB')
('AC04652-2022-11-01-6320','A352-2','gym', 'LB')
('SL04652-2022-11-01-5955','S249-3','s', 'UB')
('SL22517-2022-11-02-6079','S254-7','qcBcNnOYgl', 'SL')
('SL12058-2022-11-01-5942','S248-14','nnbc', 'UB')
('AC04652-2022-11-01-6377','A355-5','YiVKVnIje', 'SL')
('AC04652-2022-11-02-6166','A343-10','ASHSNVdoKEQ', 'UB')
('AC04652-2022-11-02-6170','A343-14','cYJE', 'LB')
('AC22517-2022-11-01-6136','A341-16','smXc', 'UB')
('AC22517-2022-11-01-6137','A341-17','zeJYF', 'SL')
('AC04652-2022-11-02-6173','A343-17','cR', 'SL')
('AC04652-2022-11-01-6411','A357-3','NpOZmhwelZFMMREj', 'UB')
('SL04652-2022-11-02-6112','S255-16','xSWKsmjhpXlpVGp', 'SU')
('AC22517-2022-11-02-6175','A344-1','WKowYZwpa', 'LB')
('AC04652-2022-11-02-6200','A345-8','RAjeSbFavU', 'LB')
('SL04652-2022-11-01-6041','S252-17','sUqfIarxkOgr', 'LB')
('AC22517-2022-11-01-6189','A344-15','TIbIGRBkw', 'UB')
('AC22517-2022-11-02-6196','A345-4','wcoXJgvGeC', 'UB')
('AC22517-2022-11-01-6191','A344-17','zE', 'SL')
('SL04652-2022-11-02-6175','S258-7','ZZjDqBLAyZlkGjxo', 'SL')
('SL22517-2022-11-02-6198','S259-6','G', 'UB')
('AC12058-2022-11-01-6234','A347-6','bXUztbwFKlQEc', 'SU')
('AC04652-2022-11-01-6503','A362-5','PRyZWhgK', 'SL')
('AC12058-2022-11-01-6240','A347-12','eUvF', 'SU')
('AC22517-2022-11-02-6254','A348-8','jq', 'LB')
('AC04652-2022-11-02-6293','A350-11','ZmnirgMjylANgE', 'SL')
('AC04652-2022-11-01-6541','A364-7','WoQvPH', 'LB')
('AC12058-2022-11-01-6274','A349-10','egKkXFGI', 'UB')
('AC22517-2022-11-02-6279','A349-15','ymV', 'UB')
('SL12058-2022-11-01-6075','S254-3','IEdfvWiCUHOIxEf', 'UB')
('SL22517-2022-11-02-6246','S261-6','wkdn', 'UB')
('AC22517-2022-11-01-6305','A351-5','ONsLYx', 'SL')
('AC04652-2022-11-02-6319','A352-1','FhEcZIUIGK', 'LB')
('AC22517-2022-11-02-6305','A351-5','vqeJQhPXLQ', 'SL')
('AC12058-2022-11-01-6305','A351-5','cwQKfYURRDQj', 'SL')
('SL22517-2022-11-02-6266','S262-2','uLiyrBk', 'MB')
('SL04652-2022-11-01-6182','S258-14','EtfCeylFTB', 'UB')
('AC22517-2022-11-02-6309','A351-9','wugVnqr', 'UB')
('AC22517-2022-11-01-6330','A352-12','Il', 'SU')
('SL04652-2022-11-02-6262','S261-22','xGPjdquVJoRj', 'UB')
('AC22517-2022-11-01-6334','A352-16','qTu', 'UB')
('AC22517-2022-11-02-6325','A352-7','bFTDouiXwullJ', 'LB')
('AC12058-2022-11-01-6322','A352-4','QsKW', 'UB')
('SL04652-2022-11-02-6268','S262-4','JESTop', 'LB')
('AC04652-2022-11-01-6591','A367-3','NJjvefgo', 'UB')
