('SL12058-2022-11-01-4','S1-4','BsEjQkPmDajeGhn', 'LB')
('SL12058-2022-11-01-3457','S145-1','teMZeCX', 'LB')
('SL22517-2022-11-01-3498','S146-18','idqbVpmIypadYav', 'MB')
('SL12058-2022-11-01-3460','S145-4','yRB', 'LB')
('AC22517-2022-11-01-3337','A186-7','wOErwTLllNUnON', 'LB')
('SL22517-2022-11-02-3574','S149-22','mPehJR', 'UB')
('AC12058-2022-11-01-3508','A195-16','Pj', 'UB')
('AC22517-2022-11-01-3340','A186-10','EZhS', 'UB')
('SL04652-2022-11-02-3447','S144-15','xLPNuuTej', 'SL')
('AC22517-2022-11-02-3577','A199-13','mEbPdAMQP', 'LB')
('SL22517-2022-11-01-3502','S146-22','KsMRBN', 'UB')
('AC22517-2022-11-01-3345','A186-15','ZoQgPsjXJGNid', 'UB')
('SL12058-2022-11-01-3469','S145-13','vXarGYfzzXh', 'MB')
('SL22517-2022-11-02-3586','S150-10','luatQZTcGtxob', 'MB')
('SL12058-2022-11-01-3470','S145-14','GNJLlnrvZz', 'UB')
('SL04652-2022-11-01-3538','S148-10','xfgExAU', 'MB')
('AC12058-2022-11-01-3522','A196-12','CzXZFNeUZnh', 'SU')
('SL04652-2022-11-01-3543','S148-15','PwM', 'SL')
('AC12058-2022-11-01-3523','A196-13','CdiOUDnGHHJh', 'LB')
('AC22517-2022-11-01-3358','A187-10','mdFhxVZ', 'UB')
('SL04652-2022-11-02-3456','S144-24','dR', 'SU')
('SL04652-2022-11-01-3547','S148-19','mHWmCHl', 'UB')
('SL04652-2022-11-01-3548','S148-20','FlDTPmyd', 'LB')
('SL04652-2022-11-02-3458','S145-2','tALMZguiCEpOwWhr', 'MB')
('AC22517-2022-11-01-3359','A187-11','kPfUeQ', 'SL')
('AC22517-2022-11-02-3591','A200-9','gHcwLQk', 'UB')
('AC22517-2022-11-02-3592','A200-10','islFEQUNibTI', 'UB')
('SL22517-2022-11-02-3605','S151-5','mAlsmhJS', 'MB')
('AC22517-2022-11-01-3361','A187-13','HVfHsLsQHS', 'LB')
('AC04652-2022-11-01-3545','A197-17','RLV', 'SL')
('SL04652-2022-11-02-3462','S145-6','PybqQuUTefhSGRn', 'UB')
('AC12058-2022-11-01-3538','A197-10','YANmQXzrExJAdzoW', 'UB')
('SL12058-2022-11-01-3494','S146-14','GJhMUsUDowrn', 'UB')
('SL04652-2022-11-02-3471','S145-15','UHkkny', 'SL')
('AC12058-2022-11-01-3550','A198-4','DuMwYGzsBevKcoN', 'UB')
('AC22517-2022-11-02-3610','A201-10','zRtOdKxR', 'UB')
('AC12058-2022-11-01-3564','A198-18','rPj', 'SU')
('AC22517-2022-11-01-3392','A189-8','gBQZet', 'LB')
('AC22517-2022-11-01-3394','A189-10','VyGVo', 'UB')
('AC22517-2022-11-02-3615','A201-15','ZZIeCaIrSR', 'UB')
('AC22517-2022-11-02-3618','A201-18','zeTQrPFFY', 'SU')
('SL22517-2022-11-01-3555','S149-3','zKEVxDFAA', 'UB')
('SL22517-2022-11-01-3558','S149-6','s', 'UB')
('SL22517-2022-11-02-3636','S152-12','KstmjWmbfJIV', 'LB')
('SL04652-2022-11-01-3584','S150-8','IiB', 'SU')
('SL04652-2022-11-02-3493','S146-13','RDFhbDCiXSI', 'MB')
('SL22517-2022-11-01-3563','S149-11','yYrAxG', 'UB')
('AC04652-2022-11-01-3576','A199-12','GGAkSmpvbWzcp', 'SU')
('SL04652-2022-11-01-3588','S150-12','QDRMxHznvhjtmq', 'LB')
('SL12058-2022-11-01-3529','S148-1','CaUzDl', 'LB')
('AC12058-2022-11-01-3583','A200-1','lXcbGxoHAt', 'LB')
('AC04652-2022-11-02-3494','A195-2','ar', 'LB')
('AC04652-2022-11-02-3498','A195-6','eOikYOTIHIsJ', 'SU')
('SL04652-2022-11-02-3503','S146-23','PblNqanI', 'SL')
('AC22517-2022-11-02-3635','A202-17','NKpeY', 'SL')
('SL12058-2022-11-01-3536','S148-8','BleWMTwMXS', 'SU')
('SL04652-2022-11-01-3600','S150-24','CBohTYzkYrVqkUS', 'SU')
('AC12058-2022-11-01-3590','A200-8','nevx', 'LB')
('SL04652-2022-11-01-3602','S151-2','TbDnBbAQSWY', 'MB')
('AC22517-2022-11-01-3423','A191-3','oscF', 'UB')
('SL04652-2022-11-02-3512','S147-8','nGFP', 'SU')
('SL12058-2022-11-01-3543','S148-15','hbHtP', 'SL')
('AC04652-2022-11-02-3511','A196-1','WalpWIvmKMzN', 'LB')
('AC12058-2022-11-01-3596','A200-14','uYMmHbDydL', 'LB')
('AC04652-2022-11-01-3595','A200-13','YIuigJTczF', 'LB')
('AC12058-2022-11-01-3602','A201-2','lJHVdYSCko', 'LB')
('AC22517-2022-11-02-3652','A203-16','YhYd', 'UB')
('SL04652-2022-11-02-3523','S147-19','fpQUnC', 'UB')
('SL22517-2022-11-01-3600','S150-24','uDoNGzniigvZrk', 'SU')
('SL22517-2022-11-01-3607','S151-7','tILtzlYGiVWSgHhd', 'SL')
('AC22517-2022-11-02-3670','A204-16','PWQIYbDfERpXcJu', 'UB')
('SL22517-2022-11-02-3678','S154-6','Vh', 'UB')
('AC22517-2022-11-01-3449','A192-11','OkSrSlQfnO', 'SL')
('AC12058-2022-11-01-3631','A202-13','ABxlvVsynJvKiS', 'LB')
('SL22517-2022-11-01-3619','S151-19','cinvjkbnXOyozgR', 'UB')
('SL22517-2022-11-02-3688','S154-16','UPTTVzatT', 'SU')
('AC04652-2022-11-01-3623','A202-5','eqmNciuXh', 'SL')
('AC12058-2022-11-01-3640','A203-4','VQvnBnrYxbJf', 'UB')
('AC12058-2022-11-01-3641','A203-5','jvU', 'SL')
('SL04652-2022-11-02-3556','S149-4','KtLrXTBTAGwCgPpQ', 'LB')
('SL12058-2022-11-01-3593','S150-17','I', 'LB')
('SL12058-2022-11-01-3594','S150-18','XoSfTXFzj', 'MB')
('AC22517-2022-11-02-3721','A207-13','NmPkH', 'LB')
('SL12058-2022-11-01-3627','S152-3','DDgz', 'UB')
('SL12058-2022-11-01-3628','S152-4','W', 'LB')
('SL04652-2022-11-02-3590','S150-14','CLoCdtQAnig', 'UB')
('AC22517-2022-11-02-3725','A207-17','oKQ', 'SL')
('SL22517-2022-11-02-3727','S156-7','RtaaXRKJm', 'SL')
('AC04652-2022-11-01-3665','A204-11','Jue', 'SL')
('AC22517-2022-11-02-3755','A209-11','oRx', 'SL')
('AC22517-2022-11-01-3535','A197-7','yfYwtreuS', 'LB')
('SL22517-2022-11-01-3682','S154-10','GmeYR', 'MB')
('SL22517-2022-11-02-3755','S157-11','MkVp', 'UB')
('AC04652-2022-11-01-3683','A205-11','pyBrWZC', 'SL')
('SL22517-2022-11-02-3757','S157-13','EwM', 'MB')
('SL12058-2022-11-01-3663','S153-15','CCy', 'SL')
('SL12058-2022-11-01-3664','S153-16','ZHicWfFiPwHCLAL', 'SU')
('SL04652-2022-11-02-3630','S152-6','SuLp', 'UB')
('AC04652-2022-11-01-3686','A205-14','NoE', 'LB')
('AC04652-2022-11-01-3687','A205-15','bbzsXeJOUspYt', 'UB')
('AC04652-2022-11-02-3619','A202-1','NjqbTKZTRiDdnc', 'LB')
('AC04652-2022-11-02-3620','A202-2','KelbKOghliC', 'LB')
('SL12058-2022-11-01-3665','S153-17','WaHqipM', 'LB')
('AC04652-2022-11-01-3692','A206-2','RUCUmxjbYnuAU', 'LB')
('AC22517-2022-11-01-3545','A197-17','ibTXudXjgeeclUV', 'SL')
('SL12058-2022-11-01-3667','S153-19','OYNgOgUiFgkVIaHp', 'UB')
('SL12058-2022-11-01-3668','S153-20','w', 'LB')
('AC22517-2022-11-01-3547','A198-1','cJWRSkfWSNfM', 'LB')
('SL22517-2022-11-02-3771','S158-3','EmGhgebAOTgcF', 'UB')
('AC04652-2022-11-02-3629','A202-11','IKmWfLuxnGpgbXM', 'SL')
('AC12058-2022-11-01-3720','A207-12','xCeWN', 'SU')
('SL04652-2022-11-01-3717','S155-21','PCjebxAKlJFSWaG', 'MB')
('AC04652-2022-11-01-3698','A206-8','MCRQmUD', 'LB')
('SL22517-2022-11-01-3695','S154-23','JkfJd', 'SL')
('AC12058-2022-11-01-3724','A207-16','fEHWAOxgXxfCrS', 'UB')
('SL22517-2022-11-02-3777','S158-9','OtgAsF', 'LB')
('AC22517-2022-11-02-3785','A211-5','Lxk', 'SL')
('SL04652-2022-11-02-3659','S153-11','eUfktjwVHeqduRFc', 'UB')
('SL04652-2022-11-01-3735','S156-15','vJkuLPGyO', 'SL')
('SL22517-2022-11-01-3707','S155-11','fvKV', 'UB')
('AC12058-2022-11-01-3742','A208-16','t', 'UB')
('SL04652-2022-11-01-3740','S156-20','hmjQCBVS', 'LB')
('AC22517-2022-11-02-3806','A212-8','ETAGCS', 'LB')
('SL22517-2022-11-02-3788','S158-20','TEwInRKKXhJt', 'LB')
('SL12058-2022-11-01-3689','S154-17','bTjWWOtppmA', 'LB')
('AC12058-2022-11-01-3744','A208-18','PWCEc', 'SU')
('AC12058-2022-11-01-3745','A209-1','msfdmI', 'LB')
('SL12058-2022-11-01-3692','S154-20','imieHGVbY', 'LB')
('AC22517-2022-11-02-3820','A213-4','csaMb', 'UB')
('SL22517-2022-11-02-3796','S159-4','dyqgPJsCNXewihS', 'LB')
('SL12058-2022-11-01-3700','S155-4','A', 'LB')
('AC22517-2022-11-01-3582','A199-18','wUYgsPewjDFve', 'SU')
('AC04652-2022-11-01-3739','A208-13','NWH', 'LB')
('SL22517-2022-11-01-3733','S156-13','GmmQSgkmYA', 'MB')
('AC22517-2022-11-02-3828','A213-12','IlFqdqRgOMFhUg', 'SU')
('SL22517-2022-11-02-3806','S159-14','heP', 'UB')
('AC04652-2022-11-02-3670','A204-16','HPbseiwuYKWgz', 'UB')
('AC04652-2022-11-01-3750','A209-6','RISACrZUSF', 'SU')
('SL12058-2022-11-01-3711','S155-15','mAEvXDefqFwV', 'SL')
('SL04652-2022-11-02-3741','S156-21','iVSluepeoDSCp', 'MB')
('SL22517-2022-11-02-3866','S162-2','F', 'MB')
('SL22517-2022-11-01-3803','S159-11','Q', 'UB')
('AC04652-2022-11-02-3750','A209-6','vvGwPBCuAXLyJwTL', 'SU')
('AC04652-2022-11-02-3752','A209-8','xyFrQOVBdcCpU', 'LB')
('SL04652-2022-11-01-3837','S160-21','xzHzUBPi', 'MB')
('SL22517-2022-11-01-3809','S159-17','lPgK', 'LB')
('SL22517-2022-11-02-3879','S162-15','UCHFzQvXLn', 'SL')
('SL04652-2022-11-02-3754','S157-10','WSJhnPPuXu', 'MB')
('AC04652-2022-11-01-3842','A214-8','tfmRs', 'LB')
('SL22517-2022-11-02-3882','S162-18','MmPM', 'MB')
('AC22517-2022-11-01-3667','A204-13','oOxWSx', 'LB')
('AC22517-2022-11-01-3668','A204-14','hGXmqBqipWowJL', 'LB')
('SL04652-2022-11-02-3761','S157-17','YjFSyWNP', 'LB')
('SL04652-2022-11-02-3762','S157-18','jkgffCxYTThFR', 'MB')
('AC22517-2022-11-02-3921','A218-15','QmAYbjEMBeWyoIvh', 'UB')
('AC22517-2022-11-02-3925','A219-1','ACVjogN', 'LB')
('SL12058-2022-11-01-3804','S159-12','lCDmaIe', 'LB')
('SL22517-2022-11-02-3950','S165-14','hzKDPEFX', 'UB')
('SL12058-2022-11-01-3851','S161-11','cOhT', 'UB')
('AC04652-2022-11-01-3934','A219-10','QRhuuByoaaxrR', 'UB')
('SL04652-2022-11-02-3833','S160-17','KnF', 'LB')
('SL22517-2022-11-02-3978','S166-18','iiO', 'MB')
('AC04652-2022-11-01-3945','A220-3','ibK', 'UB')
('SL22517-2022-11-01-3937','S165-1','gsEgY', 'LB')
('AC12058-2022-11-01-3947','A220-5','Ac', 'SL')
('SL04652-2022-11-02-3868','S162-4','DbAEsdEEdkon', 'LB')
('AC22517-2022-11-01-3769','A210-7','GyRHywpkwVIbOA', 'LB')
('AC04652-2022-11-02-3875','A216-5','f', 'SL')
('AC22517-2022-11-02-4022','A224-8','TVdh', 'LB')
('AC12058-2022-11-01-3951','A220-9','JhuREKtKUC', 'UB')
('AC04652-2022-11-02-3882','A216-12','qyyAzFAPscqU', 'SU')
('SL04652-2022-11-01-3958','S165-22','zXiQ', 'UB')
('AC12058-2022-11-01-3961','A221-1','byA', 'LB')
('AC04652-2022-11-02-3888','A216-18','SwiYPpng', 'SU')
('SL22517-2022-11-02-4028','S168-20','MJE', 'LB')
('SL12058-2022-11-01-3910','S163-22','dJaVSuIKnsqclu', 'UB')
('SL04652-2022-11-01-3962','S166-2','FvpFAOGa', 'MB')
('SL22517-2022-11-02-4030','S168-22','w', 'UB')
('SL04652-2022-11-02-3879','S162-15','JDBdgYRDBvi', 'SL')
('AC04652-2022-11-01-3990','A222-12','zuZSQEUyVkENrfY', 'SU')
('SL22517-2022-11-02-4033','S169-1','zGSVau', 'LB')
('SL22517-2022-11-01-4014','S168-6','WvLEHGbIlNbKmYo', 'UB')
('SL22517-2022-11-01-4039','S169-7','DerSeX', 'SL')
('AC12058-2022-11-01-4031','A224-17','XjhKOKMv', 'SL')
('AC22517-2022-11-02-4119','A229-15','wKaYz', 'UB')
('SL04652-2022-11-02-3952','S165-16','MBGzlocfq', 'SU')
('SL12058-2022-11-01-3999','S167-15','vuJMbvzKU', 'SL')
('SL22517-2022-11-01-4096','S171-16','nN', 'SU')
('AC04652-2022-11-01-4130','A230-8','AnEuuozGMGLFa', 'LB')
('AC12058-2022-11-01-4081','A227-13','O', 'LB')
('AC04652-2022-11-02-4027','A224-13','OnQWwSZmpi', 'LB')
('SL22517-2022-11-02-4172','S174-20','Z', 'LB')
('SL04652-2022-11-02-4011','S168-3','HOfUo', 'UB')
('AC04652-2022-11-02-4029','A224-15','HgpsW', 'UB')
('SL04652-2022-11-01-4097','S171-17','J', 'LB')
('AC22517-2022-11-01-3930','A219-6','vdA', 'SU')
('AC04652-2022-11-02-4035','A225-3','rTregF', 'UB')
('SL04652-2022-11-01-4100','S171-20','ZIMan', 'LB')
('AC22517-2022-11-01-3932','A219-8','mLIUUtAW', 'LB')
('SL04652-2022-11-01-4101','S171-21','iTdbbDWazxdgB', 'MB')
('AC22517-2022-11-01-3934','A219-10','NBhgXXV', 'UB')
('AC04652-2022-11-02-4038','A225-6','QlqRXZxFiOxVpwfw', 'SU')
('AC12058-2022-11-01-4088','A228-2','XrL', 'LB')
('SL22517-2022-11-01-4112','S172-8','kuXcFHAWmgvZddSN', 'SU')
('AC22517-2022-11-01-3936','A219-12','KFjGjQ', 'SU')
('AC12058-2022-11-01-4090','A228-4','qlrHuMrqK', 'UB')
('SL22517-2022-11-01-4114','S172-10','ooQWxV', 'MB')
('AC04652-2022-11-01-4143','A231-3','zNb', 'UB')
('AC04652-2022-11-01-4144','A231-4','jgijZSBjHlQdBU', 'UB')
('AC04652-2022-11-02-4046','A225-14','QZdVdI', 'LB')
('AC22517-2022-11-02-4190','A233-14','BsoActkw', 'LB')
('AC22517-2022-11-02-4191','A233-15','B', 'UB')
('SL04652-2022-11-01-4105','S172-1','ftv', 'LB')
('SL22517-2022-11-01-4120','S172-16','kwhS', 'SU')
('SL22517-2022-11-01-4121','S172-17','LvNRTvOQb', 'LB')
('AC12058-2022-11-01-4096','A228-10','GDIpZMN', 'UB')
('SL12058-2022-11-01-4078','S170-22','hPExGaAIoNh', 'UB')
('SL22517-2022-11-02-4188','S175-12','jYcliFwNBAqhj', 'LB')
('AC04652-2022-11-01-4153','A231-13','mNqZHP', 'LB')
('SL22517-2022-11-02-4189','S175-13','oCrNki', 'MB')
('AC04652-2022-11-01-4158','A231-18','BAOqlWyhfsXIj', 'SU')
('AC04652-2022-11-01-4159','A232-1','r', 'LB')
('SL12058-2022-11-01-4082','S171-2','KuNAfeUaG', 'MB')
('AC22517-2022-11-02-4199','A234-5','WlfCNjZdNVNJF', 'SL')
('SL04652-2022-11-01-4114','S172-10','fV', 'MB')
('SL04652-2022-11-02-4036','S169-4','VSIr', 'LB')
('SL22517-2022-11-01-4129','S173-1','FBdPdMlxTM', 'LB')
('SL04652-2022-11-01-4118','S172-14','WjZRWtMemwNpHIdh', 'UB')
('SL12058-2022-11-01-4089','S171-9','hBRnDkkRtXPXY', 'LB')
('AC04652-2022-11-02-4069','A227-1','Zqr', 'LB')
('SL04652-2022-11-01-4122','S172-18','qYiDUknAkG', 'MB')
('AC22517-2022-11-02-4244','A236-14','VjyqzfvOStGkw', 'LB')
('AC22517-2022-11-01-3983','A222-5','lTkXEEIBSTzQGIwm', 'SL')
('AC22517-2022-11-01-3984','A222-6','zVJaNOJjjsm', 'SU')
('AC04652-2022-11-01-4208','A234-14','pvhfXhktm', 'LB')
('SL22517-2022-11-02-4234','S177-10','FNAXlLtRw', 'MB')
('AC12058-2022-11-01-4177','A233-1','RvCNTqlS', 'LB')
('SL12058-2022-11-01-4160','S174-8','Hn', 'SU')
('SL22517-2022-11-02-4256','S178-8','xNmSbxZEHhKnV', 'SU')
('SL22517-2022-11-01-4186','S175-10','glUrdAGtz', 'MB')
('SL22517-2022-11-01-4187','S175-11','EwNu', 'UB')
('SL04652-2022-11-02-4088','S171-8','WtEGrkQDVMIIIC', 'SU')
('SL22517-2022-11-01-4188','S175-12','YjqvdTwOSZEh', 'LB')
('SL04652-2022-11-02-4091','S171-11','qlXRlhqMuFyAL', 'UB')
('SL12058-2022-11-01-4165','S174-13','SxeQe', 'MB')
('AC12058-2022-11-01-4190','A233-14','Hq', 'LB')
('AC12058-2022-11-01-4194','A233-18','DVpM', 'SU')
('AC22517-2022-11-01-4017','A224-3','ZKu', 'UB')
('AC22517-2022-11-01-4040','A225-8','lubjrxcvd', 'LB')
('SL22517-2022-11-02-4296','S179-24','Uz', 'SU')
('AC04652-2022-11-02-4153','A231-13','idwFGd', 'LB')
('AC04652-2022-11-02-4154','A231-14','cKYuCXYITnmX', 'LB')
('AC04652-2022-11-01-4268','A238-2','afXfnmssozicjeG', 'LB')
('AC22517-2022-11-02-4305','A240-3','pUoafdfpzG', 'UB')
('SL04652-2022-11-02-4131','S173-3','RspXOonhVwYlb', 'UB')
('SL04652-2022-11-01-4240','S177-16','v', 'SU')
('SL22517-2022-11-01-4228','S177-4','LwepQRGkuKu', 'LB')
('AC22517-2022-11-01-4054','A226-4','WPVOOPSgycEwzz', 'UB')
('AC04652-2022-11-01-4270','A238-4','Rg', 'UB')
('AC04652-2022-11-02-4166','A232-8','SUBwgwISMrWWpnGW', 'LB')
('SL22517-2022-11-02-4307','S180-11','PLeg', 'UB')
('SL22517-2022-11-01-4234','S177-10','LxjxS', 'MB')
('SL22517-2022-11-02-4319','S180-23','x', 'SL')
('AC04652-2022-11-02-4193','A233-17','NhQv', 'SL')
('SL04652-2022-11-02-4165','S174-13','TlNmAeUWjRVZ', 'MB')
('SL12058-2022-11-01-4234','S177-10','jmSVKGJHO', 'MB')
('AC04652-2022-11-02-4197','A234-3','sXiRqsBwMra', 'UB')
('SL22517-2022-11-01-4259','S178-11','ZgTWUUPghs', 'UB')
('SL04652-2022-11-02-4185','S175-9','mxQgg', 'LB')
('SL12058-2022-11-01-4255','S178-7','CFINqTIGgz', 'SL')
('AC12058-2022-11-01-4269','A238-3','ECWfgQ', 'UB')
('AC22517-2022-11-01-4110','A229-6','g', 'SU')
('AC04652-2022-11-01-4308','A240-6','yobTLxSwbGmA', 'SU')
('AC22517-2022-11-02-4340','A242-2','XFy', 'LB')
('SL22517-2022-11-01-4277','S179-5','dNNvYbOZNCfGcBKu', 'MB')
('SL22517-2022-11-01-4278','S179-6','lnAvb', 'UB')
('AC12058-2022-11-01-4273','A238-7','Sfv', 'LB')
('SL22517-2022-11-02-4352','S182-8','yf', 'SU')
('SL22517-2022-11-01-4287','S179-15','dLyVV', 'SL')
('AC12058-2022-11-01-4280','A238-14','aUywlyQJ', 'LB')
('SL22517-2022-11-01-4289','S179-17','aMwjyYKwcQSzyVRl', 'LB')
('SL22517-2022-11-02-4360','S182-16','RuMquZM', 'SU')
('SL22517-2022-11-02-4361','S182-17','MP', 'LB')
('SL22517-2022-11-02-4362','S182-18','XqAwjAFo', 'MB')
('SL22517-2022-11-02-4363','S182-19','nySELzkrtKoezS', 'UB')
('SL12058-2022-11-01-4278','S179-6','TvaGKfrGdVtcZ', 'UB')
('AC04652-2022-11-02-4226','A235-14','xu', 'LB')
('AC22517-2022-11-02-4355','A242-17','wsmdKAYsd', 'SL')
('AC12058-2022-11-01-4289','A239-5','mrHYsHx', 'SL')
('SL04652-2022-11-02-4208','S176-8','Rk', 'SU')
('AC12058-2022-11-01-4294','A239-10','vCeoPs', 'UB')
('SL12058-2022-11-01-4287','S179-15','FDIkI', 'SL')
('AC12058-2022-11-01-4298','A239-14','hHugq', 'LB')
('SL04652-2022-11-01-4299','S180-3','EmeUlk', 'UB')
('AC22517-2022-11-01-4136','A230-14','ywIB', 'LB')
('SL22517-2022-11-01-4309','S180-13','y', 'MB')
('AC22517-2022-11-01-4139','A230-17','QlUqGOglmNPOXc', 'SL')
('SL04652-2022-11-02-4218','S176-18','doEy', 'MB')
('AC04652-2022-11-02-4242','A236-12','uUahccY', 'SU')
('SL04652-2022-11-01-4306','S180-10','bAjxfuDAM', 'MB')
('AC12058-2022-11-01-4304','A240-2','VQiuZTQCSaiy', 'LB')
('AC04652-2022-11-01-4335','A241-15','PyexXqKMHyZlhv', 'UB')
('SL22517-2022-11-02-4388','S183-20','R', 'LB')
('AC04652-2022-11-01-4339','A242-1','DuYDoZAneNEXIEsw', 'LB')
('AC22517-2022-11-01-4148','A231-8','Jxz', 'LB')
('AC12058-2022-11-01-4313','A240-11','FLBiBgB', 'SL')
('SL12058-2022-11-01-4305','S180-9','JXGbyX', 'LB')
('AC04652-2022-11-02-4258','A237-10','NkpQq', 'UB')
('AC22517-2022-11-01-4155','A231-15','IFXYy', 'UB')
('AC22517-2022-11-01-4156','A231-16','ppqOH', 'UB')
('AC12058-2022-11-01-4317','A240-15','WkIPRCQK', 'UB')
('SL12058-2022-11-01-4343','S181-23','tO', 'SL')
('AC12058-2022-11-01-4353','A242-15','tNGVoMfrlX', 'UB')
('SL22517-2022-11-01-4379','S183-11','r', 'UB')
('AC12058-2022-11-01-4383','A244-9','HBhkEBxdzwEf', 'UB')
('SL22517-2022-11-01-4381','S183-13','tETSAk', 'MB')
('AC04652-2022-11-01-4436','A247-8','mm', 'LB')
('AC04652-2022-11-02-4338','A241-18','oMcuqDiZcQm', 'SU')
('AC22517-2022-11-01-4220','A235-8','EpisCSLyeQsTKD', 'LB')
('SL04652-2022-11-01-4394','S184-2','NK', 'MB')
('AC04652-2022-11-02-4343','A242-5','JDCmCyyGoPi', 'SL')
('AC04652-2022-11-01-4445','A247-17','bth', 'SL')
('SL04652-2022-11-01-4396','S184-4','oJOnsszZk', 'LB')
('SL22517-2022-11-02-4498','S188-10','kfItEZiQasDZrCwO', 'MB')
('AC04652-2022-11-02-4362','A243-6','dpQJA', 'SU')
('AC22517-2022-11-01-4262','A237-14','HryH', 'LB')
('AC04652-2022-11-02-4379','A244-5','whaqpmPXNABMZL', 'SL')
('AC22517-2022-11-02-4499','A250-17','GBcikmemeJPDN', 'SL')
('AC12058-2022-11-01-4431','A247-3','oKsI', 'UB')
('SL12058-2022-11-01-4432','S185-16','vPzAEgwioTPN', 'SU')
('SL22517-2022-11-01-4453','S186-13','QEg', 'MB')
('AC04652-2022-11-02-4392','A244-18','cxAWWH', 'SU')
('SL12058-2022-11-01-4436','S185-20','AAcOYAQKYSOOm', 'LB')
('AC22517-2022-11-01-4280','A238-14','VibMji', 'LB')
('SL04652-2022-11-02-4374','S183-6','NgUAq', 'UB')
('AC22517-2022-11-01-4282','A238-16','S', 'UB')
('AC12058-2022-11-01-4442','A247-14','Kw', 'LB')
('AC22517-2022-11-02-4523','A252-5','sch', 'SL')
('AC04652-2022-11-01-4498','A250-16','YvrotjDY', 'UB')
('AC22517-2022-11-01-4328','A241-8','Fd', 'LB')
('AC12058-2022-11-01-4485','A250-3','GNYlygMshz', 'UB')
('SL12058-2022-11-01-4476','S187-12','GljMogVDGF', 'LB')
('SL04652-2022-11-01-4496','S188-8','coe', 'SU')
('SL12058-2022-11-01-4479','S187-15','vJmMxWKoSpk', 'SL')
('AC22517-2022-11-01-4336','A241-16','ec', 'UB')
('SL04652-2022-11-01-4500','S188-12','BapUsQIIsFTG', 'LB')
('SL22517-2022-11-01-4521','S189-9','EYJ', 'LB')
('SL22517-2022-11-01-4522','S189-10','OUClIhVe', 'MB')
('SL12058-2022-11-01-4485','S187-21','YBrwktRg', 'MB')
('SL12058-2022-11-01-4520','S189-8','kpmdKSpGMk', 'SU')
('SL04652-2022-11-01-4544','S190-8','ARXDAAeH', 'SU')
('AC04652-2022-11-01-4586','A255-14','RIigFYXJXgqh', 'LB')
('AC04652-2022-11-02-4490','A250-8','JElpCH', 'LB')
('SL04652-2022-11-02-4462','S186-22','JApW', 'UB')
('AC04652-2022-11-02-4491','A250-9','cTTwyU', 'UB')
('SL04652-2022-11-02-4465','S187-1','fH', 'LB')
('AC22517-2022-11-01-4386','A244-12','JoPQMQpZSCfpI', 'SU')
('AC22517-2022-11-02-4594','A256-4','jLcMmrpmaJVeHfp', 'UB')
('SL04652-2022-11-02-4473','S187-9','KF', 'LB')
('SL22517-2022-11-02-4640','S194-8','RTln', 'SU')
('AC12058-2022-11-01-4545','A253-9','vFmxLQWs', 'UB')
('AC12058-2022-11-01-4546','A253-10','IAlO', 'UB')
('AC22517-2022-11-01-4395','A245-3','seYhsnN', 'UB')
('SL22517-2022-11-01-4573','S191-13','wkwqOIg', 'MB')
('AC12058-2022-11-01-4551','A253-15','uaczsLPpc', 'UB')
('SL04652-2022-11-01-4561','S191-1','uaU', 'LB')
('SL04652-2022-11-01-4562','S191-2','XpJEmRNvbR', 'MB')
('AC04652-2022-11-02-4505','A251-5','RtgaHU', 'SL')
('AC22517-2022-11-02-4603','A256-13','yswnmjH', 'LB')
('SL04652-2022-11-02-4486','S187-22','qpkIblloaVbUbEQ', 'UB')
('SL22517-2022-11-01-4579','S191-19','XoWRo', 'UB')
('AC12058-2022-11-01-4559','A254-5','PvuLKrYuRCvVCJNs', 'SL')
('AC22517-2022-11-02-4643','A258-17','smlcTwdP', 'SL')
('AC12058-2022-11-01-4597','A256-7','VXiyinq', 'LB')
('AC12058-2022-11-01-4598','A256-8','Qd', 'LB')
('AC12058-2022-11-01-4600','A256-10','Mm', 'UB')
('AC04652-2022-11-01-4649','A259-5','hFUDfCAMK', 'SL')
('SL12058-2022-11-01-4579','S191-19','gGVoFFGbzku', 'UB')
('AC04652-2022-11-01-4652','A259-8','tRWcEYAFBq', 'LB')
('SL12058-2022-11-01-4582','S191-22','JsWD', 'UB')
('AC22517-2022-11-01-4436','A247-8','B', 'LB')
('SL22517-2022-11-02-4683','S196-3','NNoBYVlH', 'UB')
('SL22517-2022-11-01-4612','S193-4','YanW', 'LB')
('SL22517-2022-11-02-4685','S196-5','XhVEOwEflf', 'MB')
('SL04652-2022-11-02-4545','S190-9','fdfsblxpJUdSRICj', 'LB')
('AC22517-2022-11-02-4663','A260-1','HqpzaIjeXEEF', 'LB')
('SL22517-2022-11-01-4619','S193-11','ZXnLIG', 'UB')
('AC22517-2022-11-01-4445','A247-17','fQCuI', 'SL')
('AC04652-2022-11-01-4665','A260-3','fnwRjfR', 'UB')
('SL04652-2022-11-01-4628','S193-20','LYb', 'LB')
('SL04652-2022-11-02-4560','S190-24','oYstgnTxBmGCATr', 'SU')
('SL12058-2022-11-01-4610','S193-2','bBSOVmgQkn', 'MB')
('AC04652-2022-11-01-4673','A260-11','bsyyvIGnUxHSt', 'SL')
('SL04652-2022-11-02-4567','S191-7','dlbtxEq', 'SL')
