('AC04652-2022-11-02-233','A13-17','YfSpLRmwwS', 'SL')
('SL22517-2022-11-02-5262','S220-6','NZZaILnjSVfZdio', 'UB')
('SL04652-2022-11-02-5305','S222-1','xUj', 'LB')
('SL22517-2022-11-02-5267','S220-11','YFuCZqqzauZTV', 'UB')
('AC22517-2022-11-02-5402','A301-2','sbjmkEk', 'LB')
('AC04652-2022-11-01-5571','A310-9','cL', 'UB')
('SL04652-2022-11-01-5263','S220-7','rXoBIII', 'SL')
('AC04652-2022-11-02-5397','A300-15','s', 'UB')
('SL04652-2022-11-01-5266','S220-10','M', 'MB')
('SL04652-2022-11-02-5317','S222-13','rlOUsUJMbAavhF', 'MB')
('SL22517-2022-11-01-5249','S219-17','JWvJQlGslGJckDp', 'LB')
('AC04652-2022-11-01-5580','A310-18','gN', 'SU')
('AC22517-2022-11-01-5368','A299-4','DntKZ', 'UB')
('AC22517-2022-11-02-5409','A301-9','VwPIGQtUIPbKRLh', 'UB')
('SL22517-2022-11-01-5252','S219-20','YFQVhwT', 'LB')
('AC22517-2022-11-02-5413','A301-13','WPSZwYgUuMzBJp', 'LB')
('SL22517-2022-11-02-5289','S221-9','UHlHdRvbWFQZEdh', 'LB')
('AC22517-2022-11-02-5415','A301-15','I', 'UB')
('SL12058-2022-11-01-5242','S219-10','uuLQ', 'MB')
('SL22517-2022-11-01-5257','S220-1','vCIjrNIcDicK', 'LB')
('SL22517-2022-11-02-5295','S221-15','hwBprGBvkTgJi', 'SL')
('SL22517-2022-11-01-5276','S220-20','VYwdmAvo', 'LB')
('SL04652-2022-11-02-5344','S223-16','HDnHIqsVzmzI', 'SU')
('AC22517-2022-11-02-5430','A302-12','QNQyqWna', 'SU')
('SL12058-2022-11-01-5260','S220-4','dAHVpwsJEvlb', 'LB')
('AC12058-2022-11-01-5383','A300-1','aDugFI', 'LB')
('AC12058-2022-11-01-5384','A300-2','y', 'LB')
('SL22517-2022-11-01-5287','S221-7','vjzLPoMqnAkfwkO', 'SL')
('AC22517-2022-11-01-5486','A305-14','GhrWRBrLNI', 'LB')
('SL04652-2022-11-01-5366','S224-14','F', 'UB')
('SL12058-2022-11-01-5332','S223-4','mrkMuMdyGIEK', 'LB')
('AC22517-2022-11-02-5518','A307-10','nbeFryZZUW', 'UB')
('AC04652-2022-11-01-5702','A317-14','kPfpJgNQhTHkoW', 'LB')
('AC04652-2022-11-01-5705','A317-17','hLCVxHqxac', 'SL')
('AC04652-2022-11-02-5521','A307-13','XbIcmGwTqbO', 'LB')
('SL12058-2022-11-01-5342','S223-14','iFjbmfXhdsit', 'UB')
('SL04652-2022-11-01-5377','S225-1','VemGN', 'LB')
('SL04652-2022-11-02-5458','S228-10','lSVnVU', 'MB')
('SL04652-2022-11-02-5459','S228-11','YyDQC', 'UB')
('AC04652-2022-11-01-5730','A319-6','kUdph', 'SU')
('SL22517-2022-11-02-5431','S227-7','lI', 'SL')
('AC12058-2022-11-01-5503','A306-13','APjR', 'LB')
('AC04652-2022-11-01-5751','A320-9','mrK', 'UB')
('SL04652-2022-11-01-5420','S226-20','fzMDLPGJ', 'LB')
('SL22517-2022-11-01-5408','S226-8','haQGbzNHvK', 'SU')
('SL04652-2022-11-01-5426','S227-2','aPAehKciM', 'MB')
('AC22517-2022-11-01-5659','A315-7','mnXBZQqsoueh', 'LB')
('AC04652-2022-11-01-5860','A326-10','SSmKnYKfFZqjSvNw', 'UB')
('AC12058-2022-11-01-5649','A314-15','zc', 'UB')
('AC04652-2022-11-02-5700','A317-12','UsOmSMaotrrHhnm', 'SU')
('SL04652-2022-11-01-5559','S232-15','J', 'SL')
('AC04652-2022-11-01-5875','A327-7','CqgtUAAI', 'LB')
('SL22517-2022-11-01-5537','S231-17','LaAGet', 'LB')
('SL22517-2022-11-02-5595','S234-3','kbLCE', 'UB')
('SL04652-2022-11-01-5562','S232-18','IJqcipPnuEEX', 'MB')
('AC12058-2022-11-01-5670','A315-18','rFHTzIJoCGfY', 'SU')
('AC12058-2022-11-01-5680','A316-10','UBJXIwpsPzWbE', 'UB')
('SL04652-2022-11-01-5574','S233-6','w', 'UB')
('AC12058-2022-11-01-5711','A318-5','UFv', 'SL')
('AC22517-2022-11-02-5706','A317-18','DGVbhJZwOivq', 'SU')
('AC12058-2022-11-01-5713','A318-7','SkzBIzEmisIe', 'LB')
('AC22517-2022-11-01-5719','A318-13','mdU', 'LB')
('AC22517-2022-11-01-5721','A318-15','SwqEwagS', 'UB')
('SL04652-2022-11-01-5608','S234-16','HtmCG', 'SU')
('SL22517-2022-11-01-5577','S233-9','dAiRiZZiXUtz', 'LB')
('SL22517-2022-11-01-5595','S234-3','grnbW', 'UB')
('AC22517-2022-11-01-5738','A319-14','w', 'LB')
('AC22517-2022-11-01-5739','A319-15','kiOlPvexSKupGXY', 'UB')
('AC22517-2022-11-01-5740','A319-16','XsQTFXEpUmKdPn', 'UB')
('SL22517-2022-11-02-5659','S236-19','VXdUEGM', 'UB')
('SL22517-2022-11-02-5660','S236-20','Q', 'LB')
('SL12058-2022-11-01-5583','S233-15','MMuBmf', 'SL')
('AC22517-2022-11-02-5732','A319-8','deFNwgnyJvgE', 'LB')
('AC22517-2022-11-02-5738','A319-14','ixEJVLoZXVlYYEO', 'LB')
('AC04652-2022-11-02-5780','A322-2','mG', 'LB')
('SL22517-2022-11-01-5623','S235-7','IuanCrN', 'SL')
('SL04652-2022-11-01-5654','S236-14','qLDfxztSOLDJLl', 'UB')
('SL12058-2022-11-01-5644','S236-4','GlOOdSKdWe', 'LB')
('SL04652-2022-11-02-5739','S240-3','aBWFETKdFpaqxyRw', 'UB')
('AC04652-2022-11-02-5835','A325-3','wWONOYyDtpWbePQ', 'UB')
('SL12058-2022-11-01-5649','S236-9','DE', 'LB')
('SL04652-2022-11-01-5690','S238-2','GD', 'MB')
('SL04652-2022-11-02-5743','S240-7','eOU', 'SL')
('SL22517-2022-11-02-5725','S239-13','gtaLlliWM', 'MB')
('AC12058-2022-11-01-5789','A322-11','TNdtiTySZUpkX', 'SL')
('AC04652-2022-11-01-6027','A335-15','LTydPgdAt', 'UB')
('SL22517-2022-11-02-5729','S239-17','pJXSPTJZaEhXG', 'LB')
('SL22517-2022-11-02-5730','S239-18','mSV', 'MB')
('SL22517-2022-11-01-5689','S238-1','AYpysgEqLuCw', 'LB')
('SL22517-2022-11-02-5760','S240-24','mwCKUUqPbsA', 'SU')
('AC22517-2022-11-02-5845','A325-13','SZwUMAzdb', 'LB')
('AC22517-2022-11-01-5865','A326-15','VWLNRz', 'UB')
('AC22517-2022-11-02-5849','A325-17','nU', 'SL')
('SL22517-2022-11-02-5790','S242-6','C', 'UB')
('SL12058-2022-11-01-5715','S239-3','QxGSGbQfTHSMkVJL', 'UB')
('SL04652-2022-11-02-5814','S243-6','DnHazTwfjUjpps', 'UB')
('SL04652-2022-11-02-5815','S243-7','utYjRxen', 'SL')
('SL22517-2022-11-02-5809','S243-1','MPPLKC', 'LB')
('SL04652-2022-11-01-5757','S240-21','ecGERa', 'MB')
('AC04652-2022-11-02-5917','A329-13','kIZsPW', 'LB')
('SL22517-2022-11-01-5746','S240-10','diDjrWqQk', 'MB')
('AC22517-2022-11-02-5871','A327-3','gPWRk', 'UB')
('SL04652-2022-11-02-5821','S243-13','oTFnJXJBhL', 'MB')
('SL22517-2022-11-02-5815','S243-7','ZRA', 'SL')
('SL22517-2022-11-02-5818','S243-10','Rygn', 'MB')
('SL04652-2022-11-01-5765','S241-5','p', 'MB')
('SL12058-2022-11-01-5750','S240-14','b', 'UB')
('SL04652-2022-11-01-5794','S242-10','RqebaxeZPX', 'MB')
('AC04652-2022-11-01-6131','A341-11','dbdNYSA', 'SL')
('SL22517-2022-11-02-5891','S246-11','eUCYOqlIWYoWi', 'UB')
('AC04652-2022-11-02-5978','A333-2','iQRRpgtr', 'LB')
('AC22517-2022-11-01-5945','A331-5','cYQBGmGUl', 'SL')
('AC12058-2022-11-01-5917','A329-13','bX', 'LB')
('SL22517-2022-11-01-5824','S243-16','VIVIcTaCZCvvBeV', 'SU')
('AC04652-2022-11-02-5988','A333-12','OXGxwLocyU', 'SU')
('AC04652-2022-11-01-6171','A343-15','FbWwzKlLQTzvp', 'UB')
('SL04652-2022-11-02-5921','S247-17','gPuxQGMCaAdKWi', 'LB')
('SL04652-2022-11-02-5924','S247-20','IownKhGOrUbS', 'LB')
('AC12058-2022-11-01-5946','A331-6','XMDoKtCGdpP', 'SU')
('SL22517-2022-11-02-5919','S247-15','xkAKYlNJh', 'SL')
('AC04652-2022-11-02-6013','A335-1','LpbSzOYbANTobvh', 'LB')
('AC22517-2022-11-02-5965','A332-7','JPwhWcfUKcFihJOI', 'LB')
('AC22517-2022-11-01-6003','A334-9','ajnipdsB', 'UB')
('SL12058-2022-11-01-5833','S244-1','MZyOENFBmEgV', 'LB')
('AC04652-2022-11-02-6060','A337-12','RxbYCTGG', 'SU')
('SL04652-2022-11-02-5981','S250-5','Wj', 'MB')
('AC22517-2022-11-02-6012','A334-18','TiUBYpJk', 'SU')
('AC04652-2022-11-02-6065','A337-17','L', 'SL')
('AC04652-2022-11-01-6261','A348-15','zZeoPf', 'UB')
('SL22517-2022-11-01-5906','S247-2','DeMl', 'MB')
('SL22517-2022-11-02-5993','S250-17','cQb', 'LB')
('AC04652-2022-11-01-6277','A349-13','qS', 'LB')
('SL22517-2022-11-01-5925','S247-21','L', 'MB')
('SL04652-2022-11-01-5920','S247-16','CFKpF', 'SU')
('AC22517-2022-11-01-6096','A339-12','pL', 'SU')
('SL12058-2022-11-01-5919','S247-15','DseAPlqT', 'SL')
('SL04652-2022-11-01-5999','S250-23','kZTFYjKteKbejVYT', 'SL')
('AC04652-2022-11-01-6414','A357-6','VnJZKYeAAYXtwPwR', 'SU')
('SL22517-2022-11-01-6083','S254-11','KlhncNxGtp', 'UB')
('AC04652-2022-11-01-6467','A360-5','VIKCbhJCfz', 'SL')
('AC04652-2022-11-01-6468','A360-6','gKDRxPLiGMynJfO', 'SU')
('AC22517-2022-11-02-6241','A347-13','X', 'LB')
('AC12058-2022-11-01-6232','A347-4','AVzEZIHHPT', 'UB')
('SL12058-2022-11-01-6053','S253-5','nqzpYDwstunUjND', 'MB')
('AC12058-2022-11-01-6244','A347-16','Xia', 'UB')
('SL04652-2022-11-02-6228','S260-12','imhxM', 'LB')
('AC22517-2022-11-01-6296','A350-14','YncyNRxhENclw', 'LB')
('SL22517-2022-11-01-6166','S257-22','DnZPGrFDAYqvfuzP', 'UB')
('AC12058-2022-11-01-6287','A350-5','dxdfHs', 'SL')
('SL04652-2022-11-02-6236','S260-20','nqfkpXIOxWWxz', 'LB')
('AC22517-2022-11-01-6306','A351-6','mICgaR', 'SU')
('AC12058-2022-11-01-6300','A350-18','fLjuqb', 'SU')
('SL22517-2022-11-01-6206','S259-14','kIZpieCWzVH', 'UB')
('AC04652-2022-11-02-6358','A354-4','RRa', 'UB')
('AC04652-2022-11-01-6615','A368-9','lOfLShtl', 'UB')
('AC22517-2022-11-01-6354','A353-18','vdDvC', 'SU')
('SL22517-2022-11-01-6224','S260-8','MMwWiFWYEWXwj', 'SU')
('AC12058-2022-11-01-6343','A353-7','c', 'LB')
('AC04652-2022-11-01-6620','A368-14','REjmIKNXtTOCxFlD', 'LB')
('AC12058-2022-11-01-6347','A353-11','cDeiJ', 'SL')
('AC04652-2022-11-02-6375','A355-3','CVClQEKrDN', 'UB')
('SL22517-2022-11-02-6373','S266-13','fOYupbYRVvbFbFSf', 'MB')
('AC22517-2022-11-02-6411','A357-3','Kpyb', 'UB')
('SL12058-2022-11-01-6215','S259-23','v', 'SL')
('AC12058-2022-11-01-6415','A357-7','Oh', 'LB')
('AC04652-2022-11-01-6692','A372-14','UN', 'LB')
('AC04652-2022-11-01-6704','A373-8','jriKuqgQYTxZT', 'LB')
('SL12058-2022-11-01-6270','S262-6','q', 'UB')
('SL22517-2022-11-02-6462','S270-6','OItTOzzjXjbyTt', 'UB')
('AC22517-2022-11-02-6503','A362-5','pUOshbsweCU', 'SL')
('AC12058-2022-11-01-6507','A362-9','KiBHWKAQwig', 'UB')
('SL12058-2022-11-01-6316','S264-4','TD', 'LB')
('AC04652-2022-11-01-6791','A378-5','iMCn', 'SL')
('AC12058-2022-11-01-6519','A363-3','Pgq', 'UB')
('SL12058-2022-11-01-6324','S264-12','p', 'LB')
('SL22517-2022-11-02-6475','S270-19','ElkJCM', 'UB')
('SL04652-2022-11-02-6471','S270-15','SxVbPELx', 'SL')
('SL04652-2022-11-02-6472','S270-16','YSuhfhVRD', 'SU')
('AC04652-2022-11-02-6531','A363-15','hwGoiMusHlS', 'UB')
('AC12058-2022-11-01-6522','A363-6','IUcxmvSVDpwzEXaE', 'SU')
('SL22517-2022-11-01-6426','S268-18','AfJD', 'MB')
('AC22517-2022-11-01-6534','A363-18','ltxXiexmlgbqvC', 'SU')
('AC22517-2022-11-02-6532','A363-16','S', 'UB')
('AC04652-2022-11-01-6812','A379-8','mH', 'LB')
('AC12058-2022-11-01-6536','A364-2','SPyijN', 'LB')
('SL04652-2022-11-02-6496','S271-16','XheDGMkgBRxJGXv', 'SU')
('SL22517-2022-11-02-6489','S271-9','rue', 'LB')
('AC22517-2022-11-01-6598','A367-10','VuEmqy', 'UB')
('AC22517-2022-11-02-6588','A366-18','gLVb', 'SU')
('AC04652-2022-11-02-6634','A369-10','ICyssDjSgThpd', 'UB')
('AC12058-2022-11-01-6630','A369-6','HRdjTQqOgxtxZKQl', 'SU')
('SL04652-2022-11-01-6531','S273-3','usxYOWkZkzr', 'UB')
('SL04652-2022-11-02-6594','S275-18','yEvhryxSAAzIYUsy', 'MB')
('SL04652-2022-11-02-6620','S276-20','q', 'LB')
('SL04652-2022-11-02-6624','S276-24','KqFmOufCztL', 'SU')
('SL12058-2022-11-01-6533','S273-5','Zeomtsg', 'MB')
('AC22517-2022-11-01-6727','A374-13','cTjZYPnn', 'LB')
('SL04652-2022-11-02-6695','S279-23','pAKaksDbX', 'SL')
('SL04652-2022-11-02-6697','S280-1','JnbRGCqeBpBF', 'LB')
('SL22517-2022-11-01-6599','S275-23','fIEjdrWqz', 'SL')
('AC04652-2022-11-01-7000','A389-16','hEd', 'UB')
('SL12058-2022-11-01-6539','S273-11','kSMaymulVmmNHC', 'UB')
('SL12058-2022-11-01-6540','S273-12','sYtOa', 'LB')
('AC22517-2022-11-01-6734','A375-2','q', 'LB')
('SL22517-2022-11-01-6603','S276-3','nNgZsgDuJER', 'UB')
('SL22517-2022-11-02-6708','S280-12','sxm', 'LB')
('AC04652-2022-11-02-6743','A375-11','xoyDIjfo', 'SL')
('AC22517-2022-11-02-6763','A376-13','rLOmIsoy', 'LB')
('SL04652-2022-11-01-6772','S283-4','JZOVOyoHIo', 'LB')
('AC12058-2022-11-01-6871','A382-13','grfiF', 'LB')
('SL22517-2022-11-02-6820','S285-4','GArefU', 'LB')
('SL12058-2022-11-01-6654','S278-6','lTUJvGt', 'UB')
('AC04652-2022-11-01-7121','A396-11','aqfjCbYRxLziCso', 'SL')
('AC12058-2022-11-01-6898','A384-4','XPvPV', 'UB')
('AC04652-2022-11-01-7162','A398-16','CAAeE', 'UB')
('AC22517-2022-11-02-6928','A385-16','tYNQ', 'UB')
('SL22517-2022-11-02-6875','S287-11','Pgb', 'UB')
('SL12058-2022-11-01-6722','S281-2','vbSTbCksNiSAyD', 'MB')
('SL22517-2022-11-01-6800','S284-8','fooInj', 'SU')
('AC04652-2022-11-02-6932','A386-2','kGEya', 'LB')
('AC04652-2022-11-01-7213','A401-13','E', 'LB')
('AC22517-2022-11-01-6945','A386-15','UV', 'UB')
('SL12058-2022-11-01-6756','S282-12','Ealjf', 'LB')
('SL04652-2022-11-02-6916','S289-4','KThrcwWwSAeGINtN', 'LB')
('SL04652-2022-11-01-6895','S288-7','U', 'SL')
('AC12058-2022-11-01-6962','A387-14','boiIrGt', 'LB')
('AC04652-2022-11-02-6950','A387-2','rIaBODswyflGO', 'LB')
('AC04652-2022-11-01-7217','A401-17','lDPrhwgNeFKrGO', 'SL')
('AC04652-2022-11-01-7218','A401-18','HDAJwjayZSVR', 'SU')
('AC04652-2022-11-01-7226','A402-8','QCoxivpLi', 'LB')
('AC12058-2022-11-01-6971','A388-5','bEWRfDbidCjwBb', 'SL')
('AC22517-2022-11-02-7018','A390-16','WerGJuyxIwRVV', 'UB')
('AC22517-2022-11-01-6986','A389-2','DQxC', 'LB')
('AC04652-2022-11-02-6985','A389-1','Orgjh', 'LB')
('SL22517-2022-11-02-6954','S290-18','KHIeXWdStNsS', 'MB')
('AC12058-2022-11-01-7014','A390-12','Iey', 'SU')
('SL12058-2022-11-01-6817','S285-1','uRcHCGlAWchkCRzT', 'LB')
('AC12058-2022-11-01-7019','A390-17','OhPVmMvjFYAOhXL', 'SL')
('AC22517-2022-11-02-7034','A391-14','CxS', 'LB')
('SL04652-2022-11-02-6985','S292-1','mQKnDe', 'LB')
('AC04652-2022-11-02-7011','A390-9','IqkyeLlBSQZNi', 'UB')
('AC04652-2022-11-02-7012','A390-10','lbO', 'UB')
('AC22517-2022-11-01-7004','A390-2','duHRiuniVENon', 'LB')
('AC04652-2022-11-01-7344','A408-18','nfhNs', 'SU')
('AC04652-2022-11-02-7074','A393-18','HrBbLn', 'SU')
('AC22517-2022-11-01-7070','A393-14','ElcDpGdxiSeVW', 'LB')
('AC22517-2022-11-02-7092','A394-18','AKSOrXcBUbIaqluA', 'SU')
('AC04652-2022-11-02-7076','A394-2','iD', 'LB')
('SL04652-2022-11-01-7014','S293-6','etMyBx', 'UB')
('SL22517-2022-11-01-6934','S289-22','B', 'UB')
('SL04652-2022-11-01-7017','S293-9','zVyFeK', 'LB')
('AC04652-2022-11-02-7079','A394-5','IZggEXKKGsJkwl', 'SL')
('SL22517-2022-11-01-6936','S289-24','KeW', 'SU')
('AC22517-2022-11-02-7103','A395-11','GaXgxPppWKiBuI', 'SL')
('AC12058-2022-11-01-7100','A395-8','AIdDEO', 'LB')
('AC04652-2022-11-02-7084','A394-10','HicSUBGBmGHX', 'UB')
('SL22517-2022-11-01-6949','S290-13','ybkBiRApaETc', 'MB')
('SL22517-2022-11-02-7036','S294-4','gScCbGEcrO', 'LB')
('SL22517-2022-11-02-7037','S294-5','EnQ', 'MB')
('SL22517-2022-11-02-7104','S296-24','jhvWajyLeOop', 'SU')
('AC22517-2022-11-01-7164','A398-18','vTxUHklEoPS', 'SU')
('SL12058-2022-11-01-6978','S291-18','eIwvIiaty', 'MB')
('AC22517-2022-11-01-7167','A399-3','XwLCxJAwASvCR', 'UB')
('AC12058-2022-11-01-7170','A399-6','Qfdge', 'SU')
('AC22517-2022-11-02-7188','A400-6','OxRT', 'SU')
('AC04652-2022-11-02-7175','A399-11','wEOvWWuIRjC', 'SL')
('SL22517-2022-11-02-7144','S298-16','Uk', 'SU')
('SL04652-2022-11-01-7133','S298-5','VWthampZfj', 'MB')
('SL04652-2022-11-02-7158','S299-6','qUMHYYQwZmH', 'UB')
('SL04652-2022-11-02-7160','S299-8','CkpnvTXLUzrCgj', 'SU')
('SL04652-2022-11-02-7163','S299-11','mj', 'UB')
('AC04652-2022-11-02-7201','A401-1','ltgXe', 'LB')
('AC22517-2022-11-01-7220','A402-2','FJSKcXgiRn', 'LB')
('AC04652-2022-11-01-7506','A417-18','npsmDddYBHFmK', 'SU')
('SL22517-2022-11-02-7173','S299-21','CEFkXHzvJdJJMjP', 'MB')
('AC04652-2022-11-02-7218','A401-18','fGKRtrK', 'SU')
('SL22517-2022-11-01-7092','S296-12','Pgwm', 'LB')
('AC04652-2022-11-02-7219','A402-1','uoT', 'LB')
('AC04652-2022-11-02-7220','A402-2','HNyfMyCq', 'LB')
('AC22517-2022-11-02-7267','A404-13','i', 'LB')
('AC22517-2022-11-01-7244','A403-8','MzzPK', 'LB')
('AC22517-2022-11-02-7268','A404-14','ZLsCngqfKe', 'LB')
('AC22517-2022-11-02-7269','A404-15','TO', 'UB')
('AC22517-2022-11-01-7246','A403-10','TKJ', 'UB')
('AC04652-2022-11-01-7524','A418-18','bNSEsfEPWybRTIbi', 'SU')
('AC22517-2022-11-02-7276','A405-4','hNO', 'UB')
('SL22517-2022-11-02-7191','S300-15','BhkQzTllmZEhisGX', 'SL')
('SL22517-2022-11-01-7106','S297-2','GPoFYX', 'MB')
('AC12058-2022-11-01-7242','A403-6','BaFdxi', 'SU')
('SL22517-2022-11-01-7107','S297-3','poynniLhArLISOz', 'UB')
('AC22517-2022-11-01-7255','A404-1','fxhpwfjMBJua', 'LB')
('SL22517-2022-11-02-7202','S301-2','CoDulJyYSPRy', 'MB')
('AC12058-2022-11-01-7257','A404-3','TNtEkDTr', 'UB')
('SL12058-2022-11-01-7062','S295-6','PGi', 'UB')
('SL04652-2022-11-01-7202','S301-2','HncUJDISnVe', 'MB')
('SL22517-2022-11-02-7217','S301-17','ZVBTnZlDLUFYsj', 'LB')
('AC12058-2022-11-01-7274','A405-2','BEbvsumOB', 'LB')
('AC22517-2022-11-01-7286','A405-14','LJKOSKEBcVhNRIUy', 'LB')
('SL22517-2022-11-01-7171','S299-19','yhitxnL', 'UB')
('SL04652-2022-11-01-7247','S302-23','HDRudIuRxCjgjyPC', 'SL')
('AC04652-2022-11-01-7599','A423-3','CSWJEzlIKmmh', 'UB')
('SL04652-2022-11-02-7276','S304-4','vSWfeKIkcaWFkKLc', 'LB')
('AC04652-2022-11-02-7297','A406-7','sKeBiYZaxXuew', 'LB')
('AC22517-2022-11-01-7411','A412-13','fEbEdPSaUmiF', 'LB')
('AC22517-2022-11-02-7467','A415-15','ijar', 'UB')
('AC04652-2022-11-01-7681','A427-13','ysFVETTo', 'LB')
('AC04652-2022-11-01-7692','A428-6','ypPrYyKIInisSm', 'SU')
('SL22517-2022-11-01-7276','S304-4','fWvfxRBpolRI', 'LB')
('SL04652-2022-11-02-7368','S307-24','yMoSvVvoHHxDnvxF', 'SU')
('AC04652-2022-11-01-7694','A428-8','HJfxHJBIhCHvz', 'LB')
('SL04652-2022-11-02-7401','S309-9','jpLSfVbx', 'LB')
('SL22517-2022-11-02-7413','S309-21','BhmrELNfyUJdosl', 'MB')
('SL22517-2022-11-02-7414','S309-22','zNEXfkB', 'UB')
('AC22517-2022-11-02-7529','A419-5','rHfuFtfmTRICRaAg', 'SL')
('SL04652-2022-11-01-7395','S309-3','SYGAVLtFTbo', 'UB')
('AC22517-2022-11-01-7459','A415-7','mAjU', 'LB')
('AC12058-2022-11-01-7462','A415-10','XSm', 'UB')
('SL04652-2022-11-02-7409','S309-17','rjicrAIqMgg', 'LB')
('AC22517-2022-11-01-7460','A415-8','hjZCkTsDx', 'LB')
('SL04652-2022-11-01-7400','S309-8','IzM', 'SU')
('SL12058-2022-11-01-7253','S303-5','xEjxxdZxhaC', 'MB')
('SL04652-2022-11-02-7414','S309-22','vTARv', 'UB')
('AC22517-2022-11-02-7534','A419-10','DziYpceDme', 'UB')
('SL12058-2022-11-01-7256','S303-8','pytPHUCAYJlbOHC', 'SU')
('SL04652-2022-11-01-7407','S309-15','SVljrYf', 'SL')
('AC12058-2022-11-01-7477','A416-7','hHkCAbS', 'LB')
('SL04652-2022-11-02-7424','S310-8','vxyHGZnElbncwL', 'SU')
('AC22517-2022-11-01-7479','A416-9','wOXGIlUlnKjd', 'UB')
('SL22517-2022-11-02-7443','S311-3','wdyTLGuiSSvSH', 'UB')
('AC22517-2022-11-01-7483','A416-13','MUBzm', 'LB')
('SL04652-2022-11-01-7447','S311-7','hj', 'SL')
('AC12058-2022-11-01-7512','A418-6','xOqyNMSam', 'SU')
('SL04652-2022-11-02-7460','S311-20','QiXOxbQz', 'LB')
('SL12058-2022-11-01-7308','S305-12','R', 'LB')
('AC22517-2022-11-01-7514','A418-8','dKgIn', 'LB')
('SL22517-2022-11-01-7377','S308-9','lkXYdHXVBa', 'LB')
('SL22517-2022-11-02-7489','S313-1','laNofbWVRi', 'LB')
('SL22517-2022-11-02-7490','S313-2','acyHyOGw', 'MB')
('SL12058-2022-11-01-7321','S306-1','ooxTzYDiKG', 'LB')
('SL22517-2022-11-02-7491','S313-3','vlapY', 'UB')
('AC04652-2022-11-01-7807','A434-13','NgTsmMuxrDl', 'LB')
('SL22517-2022-11-02-7514','S314-2','NSWtGIkQaMEPjl', 'MB')
('SL04652-2022-11-02-7499','S313-11','AcXeoxrB', 'UB')
('AC04652-2022-11-01-7810','A434-16','a', 'UB')
('AC12058-2022-11-01-7553','A420-11','mFmCCcUGZK', 'SL')
('SL04652-2022-11-02-7501','S313-13','r', 'MB')
('AC04652-2022-11-02-7569','A421-9','zoFvbx', 'UB')
('AC04652-2022-11-01-7830','A435-18','IeP', 'SU')
('SL12058-2022-11-01-7366','S307-22','Ts', 'UB')
('AC04652-2022-11-01-7871','A438-5','hroiC', 'SL')
('SL04652-2022-11-02-7559','S315-23','KPHUWsrVmp', 'SL')
('SL22517-2022-11-02-7574','S316-14','WQmjlJtlUJHF', 'UB')
('AC04652-2022-11-01-7892','A439-8','uEJlkIQWciLwl', 'LB')
('AC12058-2022-11-01-7633','A425-1','sEABDRwXIjFgaX', 'LB')
('SL04652-2022-11-02-7575','S316-15','gHtgFvYCMzkTnDZ', 'SL')
('SL22517-2022-11-01-7484','S312-20','qyuOXflARJKXco', 'LB')
('AC12058-2022-11-01-7652','A426-2','AOiE', 'LB')
('AC12058-2022-11-01-7653','A426-3','gGxgTvVHx', 'UB')
('SL12058-2022-11-01-7451','S311-11','BdNJy', 'UB')
('SL12058-2022-11-01-7452','S311-12','w', 'LB')
('AC22517-2022-11-01-7662','A426-12','fNwcqsXCHQ', 'SU')
('AC12058-2022-11-01-7663','A426-13','DNUV', 'LB')
('AC22517-2022-11-01-7663','A426-13','cBWudAiPCcox', 'LB')
('AC12058-2022-11-01-7666','A426-16','rDy', 'UB')
('SL04652-2022-11-02-7602','S317-18','B', 'MB')
('SL22517-2022-11-02-7621','S318-13','B', 'MB')
('AC04652-2022-11-02-7702','A428-16','lJhkzNU', 'UB')
('SL22517-2022-11-02-7643','S319-11','srnAfJrWoTxmk', 'UB')
('AC22517-2022-11-01-7712','A429-8','tiwFcGYJD', 'LB')
('SL04652-2022-11-01-7629','S318-21','pSwbejFAicSVmjrX', 'MB')
('AC12058-2022-11-01-7705','A429-1','YN', 'LB')
('SL12058-2022-11-01-7488','S312-24','tGzVxrZOnt', 'SU')
('AC22517-2022-11-01-7819','A435-7','wAi', 'LB')
('AC04652-2022-11-01-8077','A449-13','MZIgVFNf', 'LB')
('SL04652-2022-11-02-7767','S324-15','l', 'SL')
('AC12058-2022-11-01-7837','A436-7','faIAHKENt', 'LB')
('AC22517-2022-11-01-7858','A437-10','fj', 'UB')
('SL04652-2022-11-02-7802','S326-2','JRDXOpQfTCc', 'MB')
('SL04652-2022-11-02-7803','S326-3','QJaQYZPX', 'UB')
('SL04652-2022-11-02-7805','S326-5','rSDykLpzh', 'MB')
('AC04652-2022-11-02-7877','A438-11','RlHgGoXWggGFRUSQ', 'SL')
('SL04652-2022-11-02-7814','S326-14','RbLPmylmYAXoenV', 'UB')
('AC22517-2022-11-02-7948','A442-10','UDkru', 'UB')
('SL12058-2022-11-01-7637','S319-5','NWBJKLdApekCnJwY', 'MB')
('SL04652-2022-11-01-7806','S326-6','nKqTptQCKne', 'UB')
('AC12058-2022-11-01-7861','A437-13','mmfw', 'LB')
('AC22517-2022-11-01-7872','A438-6','ixVsoAePvKVG', 'SU')
('SL22517-2022-11-02-7803','S326-3','ILFXjQQnGTKvv', 'UB')
('AC12058-2022-11-01-7886','A439-2','TrPNqptItzSIyoC', 'LB')
('AC04652-2022-11-01-8175','A455-3','MPnRQYy', 'UB')
