('AC04652-2022-11-01-8','A1-8','cvwtnIncQ', 'LB')
('SL22517-2022-11-02-7359','S307-15','FmInEEetjcseqHb', 'SL')
('SL22517-2022-11-01-7244','S302-20','rNnNu', 'LB')
('SL22517-2022-11-02-7360','S307-16','TdhO', 'SU')
('SL04652-2022-11-02-7381','S308-13','z', 'MB')
('AC22517-2022-11-02-7462','A415-10','FpS', 'UB')
('AC04652-2022-11-02-7267','A404-13','LrVo', 'LB')
('SL22517-2022-11-02-7363','S307-19','wGxLTluhzdp', 'UB')
('AC04652-2022-11-02-7268','A404-14','tapQxuAoxNq', 'LB')
('SL12058-2022-11-01-7320','S305-24','UJxHJ', 'SU')
('SL22517-2022-11-02-7364','S307-20','kCKGqPmWyD', 'LB')
('AC04652-2022-11-01-7381','A411-1','mnEwjRbeFKaMH', 'LB')
('AC22517-2022-11-01-7264','A404-10','SeYfLvEXxH', 'UB')
('AC22517-2022-11-02-7467','A415-15','yBXhAgEwZ', 'UB')
('SL22517-2022-11-01-7253','S303-5','pDIzap', 'MB')
('AC22517-2022-11-02-7469','A415-17','COKnZxHSXihuxvlm', 'SL')
('SL04652-2022-11-01-7275','S304-3','LBTfZoJKp', 'UB')
('SL04652-2022-11-01-7276','S304-4','LZPfmx', 'LB')
('SL04652-2022-11-01-7277','S304-5','VlvXAZl', 'MB')
('SL22517-2022-11-02-7367','S307-23','Qb', 'SL')
('SL04652-2022-11-02-7387','S308-19','QqjHI', 'UB')
('SL12058-2022-11-01-7325','S306-5','JlrnAv', 'MB')
('SL22517-2022-11-02-7373','S308-5','RqSaazhsPiSI', 'MB')
('SL12058-2022-11-01-7332','S306-12','CBfwwBG', 'LB')
('AC12058-2022-11-01-7374','A410-12','GfcZHH', 'SU')
('SL12058-2022-11-01-7334','S306-14','Y', 'UB')
('SL04652-2022-11-01-7282','S304-10','J', 'MB')
('AC04652-2022-11-02-7287','A405-15','INE', 'UB')
('AC22517-2022-11-02-7475','A416-5','oCMmJNEj', 'SL')
('SL12058-2022-11-01-7335','S306-15','fxOLih', 'SL')
('AC22517-2022-11-02-7477','A416-7','wSHgaCqloYrGNglh', 'LB')
('SL12058-2022-11-01-7337','S306-17','xLKEDPrHfDeznT', 'LB')
('SL04652-2022-11-02-7395','S309-3','UOGIf', 'UB')
('SL04652-2022-11-01-7289','S304-17','bejHnR', 'LB')
('SL22517-2022-11-01-7263','S303-15','cZgC', 'SL')
('AC04652-2022-11-01-7398','A411-18','WMpPbAzxRCbF', 'SU')
('AC04652-2022-11-01-7399','A412-1','hXmSubk', 'LB')
('SL04652-2022-11-02-7401','S309-9','emdoCs', 'LB')
('SL04652-2022-11-01-7291','S304-19','zzQCNZRorLuPhus', 'UB')
('AC04652-2022-11-02-7294','A406-4','lVY', 'UB')
('AC22517-2022-11-01-7309','A407-1','DwuZflvGdZPm', 'LB')
('AC12058-2022-11-01-7414','A412-16','x', 'UB')
('AC22517-2022-11-02-7517','A418-11','N', 'SL')
('AC04652-2022-11-02-7330','A408-4','dyUsTsir', 'UB')
('AC12058-2022-11-01-7417','A413-1','gSoOaHjYKqeaK', 'LB')
('AC04652-2022-11-02-7333','A408-7','IeHBTW', 'LB')
('SL22517-2022-11-02-7428','S310-12','Amio', 'LB')
('AC22517-2022-11-01-7328','A408-2','lexXXcfT', 'LB')
('SL22517-2022-11-02-7430','S310-14','DdUEXEUIhmR', 'UB')
('AC22517-2022-11-01-7342','A408-16','VHYgdNXdnHmliF', 'UB')
('SL04652-2022-11-01-7340','S306-20','SwVzlfNLNGyaRK', 'LB')
('AC12058-2022-11-01-7433','A413-17','qriryniZQcFd', 'SL')
('AC04652-2022-11-01-7452','A414-18','SVILuypa', 'SU')
('SL22517-2022-11-02-7439','S310-23','SguJUshHhpNn', 'SL')
('SL12058-2022-11-01-7395','S309-3','byxzmY', 'UB')
('SL12058-2022-11-01-7396','S309-4','geyREWYSoM', 'LB')
('SL12058-2022-11-01-7406','S309-14','nduNwySL', 'UB')
('SL04652-2022-11-01-7348','S307-4','Xk', 'LB')
('AC04652-2022-11-02-7353','A409-9','ho', 'UB')
('SL22517-2022-11-02-7448','S311-8','dOZfrGelX', 'SU')
('AC22517-2022-11-02-7549','A420-7','pVEl', 'LB')
('SL04652-2022-11-02-7465','S312-1','ZTSBfSkuoy', 'LB')
('AC04652-2022-11-02-7355','A409-11','ZN', 'SL')
('SL12058-2022-11-01-7409','S309-17','cZlxgaXi', 'LB')
('AC22517-2022-11-01-7348','A409-4','sNtjoGCnPjn', 'UB')
('SL22517-2022-11-01-7333','S306-13','jfaKvBMM', 'MB')
('AC12058-2022-11-01-7448','A414-14','EAXspN', 'LB')
('AC12058-2022-11-01-7449','A414-15','BLfPVMHeUOnp', 'UB')
('SL12058-2022-11-01-7413','S309-21','ipwYvATEe', 'MB')
('AC12058-2022-11-01-7450','A414-16','SqniMGRSOrXK', 'UB')
('SL22517-2022-11-02-7455','S311-15','bCQHwDj', 'SL')
('SL22517-2022-11-02-7456','S311-16','AcOkpuuWFog', 'SU')
('SL22517-2022-11-01-7338','S306-18','XgyFVLqssIE', 'MB')
('AC22517-2022-11-01-7352','A409-8','pFYLs', 'LB')
('AC22517-2022-11-02-7556','A420-14','cKEpJedHpZcYd', 'LB')
('AC22517-2022-11-02-7558','A420-16','rCOofBPci', 'UB')
('AC22517-2022-11-01-7355','A409-11','kHmpKVAWhawK', 'SL')
('AC04652-2022-11-02-7363','A410-1','SnkJEbQu', 'LB')
('AC22517-2022-11-01-7357','A409-13','ZZFesqhvUggGPUiS', 'LB')
('AC22517-2022-11-02-7560','A420-18','qJTXZe', 'SU')
('SL22517-2022-11-01-7341','S306-21','wxKwlBfImrAeA', 'MB')
('SL04652-2022-11-01-7357','S307-13','ggOLPcAIksPUr', 'MB')
('AC22517-2022-11-02-7564','A421-4','QlyGEjTZJQkCt', 'UB')
('AC22517-2022-11-02-7565','A421-5','peKiHjFaYKMGQD', 'SL')
('AC12058-2022-11-01-7460','A415-8','cnnTePmmSwvN', 'LB')
('SL04652-2022-11-02-7480','S312-16','necwICeiodrLLNS', 'SU')
('AC04652-2022-11-02-7366','A410-4','zTdj', 'UB')
('AC22517-2022-11-02-7572','A421-12','HDsJHG', 'SU')
('SL22517-2022-11-01-7345','S307-1','S', 'LB')
('AC22517-2022-11-01-7366','A410-4','KJqOzAJchtPDX', 'UB')
('AC12058-2022-11-01-7467','A415-15','a', 'UB')
('AC22517-2022-11-02-7575','A421-15','V', 'UB')
('AC12058-2022-11-01-7469','A415-17','JmluEFHJib', 'SL')
('AC04652-2022-11-02-7369','A410-7','UwPSXIGtSqebx', 'LB')
('SL04652-2022-11-01-7367','S307-23','kfKmU', 'SL')
('AC22517-2022-11-02-7579','A422-1','MqJnhUS', 'LB')
('AC22517-2022-11-02-7580','A422-2','n', 'LB')
('SL04652-2022-11-01-7371','S308-3','wP', 'UB')
('SL22517-2022-11-01-7353','S307-9','HwPIyNBU', 'LB')
('AC12058-2022-11-01-7475','A416-5','dAg', 'SL')
('AC04652-2022-11-02-7372','A410-10','aPrgN', 'UB')
('AC04652-2022-11-01-7476','A416-6','FRYuFPicYSpNsygd', 'SU')
('AC12058-2022-11-01-7478','A416-8','OkafYlizMgr', 'LB')
('AC12058-2022-11-01-7480','A416-10','ZPBExsZTQDyICB', 'UB')
('SL04652-2022-11-02-7499','S313-11','VtDLBCnLiW', 'UB')
('AC04652-2022-11-02-7377','A410-15','CFuTDGdVqlx', 'UB')
('AC12058-2022-11-01-7482','A416-12','MLhaNmYvXzXB', 'SU')
('SL22517-2022-11-01-7362','S307-18','uCA', 'MB')
('SL04652-2022-11-01-7380','S308-12','gHEMZFD', 'LB')
('AC22517-2022-11-01-7382','A411-2','AWqPsZr', 'LB')
('AC12058-2022-11-01-7485','A416-15','vG', 'UB')
('AC12058-2022-11-01-7486','A416-16','y', 'UB')
('AC04652-2022-11-01-7486','A416-16','mezT', 'UB')
('SL04652-2022-11-01-7384','S308-16','LFdWRplphHEZk', 'SU')
('AC12058-2022-11-01-7489','A417-1','KLXI', 'LB')
('AC04652-2022-11-01-7490','A417-2','QeEvNrKQhrFZypwN', 'LB')
('AC04652-2022-11-02-7389','A411-9','uxZlXYm', 'UB')
('AC04652-2022-11-01-7491','A417-3','qcfnvH', 'UB')
('AC22517-2022-11-01-7388','A411-8','ajqWdqxQs', 'LB')
('AC22517-2022-11-01-7389','A411-9','klQfn', 'UB')
('AC22517-2022-11-02-7601','A423-5','HXPPCfpdBqouocRj', 'SL')
('SL22517-2022-11-02-7487','S312-23','vQrK', 'SL')
('SL04652-2022-11-01-7393','S309-1','vEcUTRMpCkDTb', 'LB')
('AC22517-2022-11-02-7602','A423-6','oHB', 'SU')
('AC12058-2022-11-01-7496','A417-8','eYvWFoCLndXntEk', 'LB')
('SL22517-2022-11-01-7373','S308-5','yfwLOkOsSSVI', 'MB')
('AC22517-2022-11-02-7604','A423-8','amWAWv', 'LB')
('AC12058-2022-11-01-7499','A417-11','hMBPJXMYeckFzVm', 'SL')
('SL22517-2022-11-01-7375','S308-7','Eve', 'SL')
('AC04652-2022-11-01-7496','A417-8','urBJpFPhZvNE', 'LB')
('AC22517-2022-11-01-7397','A411-17','zOfPDSqMlHWFWoX', 'SL')
('AC04652-2022-11-02-7400','A412-2','wPQghEhkmSrVEl', 'LB')
('AC04652-2022-11-01-7506','A417-18','tCeFm', 'SU')
('SL04652-2022-11-02-7515','S314-3','HTuhwAbPhQixWIKF', 'UB')
('SL04652-2022-11-01-7404','S309-12','ZvSPcrrYRVGg', 'LB')
('AC22517-2022-11-01-7405','A412-7','cwD', 'LB')
('AC04652-2022-11-02-7406','A412-8','CuinqsyRbxp', 'LB')
('SL04652-2022-11-02-7519','S314-7','KP', 'SL')
('SL04652-2022-11-01-7412','S309-20','lkSRzkvjJaCUbqE', 'LB')
('SL22517-2022-11-02-7505','S313-17','Ls', 'LB')
('SL04652-2022-11-01-7414','S309-22','rnPobYnXtAj', 'UB')
('SL22517-2022-11-02-7507','S313-19','EVgdBif', 'UB')
('SL22517-2022-11-01-7388','S308-20','knzxGKaw', 'LB')
('SL04652-2022-11-02-7521','S314-9','DvEsm', 'LB')
('AC22517-2022-11-02-7614','A423-18','nTkoWBKWO', 'SU')
('SL12058-2022-11-01-7473','S312-9','SZlWPfMDfDFFMU', 'LB')
('AC22517-2022-11-01-7415','A412-17','IPXpdbfrdQ', 'SL')
('AC04652-2022-11-01-7522','A418-16','cPgmlJd', 'UB')
('AC04652-2022-11-01-7527','A419-3','fFFHVF', 'UB')
('SL04652-2022-11-01-7423','S310-7','Rh', 'SL')
('SL12058-2022-11-01-7481','S312-17','shAJb', 'LB')
('AC04652-2022-11-01-7535','A419-11','T', 'SL')
('AC12058-2022-11-01-7524','A418-18','yh', 'SU')
('SL12058-2022-11-01-7487','S312-23','wkKSeRgmA', 'SL')
('AC04652-2022-11-02-7423','A413-7','i', 'LB')
('SL04652-2022-11-02-7529','S314-17','SM', 'LB')
('AC12058-2022-11-01-7529','A419-5','TKyMdH', 'SL')
('AC04652-2022-11-01-7540','A419-16','odpjq', 'UB')
('AC04652-2022-11-01-7541','A419-17','pZmTWAeXeEHi', 'SL')
('SL04652-2022-11-02-7536','S314-24','nbYFBMzWkfFsuYF', 'SU')
('SL12058-2022-11-01-7495','S313-7','su', 'SL')
('SL04652-2022-11-01-7438','S310-22','xzmLoudxImD', 'UB')
('AC04652-2022-11-02-7431','A413-15','SlmRLoXcHqOqevIr', 'UB')
('SL22517-2022-11-02-7525','S314-13','FTGeM', 'MB')
('AC22517-2022-11-02-7628','A424-14','gcFsLbibU', 'LB')
('AC04652-2022-11-01-7544','A420-2','UArQjFEZrGEZNDl', 'LB')
('AC04652-2022-11-02-7435','A414-1','uUf', 'LB')
('AC22517-2022-11-01-7443','A414-9','HJRIbuE', 'UB')
('SL22517-2022-11-02-7528','S314-16','fMDdgqVVokYWX', 'SU')
('AC04652-2022-11-02-7437','A414-3','UGcEjplcCOsg', 'UB')
('SL04652-2022-11-01-7444','S311-4','vDwroWsdnt', 'LB')
('AC04652-2022-11-02-7439','A414-5','SVHzPckQBdwvi', 'SL')
('AC04652-2022-11-01-7550','A420-8','QapwoLgssw', 'LB')
('AC22517-2022-11-01-7447','A414-13','fnEP', 'LB')
('SL04652-2022-11-02-7544','S315-8','ib', 'SU')
('AC04652-2022-11-02-7444','A414-10','WuGTSXOVBgTYacDH', 'UB')
('AC04652-2022-11-01-7555','A420-13','NbGvDtWWqiWRVMKV', 'LB')
('AC04652-2022-11-02-7446','A414-12','bs', 'SU')
('AC22517-2022-11-02-7638','A425-6','PkwsYU', 'SU')
('AC04652-2022-11-02-7449','A414-15','gXSCfzuCvaaLxPZ', 'UB')
('AC22517-2022-11-02-7642','A425-10','lAuAyczxk', 'UB')
('SL12058-2022-11-01-7521','S314-9','mGU', 'LB')
('SL12058-2022-11-01-7522','S314-10','ViyM', 'MB')
('AC22517-2022-11-01-7462','A415-10','nIWogKcDHs', 'UB')
('SL04652-2022-11-01-7467','S312-3','bZloqpOVvYyD', 'UB')
('AC22517-2022-11-01-7469','A415-17','GceaqnEsiFXDX', 'SL')
('SL04652-2022-11-02-7561','S316-1','pdHc', 'LB')
('AC22517-2022-11-01-7474','A416-4','CJqEgqjDQeN', 'UB')
('SL22517-2022-11-01-7451','S311-11','mpBlSgwIOjAiAEXD', 'UB')
('SL04652-2022-11-02-7569','S316-9','Xsgpn', 'LB')
('SL04652-2022-11-01-7472','S312-8','XTxT', 'SU')
('AC12058-2022-11-01-7574','A421-14','TsiCGIRqhoJJ', 'LB')
('SL04652-2022-11-01-7473','S312-9','t', 'LB')
('SL04652-2022-11-02-7570','S316-10','lmmxul', 'MB')
('AC12058-2022-11-01-7577','A421-17','wycpZbEeipGkNGC', 'SL')
('AC04652-2022-11-01-7587','A422-9','PonAGTVll', 'UB')
('AC04652-2022-11-01-7588','A422-10','j', 'UB')
('SL12058-2022-11-01-7539','S315-3','dXuVTnipnhxRhkwp', 'UB')
('AC04652-2022-11-01-7605','A423-9','mxRycEJoEIgJLZ', 'UB')
('AC22517-2022-11-01-7495','A417-7','PaFyeSlEK', 'LB')
('SL22517-2022-11-02-7578','S316-18','RvsZ', 'MB')
('SL22517-2022-11-02-7579','S316-19','AVtwoBUWJnReoAl', 'UB')
('SL22517-2022-11-01-7480','S312-16','JUFhATCib', 'SU')
('AC04652-2022-11-02-7489','A417-1','QcRJFWDQTUicmA', 'LB')
('SL12058-2022-11-01-7553','S315-17','E', 'LB')
('SL12058-2022-11-01-7555','S315-19','tKpaIZoFWhjoCMG', 'UB')
('SL22517-2022-11-01-7484','S312-20','gmWVSnAeTOfI', 'LB')
('AC04652-2022-11-02-7499','A417-11','ihHe', 'SL')
('AC04652-2022-11-01-7616','A424-2','LxvWKdqKA', 'LB')
('SL22517-2022-11-02-7586','S317-2','UVduyVIeRg', 'MB')
('AC22517-2022-11-01-7508','A418-2','BQ', 'LB')
('SL12058-2022-11-01-7565','S316-5','RKrJkEibM', 'MB')
('AC22517-2022-11-01-7512','A418-6','J', 'SU')
('SL22517-2022-11-02-7591','S317-7','NRouheOKqWJx', 'SL')
('AC04652-2022-11-02-7507','A418-1','XaDE', 'LB')
('AC22517-2022-11-02-7698','A428-12','DihlSNR', 'SU')
('SL04652-2022-11-02-7598','S317-14','DUmExhSJwyAlAM', 'UB')
('AC22517-2022-11-01-7519','A418-13','RGImr', 'LB')
('AC22517-2022-11-02-7703','A428-17','cFmykqlKkwniVT', 'SL')
('AC12058-2022-11-01-7609','A423-13','u', 'LB')
('AC12058-2022-11-01-7610','A423-14','axmjHqVHTdiMVb', 'LB')
('SL04652-2022-11-01-7503','S313-15','wzchTViKPatfQF', 'SL')
('AC04652-2022-11-02-7516','A418-10','UUR', 'UB')
('AC04652-2022-11-01-7623','A424-9','FnIm', 'UB')
('AC04652-2022-11-01-7627','A424-13','T', 'LB')
('SL12058-2022-11-01-7581','S316-21','WsfHQRqreJ', 'MB')
('AC22517-2022-11-02-7708','A429-4','NvKOt', 'UB')
('SL22517-2022-11-02-7598','S317-14','uUpCKyJXu', 'UB')
('SL04652-2022-11-01-7508','S313-20','gLu', 'LB')
('SL04652-2022-11-02-7603','S317-19','xqtWePKrYzvnek', 'UB')
('SL22517-2022-11-02-7600','S317-16','OTqOXLNzmcnlx', 'SU')
('AC04652-2022-11-02-7529','A419-5','wfgKGxbQt', 'SL')
('SL22517-2022-11-01-7516','S314-4','j', 'LB')
('SL04652-2022-11-02-7614','S318-6','kjLjbPVlEjDrD', 'UB')
('AC22517-2022-11-01-7534','A419-10','AylomoaNxq', 'UB')
('SL22517-2022-11-01-7520','S314-8','JEtxwH', 'SU')
('SL04652-2022-11-01-7521','S314-9','CRqazH', 'LB')
('SL22517-2022-11-02-7611','S318-3','nwQpuZnzrDEkuz', 'UB')
('AC22517-2022-11-02-7726','A430-4','eVsK', 'UB')
('AC22517-2022-11-01-7537','A419-13','xQeUS', 'LB')
('SL04652-2022-11-01-7523','S314-11','jgb', 'UB')
('AC22517-2022-11-01-7539','A419-15','sCXyAZZvzdOSVI', 'UB')
('AC04652-2022-11-01-7645','A425-13','usVriAFAGoJzdxGA', 'LB')
('AC22517-2022-11-01-7543','A420-1','pswibQRg', 'LB')
('SL22517-2022-11-01-7527','S314-15','vGMbBdSZhgvEj', 'SL')
('AC12058-2022-11-01-7639','A425-7','jaQ', 'LB')
('SL22517-2022-11-02-7617','S318-9','xUvAvsC', 'LB')
('SL22517-2022-11-01-7529','S314-17','DqV', 'LB')
('SL22517-2022-11-01-7530','S314-18','xD', 'MB')
('SL04652-2022-11-01-7531','S314-19','RSemaZBxn', 'UB')
('SL22517-2022-11-01-7532','S314-20','w', 'LB')
('AC04652-2022-11-02-7545','A420-3','BCui', 'UB')
('AC04652-2022-11-01-7651','A426-1','Eip', 'LB')
('SL22517-2022-11-02-7624','S318-16','PWGBgcD', 'SU')
('AC04652-2022-11-01-7655','A426-5','vbL', 'SL')
('SL22517-2022-11-01-7540','S315-4','VTtPIcCWL', 'LB')
('SL04652-2022-11-01-7537','S315-1','qrjLinInFqaonxWB', 'LB')
('AC22517-2022-11-02-7743','A431-3','hTlGDfcyQiubTHGc', 'UB')
('SL04652-2022-11-01-7539','S315-3','wtk', 'UB')
('SL22517-2022-11-02-7633','S319-1','Aus', 'LB')
('AC04652-2022-11-01-7659','A426-9','KROdhOrfDEVaJaa', 'UB')
('AC04652-2022-11-01-7660','A426-10','ITDuT', 'UB')
('AC04652-2022-11-01-7661','A426-11','VSqJgEVHMZvH', 'SL')
('SL04652-2022-11-02-7636','S319-4','RhxsbnDcZXR', 'LB')
('SL04652-2022-11-02-7637','S319-5','whKtThbiaiPNL', 'MB')
('SL04652-2022-11-02-7638','S319-6','zIBpHuZsL', 'UB')
('SL22517-2022-11-01-7547','S315-11','rSA', 'UB')
('SL04652-2022-11-01-7548','S315-12','EztjsL', 'LB')
('SL04652-2022-11-02-7643','S319-11','vFviziV', 'UB')
('SL12058-2022-11-01-7613','S318-5','QEFvvqXGPMNGHj', 'MB')
('AC22517-2022-11-01-7573','A421-13','TcaXZWQLbPR', 'LB')
('AC22517-2022-11-01-7574','A421-14','A', 'LB')
('AC22517-2022-11-01-7575','A421-15','fHZiQQtUGTTSEV', 'UB')
('AC04652-2022-11-01-7677','A427-9','lYrzNeoSOH', 'UB')
('SL22517-2022-11-01-7553','S315-17','RuCiYnk', 'LB')
('AC04652-2022-11-01-7679','A427-11','iGVwFJxD', 'SL')
('AC22517-2022-11-01-7582','A422-4','jkJOYusLlfkoMJ', 'UB')
('AC12058-2022-11-01-7662','A426-12','UDkNVA', 'SU')
('AC04652-2022-11-01-7689','A428-3','ZOXtAdikhwRzRz', 'UB')
('AC12058-2022-11-01-7667','A426-17','xMmKtQCqYF', 'SL')
('SL22517-2022-11-01-7560','S315-24','wF', 'SU')
('SL22517-2022-11-02-7653','S319-21','UOiyhHpqhAmvdn', 'MB')
('SL22517-2022-11-01-7562','S316-2','BHjFh', 'MB')
('AC04652-2022-11-01-7695','A428-9','TTLE', 'UB')
('AC04652-2022-11-02-7570','A421-10','r', 'UB')
('AC22517-2022-11-01-7598','A423-2','HzUAgiiYv', 'LB')
('AC22517-2022-11-02-7773','A432-15','fZkGTg', 'UB')
('SL04652-2022-11-01-7581','S316-21','s', 'MB')
('SL04652-2022-11-01-7583','S316-23','kE', 'SL')
('SL04652-2022-11-01-7584','S316-24','x', 'SU')
('SL04652-2022-11-01-7585','S317-1','ZzmXtxpY', 'LB')
('SL12058-2022-11-01-7633','S319-1','hDV', 'LB')
('AC22517-2022-11-02-7781','A433-5','VaPrcwvWpATyVIXS', 'SL')
('SL12058-2022-11-01-7635','S319-3','T', 'UB')
('SL04652-2022-11-02-7671','S320-15','cWkZqwZa', 'SL')
('SL22517-2022-11-02-7665','S320-9','CyTii', 'LB')
('AC04652-2022-11-01-7708','A429-4','ekb', 'UB')
('AC22517-2022-11-02-7790','A433-14','NzHnhxE', 'LB')
('AC04652-2022-11-02-7590','A422-12','nPYaGX', 'SU')
('SL22517-2022-11-01-7588','S317-4','ObBk', 'LB')
('SL22517-2022-11-01-7590','S317-6','ucwzJTAmeEK', 'UB')
('SL22517-2022-11-01-7591','S317-7','LjfYpwojZoRmdp', 'SL')
('SL22517-2022-11-01-7592','S317-8','AQEqfGOdY', 'SU')
('AC22517-2022-11-01-7620','A424-6','F', 'SU')
('SL04652-2022-11-02-7689','S321-9','ZzxACeABWSsh', 'LB')
('AC12058-2022-11-01-7696','A428-10','XWovzbkLcGG', 'UB')
('AC04652-2022-11-02-7596','A422-18','QtbzxyiHH', 'SU')
('AC22517-2022-11-02-7802','A434-8','NciASlmk', 'LB')
('SL04652-2022-11-01-7612','S318-4','ltyDDHCUr', 'LB')
('AC22517-2022-11-01-7627','A424-13','nBlSeRRsTcG', 'LB')
('SL12058-2022-11-01-7656','S319-24','wJJHBbaaf', 'SU')
('AC04652-2022-11-02-7604','A423-8','IBteVCQPRoYGomOo', 'LB')
('AC12058-2022-11-01-7705','A429-1','UYsRR', 'LB')
('SL22517-2022-11-01-7609','S318-1','Y', 'LB')
('SL22517-2022-11-01-7610','S318-2','PuOcnEb', 'MB')
('SL22517-2022-11-01-7611','S318-3','FOtXqObMmQ', 'UB')
('SL04652-2022-11-01-7621','S318-13','gGn', 'MB')
('SL22517-2022-11-01-7615','S318-7','ZkzSqHpbEy', 'SL')
('SL04652-2022-11-02-7704','S321-24','dzYUZW', 'SU')
('SL04652-2022-11-01-7624','S318-16','UgpPlJJsnl', 'SU')
('AC22517-2022-11-01-7637','A425-5','qaHmUerGoJkN', 'SL')
('AC22517-2022-11-02-7810','A434-16','LzXmHzmoJOcSpMay', 'UB')
('AC12058-2022-11-01-7710','A429-6','QFFVjLGCtipCwAE', 'SU')
('AC12058-2022-11-01-7711','A429-7','HytKyplDyhSGkzP', 'LB')
('AC12058-2022-11-01-7712','A429-8','XZJxKKCmIMqSq', 'LB')
('SL22517-2022-11-02-7690','S321-10','Hr', 'MB')
('SL22517-2022-11-01-7622','S318-14','vByNeMOXOQEDsuY', 'UB')
('AC12058-2022-11-01-7714','A429-10','pqYZjqXzQQZOEp', 'UB')
('SL12058-2022-11-01-7680','S320-24','mwsJKGJgnQDhqc', 'SU')
('AC04652-2022-11-01-7741','A431-1','H', 'LB')
('AC04652-2022-11-01-7742','A431-2','H', 'LB')
('AC12058-2022-11-01-7716','A429-12','yvbuvkaeRcvhrO', 'SU')
('AC22517-2022-11-01-7650','A425-18','oXRDczSCWeS', 'SU')
('AC04652-2022-11-01-7752','A431-12','cCXufQdbbxlZ', 'SU')
('SL22517-2022-11-01-7633','S319-1','MqFxxT', 'LB')
('SL22517-2022-11-02-7707','S322-3','GXJbDrxA', 'UB')
('AC04652-2022-11-02-7636','A425-4','mQDJoSjzVxCCTVtf', 'UB')
('AC12058-2022-11-01-7727','A430-5','yCqSJekUBStmGTY', 'SL')
('AC04652-2022-11-02-7637','A425-5','fbRkdace', 'SL')
('SL04652-2022-11-02-7720','S322-16','ztSMidL', 'SU')
('SL12058-2022-11-01-7695','S321-15','zErrv', 'SL')
('AC04652-2022-11-02-7639','A425-7','Hu', 'LB')
('SL22517-2022-11-02-7712','S322-8','GbPnKWTMGUb', 'SU')
('SL22517-2022-11-02-7713','S322-9','YcZdx', 'LB')
('SL04652-2022-11-02-7723','S322-19','wmB', 'UB')
('AC22517-2022-11-01-7672','A427-4','ZlEqEUktSgV', 'UB')
('SL04652-2022-11-01-7648','S319-16','bltUrXhbLKRA', 'SU')
('AC04652-2022-11-02-7645','A425-13','iX', 'LB')
('SL04652-2022-11-02-7727','S322-23','GAJRrxqvF', 'SL')
('AC22517-2022-11-02-7837','A436-7','ib', 'LB')
('AC22517-2022-11-02-7841','A436-11','rTSTpvpDCMmIoOH', 'SL')
('SL12058-2022-11-01-7703','S321-23','pKkTiiWRTadE', 'SL')
('AC04652-2022-11-01-7773','A432-15','B', 'UB')
('AC04652-2022-11-02-7656','A426-6','xLHbtZZlhIo', 'SU')
('AC04652-2022-11-01-7775','A432-17','dlVdRHLI', 'SL')
('AC12058-2022-11-01-7751','A431-11','Li', 'SL')
('AC22517-2022-11-02-7850','A437-2','YOte', 'LB')
('SL04652-2022-11-01-7662','S320-6','ZG', 'UB')
('AC12058-2022-11-01-7754','A431-14','c', 'LB')
('SL12058-2022-11-01-7709','S322-5','Va', 'MB')
('SL04652-2022-11-01-7664','S320-8','oCMYUwHANEuqbu', 'SU')
('AC22517-2022-11-01-7697','A428-11','vPfn', 'SL')
('AC04652-2022-11-01-7787','A433-11','RxganI', 'SL')
('AC22517-2022-11-01-7700','A428-14','ZSCuwNCvDKYCx', 'LB')
('SL04652-2022-11-01-7670','S320-14','kCZ', 'UB')
('SL22517-2022-11-02-7732','S323-4','aPGqFWB', 'LB')
('SL22517-2022-11-02-7733','S323-5','wbkzSGkyr', 'MB')
('SL22517-2022-11-01-7664','S320-8','F', 'SU')
('AC04652-2022-11-01-7798','A434-4','fgUTehpnrYV', 'UB')
('SL04652-2022-11-02-7748','S323-20','wmtJvIcpmIYbTqRZ', 'LB')
('SL04652-2022-11-02-7749','S323-21','pxjBencrIsshRm', 'MB')
('SL12058-2022-11-01-7724','S322-20','cFDxlTzfEIFvCyIS', 'LB')
('AC22517-2022-11-02-7870','A438-4','eIbznxHZ', 'UB')
('SL12058-2022-11-01-7726','S322-22','UsuJCf', 'UB')
('SL04652-2022-11-01-7680','S320-24','HwfgOgs', 'SU')
('AC22517-2022-11-02-7873','A438-7','ulCqX', 'LB')
('AC04652-2022-11-02-7683','A427-15','fLJaXtDI', 'UB')
('SL22517-2022-11-01-7670','S320-14','AuGGPX', 'UB')
('AC12058-2022-11-01-7771','A432-13','mTVKjBQGtXtzm', 'LB')
('SL22517-2022-11-02-7740','S323-12','cJkrtHoYVLnMf', 'LB')
('AC12058-2022-11-01-7773','A432-15','cWFaPra', 'UB')
('AC22517-2022-11-02-7877','A438-11','CEPV', 'SL')
('AC04652-2022-11-02-7689','A428-3','qWFoae', 'UB')
('AC04652-2022-11-02-7690','A428-4','uznSz', 'UB')
('SL12058-2022-11-01-7734','S323-6','kgMHR', 'UB')
('SL04652-2022-11-01-7687','S321-7','tkshz', 'SL')
('AC22517-2022-11-01-7714','A429-10','nEkEqACRJAL', 'UB')
('SL22517-2022-11-01-7673','S320-17','sK', 'LB')
('AC12058-2022-11-01-7782','A433-6','qKVlSePjNrDEU', 'SU')
('SL04652-2022-11-01-7692','S321-12','DIWayUVAsp', 'LB')
('AC22517-2022-11-01-7716','A429-12','MMkvAFGtsVYI', 'SU')
('SL04652-2022-11-02-7766','S324-14','R', 'UB')
