('AC22517-2022-11-02-18','A1-18','fjTg', 'SU')
('SL22517-2022-11-01-5909','S247-5','TEUYzrcgFNWwZhi', 'MB')
('SL04652-2022-11-01-5925','S247-21','ylNmmYN', 'MB')
('SL04652-2022-11-02-5922','S247-18','d', 'MB')
('AC22517-2022-11-02-6041','A336-11','qrPHXlFPygz', 'SL')
('SL22517-2022-11-02-6024','S251-24','UvE', 'SU')
('SL12058-2022-11-01-5912','S247-8','tNHvoEHFK', 'SU')
('AC22517-2022-11-01-5840','A325-8','JlAo', 'LB')
('AC12058-2022-11-01-5976','A332-18','SodSyFBwv', 'SU')
('AC04652-2022-11-01-5999','A334-5','ASPrZkziYCGIjafQ', 'SL')
('AC22517-2022-11-01-5843','A325-11','x', 'SL')
('SL04652-2022-11-01-5931','S248-3','vMLQHctWTi', 'UB')
('SL04652-2022-11-01-5932','S248-4','OxkIbE', 'LB')
('AC04652-2022-11-02-5882','A327-14','QhJMGrSrflOG', 'LB')
('AC22517-2022-11-01-5854','A326-4','SfJCzZaxd', 'UB')
('AC22517-2022-11-02-6055','A337-7','DNjSnJDeaOj', 'LB')
('AC22517-2022-11-01-5884','A327-16','jQrT', 'UB')
('AC12058-2022-11-01-6005','A334-11','n', 'SL')
('AC22517-2022-11-02-6077','A338-11','rIRud', 'SL')
('AC22517-2022-11-02-6081','A338-15','KIPxnCocfXSTQsZX', 'UB')
('AC22517-2022-11-02-6082','A338-16','ZMrCY', 'UB')
('AC22517-2022-11-02-6083','A338-17','ZrFnQZagGQRXXmy', 'SL')
('AC04652-2022-11-02-5920','A329-16','yldbjXxtIzFeViH', 'UB')
('SL22517-2022-11-02-6066','S253-18','oRHpUmdhBD', 'MB')
('SL04652-2022-11-01-5972','S249-20','PUe', 'LB')
('AC04652-2022-11-02-5922','A329-18','f', 'SU')
('SL22517-2022-11-02-6070','S253-22','lpQiW', 'UB')
('SL22517-2022-11-02-6071','S253-23','PWpHQZJJsIAj', 'SL')
('SL04652-2022-11-02-5974','S249-22','kzLcGCFOo', 'UB')
('SL04652-2022-11-02-5975','S249-23','GJfaYynCcIXlp', 'SL')
('AC04652-2022-11-01-6051','A337-3','Uf', 'UB')
('SL22517-2022-11-01-5958','S249-6','IvWWv', 'UB')
('AC12058-2022-11-01-6024','A335-12','BcIZIfaCJzj', 'SU')
('SL04652-2022-11-02-5979','S250-3','jS', 'UB')
('SL22517-2022-11-02-6078','S254-6','BTgpa', 'UB')
('SL12058-2022-11-01-5960','S249-8','zrthYETfyAXGtvV', 'SU')
('AC22517-2022-11-01-5904','A328-18','NGZojBOeBNHZ', 'SU')
('AC22517-2022-11-01-5905','A329-1','dv', 'LB')
('AC04652-2022-11-01-6059','A337-11','jktLvS', 'SL')
('AC04652-2022-11-02-5933','A330-11','tVCujqZy', 'SL')
('SL22517-2022-11-01-5963','S249-11','mLAvKJEwNjRHcu', 'UB')
('AC22517-2022-11-01-5909','A329-5','MnQrTnwlj', 'SL')
('SL04652-2022-11-02-5984','S250-8','wOVivX', 'SU')
('SL12058-2022-11-01-5967','S249-15','NcQUndX', 'SL')
('AC22517-2022-11-01-5911','A329-7','eaNiBBVfO', 'LB')
('AC04652-2022-11-01-6065','A337-17','Vnk', 'SL')
('AC04652-2022-11-02-5937','A330-15','CNYKkIE', 'UB')
('SL12058-2022-11-01-5973','S249-21','SmzbyDmKBMMDPD', 'MB')
('SL22517-2022-11-01-5971','S249-19','VkZFBguqdSL', 'UB')
('AC12058-2022-11-01-6040','A336-10','lCta', 'UB')
('SL12058-2022-11-01-5978','S250-2','uoswlwbTPfyJhb', 'MB')
('AC04652-2022-11-02-5941','A331-1','yWeeDBIDj', 'LB')
('AC12058-2022-11-01-6042','A336-12','ZRtAwPTkvIimqx', 'SU')
('AC04652-2022-11-01-6070','A338-4','NAsSVrNz', 'UB')
('SL12058-2022-11-01-5982','S250-6','Op', 'UB')
('SL22517-2022-11-01-5977','S250-1','DBxdJk', 'LB')
('AC04652-2022-11-02-5944','A331-4','zjzPJox', 'UB')
('AC04652-2022-11-01-6072','A338-6','CTlTiJQpTNJyIg', 'SU')
('AC04652-2022-11-01-6073','A338-7','XFxQKf', 'LB')
('SL12058-2022-11-01-5986','S250-10','ULfdaxWPHa', 'MB')
('AC12058-2022-11-01-6050','A337-2','EtGREqqGChyKFQwD', 'LB')
('SL22517-2022-11-02-6094','S254-22','inJVilBE', 'UB')
('SL12058-2022-11-01-5989','S250-13','N', 'MB')
('SL04652-2022-11-01-5997','S250-21','rdqHmhIvnF', 'MB')
('SL22517-2022-11-02-6098','S255-2','PoARrKZ', 'MB')
('AC22517-2022-11-01-5932','A330-10','KVCkMj', 'UB')
('SL12058-2022-11-01-5993','S250-17','QAc', 'LB')
('AC04652-2022-11-01-6079','A338-13','syWnf', 'LB')
('AC22517-2022-11-02-6126','A341-6','FkFNRqD', 'SU')
('SL22517-2022-11-01-5984','S250-8','iJzNqGtqLvSR', 'SU')
('AC12058-2022-11-01-6056','A337-8','CaGdozahtoaIxhNc', 'LB')
('SL04652-2022-11-02-6015','S251-15','guESUTtXj', 'SL')
('SL12058-2022-11-01-6003','S251-3','oHcWL', 'UB')
('AC22517-2022-11-02-6133','A341-13','yGsxT', 'LB')
('AC22517-2022-11-01-5940','A330-18','Y', 'SU')
('SL04652-2022-11-01-6007','S251-7','HsotOXHAqzQKyuoW', 'SL')
('AC22517-2022-11-01-5941','A331-1','WoPMDIBpQI', 'LB')
('AC12058-2022-11-01-6061','A337-13','siiLBnPjus', 'LB')
('SL04652-2022-11-01-6009','S251-9','yxbozmtuMWX', 'LB')
('SL22517-2022-11-02-6112','S255-16','FALCmYaAYVpq', 'SU')
('AC04652-2022-11-01-6094','A339-10','vdqfbdVjCaXCEM', 'UB')
('AC04652-2022-11-01-6095','A339-11','PDZwQGFrzutvT', 'SL')
('AC04652-2022-11-01-6096','A339-12','krUc', 'SU')
('SL04652-2022-11-01-6014','S251-14','qFIWaDCJGIRHwjm', 'UB')
('AC04652-2022-11-02-5977','A333-1','AuLa', 'LB')
('SL22517-2022-11-02-6118','S255-22','pQFOtIDPEmsNrXuS', 'UB')
('AC04652-2022-11-02-5992','A333-16','ckORrtLfbPknZRj', 'UB')
('AC04652-2022-11-02-5994','A333-18','IwDvX', 'SU')
('AC04652-2022-11-01-6112','A340-10','SpAZ', 'UB')
('SL22517-2022-11-01-6017','S251-17','THLoKZio', 'LB')
('SL12058-2022-11-01-6034','S252-10','sCx', 'MB')
('AC22517-2022-11-01-5972','A332-14','VclleWTig', 'LB')
('SL22517-2022-11-02-6142','S256-22','ch', 'UB')
('SL12058-2022-11-01-6042','S252-18','jLPGucPunm', 'MB')
('AC12058-2022-11-01-6085','A339-1','rxmQoGHDvV', 'LB')
('SL04652-2022-11-02-6062','S253-14','vbBzSpuqCkyt', 'UB')
('SL22517-2022-11-01-6032','S252-8','DBjJpVgFZLsMZAD', 'SU')
('AC22517-2022-11-01-5976','A332-18','MjjpQsJwqCTARjb', 'SU')
('SL22517-2022-11-01-6037','S252-13','qMLtFpJP', 'MB')
('SL12058-2022-11-01-6050','S253-2','OQvERvCq', 'MB')
('AC22517-2022-11-01-5980','A333-4','TnSEI', 'UB')
('AC04652-2022-11-01-6124','A341-4','qgzgrkzyebijjSXL', 'UB')
('AC22517-2022-11-01-5981','A333-5','vgQBdirtu', 'SL')
('AC04652-2022-11-01-6126','A341-6','BvFmabnnfjUUNwot', 'SU')
('SL12058-2022-11-01-6054','S253-6','PEmfhwLh', 'UB')
('AC04652-2022-11-02-6025','A335-13','YgCjKOevz', 'LB')
('AC12058-2022-11-01-6097','A339-13','bZTfXshf', 'LB')
('AC12058-2022-11-01-6098','A339-14','VhrvcvmJhZ', 'LB')
('AC22517-2022-11-02-6180','A344-6','qadAAdKeNVCSL', 'SU')
('SL12058-2022-11-01-6057','S253-9','IWozYKlviLlci', 'LB')
('AC04652-2022-11-02-6030','A335-18','cXH', 'SU')
('SL22517-2022-11-02-6157','S257-13','PeiLMPDo', 'MB')
('AC04652-2022-11-01-6140','A342-2','aDmpgVriKJRXlcmJ', 'LB')
('AC04652-2022-11-02-6056','A337-8','icEkmpjlRnPS', 'LB')
('AC12058-2022-11-01-6122','A341-2','YVKi', 'LB')
('SL04652-2022-11-02-6102','S255-6','w', 'UB')
('SL04652-2022-11-02-6103','S255-7','LCAIzGTsEaxo', 'SL')
('AC12058-2022-11-01-6123','A341-3','MyBgVOiDoryQtJb', 'UB')
('AC22517-2022-11-02-6246','A347-18','KYkuqigBwp', 'SU')
('AC22517-2022-11-02-6247','A348-1','dDa', 'LB')
('AC22517-2022-11-02-6248','A348-2','D', 'LB')
('AC22517-2022-11-01-6058','A337-10','aknOKjcWWhoW', 'UB')
('AC04652-2022-11-01-6188','A344-14','ifIXrnjWYe', 'LB')
('AC04652-2022-11-02-6103','A340-1','emOtRMMthGjijJy', 'LB')
('SL22517-2022-11-01-6112','S255-16','FudKeuIWLrrpRiw', 'SU')
('AC12058-2022-11-01-6169','A343-13','KTidf', 'LB')
('AC04652-2022-11-01-6191','A344-17','iflsOdUWrUCAm', 'SL')
('AC12058-2022-11-01-6171','A343-15','YlvzhNJOI', 'UB')
('SL22517-2022-11-02-6234','S260-18','pddAzfc', 'MB')
('AC04652-2022-11-01-6193','A345-1','wiWkedQZiPThPZ', 'LB')
('SL04652-2022-11-01-6136','S256-16','IEFn', 'SU')
('AC22517-2022-11-01-6063','A337-15','bOp', 'UB')
('AC12058-2022-11-01-6176','A344-2','TiLSLauEduC', 'LB')
('SL12058-2022-11-01-6150','S257-6','YqSqLigR', 'UB')
('AC04652-2022-11-01-6222','A346-12','ENjSts', 'SU')
('SL04652-2022-11-01-6171','S258-3','QhByqJV', 'UB')
('AC22517-2022-11-02-6287','A350-5','xgGgCYKvT', 'SL')
('SL12058-2022-11-01-6151','S257-7','GoY', 'SL')
('AC22517-2022-11-01-6092','A339-8','RKW', 'LB')
('SL22517-2022-11-02-6265','S262-1','WUvk', 'LB')
('AC22517-2022-11-01-6095','A339-11','qQRsxmpmEWjLtVI', 'SL')
('AC04652-2022-11-02-6144','A342-6','ChP', 'SU')
('SL04652-2022-11-02-6188','S258-20','KUUEYgDIPXsKPfi', 'LB')
('AC22517-2022-11-01-6098','A339-14','nqZrfX', 'LB')
('SL22517-2022-11-02-6271','S262-7','LDnTlg', 'SL')
('SL22517-2022-11-02-6272','S262-8','TehrsXibxns', 'SU')
('SL12058-2022-11-01-6157','S257-13','QO', 'MB')
('AC12058-2022-11-01-6216','A346-6','NiYoSPE', 'SU')
('AC12058-2022-11-01-6217','A346-7','peHMfoCanHhsKc', 'LB')
('SL12058-2022-11-01-6166','S257-22','rHiSETmcLtXvJ', 'UB')
('AC04652-2022-11-01-6243','A347-15','lWCRSIiKQnNweC', 'UB')
('AC22517-2022-11-02-6300','A350-18','NZlKaILFuiKmYfRA', 'SU')
('AC04652-2022-11-01-6244','A347-16','YcF', 'UB')
('SL04652-2022-11-01-6190','S258-22','nHo', 'UB')
('AC12058-2022-11-01-6234','A347-6','HICytYcczQrcfL', 'SU')
('AC04652-2022-11-01-6250','A348-4','VzhDydIDS', 'UB')
('SL22517-2022-11-01-6167','S257-23','MsHaAQzzVpiEfYto', 'SL')
('AC04652-2022-11-02-6160','A343-4','VdbKrMpPTmtfkt', 'UB')
('SL04652-2022-11-01-6199','S259-7','TCQSnFsPP', 'SL')
('SL12058-2022-11-01-6182','S258-14','oUSaudMwKGoWaST', 'UB')
('SL04652-2022-11-02-6214','S259-22','rNmxXHl', 'UB')
('SL04652-2022-11-01-6202','S259-10','emTniVYTxUlKKRVe', 'MB')
('AC22517-2022-11-02-6311','A351-11','pOellPFVRXVVKyl', 'SL')
('AC04652-2022-11-02-6165','A343-9','zNmerVKwQXwgBQRC', 'UB')
('SL04652-2022-11-02-6228','S260-12','HJylrCh', 'LB')
('AC22517-2022-11-01-6120','A340-18','eTePLvCrSTBn', 'SU')
('SL12058-2022-11-01-6197','S259-5','TBZUotVyo', 'MB')
('SL12058-2022-11-01-6198','S259-6','cqaWhjcnm', 'UB')
('AC22517-2022-11-01-6127','A341-7','NiAkMBYtJwuMv', 'LB')
('AC04652-2022-11-02-6174','A343-18','vLCeMcsLtwOf', 'SU')
('AC04652-2022-11-02-6176','A344-2','VKtx', 'LB')
('AC22517-2022-11-02-6332','A352-14','spfVHQXjABfvu', 'LB')
('AC22517-2022-11-01-6128','A341-8','uFDT', 'LB')
('SL22517-2022-11-01-6189','S258-21','HCdIuGmvtf', 'MB')
('AC04652-2022-11-01-6280','A349-16','epmKMAdlDamWTGEY', 'UB')
('AC12058-2022-11-01-6260','A348-14','QPUCmWSbt', 'LB')
('SL12058-2022-11-01-6209','S259-17','sWTaEMEn', 'LB')
('SL22517-2022-11-02-6314','S264-2','vK', 'MB')
('AC04652-2022-11-01-6288','A350-6','RvDBCaOPsKiw', 'SU')
('AC22517-2022-11-02-6339','A353-3','K', 'UB')
('AC04652-2022-11-02-6183','A344-9','zjViG', 'UB')
('SL04652-2022-11-02-6248','S261-8','FIfAGUNGvKGKmHlx', 'SU')
('SL22517-2022-11-02-6318','S264-6','Iuvz', 'UB')
('AC04652-2022-11-01-6292','A350-10','aBqeLDJoTga', 'UB')
('SL22517-2022-11-02-6320','S264-8','AE', 'SU')
('SL12058-2022-11-01-6214','S259-22','vt', 'UB')
('AC04652-2022-11-01-6295','A350-13','gamLLs', 'LB')
('SL22517-2022-11-02-6323','S264-11','TnZznOPl', 'UB')
('AC22517-2022-11-01-6136','A341-16','RjrszfdIUTIWS', 'UB')
('SL04652-2022-11-02-6256','S261-16','UKm', 'SU')
('SL22517-2022-11-01-6195','S259-3','hmTceWK', 'UB')
('AC22517-2022-11-01-6137','A341-17','vcr', 'SL')
('SL12058-2022-11-01-6218','S260-2','cA', 'MB')
('AC22517-2022-11-02-6350','A353-14','FOlJZPE', 'LB')
('AC04652-2022-11-02-6194','A345-2','GOuKgXygBL', 'LB')
('AC04652-2022-11-01-6304','A351-4','yuIuGQJ', 'UB')
('SL12058-2022-11-01-6222','S260-6','HaZIEu', 'UB')
('SL22517-2022-11-02-6331','S264-19','fnFAlOySJ', 'UB')
('SL12058-2022-11-01-6224','S260-8','GzNTaCogn', 'SU')
('AC22517-2022-11-01-6142','A342-4','VcEKfIjdx', 'UB')
('AC12058-2022-11-01-6285','A350-3','PXjIFNuqbrOUT', 'UB')
('SL04652-2022-11-01-6247','S261-7','Y', 'SL')
('AC12058-2022-11-01-6288','A350-6','yyQSo', 'SU')
('SL22517-2022-11-02-6337','S265-1','ITIWR', 'LB')
('SL22517-2022-11-02-6338','S265-2','jsClcHhDsBpbylVS', 'MB')
('AC12058-2022-11-01-6291','A350-9','WNsHmhteSxIGwsAc', 'UB')
('SL12058-2022-11-01-6231','S260-15','bCYigvhLYG', 'SL')
('SL22517-2022-11-01-6208','S259-16','NPIzvXSZhqWK', 'SU')
('SL04652-2022-11-01-6254','S261-14','SzVutQzLwyQvVq', 'UB')
('AC04652-2022-11-01-6313','A351-13','fCp', 'LB')
('AC12058-2022-11-01-6293','A350-11','K', 'SL')
('AC04652-2022-11-01-6315','A351-15','agyyjx', 'UB')
('SL22517-2022-11-01-6213','S259-21','VlkmybERvL', 'MB')
('SL22517-2022-11-02-6344','S265-8','bvTKXlsEjCrcqWh', 'SU')
('AC12058-2022-11-01-6296','A350-14','nI', 'LB')
('AC22517-2022-11-02-6360','A354-6','iIxvDHwybaHNn', 'SU')
('SL22517-2022-11-02-6345','S265-9','UniMOh', 'LB')
('SL22517-2022-11-02-6346','S265-10','jv', 'MB')
('AC04652-2022-11-01-6318','A351-18','PFI', 'SU')
('AC12058-2022-11-01-6298','A350-16','OmSC', 'UB')
('SL04652-2022-11-01-6258','S261-18','nvHdaEpQQYdyi', 'MB')
('SL04652-2022-11-01-6260','S261-20','jrRzWjVTuwnQybH', 'LB')
('AC04652-2022-11-01-6320','A352-2','JcbQcIzg', 'LB')
('AC04652-2022-11-02-6210','A345-18','UvcfpiQWgTVty', 'SU')
('SL04652-2022-11-01-6263','S261-23','sDAnCg', 'SL')
('SL04652-2022-11-02-6270','S262-6','aUkVYNhoGNGCz', 'UB')
('SL12058-2022-11-01-6237','S260-21','CeVcfIRovTZdTTNl', 'MB')
('SL12058-2022-11-01-6238','S260-22','tG', 'UB')
('AC22517-2022-11-02-6365','A354-11','vernEtpqbnUT', 'SL')
('AC04652-2022-11-01-6325','A352-7','YterkMssdO', 'LB')
('SL12058-2022-11-01-6239','S260-23','RnsQnQqwZm', 'SL')
('AC22517-2022-11-01-6165','A343-9','pDDpd', 'UB')
('SL04652-2022-11-02-6277','S262-13','yGjvQVjYzevWX', 'MB')
('AC04652-2022-11-02-6265','A349-1','MkRjljz', 'LB')
('SL04652-2022-11-02-6338','S265-2','rxbZBib', 'MB')
('AC04652-2022-11-01-6384','A355-12','zzKXnvSWabj', 'SU')
('AC12058-2022-11-01-6362','A354-8','NfDdgslXSmtYDPW', 'LB')
('SL12058-2022-11-01-6299','S263-11','IvObO', 'UB')
('SL04652-2022-11-01-6320','S264-8','T', 'SU')
('AC04652-2022-11-01-6387','A355-15','SttXtzPQNx', 'UB')
('AC04652-2022-11-01-6388','A355-16','nbrVmmnIRi', 'UB')
('SL22517-2022-11-01-6275','S262-11','iAiidxJCUak', 'UB')
('AC12058-2022-11-01-6367','A354-13','MXJVRhw', 'LB')
('AC12058-2022-11-01-6373','A355-1','pEAIDyNacNRdTM', 'LB')
('AC04652-2022-11-02-6290','A350-8','HUwRSToPwZLIJW', 'LB')
('SL04652-2022-11-02-6353','S265-17','FezFrutfPNOCae', 'LB')
('AC12058-2022-11-01-6376','A355-4','eBtVZUbLbMeEEq', 'UB')
('SL04652-2022-11-02-6358','S265-22','nODrTSznWRjvuLJw', 'UB')
('AC22517-2022-11-02-6427','A358-1','DnfeUsWuANpuHwjX', 'LB')
('SL12058-2022-11-01-6317','S264-5','rZeosBvWPc', 'MB')
('SL22517-2022-11-02-6415','S268-7','r', 'SL')
('SL12058-2022-11-01-6319','S264-7','C', 'SL')
('AC12058-2022-11-01-6380','A355-8','VtcozcRQTkYoQwI', 'LB')
('SL22517-2022-11-01-6290','S263-2','xFcJSPT', 'MB')
('SL22517-2022-11-02-6418','S268-10','LoCyCmBvDqK', 'MB')
('AC22517-2022-11-01-6239','A347-11','PgvZ', 'SL')
('AC22517-2022-11-02-6432','A358-6','wDZunsHnlZiig', 'SU')
('AC04652-2022-11-01-6404','A356-14','HRazCXyxq', 'LB')
('AC12058-2022-11-01-6389','A355-17','rZgMSFusIm', 'SL')
('SL04652-2022-11-01-6351','S265-15','QcgaTXs', 'SL')
('SL22517-2022-11-01-6297','S263-9','ulEmGdMJIAm', 'LB')
('SL04652-2022-11-01-6357','S265-21','hsfTJai', 'MB')
('SL04652-2022-11-01-6358','S265-22','eNADlCrHiJ', 'UB')
('SL12058-2022-11-01-6336','S264-24','fvNZEoVC', 'SU')
('AC12058-2022-11-01-6395','A356-5','OeFu', 'SL')
('SL12058-2022-11-01-6338','S265-2','iXP', 'MB')
('AC12058-2022-11-01-6405','A356-15','QRRuivIZ', 'UB')
('AC12058-2022-11-01-6406','A356-16','x', 'UB')
('SL22517-2022-11-02-6431','S268-23','GatnexYvc', 'SL')
('SL22517-2022-11-02-6432','S268-24','Uq', 'SU')
('SL12058-2022-11-01-6357','S265-21','zRVoCm', 'MB')
('AC22517-2022-11-02-6472','A360-10','ZqFhQXtbLIS', 'UB')
('SL04652-2022-11-01-6402','S267-18','lmRxLiauPKpIkcu', 'MB')
('SL04652-2022-11-01-6403','S267-19','VksBG', 'UB')
('SL22517-2022-11-02-6456','S269-24','DOMg', 'SU')
('SL22517-2022-11-02-6457','S270-1','vNqCWKeDt', 'LB')
('SL22517-2022-11-01-6346','S265-10','qJJdUR', 'MB')
('SL22517-2022-11-01-6348','S265-12','MPJep', 'LB')
('AC04652-2022-11-02-6359','A354-5','qOpWlBcapbBx', 'SL')
('SL04652-2022-11-02-6415','S268-7','usGKy', 'SL')
('SL04652-2022-11-02-6416','S268-8','LO', 'SU')
('SL22517-2022-11-01-6350','S265-14','ozqWseyvxryB', 'UB')
('SL12058-2022-11-01-6387','S267-3','OoBl', 'UB')
('SL12058-2022-11-01-6388','S267-4','ZuyMlVKRuCrv', 'LB')
('SL04652-2022-11-02-6419','S268-11','BybOKufuTUksgLs', 'UB')
('SL04652-2022-11-01-6408','S267-24','PDPOgEAhPruWdxaQ', 'SU')
('AC22517-2022-11-02-6484','A361-4','m', 'UB')
('SL22517-2022-11-01-6357','S265-21','uMaAEt', 'MB')
('AC22517-2022-11-01-6291','A350-9','G', 'UB')
('AC22517-2022-11-01-6292','A350-10','sT', 'UB')
('AC04652-2022-11-01-6469','A360-7','lPTdSohJmqKjiL', 'LB')
('AC22517-2022-11-02-6490','A361-10','PJxXWI', 'UB')
('SL04652-2022-11-02-6425','S268-17','bJoRaJgeJn', 'LB')
('AC04652-2022-11-01-6470','A360-8','MXUhsFRG', 'LB')
('SL22517-2022-11-02-6466','S270-10','dBh', 'MB')
('SL22517-2022-11-02-6467','S270-11','XTUSrF', 'UB')
('SL12058-2022-11-01-6397','S267-13','FOvUyG', 'MB')
('AC22517-2022-11-01-6305','A351-5','jPNBAOxBedOGu', 'SL')
('AC04652-2022-11-01-6475','A360-13','ETYEz', 'LB')
('AC04652-2022-11-01-6476','A360-14','mbCPkMioDu', 'LB')
('AC22517-2022-11-01-6307','A351-7','drHO', 'LB')
('SL04652-2022-11-02-6435','S269-3','yA', 'UB')
('AC22517-2022-11-02-6505','A362-7','vOtBj', 'LB')
('SL22517-2022-11-01-6379','S266-19','lUdBcnFllkONzc', 'UB')
('AC12058-2022-11-01-6466','A360-4','VuUyPSTMuMJVrWN', 'UB')
('AC04652-2022-11-02-6387','A355-15','y', 'UB')
('AC22517-2022-11-01-6316','A351-16','GHVzxdwuAbWtXhzP', 'UB')
('SL12058-2022-11-01-6407','S267-23','JxZqXVskzgshOH', 'SL')
('SL22517-2022-11-02-6493','S271-13','kLgsLTIMjszIMil', 'MB')
('AC12058-2022-11-01-6471','A360-9','Q', 'UB')
('AC04652-2022-11-01-6495','A361-15','SiF', 'UB')
('SL22517-2022-11-02-6498','S271-18','LoEQAAIebPhLU', 'MB')
('AC04652-2022-11-02-6393','A356-3','z', 'UB')
('AC22517-2022-11-01-6329','A352-11','ISzgggMFYqSIvkF', 'SL')
('SL04652-2022-11-02-6455','S269-23','wiygoPbwqEOMW', 'SL')
('SL04652-2022-11-02-6456','S269-24','LoPWLilQqAdz', 'SU')
('AC04652-2022-11-01-6500','A362-2','hOhnvAHbaP', 'LB')
('AC12058-2022-11-01-6481','A361-1','Gr', 'LB')
('SL04652-2022-11-02-6459','S270-3','uaVGZeE', 'UB')
('SL04652-2022-11-02-6460','S270-4','QgKKjXtvURyr', 'LB')
('AC22517-2022-11-02-6530','A363-14','yIJV', 'LB')
('SL04652-2022-11-02-6463','S270-7','qWUbrRZRfCaOQamg', 'SL')
('AC04652-2022-11-02-6404','A356-14','FJDUGKbkP', 'LB')
('SL12058-2022-11-01-6421','S268-13','APdURELzvrj', 'MB')
('AC04652-2022-11-02-6412','A357-4','shcPX', 'UB')
('SL22517-2022-11-01-6416','S268-8','Yu', 'SU')
('SL04652-2022-11-01-6460','S270-4','VvbUUBU', 'LB')
('AC04652-2022-11-02-6423','A357-15','urObExOVxT', 'UB')
('AC22517-2022-11-02-6568','A365-16','wAnwSFOMMIAKSvY', 'UB')
('AC04652-2022-11-02-6436','A358-10','SRdMijRuwORMGgo', 'UB')
('AC22517-2022-11-01-6368','A354-14','bGsOCIDsXeIFm', 'LB')
('SL22517-2022-11-01-6437','S269-5','koDWQCH', 'MB')
('SL12058-2022-11-01-6455','S269-23','JNkab', 'SL')
('AC22517-2022-11-01-6371','A354-17','Orwnu', 'SL')
('SL22517-2022-11-02-6553','S274-1','ERgSGJkTwEkZkzGm', 'LB')
('AC22517-2022-11-02-6579','A366-9','WfkM', 'UB')
('AC04652-2022-11-02-6448','A359-4','uxcorgjTaFp', 'UB')
('AC22517-2022-11-01-6379','A355-7','ojzBl', 'LB')
('AC22517-2022-11-01-6381','A355-9','WTJuF', 'UB')
('SL04652-2022-11-01-6489','S271-9','qOqHsyjxLWVf', 'LB')
('AC22517-2022-11-02-6587','A366-17','QmQ', 'SL')
('SL22517-2022-11-02-6562','S274-10','nSMfExkxEBY', 'MB')
('AC04652-2022-11-01-6549','A364-15','HWnIsvidNCnG', 'UB')
('SL22517-2022-11-01-6449','S269-17','MbdmWg', 'LB')
('SL04652-2022-11-02-6560','S274-8','uzRkHx', 'SU')
('SL22517-2022-11-01-6477','S270-21','ZlnydyETFDbekr', 'MB')
('SL04652-2022-11-01-6526','S272-22','IpSVaYTr', 'UB')
('SL22517-2022-11-02-6595','S275-19','pioxuLtBZHmEJ', 'UB')
('AC22517-2022-11-01-6434','A358-8','rhxP', 'LB')
('SL04652-2022-11-02-6569','S274-17','rWVTryWaBxlQjc', 'LB')
('SL04652-2022-11-01-6533','S273-5','mWArVzTlEaUo', 'MB')
('AC22517-2022-11-02-6623','A368-17','dNyQAQA', 'SL')
('SL22517-2022-11-02-6601','S276-1','jECztADbYlHoWM', 'LB')
('AC22517-2022-11-01-6439','A358-13','BonaLd', 'LB')
('AC22517-2022-11-02-6625','A369-1','dEYWN', 'LB')
('AC22517-2022-11-01-6442','A358-16','AXlrI', 'UB')
('SL04652-2022-11-02-6574','S274-22','laGSjYelcNK', 'UB')
('AC04652-2022-11-01-6597','A367-9','UuLyWAbWB', 'UB')
('AC22517-2022-11-01-6448','A359-4','QkbP', 'UB')
('AC22517-2022-11-02-6643','A370-1','kpCxsKpYLn', 'LB')
('SL22517-2022-11-01-6542','S273-14','n', 'UB')
('SL22517-2022-11-02-6648','S277-24','o', 'SU')
('AC04652-2022-11-02-6562','A365-10','AgyCoOdjU', 'UB')
('SL22517-2022-11-01-6556','S274-4','VNfVBdwQSqNx', 'LB')
('AC04652-2022-11-01-6653','A370-11','RQFaCDMszjB', 'SL')
('SL12058-2022-11-01-6575','S274-23','gqtMjJXUchb', 'SL')
('AC04652-2022-11-02-6573','A366-3','LktlqdFxqy', 'UB')
('AC22517-2022-11-01-6502','A362-4','NLGQhcGByo', 'UB')
('SL04652-2022-11-02-6643','S277-19','ntTxiyNahZ', 'UB')
('SL04652-2022-11-02-6644','S277-20','lySBvGfszoeOH', 'LB')
('SL04652-2022-11-02-6645','S277-21','FQ', 'MB')
('AC22517-2022-11-02-6696','A372-18','kqdrYcaDCssq', 'SU')
('SL22517-2022-11-02-6672','S278-24','ytr', 'SU')
('AC04652-2022-11-02-6583','A366-13','d', 'LB')
('AC22517-2022-11-01-6507','A362-9','ldzCmtynj', 'UB')
('AC22517-2022-11-01-6508','A362-10','OLtXZkP', 'UB')
('SL22517-2022-11-02-6676','S279-4','KFzYVQSuK', 'LB')
('SL04652-2022-11-01-6590','S275-14','NxYDQncwnSNTR', 'UB')
('AC04652-2022-11-02-6587','A366-17','Mjn', 'SL')
('AC22517-2022-11-01-6511','A362-13','sSbLcnJPDJCNBu', 'LB')
('SL04652-2022-11-01-6612','S276-12','qwjfyKBJngemzJZ', 'LB')
('SL22517-2022-11-01-6587','S275-11','FOCJWHjq', 'UB')
('SL04652-2022-11-02-6673','S279-1','GaKNRze', 'LB')
('SL04652-2022-11-01-6616','S276-16','AePvRHFXmLqbk', 'SU')
('AC12058-2022-11-01-6664','A371-4','NPzUFgVkzCEohYl', 'UB')
('AC22517-2022-11-02-6727','A374-13','OcoFHRXiqyKh', 'LB')
('SL04652-2022-11-01-6619','S276-19','CXpH', 'UB')
