('AC12058-2022-11-01-2019','A113-3','ejzAKW', 'UB')
('SL04652-2022-11-02-7203','S301-3','SayxtHfKXh', 'UB')
('AC04652-2022-11-02-7234','A402-16','L', 'UB')
('AC22517-2022-11-01-7258','A404-4','SgtdUEO', 'UB')
('SL22517-2022-11-02-7203','S301-3','emtRLbvrXkjg', 'UB')
('SL04652-2022-11-01-7189','S300-13','GWSB', 'MB')
('AC12058-2022-11-01-7258','A404-4','WtqgwmC', 'UB')
('AC04652-2022-11-01-7543','A420-1','wftEzt', 'LB')
('AC12058-2022-11-01-7261','A404-7','FHPw', 'LB')
('AC22517-2022-11-01-7271','A404-17','REmYLMUllGFqzhv', 'SL')
('SL22517-2022-11-02-7297','S305-1','MCRUkDhBtm', 'LB')
('SL22517-2022-11-02-7299','S305-3','tprVXE', 'UB')
('AC12058-2022-11-01-7351','A409-7','ymmuuMpSPezu', 'LB')
('SL04652-2022-11-01-7281','S304-9','Ctzh', 'LB')
('SL12058-2022-11-01-7145','S298-17','oSfJiVElc', 'LB')
('SL22517-2022-11-01-7207','S301-7','aVE', 'SL')
('SL22517-2022-11-01-7209','S301-9','iUnx', 'LB')
('SL04652-2022-11-01-7288','S304-16','hZyKSshzrISVF', 'SU')
('AC22517-2022-11-01-7386','A411-6','eaJGpxFQIdbpPZB', 'SU')
('AC04652-2022-11-02-7385','A411-5','HbSCv', 'SL')
('SL22517-2022-11-01-7249','S303-1','A', 'LB')
('AC04652-2022-11-01-7668','A426-18','CXfyjebjgqr', 'SU')
('AC22517-2022-11-01-7394','A411-14','FPghlJDR', 'LB')
('SL12058-2022-11-01-7194','S300-18','eyoTBzGX', 'MB')
('AC22517-2022-11-01-7396','A411-16','xKEtwQJNJPk', 'UB')
('SL12058-2022-11-01-7195','S300-19','mOvHZKqXA', 'UB')
('AC12058-2022-11-01-7400','A412-2','jH', 'LB')
('SL22517-2022-11-01-7251','S303-3','GVm', 'UB')
('AC22517-2022-11-02-7457','A415-5','UEUSMTBoLwBh', 'SL')
('SL22517-2022-11-01-7256','S303-8','Aoo', 'SU')
('AC22517-2022-11-01-7405','A412-7','OrFBrY', 'LB')
('SL04652-2022-11-02-7345','S307-1','jOyB', 'LB')
('SL22517-2022-11-02-7360','S307-16','uGFD', 'SU')
('SL04652-2022-11-02-7347','S307-3','pFT', 'UB')
('AC22517-2022-11-01-7408','A412-10','YsDhJtOy', 'UB')
('AC22517-2022-11-02-7465','A415-13','ydV', 'LB')
('SL04652-2022-11-02-7350','S307-6','qsoApAUX', 'UB')
('AC22517-2022-11-01-7412','A412-14','pst', 'LB')
('AC22517-2022-11-02-7473','A416-3','fRmbsIosueXNg', 'UB')
('SL04652-2022-11-02-7372','S308-4','vNraiEFw', 'LB')
('AC04652-2022-11-02-7422','A413-6','bRHnQQHrbSYAmJ', 'SU')
('SL04652-2022-11-01-7379','S308-11','Bcp', 'UB')
('AC22517-2022-11-02-7508','A418-2','gllDpfNafgVXT', 'LB')
('SL04652-2022-11-01-7381','S308-13','CDtbN', 'MB')
('AC04652-2022-11-01-7711','A429-7','TSzRgZN', 'LB')
('AC22517-2022-11-02-7540','A419-16','L', 'UB')
('AC04652-2022-11-01-7740','A430-18','vGnYoRlrGmmRp', 'SU')
('AC04652-2022-11-02-7478','A416-8','TGwgXBo', 'LB')
('SL12058-2022-11-01-7271','S303-23','FYprcM', 'SL')
('SL22517-2022-11-02-7479','S312-15','hhzPEjyktdsA', 'SL')
('SL04652-2022-11-02-7466','S312-2','YcrPLOaknrBF', 'MB')
('AC04652-2022-11-01-7780','A433-4','b', 'UB')
('AC22517-2022-11-01-7517','A418-11','UnHcIdM', 'SL')
('SL22517-2022-11-02-7519','S314-7','ZwKhKD', 'SL')
('SL22517-2022-11-01-7405','S309-13','ekoXHH', 'MB')
('AC12058-2022-11-01-7564','A421-4','wzjbWsWF', 'UB')
('SL04652-2022-11-02-7511','S313-23','ruuAorWsoeSjn', 'SL')
('AC22517-2022-11-01-7568','A421-8','DFOWEe', 'LB')
('SL22517-2022-11-01-7416','S309-24','XeQ', 'SU')
('AC12058-2022-11-01-7573','A421-13','iaLiUhHGUgBfuk', 'LB')
('AC12058-2022-11-01-7574','A421-14','oPtCXmAQzZhQ', 'LB')
('AC22517-2022-11-02-7631','A424-17','iAdo', 'SL')
('AC12058-2022-11-01-7577','A421-17','JGyoiMzSkWjKnLei', 'SL')
('SL22517-2022-11-01-7426','S310-10','ziiBX', 'MB')
('AC22517-2022-11-01-7597','A423-1','rXHzMcrFWHlfCYXB', 'LB')
('SL04652-2022-11-02-7539','S315-3','cZcRP', 'UB')
('AC22517-2022-11-02-7655','A426-5','KWSsQzYxEcYOlO', 'SL')
('AC04652-2022-11-01-7873','A438-7','hQaAdQtiQELnz', 'LB')
('AC04652-2022-11-01-7875','A438-9','OO', 'UB')
('AC22517-2022-11-01-7616','A424-2','KFOfmVJ', 'LB')
('SL22517-2022-11-01-7464','S311-24','TjLrbgNwMTsWR', 'SU')
('AC04652-2022-11-02-7640','A425-8','OgzrUvou', 'LB')
('AC04652-2022-11-01-7891','A439-7','EOWP', 'LB')
('SL12058-2022-11-01-7425','S310-9','umPxd', 'LB')
('AC04652-2022-11-02-7647','A425-15','v', 'UB')
('AC12058-2022-11-01-7642','A425-10','BnJlStXJLtzMi', 'UB')
('SL12058-2022-11-01-7447','S311-7','RZwWz', 'SL')
('SL04652-2022-11-01-7582','S316-22','arWSpTgcLHlhA', 'UB')
('AC22517-2022-11-02-7722','A429-18','EZ', 'SU')
('AC04652-2022-11-02-7670','A427-2','RCGoO', 'LB')
('AC12058-2022-11-01-7667','A426-17','ASeotYDbOIMmDRuN', 'SL')
('AC22517-2022-11-01-7667','A426-17','cvLtf', 'SL')
('AC12058-2022-11-01-7669','A427-1','RjMxCopaU', 'LB')
('SL12058-2022-11-01-7458','S311-18','xAhcSOQUnBZqcnl', 'MB')
('AC22517-2022-11-01-7669','A427-1','GeoTpmGLchK', 'LB')
('AC04652-2022-11-02-7703','A428-17','coyQmeKNHyBQhtoR', 'SL')
('AC22517-2022-11-01-7694','A428-8','jTVvj', 'LB')
('AC04652-2022-11-02-7706','A429-2','voSvsEzvgnEbqd', 'LB')
('SL04652-2022-11-02-7631','S318-23','aZOfvyaIfgPy', 'SL')
('AC04652-2022-11-02-7708','A429-4','tvEhuecPBJoB', 'UB')
('AC04652-2022-11-01-8040','A447-12','TNzkQmqOBrXpd', 'SU')
('SL22517-2022-11-02-7720','S322-16','RKFAGQwnduB', 'SU')
('SL22517-2022-11-02-7721','S322-17','oO', 'LB')
('SL12058-2022-11-01-7558','S315-22','IsmC', 'UB')
('AC04652-2022-11-01-8050','A448-4','nljXBgxT', 'UB')
('SL22517-2022-11-01-7647','S319-15','bnHJgRoqWUIh', 'SL')
('AC22517-2022-11-01-7811','A434-17','IhOFbB', 'SL')
('AC04652-2022-11-02-7823','A435-11','rOOungIxQc', 'SL')
('SL04652-2022-11-01-7725','S322-21','ySaIVakCjCtovxUx', 'MB')
('AC22517-2022-11-02-7881','A438-15','yZzmYjis', 'UB')
('AC04652-2022-11-01-8111','A451-11','xljPdIEqR', 'SL')
('AC22517-2022-11-02-7931','A441-11','XObEzNRYagGVw', 'SL')
('AC22517-2022-11-01-7860','A437-12','KluPUoSViS', 'SU')
('SL04652-2022-11-01-7789','S325-13','h', 'MB')
('AC22517-2022-11-01-7862','A437-14','UzAI', 'LB')
('SL04652-2022-11-02-7827','S327-3','QPXzhtmPc', 'UB')
('SL22517-2022-11-01-7740','S323-12','zDUgaHNIK', 'LB')
('AC04652-2022-11-01-8146','A453-10','BScDazdEDqqiTOUv', 'UB')
('AC22517-2022-11-01-7881','A438-15','OPYWgR', 'UB')
('AC22517-2022-11-01-7882','A438-16','ZFpfBRFmhqdFtLPJ', 'UB')
('AC04652-2022-11-02-7907','A440-5','CIyijLYWCNbqb', 'SL')
('SL04652-2022-11-01-7823','S326-23','YAEuQyXTCRQJ', 'SL')
('AC22517-2022-11-01-7886','A439-2','TRWxsJgI', 'LB')
('SL12058-2022-11-01-7653','S319-21','FSPJCsMDcdpVK', 'MB')
('AC12058-2022-11-01-7887','A439-3','bNSxxxP', 'UB')
('AC04652-2022-11-01-8151','A453-15','aebWzFOaHeYf', 'UB')
('AC22517-2022-11-02-7965','A443-9','Dl', 'UB')
('SL22517-2022-11-01-7756','S324-4','wgvDSdffSe', 'LB')
('SL04652-2022-11-01-7835','S327-11','LKldxri', 'UB')
('SL12058-2022-11-01-7661','S320-5','jdM', 'MB')
('AC04652-2022-11-01-8157','A454-3','GWv', 'UB')
('AC12058-2022-11-01-7892','A439-8','Ak', 'LB')
('SL04652-2022-11-01-7839','S327-15','LsrHf', 'SL')
('AC12058-2022-11-01-7898','A439-14','iBJ', 'LB')
('SL04652-2022-11-01-7881','S329-9','SDwTpLlobsAsYI', 'LB')
('SL12058-2022-11-01-7717','S322-13','Tl', 'MB')
('SL22517-2022-11-02-7886','S329-14','cUpNrDhrnv', 'UB')
('SL22517-2022-11-02-7887','S329-15','lL', 'SL')
('AC04652-2022-11-02-7966','A443-10','rylUzvrKU', 'UB')
('SL22517-2022-11-02-7889','S329-17','mowpYyF', 'LB')
('AC12058-2022-11-01-7953','A442-15','vNpgEdrdJmmjjf', 'UB')
('SL22517-2022-11-02-7893','S329-21','vIwv', 'MB')
('AC04652-2022-11-01-8216','A457-8','o', 'LB')
('SL04652-2022-11-01-7896','S329-24','HzKqye', 'SU')
('AC22517-2022-11-01-7955','A442-17','SKodKIKqmcFHk', 'SL')
('AC04652-2022-11-01-8222','A457-14','uXhCEWwTUcmxCrt', 'LB')
('SL04652-2022-11-02-7904','S330-8','wHqgy', 'SU')
('AC12058-2022-11-01-7967','A443-11','rKkRSOGzKGJmfq', 'SL')
('AC04652-2022-11-02-8091','A450-9','tvHHJ', 'UB')
('SL12058-2022-11-01-7844','S327-20','wJtqO', 'LB')
('SL04652-2022-11-02-8018','S335-2','FaoaBoilHYHKf', 'MB')
('AC22517-2022-11-02-8137','A453-1','YAWZ', 'LB')
('SL04652-2022-11-02-8020','S335-4','BWcsQXytvKhM', 'LB')
('SL12058-2022-11-01-7861','S328-13','cP', 'MB')
('AC04652-2022-11-01-8350','A464-16','yQtLkWIpiZa', 'UB')
('AC04652-2022-11-01-8351','A464-17','JtNOWqRWYn', 'SL')
('AC04652-2022-11-02-8099','A450-17','zAqvh', 'SL')
('AC12058-2022-11-01-8086','A450-4','ENXqZXSWLYIz', 'UB')
('SL22517-2022-11-02-8031','S335-15','uyY', 'SL')
('AC12058-2022-11-01-8088','A450-6','gP', 'SU')
('SL12058-2022-11-01-7869','S328-21','wszCfUOqJ', 'MB')
('AC22517-2022-11-02-8143','A453-7','utKoxfDimCycH', 'LB')
('SL04652-2022-11-01-8039','S335-23','sM', 'SL')
('SL04652-2022-11-02-8024','S335-8','yLAfTDYiLfEMGpz', 'SU')
('AC22517-2022-11-02-8146','A453-10','XclEXvjNs', 'UB')
('AC04652-2022-11-02-8115','A451-15','r', 'UB')
('SL22517-2022-11-02-8039','S335-23','YDegFY', 'SL')
('AC04652-2022-11-02-8118','A451-18','z', 'SU')
('AC04652-2022-11-01-8362','A465-10','GV', 'UB')
('SL04652-2022-11-02-8032','S335-16','URdkukWhQS', 'SU')
('AC22517-2022-11-01-8081','A449-17','oIVgSmVa', 'SL')
('SL04652-2022-11-01-8051','S336-11','DjzgUyREDMCTCw', 'UB')
('AC04652-2022-11-01-8363','A465-11','XQJvDzDiAnpX', 'SL')
('SL22517-2022-11-01-7947','S332-3','QtLLDG', 'UB')
('SL12058-2022-11-01-7884','S329-12','aQvWzlNZMJBD', 'LB')
('AC22517-2022-11-02-8159','A454-5','gM', 'SL')
('AC22517-2022-11-02-8160','A454-6','GFXwdpOIvcR', 'SU')
('AC22517-2022-11-02-8161','A454-7','SCHeHYhFBiHXRnZ', 'LB')
('SL04652-2022-11-02-8040','S335-24','VuLRaZaSqOrUQygs', 'SU')
('AC22517-2022-11-02-8163','A454-9','wGqiEm', 'UB')
('SL22517-2022-11-02-8043','S336-3','xemcW', 'UB')
('SL04652-2022-11-01-8056','S336-16','JHevoOuNWYLO', 'SU')
('AC04652-2022-11-02-8131','A452-13','VtqPDoaH', 'LB')
('AC22517-2022-11-02-8165','A454-11','dGOAsLRU', 'SL')
('AC04652-2022-11-02-8133','A452-15','JeQzRMTN', 'UB')
('AC04652-2022-11-01-8367','A465-15','Vou', 'UB')
('AC22517-2022-11-01-8091','A450-9','oNGlBxhsPW', 'UB')
('SL04652-2022-11-02-8044','S336-4','L', 'LB')
('SL22517-2022-11-02-8050','S336-10','EhdEJERuUgE', 'MB')
('AC12058-2022-11-01-8114','A451-14','ZjGsp', 'LB')
('AC12058-2022-11-01-8115','A451-15','NykXUQb', 'UB')
('AC04652-2022-11-01-8377','A466-7','oBsTHRwhODp', 'LB')
('SL04652-2022-11-01-8079','S337-15','v', 'SL')
('SL04652-2022-11-02-8059','S336-19','tLBoVfqdWPg', 'UB')
('AC12058-2022-11-01-8132','A452-14','X', 'LB')
('AC22517-2022-11-02-8187','A455-15','pyhMr', 'UB')
('SL04652-2022-11-02-8062','S336-22','GuNv', 'UB')
('AC04652-2022-11-02-8160','A454-6','XpMBtyDVeCllGkZ', 'SU')
('AC12058-2022-11-01-8134','A452-16','ByumCnGJDnGzWfA', 'UB')
('AC22517-2022-11-02-8202','A456-12','iQCZOeyqQ', 'SU')
('AC22517-2022-11-01-8133','A452-15','AV', 'UB')
('SL12058-2022-11-01-7944','S331-24','FjJnidqwVDwmcsp', 'SU')
('AC22517-2022-11-02-8211','A457-3','XwpjEvSAVCu', 'UB')
('AC04652-2022-11-01-8420','A468-14','yUEEXukyYbmCQTt', 'LB')
('SL04652-2022-11-01-8117','S339-5','KmCNjBBtGcBrGSS', 'MB')
('AC12058-2022-11-01-8164','A454-10','ETEHnnrQybVKmLA', 'UB')
('SL12058-2022-11-01-7954','S332-10','ybwlinEQrOg', 'MB')
('AC22517-2022-11-02-8221','A457-13','PYHZjnv', 'LB')
('SL22517-2022-11-01-8004','S334-12','MJpB', 'LB')
('AC04652-2022-11-01-8426','A469-2','kTdAnSJ', 'LB')
('SL04652-2022-11-01-8131','S339-19','wgKYf', 'UB')
('SL22517-2022-11-02-8110','S338-22','rzcz', 'UB')
('SL22517-2022-11-01-8050','S336-10','gIzkLtrb', 'MB')
('SL22517-2022-11-01-8073','S337-9','DFg', 'LB')
('SL22517-2022-11-02-8159','S340-23','svrSiZs', 'SL')
('AC12058-2022-11-01-8221','A457-13','pQVcsskkyf', 'LB')
('SL04652-2022-11-01-8185','S342-1','JrrJLqHihf', 'LB')
('AC04652-2022-11-01-8493','A472-15','MERBWtHFAebpZg', 'UB')
('SL12058-2022-11-01-8023','S335-7','C', 'SL')
('AC12058-2022-11-01-8231','A458-5','dkBvdKLt', 'SL')
('AC04652-2022-11-01-8533','A475-1','B', 'LB')
('AC04652-2022-11-02-8318','A463-2','flmwNnN', 'LB')
('AC22517-2022-11-02-8348','A464-14','aScNFvdBFsWPTNif', 'LB')
('SL22517-2022-11-01-8145','S340-9','Zdax', 'LB')
('SL04652-2022-11-01-8236','S344-4','zkOTGwTZ', 'LB')
('SL04652-2022-11-01-8237','S344-5','tpJvK', 'MB')
('SL04652-2022-11-02-8211','S343-3','QCCDIaLKav', 'UB')
('SL12058-2022-11-01-8081','S337-17','LpsqMcTuXxSFqrT', 'LB')
('SL22517-2022-11-01-8152','S340-16','CTvlVrdZNUo', 'SU')
('AC12058-2022-11-01-8297','A461-17','OCEtK', 'SL')
('SL22517-2022-11-01-8164','S341-4','zCER', 'LB')
('AC04652-2022-11-02-8338','A464-4','YYapywtxuy', 'UB')
('SL04652-2022-11-01-8255','S344-23','rwcZ', 'SL')
('AC12058-2022-11-01-8310','A462-12','uxtLKllb', 'SU')
('AC04652-2022-11-02-8343','A464-9','DNM', 'UB')
('AC04652-2022-11-02-8355','A465-3','eMwPAPiuSs', 'UB')
('SL04652-2022-11-02-8244','S344-12','fEiL', 'LB')
('AC22517-2022-11-01-8311','A462-13','TcImEkfYnZWkM', 'LB')
('AC12058-2022-11-01-8348','A464-14','FiGUhgkdgLKiK', 'LB')
('AC04652-2022-11-02-8397','A467-9','GUHAZPVerY', 'UB')
('AC22517-2022-11-01-8347','A464-13','nQkN', 'LB')
('AC04652-2022-11-01-8637','A480-15','f', 'UB')
('AC04652-2022-11-02-8430','A469-6','jJvWiooTFKIY', 'SU')
('SL12058-2022-11-01-8174','S341-14','OyZznEDqATaNwvg', 'UB')
('AC04652-2022-11-02-8439','A469-15','LOLfzZJnhR', 'UB')
('AC04652-2022-11-01-8664','A482-6','SAUSmsrCZx', 'SU')
('SL04652-2022-11-02-8338','S348-10','ZgqIodTPWdf', 'MB')
('SL04652-2022-11-02-8341','S348-13','wQafVRpptFy', 'MB')
('AC22517-2022-11-01-8413','A468-7','kobGgG', 'LB')
('AC04652-2022-11-02-8468','A471-8','IutGcsXDRj', 'LB')
('SL12058-2022-11-01-8207','S342-23','llUJpTxlKmjVdz', 'SL')
('AC22517-2022-11-01-8416','A468-10','We', 'UB')
('SL04652-2022-11-01-8371','S349-19','kAAaXdbPiOcFHZ', 'UB')
('AC04652-2022-11-01-8689','A483-13','VMuzwjqVVWJEHL', 'LB')
('SL04652-2022-11-02-8368','S349-16','UR', 'SU')
('SL04652-2022-11-01-8387','S350-11','QiuRbWznuH', 'UB')
('AC22517-2022-11-01-8433','A469-9','wShJNrnZftQ', 'UB')
('SL04652-2022-11-01-8450','S353-2','clWQeERWY', 'MB')
('AC12058-2022-11-01-8485','A472-7','nztfMhLI', 'LB')
('SL12058-2022-11-01-8292','S346-12','Hn', 'LB')
('SL22517-2022-11-01-8396','S350-20','tZdVEAtDmEEX', 'LB')
('SL12058-2022-11-01-8307','S347-3','aVEcXPAxFtxrTGN', 'UB')
('AC22517-2022-11-01-8538','A475-6','XkNdTFS', 'SU')
('SL04652-2022-11-02-8476','S354-4','tKvFszwWKgYgk', 'LB')
('SL22517-2022-11-02-8473','S354-1','qSW', 'LB')
('AC04652-2022-11-02-8628','A480-6','uFDfpWjNAUzN', 'SU')
('AC22517-2022-11-02-8657','A481-17','ZfnWy', 'SL')
('SL04652-2022-11-01-8527','S356-7','tPOQlgxhtXWITt', 'SL')
('AC22517-2022-11-02-8665','A482-7','Oyti', 'LB')
('AC22517-2022-11-02-8666','A482-8','unfUnXQs', 'LB')
('AC12058-2022-11-01-8573','A477-5','jHPVdSswwxuvA', 'SL')
('AC22517-2022-11-01-8579','A477-11','uDAVQiAxVyQ', 'SL')
('AC12058-2022-11-01-8576','A477-8','NYEJFeSczaJWI', 'LB')
('SL22517-2022-11-02-8499','S355-3','ehPxsx', 'UB')
('AC22517-2022-11-01-8582','A477-14','y', 'LB')
('AC04652-2022-11-02-8644','A481-4','KPFiMEv', 'UB')
('AC04652-2022-11-01-8848','A492-10','OKGnWKEiSUwqd', 'UB')
('SL22517-2022-11-02-8506','S355-10','rIXiVygyblGIdcOy', 'MB')
('AC22517-2022-11-01-8637','A480-15','Tscu', 'UB')
('SL04652-2022-11-02-8573','S358-5','UQmstBVhvh', 'MB')
('SL04652-2022-11-01-8580','S358-12','IrgfyykIPq', 'LB')
('SL04652-2022-11-02-8575','S358-7','OKDbevq', 'SL')
('SL04652-2022-11-02-8576','S358-8','pgIHWGHF', 'SU')
('SL22517-2022-11-01-8525','S356-5','tukxIGkbhZIhOlK', 'MB')
('SL12058-2022-11-01-8426','S352-2','NLoQpASCY', 'MB')
('AC12058-2022-11-01-8639','A480-17','bgPJfME', 'SL')
('SL22517-2022-11-02-8547','S357-3','rfR', 'UB')
('AC12058-2022-11-01-8657','A481-17','hhjZLxxOLlPpuEuJ', 'SL')
('SL22517-2022-11-02-8568','S357-24','kYnuXlRpkJQnmMy', 'SU')
('AC04652-2022-11-01-8933','A497-5','wjYxWBOnPKsR', 'SL')
('SL12058-2022-11-01-8453','S353-5','rAFgGRoypn', 'MB')
('AC12058-2022-11-01-8672','A482-14','SOtftUBQXJJqNvk', 'LB')
('SL04652-2022-11-01-8612','S359-20','vhfdY', 'LB')
('AC22517-2022-11-02-8751','A487-3','QmvbEAzQ', 'UB')
('AC22517-2022-11-02-8752','A487-4','OcMv', 'UB')
('AC04652-2022-11-01-8958','A498-12','JtqHvWFrhBjIdhSc', 'SU')
('AC12058-2022-11-01-8704','A484-10','JoVMExXZcoaxoiJ', 'UB')
('AC04652-2022-11-02-8759','A487-11','KQGJujddozpaO', 'SL')
('SL12058-2022-11-01-8495','S354-23','BRypEzlHkrCy', 'SL')
('SL22517-2022-11-02-8612','S359-20','OpJUkz', 'LB')
('AC12058-2022-11-01-8710','A484-16','c', 'UB')
('AC22517-2022-11-01-8718','A485-6','zL', 'SU')
('SL04652-2022-11-01-8702','S363-14','tZtLVQaQTWufh', 'UB')
('AC04652-2022-11-02-8848','A492-10','bSbwaDbJRjZ', 'UB')
('AC12058-2022-11-01-8785','A489-1','gEQlpTFRVFYvxnTz', 'LB')
('SL22517-2022-11-01-8701','S363-13','NPrXLPPKWTk', 'MB')
('AC22517-2022-11-02-8867','A493-11','SnomUP', 'SL')
('SL22517-2022-11-02-8723','S364-11','rfSzYjOKSMzpxFgD', 'UB')
('AC04652-2022-11-02-8863','A493-7','zwvoKc', 'LB')
('SL22517-2022-11-01-8705','S363-17','YwilsnvsGPu', 'LB')
('SL22517-2022-11-01-8706','S363-18','adprvUxzCj', 'MB')
('SL04652-2022-11-02-8754','S365-18','S', 'MB')
('AC04652-2022-11-01-9092','A506-2','KjMfYODvSRUksR', 'LB')
('SL12058-2022-11-01-8599','S359-7','Ww', 'SL')
('AC12058-2022-11-01-8813','A490-11','TEViRZ', 'SL')
('AC22517-2022-11-02-8911','A496-1','VajAKXMEVUkKpKNr', 'LB')
('SL22517-2022-11-02-8831','S368-23','dtIsrRL', 'SL')
('SL22517-2022-11-02-8834','S369-2','nQYC', 'MB')
('AC04652-2022-11-01-9180','A510-18','zGWMVoVhmRI', 'SU')
('AC22517-2022-11-02-8966','A499-2','VIYXoL', 'LB')
('SL04652-2022-11-01-8879','S370-23','pVFl', 'SL')
('SL22517-2022-11-01-8838','S369-6','Uwemb', 'UB')
('SL04652-2022-11-01-8881','S371-1','VTdDPJieezbVt', 'LB')
('SL22517-2022-11-01-8845','S369-13','Uds', 'MB')
('SL04652-2022-11-02-8900','S371-20','ELgmLa', 'LB')
('SL04652-2022-11-02-8901','S371-21','VYFYywaJyDicVmSy', 'MB')
('SL22517-2022-11-02-8891','S371-11','cqhLcyqSeupqlCw', 'UB')
('SL12058-2022-11-01-8749','S365-13','yER', 'MB')
('SL04652-2022-11-02-8902','S371-22','BCLRlHFBj', 'UB')
('SL04652-2022-11-01-8887','S371-7','dAuybitGxoTcl', 'SL')
('SL12058-2022-11-01-8752','S365-16','Onbn', 'SU')
('AC04652-2022-11-01-9234','A513-18','PzwFuHTtjlGTjOeb', 'SU')
('SL04652-2022-11-02-8908','S372-4','zORG', 'LB')
('AC04652-2022-11-01-9237','A514-3','JgtPDgjtnkfbEEL', 'UB')
('AC22517-2022-11-01-8971','A499-7','Ph', 'LB')
('AC22517-2022-11-02-9020','A502-2','iAurtwzeelyG', 'LB')
('SL22517-2022-11-01-8873','S370-17','DG', 'LB')
('AC22517-2022-11-01-8984','A500-2','F', 'LB')
('SL22517-2022-11-02-8914','S372-10','MjNMGacQ', 'MB')
('SL22517-2022-11-02-8915','S372-11','RXy', 'UB')
('AC22517-2022-11-01-8987','A500-5','ewoMNbxGTVJXSfJ', 'SL')
('SL12058-2022-11-01-8773','S366-13','xCElU', 'MB')
('SL22517-2022-11-01-8877','S370-21','vLcYb', 'MB')
('SL22517-2022-11-01-8878','S370-22','udgynYAg', 'UB')
('AC12058-2022-11-01-8977','A499-13','NizEuujZFT', 'LB')
('SL22517-2022-11-01-8880','S370-24','Hify', 'SU')
('SL12058-2022-11-01-8778','S366-18','UZ', 'MB')
('AC22517-2022-11-01-8992','A500-10','ZxuSKPteRGptT', 'UB')
('AC22517-2022-11-02-9035','A502-17','xOhszXvpkwsFef', 'SL')
('AC04652-2022-11-02-9036','A502-18','HJhIlCIfRj', 'SU')
('AC22517-2022-11-01-8993','A500-11','NMBrjCVdhKDxJL', 'SL')
('SL22517-2022-11-01-8886','S371-6','FGqynhLkFMkr', 'UB')
('SL12058-2022-11-01-8781','S366-21','Wmfz', 'MB')
('AC04652-2022-11-02-9039','A503-3','IwrqgdpWxFATHkzn', 'UB')
('AC04652-2022-11-02-9040','A503-4','bfRMTT', 'UB')
('AC22517-2022-11-02-9061','A504-7','UdAhfk', 'LB')
('SL04652-2022-11-01-8951','S373-23','LDtmBeU', 'SL')
('SL12058-2022-11-01-8825','S368-17','yUMH', 'LB')
('AC04652-2022-11-02-9076','A505-4','esCVTDhggLZXmc', 'UB')
('AC04652-2022-11-01-9314','A518-8','UE', 'LB')
('SL12058-2022-11-01-8834','S369-2','ZakGUdaWkcKTl', 'MB')
('SL12058-2022-11-01-8835','S369-3','FLSjXca', 'UB')
('SL22517-2022-11-02-8975','S374-23','n', 'SL')
('SL04652-2022-11-01-8992','S375-16','KKFcs', 'SU')
('SL04652-2022-11-01-8998','S375-22','olFBecFeNNPU', 'UB')
('SL22517-2022-11-02-8982','S375-6','yiViAlHk', 'UB')
('SL22517-2022-11-01-8947','S373-19','OmXLuvkJwwqXJAB', 'UB')
('SL12058-2022-11-01-8876','S370-20','IIOvlTBr', 'LB')
('SL22517-2022-11-02-8996','S375-20','sarMi', 'LB')
('AC04652-2022-11-01-9349','A520-7','aETbjuOUb', 'LB')
('AC04652-2022-11-01-9350','A520-8','WIzIzcRh', 'LB')
('AC04652-2022-11-02-9115','A507-7','mkSwtaDAA', 'LB')
('SL04652-2022-11-01-9020','S376-20','LwTntIw', 'LB')
('AC22517-2022-11-02-9144','A508-18','xGpRzNrjhMLt', 'SU')
('SL22517-2022-11-02-9004','S376-4','voXjVYtxHxklIQv', 'LB')
('SL12058-2022-11-01-8888','S371-8','egwFVInDOCTnC', 'SU')
('AC04652-2022-11-01-9366','A521-6','ePiWvRwNP', 'SU')
('SL04652-2022-11-02-9014','S376-14','UFsHjqA', 'UB')
('AC04652-2022-11-02-9130','A508-4','aFbT', 'UB')
('SL04652-2022-11-01-9037','S377-13','nNACxgQLYiB', 'MB')
('SL04652-2022-11-01-9039','S377-15','dpqxLrRK', 'SL')
('AC04652-2022-11-01-9370','A521-10','ViXdnOKdkp', 'UB')
('AC22517-2022-11-01-9076','A505-4','eTpsW', 'UB')
('SL22517-2022-11-01-8971','S374-19','kLLtyyKktyfwlYdm', 'UB')
('AC04652-2022-11-02-9149','A509-5','DeQXMrmXtkJcYd', 'SL')
('SL12058-2022-11-01-8946','S373-18','gUfrE', 'MB')
('AC22517-2022-11-01-9123','A507-15','YtMJYqVlpg', 'UB')
('SL22517-2022-11-01-9017','S376-17','J', 'LB')
('SL22517-2022-11-01-9018','S376-18','QfGcGxdxNRhuwtM', 'MB')
('SL04652-2022-11-02-9080','S379-8','KyvHTzThEVyPC', 'SU')
('SL12058-2022-11-01-8964','S374-12','XUoxIjnDLdhwjfC', 'LB')
('SL04652-2022-11-01-9091','S379-19','BBUflhuqt', 'UB')
('AC04652-2022-11-01-9458','A526-8','OPntLV', 'LB')
('SL04652-2022-11-02-9120','S380-24','JLUdry', 'SU')
('AC22517-2022-11-01-9193','A511-13','lhRrtcnPIKkOabw', 'LB')
('AC22517-2022-11-01-9259','A515-7','tSMaqQpmFkM', 'LB')
('AC22517-2022-11-01-9260','A515-8','WFufwuDCqAz', 'LB')
