('AC22517-2022-11-02-6895','A384-1','JbfwnAZTarnl', 'LB')
('AC04652-2022-11-01-9243','A514-9','TmOzUCVCBZ', 'UB')
('AC04652-2022-11-01-9244','A514-10','pdpIYr', 'UB')
('AC22517-2022-11-01-9165','A510-3','FS', 'UB')
('SL22517-2022-11-02-9328','S389-16','QBiDxhwcOWTj', 'SU')
('SL04652-2022-11-01-9332','S389-20','Qs', 'LB')
('SL12058-2022-11-01-9174','S383-6','D', 'UB')
('SL04652-2022-11-01-9334','S389-22','JaSUrHLfjDObl', 'UB')
('SL22517-2022-11-01-9206','S384-14','sTsqut', 'UB')
('AC22517-2022-11-02-9307','A518-1','Z', 'LB')
('AC22517-2022-11-02-9308','A518-2','hEYM', 'LB')
('SL04652-2022-11-02-9149','S382-5','DAwNw', 'MB')
('SL04652-2022-11-02-9150','S382-6','VsFokKchLWp', 'UB')
('AC04652-2022-11-01-9247','A514-13','DdaMvOcGdwgfamX', 'LB')
('AC04652-2022-11-01-9249','A514-15','LtwKSRexxP', 'UB')
('SL12058-2022-11-01-9178','S383-10','Eq', 'MB')
('SL12058-2022-11-01-9179','S383-11','rqGGThvaWxLgkU', 'UB')
('AC04652-2022-11-01-9251','A514-17','pV', 'SL')
('AC04652-2022-11-02-9297','A517-9','HgOiorbT', 'UB')
('AC04652-2022-11-01-9257','A515-5','lcSYO', 'SL')
('SL12058-2022-11-01-9181','S383-13','xs', 'MB')
('AC22517-2022-11-01-9170','A510-8','gOKaYnDipkiWfYaa', 'LB')
('AC12058-2022-11-01-9103','A506-13','rXEIdTIB', 'LB')
('AC22517-2022-11-02-9314','A518-8','hOM', 'LB')
('AC22517-2022-11-01-9174','A510-12','FlMGyrPRiSYnle', 'SU')
('AC04652-2022-11-02-9304','A517-16','zXDMNSV', 'UB')
('SL22517-2022-11-01-9217','S385-1','o', 'LB')
('AC22517-2022-11-01-9179','A510-17','KZ', 'SL')
('SL22517-2022-11-02-9344','S390-8','ocqwpCYdTxSXWFuM', 'SU')
('AC22517-2022-11-02-9320','A518-14','mSoTceJxUPfqplX', 'LB')
('AC12058-2022-11-01-9106','A506-16','w', 'UB')
('SL04652-2022-11-01-9350','S390-14','qdOAZgHzqeUyw', 'UB')
('SL22517-2022-11-01-9226','S385-10','MqzVbW', 'MB')
('SL22517-2022-11-02-9346','S390-10','fKQYkuOvJdwVd', 'MB')
('SL22517-2022-11-02-9347','S390-11','HkqHz', 'UB')
('SL22517-2022-11-01-9227','S385-11','uFHlvMMvHeltLZ', 'UB')
('SL04652-2022-11-02-9161','S382-17','ALGcl', 'LB')
('SL22517-2022-11-02-9348','S390-12','h', 'LB')
('AC12058-2022-11-01-9111','A507-3','eoRGDUxN', 'UB')
('SL04652-2022-11-01-9353','S390-17','lhAR', 'LB')
('AC22517-2022-11-02-9325','A519-1','cSEGEd', 'LB')
('SL04652-2022-11-02-9168','S382-24','kSRLHFivfekns', 'SU')
('AC22517-2022-11-02-9326','A519-2','kLtCnJaGBU', 'LB')
('SL04652-2022-11-01-9354','S390-18','OEZVeaWZRGE', 'MB')
('AC04652-2022-11-01-9271','A516-1','oOjoHaMu', 'LB')
('AC04652-2022-11-01-9278','A516-8','njmnJ', 'LB')
('SL04652-2022-11-02-9172','S383-4','CHKZQZoYTlDhsk', 'LB')
('SL04652-2022-11-01-9360','S390-24','GfaRCcPdjNzK', 'SU')
('AC04652-2022-11-02-9314','A518-8','uZLBumKG', 'LB')
('AC22517-2022-11-02-9332','A519-8','zRkFLuupXFh', 'LB')
('AC22517-2022-11-01-9192','A511-12','tnOHIdWe', 'SU')
('AC22517-2022-11-01-9193','A511-13','nyGKmLNcjDDPQ', 'LB')
('AC12058-2022-11-01-9119','A507-11','UYWQjCSMp', 'SL')
('AC04652-2022-11-02-9316','A518-10','WjeLl', 'UB')
('AC22517-2022-11-02-9333','A519-9','fOmFsze', 'UB')
('AC22517-2022-11-01-9196','A511-16','sIFaTPwCNBuSg', 'UB')
('AC22517-2022-11-02-9334','A519-10','ETvFNxV', 'UB')
('SL12058-2022-11-01-9199','S384-7','qXXnD', 'SL')
('SL22517-2022-11-02-9353','S390-17','prkunJCw', 'LB')
('AC04652-2022-11-02-9319','A518-13','DXFyyAzznyHBch', 'LB')
('SL12058-2022-11-01-9200','S384-8','Kls', 'SU')
('AC12058-2022-11-01-9123','A507-15','TNEhNkuCmft', 'UB')
('SL22517-2022-11-02-9356','S390-20','hBjAkffLEZcMXt', 'LB')
('AC04652-2022-11-01-9285','A516-15','lMwP', 'UB')
('SL04652-2022-11-02-9177','S383-9','VnFfohjKp', 'LB')
('AC12058-2022-11-01-9124','A507-16','mcTmSehIsMNz', 'UB')
('SL04652-2022-11-01-9368','S391-8','WppXVRXtMhGtlDgE', 'SU')
('AC12058-2022-11-01-9125','A507-17','eItp', 'SL')
('SL22517-2022-11-01-9240','S385-24','rmylXFp', 'SU')
('AC22517-2022-11-02-9337','A519-13','ipDIJTuXwNkoo', 'LB')
('AC04652-2022-11-01-9286','A516-16','q', 'UB')
('SL04652-2022-11-02-9181','S383-13','kY', 'MB')
('SL22517-2022-11-02-9363','S391-3','HXfd', 'UB')
('AC04652-2022-11-01-9288','A516-18','WNUPZ', 'SU')
('SL22517-2022-11-01-9242','S386-2','a', 'MB')
('SL22517-2022-11-02-9365','S391-5','PJCR', 'MB')
('AC22517-2022-11-01-9208','A512-10','JEOczv', 'UB')
('SL12058-2022-11-01-9206','S384-14','JbOjfWt', 'UB')
('SL22517-2022-11-02-9367','S391-7','LVXXNpecpDQ', 'SL')
('AC04652-2022-11-01-9294','A517-6','HI', 'SU')
('AC04652-2022-11-02-9329','A519-5','YnApMQJsYvJlr', 'SL')
('AC22517-2022-11-02-9344','A520-2','ZnzqLpeyaSVjeCWZ', 'LB')
('SL04652-2022-11-02-9189','S383-21','KmHGf', 'MB')
('AC22517-2022-11-01-9212','A512-14','bbCOziDqAOCKhC', 'LB')
('AC22517-2022-11-01-9213','A512-15','oulF', 'UB')
('SL22517-2022-11-01-9245','S386-5','BTNrsnooTXt', 'MB')
('SL22517-2022-11-01-9246','S386-6','Fnw', 'UB')
('SL04652-2022-11-02-9192','S383-24','XsvoAYRBGcFHY', 'SU')
('SL04652-2022-11-02-9193','S384-1','edl', 'LB')
('AC04652-2022-11-01-9297','A517-9','SA', 'UB')
('SL12058-2022-11-01-9211','S384-19','ylpWkxnzHCz', 'UB')
('AC12058-2022-11-01-9135','A508-9','GUQq', 'UB')
('AC04652-2022-11-01-9298','A517-10','UyXR', 'UB')
('AC04652-2022-11-01-9299','A517-11','qVD', 'SL')
('AC04652-2022-11-01-9301','A517-13','kcY', 'LB')
('SL12058-2022-11-01-9214','S384-22','I', 'UB')
('AC22517-2022-11-01-9219','A513-3','lhqMzWNC', 'UB')
('AC12058-2022-11-01-9140','A508-14','reNjJjTWgyJODzMD', 'LB')
('AC04652-2022-11-01-9303','A517-15','DJhilS', 'UB')
('SL22517-2022-11-02-9370','S391-10','EbDtzDUrpllchF', 'MB')
('AC22517-2022-11-02-9353','A520-11','l', 'SL')
('SL04652-2022-11-02-9203','S384-11','SxfmM', 'UB')
('SL04652-2022-11-02-9204','S384-12','LdRBlJVctuOBHwr', 'LB')
('AC04652-2022-11-01-9304','A517-16','QLaB', 'UB')
('SL12058-2022-11-01-9215','S384-23','puKpnTVkhgzTDujq', 'SL')
('SL22517-2022-11-02-9371','S391-11','HQtdzSrCcQ', 'UB')
('SL12058-2022-11-01-9216','S384-24','CzD', 'SU')
('SL12058-2022-11-01-9217','S385-1','rkZOfhqkEvJ', 'LB')
('AC12058-2022-11-01-9145','A509-1','kwMByXrSGdNPsxT', 'LB')
('SL04652-2022-11-02-9209','S384-17','jGofMCm', 'LB')
('SL04652-2022-11-02-9210','S384-18','NXMTvUnQWXRRMNO', 'MB')
('AC22517-2022-11-02-9355','A520-13','FZKKdTliE', 'LB')
('AC22517-2022-11-01-9227','A513-11','Ah', 'SL')
('AC22517-2022-11-01-9228','A513-12','WkXEpfpNPvZd', 'SU')
('SL22517-2022-11-01-9257','S386-17','SkdZpZElkvsdNSt', 'LB')
('SL22517-2022-11-01-9258','S386-18','fe', 'MB')
('SL22517-2022-11-01-9259','S386-19','QjHPZlacRT', 'UB')
('SL04652-2022-11-02-9212','S384-20','uMIav', 'LB')
('AC12058-2022-11-01-9149','A509-5','aqXqWOqf', 'SL')
('AC12058-2022-11-01-9150','A509-6','HRTVNaFJ', 'SU')
('AC12058-2022-11-01-9151','A509-7','xQeFo', 'LB')
('SL04652-2022-11-02-9214','S384-22','SVsaHsoKwOy', 'UB')
('AC12058-2022-11-01-9153','A509-9','TIZXYvkcsXTgUSXr', 'UB')
('AC12058-2022-11-01-9154','A509-10','FXdIGDVxgd', 'UB')
('AC22517-2022-11-01-9230','A513-14','AYuWwgm', 'LB')
('SL22517-2022-11-02-9377','S391-17','qz', 'LB')
('SL04652-2022-11-01-9388','S392-4','oTHGjQrbV', 'LB')
('SL22517-2022-11-02-9378','S391-18','EYaHAFMslnb', 'MB')
('AC04652-2022-11-02-9347','A520-5','wSQUpZHndWE', 'SL')
('SL22517-2022-11-02-9380','S391-20','aoc', 'LB')
('AC22517-2022-11-01-9234','A513-18','erhpelzYTYc', 'SU')
('SL22517-2022-11-01-9263','S386-23','eOSWcPEU', 'SL')
('AC04652-2022-11-02-9351','A520-9','FGXHbftMJVjMA', 'UB')
('SL22517-2022-11-01-9264','S386-24','g', 'SU')
('SL04652-2022-11-02-9217','S385-1','FujKQDeDknifJR', 'LB')
('AC22517-2022-11-02-9362','A521-2','eJcgFPkwYECtwQ', 'LB')
('AC12058-2022-11-01-9160','A509-16','uUyBpGMA', 'UB')
('AC04652-2022-11-02-9353','A520-11','GkZGPUBhWgOB', 'SL')
('SL22517-2022-11-02-9383','S391-23','RggBVwxbOTNxJ', 'SL')
('AC12058-2022-11-01-9161','A509-17','UO', 'SL')
('SL12058-2022-11-01-9229','S385-13','EFYzPbdmpOJlf', 'MB')
('SL22517-2022-11-02-9385','S392-1','fHHeZdTHErwHrne', 'LB')
('SL04652-2022-11-02-9222','S385-6','eBhiSrBcy', 'UB')
('AC22517-2022-11-01-9238','A514-4','sBPz', 'UB')
('AC22517-2022-11-01-9239','A514-5','vxl', 'SL')
('AC04652-2022-11-02-9356','A520-14','IagZdvtAQnGLoMR', 'LB')
('AC12058-2022-11-01-9164','A510-2','lgylGm', 'LB')
('AC04652-2022-11-01-9317','A518-11','cXqCL', 'SL')
('SL22517-2022-11-02-9388','S392-4','XzlgKsXRwPVc', 'LB')
('SL22517-2022-11-02-9389','S392-5','QwcUtrLDnXnmRt', 'MB')
('AC22517-2022-11-02-9370','A521-10','FQecQg', 'UB')
('AC04652-2022-11-01-9319','A518-13','dsiBxXunjGbpMDVO', 'LB')
('SL04652-2022-11-02-9224','S385-8','xLNeLAPCyuO', 'SU')
('AC04652-2022-11-02-9358','A520-16','fCvydp', 'UB')
('AC04652-2022-11-01-9321','A518-15','umdIqtDbtmXQ', 'UB')
('AC04652-2022-11-02-9362','A521-2','FfoIipyVM', 'LB')
('AC12058-2022-11-01-9170','A510-8','VIBJT', 'LB')
('AC12058-2022-11-01-9171','A510-9','ix', 'UB')
('SL22517-2022-11-01-9273','S387-9','bF', 'LB')
('SL22517-2022-11-01-9274','S387-10','MGNSEf', 'MB')
('AC22517-2022-11-02-9377','A521-17','BvlJN', 'SL')
('SL22517-2022-11-01-9276','S387-12','N', 'LB')
('AC04652-2022-11-01-9324','A518-18','lBFTMfObiCft', 'SU')
('SL04652-2022-11-02-9229','S385-13','yqBGbBsusmSEiMBJ', 'MB')
('AC12058-2022-11-01-9176','A510-14','S', 'LB')
('AC12058-2022-11-01-9177','A510-15','qxEvm', 'UB')
('AC22517-2022-11-01-9251','A514-17','FWL', 'SL')
('SL12058-2022-11-01-9238','S385-22','KBkImjQofAjF', 'UB')
('AC04652-2022-11-01-9327','A519-3','SaphSMXpeRm', 'UB')
('SL22517-2022-11-01-9279','S387-15','P', 'SL')
('AC04652-2022-11-01-9329','A519-5','QHkPQOglBbDrohp', 'SL')
('SL22517-2022-11-01-9282','S387-18','kV', 'MB')
('SL04652-2022-11-01-9401','S392-17','fiJuWefXIjczC', 'LB')
('AC04652-2022-11-02-9370','A521-10','NpftMjLzaFV', 'UB')
('SL22517-2022-11-02-9398','S392-14','nDE', 'UB')
('SL22517-2022-11-02-9399','S392-15','FESRekSVYZ', 'SL')
('AC04652-2022-11-01-9332','A519-8','G', 'LB')
('AC12058-2022-11-01-9182','A511-2','KfekXi', 'LB')
('SL22517-2022-11-02-9401','S392-17','o', 'LB')
('AC04652-2022-11-01-9334','A519-10','gRfS', 'UB')
('AC22517-2022-11-02-9388','A522-10','SidCVXcSRJI', 'UB')
('AC22517-2022-11-02-9389','A522-11','PLsaHsPRUavW', 'SL')
('SL12058-2022-11-01-9242','S386-2','PuKKJmVNriUGJRzB', 'MB')
('SL22517-2022-11-01-9286','S387-22','jAVCqNQTyvbv', 'UB')
('AC22517-2022-11-02-9392','A522-14','UCBvgbOpXgGy', 'LB')
('AC04652-2022-11-01-9337','A519-13','JgQsraplcMXrpPue', 'LB')
('AC04652-2022-11-01-9338','A519-14','krP', 'LB')
('SL22517-2022-11-01-9288','S387-24','lEKVEvAcpfm', 'SU')
('AC22517-2022-11-02-9398','A523-2','tTMFfNmaIENv', 'LB')
('SL04652-2022-11-02-9241','S386-1','tUyXvPiGw', 'LB')
('AC22517-2022-11-02-9399','A523-3','TcEQaUsYcG', 'UB')
('SL22517-2022-11-01-9291','S388-3','ohBepFKpWqCiSq', 'UB')
('AC04652-2022-11-02-9382','A522-4','haQnLLVqZq', 'UB')
('SL12058-2022-11-01-9251','S386-11','LDMfYDUkafujT', 'UB')
('SL04652-2022-11-01-9411','S393-3','Dse', 'UB')
('AC22517-2022-11-01-9271','A516-1','tOJQtmfKLjGGr', 'LB')
('SL22517-2022-11-01-9294','S388-6','NqxXlcVAENIbgfr', 'UB')
('AC22517-2022-11-02-9404','A523-8','UEvZwRSF', 'LB')
('SL22517-2022-11-02-9411','S393-3','sGfvZrX', 'UB')
('SL12058-2022-11-01-9253','S386-13','JgJYl', 'MB')
('SL22517-2022-11-02-9412','S393-4','Jwpr', 'LB')
('SL04652-2022-11-01-9416','S393-8','spG', 'SU')
('AC04652-2022-11-02-9388','A522-10','kUGAJkBm', 'UB')
('AC04652-2022-11-02-9389','A522-11','iXJlXUHFWYx', 'SL')
('AC22517-2022-11-02-9410','A523-14','szE', 'LB')
('AC12058-2022-11-01-9195','A511-15','GqMJWdmfFZX', 'UB')
('AC12058-2022-11-01-9197','A511-17','Cg', 'SL')
('SL22517-2022-11-02-9414','S393-6','YEFCaAnBWAYtysH', 'UB')
('SL12058-2022-11-01-9257','S386-17','geOeBLtXMKGSV', 'LB')
('AC12058-2022-11-01-9203','A512-5','SyzuJ', 'SL')
('SL04652-2022-11-01-9422','S393-14','EWfSoPiBUcRvAyM', 'UB')
('SL12058-2022-11-01-9260','S386-20','zTHNoLTZfeVXQJb', 'LB')
('AC22517-2022-11-02-9416','A524-2','iUueoGSZTNKKIW', 'LB')
('SL04652-2022-11-02-9247','S386-7','ykmpjoOZRRvd', 'SL')
('SL04652-2022-11-01-9424','S393-16','CZywwRNNGJVxZ', 'SU')
('SL12058-2022-11-01-9265','S387-1','XuxVi', 'LB')
('SL04652-2022-11-01-9425','S393-17','C', 'LB')
('SL22517-2022-11-01-9302','S388-14','ElFLFN', 'UB')
('AC04652-2022-11-01-9351','A520-9','zNTyqzHAZQn', 'UB')
('AC22517-2022-11-02-9417','A524-3','ZKZPFdSeWMy', 'UB')
('SL22517-2022-11-01-9304','S388-16','fXfuvgFXLvrvgO', 'SU')
('AC22517-2022-11-01-9279','A516-9','mtoSu', 'UB')
('AC04652-2022-11-02-9397','A523-1','bjHqD', 'LB')
('SL22517-2022-11-01-9307','S388-19','ipZnqv', 'UB')
('AC04652-2022-11-01-9353','A520-11','McxqVbUdRyvjUb', 'SL')
('SL22517-2022-11-01-9308','S388-20','WvNtLIn', 'LB')
('SL22517-2022-11-02-9419','S393-11','R', 'UB')
('AC04652-2022-11-02-9399','A523-3','LwRJByoS', 'UB')
('SL22517-2022-11-02-9423','S393-15','TSWEIqxMaDIu', 'SL')
('SL22517-2022-11-02-9425','S393-17','PRNKcndOFKu', 'LB')
('AC12058-2022-11-01-9209','A512-11','WRFWvwsAne', 'SL')
('SL04652-2022-11-01-9430','S393-22','qlmtejULEQA', 'UB')
('AC22517-2022-11-02-9423','A524-9','TdexvpVob', 'UB')
('SL12058-2022-11-01-9272','S387-8','UVzXC', 'SU')
('AC12058-2022-11-01-9212','A512-14','x', 'LB')
('AC04652-2022-11-01-9356','A520-14','iNJPN', 'LB')
('AC04652-2022-11-01-9357','A520-15','rmonuhpAIfmPGAH', 'UB')
('AC22517-2022-11-01-9283','A516-13','DO', 'LB')
('SL22517-2022-11-01-9314','S389-2','PauKdbTRnoQoZtlM', 'MB')
('AC22517-2022-11-02-9426','A524-12','hcgrfqsHss', 'SU')
('SL22517-2022-11-01-9315','S389-3','SRXTamlwDYWv', 'UB')
('AC22517-2022-11-02-9427','A524-13','TznZakgKb', 'LB')
('SL22517-2022-11-02-9429','S393-21','e', 'MB')
('AC04652-2022-11-01-9360','A520-18','WJJwzBzX', 'SU')
('AC22517-2022-11-01-9286','A516-16','FTjfWeg', 'UB')
('SL22517-2022-11-01-9316','S389-4','yGIQZrzc', 'LB')
('SL22517-2022-11-02-9432','S393-24','Whe', 'SU')
('AC04652-2022-11-02-9405','A523-9','bpCSesHLUsycEveV', 'UB')
('AC04652-2022-11-01-9361','A521-1','Rq', 'LB')
('SL22517-2022-11-01-9319','S389-7','jeHpgL', 'SL')
('AC22517-2022-11-01-9288','A516-18','dkmCJgMv', 'SU')
('SL04652-2022-11-01-9437','S394-5','vHYYaAqWnQ', 'MB')
('AC12058-2022-11-01-9215','A512-17','lZrJwewxRgbr', 'SL')
('AC22517-2022-11-02-9432','A524-18','ywVHexlVqllG', 'SU')
('SL04652-2022-11-01-9438','S394-6','sQJCpKeWuCezyux', 'UB')
('SL22517-2022-11-02-9436','S394-4','TOZUoLPrMMbqgFb', 'LB')
('AC22517-2022-11-02-9434','A525-2','nlVWjH', 'LB')
('AC22517-2022-11-01-9290','A517-2','qfVpb', 'LB')
('AC12058-2022-11-01-9217','A513-1','nxGkJpKzvy', 'LB')
('SL04652-2022-11-01-9441','S394-9','M', 'LB')
('SL22517-2022-11-01-9323','S389-11','vZDIaRN', 'UB')
('AC04652-2022-11-02-9409','A523-13','iJwwWz', 'LB')
('AC22517-2022-11-01-9293','A517-5','vIgoW', 'SL')
('AC04652-2022-11-02-9410','A523-14','Tzd', 'LB')
('AC22517-2022-11-02-9435','A525-3','FvPLDfRGDOQmsBJh', 'UB')
('AC22517-2022-11-02-9436','A525-4','enQrpnmwHFkIG', 'UB')
('SL22517-2022-11-01-9324','S389-12','vMqPDmdXsXADnz', 'LB')
('SL04652-2022-11-01-9444','S394-12','cEGj', 'LB')
('AC22517-2022-11-01-9294','A517-6','rvYafQngDAGmT', 'SU')
('SL04652-2022-11-02-9273','S387-9','zSBxpYDcVWiCc', 'LB')
('AC22517-2022-11-01-9295','A517-7','CaL', 'LB')
('SL12058-2022-11-01-9282','S387-18','KwFIRl', 'MB')
('AC04652-2022-11-01-9368','A521-8','abXP', 'LB')
('SL04652-2022-11-01-9447','S394-15','dCAVWQE', 'SL')
('AC12058-2022-11-01-9222','A513-6','oSQ', 'SU')
('AC22517-2022-11-01-9298','A517-10','gevt', 'UB')
('SL04652-2022-11-01-9448','S394-16','lpCNhrYGtoIjg', 'SU')
('SL04652-2022-11-02-9275','S387-11','cedrKob', 'UB')
('AC22517-2022-11-01-9299','A517-11','QhFAzoXWjBctdW', 'SL')
('SL22517-2022-11-01-9327','S389-15','BWBoesPJpIi', 'SL')
('SL04652-2022-11-02-9278','S387-14','ACzKEyggvkYlyN', 'UB')
('SL12058-2022-11-01-9288','S387-24','bDMjVhfJctcSEU', 'SU')
('AC22517-2022-11-01-9302','A517-14','zEIUhUFE', 'LB')
('AC22517-2022-11-01-9303','A517-15','inqgcORz', 'UB')
('SL12058-2022-11-01-9289','S388-1','Wth', 'LB')
('SL12058-2022-11-01-9290','S388-2','AEwztc', 'MB')
('SL22517-2022-11-02-9449','S394-17','gmUeNj', 'LB')
('SL22517-2022-11-01-9333','S389-21','ElBXVYrsjeLpTxO', 'MB')
('AC12058-2022-11-01-9226','A513-10','YKYOWMFxOPVQ', 'UB')
('AC22517-2022-11-02-9445','A525-13','CvLvBHjvgkfE', 'LB')
('AC04652-2022-11-02-9424','A524-10','dyKTlpaKFTGHEAO', 'UB')
('SL12058-2022-11-01-9294','S388-6','pdXcOD', 'UB')
('AC12058-2022-11-01-9229','A513-13','RpaIWLiiepRVK', 'LB')
('AC04652-2022-11-01-9373','A521-13','O', 'LB')
('AC04652-2022-11-01-9374','A521-14','nDZJoZZWdH', 'LB')
('AC04652-2022-11-01-9375','A521-15','EJHRVMiXEaavmyYR', 'UB')
('AC12058-2022-11-01-9231','A513-15','mZLnya', 'UB')
('AC22517-2022-11-02-9450','A525-18','EVtkPatWQrcU', 'SU')
('AC12058-2022-11-01-9232','A513-16','IvYKOcTOYTLliVLe', 'UB')
('SL04652-2022-11-01-9456','S394-24','DUDQaNwB', 'SU')
('AC12058-2022-11-01-9234','A513-18','scEv', 'SU')
('SL04652-2022-11-02-9287','S387-23','bmFgkPpLqgJHahD', 'SL')
('SL12058-2022-11-01-9296','S388-8','SLBIDqvIwCGW', 'SU')
('AC04652-2022-11-01-9379','A522-1','AZGT', 'LB')
('SL22517-2022-11-01-9338','S390-2','e', 'MB')
('AC12058-2022-11-01-9237','A514-3','OGJWbDhYwI', 'UB')
('AC04652-2022-11-02-9431','A524-17','JRKUxXwxOpqOkoaw', 'SL')
('AC22517-2022-11-02-9455','A526-5','OSfH', 'SL')
('SL22517-2022-11-02-9460','S395-4','PzvxaTs', 'LB')
('SL12058-2022-11-01-9300','S388-12','zwHbnEHCMHnNNx', 'LB')
('SL12058-2022-11-01-9301','S388-13','MRQuCeYlNqTy', 'MB')
('SL22517-2022-11-01-9341','S390-5','LTZsnIBnR', 'MB')
('AC12058-2022-11-01-9241','A514-7','QjhNyViFlAxrmWmq', 'LB')
('SL22517-2022-11-01-9343','S390-7','aQAJbiFFpbZinTSc', 'SL')
('SL04652-2022-11-02-9293','S388-5','xCQjdENCEQgmjhRM', 'MB')
('AC04652-2022-11-02-9436','A525-4','McHyXxiRhBVk', 'UB')
('AC12058-2022-11-01-9244','A514-10','IrHMMmxt', 'UB')
('AC04652-2022-11-01-9389','A522-11','h', 'SL')
('SL22517-2022-11-02-9463','S395-7','gCBFSrpKZVsjsxcQ', 'SL')
('SL04652-2022-11-01-9466','S395-10','nVpkiAE', 'MB')
('SL12058-2022-11-01-9307','S388-19','rhFgC', 'UB')
('AC12058-2022-11-01-9248','A514-14','nQMcuAIxxHEVIDNS', 'LB')
('AC22517-2022-11-02-9460','A526-10','uHtaFlGYAwkKypmR', 'UB')
('AC04652-2022-11-02-9437','A525-5','FAqfEXa', 'SL')
('SL04652-2022-11-01-9468','S395-12','caPEOd', 'LB')
('SL04652-2022-11-01-9469','S395-13','lWczfQutixOFn', 'MB')
('AC12058-2022-11-01-9252','A514-18','dMYmVm', 'SU')
('AC22517-2022-11-01-9317','A518-11','WAgvT', 'SL')
('SL04652-2022-11-01-9471','S395-15','okoUrvTJhiaGnT', 'SL')
('AC22517-2022-11-02-9462','A526-12','qPAdGvax', 'SU')
('SL22517-2022-11-01-9346','S390-10','utHYo', 'MB')
('SL04652-2022-11-01-9473','S395-17','uo', 'LB')
('AC12058-2022-11-01-9255','A515-3','CFyGa', 'UB')
('SL22517-2022-11-01-9348','S390-12','CsTTfyxLtzKz', 'LB')
('SL22517-2022-11-01-9349','S390-13','yoWzM', 'MB')
('AC22517-2022-11-02-9465','A526-15','XzjLOMq', 'UB')
('SL04652-2022-11-02-9304','S388-16','lfAMQRQQbR', 'SU')
('SL12058-2022-11-01-9311','S388-23','EhGJgLj', 'SL')
('SL12058-2022-11-01-9312','S388-24','yShRVWspkh', 'SU')
('AC12058-2022-11-01-9258','A515-6','Yborgd', 'SU')
('SL04652-2022-11-01-9476','S395-20','gGPnHP', 'LB')
('SL22517-2022-11-02-9472','S395-16','yW', 'SU')
('SL04652-2022-11-01-9478','S395-22','IrihFdIORMkF', 'UB')
('AC22517-2022-11-02-9470','A527-2','H', 'LB')
('SL22517-2022-11-02-9475','S395-19','StBkobCIqYD', 'UB')
('SL22517-2022-11-01-9353','S390-17','jCkygkKUtTKDdSV', 'LB')
('SL12058-2022-11-01-9313','S389-1','QhyMPNp', 'LB')
('SL04652-2022-11-01-9480','S395-24','GNgxGw', 'SU')
('AC12058-2022-11-01-9263','A515-11','xtvPZKVGFxuqPPNP', 'SL')
('SL22517-2022-11-02-9481','S396-1','mYezpDjnyGIOsMP', 'LB')
('AC22517-2022-11-02-9476','A527-8','vqwEROZZuAwGI', 'LB')
('AC04652-2022-11-01-9405','A523-9','uABjFG', 'UB')
('SL22517-2022-11-01-9356','S390-20','bXiONbQuuRPzN', 'LB')
('AC22517-2022-11-01-9330','A519-6','wN', 'SU')
('SL22517-2022-11-01-9357','S390-21','KKFPqREBCY', 'MB')
('AC22517-2022-11-02-9478','A527-10','MQyI', 'UB')
('AC12058-2022-11-01-9267','A515-15','rdMMcjIO', 'UB')
('AC22517-2022-11-02-9481','A527-13','LPkd', 'LB')
('SL22517-2022-11-02-9484','S396-4','zFAAukd', 'LB')
('SL12058-2022-11-01-9316','S389-4','CeUfsfZJGXHmi', 'LB')
('SL22517-2022-11-02-9490','S396-10','JxbCvncNPIjfnDgd', 'MB')
('AC22517-2022-11-02-9486','A527-18','FEgWbRsDkfzISO', 'SU')
('SL04652-2022-11-01-9489','S396-9','uiu', 'LB')
('SL04652-2022-11-02-9317','S389-5','JLoElu', 'MB')
('AC04652-2022-11-02-9456','A526-6','VklDyffMB', 'SU')
('AC22517-2022-11-02-9489','A528-3','AFHKnT', 'UB')
('AC04652-2022-11-01-9412','A523-16','ofpolAHTpXn', 'UB')
('AC22517-2022-11-02-9490','A528-4','PNS', 'UB')
('SL04652-2022-11-02-9321','S389-9','kL', 'LB')
('AC22517-2022-11-02-9492','A528-6','JO', 'SU')
('AC22517-2022-11-02-9493','A528-7','gPSGmUQmy', 'LB')
('AC04652-2022-11-01-9415','A524-1','OiGKlmxHCuvWSAC', 'LB')
('SL22517-2022-11-01-9364','S391-4','Rkuxi', 'LB')
('SL22517-2022-11-01-9365','S391-5','QIkxktTiUq', 'MB')
('SL22517-2022-11-02-9493','S396-13','fZvzBiPyhgByxl', 'MB')
('AC22517-2022-11-01-9343','A520-1','XDzsiLoS', 'LB')
('SL04652-2022-11-01-9495','S396-15','tcneh', 'SL')
('AC22517-2022-11-01-9344','A520-2','LITgXUkS', 'LB')
('SL04652-2022-11-01-9497','S396-17','aDpUPJEsGD', 'LB')
('AC22517-2022-11-02-9495','A528-9','cIMcqC', 'UB')
('SL04652-2022-11-01-9498','S396-18','P', 'MB')
('SL04652-2022-11-02-9332','S389-20','gyDYWsj', 'LB')
('AC22517-2022-11-02-9498','A528-12','k', 'SU')
('AC22517-2022-11-02-9499','A528-13','A', 'LB')
('SL12058-2022-11-01-9321','S389-9','VygCWycnI', 'LB')
('AC22517-2022-11-02-9502','A528-16','j', 'UB')
('SL04652-2022-11-01-9500','S396-20','EawZPdFDtw', 'LB')
('SL04652-2022-11-01-9501','S396-21','LQIK', 'MB')
