('AC22517-2022-11-02-4216','A235-4','cTmBYlcAoxl', 'UB')
('AC04652-2022-11-01-4682','A261-2','nCMLywuQEkGt', 'LB')
('AC04652-2022-11-01-4683','A261-3','rpoNM', 'UB')
('SL04652-2022-11-02-4618','S193-10','gBikWfJ', 'MB')
('SL22517-2022-11-01-4671','S195-15','ZMRsQdaCLbGVcuz', 'SL')
('AC12058-2022-11-01-4716','A262-18','hvyvSv', 'SU')
('AC04652-2022-11-01-4685','A261-5','YgHKE', 'SL')
('AC04652-2022-11-01-4686','A261-6','SGNa', 'SU')
('AC12058-2022-11-01-4717','A263-1','DswNv', 'LB')
('AC12058-2022-11-01-4718','A263-2','NQQ', 'LB')
('AC22517-2022-11-02-4829','A269-5','hwIU', 'SL')
('SL22517-2022-11-02-4804','S201-4','fBDJySjlnTrUBOEs', 'LB')
('SL22517-2022-11-02-4805','S201-5','XjtOYHMlTSE', 'MB')
('SL22517-2022-11-01-4672','S195-16','Sywc', 'SU')
('SL22517-2022-11-01-4673','S195-17','ZsMPOCwwDWkvDMC', 'LB')
('SL22517-2022-11-02-4806','S201-6','WjTlUWOc', 'UB')
('SL12058-2022-11-01-4663','S195-7','sKvniSpmIZW', 'SL')
('SL22517-2022-11-02-4808','S201-8','gbcVvNkDerSuKFg', 'SU')
('SL12058-2022-11-01-4664','S195-8','GxtksQGiVvLpj', 'SU')
('AC22517-2022-11-01-4745','A264-11','ZvHOVlbvJMxdJNTc', 'SL')
('SL22517-2022-11-02-4811','S201-11','ogD', 'UB')
('AC04652-2022-11-02-4798','A267-10','bYTgimtsrPqKR', 'UB')
('AC12058-2022-11-01-4723','A263-7','ouRaEaGacVHVyKTQ', 'LB')
('AC04652-2022-11-01-4688','A261-8','on', 'LB')
('SL04652-2022-11-01-4813','S201-13','HzDJGMkzHtcTibe', 'MB')
('SL04652-2022-11-02-4623','S193-15','BiBHvdvzW', 'SL')
('SL22517-2022-11-02-4814','S201-14','AQVpxIbMD', 'UB')
('AC22517-2022-11-02-4833','A269-9','zus', 'UB')
('AC12058-2022-11-01-4727','A263-11','AGc', 'SL')
('AC12058-2022-11-01-4728','A263-12','KIHHjzMGzN', 'SU')
('AC04652-2022-11-01-4690','A261-10','USyNPFrCIPvGdeS', 'UB')
('AC12058-2022-11-01-4729','A263-13','KNSDsjBFDhDJVUcR', 'LB')
('SL12058-2022-11-01-4668','S195-12','ZRBDSKNRsYWhhHX', 'LB')
('AC04652-2022-11-02-4802','A267-14','gfobaRcckink', 'LB')
('AC12058-2022-11-01-4730','A263-14','ZVuazWiI', 'LB')
('AC22517-2022-11-01-4749','A264-15','pvQyoimuuIlVDXZ', 'UB')
('AC04652-2022-11-02-4803','A267-15','NPkfEYjxJhDLRk', 'UB')
('SL22517-2022-11-02-4822','S201-22','emqaAeArgqyY', 'UB')
('AC04652-2022-11-01-4692','A261-12','ibkZNNTY', 'SU')
('AC04652-2022-11-02-4805','A267-17','eUZZHfnPRQ', 'SL')
('AC22517-2022-11-02-4837','A269-13','qwn', 'LB')
('AC22517-2022-11-01-4750','A264-16','SehMJ', 'UB')
('SL04652-2022-11-02-4630','S193-22','w', 'UB')
('AC12058-2022-11-01-4733','A263-17','bUBtmxebOdk', 'SL')
('SL04652-2022-11-02-4631','S193-23','zsrnZi', 'SL')
('SL04652-2022-11-02-4632','S193-24','KbBXWGWFlXVBduV', 'SU')
('AC22517-2022-11-02-4838','A269-14','IjuXiHwdTzDjrUA', 'LB')
('SL22517-2022-11-02-4825','S202-1','QswHUynNJRvcJJPw', 'LB')
('SL12058-2022-11-01-4680','S195-24','iiUcAPPIAooEWWb', 'SU')
('SL04652-2022-11-02-4635','S194-3','gLhZPTsbyPWZwH', 'UB')
('SL12058-2022-11-01-4682','S196-2','CT', 'MB')
('SL12058-2022-11-01-4683','S196-3','rFDlBKzvsjWkCRGy', 'UB')
('AC22517-2022-11-01-4753','A265-1','h', 'LB')
('SL12058-2022-11-01-4686','S196-6','KkPEbAOwoEfkLKxS', 'UB')
('AC04652-2022-11-02-4811','A268-5','nRt', 'SL')
('SL04652-2022-11-01-4821','S201-21','ywAOBThJQjAY', 'MB')
('SL04652-2022-11-01-4825','S202-1','uXnDEg', 'LB')
('AC22517-2022-11-02-4844','A270-2','iMRlKNdV', 'LB')
('AC22517-2022-11-02-4845','A270-3','dgYtkHKnwTN', 'UB')
('SL04652-2022-11-01-4829','S202-5','oMfAYBnWzyA', 'MB')
('AC04652-2022-11-02-4816','A268-10','mqJZ', 'UB')
('SL04652-2022-11-02-4646','S194-14','BCRkryAujojoX', 'UB')
('AC12058-2022-11-01-4743','A264-9','BhFpcVSvq', 'UB')
('AC04652-2022-11-01-4701','A262-3','TDoAoKhHb', 'UB')
('AC22517-2022-11-01-4756','A265-4','RIQdLSxvQwgt', 'UB')
('SL22517-2022-11-02-4834','S202-10','rWchSujp', 'MB')
('SL04652-2022-11-02-4649','S194-17','fveYh', 'LB')
('AC04652-2022-11-02-4817','A268-11','qlXgmNYdEw', 'SL')
('AC04652-2022-11-02-4818','A268-12','Iqz', 'SU')
('AC22517-2022-11-02-4849','A270-7','gzXDndFL', 'LB')
('AC22517-2022-11-01-4758','A265-6','nxkNEPVtA', 'SU')
('AC22517-2022-11-02-4850','A270-8','EGwXEacJiKYkVl', 'LB')
('SL04652-2022-11-02-4654','S194-22','hpo', 'UB')
('SL04652-2022-11-02-4655','S194-23','TakWfrvN', 'SL')
('SL04652-2022-11-02-4656','S194-24','CcIRRkUbjODdL', 'SU')
('AC12058-2022-11-01-4747','A264-13','Iiz', 'LB')
('SL04652-2022-11-02-4658','S195-2','lvdYYLm', 'MB')
('SL04652-2022-11-02-4659','S195-3','kqRziVpeyrsDw', 'UB')
('SL12058-2022-11-01-4692','S196-12','zhvFqbjbaGvmalx', 'LB')
('AC04652-2022-11-01-4705','A262-7','jQcaSinJEbgIh', 'LB')
('AC04652-2022-11-01-4707','A262-9','BcXFqyZukBFbos', 'UB')
('SL22517-2022-11-01-4700','S196-20','IqrBc', 'LB')
('AC22517-2022-11-02-4854','A270-12','wWUJneNFtZTWps', 'SU')
('SL22517-2022-11-02-4843','S202-19','mozTHtd', 'UB')
('SL22517-2022-11-01-4701','S196-21','QfnC', 'MB')
('AC04652-2022-11-02-4826','A269-2','KbDaRGduvBRN', 'LB')
('SL04652-2022-11-01-4836','S202-12','rq', 'LB')
('SL04652-2022-11-01-4837','S202-13','RAyOg', 'MB')
('SL22517-2022-11-01-4703','S196-23','n', 'SL')
('SL12058-2022-11-01-4696','S196-16','hiZqPOYW', 'SU')
('SL04652-2022-11-01-4839','S202-15','vIFA', 'SL')
('SL22517-2022-11-02-4844','S202-20','TAwHcKKDL', 'LB')
('SL22517-2022-11-01-4704','S196-24','pK', 'SU')
('SL22517-2022-11-02-4845','S202-21','tU', 'MB')
('SL22517-2022-11-02-4846','S202-22','SPlDjApSsFpHB', 'UB')
('SL12058-2022-11-01-4701','S196-21','ymEZxTJDAEI', 'MB')
('SL04652-2022-11-02-4664','S195-8','XWBnhMRYWUl', 'SU')
('AC04652-2022-11-01-4715','A262-17','EmDikxdQlcCVrqG', 'SL')
('SL22517-2022-11-02-4847','S202-23','LnUWLeV', 'SL')
('SL12058-2022-11-01-4706','S197-2','qMEoWKqgSf', 'MB')
('SL04652-2022-11-01-4843','S202-19','yc', 'UB')
('AC22517-2022-11-01-4769','A265-17','iYkEdMqbaJS', 'SL')
('SL04652-2022-11-02-4666','S195-10','COtlbFpLKuoU', 'MB')
('SL22517-2022-11-01-4710','S197-6','gtxVJLKUwnqPYox', 'UB')
('AC12058-2022-11-01-4753','A265-1','KmplvgwspgaUj', 'LB')
('AC22517-2022-11-01-4770','A265-18','ekvC', 'SU')
('AC22517-2022-11-02-4864','A271-4','LkVLtMTGjlgFuM', 'UB')
('SL22517-2022-11-01-4712','S197-8','xy', 'SU')
('SL12058-2022-11-01-4710','S197-6','WTKPf', 'UB')
('SL04652-2022-11-01-4845','S202-21','ChWkpiZqNA', 'MB')
('AC04652-2022-11-02-4837','A269-13','qjuTl', 'LB')
('AC12058-2022-11-01-4757','A265-5','OiDV', 'SL')
('SL22517-2022-11-02-4856','S203-8','JbHhXhiBtI', 'SU')
('AC04652-2022-11-01-4725','A263-9','GzVrzHJDMxzR', 'UB')
('AC22517-2022-11-02-4869','A271-9','Dk', 'UB')
('AC04652-2022-11-02-4839','A269-15','stdFy', 'UB')
('SL22517-2022-11-01-4718','S197-14','KEKK', 'UB')
('SL22517-2022-11-02-4859','S203-11','GXqJK', 'UB')
('AC04652-2022-11-01-4726','A263-10','mptMjkamjxJyxDMd', 'UB')
('SL04652-2022-11-01-4850','S203-2','YxOyrDV', 'MB')
('SL22517-2022-11-02-4862','S203-14','RxjC', 'UB')
('AC04652-2022-11-02-4840','A269-16','PrEaDVfPIwl', 'UB')
('AC22517-2022-11-01-4778','A266-8','QF', 'LB')
('AC04652-2022-11-02-4841','A269-17','AmxJhD', 'SL')
('SL04652-2022-11-02-4675','S195-19','ubAUmFlhQHadF', 'UB')
('AC22517-2022-11-01-4783','A266-13','zXLNsEo', 'LB')
('SL04652-2022-11-01-4853','S203-5','wmnXsLpHEf', 'MB')
('AC04652-2022-11-01-4733','A263-17','BWnWrESNQGIAeLms', 'SL')
('AC04652-2022-11-02-4846','A270-4','MyoXLtXnbhR', 'UB')
('SL04652-2022-11-01-4857','S203-9','CwtZVUI', 'LB')
('AC22517-2022-11-01-4787','A266-17','VoLJ', 'SL')
('AC04652-2022-11-01-4734','A263-18','aUXVoidC', 'SU')
('SL04652-2022-11-02-4678','S195-22','mfkOCCNXBPk', 'UB')
('AC22517-2022-11-02-4878','A271-18','ALOWJtympAjC', 'SU')
('AC04652-2022-11-01-4737','A264-3','EMAnmTvjLN', 'UB')
('SL04652-2022-11-02-4679','S195-23','HCCowrWpQtg', 'SL')
('SL22517-2022-11-02-4873','S204-1','fvoSNTya', 'LB')
('AC04652-2022-11-01-4739','A264-5','GagFGCWWdknWBmxf', 'SL')
('AC22517-2022-11-01-4795','A267-7','wRLIZYnyyrFeBsZH', 'LB')
('AC12058-2022-11-01-4776','A266-6','oQzDi', 'SU')
('SL12058-2022-11-01-4726','S197-22','xsE', 'UB')
('AC22517-2022-11-01-4796','A267-8','I', 'LB')
('SL22517-2022-11-02-4877','S204-5','MJTUv', 'MB')
('SL04652-2022-11-01-4861','S203-13','dwufa', 'MB')
('AC04652-2022-11-01-4741','A264-7','frGds', 'LB')
('SL04652-2022-11-01-4862','S203-14','bWmVzxc', 'UB')
('SL22517-2022-11-02-4880','S204-8','BJLGbXQEfvm', 'SU')
('SL04652-2022-11-02-4683','S196-3','YACmGE', 'UB')
('AC22517-2022-11-02-4883','A272-5','EAIA', 'SL')
('SL22517-2022-11-02-4881','S204-9','DbrCOrpMidXmI', 'LB')
('AC22517-2022-11-02-4885','A272-7','NevKkAbbTIeSsM', 'LB')
('AC22517-2022-11-01-4802','A267-14','NyhV', 'LB')
('SL12058-2022-11-01-4733','S198-5','bTzXJwtMtjgFxx', 'MB')
('SL22517-2022-11-02-4884','S204-12','X', 'LB')
('SL22517-2022-11-02-4886','S204-14','nktrTvewRRTPLT', 'UB')
('AC22517-2022-11-01-4803','A267-15','mbTJnQiXhMKESPJl', 'UB')
('AC04652-2022-11-02-4861','A271-1','OF', 'LB')
('SL12058-2022-11-01-4735','S198-7','Aq', 'SL')
('SL22517-2022-11-02-4888','S204-16','k', 'SU')
('AC04652-2022-11-01-4752','A264-18','NoCxJZUPbCGCJkJ', 'SU')
('SL12058-2022-11-01-4743','S198-15','hsKemGcmO', 'SL')
('AC12058-2022-11-01-4785','A266-15','tPCfspcNEKPFlLu', 'UB')
('SL04652-2022-11-02-4692','S196-12','I', 'LB')
('AC04652-2022-11-02-4868','A271-8','OZmywqyrMArzFd', 'LB')
('SL12058-2022-11-01-4746','S198-18','nfAk', 'MB')
('AC04652-2022-11-02-4869','A271-9','oyLc', 'UB')
('SL12058-2022-11-01-4747','S198-19','lXvGwWjGobqvVa', 'UB')
('SL22517-2022-11-01-4742','S198-14','ei', 'UB')
('SL04652-2022-11-01-4869','S203-21','qsiOD', 'MB')
('AC12058-2022-11-01-4789','A267-1','SwtiSWhCuZaui', 'LB')
('SL22517-2022-11-02-4901','S205-5','OBuqNcZGszFyk', 'MB')
('AC22517-2022-11-02-4899','A273-3','oJbbbbiGVwA', 'UB')
('SL12058-2022-11-01-4751','S198-23','MaVCpRfqInfNdhd', 'SL')
('AC22517-2022-11-01-4815','A268-9','k', 'UB')
('SL04652-2022-11-02-4703','S196-23','sfUlXEVbQUMHG', 'SL')
('AC04652-2022-11-02-4875','A271-15','ZRmTXNECJaVGFs', 'UB')
('AC04652-2022-11-02-4878','A271-18','mqFzOZBovcspn', 'SU')
('SL04652-2022-11-01-4873','S204-1','jfH', 'LB')
('SL12058-2022-11-01-4754','S199-2','InqdhSwxshnKH', 'MB')
('AC22517-2022-11-02-4904','A273-8','ATR', 'LB')
('SL04652-2022-11-02-4706','S197-2','mfIbcnIdFFP', 'MB')
('SL22517-2022-11-01-4750','S198-22','uKvtwTau', 'UB')
('AC22517-2022-11-02-4907','A273-11','uqsSjE', 'SL')
('SL04652-2022-11-02-4708','S197-4','h', 'LB')
('SL22517-2022-11-01-4751','S198-23','SsQjKOu', 'SL')
('SL04652-2022-11-01-4878','S204-6','oP', 'UB')
('AC04652-2022-11-02-4883','A272-5','iF', 'SL')
('AC22517-2022-11-01-4821','A268-15','mdP', 'UB')
('AC04652-2022-11-01-4766','A265-14','NRx', 'LB')
('SL22517-2022-11-02-4908','S205-12','SyEunSbJnqjYa', 'LB')
('AC04652-2022-11-01-4767','A265-15','U', 'UB')
('SL04652-2022-11-02-4714','S197-10','rzqeijseph', 'MB')
('AC04652-2022-11-02-4886','A272-8','SuMPxDV', 'LB')
('SL04652-2022-11-01-4881','S204-9','eByPdoiaTMfiFTQ', 'LB')
('SL12058-2022-11-01-4757','S199-5','oIhqyVzIeKSFD', 'MB')
('SL12058-2022-11-01-4758','S199-6','PfZe', 'UB')
('SL22517-2022-11-01-4753','S199-1','pBsH', 'LB')
('AC04652-2022-11-02-4890','A272-12','VmeCRNDLc', 'SU')
('SL04652-2022-11-01-4883','S204-11','EsrqbRw', 'UB')
('AC04652-2022-11-01-4771','A266-1','iQ', 'LB')
('AC12058-2022-11-01-4800','A267-12','aOcGaQYlzLMdKE', 'SU')
('AC04652-2022-11-01-4772','A266-2','OIlXotuTC', 'LB')
('SL22517-2022-11-02-4915','S205-19','fpZCPpbfZHYDBh', 'UB')
('AC04652-2022-11-02-4892','A272-14','gjNwFufeV', 'LB')
('AC12058-2022-11-01-4802','A267-14','nEBGeMuoEQcB', 'LB')
('SL04652-2022-11-01-4887','S204-15','wpMp', 'SL')
('SL22517-2022-11-02-4918','S205-22','NNJoUQBHAKeVPbn', 'UB')
('SL12058-2022-11-01-4765','S199-13','SlwLWhoElQd', 'MB')
('SL04652-2022-11-02-4722','S197-18','twaspoY', 'MB')
('SL04652-2022-11-01-4889','S204-17','zfOdA', 'LB')
('SL12058-2022-11-01-4766','S199-14','YxYA', 'UB')
('SL04652-2022-11-02-4723','S197-19','VxiLuOzcL', 'UB')
('SL22517-2022-11-01-4759','S199-7','YiwvGDMlHc', 'SL')
('SL04652-2022-11-01-4892','S204-20','PJsD', 'LB')
('AC04652-2022-11-01-4776','A266-6','RoVotP', 'SU')
('AC04652-2022-11-01-4777','A266-7','ghOo', 'LB')
('SL22517-2022-11-01-4761','S199-9','IPfVUfFQ', 'LB')
('AC22517-2022-11-02-4924','A274-10','RiuOmxTehiN', 'UB')
('AC04652-2022-11-01-4780','A266-10','wVQkaaWKgdF', 'UB')
('SL22517-2022-11-01-4762','S199-10','gevgUb', 'MB')
('SL12058-2022-11-01-4771','S199-19','tLpfOze', 'UB')
('AC22517-2022-11-02-4929','A274-15','iIr', 'UB')
('SL12058-2022-11-01-4772','S199-20','TbCtFCQKTxdUq', 'LB')
('AC22517-2022-11-01-4835','A269-11','zaAJrHWYgaUDaQd', 'SL')
('SL04652-2022-11-01-4900','S205-4','MgmMiwdN', 'LB')
('SL04652-2022-11-02-4728','S197-24','YKd', 'SU')
('AC12058-2022-11-01-4812','A268-6','Xx', 'SU')
('AC12058-2022-11-01-4813','A268-7','JxBeSzSPpCZuGEqd', 'LB')
('SL04652-2022-11-01-4903','S205-7','brWQmWkPx', 'SL')
('SL22517-2022-11-01-4770','S199-18','ebWxtbmd', 'MB')
('SL22517-2022-11-01-4771','S199-19','E', 'UB')
('SL12058-2022-11-01-4780','S200-4','BhRZAt', 'LB')
('AC22517-2022-11-02-4935','A275-3','bIsr', 'UB')
('AC04652-2022-11-02-4901','A273-5','mSN', 'SL')
('SL04652-2022-11-02-4733','S198-5','McjHaEgjXijgz', 'MB')
('AC04652-2022-11-02-4903','A273-7','zYHgqNP', 'LB')
('SL22517-2022-11-01-4773','S199-21','UNbHIE', 'MB')
('SL12058-2022-11-01-4783','S200-7','Bf', 'SL')
('AC22517-2022-11-02-4939','A275-7','pbZxNPrwe', 'LB')
('AC04652-2022-11-02-4908','A273-12','SCCHZvywR', 'SU')
('AC04652-2022-11-02-4909','A273-13','KtzjmIS', 'LB')
('AC22517-2022-11-01-4841','A269-17','UmhFy', 'SL')
('SL22517-2022-11-02-4929','S206-9','ndFWlyIA', 'LB')
('AC22517-2022-11-01-4842','A269-18','ckrdoX', 'SU')
('SL22517-2022-11-02-4930','S206-10','qvyNlIGFBXkr', 'MB')
('AC04652-2022-11-01-4786','A266-16','UdQQeRfnaDQvKw', 'UB')
('SL12058-2022-11-01-4785','S200-9','SAJrNWggr', 'LB')
('AC22517-2022-11-01-4848','A270-6','TqdYwHzaUKKNvB', 'SU')
('SL22517-2022-11-01-4780','S200-4','UTnEQHMzgZJ', 'LB')
('AC04652-2022-11-01-4791','A267-3','XgQOdVWilNICWjb', 'UB')
('SL22517-2022-11-01-4781','S200-5','vRWArmaJpL', 'MB')
('SL12058-2022-11-01-4788','S200-12','ztmQOrYteZld', 'LB')
('AC04652-2022-11-02-4917','A274-3','DEYLPzckBjz', 'UB')
('AC04652-2022-11-02-4918','A274-4','OYSY', 'UB')
('SL04652-2022-11-01-4915','S205-19','GpGUfbD', 'UB')
('SL12058-2022-11-01-4791','S200-15','bspvXzY', 'SL')
('AC04652-2022-11-01-4797','A267-9','RhnHkSn', 'UB')
('SL04652-2022-11-01-4917','S205-21','IrPEJWCPpFmddtb', 'MB')
('SL22517-2022-11-02-4938','S206-18','Z', 'MB')
('SL04652-2022-11-01-4918','S205-22','bszHj', 'UB')
('AC12058-2022-11-01-4833','A269-9','yrjwka', 'UB')
('AC22517-2022-11-02-4953','A276-3','IphQuhATVdSYpN', 'UB')
('SL04652-2022-11-02-4749','S198-21','HpZTDqsNg', 'MB')
('AC22517-2022-11-02-4955','A276-5','jhFDsHCPUBHEMw', 'SL')
('AC04652-2022-11-01-4800','A267-12','rjbDtgxaeyWig', 'SU')
('SL04652-2022-11-02-4752','S198-24','aiGSbHJwGMdbiKTa', 'SU')
('AC22517-2022-11-01-4859','A270-17','NSTb', 'SL')
('SL22517-2022-11-01-4786','S200-10','AqOOdRutkIYRr', 'MB')
('SL22517-2022-11-02-4941','S206-21','AcWgdHOHbdCfUu', 'MB')
('AC04652-2022-11-01-4801','A267-13','exhoJP', 'LB')
('AC22517-2022-11-01-4862','A271-2','uMSZWnIDthmjbf', 'LB')
('SL22517-2022-11-02-4944','S206-24','PBsWfUnUicvACCZI', 'SU')
('SL22517-2022-11-02-4945','S207-1','OrhbNuIgOVcP', 'LB')
('SL22517-2022-11-02-4946','S207-2','TVgWeZiVQ', 'MB')
('AC04652-2022-11-01-4805','A267-17','rEcg', 'SL')
('SL04652-2022-11-02-4754','S199-2','SHokdAPAFrQarCPQ', 'MB')
('SL22517-2022-11-01-4788','S200-12','EyEprABzt', 'LB')
('AC12058-2022-11-01-4840','A269-16','rQGWpfraF', 'UB')
('SL04652-2022-11-02-4762','S199-10','RLBr', 'MB')
('SL12058-2022-11-01-4798','S200-22','TBQgzGia', 'UB')
('AC04652-2022-11-01-4808','A268-2','VAOOTpHVBFfKgIsr', 'LB')
('AC04652-2022-11-01-4809','A268-3','JdfUsZe', 'UB')
('AC22517-2022-11-01-4868','A271-8','uaDH', 'LB')
('AC04652-2022-11-02-4927','A274-13','dZuOUBCnvzuW', 'LB')
('AC04652-2022-11-02-4928','A274-14','okvWQWizhIw', 'LB')
('AC04652-2022-11-01-4810','A268-4','nlTG', 'UB')
('SL04652-2022-11-02-4766','S199-14','a', 'UB')
('SL12058-2022-11-01-4801','S201-1','qiKspOdjGlR', 'LB')
('SL12058-2022-11-01-4802','S201-2','gTCyBX', 'MB')
('SL22517-2022-11-01-4795','S200-19','DpYQDKLIM', 'UB')
('AC22517-2022-11-01-4872','A271-12','cmJfSM', 'SU')
('SL04652-2022-11-02-4769','S199-17','BiwamnR', 'LB')
('AC22517-2022-11-01-4873','A271-13','FlSuBPomH', 'LB')
('SL04652-2022-11-02-4771','S199-19','MkeiXmtor', 'UB')
('AC04652-2022-11-01-4820','A268-14','lSO', 'LB')
('AC04652-2022-11-01-4821','A268-15','aYxWz', 'UB')
('SL04652-2022-11-02-4772','S199-20','EcVinwcx', 'LB')
('SL22517-2022-11-01-4802','S201-2','Pe', 'MB')
('SL04652-2022-11-01-4935','S206-15','cOneEl', 'SL')
('SL12058-2022-11-01-4807','S201-7','bDCrepPUxYeIvC', 'SL')
('SL04652-2022-11-02-4773','S199-21','TOhyARzBfKnbysK', 'MB')
('SL04652-2022-11-01-4937','S206-17','HUxOWRyp', 'LB')
('SL04652-2022-11-02-4774','S199-22','dQxTuJExtrLyYtUk', 'UB')
('AC22517-2022-11-01-4881','A272-3','OIH', 'UB')
('SL22517-2022-11-02-4963','S207-19','XsPwSl', 'UB')
('SL22517-2022-11-02-4964','S207-20','nCaAzBC', 'LB')
('AC04652-2022-11-01-4828','A269-4','QsGOVA', 'UB')
('AC04652-2022-11-01-4829','A269-5','iSEOOyymzbAZTx', 'SL')
('AC22517-2022-11-02-4973','A277-5','oMFMAaF', 'SL')
('SL22517-2022-11-01-4804','S201-4','iHZJqXwlJyCeZsP', 'LB')
('AC04652-2022-11-01-4832','A269-8','SXAYyOMm', 'LB')
('AC04652-2022-11-02-4935','A275-3','Fi', 'UB')
('AC22517-2022-11-01-4889','A272-11','N', 'SL')
('AC04652-2022-11-02-4938','A275-6','ngmuAaYVbxOMgbIB', 'SU')
('SL12058-2022-11-01-4813','S201-13','f', 'MB')
('AC04652-2022-11-02-4939','A275-7','CscLAAkLziPE', 'LB')
('AC04652-2022-11-01-4836','A269-12','PkBjyx', 'SU')
('AC12058-2022-11-01-4859','A270-17','RRHwqpsh', 'SL')
('AC04652-2022-11-01-4837','A269-13','eXanytxACw', 'LB')
('SL04652-2022-11-02-4781','S200-5','wXiFyFwZxOpWd', 'MB')
('SL12058-2022-11-01-4815','S201-15','J', 'SL')
('AC22517-2022-11-02-4976','A277-8','RBnv', 'LB')
('SL22517-2022-11-02-4970','S208-2','V', 'MB')
('SL22517-2022-11-02-4971','S208-3','vRqwdHm', 'UB')
('AC04652-2022-11-02-4945','A275-13','QrjRenEpCAm', 'LB')
('SL04652-2022-11-02-4784','S200-8','CMDBYoemjRoA', 'SU')
('AC12058-2022-11-01-4863','A271-3','ijLevGRfkvx', 'UB')
('AC04652-2022-11-01-4841','A269-17','pexJOPreb', 'SL')
('SL12058-2022-11-01-4820','S201-20','nemVP', 'LB')
('AC22517-2022-11-02-4979','A277-11','nuRc', 'SL')
('AC12058-2022-11-01-4865','A271-5','YRdKeaeHy', 'SL')
('SL22517-2022-11-01-4817','S201-17','j', 'LB')
('SL04652-2022-11-01-4955','S207-11','ykJcoBdJuclnozqs', 'UB')
('AC04652-2022-11-02-4949','A275-17','TMIFZJ', 'SL')
('AC04652-2022-11-01-4847','A270-5','AKbis', 'SL')
('AC22517-2022-11-01-4900','A273-4','oK', 'UB')
('AC04652-2022-11-01-4849','A270-7','uCX', 'LB')
('SL04652-2022-11-02-4788','S200-12','j', 'LB')
('AC04652-2022-11-02-4953','A276-3','dAYRO', 'UB')
('AC04652-2022-11-01-4850','A270-8','NdSC', 'LB')
('SL22517-2022-11-01-4821','S201-21','IAbbwnBJxRFRoY', 'MB')
('SL04652-2022-11-01-4961','S207-17','GXRHWnGHm', 'LB')
('AC04652-2022-11-01-4852','A270-10','KrLjpDiLHIenGF', 'UB')
('AC12058-2022-11-01-4869','A271-9','qDdaI', 'UB')
('SL04652-2022-11-02-4792','S200-16','gcKZWvTRiakvE', 'SU')
('SL04652-2022-11-02-4793','S200-17','qSwYLVpLFzVarkX', 'LB')
('SL22517-2022-11-01-4824','S201-24','DQqHTKukhWIxpbwv', 'SU')
('AC04652-2022-11-02-4956','A276-6','UDsBqmHVDPwzzYZ', 'SU')
('AC22517-2022-11-02-4983','A277-15','RzexRkhLo', 'UB')
('SL04652-2022-11-02-4794','S200-18','zVLAiZjXintSmWN', 'MB')
('AC04652-2022-11-02-4957','A276-7','MAWnLAQXiqEqEYW', 'LB')
('AC04652-2022-11-01-4861','A271-1','owQyrBqg', 'LB')
('SL22517-2022-11-01-4832','S202-8','GINUXxqRITuNHzXS', 'SU')
('AC22517-2022-11-01-4910','A273-14','vQsSzyWy', 'LB')
('AC22517-2022-11-01-4911','A273-15','DWmsdrSpsOOrQt', 'UB')
('SL22517-2022-11-01-4834','S202-10','oyM', 'MB')
('SL04652-2022-11-02-4801','S201-1','Q', 'LB')
('AC22517-2022-11-01-4913','A273-17','CDOKeDhNfG', 'SL')
('SL12058-2022-11-01-4832','S202-8','YutPm', 'SU')
('SL12058-2022-11-01-4835','S202-11','zQOz', 'UB')
('AC12058-2022-11-01-4872','A271-12','ntxiUHtDle', 'SU')
('AC12058-2022-11-01-4873','A271-13','LrUgjGkGe', 'LB')
('SL04652-2022-11-01-4969','S208-1','SpquLrOcWqs', 'LB')
('SL22517-2022-11-02-4986','S208-18','jwbtuaMxLJvnq', 'MB')
('SL22517-2022-11-01-4841','S202-17','jPulRzMas', 'LB')
('AC12058-2022-11-01-4875','A271-15','AOWwCXzLQSK', 'UB')
('AC04652-2022-11-01-4869','A271-9','CvIdiY', 'UB')
('SL04652-2022-11-01-4972','S208-4','nbJIMXWtEHWD', 'LB')
('AC04652-2022-11-02-4965','A276-15','mXpDvnc', 'UB')
('AC04652-2022-11-02-4966','A276-16','JOKnae', 'UB')
('SL12058-2022-11-01-4842','S202-18','JiDMkTCBryC', 'MB')
('SL22517-2022-11-02-4991','S208-23','bgdPyIgQoBNEWn', 'SL')
('SL22517-2022-11-01-4845','S202-21','ngBZOUmBobjmHTpJ', 'MB')
('SL22517-2022-11-02-4992','S208-24','viqxga', 'SU')
('AC22517-2022-11-01-4918','A274-4','noYNqDcIloumOFMP', 'UB')
('SL22517-2022-11-01-4847','S202-23','GLXcGEKRMRZohcqJ', 'SL')
('AC12058-2022-11-01-4880','A272-2','D', 'LB')
('AC04652-2022-11-02-4970','A277-2','cgpJqU', 'LB')
('AC12058-2022-11-01-4881','A272-3','SktslOG', 'UB')
('AC04652-2022-11-02-4972','A277-4','porze', 'UB')
('AC22517-2022-11-01-4922','A274-8','F', 'LB')
('SL04652-2022-11-02-4806','S201-6','zRm', 'UB')
('SL22517-2022-11-01-4852','S203-4','AmxEmJxXOylIpQBF', 'LB')
('AC22517-2022-11-01-4923','A274-9','LOnENXblbvwh', 'UB')
('SL22517-2022-11-02-4994','S209-2','bhugSepWebzNuLWf', 'MB')
('AC04652-2022-11-01-4878','A271-18','NpZqOGhTGlw', 'SU')
('AC22517-2022-11-02-4995','A278-9','MD', 'UB')
