('SL04652-2022-11-02-11','S1-11','Cfih', 'UB')
('SL04652-2022-11-02-8678','S362-14','bJHHkvxeNqlGoIv', 'UB')
('SL12058-2022-11-01-8641','S361-1','lKWANkGXGUoQY', 'LB')
('AC22517-2022-11-02-8797','A489-13','nVYOTLNkzLduTE', 'LB')
('SL04652-2022-11-02-8681','S362-17','Iq', 'LB')
('AC22517-2022-11-02-8800','A489-16','FCJ', 'UB')
('SL22517-2022-11-02-8661','S361-21','nHzVVdKsPURdC', 'MB')
('SL22517-2022-11-02-8662','S361-22','hZ', 'UB')
('SL12058-2022-11-01-8648','S361-8','qIAMOBxaFBONfXf', 'SU')
('AC12058-2022-11-01-8699','A484-5','DXRpeSEZwl', 'SL')
('AC04652-2022-11-01-8723','A485-11','kBEpwqgJACULpXAb', 'SL')
('SL12058-2022-11-01-8655','S361-15','Xb', 'SL')
('SL04652-2022-11-01-8612','S359-20','HNwRkaFwjQ', 'LB')
('AC12058-2022-11-01-8703','A484-9','KlYm', 'UB')
('SL04652-2022-11-01-8615','S359-23','kuKVsrGQlQvVZDF', 'SL')
('AC22517-2022-11-02-8814','A490-12','yBkCFFhZysptkIBG', 'SU')
('SL12058-2022-11-01-8658','S361-18','JlDAJXjOPvKY', 'MB')
('AC12058-2022-11-01-8706','A484-12','TzIYKJJhsWU', 'SU')
('AC22517-2022-11-01-8608','A479-4','IZSnkCfzhcTy', 'UB')
('AC12058-2022-11-01-8708','A484-14','DMiq', 'LB')
('AC12058-2022-11-01-8713','A485-1','yds', 'LB')
('SL22517-2022-11-01-8613','S359-21','JHdY', 'MB')
('SL04652-2022-11-01-8621','S360-5','CbpYzkGi', 'MB')
('SL22517-2022-11-01-8615','S359-23','FRCdS', 'SL')
('SL12058-2022-11-01-8669','S362-5','kiMTzQqzPh', 'MB')
('SL04652-2022-11-02-8706','S363-18','eoQENR', 'MB')
('SL04652-2022-11-02-8707','S363-19','gqvlZu', 'UB')
('AC22517-2022-11-02-8824','A491-4','QJfwRXzS', 'UB')
('AC22517-2022-11-01-8621','A479-17','mvVjsFl', 'SL')
('AC12058-2022-11-01-8718','A485-6','SqMElE', 'SU')
('SL22517-2022-11-01-8622','S360-6','pOPTPUABuihCrJi', 'UB')
('SL04652-2022-11-02-8711','S363-23','jUsRtFYjrqFRBJs', 'SL')
('SL04652-2022-11-02-8712','S363-24','ZKfwhSdW', 'SU')
('SL22517-2022-11-01-8626','S360-10','IKmFRwuzHbj', 'MB')
('SL12058-2022-11-01-8676','S362-12','XeJrdWbYngfgi', 'LB')
('SL04652-2022-11-02-8714','S364-2','CaMgHQgB', 'MB')
('SL22517-2022-11-02-8694','S363-6','cRreVvK', 'UB')
('SL12058-2022-11-01-8678','S362-14','Dy', 'UB')
('AC04652-2022-11-01-8740','A486-10','HwQRkiy', 'UB')
('AC12058-2022-11-01-8723','A485-11','MRzQORmHzLugccjc', 'SL')
('SL22517-2022-11-01-8633','S360-17','nCLhaZ', 'LB')
('AC04652-2022-11-01-8743','A486-13','LLqDIbB', 'LB')
('SL04652-2022-11-01-8632','S360-16','miAnoksk', 'SU')
('AC22517-2022-11-01-8628','A480-6','zK', 'SU')
('SL22517-2022-11-02-8701','S363-13','qXEcYW', 'MB')
('SL22517-2022-11-01-8636','S360-20','SpJGTanANgGlkwUC', 'LB')
('SL22517-2022-11-02-8710','S363-22','zvKdA', 'UB')
('SL12058-2022-11-01-8687','S362-23','S', 'SL')
('AC04652-2022-11-01-8752','A487-4','yLrQJmlvyuDmCgeI', 'UB')
('AC12058-2022-11-01-8734','A486-4','yjtBFTzYII', 'UB')
('SL22517-2022-11-02-8719','S364-7','LhZWPXoGqMxwDh', 'SL')
('SL22517-2022-11-02-8723','S364-11','y', 'UB')
('SL22517-2022-11-01-8651','S361-11','ZJMlgEqwgMczU', 'UB')
('AC12058-2022-11-01-8749','A487-1','vgwSDjvonvAbLDR', 'LB')
('AC04652-2022-11-02-8648','A481-8','eJapkDuyL', 'LB')
('SL04652-2022-11-01-8652','S361-12','uxwazWpk', 'LB')
('AC12058-2022-11-01-8751','A487-3','JCuMwuILliZ', 'UB')
('AC04652-2022-11-02-8650','A481-10','NhObolLHg', 'UB')
('AC22517-2022-11-01-8653','A481-13','VvAEKtEXBmCQDs', 'LB')
('AC22517-2022-11-01-8654','A481-14','DHWbMKnwvbFixT', 'LB')
('AC22517-2022-11-01-8655','A481-15','gbHXFiLHmsuOTMN', 'UB')
('SL22517-2022-11-02-8739','S365-3','x', 'UB')
('SL12058-2022-11-01-8700','S363-12','yGjGf', 'LB')
('AC12058-2022-11-01-8755','A487-7','qRhvDXTISlPPMpb', 'LB')
('SL22517-2022-11-01-8664','S361-24','ZHDcs', 'SU')
('AC04652-2022-11-01-8772','A488-6','PgU', 'SU')
('SL12058-2022-11-01-8704','S363-16','vfZjeADhHyTYqhC', 'SU')
('AC22517-2022-11-02-8874','A493-18','EDAUyGdhBRLVVlJ', 'SU')
('AC04652-2022-11-01-8780','A488-14','mbGDbiT', 'LB')
('SL04652-2022-11-01-8666','S362-2','fotbK', 'MB')
('SL04652-2022-11-01-8667','S362-3','EfV', 'UB')
('AC04652-2022-11-02-8665','A482-7','pnPl', 'LB')
('SL12058-2022-11-01-8711','S363-23','lYipm', 'SL')
('AC22517-2022-11-01-8666','A482-8','DIProVxnLPVhOWR', 'LB')
('AC04652-2022-11-01-8785','A489-1','JkoSAP', 'LB')
('AC22517-2022-11-01-8668','A482-10','HHoyYAx', 'UB')
('AC22517-2022-11-02-8881','A494-7','oERJRyJCqTaUidW', 'LB')
('AC22517-2022-11-02-8893','A495-1','vludkeKT', 'LB')
('SL04652-2022-11-01-8679','S362-15','XJkpWIPid', 'SL')
('SL22517-2022-11-02-8768','S366-8','B', 'SU')
('AC22517-2022-11-02-8896','A495-4','f', 'UB')
('SL12058-2022-11-01-8730','S364-18','pzaLGBZEgwUpwt', 'MB')
('AC04652-2022-11-01-8803','A490-1','RUumrEoHsXm', 'LB')
('SL04652-2022-11-01-8684','S362-20','OIsfKMbLZdYpJJ', 'LB')
('SL04652-2022-11-02-8784','S366-24','RLZXUvePLBJUi', 'SU')
('AC22517-2022-11-02-8900','A495-8','QIYycjMxZF', 'LB')
('AC12058-2022-11-01-8773','A488-7','np', 'LB')
('AC04652-2022-11-02-8682','A483-6','UsLpZKymWqmAHxk', 'SU')
('AC04652-2022-11-01-8810','A490-8','OLAbPQgP', 'LB')
('SL12058-2022-11-01-8742','S365-6','ugQyTJA', 'UB')
('SL22517-2022-11-01-8699','S363-11','OuljObTSwxRXkG', 'UB')
('SL22517-2022-11-02-8779','S366-19','ihhtyKGquu', 'UB')
('AC04652-2022-11-01-8816','A490-14','burIrKA', 'LB')
('SL12058-2022-11-01-8748','S365-12','OqWtzuSvzOvJoTYX', 'LB')
('AC04652-2022-11-02-8688','A483-12','vwvVcxeHM', 'SU')
('AC04652-2022-11-01-8820','A490-18','EmLeByghDakeQbm', 'SU')
('AC22517-2022-11-02-8911','A496-1','bRdUZXeiQoWuny', 'LB')
('AC04652-2022-11-02-8690','A483-14','Ed', 'LB')
('AC22517-2022-11-02-8912','A496-2','ufLaivlxZ', 'LB')
('SL22517-2022-11-01-8707','S363-19','TZd', 'UB')
('AC22517-2022-11-02-8913','A496-3','q', 'UB')
('AC04652-2022-11-01-8826','A491-6','vjuwTyhox', 'SU')
('AC22517-2022-11-01-8706','A484-12','qrquUFxLUnId', 'SU')
('SL04652-2022-11-02-8805','S367-21','FjOqiQHdj', 'MB')
('SL04652-2022-11-02-8807','S367-23','qnzQOxyuPLFC', 'SL')
('AC22517-2022-11-01-8708','A484-14','cdvnIvWuEMS', 'LB')
('SL22517-2022-11-01-8711','S363-23','EoFemIzYglgxXt', 'SL')
('AC04652-2022-11-01-8837','A491-17','kyfVdY', 'SL')
('SL04652-2022-11-02-8823','S368-15','HyTiGlaiSzQjsmQr', 'SL')
('SL22517-2022-11-01-8721','S364-9','GiaPXEkMFPhmNoX', 'LB')
('SL04652-2022-11-02-8832','S368-24','iEVdkcj', 'SU')
('AC04652-2022-11-01-8849','A492-11','CzktcZtOGBuTno', 'SL')
('AC22517-2022-11-02-8935','A497-7','FMjlpDetTF', 'LB')
('AC04652-2022-11-02-8710','A484-16','UBgtbK', 'UB')
('SL04652-2022-11-02-8833','S369-1','hsb', 'LB')
('SL12058-2022-11-01-8766','S366-6','DT', 'UB')
('SL12058-2022-11-01-8767','S366-7','ZANg', 'SL')
('AC04652-2022-11-02-8712','A484-18','RaXXY', 'SU')
('AC04652-2022-11-01-8855','A492-17','cmiOpLjeJfQhl', 'SL')
('SL04652-2022-11-01-8732','S364-20','kmx', 'LB')
('AC04652-2022-11-02-8714','A485-2','oZ', 'LB')
('SL04652-2022-11-01-8737','S365-1','WTkGeUfLCkpjy', 'LB')
('AC22517-2022-11-02-8946','A497-18','RMDlXddk', 'SU')
('AC22517-2022-11-01-8729','A485-17','hqdLQn', 'SL')
('SL04652-2022-11-01-8739','S365-3','bjcNWUIZ', 'UB')
('SL04652-2022-11-02-8844','S369-12','SZoJooUPTBRmKlg', 'LB')
('AC22517-2022-11-02-8948','A498-2','uypn', 'LB')
('SL12058-2022-11-01-8773','S366-13','OMxpzBaAyXXnzaXh', 'MB')
('SL12058-2022-11-01-8774','S366-14','mUHihnCPsrQyPBSL', 'UB')
('SL22517-2022-11-01-8738','S365-2','aBUo', 'MB')
('SL22517-2022-11-01-8739','S365-3','AqVeJ', 'UB')
('SL22517-2022-11-02-8823','S368-15','pfC', 'SL')
('AC04652-2022-11-01-8861','A493-5','qSfxwrnNldqM', 'SL')
('SL22517-2022-11-01-8740','S365-4','eJdPgTDCjfs', 'LB')
('AC12058-2022-11-01-8822','A491-2','ImZqdzGtacCmVBz', 'LB')
('SL04652-2022-11-02-8852','S369-20','ciJx', 'LB')
('SL04652-2022-11-02-8854','S369-22','PvCXbv', 'UB')
('SL22517-2022-11-02-8829','S368-21','bpwcDmBxlB', 'MB')
('SL12058-2022-11-01-8793','S367-9','jyXqwzVQjMqMNuzk', 'LB')
('AC22517-2022-11-01-8742','A486-12','JCLrwksviaRcKBds', 'SU')
('SL04652-2022-11-02-8870','S370-14','OvEBHEEawFcl', 'UB')
('AC22517-2022-11-01-8745','A486-15','vMIBgM', 'UB')
('AC22517-2022-11-02-8974','A499-10','Ubsj', 'UB')
('AC04652-2022-11-01-8876','A494-2','bsvJwwqK', 'LB')
('SL22517-2022-11-01-8751','S365-15','WXpzIfJEhVANS', 'SL')
('SL12058-2022-11-01-8798','S367-14','vuxZdNWSr', 'UB')
('AC22517-2022-11-01-8749','A487-1','Ve', 'LB')
('AC04652-2022-11-01-8880','A494-6','pkvaUbDJ', 'SU')
('SL12058-2022-11-01-8801','S367-17','hcBhjMEZA', 'LB')
('AC04652-2022-11-01-8883','A494-9','LSpCHoUometJ', 'UB')
('SL22517-2022-11-02-8848','S369-16','sD', 'SU')
('AC04652-2022-11-02-8746','A486-16','VkLdCWnDfpOcqUy', 'UB')
('SL22517-2022-11-01-8764','S366-4','Zxuz', 'LB')
('AC04652-2022-11-01-8887','A494-13','iR', 'LB')
('SL22517-2022-11-01-8767','S366-7','GKYEUmNN', 'SL')
('SL22517-2022-11-02-8855','S369-23','VhqcKhQzAWlSpshM', 'SL')
('SL22517-2022-11-01-8769','S366-9','qRfsGtyaswnAgIc', 'LB')
('AC12058-2022-11-01-8850','A492-12','cGjWb', 'SU')
('SL12058-2022-11-01-8809','S368-1','fmL', 'LB')
('AC04652-2022-11-02-8754','A487-6','vqCDfWrnaooRZq', 'SU')
('AC04652-2022-11-01-8898','A495-6','uxLoleS', 'SU')
('SL22517-2022-11-01-8777','S366-17','wBQQEAZXPcsfoXCh', 'LB')
('AC22517-2022-11-02-8993','A500-11','FisXHNlUFEN', 'SL')
('AC22517-2022-11-02-8994','A500-12','eOMydLoXuzvSmNHA', 'SU')
('SL22517-2022-11-01-8778','S366-18','ciH', 'MB')
('AC04652-2022-11-02-8759','A487-11','AWQmpz', 'SL')
('SL04652-2022-11-02-8896','S371-16','SVkNhOzrdZ', 'SU')
('AC22517-2022-11-01-8769','A488-3','CgHN', 'UB')
('SL04652-2022-11-02-8898','S371-18','xQEjpOm', 'MB')
('AC22517-2022-11-02-8999','A500-17','DUrIdzWj', 'SL')
('AC22517-2022-11-01-8771','A488-5','mDUjAhsROeC', 'SL')
('SL04652-2022-11-02-8900','S371-20','bbzGzfbHb', 'LB')
('SL04652-2022-11-02-8901','S371-21','YFRjdPGvKF', 'MB')
('SL22517-2022-11-01-8786','S367-2','bTYhPsmoRwZirO', 'MB')
('SL22517-2022-11-01-8787','S367-3','wseowhZFCA', 'UB')
('SL22517-2022-11-01-8790','S367-6','mZlDGlrCbeXvMHlR', 'UB')
('AC04652-2022-11-01-8907','A495-15','IRiizNKJiEKa', 'UB')
('SL22517-2022-11-02-8874','S370-18','HCYd', 'MB')
('SL12058-2022-11-01-8829','S368-21','VpZNtbs', 'MB')
('SL04652-2022-11-01-8793','S367-9','uecen', 'LB')
('AC22517-2022-11-02-9009','A501-9','IqFRMqsiTFw', 'UB')
('SL04652-2022-11-02-8908','S372-4','BaKjdb', 'LB')
('SL04652-2022-11-01-8797','S367-13','arAaLHYFvGq', 'MB')
('SL12058-2022-11-01-8834','S369-2','NxFxCT', 'MB')
('SL22517-2022-11-02-8879','S370-23','ERuo', 'SL')
('SL04652-2022-11-02-8909','S372-5','jvGgCloYqgNt', 'MB')
('SL22517-2022-11-01-8799','S367-15','UaAB', 'SL')
('SL04652-2022-11-01-8801','S367-17','miI', 'LB')
('AC04652-2022-11-01-8912','A496-2','XxM', 'LB')
('AC04652-2022-11-01-8913','A496-3','F', 'UB')
('AC04652-2022-11-01-8914','A496-4','DdAGKX', 'UB')
('SL12058-2022-11-01-8841','S369-9','VwRpfuaFQNuOI', 'LB')
('AC22517-2022-11-02-9022','A502-4','nfOZZyYppdgt', 'UB')
('SL04652-2022-11-02-8914','S372-10','PUuByWe', 'MB')
('SL04652-2022-11-02-8915','S372-11','jLmUIRRtjzCHuWw', 'UB')
('SL22517-2022-11-02-8887','S371-7','ZckgHLFBm', 'SL')
('AC12058-2022-11-01-8877','A494-3','JJulHQuimDpw', 'UB')
('AC22517-2022-11-02-9027','A502-9','pQxuXDtYUe', 'UB')
('SL04652-2022-11-01-8808','S367-24','Kbx', 'SU')
('SL12058-2022-11-01-8852','S369-20','Vuyf', 'LB')
('AC22517-2022-11-02-9030','A502-12','ifKrwUYkpiDbIci', 'SU')
('SL22517-2022-11-02-8894','S371-14','OFal', 'UB')
('AC04652-2022-11-01-8926','A496-16','ZDLmPachBVGcDgV', 'UB')
('AC12058-2022-11-01-8883','A494-9','IFfOOmBchFtAQkI', 'UB')
('SL22517-2022-11-02-8897','S371-17','vNCCJakbDTfyLea', 'LB')
('SL22517-2022-11-02-8900','S371-20','EXlC', 'LB')
('AC22517-2022-11-02-9042','A503-6','BaHXKQlNChVOMy', 'SU')
('SL04652-2022-11-01-8821','S368-13','NhXq', 'MB')
('SL04652-2022-11-01-8825','S368-17','lGEVlJrYY', 'LB')
('AC12058-2022-11-01-8890','A494-16','XpGshUOOXGcoa', 'UB')
('SL04652-2022-11-01-8826','S368-18','fOBaKrLVdMa', 'MB')
('SL22517-2022-11-02-8907','S372-3','WycqkrHlvi', 'UB')
('AC04652-2022-11-02-8790','A489-6','cFt', 'SU')
('SL04652-2022-11-02-8930','S373-2','srrBAehdoNqvCVh', 'MB')
('SL04652-2022-11-02-8931','S373-3','fGUJHxnoj', 'UB')
('SL22517-2022-11-02-8910','S372-6','FpmLdOpYgHSFPk', 'UB')
('SL12058-2022-11-01-8864','S370-8','OzKWCgl', 'SU')
('AC22517-2022-11-02-9051','A503-15','OKZBuYRpUlStuu', 'UB')
('SL22517-2022-11-01-8827','S368-19','zt', 'UB')
('SL22517-2022-11-01-8828','S368-20','gjHRtjGjzmSfoF', 'LB')
('AC04652-2022-11-01-8944','A497-16','lXAVitae', 'UB')
('AC22517-2022-11-01-8813','A490-11','iKmM', 'SL')
('SL04652-2022-11-01-8830','S368-22','uP', 'UB')
('SL22517-2022-11-01-8834','S369-2','iChLdPCFUYXI', 'MB')
('AC04652-2022-11-02-8800','A489-16','yNxPLRsInWOskX', 'UB')
('SL04652-2022-11-02-8941','S373-13','mUBQxdn', 'MB')
('AC22517-2022-11-01-8818','A490-16','GuoqhM', 'UB')
('SL04652-2022-11-01-8834','S369-2','XMIApvijquLsqAur', 'MB')
('SL12058-2022-11-01-8879','S370-23','JN', 'SL')
('AC04652-2022-11-02-8809','A490-7','ejUQGPxfoQdQ', 'LB')
('AC12058-2022-11-01-8911','A496-1','LnLGlfUcGsEK', 'LB')
('SL04652-2022-11-02-8953','S374-1','LfRUdkXXyfusKy', 'LB')
('SL22517-2022-11-02-8937','S373-9','idHk', 'LB')
('SL04652-2022-11-01-8854','S369-22','aaYqZkkBAGCL', 'UB')
('SL04652-2022-11-02-8957','S374-5','aYflydtjhHASLbum', 'MB')
('SL22517-2022-11-02-8953','S374-1','TaNgKXAvxJ', 'LB')
('SL22517-2022-11-02-8954','S374-2','KUjZWghqeXPnYlj', 'MB')
('SL12058-2022-11-01-8898','S371-18','DNlioKVFYVAwV', 'MB')
('SL04652-2022-11-01-8860','S370-4','lNrSRNPZWeAOZ', 'LB')
('AC22517-2022-11-02-9081','A505-9','UKVFUxBGRSmd', 'UB')
('SL12058-2022-11-01-8903','S371-23','BXyRvZ', 'SL')
('AC12058-2022-11-01-8930','A497-2','XOGcw', 'LB')
('SL04652-2022-11-01-8862','S370-6','AOhIiiMoHtVT', 'UB')
('AC04652-2022-11-01-8983','A500-1','iQXtnabbjIAn', 'LB')
('AC22517-2022-11-02-9086','A505-14','EFh', 'LB')
('SL12058-2022-11-01-8908','S372-4','ZQHuMlSZS', 'LB')
('AC04652-2022-11-01-8987','A500-5','wAXcq', 'SL')
('AC22517-2022-11-02-9089','A505-17','VRUV', 'SL')
('AC04652-2022-11-01-8989','A500-7','xfRbWsEhTMYTq', 'LB')
('SL22517-2022-11-01-8865','S370-9','a', 'LB')
('AC22517-2022-11-01-8848','A492-10','RxZHANu', 'UB')
('SL12058-2022-11-01-8911','S372-7','kxzPpjZZclDyMyU', 'SL')
('SL04652-2022-11-01-8871','S370-15','QRvRE', 'SL')
('SL22517-2022-11-01-8869','S370-13','mgWKOnFYZumHawR', 'MB')
('AC04652-2022-11-02-8835','A491-15','hNPl', 'UB')
('AC12058-2022-11-01-8938','A497-10','DIxZsbyscF', 'UB')
('AC12058-2022-11-01-8939','A497-11','vnZpyfF', 'SL')
('AC04652-2022-11-01-8993','A500-11','Jyl', 'SL')
('AC04652-2022-11-01-8994','A500-12','S', 'SU')
('SL04652-2022-11-01-8877','S370-21','cqJUyxkmXp', 'MB')
('SL12058-2022-11-01-8921','S372-17','ImOLMfmuGwHbc', 'LB')
('AC04652-2022-11-02-8842','A492-4','XIDj', 'UB')
('AC12058-2022-11-01-8944','A497-16','bMdf', 'UB')
('AC22517-2022-11-01-8859','A493-3','pMT', 'UB')
('SL22517-2022-11-02-8983','S375-7','vZlsj', 'SL')
('SL04652-2022-11-02-8985','S375-9','SHTI', 'LB')
('AC12058-2022-11-01-8947','A498-1','iqIhI', 'LB')
('AC22517-2022-11-02-9101','A506-11','ZNqjcskbro', 'SL')
('AC12058-2022-11-01-8950','A498-4','eeKoEaCPEWoYoFLr', 'UB')
('SL12058-2022-11-01-8924','S372-20','uactEzIfnpcMJBGv', 'LB')
('SL22517-2022-11-01-8879','S370-23','qypwL', 'SL')
('SL12058-2022-11-01-8928','S372-24','ayDnKxoqgmyd', 'SU')
('AC04652-2022-11-01-9006','A501-6','KwKOtYgVH', 'SU')
('SL04652-2022-11-01-8895','S371-15','pXngFyuUwG', 'SL')
('SL22517-2022-11-02-8989','S375-13','JUJnOxx', 'MB')
('AC22517-2022-11-01-8869','A493-13','muhjLKuayJWn', 'LB')
('AC22517-2022-11-02-9111','A507-3','UusHSTaF', 'UB')
('SL22517-2022-11-01-8881','S371-1','WgOrERSuIRwiR', 'LB')
('AC22517-2022-11-02-9112','A507-4','FSfponxvW', 'UB')
('SL22517-2022-11-01-8882','S371-2','MNmsDUxFCgRlyPy', 'MB')
('SL04652-2022-11-01-8907','S372-3','ROmCKAKGenVdzmmI', 'UB')
('SL22517-2022-11-01-8887','S371-7','klHQVuLkCXaUtyS', 'SL')
('SL22517-2022-11-01-8890','S371-10','ZmXKPaSWNnWbGzut', 'MB')
('SL12058-2022-11-01-8946','S373-18','deINuugPAwQJHXb', 'MB')
('AC04652-2022-11-02-8859','A493-3','yVtGd', 'UB')
('SL04652-2022-11-01-8911','S372-7','f', 'SL')
('SL12058-2022-11-01-8950','S373-22','EmAD', 'UB')
('SL04652-2022-11-01-8912','S372-8','qUWbQsTIxcv', 'SU')
('SL22517-2022-11-01-8896','S371-16','SIAVNFl', 'SU')
('AC04652-2022-11-01-9022','A502-4','NzsiWINSF', 'UB')
('SL22517-2022-11-01-8898','S371-18','d', 'MB')
('AC04652-2022-11-02-8868','A493-12','EDbpfNEnL', 'SU')
('AC12058-2022-11-01-8964','A498-18','EQ', 'SU')
('AC22517-2022-11-01-8877','A494-3','ZNenHBNdyIX', 'UB')
('AC12058-2022-11-01-8965','A499-1','jhrK', 'LB')
('SL04652-2022-11-01-8919','S372-15','UFnTZMrecabJqh', 'SL')
('AC22517-2022-11-01-8882','A494-8','IfDQ', 'LB')
('SL22517-2022-11-01-8908','S372-4','RFuYjZDGkRDJAu', 'LB')
('SL22517-2022-11-01-8909','S372-5','ivDAaqmMKLjW', 'MB')
('SL22517-2022-11-01-8910','S372-6','bgfcK', 'UB')
('SL04652-2022-11-01-8925','S372-21','fSfdsVUMniP', 'MB')
('AC12058-2022-11-01-8970','A499-6','LByxGWcWvuN', 'SU')
('SL04652-2022-11-01-8927','S372-23','kzNtQL', 'SL')
('AC12058-2022-11-01-8974','A499-10','AJvAodFkOEDlqyPd', 'UB')
('AC12058-2022-11-01-8975','A499-11','LyoJsDPBLteaewL', 'SL')
('AC22517-2022-11-02-9134','A508-8','gBokQrHwSPHasZ', 'LB')
('AC04652-2022-11-01-9039','A503-3','neEsXcpZAlDsq', 'UB')
('AC12058-2022-11-01-8980','A499-16','zURqADfoKIu', 'UB')
('SL04652-2022-11-01-8932','S373-4','eqFXieXImRtpARKy', 'LB')
('SL04652-2022-11-02-9017','S376-17','slMSS', 'LB')
('AC22517-2022-11-01-8895','A495-3','SRlFz', 'UB')
('SL04652-2022-11-01-8934','S373-6','icbd', 'UB')
('AC12058-2022-11-01-8982','A499-18','CFU', 'SU')
('AC22517-2022-11-01-8898','A495-6','iUTspy', 'SU')
('AC12058-2022-11-01-8985','A500-3','VBLPtemrVqTbK', 'UB')
('AC04652-2022-11-01-9049','A503-13','XpZXFH', 'LB')
('AC22517-2022-11-01-8904','A495-12','ejhvZJpbI', 'SU')
('AC22517-2022-11-02-9146','A509-2','ZvTgJI', 'LB')
('AC22517-2022-11-01-8906','A495-14','oMobIOd', 'LB')
('SL04652-2022-11-02-9032','S377-8','wLiCmHPYFok', 'SU')
('AC22517-2022-11-01-8913','A496-3','fapPFZkBaSMi', 'UB')
('SL22517-2022-11-02-9042','S377-18','PHLr', 'MB')
('SL12058-2022-11-01-9005','S376-5','B', 'MB')
('SL12058-2022-11-01-9006','S376-6','LcZmBOOPVByR', 'UB')
('SL22517-2022-11-02-9049','S378-1','myrfQuMrtGpP', 'LB')
('AC22517-2022-11-02-9163','A510-1','ys', 'LB')
('AC22517-2022-11-01-8922','A496-12','wGOy', 'SU')
('AC22517-2022-11-02-9164','A510-2','AsSewvnclVhceQ', 'LB')
('SL04652-2022-11-01-8949','S373-21','tMaK', 'MB')
('SL12058-2022-11-01-9011','S376-11','tCm', 'UB')
('SL22517-2022-11-02-9057','S378-9','fZhtV', 'LB')
('AC04652-2022-11-01-9067','A504-13','rzrIrfeIiu', 'LB')
('SL22517-2022-11-01-8956','S374-4','apVYPNPStgNGejvC', 'LB')
('SL12058-2022-11-01-9022','S376-22','pfFhSihetf', 'UB')
('AC12058-2022-11-01-9031','A502-13','ranLuajOvngn', 'LB')
('SL22517-2022-11-02-9062','S378-14','oHXmYTZgSGp', 'UB')
('AC04652-2022-11-02-8940','A497-12','XpJylcRldoPo', 'SU')
('SL04652-2022-11-02-9053','S378-5','bdG', 'MB')
('SL12058-2022-11-01-9025','S377-1','NNWNWHnwH', 'LB')
('SL22517-2022-11-02-9064','S378-16','pmTvc', 'SU')
('SL12058-2022-11-01-9027','S377-3','iTdjzbXnCBiekSI', 'UB')
('SL04652-2022-11-01-8963','S374-11','GdLKLxT', 'UB')
('AC22517-2022-11-01-8944','A497-16','wjPLVE', 'UB')
('AC04652-2022-11-02-8951','A498-5','OlMmjzhZvhm', 'SL')
('SL04652-2022-11-01-8968','S374-16','tVNgHfBBEoKR', 'SU')
('SL22517-2022-11-02-9073','S379-1','L', 'LB')
('SL22517-2022-11-01-8979','S375-3','sydMfxnwCYE', 'UB')
('SL12058-2022-11-01-9041','S377-17','DQchTkoUlndfsJ', 'LB')
('AC22517-2022-11-02-9192','A511-12','MVvunfzhl', 'SU')
('AC04652-2022-11-02-8956','A498-10','AfusWNTz', 'UB')
('SL04652-2022-11-01-8979','S375-3','KnqfgbxgAvY', 'UB')
('SL22517-2022-11-01-8987','S375-11','u', 'UB')
('SL12058-2022-11-01-9051','S378-3','UcgKAlWwxOkvy', 'UB')
('AC12058-2022-11-01-9050','A503-14','VgJoJXvNxn', 'LB')
('AC22517-2022-11-01-8955','A498-9','cHCaYOGZC', 'UB')
('SL04652-2022-11-02-9074','S379-2','WEgrld', 'MB')
('SL22517-2022-11-02-9083','S379-11','rAb', 'UB')
('AC04652-2022-11-01-9101','A506-11','sIXifnGGJ', 'SL')
('SL22517-2022-11-02-9085','S379-13','bPcBFl', 'MB')
('AC22517-2022-11-02-9206','A512-8','CNjKImbzqRW', 'LB')
('AC04652-2022-11-02-8967','A499-3','Fzy', 'UB')
('SL12058-2022-11-01-9061','S378-13','sJgNBenqI', 'MB')
('AC12058-2022-11-01-9059','A504-5','LE', 'SL')
('AC22517-2022-11-02-9210','A512-12','szPsrfuguOOSbVUT', 'SU')
('SL04652-2022-11-02-9083','S379-11','zUSdzbIHp', 'UB')
('AC04652-2022-11-01-9110','A507-2','ecrTgiHw', 'LB')
('AC04652-2022-11-01-9114','A507-6','tGCjNPqsxaBDtLCG', 'SU')
('SL04652-2022-11-01-8997','S375-21','XrUQfKpFm', 'MB')
('SL04652-2022-11-02-9089','S379-17','fy', 'LB')
('SL12058-2022-11-01-9066','S378-18','uwpIpfXdmjEEh', 'MB')
('AC12058-2022-11-01-9074','A505-2','EroPRz', 'LB')
('SL22517-2022-11-02-9097','S380-1','HCM', 'LB')
('AC04652-2022-11-02-8977','A499-13','iFYzogGfE', 'LB')
('SL22517-2022-11-01-9006','S376-6','oiJx', 'UB')
('AC22517-2022-11-02-9218','A513-2','BbHwxKNXmo', 'LB')
('SL22517-2022-11-01-9007','S376-7','jB', 'SL')
('SL22517-2022-11-02-9105','S380-9','snQv', 'LB')
('AC12058-2022-11-01-9084','A505-12','OMqvnxDvMzkUl', 'SU')
('SL22517-2022-11-02-9110','S380-14','ZbhYhNOm', 'UB')
('SL22517-2022-11-02-9114','S380-18','FCvbIhdHn', 'MB')
('AC04652-2022-11-02-8987','A500-5','VsflXKZD', 'SL')
('AC04652-2022-11-02-8989','A500-7','JhNc', 'LB')
('AC12058-2022-11-01-9089','A505-17','JnAPCpHUvaCpInNt', 'SL')
('SL22517-2022-11-01-9014','S376-14','fDZQ', 'UB')
