('AC04652-2022-11-01-1730','A97-2','ZupvcVggEpzE', 'LB')
('AC12058-2022-11-01-6139','A342-1','wvFIjION', 'LB')
('AC22517-2022-11-01-6156','A342-18','NIFLIOU', 'SU')
('SL04652-2022-11-01-6024','S251-24','NFSuziqw', 'SU')
('AC22517-2022-11-01-6158','A343-2','IouTakXS', 'LB')
('SL04652-2022-11-01-6026','S252-2','L', 'MB')
('SL04652-2022-11-02-6107','S255-11','kFealK', 'UB')
('SL04652-2022-11-01-6030','S252-6','XJPaSCRYosJPgtM', 'UB')
('AC22517-2022-11-01-6162','A343-6','Jg', 'SU')
('SL22517-2022-11-01-6034','S252-10','BCCR', 'MB')
('AC22517-2022-11-01-6165','A343-9','BESOGJxmRfptbDC', 'UB')
('AC22517-2022-11-01-6166','A343-10','PouOVOqQ', 'UB')
('AC12058-2022-11-01-6147','A342-9','h', 'UB')
('SL22517-2022-11-01-6057','S253-9','WtWjHw', 'LB')
('AC12058-2022-11-01-6169','A343-13','OfcXZnPqfvr', 'LB')
('AC04652-2022-11-01-6436','A358-10','JpgDrvdcneZ', 'UB')
('SL04652-2022-11-02-6139','S256-19','KrbnoVrH', 'UB')
('AC04652-2022-11-01-6442','A358-16','eIT', 'UB')
('SL22517-2022-11-01-6066','S253-18','Vm', 'MB')
('SL04652-2022-11-02-6145','S257-1','mYUshEz', 'LB')
('AC22517-2022-11-02-6217','A346-7','TugbouOO', 'LB')
('AC22517-2022-11-02-6244','A347-16','VXpkKLTItOSVT', 'UB')
('AC04652-2022-11-01-6507','A362-9','rlxQNxWwWPgf', 'UB')
('SL04652-2022-11-01-6119','S255-23','KxUqCoLzbhtcpk', 'SL')
('SL22517-2022-11-01-6161','S257-17','SuZRjdyTLXdC', 'LB')
('SL04652-2022-11-01-6159','S257-15','XZT', 'SL')
('AC04652-2022-11-02-6315','A351-15','VLZAsuVvzeP', 'UB')
('AC04652-2022-11-02-6316','A351-16','WqYldyGO', 'UB')
('SL12058-2022-11-01-6101','S255-5','DrsFkqBc', 'MB')
('SL22517-2022-11-02-6272','S262-8','X', 'SU')
('AC12058-2022-11-01-6314','A351-14','SgTPIxZKR', 'LB')
('AC04652-2022-11-01-6580','A366-10','JEOiPXTaqpqLud', 'UB')
('AC04652-2022-11-02-6339','A353-3','loJl', 'UB')
('SL12058-2022-11-01-6111','S255-15','yyUzsswehexA', 'SL')
('SL12058-2022-11-01-6112','S255-16','yfsvZ', 'SU')
('SL22517-2022-11-02-6281','S262-17','kDjzQrljQCc', 'LB')
('AC04652-2022-11-01-6588','A366-18','qLYbIzQakhCnreoi', 'SU')
('AC22517-2022-11-01-6343','A353-7','VeJ', 'LB')
('SL04652-2022-11-02-6273','S262-9','qxGcLAsqKS', 'LB')
('SL22517-2022-11-02-6289','S263-1','WQnE', 'LB')
('AC04652-2022-11-01-6632','A369-8','jIC', 'LB')
('AC04652-2022-11-02-6384','A355-12','Jmu', 'SU')
('SL12058-2022-11-01-6168','S257-24','aByIDfxD', 'SU')
('SL04652-2022-11-02-6313','S264-1','CyYkoFvqEvDeI', 'LB')
('SL22517-2022-11-01-6244','S261-4','solccTYuhNEJQA', 'LB')
('AC22517-2022-11-01-6393','A356-3','PWyzqd', 'UB')
('SL22517-2022-11-01-6264','S261-24','Bu', 'SU')
('AC22517-2022-11-02-6385','A355-13','Y', 'LB')
('AC22517-2022-11-01-6401','A356-11','ueXRObTEkSQOJ', 'SL')
('SL04652-2022-11-01-6281','S262-17','diJZzkQNRVMR', 'LB')
('AC04652-2022-11-01-6672','A371-12','rqOTwzJaudCedPk', 'SU')
('AC04652-2022-11-01-6673','A371-13','wsWW', 'LB')
('AC22517-2022-11-01-6420','A357-12','iyNXhWuayDQXo', 'SU')
('AC22517-2022-11-01-6426','A357-18','nlAmzgjdpENwNoM', 'SU')
('AC22517-2022-11-01-6428','A358-2','qswnJMyeQsXU', 'LB')
('SL04652-2022-11-01-6302','S263-14','JZetKnrsaNLndw', 'UB')
('SL04652-2022-11-01-6305','S263-17','GyWneldSYEQcXjN', 'LB')
('SL04652-2022-11-02-6382','S266-22','QEFZwGusPL', 'UB')
('SL22517-2022-11-02-6382','S266-22','n', 'UB')
('SL12058-2022-11-01-6225','S260-9','KxVPWFFkiILGbm', 'LB')
('AC04652-2022-11-01-6698','A373-2','pwAioCcHbX', 'LB')
('AC04652-2022-11-01-6699','A373-3','hMC', 'UB')
('SL12058-2022-11-01-6228','S260-12','nNvffcXPrrXu', 'LB')
('SL22517-2022-11-01-6311','S263-23','CWQtlh', 'SL')
('SL22517-2022-11-02-6388','S267-4','SglUThWtJ', 'LB')
('AC22517-2022-11-01-6439','A358-13','YgGSidSI', 'LB')
('SL12058-2022-11-01-6239','S260-23','hOjJwvxjSksvM', 'SL')
('SL04652-2022-11-01-6330','S264-18','zJOTZbsuNlbeeSC', 'MB')
('AC04652-2022-11-02-6461','A359-17','qGZG', 'SL')
('AC22517-2022-11-01-6450','A359-6','cXwQ', 'SU')
('SL04652-2022-11-01-6333','S264-21','zsBQ', 'MB')
('AC04652-2022-11-02-6465','A360-3','iEZNtXdjLuZ', 'UB')
('SL04652-2022-11-01-6334','S264-22','zzufJ', 'UB')
('AC12058-2022-11-01-6443','A358-17','Dnj', 'SL')
('AC04652-2022-11-02-6466','A360-4','JWWciCaWSQkpzvl', 'UB')
('SL22517-2022-11-02-6407','S267-23','wydX', 'SL')
('AC12058-2022-11-01-6444','A358-18','OcG', 'SU')
('AC04652-2022-11-01-6727','A374-13','b', 'LB')
('AC22517-2022-11-01-6454','A359-10','sJwbL', 'UB')
('SL04652-2022-11-01-6342','S265-6','iHDODmScRiP', 'UB')
('SL22517-2022-11-01-6344','S265-8','UClwzS', 'SU')
('AC22517-2022-11-02-6455','A359-11','Jkqb', 'SL')
('AC22517-2022-11-01-6457','A359-13','DgdLwrLqEsSTtB', 'LB')
('SL04652-2022-11-02-6406','S267-22','TcfMivNIhtmZ', 'UB')
('SL22517-2022-11-02-6458','S270-2','PqR', 'MB')
('SL04652-2022-11-01-6403','S267-19','c', 'UB')
('SL22517-2022-11-02-6520','S272-16','mvMyt', 'SU')
('AC12058-2022-11-01-6554','A365-2','hdqZWBTUpV', 'LB')
('SL22517-2022-11-01-6454','S269-22','HnnLoWsiSX', 'UB')
('AC12058-2022-11-01-6556','A365-4','R', 'UB')
('AC22517-2022-11-01-6565','A365-13','bJUgNKmIMuICS', 'LB')
('AC22517-2022-11-01-6566','A365-14','aBvIuyLgVoWAx', 'LB')
('SL12058-2022-11-01-6362','S266-2','ABEaHJXXb', 'MB')
('SL12058-2022-11-01-6363','S266-3','FMiArAXiieQeqCV', 'UB')
('AC22517-2022-11-01-6569','A365-17','trZzQE', 'SL')
('SL22517-2022-11-01-6459','S270-3','pFHEeTAWVYd', 'UB')
('AC04652-2022-11-02-6568','A365-16','qy', 'UB')
('SL04652-2022-11-01-6469','S270-13','aXKj', 'MB')
('SL04652-2022-11-02-6533','S273-5','saIAgmKa', 'MB')
('SL12058-2022-11-01-6378','S266-18','FSseTvrAfyfsDXnC', 'MB')
('AC22517-2022-11-01-6585','A366-15','VnNVS', 'UB')
('AC22517-2022-11-01-6586','A366-16','IamPCGLTgzVwUmW', 'UB')
('SL04652-2022-11-02-6535','S273-7','AbK', 'SL')
('AC22517-2022-11-02-6576','A366-6','vQcqQtLcdSE', 'SU')
('AC12058-2022-11-01-6577','A366-7','ZPXTXLyXBJeaBa', 'LB')
('AC04652-2022-11-02-6582','A366-12','HewKzYGOWzZkLdcy', 'SU')
('AC12058-2022-11-01-6582','A366-12','lFeOSWIgeSwBrU', 'SU')
('SL22517-2022-11-01-6480','S270-24','jU', 'SU')
('AC04652-2022-11-02-6586','A366-16','AuoCHGhafu', 'UB')
('AC04652-2022-11-02-6587','A366-17','IMU', 'SL')
('AC22517-2022-11-02-6582','A366-12','cG', 'SU')
('AC04652-2022-11-02-6598','A367-10','RVRnIIlnRKXLEk', 'UB')
('AC22517-2022-11-02-6594','A367-6','BNUgrTzawI', 'SU')
('AC22517-2022-11-02-6595','A367-7','Bot', 'LB')
('SL22517-2022-11-02-6591','S275-15','KHWC', 'SL')
('SL04652-2022-11-01-6515','S272-11','NtGyYIp', 'UB')
('SL04652-2022-11-02-6576','S274-24','OOGZB', 'SU')
('AC04652-2022-11-01-6905','A384-11','pjBXDREErvnZ', 'SL')
('SL12058-2022-11-01-6434','S269-2','KNvhfzqqII', 'MB')
('SL04652-2022-11-01-6523','S272-19','YuTWVCws', 'UB')
('SL04652-2022-11-02-6587','S275-11','FOUwfzdmfSreD', 'UB')
('AC22517-2022-11-02-6631','A369-7','BMzbTdloMmWuSUxf', 'LB')
('SL04652-2022-11-01-6551','S273-23','NJOlZOOvxzC', 'SL')
('SL04652-2022-11-02-6615','S276-15','OXtjmrcUiPRr', 'SL')
('SL12058-2022-11-01-6466','S270-10','znGcUxGDGme', 'MB')
('AC22517-2022-11-01-6665','A371-5','KDOpUEDq', 'SL')
('AC22517-2022-11-02-6690','A372-12','HwxpmMZdlePbL', 'SU')
('AC22517-2022-11-02-6691','A372-13','sgopNETpEorZ', 'LB')
('SL22517-2022-11-01-6558','S274-6','YQrCPxCKDAu', 'UB')
('AC04652-2022-11-01-6957','A387-9','uDvqbqjLwNEzRB', 'UB')
('SL22517-2022-11-02-6659','S278-11','DnpykWvnuRYqdcIK', 'UB')
('SL22517-2022-11-01-6561','S274-9','WDVAtBbxNy', 'LB')
('SL04652-2022-11-02-6650','S278-2','q', 'MB')
('AC22517-2022-11-01-6829','A380-7','TjjTnkpNmTX', 'LB')
('SL22517-2022-11-02-6799','S284-7','oYfNE', 'SL')
('AC12058-2022-11-01-6859','A382-1','Cad', 'LB')
('AC04652-2022-11-01-7150','A398-4','ApPOUq', 'UB')
('SL12058-2022-11-01-6713','S280-17','RhwPOZ', 'LB')
('SL22517-2022-11-01-6766','S282-22','KPt', 'UB')
('AC04652-2022-11-01-7166','A399-2','otbskTXqHz', 'LB')
('AC12058-2022-11-01-6930','A385-18','GxxMNCwRcqWpVND', 'SU')
('SL22517-2022-11-02-6878','S287-14','zMiuUThTCmbPmGxF', 'UB')
('AC22517-2022-11-01-6914','A385-2','NdHJTxXJXFff', 'LB')
('SL04652-2022-11-02-6910','S288-22','GXf', 'UB')
('SL04652-2022-11-02-6914','S289-2','WhqapM', 'MB')
('SL04652-2022-11-01-6934','S289-22','BGxGootPMmnPVSHa', 'UB')
('SL04652-2022-11-01-6935','S289-23','dgpqSyretOlbEl', 'SL')
('SL12058-2022-11-01-6795','S284-3','WVi', 'UB')
('AC12058-2022-11-01-6997','A389-13','TlI', 'LB')
('AC04652-2022-11-01-7254','A403-18','lOVnPRhEMnANf', 'SU')
('AC04652-2022-11-01-7292','A406-2','PpzrdxRx', 'LB')
('SL04652-2022-11-01-6969','S291-9','qiucnP', 'LB')
('AC04652-2022-11-01-7296','A406-6','aJ', 'SU')
('AC22517-2022-11-02-7055','A392-17','tzVLkYDbNDhunJt', 'SL')
('AC22517-2022-11-01-7024','A391-4','puEvVDdAKsxuf', 'UB')
('AC12058-2022-11-01-7059','A393-3','ioQCkr', 'UB')
('SL04652-2022-11-01-6981','S291-21','uzeXjsaFHjHPoWY', 'MB')
('AC22517-2022-11-01-7034','A391-14','z', 'LB')
('AC22517-2022-11-02-7141','A397-13','eSlxoRPe', 'LB')
('AC12058-2022-11-01-7132','A397-4','prYklalsZrZHOx', 'UB')
('AC22517-2022-11-02-7147','A398-1','pKShdA', 'LB')
('AC04652-2022-11-01-7401','A412-3','AhvXCq', 'UB')
('AC12058-2022-11-01-7139','A397-11','GgrX', 'SL')
('SL22517-2022-11-01-6986','S292-2','kqZllvmVN', 'MB')
('SL12058-2022-11-01-6940','S290-4','zTpFjGuRoF', 'LB')
('AC22517-2022-11-01-7186','A400-4','crMbFfRHwfrVpBD', 'UB')
('SL12058-2022-11-01-6993','S292-9','JeXxligg', 'LB')
('AC04652-2022-11-02-7176','A399-12','tyDoldoqeAoi', 'SU')
('SL12058-2022-11-01-7002','S292-18','daeAJMHUPjjt', 'MB')
('AC12058-2022-11-01-7194','A400-12','QTXYOwarrtz', 'SU')
('AC22517-2022-11-02-7228','A402-10','JqnkZMgAi', 'UB')
('SL04652-2022-11-02-7167','S299-15','KHFroWcfCNpzSkuE', 'SL')
('SL04652-2022-11-02-7178','S300-2','YX', 'MB')
('AC04652-2022-11-02-7208','A401-8','sfbtSxjpGVoVZfo', 'LB')
('SL04652-2022-11-02-7180','S300-4','G', 'LB')
('SL22517-2022-11-02-7168','S299-16','tv', 'SU')
('AC04652-2022-11-02-7212','A401-12','VHwbjumUZBCsSxs', 'SU')
('SL04652-2022-11-01-7154','S299-2','NJlTMJTXRrFo', 'MB')
('SL22517-2022-11-01-7085','S296-5','Wv', 'MB')
('SL12058-2022-11-01-7038','S294-6','SQ', 'UB')
('AC04652-2022-11-01-7510','A418-4','vOasz', 'UB')
('AC04652-2022-11-02-7217','A401-17','gW', 'SL')
('AC22517-2022-11-02-7262','A404-8','p', 'LB')
('AC22517-2022-11-02-7263','A404-9','GWa', 'UB')
('AC12058-2022-11-01-7231','A402-13','YAMgZrDoltFli', 'LB')
('SL04652-2022-11-02-7190','S300-14','UOR', 'UB')
('AC04652-2022-11-01-7536','A419-12','HXmnWFReZehLGb', 'SU')
('SL04652-2022-11-02-7211','S301-11','zZXEVEGLLjgLDh', 'UB')
('AC22517-2022-11-02-7298','A406-8','xntkezhBksYuIbXg', 'LB')
('AC22517-2022-11-01-7268','A404-14','uBuz', 'LB')
('SL04652-2022-11-01-7219','S301-19','bCpREPqZVCICcIFl', 'UB')
('SL04652-2022-11-01-7220','S301-20','okXdA', 'LB')
('SL04652-2022-11-02-7254','S303-6','rBEeAd', 'UB')
('SL04652-2022-11-02-7259','S303-11','OEXV', 'UB')
('AC22517-2022-11-02-7355','A409-11','VAXCyVBMl', 'SL')
('AC22517-2022-11-01-7330','A408-4','qWBzIRZvOw', 'UB')
('AC22517-2022-11-01-7339','A408-13','YHbzjkA', 'LB')
('SL04652-2022-11-02-7281','S304-9','fcphOL', 'LB')
('SL12058-2022-11-01-7125','S297-21','F', 'MB')
('AC04652-2022-11-02-7313','A407-5','oCshZUdLV', 'SL')
('AC04652-2022-11-01-7615','A424-1','alKUotCuHbMIcxvo', 'LB')
('AC22517-2022-11-02-7384','A411-4','FlNlsMkHtzpJ', 'UB')
('AC22517-2022-11-02-7388','A411-8','RPmkfVOdUeAfj', 'LB')
('AC22517-2022-11-02-7389','A411-9','CICbUejUC', 'UB')
('AC04652-2022-11-02-7336','A408-10','nAm', 'UB')
('SL04652-2022-11-01-7289','S304-17','oMJ', 'LB')
('SL12058-2022-11-01-7166','S299-14','EYwFQgqjumCBD', 'UB')
('SL04652-2022-11-02-7313','S305-17','qFhfheUOtbLwqZ', 'LB')
('SL12058-2022-11-01-7170','S299-18','nP', 'MB')
('AC22517-2022-11-02-7414','A412-16','ijUvQUpnj', 'UB')
('SL12058-2022-11-01-7199','S300-23','XKjgaBvJ', 'SL')
('AC04652-2022-11-02-7391','A411-11','WtHqREGtEzWOcK', 'SL')
('AC04652-2022-11-02-7409','A412-11','Rpc', 'SL')
('SL04652-2022-11-01-7354','S307-10','bUxsHlEPJjYxj', 'MB')
('AC22517-2022-11-01-7422','A413-6','mytOnKm', 'SU')
('AC12058-2022-11-01-7423','A413-7','lugmnVhJBTUFavW', 'LB')
('SL04652-2022-11-01-7356','S307-12','qIwXHVyOyTJiY', 'LB')
('SL12058-2022-11-01-7218','S301-18','nEFSUERVnwiSyvf', 'MB')
('SL22517-2022-11-02-7380','S308-12','o', 'LB')
('SL22517-2022-11-02-7381','S308-13','PNRWtoCDli', 'MB')
('AC04652-2022-11-01-7693','A428-7','YdZOh', 'LB')
('SL22517-2022-11-01-7328','S306-8','mjTTNaKTkCE', 'SU')
('AC04652-2022-11-01-7734','A430-12','YIQhAhWmYD', 'SU')
('AC04652-2022-11-02-7484','A416-14','ElJfUpCluys', 'LB')
('AC22517-2022-11-02-7553','A420-11','gpt', 'SL')
('SL04652-2022-11-02-7464','S311-24','dYiRbydnUj', 'SU')
('AC22517-2022-11-01-7527','A419-3','LFTGrQbBprDfhIui', 'UB')
('AC12058-2022-11-01-7536','A419-12','xaBmp', 'SU')
('SL04652-2022-11-02-7480','S312-16','boqiGIo', 'SU')
('AC12058-2022-11-01-7541','A419-17','pWBliggYM', 'SL')
('AC04652-2022-11-02-7572','A421-12','vuzNVgsFQCPECvMP', 'SU')
('AC22517-2022-11-02-7639','A425-7','HzFKmvfpb', 'LB')
('AC22517-2022-11-01-7583','A422-5','UfoWG', 'SL')
('SL04652-2022-11-02-7530','S314-18','vixTxcJFzVwGYcOW', 'MB')
('AC12058-2022-11-01-7588','A422-10','iAKl', 'UB')
('AC04652-2022-11-02-7614','A423-18','G', 'SU')
('SL22517-2022-11-02-7568','S316-8','rWSizb', 'SU')
('AC22517-2022-11-02-7671','A427-3','kt', 'UB')
('SL04652-2022-11-02-7554','S315-18','LF', 'MB')
('SL04652-2022-11-02-7555','S315-19','xgcLEcyJDpWJDWX', 'UB')
('SL22517-2022-11-02-7578','S316-18','hWFT', 'MB')
('SL22517-2022-11-01-7466','S312-2','tqTDYyMxaTc', 'MB')
('SL22517-2022-11-01-7469','S312-5','vTiaoSCRBkzbnI', 'MB')
('AC22517-2022-11-01-7622','A424-8','vqjtpDzUpzvwm', 'LB')
('SL22517-2022-11-02-7582','S316-22','bQPdmF', 'UB')
('AC22517-2022-11-01-7625','A424-11','mWABITKTdsyj', 'SL')
('SL04652-2022-11-01-7552','S315-16','PUjOpnmX', 'SU')
('AC22517-2022-11-02-7731','A430-9','uYhgrpS', 'UB')
('AC04652-2022-11-02-7680','A427-12','nCVerk', 'SU')
('SL12058-2022-11-01-7460','S311-20','tSVFxeFU', 'LB')
('AC04652-2022-11-01-7930','A441-10','zPCahPPbYgQ', 'UB')
('SL04652-2022-11-02-7646','S319-14','gmp', 'UB')
('AC22517-2022-11-02-7777','A433-1','RTcCe', 'LB')
('SL04652-2022-11-01-7630','S318-22','AbHevPEcXztb', 'UB')
('SL04652-2022-11-02-7667','S320-11','SbosR', 'UB')
('SL12058-2022-11-01-7504','S313-16','WnsGcuWMRX', 'SU')
('AC22517-2022-11-02-7794','A433-18','UrKKM', 'SU')
('SL04652-2022-11-02-7669','S320-13','HLk', 'MB')
('AC22517-2022-11-01-7735','A430-13','wqozspfvOCXyAs', 'LB')
('AC22517-2022-11-01-7737','A430-15','QHjLYWwJZIZ', 'UB')
('SL22517-2022-11-01-7587','S317-3','lEAhsQBRcEnuezUh', 'UB')
('SL12058-2022-11-01-7512','S313-24','nNa', 'SU')
('AC04652-2022-11-01-7998','A445-6','sqFQCeBxXbKjM', 'SU')
('AC22517-2022-11-01-7741','A431-1','kjkxqjLRUIsEgSl', 'LB')
('AC12058-2022-11-01-7731','A430-9','FgoNk', 'UB')
('SL12058-2022-11-01-7514','S314-2','NBDHXpiXz', 'MB')
('SL12058-2022-11-01-7515','S314-3','CjVcKdVLiU', 'UB')
('SL12058-2022-11-01-7516','S314-4','SYFSUpjJrI', 'LB')
('AC04652-2022-11-02-7759','A432-1','EAdEBWqdJQY', 'LB')
('SL04652-2022-11-01-7665','S320-9','ZhaEF', 'LB')
('AC12058-2022-11-01-7738','A430-16','oyXesREg', 'UB')
('AC12058-2022-11-01-7739','A430-17','xODgXbqwO', 'SL')
('AC22517-2022-11-01-7751','A431-11','GrQjF', 'SL')
('AC04652-2022-11-01-8048','A448-2','uKDNGtiXizQjH', 'LB')
('SL04652-2022-11-01-7721','S322-17','HHHheqjEeRA', 'LB')
('SL12058-2022-11-01-7579','S316-19','vSPyMLu', 'UB')
('SL12058-2022-11-01-7581','S316-21','UfMxMC', 'MB')
('SL22517-2022-11-02-7744','S323-16','YfJNletX', 'SU')
('AC22517-2022-11-02-7887','A439-3','mGmmgsWCIXvLpSGM', 'UB')
('AC22517-2022-11-02-7889','A439-5','mTQYHDkzYF', 'SL')
('SL22517-2022-11-01-7660','S320-4','gLI', 'LB')
('SL12058-2022-11-01-7590','S317-6','CeybPyMdZ', 'UB')
('SL22517-2022-11-01-7661','S320-5','wAsZwySNKoCc', 'MB')
('AC04652-2022-11-02-7835','A436-5','pLDlT', 'SL')
('AC22517-2022-11-01-7825','A435-13','ffsATEmIIAH', 'LB')
('SL22517-2022-11-01-7667','S320-11','RXuUWJqzEbh', 'UB')
('AC22517-2022-11-01-7827','A435-15','UQqS', 'UB')
('AC12058-2022-11-01-7806','A434-12','wCqNoa', 'SU')
('AC12058-2022-11-01-7813','A435-1','wi', 'LB')
('AC22517-2022-11-02-7907','A440-5','zOGr', 'SL')
('AC04652-2022-11-01-8143','A453-7','IYXAXNbBOUAGRkbx', 'LB')
('AC04652-2022-11-02-7928','A441-8','kIJdldLkZLW', 'LB')
('AC12058-2022-11-01-7910','A440-8','OvPbx', 'LB')
('AC12058-2022-11-01-7919','A440-17','JkTnR', 'SL')
('AC04652-2022-11-02-7934','A441-14','UTqakpEHsLA', 'LB')
('AC12058-2022-11-01-7921','A441-1','AVRu', 'LB')
('SL04652-2022-11-01-7860','S328-12','HaPGTbfNWWRWgVoP', 'LB')
('AC22517-2022-11-02-7996','A445-4','PCrFwKjRsBAPqZC', 'UB')
('SL04652-2022-11-02-7859','S328-11','xtTp', 'UB')
('AC22517-2022-11-01-7917','A440-15','B', 'UB')
('AC04652-2022-11-02-7996','A445-4','cIoVhC', 'UB')
('AC22517-2022-11-01-7997','A445-5','WsdspG', 'SL')
('SL12058-2022-11-01-7785','S325-9','MzEVUxmGZRuYbf', 'LB')
('AC12058-2022-11-01-8021','A446-11','MqAHhEgWySEWx', 'SL')
('AC12058-2022-11-01-8028','A446-18','uvJS', 'SU')
('SL04652-2022-11-02-7970','S333-2','UX', 'MB')
('AC04652-2022-11-02-8068','A449-4','fkAaVzMbRgOHvHil', 'UB')
('AC22517-2022-11-01-8033','A447-5','YonEftw', 'SL')
('AC04652-2022-11-02-8073','A449-9','tipbgg', 'UB')
('AC22517-2022-11-01-8041','A447-13','sqWCfEOiWYwPm', 'LB')
('AC22517-2022-11-02-8113','A451-13','kGjPCXxQkwWvGMB', 'LB')
('SL12058-2022-11-01-7920','S330-24','oSqaPgyJHi', 'SU')
('AC04652-2022-11-01-8397','A467-9','JSFbi', 'UB')
('AC22517-2022-11-01-8119','A452-1','EdqEFhHEzCmvrL', 'LB')
('SL04652-2022-11-02-8066','S337-2','pqwInpXNcAb', 'MB')
('SL22517-2022-11-01-7981','S333-13','XDpZxdyy', 'MB')
('SL04652-2022-11-01-8093','S338-5','IGpEZsLauaKFulLp', 'MB')
('SL22517-2022-11-02-8072','S337-8','kVTxFMsyNqdYlML', 'SU')
('AC04652-2022-11-01-8403','A467-15','FPloD', 'UB')
('AC12058-2022-11-01-8144','A453-8','Nyq', 'LB')
('SL22517-2022-11-02-8074','S337-10','fqUMHuDJajvCTklL', 'MB')
('SL22517-2022-11-01-7988','S333-20','qeBCFDTBtBCVRjQQ', 'LB')
('AC22517-2022-11-01-8129','A452-11','wdPPz', 'SL')
('AC04652-2022-11-01-8411','A468-5','HQHoSR', 'SL')
('SL04652-2022-11-01-8111','S338-23','mDZfGp', 'SL')
('AC12058-2022-11-01-8158','A454-4','mFMtNemh', 'UB')
('AC12058-2022-11-01-8160','A454-6','XCtdbXdsb', 'SU')
('SL04652-2022-11-02-8085','S337-21','I', 'MB')
('AC04652-2022-11-02-8192','A456-2','bZomle', 'LB')
('SL22517-2022-11-02-8100','S338-12','g', 'LB')
('SL12058-2022-11-01-7972','S333-4','FTeomCJw', 'LB')
('AC04652-2022-11-01-8444','A470-2','uWAgJEpTjQfsoPdd', 'LB')
('SL22517-2022-11-01-8028','S335-12','FXLAQdj', 'LB')
('AC04652-2022-11-02-8214','A457-6','MHaErqkYMRoguua', 'SU')
('AC22517-2022-11-02-8245','A459-1','hYDlyrMsLSTllhc', 'LB')
('SL04652-2022-11-01-8154','S340-18','MsdeozHLzdPR', 'MB')
('AC22517-2022-11-01-8178','A455-6','rVE', 'SU')
('AC04652-2022-11-01-8461','A471-1','rFbFSVJmkHm', 'LB')
('AC22517-2022-11-01-8185','A455-13','uJKhzUEzw', 'LB')
('AC04652-2022-11-01-8473','A471-13','R', 'LB')
('SL22517-2022-11-02-8154','S340-18','zKeegFvMRgVWQi', 'MB')
('SL22517-2022-11-01-8072','S337-8','hCXawgDnqnLaxOL', 'SU')
('AC12058-2022-11-01-8224','A457-16','pl', 'UB')
('AC04652-2022-11-01-8490','A472-12','YUUBYhsQio', 'SU')
('SL04652-2022-11-02-8153','S340-17','ccxIhCXgy', 'LB')
('AC22517-2022-11-01-8217','A457-9','u', 'UB')
('AC04652-2022-11-02-8269','A460-7','G', 'LB')
('AC22517-2022-11-02-8291','A461-11','bOZ', 'SL')
('AC04652-2022-11-01-8534','A475-2','pKWMUskqONY', 'LB')
('AC12058-2022-11-01-8275','A460-13','rzIRcckdpzR', 'LB')
('SL22517-2022-11-02-8221','S343-13','YCvTsWCaQp', 'MB')
('SL22517-2022-11-02-8222','S343-14','IOMBgQ', 'UB')
('AC12058-2022-11-01-8278','A460-16','iRjNNfsGyhahD', 'UB')
('SL22517-2022-11-02-8224','S343-16','JWLfOMtDDY', 'SU')
('SL12058-2022-11-01-8067','S337-3','ezQaa', 'UB')
('AC04652-2022-11-01-8540','A475-8','UdNxcMGddtw', 'LB')
('AC12058-2022-11-01-8283','A461-3','VRVPhtDiLAcuStLA', 'UB')
('AC04652-2022-11-01-8545','A475-13','PChHgRBfKuRu', 'LB')
('AC04652-2022-11-02-8320','A463-4','UEJILLfYKilNhPsX', 'UB')
('SL04652-2022-11-02-8207','S342-23','FUdVGwLcHavAd', 'SL')
('AC04652-2022-11-01-8548','A475-16','slD', 'UB')
('SL04652-2022-11-02-8209','S343-1','MDPthHtYKiInQqeA', 'LB')
('AC04652-2022-11-02-8328','A463-12','DYZ', 'SU')
('SL22517-2022-11-01-8153','S340-17','unESDmoXjM', 'LB')
('AC04652-2022-11-02-8331','A463-15','JjKmar', 'UB')
('AC22517-2022-11-02-8366','A465-14','rkjY', 'LB')
('SL04652-2022-11-01-8261','S345-5','xyz', 'MB')
('SL12058-2022-11-01-8096','S338-8','vjYgnloqo', 'SU')
('AC04652-2022-11-02-8350','A464-16','ODZwZAdXQQX', 'UB')
('AC12058-2022-11-01-8319','A463-3','Gshu', 'UB')
('AC04652-2022-11-01-8575','A477-7','BGdXkdYTlTtSEkq', 'LB')
('SL22517-2022-11-01-8180','S341-20','uRhxx', 'LB')
('AC04652-2022-11-01-8578','A477-10','URL', 'UB')
('SL12058-2022-11-01-8102','S338-14','bXNuJp', 'UB')
('SL22517-2022-11-02-8257','S345-1','zNwUERFGMYi', 'LB')
('AC12058-2022-11-01-8324','A463-8','afVlspOAKKxnPKNd', 'LB')
('SL12058-2022-11-01-8104','S338-16','t', 'SU')
('AC22517-2022-11-01-8307','A462-9','Y', 'UB')
('SL22517-2022-11-01-8194','S342-10','pPWncCg', 'MB')
('AC04652-2022-11-02-8369','A465-17','mQLCqw', 'SL')
('SL22517-2022-11-02-8272','S345-16','BhowQNHmOvDb', 'SU')
('AC22517-2022-11-02-8434','A469-10','CBsmMKrIYpPY', 'UB')
('SL04652-2022-11-01-8314','S347-10','zUxow', 'MB')
('AC22517-2022-11-01-8346','A464-12','sbz', 'SU')
('AC22517-2022-11-02-8439','A469-15','tXBh', 'UB')
('SL12058-2022-11-01-8153','S340-17','EfEsxXFSAmpl', 'LB')
('SL22517-2022-11-02-8313','S347-9','VhVfxIDtVOM', 'LB')
('SL22517-2022-11-01-8247','S344-15','FmljXvtma', 'SL')
