('SL04652-2022-11-02-4719','S197-15','zrRrZAQJGkTlsUpR', 'SL')
('AC12058-2022-11-01-11171','A621-11','zzkSkGCtmRrUBdQI', 'SL')
('AC04652-2022-11-02-11168','A621-8','zqAQ', 'LB')
('SL22517-2022-11-02-11059','S461-19','GoYTx', 'UB')
('AC22517-2022-11-02-11127','A619-3','E', 'UB')
('AC04652-2022-11-01-11326','A630-4','IodCD', 'UB')
('SL22517-2022-11-01-10972','S458-4','x', 'LB')
('SL04652-2022-11-02-11074','S462-10','VzZNlzGrtWLEpXpA', 'MB')
('AC12058-2022-11-01-11177','A621-17','bfOkYktW', 'SL')
('SL22517-2022-11-01-10974','S458-6','wNgCQhcS', 'UB')
('SL12058-2022-11-01-10944','S456-24','VfSpUKFU', 'SU')
('SL04652-2022-11-01-11059','S461-19','GRjdLB', 'UB')
('AC04652-2022-11-01-11334','A630-12','rhIqFlUk', 'SU')
('AC04652-2022-11-01-11353','A631-13','gkjIfd', 'LB')
('AC22517-2022-11-01-11179','A622-1','fpgfIlEW', 'LB')
('AC04652-2022-11-01-11373','A632-15','fLnYOjzfzer', 'UB')
('AC04652-2022-11-01-11374','A632-16','AGFxaigU', 'UB')
('AC04652-2022-11-01-11375','A632-17','epUf', 'SL')
('SL04652-2022-11-02-11118','S464-6','SkhOS', 'UB')
('SL22517-2022-11-02-11112','S463-24','RahEhPVxu', 'SU')
('SL04652-2022-11-01-11096','S463-8','rWCiKWTwRCRVhTQ', 'SU')
('SL22517-2022-11-01-11021','S460-5','nPwKvXoLzDx', 'MB')
('AC12058-2022-11-01-11248','A625-16','sDO', 'UB')
('SL22517-2022-11-01-11043','S461-3','nilOMjslagGk', 'UB')
('SL22517-2022-11-02-11128','S464-16','WNfXvuPCAMZcbGhc', 'SU')
('AC12058-2022-11-01-11252','A626-2','IfTSvK', 'LB')
('SL12058-2022-11-01-11011','S459-19','kQwlZaVQje', 'UB')
('AC04652-2022-11-01-11413','A635-1','ActoVUZ', 'LB')
('AC04652-2022-11-01-11414','A635-2','GhmmAXRe', 'LB')
('SL22517-2022-11-01-11061','S461-21','dn', 'MB')
('AC22517-2022-11-01-11231','A624-17','y', 'SL')
('AC04652-2022-11-02-11276','A627-8','AoooDEmisJzHcniO', 'LB')
('AC22517-2022-11-01-11242','A625-10','KfBqzTLt', 'UB')
('SL04652-2022-11-02-11163','S466-3','eBUGhUQUzrOthcT', 'UB')
('SL04652-2022-11-01-11146','S465-10','eDjccCfDcHoH', 'MB')
('AC22517-2022-11-02-11238','A625-6','HEto', 'SU')
('SL04652-2022-11-01-11150','S465-14','bVBJJrEJPrcoHJZ', 'UB')
('AC04652-2022-11-02-11294','A628-8','vQgGiQUhKHE', 'LB')
('SL22517-2022-11-02-11172','S466-12','xcrBgFYVTDr', 'LB')
('SL04652-2022-11-02-11183','S466-23','jWGyThZrWf', 'SL')
('SL22517-2022-11-01-11110','S463-22','BVVjxyNA', 'UB')
('SL04652-2022-11-01-11178','S466-18','kNUOnHvRNCCX', 'MB')
('AC04652-2022-11-02-11320','A629-16','TovmequkFWAW', 'UB')
('SL22517-2022-11-01-11120','S464-8','bgDMFJfmO', 'SU')
('AC04652-2022-11-01-11480','A638-14','vQYWdHvZLNL', 'LB')
('SL12058-2022-11-01-11074','S462-10','UnMTl', 'MB')
('AC22517-2022-11-02-11288','A628-2','R', 'LB')
('AC22517-2022-11-01-11303','A628-17','ilwt', 'SL')
('AC04652-2022-11-02-11331','A630-9','YJSsPEBo', 'UB')
('AC04652-2022-11-02-11332','A630-10','AYHyEpPLaRVIE', 'UB')
('AC22517-2022-11-02-11347','A631-7','MVven', 'LB')
('AC22517-2022-11-02-11398','A634-4','evR', 'UB')
('AC04652-2022-11-02-11427','A635-15','Bu', 'UB')
('SL12058-2022-11-01-11182','S466-22','KYZxCiTttmve', 'UB')
('AC12058-2022-11-01-11422','A635-10','RDl', 'UB')
('SL04652-2022-11-02-11310','S472-6','rsIrAxeMN', 'UB')
('AC04652-2022-11-01-11594','A645-2','rp', 'LB')
('AC22517-2022-11-02-11407','A634-13','lfRLSHck', 'LB')
('AC22517-2022-11-02-11408','A634-14','oAVdrGwEOMF', 'LB')
('AC04652-2022-11-02-11432','A636-2','RlgROiKwRp', 'LB')
('SL12058-2022-11-01-11200','S467-16','wZVrtx', 'SU')
('SL12058-2022-11-01-11201','S467-17','zsWpRD', 'LB')
('SL04652-2022-11-01-11319','S472-15','JEH', 'SL')
('SL22517-2022-11-01-11257','S470-1','hymqe', 'LB')
('SL22517-2022-11-02-11337','S473-9','dBvxVDnnHLqU', 'LB')
('SL04652-2022-11-02-11339','S473-11','mFW', 'UB')
('AC12058-2022-11-01-11450','A637-2','b', 'LB')
('AC12058-2022-11-01-11451','A637-3','uxkwvs', 'UB')
('AC04652-2022-11-01-11620','A646-10','PFg', 'UB')
('SL22517-2022-11-01-11268','S470-12','nyZc', 'LB')
('SL22517-2022-11-02-11346','S473-18','c', 'MB')
('AC12058-2022-11-01-11453','A637-5','mqktbrTjIGmWjRT', 'SL')
('AC22517-2022-11-01-11459','A637-11','xlPiVzNd', 'SL')
('SL04652-2022-11-01-11342','S473-14','iTzzUARjKi', 'UB')
('AC22517-2022-11-01-11463','A637-15','dlVjL', 'UB')
('SL12058-2022-11-01-11233','S469-1','toGtzTtzLhnkz', 'LB')
('SL22517-2022-11-01-11291','S471-11','TyNcpnPwZgZOq', 'UB')
('SL22517-2022-11-01-11292','S471-12','TyyjnnqtnrRCJqy', 'LB')
('SL04652-2022-11-02-11391','S475-15','kgWvGgm', 'SL')
('SL12058-2022-11-01-11292','S471-12','gmFbHD', 'LB')
('SL04652-2022-11-01-11407','S476-7','Y', 'SL')
('SL12058-2022-11-01-11293','S471-13','nHTr', 'MB')
('AC12058-2022-11-01-11525','A641-5','hTHccUTvhxU', 'SL')
('AC04652-2022-11-02-11524','A641-4','E', 'UB')
('SL12058-2022-11-01-11299','S471-19','ndgAnTGlPSP', 'UB')
('AC04652-2022-11-02-11527','A641-7','MugGQjKcAMhE', 'LB')
('SL22517-2022-11-01-11372','S474-20','ngfsmplLrMCQkH', 'LB')
('AC12058-2022-11-01-11576','A644-2','laShWS', 'LB')
('AC12058-2022-11-01-11577','A644-3','l', 'UB')
('SL04652-2022-11-02-11467','S478-19','VYAbkepmB', 'UB')
('SL04652-2022-11-02-11468','S478-20','oIp', 'LB')
('AC12058-2022-11-01-11580','A644-6','xvthui', 'SU')
('SL22517-2022-11-02-11465','S478-17','l', 'LB')
('SL22517-2022-11-01-11380','S475-4','p', 'LB')
('SL22517-2022-11-01-11381','S475-5','kzpIRGmQTunK', 'MB')
('AC04652-2022-11-01-11750','A653-14','QBYjW', 'LB')
('AC22517-2022-11-02-11563','A643-7','WZOQRiiJP', 'LB')
('AC22517-2022-11-01-11588','A644-14','nRQTmIXDAJBPveAv', 'LB')
('AC12058-2022-11-01-11586','A644-12','CmIovKTFVdfaEXee', 'SU')
('AC12058-2022-11-01-11587','A644-13','QMSXJWDGfZS', 'LB')
('SL04652-2022-11-02-11479','S479-7','ArACTRkgfiTd', 'SL')
('AC22517-2022-11-01-11593','A645-1','GNBcp', 'LB')
('AC22517-2022-11-01-11597','A645-5','bdRER', 'SL')
('SL22517-2022-11-02-11490','S479-18','xGudiRPAf', 'MB')
('AC22517-2022-11-02-11582','A644-8','p', 'LB')
('SL04652-2022-11-02-11502','S480-6','ZAfMPuOMhIN', 'UB')
('SL22517-2022-11-01-11400','S475-24','hVjVbcgoKSxG', 'SU')
('AC04652-2022-11-01-11811','A657-3','AKftxznJhcGdF', 'UB')
('AC22517-2022-11-02-11620','A646-10','yqcjnLhRcD', 'UB')
('SL04652-2022-11-01-11515','S480-19','DNjsm', 'UB')
('AC04652-2022-11-01-11814','A657-6','GDDIyaoGXJTx', 'SU')
('SL12058-2022-11-01-11416','S476-16','GrVNbFFmfINlaUi', 'SU')
('SL22517-2022-11-02-11543','S481-23','yQVRRWq', 'SL')
('SL04652-2022-11-01-11518','S480-22','AQO', 'UB')
('SL22517-2022-11-01-11448','S477-24','DJszOZ', 'SU')
('AC04652-2022-11-01-11818','A657-10','uPRkgdXdJ', 'UB')
('SL04652-2022-11-01-11527','S481-7','uqUl', 'SL')
('AC04652-2022-11-02-11674','A649-10','rmfiVZUjoMlHKQr', 'UB')
('AC04652-2022-11-01-11915','A662-17','bom', 'SL')
('AC04652-2022-11-02-11739','A653-3','k', 'UB')
('SL12058-2022-11-01-11502','S480-6','uEEDrCN', 'UB')
('SL22517-2022-11-01-11567','S482-23','Dr', 'SL')
('AC22517-2022-11-02-11722','A652-4','yKdmXqfhY', 'UB')
('SL12058-2022-11-01-11541','S481-21','E', 'MB')
('SL22517-2022-11-01-11576','S483-8','TOdizcbMS', 'SU')
('SL22517-2022-11-02-11672','S487-8','BszdLsxMUUo', 'SU')
('SL04652-2022-11-02-11703','S488-15','SuaASLzbXjO', 'SL')
('SL12058-2022-11-01-11580','S483-12','fgPfvWCcw', 'LB')
('SL04652-2022-11-01-11667','S487-3','l', 'UB')
('AC04652-2022-11-02-11812','A657-4','K', 'UB')
('AC22517-2022-11-02-11759','A654-5','PI', 'SL')
('SL22517-2022-11-02-11707','S488-19','ebkXgCX', 'UB')
('SL22517-2022-11-01-11628','S485-12','vYdwbirOSG', 'LB')
('SL22517-2022-11-01-11635','S485-19','vQbMDRWuWbkagsBK', 'UB')
('SL12058-2022-11-01-11594','S484-2','ezbPsxbEXsStoaJa', 'MB')
('SL22517-2022-11-02-11722','S489-10','jkDzetDaJCzZ', 'MB')
('SL12058-2022-11-01-11600','S484-8','oLxcBMMtcUweZr', 'SU')
('SL22517-2022-11-02-11726','S489-14','ZKYvhuHnH', 'UB')
('AC22517-2022-11-01-11815','A657-7','AzytBzJnaretToz', 'LB')
('SL22517-2022-11-02-11753','S490-17','jHJWEJN', 'LB')
('AC22517-2022-11-02-11797','A656-7','fvu', 'LB')
('AC22517-2022-11-01-11839','A658-13','njAJselhZ', 'LB')
('AC22517-2022-11-01-11842','A658-16','aWTcZNkTIUC', 'UB')
('AC22517-2022-11-01-11843','A658-17','EnGfRsnIPFjcVwW', 'SL')
('AC04652-2022-11-02-11860','A659-16','ch', 'UB')
('AC04652-2022-11-02-11861','A659-17','brXovPsYWPX', 'SL')
('AC04652-2022-11-01-12048','A670-6','gXyNCILOPlQ', 'SU')
('AC12058-2022-11-01-11836','A658-10','AmSjjLtADOTzJ', 'UB')
('SL22517-2022-11-02-11760','S490-24','dNzpZ', 'SU')
('SL04652-2022-11-02-11764','S491-4','CdSWTdeKhxiOBY', 'LB')
('SL22517-2022-11-02-11761','S491-1','yfxt', 'LB')
('SL22517-2022-11-01-11679','S487-15','hviJDUyCGnDJBB', 'SL')
('SL22517-2022-11-02-11762','S491-2','rOkHPSYcSXDvqFnn', 'MB')
('AC12058-2022-11-01-11841','A658-15','p', 'UB')
('AC04652-2022-11-01-12055','A670-13','RFi', 'LB')
('AC04652-2022-11-01-12056','A670-14','mc', 'LB')
('AC12058-2022-11-01-11844','A658-18','obtRTHetljeyUEUT', 'SU')
('SL12058-2022-11-01-11637','S485-21','RPGU', 'MB')
('SL22517-2022-11-02-11767','S491-7','eRxhRmxXlv', 'SL')
('SL04652-2022-11-02-11805','S492-21','RCgFZIJccPl', 'MB')
('SL04652-2022-11-01-11749','S490-13','fmHUHrk', 'MB')
('SL22517-2022-11-02-11795','S492-11','GcDI', 'UB')
('SL04652-2022-11-01-11757','S490-21','STgPMJsVbieqjs', 'MB')
('SL04652-2022-11-02-11810','S493-2','vTTbXFJb', 'MB')
('SL12058-2022-11-01-11669','S487-5','iaKhkT', 'MB')
('SL04652-2022-11-01-11760','S490-24','yBuOMQZfo', 'SU')
('AC04652-2022-11-01-12096','A672-18','BmZR', 'SU')
('SL04652-2022-11-01-11762','S491-2','LOGyStfPxUAved', 'MB')
('SL12058-2022-11-01-11674','S487-10','U', 'MB')
('SL04652-2022-11-01-11763','S491-3','LoJghNhMRWV', 'UB')
('SL22517-2022-11-01-11716','S489-4','CqZAPZCmrAbcv', 'LB')
('SL22517-2022-11-01-11717','S489-5','vnM', 'MB')
('SL22517-2022-11-02-11804','S492-20','TvJ', 'LB')
('AC04652-2022-11-01-12112','A673-16','NhYOD', 'UB')
('SL12058-2022-11-01-11690','S488-2','TWETVaVnP', 'MB')
('AC12058-2022-11-01-11902','A662-4','coZTx', 'UB')
('AC22517-2022-11-02-11870','A660-8','piMxbjrdDiZRrhR', 'LB')
('AC22517-2022-11-02-11921','A663-5','lKSuFUQkcteAQcd', 'SL')
('SL04652-2022-11-02-11870','S495-14','EKtlyGAa', 'UB')
('SL22517-2022-11-01-11828','S493-20','hrPGVno', 'LB')
('AC12058-2022-11-01-11988','A666-18','qFctgbSSkZm', 'SU')
('AC22517-2022-11-02-11955','A665-3','SCPkjxFFjfajJKB', 'UB')
('AC22517-2022-11-02-11956','A665-4','kJgpDNUFuam', 'UB')
('SL04652-2022-11-02-11896','S496-16','erYpiBiytEIU', 'SU')
('SL04652-2022-11-02-11897','S496-17','PgxSR', 'LB')
('SL22517-2022-11-01-11833','S494-1','vzf', 'LB')
('AC04652-2022-11-02-12007','A668-1','PfXe', 'LB')
('SL22517-2022-11-01-11835','S494-3','Fj', 'UB')
('SL12058-2022-11-01-11773','S491-13','HLfaFcolSPGfiL', 'MB')
('AC04652-2022-11-01-12197','A678-11','sJmftVwqLMs', 'SL')
('AC22517-2022-11-02-11964','A665-12','qeuTeZwnUQX', 'SU')
('AC22517-2022-11-01-12005','A667-17','JYLnGCqh', 'SL')
('SL04652-2022-11-02-11904','S496-24','IUzLEZNaqSKURMm', 'SU')
('SL04652-2022-11-02-11905','S497-1','JikkkRiFK', 'LB')
('SL22517-2022-11-02-11906','S497-2','PzpeXQtdQ', 'MB')
('AC22517-2022-11-02-11968','A665-16','UFBFfvdu', 'UB')
('AC22517-2022-11-02-11971','A666-1','pzCmH', 'LB')
('SL12058-2022-11-01-11782','S491-22','cXWkEyWtYUgfhjuU', 'UB')
('AC04652-2022-11-01-12206','A679-2','m', 'LB')
('AC22517-2022-11-01-12011','A668-5','hP', 'SL')
('AC04652-2022-11-01-12207','A679-3','gPanXTYM', 'UB')
('AC22517-2022-11-01-12012','A668-6','AHxMM', 'SU')
('AC04652-2022-11-01-12209','A679-5','OdxKHwuj', 'SL')
('AC12058-2022-11-01-12007','A668-1','IpvhJ', 'LB')
('SL12058-2022-11-01-11792','S492-8','BvCszsYVMW', 'SU')
('AC22517-2022-11-01-12019','A668-13','euXyYwtQKJBtKoEl', 'LB')
('SL12058-2022-11-01-11796','S492-12','sJHvO', 'LB')
('AC22517-2022-11-02-11986','A666-16','bF', 'UB')
('AC22517-2022-11-01-12030','A669-6','NPeDgVC', 'SU')
('SL12058-2022-11-01-11803','S492-19','iZ', 'UB')
('SL22517-2022-11-02-11933','S498-5','QgfGRqr', 'MB')
('AC12058-2022-11-01-12025','A669-1','qDsr', 'LB')
('AC04652-2022-11-02-12037','A669-13','LkBaYLcuggWJ', 'LB')
('SL12058-2022-11-01-11806','S492-22','Y', 'UB')
('AC22517-2022-11-01-12046','A670-4','ChtOiRWqSE', 'UB')
('AC04652-2022-11-02-12063','A671-3','YyFTq', 'UB')
('AC04652-2022-11-02-12064','A671-4','FaPexuysAKdUn', 'UB')
('AC22517-2022-11-02-12025','A669-1','iAwZRvlOf', 'LB')
('AC12058-2022-11-01-12059','A670-17','uI', 'SL')
('AC04652-2022-11-01-12254','A681-14','ANncL', 'LB')
('SL22517-2022-11-02-11970','S499-18','X', 'MB')
('SL22517-2022-11-02-11971','S499-19','dMXNK', 'UB')
('AC22517-2022-11-02-12036','A669-12','PEwzkvQx', 'SU')
('SL04652-2022-11-01-11930','S498-2','PtvOSXuJ', 'MB')
('SL22517-2022-11-01-11904','S496-24','Vdpk', 'SU')
('SL04652-2022-11-01-11932','S498-4','ZsMIzOijqBTaWfQd', 'LB')
('AC12058-2022-11-01-12065','A671-5','VCBLQFvFFZ', 'SL')
('SL22517-2022-11-02-11976','S499-24','DTyV', 'SU')
('SL12058-2022-11-01-11843','S494-11','M', 'UB')
('AC22517-2022-11-02-12062','A671-2','fGVwyrXZSiqciw', 'LB')
('AC22517-2022-11-02-12063','A671-3','FRzkjSWdDtu', 'UB')
('SL04652-2022-11-01-11965','S499-13','lAULQeYBHMfrLWc', 'MB')
('SL04652-2022-11-01-11966','S499-14','DYSRrwElzm', 'UB')
('AC04652-2022-11-02-12102','A673-6','gAwFTsK', 'SU')
('AC22517-2022-11-01-12105','A673-9','YDCKaVjRvGvXP', 'UB')
('AC04652-2022-11-02-12104','A673-8','Cp', 'LB')
('SL12058-2022-11-01-11894','S496-14','acLifdizlzUBFyWP', 'UB')
('SL04652-2022-11-01-12010','S501-10','HFuopIidyu', 'MB')
('AC12058-2022-11-01-12148','A675-16','OwKNgcw', 'UB')
('AC04652-2022-11-01-12330','A685-18','CGa', 'SU')
('AC04652-2022-11-02-12144','A675-12','wRluaDIhd', 'SU')
('AC04652-2022-11-01-12331','A686-1','jdeSyYbxXjRioTFM', 'LB')
('SL22517-2022-11-02-12052','S503-4','VDLOTOHhRqsT', 'LB')
('AC12058-2022-11-01-12158','A676-8','KWWxUCEmmArGW', 'LB')
('SL22517-2022-11-02-12056','S503-8','PvAymTHVTJsx', 'SU')
('SL22517-2022-11-01-11965','S499-13','uziUJ', 'MB')
('AC22517-2022-11-02-12138','A675-6','SOGtjOMCBX', 'SU')
('SL12058-2022-11-01-11927','S497-23','jSHln', 'SL')
('SL04652-2022-11-02-12049','S503-1','CxyVz', 'LB')
('SL04652-2022-11-02-12050','S503-2','GRoXtKOJv', 'MB')
('AC04652-2022-11-01-12354','A687-6','VvLoUsLkFBAQA', 'SU')
('SL22517-2022-11-02-12072','S503-24','QFlTBfhH', 'SU')
('SL04652-2022-11-02-12052','S503-4','syuEqGYZWNmxWwMp', 'LB')
('SL22517-2022-11-02-12073','S504-1','phewzoXn', 'LB')
('SL12058-2022-11-01-11931','S498-3','qwYAWn', 'UB')
('SL22517-2022-11-02-12074','S504-2','GPpTuPJcJlRqnVXm', 'MB')
('AC22517-2022-11-01-12170','A677-2','jBqOguIiapVVdF', 'LB')
('SL12058-2022-11-01-11937','S498-9','fteKwmBFlrWyqxs', 'LB')
('AC12058-2022-11-01-12193','A678-7','LBrKJRh', 'LB')
('AC22517-2022-11-01-12183','A677-15','nZ', 'UB')
('SL04652-2022-11-02-12076','S504-4','W', 'LB')
('AC04652-2022-11-01-12370','A688-4','uXth', 'UB')
('AC22517-2022-11-01-12194','A678-8','xrqNZafnfdPFX', 'LB')
('SL12058-2022-11-01-11956','S499-4','qekYC', 'LB')
('AC04652-2022-11-02-12191','A678-5','brDgcJKWJhUNA', 'SL')
('AC22517-2022-11-02-12171','A677-3','uiwUB', 'UB')
('AC04652-2022-11-01-12377','A688-11','ncSPxdFAGZmmG', 'SL')
('AC22517-2022-11-01-12205','A679-1','qUCPGEtMviH', 'LB')
('SL22517-2022-11-01-12019','S501-19','rKIWzvN', 'UB')
('AC12058-2022-11-01-12223','A680-1','OMYce', 'LB')
('AC12058-2022-11-01-12226','A680-4','riSdhxtjKlF', 'UB')
('AC04652-2022-11-02-12204','A678-18','DiaZqAlz', 'SU')
('SL12058-2022-11-01-11971','S499-19','Zx', 'UB')
('AC04652-2022-11-01-12392','A689-8','FeadTKJcYsfTLd', 'LB')
('AC04652-2022-11-01-12393','A689-9','Xlw', 'UB')
('SL22517-2022-11-02-12141','S506-21','FwbESAinaLDo', 'MB')
('SL12058-2022-11-01-11992','S500-16','EcCdiBKrMMJrwW', 'SU')
('SL22517-2022-11-01-12053','S503-5','sFFHaFv', 'MB')
('SL04652-2022-11-02-12131','S506-11','uIb', 'UB')
('AC12058-2022-11-01-12256','A681-16','bAjKjvItE', 'UB')
('AC22517-2022-11-02-12214','A679-10','WGIoEUjWcPvsmZ', 'UB')
('AC12058-2022-11-01-12259','A682-1','WrqzPy', 'LB')
('SL04652-2022-11-02-12136','S506-16','lxw', 'SU')
('AC22517-2022-11-01-12248','A681-8','ThU', 'LB')
('AC04652-2022-11-01-12419','A690-17','HsZQoT', 'SL')
('SL22517-2022-11-01-12066','S503-18','drrKvUYHrOnh', 'MB')
('AC22517-2022-11-02-12221','A679-17','U', 'SL')
('AC04652-2022-11-02-12239','A680-17','CaLYyRoiWKSWwbw', 'SL')
('AC04652-2022-11-02-12240','A680-18','vbBnmfBlZ', 'SU')
('SL12058-2022-11-01-12004','S501-4','LElEA', 'LB')
('SL04652-2022-11-01-12131','S506-11','cbPRZK', 'UB')
('AC22517-2022-11-02-12230','A680-8','YvD', 'LB')
('AC04652-2022-11-02-12244','A681-4','WiCTeLEYyOgMDjKw', 'UB')
('SL22517-2022-11-01-12075','S504-3','lFYKIGgX', 'UB')
('SL12058-2022-11-01-12007','S501-7','YjXULittA', 'SL')
('AC22517-2022-11-01-12259','A682-1','XxzukdcdgpfJSF', 'LB')
('AC04652-2022-11-02-12246','A681-6','Wt', 'SU')
('AC04652-2022-11-02-12247','A681-7','bIWFwKm', 'LB')
('AC22517-2022-11-01-12261','A682-3','dIemqOYloxB', 'UB')
('AC04652-2022-11-02-12251','A681-11','aDVlLVYw', 'SL')
('AC04652-2022-11-01-12444','A692-6','QEkfA', 'SU')
('AC22517-2022-11-02-12238','A680-16','VSIDz', 'UB')
('AC12058-2022-11-01-12276','A682-18','hgVpsBHAxZlTc', 'SU')
('AC22517-2022-11-02-12240','A680-18','oyFRAfpaTpflkW', 'SU')
('SL04652-2022-11-02-12172','S508-4','Yri', 'LB')
('SL22517-2022-11-02-12184','S508-16','NKlZcxrJMOf', 'SU')
('SL22517-2022-11-02-12185','S508-17','FM', 'LB')
('AC04652-2022-11-02-12261','A682-3','vhmv', 'UB')
('SL12058-2022-11-01-12028','S502-4','ziehVcxRIg', 'LB')
('AC22517-2022-11-01-12280','A683-4','FbXpTM', 'UB')
('AC04652-2022-11-01-12466','A693-10','pphkuyYgGROdAUid', 'UB')
('SL22517-2022-11-02-12192','S508-24','xoNlMrSdqa', 'SU')
('SL22517-2022-11-01-12102','S505-6','QMlyWTfIcnQGJ', 'UB')
('AC22517-2022-11-02-12267','A682-9','lt', 'UB')
('AC04652-2022-11-02-12274','A682-16','FHUlYimAhXGlCjW', 'UB')
('SL04652-2022-11-01-12181','S508-13','pdTZriT', 'MB')
('AC04652-2022-11-01-12484','A694-10','fvDrNvfkTmpeMC', 'UB')
('SL12058-2022-11-01-12055','S503-7','GT', 'SL')
('SL22517-2022-11-01-12121','S506-1','xGUJzBGBRp', 'LB')
('AC22517-2022-11-02-12284','A683-8','xwipUqCHP', 'LB')
('AC22517-2022-11-01-12305','A684-11','ddxIkG', 'SL')
('SL04652-2022-11-01-12190','S508-22','AJLvgBAAm', 'UB')
('AC04652-2022-11-01-12496','A695-4','gPTVrPqPbwnoGNUB', 'UB')
('AC04652-2022-11-01-12497','A695-5','FrUDAtNvOImaSJzw', 'SL')
('SL12058-2022-11-01-12066','S503-18','t', 'MB')
('AC22517-2022-11-02-12291','A683-15','riiVQldiIWBpuM', 'UB')
('AC04652-2022-11-01-12518','A696-8','hfHCeqLrXLUXCQJr', 'LB')
('AC22517-2022-11-02-12303','A684-9','gwPpddYkgIdtMc', 'UB')
('AC22517-2022-11-01-12330','A685-18','tf', 'SU')
('AC04652-2022-11-01-12522','A696-12','RrjQLUIAoihIwYK', 'SU')
('AC22517-2022-11-01-12332','A686-2','GKesLsxmcDcjMANP', 'LB')
('AC12058-2022-11-01-12378','A688-12','dNObp', 'SU')
('SL04652-2022-11-02-12259','S511-19','XSOJXZnAMdiH', 'UB')
('AC22517-2022-11-01-12371','A688-5','yCrSaBlFQAyqjKTe', 'SL')
('SL22517-2022-11-02-12262','S511-22','TKhICZLf', 'UB')
('SL04652-2022-11-02-12274','S512-10','HjTASAeYf', 'MB')
('AC12058-2022-11-01-12402','A689-18','D', 'SU')
('SL12058-2022-11-01-12136','S506-16','AbCyfg', 'SU')
('SL04652-2022-11-02-12291','S513-3','vGP', 'UB')
('AC22517-2022-11-01-12399','A689-15','mESjA', 'UB')
('AC22517-2022-11-01-12401','A689-17','jEbKxeUX', 'SL')
('SL22517-2022-11-02-12284','S512-20','GmMOw', 'LB')
('SL22517-2022-11-01-12215','S509-23','LwY', 'SL')
('AC04652-2022-11-01-12592','A700-10','Q', 'UB')
('SL12058-2022-11-01-12145','S507-1','qZltwPkph', 'LB')
('AC12058-2022-11-01-12415','A690-13','JaaDHmHLjUhGzD', 'LB')
('AC12058-2022-11-01-12416','A690-14','RDNVDsfLJx', 'LB')
('AC04652-2022-11-01-12599','A700-17','rVkeJVkNTi', 'SL')
('AC04652-2022-11-01-12618','A701-18','Jzs', 'SU')
('SL22517-2022-11-02-12314','S514-2','n', 'MB')
('SL22517-2022-11-02-12315','S514-3','Ec', 'UB')
('SL12058-2022-11-01-12168','S507-24','ABxSnXWOA', 'SU')
('SL12058-2022-11-01-12174','S508-6','rD', 'UB')
('SL22517-2022-11-01-12251','S511-11','TGmxfbTUHC', 'UB')
('AC12058-2022-11-01-12448','A692-10','sVozBSKOzOCb', 'UB')
('SL04652-2022-11-02-12327','S514-15','aGegLrme', 'SL')
('AC04652-2022-11-01-12630','A702-12','THEbTOuAQN', 'SU')
('AC22517-2022-11-01-12447','A692-9','HTLkNe', 'UB')
('SL22517-2022-11-01-12259','S511-19','JxfKYAgNJCkIDn', 'UB')
('SL04652-2022-11-02-12337','S515-1','gMqJbyvgrfEmngI', 'LB')
('AC22517-2022-11-02-12407','A690-5','nWGD', 'SL')
('AC12058-2022-11-01-12498','A695-6','MTDuESNP', 'SU')
('AC12058-2022-11-01-12499','A695-7','rvKFhURLECXhfGe', 'LB')
('AC22517-2022-11-02-12449','A692-11','wEjFFJoYNOzPSqJQ', 'SL')
('SL22517-2022-11-02-12403','S517-19','sZAlFTuRzLcy', 'UB')
('SL22517-2022-11-02-12410','S518-2','jHTEg', 'MB')
('AC22517-2022-11-01-12536','A697-8','nCFomhDQWotA', 'LB')
('SL22517-2022-11-02-12427','S518-19','FYFeIHTQu', 'UB')
('SL04652-2022-11-02-12443','S519-11','zyJPniMNkoVIDIgS', 'UB')
('AC12058-2022-11-01-12575','A699-11','IxaJjQzTu', 'SL')
('AC04652-2022-11-02-12573','A699-9','IUIVgsrasENxGbI', 'UB')
('SL22517-2022-11-01-12366','S516-6','gjYiDeENeqZGesh', 'UB')
('SL22517-2022-11-01-12368','S516-8','lNtDqcUOhti', 'SU')
('AC04652-2022-11-01-12757','A709-13','I', 'LB')
('AC04652-2022-11-01-12758','A709-14','EdqgboONvVDkuveO', 'LB')
('SL04652-2022-11-01-12441','S519-9','DDHhSIdOwDVoP', 'LB')
('SL12058-2022-11-01-12303','S513-15','jLSMGOffzOJe', 'SL')
('SL22517-2022-11-01-12379','S516-19','Re', 'UB')
('AC22517-2022-11-01-12610','A701-10','Zm', 'UB')
('SL04652-2022-11-02-12553','S524-1','rtNQazt', 'LB')
('SL04652-2022-11-01-12521','S522-17','obqAGrjeS', 'LB')
('AC22517-2022-11-01-12670','A704-16','ZBS', 'UB')
('SL04652-2022-11-02-12556','S524-4','PueXw', 'LB')
('AC22517-2022-11-02-12626','A702-8','fUcdwgrD', 'LB')
('SL04652-2022-11-01-12525','S522-21','empvykBQvt', 'MB')
('SL12058-2022-11-01-12388','S517-4','HdeQKHCNDI', 'LB')
('SL22517-2022-11-01-12468','S520-12','MHqMPBDPUKYe', 'LB')
('AC04652-2022-11-02-12671','A704-17','MnwOxVQJzbiajTqI', 'SL')
('AC12058-2022-11-01-12674','A705-2','nD', 'LB')
