('AC22517-2022-11-02-3902','A217-14','hwELuFRnWxIzuk', 'LB')
('AC04652-2022-11-02-4450','A248-4','cFbBzlCWJiWJidL', 'UB')
('AC12058-2022-11-01-4406','A245-14','dJpkQleLPBAeX', 'LB')
('AC22517-2022-11-02-4495','A250-13','nkUfgKF', 'LB')
('SL04652-2022-11-01-4488','S187-24','nDajtMGqvQeniHST', 'SU')
('AC04652-2022-11-02-4454','A248-8','jtjvOENdalgDks', 'LB')
('AC04652-2022-11-01-4387','A244-13','tmo', 'LB')
('AC04652-2022-11-02-4455','A248-9','gZKhHm', 'UB')
('AC22517-2022-11-02-4496','A250-14','PKDvhj', 'LB')
('AC22517-2022-11-02-4497','A250-15','tvB', 'UB')
('SL22517-2022-11-02-4487','S187-23','xryUmkSlfL', 'SL')
('SL04652-2022-11-01-4490','S188-2','gU', 'MB')
('AC22517-2022-11-02-4499','A250-17','sARZ', 'SL')
('SL22517-2022-11-01-4383','S183-15','XHbhYlgGfVQXbJw', 'SL')
('SL12058-2022-11-01-4373','S183-5','SWPXiSDyEbIZ', 'MB')
('AC22517-2022-11-01-4411','A246-1','UD', 'LB')
('SL22517-2022-11-02-4489','S188-1','atifU', 'LB')
('AC22517-2022-11-02-4503','A251-3','lTcLOPBroQXA', 'UB')
('SL04652-2022-11-02-4323','S181-3','MtW', 'UB')
('AC04652-2022-11-02-4460','A248-14','MbHEh', 'LB')
('SL22517-2022-11-01-4387','S183-19','LaZxeyCXaLtGNkp', 'UB')
('SL04652-2022-11-01-4492','S188-4','AsciQTlcNHRD', 'LB')
('AC04652-2022-11-01-4395','A245-3','uRiXCyMYR', 'UB')
('SL22517-2022-11-01-4388','S183-20','RjFDTEM', 'LB')
('AC22517-2022-11-02-4506','A251-6','JAmsZGW', 'SU')
('SL12058-2022-11-01-4382','S183-14','bZCoxvnVcKpBLCfc', 'UB')
('SL12058-2022-11-01-4383','S183-15','nsEZJEuv', 'SL')
('AC22517-2022-11-02-4507','A251-7','jtPT', 'LB')
('SL04652-2022-11-01-4497','S188-9','NiyDb', 'LB')
('SL04652-2022-11-02-4327','S181-7','vRgPMSveuW', 'SL')
('SL12058-2022-11-01-4384','S183-16','LnjFqi', 'SU')
('AC04652-2022-11-02-4466','A249-2','VNyPw', 'LB')
('SL22517-2022-11-01-4393','S184-1','WsZcFg', 'LB')
('SL22517-2022-11-01-4394','S184-2','SSasZoDicKYMG', 'MB')
('SL22517-2022-11-02-4498','S188-10','XOaDBYNnSDZVgIqu', 'MB')
('SL12058-2022-11-01-4386','S183-18','EezNrJubmsCNkFAR', 'MB')
('SL12058-2022-11-01-4387','S183-19','lyJ', 'UB')
('AC12058-2022-11-01-4420','A246-10','ynaiWjhTZgeKPObX', 'UB')
('SL04652-2022-11-01-4504','S188-16','QYD', 'SU')
('AC12058-2022-11-01-4421','A246-11','jAQ', 'SL')
('SL04652-2022-11-02-4334','S181-14','ZS', 'UB')
('SL04652-2022-11-01-4505','S188-17','VDzHlXx', 'LB')
('AC22517-2022-11-01-4426','A246-16','cQjeRDodJPHqssC', 'UB')
('AC04652-2022-11-02-4472','A249-8','BIFdzWTkCKelIFD', 'LB')
('AC22517-2022-11-01-4428','A246-18','XNvkfkxRaaiF', 'SU')
('SL22517-2022-11-01-4398','S184-6','QngUeoMCUBs', 'UB')
('SL22517-2022-11-02-4502','S188-14','qsUmPnuSzHcDa', 'UB')
('SL22517-2022-11-02-4503','S188-15','TRAXngCqmYEnz', 'SL')
('AC12058-2022-11-01-4425','A246-15','EGvK', 'UB')
('AC22517-2022-11-01-4430','A247-2','UutoqHyvjFnVHMBh', 'LB')
('AC04652-2022-11-01-4404','A245-12','f', 'SU')
('AC04652-2022-11-02-4474','A249-10','LPkOaQvhAtDtpQp', 'UB')
('AC22517-2022-11-01-4431','A247-3','idbWG', 'UB')
('AC22517-2022-11-02-4516','A251-16','zylazVfTUhlIVH', 'UB')
('AC04652-2022-11-02-4476','A249-12','p', 'SU')
('AC04652-2022-11-01-4406','A245-14','GuDgQXlbGOcR', 'LB')
('AC12058-2022-11-01-4430','A247-2','kRfXkJ', 'LB')
('AC22517-2022-11-02-4519','A252-1','bgSXf', 'LB')
('AC04652-2022-11-02-4479','A249-15','BQ', 'UB')
('AC04652-2022-11-01-4407','A245-15','lFaZFqBeVRyvWa', 'UB')
('SL22517-2022-11-02-4508','S188-20','kOAlZZxfmPPIwGJM', 'LB')
('AC22517-2022-11-02-4521','A252-3','MDDGD', 'UB')
('SL04652-2022-11-01-4516','S189-4','EyUObBK', 'LB')
('AC04652-2022-11-01-4409','A245-17','u', 'SL')
('SL12058-2022-11-01-4401','S184-9','UgDxcwULv', 'LB')
('AC04652-2022-11-02-4484','A250-2','IhN', 'LB')
('SL04652-2022-11-02-4342','S181-22','CAKuxWBUS', 'UB')
('SL04652-2022-11-02-4343','S181-23','AAiowUogYtYcOC', 'SL')
('AC22517-2022-11-02-4526','A252-8','eSFnmPJL', 'LB')
('AC04652-2022-11-02-4489','A250-7','MTFUwdeQptxynb', 'LB')
('AC22517-2022-11-01-4444','A247-16','OJeLLTCUSLvS', 'UB')
('SL22517-2022-11-02-4514','S189-2','JLyh', 'MB')
('SL12058-2022-11-01-4404','S184-12','WfZSbmNNsAmfQ', 'LB')
('AC04652-2022-11-02-4494','A250-12','KXiFBlDdycKFXkKe', 'SU')
('SL22517-2022-11-02-4516','S189-4','BxEZTCvVsPJM', 'LB')
('SL12058-2022-11-01-4406','S184-14','cSps', 'UB')
('SL04652-2022-11-02-4347','S182-3','boEojGdp', 'UB')
('AC22517-2022-11-02-4532','A252-14','emvzZqp', 'LB')
('AC04652-2022-11-02-4498','A250-16','b', 'UB')
('AC22517-2022-11-02-4534','A252-16','JygYSikITfbhC', 'UB')
('SL12058-2022-11-01-4409','S184-17','LYYDvjdohdJREoQ', 'LB')
('SL04652-2022-11-01-4527','S189-15','IeVkRZv', 'SL')
('SL12058-2022-11-01-4410','S184-18','NIEmtLlFJrcuXFYQ', 'MB')
('AC22517-2022-11-02-4538','A253-2','zlwXEwtJH', 'LB')
('AC12058-2022-11-01-4443','A247-15','qVXVWNknryW', 'UB')
('AC22517-2022-11-02-4541','A253-5','PIOJhS', 'SL')
('AC04652-2022-11-02-4503','A251-3','L', 'UB')
('SL04652-2022-11-02-4351','S182-7','fIT', 'SL')
('AC22517-2022-11-01-4451','A248-5','SHdSEnXfd', 'SL')
('SL22517-2022-11-02-4523','S189-11','XdSQxGgprTI', 'UB')
('AC22517-2022-11-01-4452','A248-6','mq', 'SU')
('AC04652-2022-11-01-4420','A246-10','HjStJgHxMYFvaza', 'UB')
('SL04652-2022-11-02-4353','S182-9','oDtqvnRX', 'LB')
('AC22517-2022-11-02-4550','A253-14','ypXFOSrGHZCe', 'LB')
('AC04652-2022-11-01-4426','A246-16','y', 'UB')
('SL22517-2022-11-01-4413','S184-21','MZrqEWMIcK', 'MB')
('AC22517-2022-11-02-4552','A253-16','cpdRWDZksWXKT', 'UB')
('AC04652-2022-11-01-4430','A247-2','JCYCltlANSp', 'LB')
('SL12058-2022-11-01-4422','S185-6','Wfiqwh', 'UB')
('SL22517-2022-11-02-4535','S189-23','Fopsy', 'SL')
('AC12058-2022-11-01-4454','A248-8','ed', 'LB')
('AC04652-2022-11-01-4434','A247-6','BoUE', 'SU')
('AC04652-2022-11-02-4515','A251-15','ZIxvdJDQHEZz', 'UB')
('AC12058-2022-11-01-4456','A248-10','CW', 'UB')
('SL12058-2022-11-01-4423','S185-7','FAfhUkNcjaGe', 'SL')
('SL04652-2022-11-02-4369','S183-1','wbLWpBIpIrFhaWNq', 'LB')
('AC04652-2022-11-02-4517','A251-17','fmnLjGpL', 'SL')
('AC22517-2022-11-01-4463','A248-17','NrxeNtlx', 'SL')
('AC04652-2022-11-02-4518','A251-18','RgePKuCplHeEdGu', 'SU')
('SL22517-2022-11-01-4421','S185-5','lDp', 'MB')
('SL22517-2022-11-01-4422','S185-6','fayvoAHEJvZnMg', 'UB')
('AC22517-2022-11-02-4560','A254-6','Bf', 'SU')
('SL22517-2022-11-02-4542','S190-6','ozDnxmg', 'UB')
('SL04652-2022-11-02-4372','S183-4','ds', 'LB')
('AC22517-2022-11-02-4562','A254-8','l', 'LB')
('AC22517-2022-11-01-4465','A249-1','tdlcjdWnFVvI', 'LB')
('AC22517-2022-11-02-4566','A254-12','BMyVOcSF', 'SU')
('AC22517-2022-11-02-4567','A254-13','hsLMcBVNk', 'LB')
('SL22517-2022-11-01-4428','S185-12','pvcZnRdnokWEpIUP', 'LB')
('AC04652-2022-11-01-4438','A247-10','UPAuKIpWNLurFqQ', 'UB')
('AC22517-2022-11-02-4569','A254-15','bbiyTXSE', 'UB')
('AC22517-2022-11-01-4466','A249-2','dGNGHlvCJkKj', 'LB')
('SL22517-2022-11-02-4547','S190-11','eSENrdHBECnZT', 'UB')
('AC04652-2022-11-01-4440','A247-12','RTgqrPUg', 'SU')
('AC04652-2022-11-02-4528','A252-10','FFxXkq', 'UB')
('AC22517-2022-11-02-4571','A254-17','kAGzusPwENcG', 'SL')
('AC12058-2022-11-01-4466','A249-2','CXJIr', 'LB')
('SL04652-2022-11-01-4554','S190-18','pdxuyoXUKeHtDVGr', 'MB')
('SL04652-2022-11-02-4375','S183-7','WKeBCgqEcrKGBlJC', 'SL')
('AC22517-2022-11-02-4573','A255-1','XDMpc', 'LB')
('SL04652-2022-11-01-4555','S190-19','vurFazAXlw', 'UB')
('AC22517-2022-11-02-4574','A255-2','IxqYSs', 'LB')
('AC04652-2022-11-02-4532','A252-14','Ij', 'LB')
('AC04652-2022-11-01-4441','A247-13','iAk', 'LB')
('AC22517-2022-11-02-4577','A255-5','okfTTutQTrjB', 'SL')
('SL12058-2022-11-01-4436','S185-20','YZFSkrNCP', 'LB')
('AC12058-2022-11-01-4469','A249-5','kWcYnRecOSfaJoD', 'SL')
('AC12058-2022-11-01-4470','A249-6','exS', 'SU')
('SL04652-2022-11-01-4558','S190-22','hpRyfXv', 'UB')
('SL12058-2022-11-01-4439','S185-23','yxIHySwR', 'SL')
('AC22517-2022-11-02-4579','A255-7','DVtE', 'LB')
('SL12058-2022-11-01-4440','S185-24','qHFNbKDfuAcCpvg', 'SU')
('SL04652-2022-11-02-4382','S183-14','NnYWFtgvBaU', 'UB')
('SL22517-2022-11-02-4553','S190-17','nYZqfYJHRznLpVY', 'LB')
('AC22517-2022-11-01-4477','A249-13','jhyOYrDGnTLCUVrt', 'LB')
('SL04652-2022-11-01-4560','S190-24','VUdAbsXFrdYTI', 'SU')
('SL04652-2022-11-02-4386','S183-18','owkSUwxLKJZ', 'MB')
('SL04652-2022-11-01-4562','S191-2','XhPJnBSXVA', 'MB')
('AC12058-2022-11-01-4473','A249-9','wYKKpIn', 'UB')
('SL12058-2022-11-01-4443','S186-3','mAcktvHzbZ', 'UB')
('AC22517-2022-11-01-4480','A249-16','AOQppxXcczaQQCg', 'UB')
('SL04652-2022-11-01-4564','S191-4','wtKYV', 'LB')
('SL12058-2022-11-01-4445','S186-5','X', 'MB')
('SL22517-2022-11-01-4441','S186-1','DjCPunvg', 'LB')
('SL22517-2022-11-02-4555','S190-19','GPuIybmffghtTpNT', 'UB')
('SL04652-2022-11-01-4567','S191-7','OnvI', 'SL')
('AC22517-2022-11-01-4482','A249-18','eJjIZmtyRMBURVp', 'SU')
('SL04652-2022-11-01-4571','S191-11','evakHBgliL', 'UB')
('AC04652-2022-11-02-4545','A253-9','emSZxIV', 'UB')
('SL22517-2022-11-01-4443','S186-3','yNNDlrpPCtinXGyi', 'UB')
('AC22517-2022-11-01-4484','A250-2','cdAhE', 'LB')
('AC04652-2022-11-02-4546','A253-10','RxgqWkxQJRUTnKk', 'UB')
('AC12058-2022-11-01-4480','A249-16','ZmUTzdKgTQmkZTCp', 'UB')
('AC04652-2022-11-02-4547','A253-11','ozlAKXsLzEeSvusY', 'SL')
('SL12058-2022-11-01-4451','S186-11','EvRDYBHZSJmK', 'UB')
('SL12058-2022-11-01-4453','S186-13','HV', 'MB')
('SL04652-2022-11-02-4393','S184-1','ykXodpsoBsGmTqe', 'LB')
('AC22517-2022-11-01-4489','A250-7','MxboJCaMQIe', 'LB')
('AC04652-2022-11-01-4451','A248-5','RaY', 'SL')
('SL04652-2022-11-02-4395','S184-3','fodlkiGANpDQXFd', 'UB')
('SL12058-2022-11-01-4454','S186-14','KHzKtDxVQ', 'UB')
('SL04652-2022-11-01-4576','S191-16','isDnRPPKVCeeDsS', 'SU')
('SL22517-2022-11-01-4449','S186-9','VfozTRGaXy', 'LB')
('SL22517-2022-11-02-4562','S191-2','XiGDTwzaAJJb', 'MB')
('SL12058-2022-11-01-4455','S186-15','swwHCyZ', 'SL')
('AC04652-2022-11-02-4551','A253-15','BPYHzrbqTimRkD', 'UB')
('SL04652-2022-11-02-4400','S184-8','zRlj', 'SU')
('SL04652-2022-11-02-4401','S184-9','TsGlgydapPRQCx', 'LB')
('SL04652-2022-11-01-4580','S191-20','HqKX', 'LB')
('SL22517-2022-11-01-4452','S186-12','DwRPTYrKPMcso', 'LB')
('SL04652-2022-11-02-4403','S184-11','clmtqpqhaErCtH', 'UB')
('AC04652-2022-11-02-4553','A253-17','Fm', 'SL')
('AC12058-2022-11-01-4485','A250-3','ozKKRqWjk', 'UB')
('SL04652-2022-11-01-4584','S191-24','cZCZFRYoYxgMQXiL', 'SU')
('SL22517-2022-11-02-4567','S191-7','aJKtsBDJruU', 'SL')
('AC22517-2022-11-02-4596','A256-6','sEwRriXt', 'SU')
('SL04652-2022-11-01-4587','S192-3','cZKFTHVqBGKGQ', 'UB')
('SL04652-2022-11-01-4588','S192-4','utgiKFFHrutIv', 'LB')
('AC04652-2022-11-01-4456','A248-10','NjdaiVDG', 'UB')
('AC22517-2022-11-02-4597','A256-7','TooVplhq', 'LB')
('AC04652-2022-11-01-4457','A248-11','EemesMYUdkH', 'SL')
('AC22517-2022-11-01-4498','A250-16','SrBMRjrmy', 'UB')
('SL22517-2022-11-02-4576','S191-16','ewmEPOLzwV', 'SU')
('AC22517-2022-11-01-4499','A250-17','DlrCchlrJWkM', 'SL')
('AC22517-2022-11-02-4600','A256-10','wTtwXuitYbexy', 'UB')
('SL12058-2022-11-01-4460','S186-20','OSdmw', 'LB')
('SL22517-2022-11-02-4579','S191-19','OsvG', 'UB')
('AC22517-2022-11-01-4500','A250-18','xlUglwc', 'SU')
('AC04652-2022-11-02-4559','A254-5','TuoElYVPa', 'SL')
('AC04652-2022-11-02-4560','A254-6','ZvZpQorTrlfLF', 'SU')
('AC04652-2022-11-01-4463','A248-17','MbMyLhrvuBjI', 'SL')
('AC04652-2022-11-02-4563','A254-9','xRDp', 'UB')
('AC22517-2022-11-01-4506','A251-6','ExWZgVZUN', 'SU')
('AC22517-2022-11-01-4507','A251-7','xe', 'LB')
('AC04652-2022-11-02-4564','A254-10','XcsJjHTeusndfaWz', 'UB')
('AC04652-2022-11-02-4565','A254-11','lEZkXQra', 'SL')
('SL04652-2022-11-02-4408','S184-16','aQkpBetPMydi', 'SU')
('SL22517-2022-11-02-4587','S192-3','AgjclptqTAQWwL', 'UB')
('SL22517-2022-11-02-4588','S192-4','m', 'LB')
('SL04652-2022-11-01-4598','S192-14','sA', 'UB')
('SL22517-2022-11-01-4461','S186-21','IPRBfDmG', 'MB')
('AC12058-2022-11-01-4492','A250-10','YGhXeOyYg', 'UB')
('SL12058-2022-11-01-4465','S187-1','CLsWUxPEyLZC', 'LB')
('AC22517-2022-11-02-4612','A257-4','WzJhGJtaz', 'UB')
('SL04652-2022-11-01-4601','S192-17','DpMTpjfhQer', 'LB')
('AC22517-2022-11-01-4511','A251-11','kZS', 'SL')
('AC12058-2022-11-01-4494','A250-12','DVlCcBFZshDaq', 'SU')
('AC04652-2022-11-02-4569','A254-15','XjKVjHsr', 'UB')
('AC04652-2022-11-01-4468','A249-4','O', 'UB')
('AC22517-2022-11-02-4614','A257-6','rnHbXu', 'SU')
('AC12058-2022-11-01-4496','A250-14','NwrLKupHP', 'LB')
('AC22517-2022-11-02-4615','A257-7','uivjXOxOq', 'LB')
('SL04652-2022-11-01-4603','S192-19','DzUufdsYoGCFP', 'UB')
('AC22517-2022-11-01-4516','A251-16','DmT', 'UB')
('SL12058-2022-11-01-4467','S187-3','RiHbBjpcQrApGPkl', 'UB')
('AC04652-2022-11-02-4574','A255-2','QlYCDHxIxOHno', 'LB')
('SL22517-2022-11-01-4467','S187-3','qQNGWK', 'UB')
('SL04652-2022-11-02-4411','S184-19','kMKbo', 'UB')
('AC12058-2022-11-01-4501','A251-1','CYCG', 'LB')
('SL04652-2022-11-02-4412','S184-20','KhVP', 'LB')
('AC12058-2022-11-01-4503','A251-3','NZSuSkCXEE', 'UB')
('AC22517-2022-11-01-4519','A252-1','TcXB', 'LB')
('AC04652-2022-11-01-4475','A249-11','NPPNTZcAo', 'SL')
('AC04652-2022-11-02-4577','A255-5','huFZCnPupCA', 'SL')
('SL04652-2022-11-02-4416','S184-24','CXhQUpCqh', 'SU')
('SL22517-2022-11-01-4468','S187-4','eNplZy', 'LB')
('AC04652-2022-11-02-4579','A255-7','pkguirhlZqet', 'LB')
('SL22517-2022-11-01-4469','S187-5','zvprVvechwWNW', 'MB')
('AC04652-2022-11-02-4580','A255-8','wzXsNMZANiFJMKzQ', 'LB')
('AC04652-2022-11-02-4581','A255-9','eiayJnyDWWBMqos', 'UB')
('AC04652-2022-11-02-4583','A255-11','meqLDDsxtevCkYJu', 'SL')
('AC22517-2022-11-02-4626','A257-18','MkUpycVwD', 'SU')
('SL22517-2022-11-02-4599','S192-15','ft', 'SL')
('AC22517-2022-11-01-4525','A252-7','lHiY', 'LB')
('SL04652-2022-11-01-4611','S193-3','XlJV', 'UB')
('AC22517-2022-11-02-4631','A258-5','vpVndqRzlbyNIsJ', 'SL')
('AC12058-2022-11-01-4508','A251-8','MhgJVefde', 'LB')
('AC12058-2022-11-01-4509','A251-9','BEHjTj', 'UB')
('AC22517-2022-11-02-4634','A258-8','FdpfyHknsA', 'LB')
('SL22517-2022-11-02-4604','S192-20','eXDW', 'LB')
('AC12058-2022-11-01-4510','A251-10','fqAmSDHIBwdss', 'UB')
('SL04652-2022-11-01-4615','S193-7','vqTuwim', 'SL')
('SL12058-2022-11-01-4481','S187-17','YNrl', 'LB')
('AC22517-2022-11-01-4528','A252-10','FLu', 'UB')
('SL04652-2022-11-02-4425','S185-9','LqzWWj', 'LB')
('AC22517-2022-11-01-4529','A252-11','PSczXvrahbiW', 'SL')
('SL04652-2022-11-02-4426','S185-10','lalIruZtNRdvdXfR', 'MB')
('AC04652-2022-11-01-4486','A250-4','HdykYuWt', 'UB')
('AC12058-2022-11-01-4512','A251-12','nndKcRt', 'SU')
('AC22517-2022-11-01-4531','A252-13','VTFy', 'LB')
('AC22517-2022-11-02-4635','A258-9','CgRVHAlE', 'UB')
('SL04652-2022-11-02-4429','S185-13','uqptpH', 'MB')
('AC04652-2022-11-01-4487','A250-5','gUzLCggJeb', 'SL')
('AC04652-2022-11-01-4488','A250-6','nXFbiVphC', 'SU')
('AC12058-2022-11-01-4513','A251-13','SBRzVCE', 'LB')
('SL22517-2022-11-02-4608','S192-24','nvIYGqXpwHaJ', 'SU')
('SL12058-2022-11-01-4489','S188-1','aIwGwlruhnVZC', 'LB')
('SL04652-2022-11-01-4619','S193-11','oqifkUdKBxmRZ', 'UB')
('SL12058-2022-11-01-4491','S188-3','bbJbeYkfwC', 'UB')
('AC22517-2022-11-02-4639','A258-13','pqdTSTdwOf', 'LB')
('SL12058-2022-11-01-4492','S188-4','XHVCZFcS', 'LB')
('AC22517-2022-11-02-4642','A258-16','eYbQiRAYecDh', 'UB')
('AC22517-2022-11-01-4537','A253-1','BRiul', 'LB')
('SL22517-2022-11-02-4611','S193-3','qu', 'UB')
('AC04652-2022-11-01-4498','A250-16','afJhsNf', 'UB')
('AC22517-2022-11-01-4539','A253-3','D', 'UB')
('AC22517-2022-11-01-4540','A253-4','jMqxaQHTKNY', 'UB')
('SL22517-2022-11-01-4486','S187-22','DfIcSHXaiICGvIqf', 'UB')
('AC04652-2022-11-01-4503','A251-3','qejvQTpYFOJ', 'UB')
('SL04652-2022-11-01-4627','S193-19','utZTk', 'UB')
('SL22517-2022-11-02-4616','S193-8','YtZjsvVZwmwWfJpt', 'SU')
('AC22517-2022-11-01-4544','A253-8','zmAMwzj', 'LB')
('AC22517-2022-11-01-4545','A253-9','TWyHXyY', 'UB')
('AC22517-2022-11-02-4649','A259-5','VG', 'SL')
('AC22517-2022-11-01-4546','A253-10','C', 'UB')
('SL22517-2022-11-02-4617','S193-9','nqLXl', 'LB')
('AC04652-2022-11-01-4506','A251-6','MiqZZY', 'SU')
('AC22517-2022-11-02-4652','A259-8','idOkXH', 'LB')
('SL04652-2022-11-02-4442','S186-2','sqnvcMAoRf', 'MB')
('AC22517-2022-11-02-4653','A259-9','QTQFPhx', 'UB')
('AC12058-2022-11-01-4522','A252-4','UDYdHdCwzUncp', 'UB')
('AC22517-2022-11-02-4655','A259-11','MXZZdHfCAaiC', 'SL')
('AC12058-2022-11-01-4523','A252-5','LjOiWgkVwsAPrFQ', 'SL')
('AC22517-2022-11-01-4548','A253-12','VUGjrVmUkDlySHq', 'SU')
('SL22517-2022-11-01-4496','S188-8','fu', 'SU')
('AC12058-2022-11-01-4525','A252-7','goVHEpxekSQlIdY', 'LB')
('AC12058-2022-11-01-4526','A252-8','jyV', 'LB')
('SL12058-2022-11-01-4504','S188-16','DcxRD', 'SU')
('SL12058-2022-11-01-4505','S188-17','gQLQsiZ', 'LB')
('SL04652-2022-11-01-4636','S194-4','OxXguWzoxWKzcZj', 'LB')
('SL22517-2022-11-01-4498','S188-10','a', 'MB')
('AC04652-2022-11-01-4510','A251-10','YBVsQhCGw', 'UB')
('SL12058-2022-11-01-4507','S188-19','StySuXFmdhjC', 'UB')
('AC12058-2022-11-01-4528','A252-10','pHa', 'UB')
('SL04652-2022-11-02-4448','S186-8','PssaGLhSzPNISXcb', 'SU')
('AC12058-2022-11-01-4531','A252-13','mBDDpDdqm', 'LB')
('SL22517-2022-11-01-4500','S188-12','TYCrldySviYHidUf', 'LB')
('SL04652-2022-11-01-4642','S194-10','mrOrwtPIveIO', 'MB')
('AC22517-2022-11-02-4669','A260-7','IpGzfW', 'LB')
('SL22517-2022-11-02-4624','S193-16','SqnLnau', 'SU')
('AC04652-2022-11-02-4614','A257-6','IvwTUP', 'SU')
('AC12058-2022-11-01-4534','A252-16','gzsrGdupYN', 'UB')
('SL04652-2022-11-02-4452','S186-12','hsuLii', 'LB')
('AC12058-2022-11-01-4535','A252-17','MMgUW', 'SL')
('SL12058-2022-11-01-4510','S188-22','c', 'UB')
('SL04652-2022-11-01-4645','S194-13','VZgbswvikUfoT', 'MB')
('AC22517-2022-11-02-4670','A260-8','mMxtANIeUq', 'LB')
('SL12058-2022-11-01-4512','S188-24','QRE', 'SU')
('AC12058-2022-11-01-4539','A253-3','FhMXlqudsfMOYmYb', 'UB')
('AC22517-2022-11-01-4562','A254-8','cCZDZwLAwcDEGMGy', 'LB')
('AC22517-2022-11-02-4671','A260-9','bCuWrjJc', 'UB')
('SL22517-2022-11-01-4505','S188-17','N', 'LB')
('SL22517-2022-11-02-4631','S193-23','NshMxqE', 'SL')
('SL22517-2022-11-02-4632','S193-24','hZWAcluWNTHsltRi', 'SU')
('SL22517-2022-11-02-4633','S194-1','ImWAWtJBLYOyp', 'LB')
('SL22517-2022-11-02-4634','S194-2','ByETlIhykyFYCilz', 'MB')
('SL22517-2022-11-02-4635','S194-3','hyKLeCmyOYiEgE', 'UB')
('AC22517-2022-11-02-4674','A260-12','uXy', 'SU')
('AC04652-2022-11-01-4522','A252-4','tGqMBkIHQsRUTEL', 'UB')
('AC22517-2022-11-02-4676','A260-14','WEh', 'LB')
('AC12058-2022-11-01-4545','A253-9','aGLeP', 'UB')
('AC04652-2022-11-01-4525','A252-7','oFVnpnhPXNihU', 'LB')
('SL22517-2022-11-01-4511','S188-23','AoVtmKuY', 'SL')
('SL22517-2022-11-01-4512','S188-24','pjcDzadu', 'SU')
('AC04652-2022-11-01-4528','A252-10','YDkgCIPVnfXJ', 'UB')
('AC04652-2022-11-01-4529','A252-11','jxsz', 'SL')
('AC22517-2022-11-01-4567','A254-13','fEOVHKxDVlg', 'LB')
('AC04652-2022-11-01-4531','A252-13','VHeTQklrcgLpr', 'LB')
('AC04652-2022-11-02-4621','A257-13','Atp', 'LB')
('AC22517-2022-11-02-4683','A261-3','fOgGQdmBMHWMJ', 'UB')
('SL22517-2022-11-02-4644','S194-12','xxzKibw', 'LB')
('SL22517-2022-11-01-4514','S189-2','ABFnLEQGfYNHE', 'MB')
('AC22517-2022-11-01-4569','A254-15','mHwlcWdjgCbe', 'UB')
('SL04652-2022-11-02-4460','S186-20','PFWqa', 'LB')
('AC04652-2022-11-02-4625','A257-17','pJCZmRAXdWlO', 'SL')
('AC04652-2022-11-02-4626','A257-18','vUZfJAjuabhZi', 'SU')
('AC04652-2022-11-02-4627','A258-1','Y', 'LB')
('SL12058-2022-11-01-4524','S189-12','MIompamZyrj', 'LB')
('AC22517-2022-11-02-4688','A261-8','eUJbWfLxeyIvHQM', 'LB')
('SL22517-2022-11-02-4646','S194-14','FvLHGKD', 'UB')
('AC04652-2022-11-01-4539','A253-3','mTBMHzu', 'UB')
('AC04652-2022-11-02-4631','A258-5','MFGmmvqerLnJIj', 'SL')
('AC22517-2022-11-02-4689','A261-9','BfPvhHHLnfG', 'UB')
('SL12058-2022-11-01-4528','S189-16','b', 'SU')
('AC04652-2022-11-01-4541','A253-5','d', 'SL')
('SL12058-2022-11-01-4531','S189-19','rpXYalDFUWsI', 'UB')
('SL04652-2022-11-01-4653','S194-21','DCQxXJiL', 'MB')
('SL22517-2022-11-02-4650','S194-18','LixAoAhqnTw', 'MB')
('AC22517-2022-11-02-4691','A261-11','vPu', 'SL')
('SL12058-2022-11-01-4533','S189-21','tuCzQVoN', 'MB')
('AC04652-2022-11-02-4635','A258-9','cL', 'UB')
('AC22517-2022-11-01-4577','A255-5','jZaCOfUdKV', 'SL')
('SL04652-2022-11-01-4658','S195-2','vNIyMZqlrZWI', 'MB')
('SL22517-2022-11-02-4652','S194-20','CvNKjDszfnovexZ', 'LB')
('AC04652-2022-11-02-4636','A258-10','wrkcXZ', 'UB')
('SL22517-2022-11-02-4654','S194-22','hJlZJpQoz', 'UB')
('AC12058-2022-11-01-4561','A254-7','E', 'LB')
('SL22517-2022-11-01-4528','S189-16','ajvkODcmh', 'SU')
('AC04652-2022-11-01-4545','A253-9','SBUQO', 'UB')
('AC12058-2022-11-01-4564','A254-10','WfLo', 'UB')
('SL04652-2022-11-01-4662','S195-6','ZznDwTKna', 'UB')
('AC04652-2022-11-02-4641','A258-15','juNBCurtfag', 'UB')
('SL22517-2022-11-01-4531','S189-19','oFoPg', 'UB')
('AC04652-2022-11-02-4643','A258-17','h', 'SL')
('SL22517-2022-11-01-4535','S189-23','waXfg', 'SL')
('SL22517-2022-11-01-4536','S189-24','c', 'SU')
('AC22517-2022-11-02-4695','A261-15','bWyxgHf', 'UB')
('SL22517-2022-11-02-4664','S195-8','loIpgWvxUqVCUct', 'SU')
('SL04652-2022-11-01-4668','S195-12','CmfHQcQX', 'LB')
('AC04652-2022-11-02-4650','A259-6','jHEAgvWeASVhtS', 'SU')
('SL22517-2022-11-02-4667','S195-11','NIw', 'UB')
('AC22517-2022-11-02-4699','A262-1','M', 'LB')
('AC12058-2022-11-01-4567','A254-13','euutGZqUzfW', 'LB')
('SL22517-2022-11-02-4668','S195-12','YevRuleJyw', 'LB')
('AC04652-2022-11-01-4554','A253-18','fpLnJSD', 'SU')
