('SL12058-2022-11-01-1133','S48-5','udhGaWlU', 'MB')
('AC22517-2022-11-02-5658','A315-6','ACr', 'SU')
('AC12058-2022-11-01-5642','A314-8','LExI', 'LB')
('SL12058-2022-11-01-5497','S230-1','JmdFfzb', 'LB')
('SL04652-2022-11-01-5535','S231-15','qryXnCHxOL', 'SL')
('AC12058-2022-11-01-5645','A314-11','NgA', 'SL')
('AC22517-2022-11-01-5655','A315-3','AngdzbQMSv', 'UB')
('AC12058-2022-11-01-5647','A314-13','HEdQe', 'LB')
('AC04652-2022-11-01-5884','A327-16','hloVvZL', 'UB')
('AC22517-2022-11-02-5689','A317-1','DkRjSAM', 'LB')
('AC04652-2022-11-02-5720','A318-14','rkwx', 'LB')
('AC12058-2022-11-01-5681','A316-11','lSdduubGU', 'SL')
('SL04652-2022-11-01-5573','S233-5','mqwXfLMnppIGUA', 'MB')
('SL04652-2022-11-01-5580','S233-12','KrQteEaCJcUAp', 'LB')
('SL04652-2022-11-02-5656','S236-16','ErRCRrNwDYWyeuy', 'SU')
('SL04652-2022-11-01-5646','S236-6','O', 'UB')
('AC22517-2022-11-02-5770','A321-10','lLKMkSUWPMHkVNe', 'UB')
('SL22517-2022-11-01-5691','S238-3','FomeIhrzxdj', 'UB')
('SL22517-2022-11-01-5692','S238-4','JEonKkv', 'LB')
('SL04652-2022-11-02-5787','S242-3','XIGzYKCpHjMG', 'UB')
('AC22517-2022-11-02-5835','A325-3','SvLQoMbHbQH', 'UB')
('AC22517-2022-11-01-5858','A326-8','LlOGDpKOiATJXs', 'LB')
('AC22517-2022-11-01-5860','A326-10','ISxe', 'UB')
('AC04652-2022-11-02-5894','A328-8','KounCFhWNKtBaX', 'LB')
('AC04652-2022-11-01-6078','A338-12','qLizwqbkDVr', 'SU')
('AC22517-2022-11-01-5863','A326-13','SfAqiay', 'LB')
('AC04652-2022-11-01-6083','A338-17','onkyrVuSHEgt', 'SL')
('SL12058-2022-11-01-5698','S238-10','KvafVeH', 'MB')
('SL22517-2022-11-02-5788','S242-4','ODFGzUACjEPDgzCd', 'LB')
('AC12058-2022-11-01-5834','A325-2','vBLp', 'LB')
('AC22517-2022-11-02-5855','A326-5','sWfNQ', 'SL')
('SL12058-2022-11-01-5714','S239-2','CnNuzQE', 'MB')
('SL04652-2022-11-02-5813','S243-5','VzxiEUf', 'MB')
('SL22517-2022-11-02-5805','S242-21','yVGX', 'MB')
('SL04652-2022-11-01-5767','S241-7','BaLYqSNn', 'SL')
('AC22517-2022-11-01-5895','A328-9','BzC', 'UB')
('SL22517-2022-11-01-5767','S241-7','RKiEfrpBjaJhTJ', 'SL')
('AC12058-2022-11-01-5869','A327-1','qOsPTJouGkGgzR', 'LB')
('AC22517-2022-11-01-5916','A329-12','DGNrAQhmDuiP', 'SU')
('SL04652-2022-11-01-5805','S242-21','mOpVGN', 'MB')
('SL04652-2022-11-02-5871','S245-15','zpbCUs', 'SL')
('SL22517-2022-11-02-5868','S245-12','NM', 'LB')
('SL12058-2022-11-01-5764','S241-4','SLtGJdTtMMPJRFf', 'LB')
('SL22517-2022-11-01-5811','S243-3','lzOHtVZSAbzaKZy', 'UB')
('SL22517-2022-11-02-5895','S246-15','V', 'SL')
('AC12058-2022-11-01-5928','A330-6','ommDoLHu', 'SU')
('AC04652-2022-11-01-6173','A343-17','flksoa', 'SL')
('AC04652-2022-11-02-5992','A333-16','ao', 'UB')
('SL22517-2022-11-01-5856','S244-24','dtOCYCXGFhBAR', 'SU')
('AC22517-2022-11-02-5977','A333-1','OrDyupFi', 'LB')
('AC12058-2022-11-01-6013','A335-1','dOCvjcOEwC', 'LB')
('AC04652-2022-11-01-6270','A349-6','XG', 'SU')
('SL22517-2022-11-02-5999','S250-23','dYaJYXcDSYdpd', 'SL')
('AC12058-2022-11-01-6045','A336-15','XqSszpREPsi', 'UB')
('AC04652-2022-11-01-6283','A350-1','x', 'LB')
('AC22517-2022-11-02-6091','A339-7','ThacGRrbVYpQecEw', 'LB')
('AC22517-2022-11-01-6083','A338-17','VOSV', 'SL')
('SL12058-2022-11-01-5910','S247-6','dmJCkaFttJuORi', 'UB')
('SL22517-2022-11-01-5963','S249-11','oLmscA', 'UB')
('SL04652-2022-11-02-6055','S253-7','yEvGTWbsuMx', 'SL')
('AC12058-2022-11-01-6083','A338-17','uyoVnMVBjnnzpK', 'SL')
('AC04652-2022-11-01-6330','A352-12','ROyOrDAH', 'SU')
('SL04652-2022-11-01-5972','S249-20','UmaSkPQXFRQsDL', 'LB')
('SL22517-2022-11-02-6045','S252-21','HaeKIErcUoBGead', 'MB')
('SL04652-2022-11-01-5974','S249-22','hZxPJZNj', 'UB')
('SL22517-2022-11-01-5972','S249-20','DraTJ', 'LB')
('SL04652-2022-11-02-6060','S253-12','YNwukFrxXnba', 'LB')
('SL12058-2022-11-01-5921','S247-17','WtXRoGlnL', 'LB')
('SL22517-2022-11-02-6059','S253-11','yFfFFQwgXXbC', 'UB')
('AC22517-2022-11-01-6104','A340-2','hscHOPUkHlU', 'LB')
('SL22517-2022-11-02-6066','S253-18','MLMthoaVkyaLNe', 'MB')
('AC22517-2022-11-02-6122','A341-2','POgvFgOqoacgJHDJ', 'LB')
('AC04652-2022-11-01-6360','A354-6','sanGMVNysdJvGvxJ', 'SU')
('AC04652-2022-11-01-6361','A354-7','sQhHxMbPuWWaXE', 'LB')
('AC04652-2022-11-02-6163','A343-7','IZzqLIlLFLKpVeO', 'LB')
('SL22517-2022-11-01-6009','S251-9','nPeRmyDDzEqtSMq', 'LB')
('AC22517-2022-11-02-6145','A342-7','bjXIAXuzJkQKBCQ', 'LB')
('SL04652-2022-11-01-6011','S251-11','DX', 'UB')
('SL22517-2022-11-02-6157','S257-13','gkLVxrcdMWDCztRS', 'MB')
('SL22517-2022-11-02-6159','S257-15','opuinl', 'SL')
('AC12058-2022-11-01-6194','A345-2','IOSEaEaRUPeBdk', 'LB')
('SL04652-2022-11-01-6082','S254-10','A', 'MB')
('AC04652-2022-11-01-6488','A361-8','HKPIpcE', 'LB')
('AC04652-2022-11-02-6257','A348-11','iREi', 'SL')
('SL22517-2022-11-02-6202','S259-10','RnWILVuRxEKS', 'MB')
('SL04652-2022-11-01-6128','S256-8','HuXxAq', 'SU')
('AC04652-2022-11-02-6275','A349-11','nWukxbNTBSjMVA', 'SL')
('SL22517-2022-11-01-6139','S256-19','TNrRPZAshrVyrcT', 'UB')
('SL22517-2022-11-02-6222','S260-6','SrSRsntntv', 'UB')
('SL04652-2022-11-02-6206','S259-14','wMSaKTUhjWQ', 'UB')
('AC04652-2022-11-02-6289','A350-7','FidvhbRq', 'LB')
('SL12058-2022-11-01-6063','S253-15','fZmxLY', 'SL')
('AC22517-2022-11-01-6281','A349-17','eQbQCaqXic', 'SL')
('AC22517-2022-11-02-6277','A349-13','EQRalhMoeFXkym', 'LB')
('SL04652-2022-11-02-6219','S260-3','hYNuciYgosvl', 'UB')
('SL04652-2022-11-02-6220','S260-4','lmZC', 'LB')
('SL22517-2022-11-02-6242','S261-2','Ap', 'MB')
('AC22517-2022-11-02-6283','A350-1','oDMUaPVCnN', 'LB')
('SL12058-2022-11-01-6076','S254-4','BoxDd', 'LB')
('SL04652-2022-11-02-6227','S260-11','t', 'UB')
('AC22517-2022-11-01-6303','A351-3','JuwVdKHsf', 'UB')
('AC22517-2022-11-02-6298','A350-16','xK', 'UB')
('SL22517-2022-11-01-6184','S258-16','czQDgfbyaBdKQlJl', 'SU')
('SL04652-2022-11-02-6249','S261-9','XXzNfTCAZD', 'LB')
('AC04652-2022-11-01-6568','A365-16','MXACRgMkKwz', 'UB')
('AC12058-2022-11-01-6329','A352-11','mYNm', 'SL')
('SL22517-2022-11-02-6297','S263-9','AodOTjpomPVhiCrd', 'LB')
('SL04652-2022-11-02-6286','S262-22','hzMWdMgWmsqy', 'UB')
('AC12058-2022-11-01-6339','A353-3','zlCfCuVyIHfYH', 'UB')
('SL22517-2022-11-02-6305','S263-17','JyWxiltiv', 'LB')
('SL04652-2022-11-01-6219','S260-3','DCpx', 'UB')
('AC22517-2022-11-02-6347','A353-11','dRnP', 'SL')
('SL22517-2022-11-02-6308','S263-20','HxCUIeHyUHM', 'LB')
('AC04652-2022-11-01-6622','A368-16','vPZApIRkvmzdrW', 'UB')
('SL04652-2022-11-02-6321','S264-9','MRfB', 'LB')
('SL04652-2022-11-01-6256','S261-16','qyWUxOVy', 'SU')
('SL04652-2022-11-01-6262','S261-22','i', 'UB')
('SL04652-2022-11-02-6340','S265-4','UOzqjmDXKcBh', 'LB')
('SL22517-2022-11-02-6359','S265-23','VBPBsaxp', 'SL')
('SL22517-2022-11-01-6284','S262-20','dNvCzDuZUyr', 'LB')
('SL22517-2022-11-01-6289','S263-1','BNQeWkCBOSbsijcM', 'LB')
('AC04652-2022-11-02-6429','A358-3','oSyaHHQEoR', 'UB')
('SL22517-2022-11-02-6369','S266-9','XbJsy', 'LB')
('SL22517-2022-11-02-6374','S266-14','sfu', 'UB')
('SL04652-2022-11-01-6346','S265-10','vUQHUVZWGrVIVt', 'MB')
('SL12058-2022-11-01-6292','S263-4','Gl', 'LB')
('AC04652-2022-11-01-6762','A376-12','sgEeovYEkrnXG', 'SU')
('AC22517-2022-11-02-6479','A360-17','hmmdUsZ', 'SL')
('SL12058-2022-11-01-6294','S263-6','RBjAiChFduiQI', 'UB')
('SL22517-2022-11-02-6469','S270-13','zzNVbuC', 'MB')
('AC04652-2022-11-02-6526','A363-10','pSnr', 'UB')
('AC22517-2022-11-02-6519','A363-3','N', 'UB')
('AC22517-2022-11-02-6520','A363-4','qxY', 'UB')
('AC12058-2022-11-01-6523','A363-7','dpdFEACtj', 'LB')
('SL04652-2022-11-02-6479','S270-23','QRZ', 'SL')
('SL22517-2022-11-01-6477','S270-21','Wjs', 'MB')
('SL22517-2022-11-02-6542','S273-14','NDBNWgtjxLmXLS', 'UB')
('AC22517-2022-11-02-6580','A366-10','ueqcusKuurat', 'UB')
('SL04652-2022-11-01-6486','S271-6','XLsMMuzzkuQTRHBu', 'UB')
('AC22517-2022-11-01-6592','A367-4','xbdJSVxA', 'UB')
('AC22517-2022-11-02-6583','A366-13','Ec', 'LB')
('AC04652-2022-11-02-6590','A367-2','d', 'LB')
('SL22517-2022-11-02-6622','S276-22','HzVLiFPZnpFVXnFl', 'UB')
('AC12058-2022-11-01-6659','A370-17','tYORfZZTd', 'SL')
('AC12058-2022-11-01-6660','A370-18','tptztmRisogdQ', 'SU')
('AC04652-2022-11-02-6670','A371-10','ErdYLzudHoYZnYTm', 'UB')
('AC22517-2022-11-01-6673','A371-13','ajZwEusprIbRBQcX', 'LB')
('SL22517-2022-11-02-6630','S277-6','j', 'UB')
('AC04652-2022-11-02-6671','A371-11','lybyolSTJjRTea', 'SL')
('SL12058-2022-11-01-6470','S270-14','nDr', 'UB')
('SL12058-2022-11-01-6477','S270-21','ycRSTlwgVpxoJKT', 'MB')
('SL04652-2022-11-01-6701','S280-5','RudZFeN', 'MB')
('SL04652-2022-11-01-6702','S280-6','MadtjBXsSILoj', 'UB')
('SL22517-2022-11-01-6647','S277-23','DmKFTsCLQR', 'SL')
('SL12058-2022-11-01-6589','S275-13','oshCQzGXnrppo', 'MB')
('SL22517-2022-11-02-6757','S282-13','qaeyOU', 'MB')
('AC22517-2022-11-02-6812','A379-8','ONrLM', 'LB')
('SL04652-2022-11-02-6755','S282-11','Towxrvz', 'UB')
('SL04652-2022-11-02-6758','S282-14','MxHUesGAGQkGE', 'UB')
('AC04652-2022-11-02-6789','A378-3','Nwp', 'UB')
('SL22517-2022-11-02-6761','S282-17','RBfIK', 'LB')
('SL12058-2022-11-01-6639','S277-15','MXnsrUp', 'SL')
('AC12058-2022-11-01-6863','A382-5','OzwfIPDYzNNdOtG', 'SL')
('AC04652-2022-11-01-7105','A395-13','iouhJhPFi', 'LB')
('SL04652-2022-11-01-6769','S283-1','dZYJbTTLsXmwaX', 'LB')
('AC04652-2022-11-01-7118','A396-8','AGmLwBSWZYzafDg', 'LB')
('AC04652-2022-11-01-7119','A396-9','TCEWzzwS', 'UB')
('AC12058-2022-11-01-6876','A382-18','DEaZLdAmoYCOImt', 'SU')
('AC04652-2022-11-02-6842','A381-2','u', 'LB')
('AC04652-2022-11-02-6859','A382-1','EmXA', 'LB')
('AC04652-2022-11-01-7138','A397-10','RABORzvEFZld', 'UB')
('AC22517-2022-11-01-6895','A384-1','ZNFNeGFxhV', 'LB')
('SL04652-2022-11-01-6830','S285-14','WBDbgPupQReGXL', 'UB')
('AC04652-2022-11-01-7145','A397-17','jesepgi', 'SL')
('AC04652-2022-11-01-7189','A400-7','vYeZyaMoAqQIEZOF', 'LB')
('SL22517-2022-11-02-6888','S287-24','CCaxsIGqxHnBR', 'SU')
('SL04652-2022-11-02-6886','S287-22','iaFzma', 'UB')
('AC04652-2022-11-02-6939','A386-9','InDnbZV', 'UB')
('AC12058-2022-11-01-6958','A387-10','GVIKaqzLOzewXOaf', 'UB')
('AC22517-2022-11-01-6965','A387-17','JVVpslWOJI', 'SL')
('SL22517-2022-11-02-6930','S289-18','OYAsmAmHhJ', 'MB')
('SL04652-2022-11-02-6945','S290-9','LFVNiAzfMaQl', 'LB')
('SL22517-2022-11-02-6938','S290-2','QL', 'MB')
('SL22517-2022-11-01-6855','S286-15','sfvIlruFZ', 'SL')
('AC12058-2022-11-01-6999','A389-15','mGke', 'UB')
('AC22517-2022-11-01-6985','A389-1','yKyCCdFQWQkY', 'LB')
('AC04652-2022-11-02-6987','A389-3','LaSqLkCVFxakDBEs', 'UB')
('AC22517-2022-11-01-6989','A389-5','KpKAyiSPI', 'SL')
('AC04652-2022-11-02-6989','A389-5','jhVqgr', 'SL')
('SL22517-2022-11-02-6961','S291-1','oPlFQIZcDkXy', 'LB')
('SL22517-2022-11-01-6870','S287-6','VLCRBiUBQoBP', 'UB')
('SL04652-2022-11-01-6946','S290-10','bbgh', 'MB')
('AC04652-2022-11-02-7003','A390-1','dogWcpLksHfCce', 'LB')
('AC22517-2022-11-01-6999','A389-15','CHKkc', 'UB')
('AC04652-2022-11-01-7274','A405-2','PFfLdvuYWV', 'LB')
('AC22517-2022-11-02-7035','A391-15','Ki', 'UB')
('SL12058-2022-11-01-6824','S285-8','XNmd', 'SU')
('SL12058-2022-11-01-6830','S285-14','lStE', 'UB')
('SL04652-2022-11-02-7039','S294-7','iAN', 'SL')
('SL04652-2022-11-01-7005','S292-21','CTGgs', 'MB')
('SL12058-2022-11-01-6874','S287-10','uEuO', 'MB')
('SL04652-2022-11-01-7007','S292-23','rXuDlnivkddcVGs', 'SL')
('AC12058-2022-11-01-7090','A394-16','zcZprSO', 'UB')
('SL04652-2022-11-01-7010','S293-2','BrehNJP', 'MB')
('SL04652-2022-11-01-7011','S293-3','i', 'UB')
('AC04652-2022-11-02-7075','A394-1','YdhKUFGokKsNMMu', 'LB')
('SL12058-2022-11-01-6877','S287-13','UxE', 'MB')
('SL12058-2022-11-01-6878','S287-14','usT', 'UB')
('SL04652-2022-11-02-7047','S294-15','qDgaRfRvOijDjZ', 'SL')
('AC22517-2022-11-02-7094','A395-2','HffHgsNNeH', 'LB')
('SL04652-2022-11-02-7049','S294-17','IMzzEBQOM', 'LB')
('AC22517-2022-11-01-7079','A394-5','uVxhERZawOagq', 'SL')
('SL22517-2022-11-02-7023','S293-15','kdgXGO', 'SL')
('SL22517-2022-11-02-7024','S293-16','wdK', 'SU')
('SL22517-2022-11-01-6940','S290-4','BKgrJDwxKH', 'LB')
('SL04652-2022-11-01-7021','S293-13','Fej', 'MB')
('SL12058-2022-11-01-6883','S287-19','rKdsI', 'UB')
('AC04652-2022-11-01-7362','A409-18','gP', 'SU')
('AC22517-2022-11-01-7091','A394-17','RWzxYhbYvO', 'SL')
('AC04652-2022-11-01-7374','A410-12','sNnbEtcSnxEcM', 'SU')
('SL22517-2022-11-01-6957','S290-21','UQGxZx', 'MB')
('SL12058-2022-11-01-6897','S288-9','XvJYT', 'LB')
('AC22517-2022-11-01-7100','A395-8','QkoWgHrIZQxRdM', 'LB')
('SL04652-2022-11-01-7069','S295-13','UoammG', 'MB')
('AC22517-2022-11-02-7161','A398-15','ry', 'UB')
('AC22517-2022-11-01-7142','A397-14','GrL', 'LB')
('SL04652-2022-11-01-7073','S295-17','ENmHrpbZVI', 'LB')
('AC04652-2022-11-01-7418','A413-2','IKtB', 'LB')
('AC04652-2022-11-02-7136','A397-8','mrCAGe', 'LB')
('AC04652-2022-11-01-7424','A413-8','rwsXfbz', 'LB')
('SL22517-2022-11-02-7113','S297-9','MryTcPezAF', 'LB')
('AC22517-2022-11-02-7199','A400-17','kJEpEvHMNQu', 'SL')
('SL22517-2022-11-01-7030','S293-22','NJ', 'UB')
('AC22517-2022-11-01-7176','A399-12','oRut', 'SU')
('AC22517-2022-11-01-7177','A399-13','QcUChy', 'LB')
('SL04652-2022-11-02-7134','S298-6','DyBIYKYPuHz', 'UB')
('SL04652-2022-11-01-7106','S297-2','GqqLHNRSWNtXA', 'MB')
('AC04652-2022-11-01-7493','A417-5','AQPOD', 'SL')
('SL12058-2022-11-01-7025','S293-17','sQ', 'LB')
('AC22517-2022-11-02-7251','A403-15','PLtKxVemSvXyMSvv', 'UB')
('SL22517-2022-11-01-7079','S295-23','NU', 'SL')
('SL22517-2022-11-01-7080','S295-24','FkV', 'SU')
('SL22517-2022-11-02-7169','S299-17','TVZ', 'LB')
('SL22517-2022-11-02-7172','S299-20','MDsrT', 'LB')
('AC22517-2022-11-01-7238','A403-2','I', 'LB')
('AC22517-2022-11-02-7279','A405-7','ieaKcd', 'LB')
('SL04652-2022-11-01-7175','S299-23','XnLxLoaDZ', 'SL')
('AC12058-2022-11-01-7243','A403-7','wBLIFYPisiyAf', 'LB')
('SL12058-2022-11-01-7052','S294-20','Nzfiu', 'LB')
('SL04652-2022-11-01-7179','S300-3','wPa', 'UB')
('SL22517-2022-11-01-7110','S297-6','m', 'UB')
('AC22517-2022-11-02-7329','A408-3','SsnFDkwVl', 'UB')
('SL04652-2022-11-01-7217','S301-17','js', 'LB')
('SL12058-2022-11-01-7089','S296-9','JErEzcaPrJOctbI', 'LB')
('AC04652-2022-11-02-7275','A405-3','WFjYGdY', 'UB')
('SL04652-2022-11-02-7251','S303-3','FAstK', 'UB')
('SL04652-2022-11-02-7255','S303-7','wbdzoh', 'SL')
('AC04652-2022-11-01-7578','A421-18','WAdhfrHAnIWNR', 'SU')
('SL22517-2022-11-01-7162','S299-10','ZoNSHALD', 'MB')
('AC22517-2022-11-02-7338','A408-12','xUyqsknzfU', 'SU')
('AC22517-2022-11-02-7343','A408-17','XYXkaQU', 'SL')
('AC04652-2022-11-01-7603','A423-7','BpO', 'LB')
('SL04652-2022-11-01-7251','S303-3','YEUFYmmMDp', 'UB')
('SL22517-2022-11-01-7212','S301-12','grUiYqhXqG', 'LB')
('AC04652-2022-11-02-7338','A408-12','ACAsSYW', 'SU')
('AC22517-2022-11-02-7394','A411-14','OE', 'LB')
('AC22517-2022-11-02-7413','A412-15','MVKoQCbw', 'UB')
('SL22517-2022-11-01-7225','S302-1','CJbskAJ', 'LB')
('AC04652-2022-11-02-7352','A409-8','IZzlkY', 'LB')
('SL04652-2022-11-02-7316','S305-20','jtEaI', 'LB')
('AC12058-2022-11-01-7378','A410-16','h', 'UB')
('AC22517-2022-11-01-7402','A412-4','SnBlIzwPEZNlI', 'UB')
('SL04652-2022-11-01-7338','S306-18','XsIUb', 'MB')
('AC22517-2022-11-02-7480','A416-10','LAyxhoxJeGJfL', 'UB')
('AC22517-2022-11-02-7490','A417-2','UXLCuSIbGVrR', 'LB')
('AC22517-2022-11-01-7429','A413-13','nYyaipkw', 'LB')
('SL04652-2022-11-02-7374','S308-6','PViTPCTs', 'UB')
('AC22517-2022-11-02-7492','A417-4','qLSZEgTvOTgphUL', 'UB')
('SL22517-2022-11-02-7391','S308-23','ZOy', 'SL')
('AC22517-2022-11-02-7515','A418-9','qGzAyuLIhJtn', 'UB')
('AC04652-2022-11-01-7717','A429-13','QC', 'LB')
('AC12058-2022-11-01-7451','A414-17','EQQWmqnpn', 'SL')
('AC04652-2022-11-02-7514','A418-8','u', 'LB')
('SL12058-2022-11-01-7318','S305-22','AHGvEatF', 'UB')
('AC04652-2022-11-01-7781','A433-5','aAnSEbfga', 'SL')
('AC22517-2022-11-01-7545','A420-3','LUdXDnueYroH', 'UB')
('AC12058-2022-11-01-7583','A422-5','kgHYdbwgHjgzyfD', 'SL')
('AC04652-2022-11-01-7839','A436-9','qjgrBi', 'UB')
('AC04652-2022-11-02-7576','A421-16','kDW', 'UB')
('SL04652-2022-11-02-7528','S314-16','hBjT', 'SU')
('AC22517-2022-11-02-7650','A425-18','qeKUhSDOwkF', 'SU')
('SL04652-2022-11-01-7514','S314-2','ymAvZBv', 'MB')
('SL04652-2022-11-02-7538','S315-2','XsRqEjeP', 'MB')
('SL12058-2022-11-01-7392','S308-24','mmQIxLfAT', 'SU')
('SL12058-2022-11-01-7393','S309-1','sB', 'LB')
('AC04652-2022-11-01-7876','A438-10','WBkIHFbEymplXsO', 'UB')
('SL12058-2022-11-01-7406','S309-14','LQVumejmJFUipwC', 'UB')
('SL04652-2022-11-01-7543','S315-7','FvtwTEOOsXiu', 'SL')
('SL04652-2022-11-02-7560','S315-24','fmBh', 'SU')
('SL22517-2022-11-01-7465','S312-1','N', 'LB')
('SL04652-2022-11-02-7563','S316-3','xACWtBWWBYtAIwd', 'UB')
('SL12058-2022-11-01-7412','S309-20','T', 'LB')
('AC22517-2022-11-01-7621','A424-7','NzYYoRlipMXq', 'LB')
('AC22517-2022-11-02-7680','A427-12','xFwzrvFVyjz', 'SU')
('AC12058-2022-11-01-7625','A424-11','rbGZV', 'SL')
('AC22517-2022-11-01-7624','A424-10','SMTlncgkbIwjuRkw', 'UB')
('AC12058-2022-11-01-7640','A425-8','nruYRkPVKmej', 'LB')
('SL22517-2022-11-01-7502','S313-14','PAixzQyTL', 'UB')
('AC22517-2022-11-02-7742','A431-2','VOR', 'LB')
('SL04652-2022-11-02-7614','S318-6','HFiPZYybIGz', 'UB')
('SL04652-2022-11-02-7615','S318-7','NUI', 'SL')
('AC22517-2022-11-02-7745','A431-5','rTVOJlRobz', 'SL')
('SL04652-2022-11-02-7616','S318-8','pYyEzpHOZNtFT', 'SU')
('AC22517-2022-11-02-7749','A431-9','fA', 'UB')
('AC04652-2022-11-02-7695','A428-9','CVcPsEbeXvq', 'UB')
('SL04652-2022-11-02-7623','S318-15','PFzZonrqxJSnvq', 'SL')
('SL22517-2022-11-01-7535','S314-23','eoZvbFo', 'SL')
('SL04652-2022-11-02-7624','S318-16','ISUEFyun', 'SU')
('AC22517-2022-11-01-7689','A428-3','eFJj', 'UB')
('SL04652-2022-11-01-7614','S318-6','RqjBr', 'UB')
('AC04652-2022-11-01-7945','A442-7','Ck', 'LB')
('AC22517-2022-11-01-7726','A430-4','hBVmUFgyW', 'UB')
('AC04652-2022-11-02-7744','A431-4','r', 'UB')
('AC04652-2022-11-02-7748','A431-8','DpxBXq', 'LB')
('SL04652-2022-11-01-7650','S319-18','mHf', 'MB')
('AC04652-2022-11-02-7752','A431-12','SlrEQONeMQR', 'SU')
('AC22517-2022-11-01-7733','A430-11','FSDYYpwUKkbd', 'SL')
('SL04652-2022-11-02-7676','S320-20','fNQPCvIKhTErVaGy', 'LB')
('AC22517-2022-11-02-7863','A437-15','gieZuQUKEdmv', 'UB')
('AC22517-2022-11-02-7880','A438-14','PzPCt', 'LB')
('SL22517-2022-11-02-7746','S323-18','GLcmLCDqjYYg', 'MB')
('SL12058-2022-11-01-7584','S316-24','SnJkdOzxU', 'SU')
('SL12058-2022-11-01-7585','S317-1','htBesHsENxp', 'LB')
('SL22517-2022-11-02-7748','S323-20','k', 'LB')
('SL22517-2022-11-01-7656','S319-24','AfKUHNFeRgYAs', 'SU')
('AC04652-2022-11-02-7832','A436-2','vGjIZZqUqEbTVGA', 'LB')
('SL22517-2022-11-01-7659','S320-3','yfxFXThs', 'UB')
('SL22517-2022-11-02-7749','S323-21','IXRJaFlZA', 'MB')
('SL04652-2022-11-01-7734','S323-6','jHxiUjC', 'UB')
('AC12058-2022-11-01-7798','A434-4','wgaPtpTGIvL', 'UB')
('SL04652-2022-11-01-7736','S323-8','sAZEAA', 'SU')
('SL12058-2022-11-01-7593','S317-9','AfjEHMyh', 'LB')
('AC22517-2022-11-02-7896','A439-12','IRaqPnFiLUGzd', 'SU')
('SL04652-2022-11-01-7743','S323-15','lmRFBpTMk', 'SL')
('SL04652-2022-11-01-7746','S323-18','soDFcGTQ', 'MB')
('AC04652-2022-11-02-7839','A436-9','eQzSI', 'UB')
('AC12058-2022-11-01-7808','A434-14','MmvQ', 'LB')
('AC12058-2022-11-01-7809','A434-15','FpolwpvxX', 'UB')
('AC12058-2022-11-01-7810','A434-16','gqrZYSvjTIwvX', 'UB')
('SL22517-2022-11-02-7787','S325-11','OzeFUERtO', 'UB')
('SL22517-2022-11-01-7703','S321-23','hkx', 'SL')
('AC12058-2022-11-01-7842','A436-12','rvVnTHvTYdcXDcVD', 'SU')
('SL04652-2022-11-02-7808','S326-8','ifVNQNZTaB', 'SU')
('SL04652-2022-11-02-7809','S326-9','gsrW', 'LB')
('SL04652-2022-11-01-7796','S325-20','CYxctKDTsqUOLsE', 'LB')
('AC04652-2022-11-01-8137','A453-1','NOoYC', 'LB')
('AC22517-2022-11-02-7957','A443-1','pXloeXouU', 'LB')
('AC12058-2022-11-01-7902','A439-18','qoOJJdtzfKAkx', 'SU')
('AC12058-2022-11-01-7905','A440-3','KuGdIkCpXR', 'UB')
('SL22517-2022-11-01-7767','S324-15','EpxivgqhvHYQ', 'SL')
('SL04652-2022-11-02-7845','S327-21','qpS', 'MB')
('AC04652-2022-11-01-8171','A454-17','qKmqoZXFLRoBjEOj', 'SL')
('AC04652-2022-11-02-7930','A441-10','gpBoaZxAoFpHskv', 'UB')
('AC22517-2022-11-02-7984','A444-10','ioZPMopuSVPn', 'UB')
('SL04652-2022-11-02-7867','S328-19','RJe', 'UB')
('SL04652-2022-11-01-7904','S330-8','tqNtPf', 'SU')
('SL04652-2022-11-02-7911','S330-15','pwDHdBxD', 'SL')
('AC22517-2022-11-01-7967','A443-11','oubzqmewyt', 'SL')
('SL12058-2022-11-01-7748','S323-20','T', 'LB')
('SL12058-2022-11-01-7749','S323-21','dpyHndx', 'MB')
('AC22517-2022-11-01-7970','A443-14','gdcHuD', 'LB')
('SL22517-2022-11-02-7910','S330-14','QXuDqPgWJahQPCGD', 'UB')
('SL04652-2022-11-02-7953','S332-9','aPwpBGZzdDi', 'LB')
('SL22517-2022-11-01-7858','S328-10','ZelVteYEalpzR', 'MB')
('AC22517-2022-11-01-8002','A445-10','Af', 'UB')
('SL04652-2022-11-02-7961','S332-17','wAOV', 'LB')
('SL04652-2022-11-02-7969','S333-1','NgLaLhXx', 'LB')
('AC12058-2022-11-01-8033','A447-5','AVQOlLPePwcH', 'SL')
('AC12058-2022-11-01-8034','A447-6','suecDkdhEmpD', 'SU')
('SL04652-2022-11-01-8016','S334-24','XIZWZKwFEqsVD', 'SU')
('AC04652-2022-11-01-8341','A464-7','SIAFqvCFfdqdxFP', 'LB')
('AC22517-2022-11-02-8129','A452-11','IljpJtP', 'SL')
('SL04652-2022-11-01-8019','S335-3','xUlsUX', 'UB')
('SL04652-2022-11-01-8023','S335-7','SvMmcRVmZIsd', 'SL')
('AC22517-2022-11-01-8061','A448-15','IKTUdinZCIwxzq', 'UB')
('AC22517-2022-11-02-8132','A452-14','Ao', 'LB')
('SL22517-2022-11-01-7934','S331-14','WbpJAGdLjaPlw', 'UB')
