('SL12058-2022-11-01-6','S1-6','mZAbQzsEZg', 'UB')
('SL12058-2022-11-01-8823','S368-15','gvawyWqjNj', 'SL')
('AC22517-2022-11-02-8998','A500-16','P', 'UB')
('SL04652-2022-11-01-8790','S367-6','KRgYJFCWJPnl', 'UB')
('AC12058-2022-11-01-8873','A493-17','uJyQiFLGL', 'SL')
('AC04652-2022-11-01-8916','A496-6','FFlqcDYv', 'SU')
('AC22517-2022-11-01-8788','A489-4','AqxdFvhHKTRJP', 'UB')
('AC04652-2022-11-02-8775','A488-9','BiPI', 'UB')
('AC04652-2022-11-01-8920','A496-10','LsypQLShTicICpEL', 'UB')
('SL22517-2022-11-02-8886','S371-6','ZZMVcJde', 'UB')
('AC12058-2022-11-01-8876','A494-2','ZVGOhPi', 'LB')
('AC04652-2022-11-02-8777','A488-11','w', 'SL')
('SL04652-2022-11-02-8917','S372-13','JFXUxuLpptkph', 'MB')
('SL12058-2022-11-01-8851','S369-19','Vh', 'UB')
('SL22517-2022-11-02-8892','S371-12','pYzPsGHqXRARKjWi', 'LB')
('AC04652-2022-11-01-8924','A496-14','EmFWforkT', 'LB')
('SL22517-2022-11-01-8806','S367-22','jmCyRCQ', 'UB')
('AC22517-2022-11-02-9033','A502-15','VdtraTvjNgGca', 'UB')
('AC12058-2022-11-01-8884','A494-10','CvbUaK', 'UB')
('AC22517-2022-11-01-8796','A489-12','HglZwCCFnqxymjur', 'SU')
('SL12058-2022-11-01-8855','S369-23','H', 'SL')
('SL04652-2022-11-02-8924','S372-20','YJCtbymbCRaeheml', 'LB')
('SL22517-2022-11-01-8808','S367-24','Rq', 'SU')
('SL04652-2022-11-01-8817','S368-9','aFKeIVmyDF', 'LB')
('SL12058-2022-11-01-8857','S370-1','eBtcl', 'LB')
('AC04652-2022-11-02-8786','A489-2','AkxtmJrPSME', 'LB')
('AC04652-2022-11-02-8787','A489-3','XmwZvOHUjqrV', 'UB')
('AC22517-2022-11-01-8806','A490-4','vyWGuAcHhFnJx', 'UB')
('AC12058-2022-11-01-8892','A494-18','IYwdjElyxQkBIhgj', 'SU')
('AC04652-2022-11-02-8791','A489-7','LpTzjBIH', 'LB')
('AC04652-2022-11-02-8792','A489-8','ILdI', 'LB')
('AC04652-2022-11-01-8939','A497-11','jKfrZDGNENY', 'SL')
('SL04652-2022-11-02-8933','S373-5','C', 'MB')
('AC22517-2022-11-01-8810','A490-8','EvKhGANWoJlbMNbx', 'LB')
('AC12058-2022-11-01-8900','A495-8','WSZnEaDINeKzFfb', 'LB')
('SL22517-2022-11-02-8915','S372-11','zGSdNQMINkjVJLva', 'UB')
('SL22517-2022-11-02-8916','S372-12','sPJFNi', 'LB')
('SL22517-2022-11-02-8917','S372-13','AsNPOadGeGzihkdA', 'MB')
('AC22517-2022-11-02-9056','A504-2','Tyx', 'LB')
('SL12058-2022-11-01-8868','S370-12','oCSZAqbn', 'LB')
('AC04652-2022-11-01-8954','A498-8','CD', 'LB')
('AC12058-2022-11-01-8907','A495-15','aGWSpBEJjxbvGv', 'UB')
('AC04652-2022-11-01-8956','A498-10','AXFFfrOFyE', 'UB')
('SL22517-2022-11-02-8925','S372-21','t', 'MB')
('AC22517-2022-11-02-9060','A504-6','jsHeyDsVvgha', 'SU')
('AC22517-2022-11-01-8822','A491-2','xQYCVoMVfBAYhCg', 'LB')
('AC12058-2022-11-01-8908','A495-16','pDft', 'UB')
('AC04652-2022-11-02-8807','A490-5','jhRqKCPh', 'SL')
('AC04652-2022-11-01-8962','A498-16','uyDWcWjAgwgHZSP', 'UB')
('AC04652-2022-11-01-8963','A498-17','vIhQRvkwAzCB', 'SL')
('AC22517-2022-11-02-9065','A504-11','BcwdsmWjuPdlMYd', 'SL')
('AC22517-2022-11-01-8827','A491-7','KXAamrMv', 'LB')
('AC22517-2022-11-02-9068','A504-14','zUkD', 'LB')
('SL22517-2022-11-02-8939','S373-11','THdkkmCAAx', 'UB')
('AC12058-2022-11-01-8917','A496-7','FETRlvSxm', 'LB')
('AC22517-2022-11-02-9074','A505-2','jkyUifofZDAbfnu', 'LB')
('SL22517-2022-11-01-8846','S369-14','fVsioqFYHDSJl', 'UB')
('SL22517-2022-11-01-8848','S369-16','TfZUGiKwXNmAR', 'SU')
('AC12058-2022-11-01-8919','A496-9','BuTqecJ', 'UB')
('SL22517-2022-11-02-8946','S373-18','QxVXXowFTHgECw', 'MB')
('SL12058-2022-11-01-8891','S371-11','wjAsFrKnijXFitA', 'UB')
('SL12058-2022-11-01-8892','S371-12','IJtZbdEqunyJ', 'LB')
('SL22517-2022-11-02-8950','S373-22','pjapGdnLI', 'UB')
('SL22517-2022-11-02-8951','S373-23','GWmwrZeNhENE', 'SL')
('AC22517-2022-11-02-9078','A505-6','WCwJPaDlRx', 'SU')
('SL22517-2022-11-01-8855','S369-23','rzEQrnKkKMLUN', 'SL')
('AC22517-2022-11-02-9079','A505-7','WUIlBKAgZh', 'LB')
('SL12058-2022-11-01-8896','S371-16','KpmQ', 'SU')
('AC22517-2022-11-01-8837','A491-17','rYOEhUuQRwWif', 'SL')
('SL04652-2022-11-01-8859','S370-3','WEU', 'UB')
('SL12058-2022-11-01-8907','S372-3','gZh', 'UB')
('AC04652-2022-11-02-8830','A491-10','ECT', 'UB')
('AC22517-2022-11-02-9087','A505-15','nOio', 'UB')
('SL22517-2022-11-02-8965','S374-13','xI', 'MB')
('SL12058-2022-11-01-8910','S372-6','lVTJWBsthNlm', 'UB')
('AC22517-2022-11-01-8847','A492-9','XVfHXxdFiJ', 'UB')
('SL04652-2022-11-02-8975','S374-23','eQLbhdX', 'SL')
('AC04652-2022-11-01-8990','A500-8','iYCViRoZca', 'LB')
('AC22517-2022-11-02-9090','A505-18','xQsgbKSVTWqCSjl', 'SU')
('AC12058-2022-11-01-8934','A497-6','JnI', 'SU')
('AC22517-2022-11-02-9091','A506-1','usNAKYXbtYwjnQXw', 'LB')
('SL22517-2022-11-02-8970','S374-18','RXxXDa', 'MB')
('AC22517-2022-11-01-8854','A492-16','OXtymRUAmMNWldE', 'UB')
('SL12058-2022-11-01-8916','S372-12','rL', 'LB')
('AC22517-2022-11-01-8855','A492-17','zMrgDcCVzwLJyghQ', 'SL')
('AC04652-2022-11-01-8996','A500-14','eatBzicd', 'LB')
('AC22517-2022-11-01-8856','A492-18','eZBP', 'SU')
('AC04652-2022-11-01-8997','A500-15','zIopmu', 'UB')
('SL22517-2022-11-02-8979','S375-3','RTCMtzYA', 'UB')
('SL22517-2022-11-02-8980','S375-4','jQbN', 'LB')
('SL04652-2022-11-02-8984','S375-8','slJwJUbu', 'SU')
('AC04652-2022-11-01-8999','A500-17','jbEQoBMFLeqHM', 'SL')
('AC04652-2022-11-01-9000','A500-18','cROcfmDjDHLkrPTt', 'SU')
('SL22517-2022-11-02-8985','S375-9','wHmwZWeGSMM', 'LB')
('AC22517-2022-11-02-9107','A506-17','izAXIkCXB', 'SL')
('SL04652-2022-11-02-8989','S375-13','fRwptdWSjqii', 'MB')
('SL04652-2022-11-02-8990','S375-14','vTPzMglObatpmH', 'UB')
('SL12058-2022-11-01-8930','S373-2','Ayj', 'MB')
('SL12058-2022-11-01-8931','S373-3','ICFDCGJGceraFb', 'UB')
('SL04652-2022-11-01-8897','S371-17','NIKP', 'LB')
('SL04652-2022-11-01-8898','S371-18','TMcmNxvmYFS', 'MB')
('SL04652-2022-11-01-8899','S371-19','OKuilxHevYPiXt', 'UB')
('AC04652-2022-11-02-8851','A492-13','kAJkv', 'LB')
('SL04652-2022-11-01-8903','S371-23','RmjnD', 'SL')
('SL22517-2022-11-02-8992','S375-16','hjoSpE', 'SU')
('SL22517-2022-11-02-8993','S375-17','Pg', 'LB')
('AC04652-2022-11-02-8854','A492-16','E', 'UB')
('AC22517-2022-11-01-8873','A493-17','pQDiVsLLlxLu', 'SL')
('AC04652-2022-11-02-8856','A492-18','yxfQStL', 'SU')
('SL22517-2022-11-02-8996','S375-20','EJCMPkPzxXKeQNQ', 'LB')
('SL22517-2022-11-01-8886','S371-6','dPFnj', 'UB')
('SL12058-2022-11-01-8943','S373-15','IEfaM', 'SL')
('AC22517-2022-11-02-9118','A507-10','mKvdFPd', 'UB')
('SL12058-2022-11-01-8945','S373-17','eX', 'LB')
('SL22517-2022-11-01-8893','S371-13','G', 'MB')
('AC12058-2022-11-01-8958','A498-12','NVXXfsALxaGQtY', 'SU')
('SL04652-2022-11-02-8995','S375-19','VQdecaSgQ', 'UB')
('AC04652-2022-11-02-8862','A493-6','mmVc', 'SU')
('AC22517-2022-11-01-8876','A494-2','IgH', 'LB')
('SL04652-2022-11-01-8913','S372-9','rf', 'LB')
('AC04652-2022-11-02-8869','A493-13','dFLJlI', 'LB')
('SL22517-2022-11-01-8904','S371-24','qA', 'SU')
('AC22517-2022-11-01-8878','A494-4','ZgpGZ', 'UB')
('AC04652-2022-11-02-8873','A493-17','pKKBMU', 'SL')
('AC22517-2022-11-01-8881','A494-7','ILDCcEWjlTu', 'LB')
('AC04652-2022-11-02-8875','A494-1','jil', 'LB')
('SL12058-2022-11-01-8962','S374-10','elWYL', 'MB')
('SL22517-2022-11-01-8906','S372-2','zFSKanzpOaTKEh', 'MB')
('AC22517-2022-11-01-8885','A494-11','MgZuabeZonPZP', 'SL')
('SL12058-2022-11-01-8967','S374-15','DVeIYpEae', 'SL')
('SL22517-2022-11-02-9012','S376-12','eqO', 'LB')
('SL04652-2022-11-01-8928','S372-24','NkLeQSUfF', 'SU')
('SL04652-2022-11-02-9010','S376-10','HZewyk', 'MB')
('AC22517-2022-11-02-9130','A508-4','SGWqafoiBfHJWQ', 'UB')
('SL12058-2022-11-01-8971','S374-19','nyhSExihwNg', 'UB')
('AC04652-2022-11-02-8886','A494-12','ezvl', 'SU')
('AC22517-2022-11-01-8892','A494-18','kAJXMFYfAZB', 'SU')
('SL22517-2022-11-02-9023','S376-23','mVpDzZxpKboMUjh', 'SL')
('SL22517-2022-11-02-9025','S377-1','JOwlVqpEeNlaqpS', 'LB')
('AC04652-2022-11-01-9043','A503-7','tQrlTHYiRO', 'LB')
('SL22517-2022-11-01-8921','S372-17','d', 'LB')
('AC04652-2022-11-02-8896','A495-4','PisBwvZEMxPTvyc', 'UB')
('AC04652-2022-11-01-9044','A503-8','qrBSwGToN', 'LB')
('SL22517-2022-11-01-8923','S372-19','dMsxmt', 'UB')
('AC04652-2022-11-01-9046','A503-10','YQvZlMNbClFv', 'UB')
('AC22517-2022-11-02-9141','A508-15','uydNDidGUqxRdf', 'UB')
('SL12058-2022-11-01-8986','S375-10','g', 'MB')
('SL12058-2022-11-01-8987','S375-11','gvK', 'UB')
('AC12058-2022-11-01-8989','A500-7','OiFjXnnyVZsx', 'LB')
('AC04652-2022-11-02-8904','A495-12','CeE', 'SU')
('AC22517-2022-11-02-9147','A509-3','RpCOlfawIKzXeMt', 'UB')
('SL22517-2022-11-02-9036','S377-12','yxEauCQTY', 'LB')
('AC22517-2022-11-02-9149','A509-5','BWcNsKjUKQ', 'SL')
('AC12058-2022-11-01-8999','A500-17','IRfYHxba', 'SL')
('SL22517-2022-11-02-9038','S377-14','vop', 'UB')
('SL12058-2022-11-01-8996','S375-20','ThaVLJCZ', 'LB')
('AC04652-2022-11-02-8911','A496-1','dlFtxmBmWdxkJpmz', 'LB')
('AC22517-2022-11-02-9154','A509-10','ExJgYMKFOakK', 'UB')
('AC22517-2022-11-02-9155','A509-11','c', 'SL')
('SL22517-2022-11-01-8939','S373-11','mN', 'UB')
('AC04652-2022-11-02-8913','A496-3','oOoAgSpqgRRHpZ', 'UB')
('SL22517-2022-11-01-8941','S373-13','yKWNy', 'MB')
('SL22517-2022-11-02-9045','S377-21','tNNkJnWh', 'MB')
('AC12058-2022-11-01-9012','A501-12','jaDVVpLjDLCe', 'SU')
('AC22517-2022-11-02-9160','A509-16','CpJOZLDxmlZZ', 'UB')
('SL22517-2022-11-02-9050','S378-2','S', 'MB')
('SL22517-2022-11-01-8945','S373-17','J', 'LB')
('AC22517-2022-11-01-8921','A496-11','gMNs', 'SL')
('AC04652-2022-11-02-8921','A496-11','I', 'SL')
('AC22517-2022-11-01-8924','A496-14','MJRQVZhSr', 'LB')
('AC04652-2022-11-02-8922','A496-12','smlynQtTCZKHNRv', 'SU')
('SL22517-2022-11-01-8952','S373-24','YyIAEGhYPn', 'SU')
('AC04652-2022-11-02-8924','A496-14','LiiXtu', 'LB')
('AC22517-2022-11-02-9167','A510-5','vwwMtFKjVLhnZhCF', 'SL')
('SL22517-2022-11-01-8954','S374-2','OvVReibJ', 'MB')
('SL04652-2022-11-02-9045','S377-21','lVSmYVwW', 'MB')
('AC04652-2022-11-01-9068','A504-14','NhNkGByMxJdf', 'LB')
('SL04652-2022-11-02-9046','S377-22','ZULz', 'UB')
('AC22517-2022-11-02-9172','A510-10','l', 'UB')
('SL04652-2022-11-02-9048','S377-24','SvPNIEVNlHzjOjwM', 'SU')
('SL12058-2022-11-01-9018','S376-18','lDrIgtTpEIOM', 'MB')
('AC04652-2022-11-01-9072','A504-18','oofULPEEmRAZbo', 'SU')
('AC22517-2022-11-01-8932','A497-4','Y', 'UB')
('AC22517-2022-11-01-8933','A497-5','uAwZYilNpsNM', 'SL')
('SL22517-2022-11-01-8965','S374-13','yFyLm', 'MB')
('AC22517-2022-11-01-8934','A497-6','WeD', 'SU')
('AC04652-2022-11-01-9074','A505-2','yOAJHmb', 'LB')
('AC04652-2022-11-01-9075','A505-3','CuadtrvOtHX', 'UB')
('SL04652-2022-11-01-8960','S374-8','MdFuhXrpvbNEOnDO', 'SU')
('SL12058-2022-11-01-9023','S376-23','aPXD', 'SL')
('SL12058-2022-11-01-9024','S376-24','AUsqXm', 'SU')
('AC12058-2022-11-01-9034','A502-16','WbXM', 'UB')
('AC04652-2022-11-02-8942','A497-14','XEClmmgx', 'LB')
('SL22517-2022-11-02-9065','S378-17','WOeWqSpbNttnShr', 'LB')
('AC04652-2022-11-01-9081','A505-9','dKHHmmifmLWrVAZs', 'UB')
('AC22517-2022-11-01-8939','A497-11','RczPLqxlwrh', 'SL')
('AC22517-2022-11-01-8940','A497-12','ePNpAoVlrDYVY', 'SU')
('SL04652-2022-11-01-8966','S374-14','rwoVwIHjMugZ', 'UB')
('AC22517-2022-11-01-8943','A497-15','SuJviumOycBVzr', 'UB')
('AC04652-2022-11-02-8948','A498-2','qudfmAIBbHpTvk', 'LB')
('AC04652-2022-11-02-8949','A498-3','Dmj', 'UB')
('SL12058-2022-11-01-9036','S377-12','QcNWegBGIr', 'LB')
('SL22517-2022-11-01-8978','S375-2','qQeKkxFSLSunCHj', 'MB')
('SL12058-2022-11-01-9038','S377-14','MHQdOVDdzdEBHwce', 'UB')
('AC12058-2022-11-01-9042','A503-6','TiQrINQoOEtek', 'SU')
('SL04652-2022-11-02-9060','S378-12','JoJCqvOfgY', 'LB')
('SL04652-2022-11-02-9063','S378-15','GesSp', 'SL')
('SL22517-2022-11-01-8981','S375-5','iGwgQxTJzA', 'MB')
('AC04652-2022-11-01-9090','A505-18','leGpeqO', 'SU')
('SL04652-2022-11-01-8974','S374-22','SmLskiFKreVYztt', 'UB')
('SL04652-2022-11-01-8975','S374-23','yIhEiM', 'SL')
('SL04652-2022-11-01-8976','S374-24','lkHS', 'SU')
('SL12058-2022-11-01-9048','S377-24','OkYpcxoY', 'SU')
('SL12058-2022-11-01-9049','S378-1','fyFme', 'LB')
('AC04652-2022-11-01-9096','A506-6','KOitZ', 'SU')
('SL04652-2022-11-01-8984','S375-8','ArtN', 'SU')
('AC04652-2022-11-02-8965','A499-1','tdxRN', 'LB')
('AC22517-2022-11-02-9201','A512-3','TuaZfvzO', 'UB')
('SL22517-2022-11-02-9082','S379-10','repWgUAgrLNrL', 'MB')
('AC22517-2022-11-02-9202','A512-4','DVL', 'UB')
('SL12058-2022-11-01-9057','S378-9','s', 'LB')
('AC22517-2022-11-01-8957','A498-11','gbi', 'SL')
('SL04652-2022-11-01-8990','S375-14','OzErC', 'UB')
('AC04652-2022-11-01-9102','A506-12','JzRh', 'SU')
('AC12058-2022-11-01-9057','A504-3','NAkErET', 'UB')
('AC22517-2022-11-02-9208','A512-10','FiHmATEbtaqLMu', 'UB')
('SL04652-2022-11-02-9080','S379-8','saPnlLFAUM', 'SU')
('SL04652-2022-11-02-9081','S379-9','TxyDCFbFZ', 'LB')
('AC04652-2022-11-02-8971','A499-7','Rhq', 'LB')
('AC22517-2022-11-01-8962','A498-16','CMksaCu', 'UB')
('AC04652-2022-11-02-8972','A499-8','ZxIT', 'LB')
('SL22517-2022-11-01-8996','S375-20','xN', 'LB')
('AC04652-2022-11-02-8973','A499-9','NGip', 'UB')
('AC22517-2022-11-01-8965','A499-1','GJmMHnZrnwqtJ', 'LB')
('AC22517-2022-11-01-8968','A499-4','uViJzyB', 'UB')
('SL22517-2022-11-01-9002','S376-2','dtmpscRyGAo', 'MB')
('AC12058-2022-11-01-9072','A504-18','tbiKFsotYh', 'SU')
('SL04652-2022-11-02-9090','S379-18','HSoNlAlo', 'MB')
('SL12058-2022-11-01-9067','S378-19','ZIBValQSuvSbAYm', 'UB')
('SL22517-2022-11-02-9096','S379-24','Op', 'SU')
('AC04652-2022-11-02-8976','A499-12','zNIOJeqfGIPWcgx', 'SU')
('SL22517-2022-11-01-9005','S376-5','Dw', 'MB')
('SL04652-2022-11-01-9003','S376-3','LFJTSUrZji', 'UB')
('SL12058-2022-11-01-9069','S378-21','aCZLI', 'MB')
('AC22517-2022-11-01-8975','A499-11','vIXVocsfvomXx', 'SL')
('SL04652-2022-11-02-9092','S379-20','lxCHGITrDxadfeCk', 'LB')
('AC12058-2022-11-01-9079','A505-7','MDktMoNo', 'LB')
('SL22517-2022-11-02-9104','S380-8','cvJQ', 'SU')
('SL04652-2022-11-02-9094','S379-22','naAQvmLOvG', 'UB')
('SL04652-2022-11-02-9096','S379-24','RKiLaCvusf', 'SU')
('SL22517-2022-11-02-9107','S380-11','OBKLDTZNvdLeW', 'UB')
('AC12058-2022-11-01-9085','A505-13','IBN', 'LB')
('SL22517-2022-11-01-9011','S376-11','xZedPkAUED', 'UB')
('SL04652-2022-11-02-9100','S380-4','HPbKmBxMQONZs', 'LB')
('AC12058-2022-11-01-9087','A505-15','L', 'UB')
('SL12058-2022-11-01-9083','S379-11','JtDzoSyQXKw', 'UB')
('AC22517-2022-11-02-9223','A513-7','dLXSJCEKZ', 'LB')
('SL04652-2022-11-02-9102','S380-6','ctcpegIRvGNiEu', 'UB')
('SL04652-2022-11-02-9103','S380-7','GhvbpmmPGl', 'SL')
('SL04652-2022-11-01-9013','S376-13','sZGg', 'MB')
('AC04652-2022-11-02-8990','A500-8','IZn', 'LB')
('AC04652-2022-11-01-9136','A508-10','tWgYFu', 'UB')
('SL22517-2022-11-01-9015','S376-15','typhS', 'SL')
('SL04652-2022-11-01-9016','S376-16','YXusIIvbuoLyGvG', 'SU')
('SL22517-2022-11-02-9126','S381-6','WfaUQKpG', 'UB')
('AC12058-2022-11-01-9092','A506-2','zI', 'LB')
('SL04652-2022-11-02-9113','S380-17','qE', 'LB')
('SL12058-2022-11-01-9095','S379-23','hZYsF', 'SL')
('AC04652-2022-11-01-9144','A508-18','mRrOqvlXlKQpox', 'SU')
('SL22517-2022-11-02-9129','S381-9','NUwoTufiWok', 'LB')
('AC22517-2022-11-02-9232','A513-16','fceUCbOhMLpGdj', 'UB')
('AC04652-2022-11-01-9148','A509-4','m', 'UB')
('AC04652-2022-11-02-8998','A500-16','OQxvkvGCSxqmQen', 'UB')
('SL22517-2022-11-01-9024','S376-24','yhpQXgHDJtMH', 'SU')
('SL22517-2022-11-02-9137','S381-17','Q', 'LB')
('SL12058-2022-11-01-9105','S380-9','e', 'LB')
('AC22517-2022-11-01-8992','A500-10','ypuTwZyjBkaJ', 'UB')
('AC22517-2022-11-02-9240','A514-6','L', 'SU')
('AC12058-2022-11-01-9100','A506-10','tpImMz', 'UB')
('AC04652-2022-11-01-9154','A509-10','gYwWTivzFLHKCPu', 'UB')
('AC12058-2022-11-01-9101','A506-11','f', 'SL')
('AC12058-2022-11-01-9102','A506-12','gwHyOXbBdDdNogmR', 'SU')
('AC22517-2022-11-02-9246','A514-12','uNlWrcLYDJLBICwa', 'SU')
('SL22517-2022-11-02-9144','S381-24','KjfsLI', 'SU')
('AC22517-2022-11-02-9250','A514-16','kNpOrmfeRyM', 'UB')
('AC04652-2022-11-01-9161','A509-17','yiLYVYKBgjKnEKmv', 'SL')
('AC22517-2022-11-01-8999','A500-17','wUJfNqYXOQppHIcT', 'SL')
('AC04652-2022-11-02-9007','A501-7','wfiY', 'LB')
('SL12058-2022-11-01-9119','S380-23','CnO', 'SL')
('AC04652-2022-11-02-9008','A501-8','FXBrGPkNdw', 'LB')
('AC04652-2022-11-01-9163','A510-1','IUvpg', 'LB')
('AC22517-2022-11-02-9256','A515-4','XZcoysoVvCFZu', 'UB')
('AC12058-2022-11-01-9116','A507-8','SCgvXlRDOQKKUwY', 'LB')
('SL12058-2022-11-01-9123','S381-3','Xc', 'UB')
('SL04652-2022-11-01-9044','S377-20','dFLeaPpPwrEOuA', 'LB')
('SL04652-2022-11-01-9047','S377-23','CrHKTnCJOSoIfzsx', 'SL')
('SL22517-2022-11-01-9046','S377-22','aRWoSTS', 'UB')
('AC22517-2022-11-02-9260','A515-8','VpmMCvkZkVXzuqY', 'LB')
('SL04652-2022-11-01-9050','S378-2','mcpxXW', 'MB')
('SL12058-2022-11-01-9132','S381-12','rPLaIOaIOj', 'LB')
('SL22517-2022-11-02-9154','S382-10','ekkZq', 'MB')
('SL22517-2022-11-01-9053','S378-5','EJlxtLptRaRK', 'MB')
('SL12058-2022-11-01-9135','S381-15','DxE', 'SL')
('SL22517-2022-11-02-9157','S382-13','fjsmar', 'MB')
('AC04652-2022-11-02-9022','A502-4','tmUfROdlW', 'UB')
('SL12058-2022-11-01-9138','S381-18','xIv', 'MB')
('SL04652-2022-11-02-9146','S382-2','X', 'MB')
('AC04652-2022-11-02-9026','A502-8','uFzcjHg', 'LB')
('SL22517-2022-11-01-9059','S378-11','wrOONzwMiI', 'UB')
('SL12058-2022-11-01-9140','S381-20','FnL', 'LB')
('AC04652-2022-11-02-9028','A502-10','brfelNVTJEGtlTsF', 'UB')
('SL04652-2022-11-02-9150','S382-6','RvREzRzC', 'UB')
('AC22517-2022-11-01-9016','A501-16','oaeM', 'UB')
('SL22517-2022-11-02-9166','S382-22','pJDuLtVIlLFD', 'UB')
('SL22517-2022-11-02-9167','S382-23','MIoCZubYBULon', 'SL')
('AC12058-2022-11-01-9130','A508-4','E', 'UB')
('SL12058-2022-11-01-9144','S381-24','zf', 'SU')
('SL12058-2022-11-01-9146','S382-2','Jsas', 'MB')
('AC22517-2022-11-01-9020','A502-2','PUikuzZGEDpCuQ', 'LB')
('SL22517-2022-11-02-9171','S383-3','uAHodZjsuQuo', 'UB')
('SL04652-2022-11-01-9065','S378-17','TYuQJfymN', 'LB')
('SL04652-2022-11-02-9152','S382-8','xtafAGpyY', 'SU')
('AC04652-2022-11-01-9186','A511-6','TXXxLduGKuLYaR', 'SU')
('AC22517-2022-11-02-9276','A516-6','LOtZYp', 'SU')
('AC12058-2022-11-01-9137','A508-11','LfYEuxYiQSLUXwvx', 'SL')
('SL22517-2022-11-02-9173','S383-5','tEu', 'MB')
('SL22517-2022-11-02-9174','S383-6','FdfxFEZT', 'UB')
('AC04652-2022-11-01-9187','A511-7','uwsBzQSonlyyxYfe', 'LB')
('AC04652-2022-11-01-9188','A511-8','GmUEHuTZpJN', 'LB')
('SL22517-2022-11-01-9072','S378-24','RacZPqXPspe', 'SU')
('SL04652-2022-11-02-9159','S382-15','xlCWtEQvrgIANtW', 'SL')
('AC22517-2022-11-01-9028','A502-10','eZ', 'UB')
('SL22517-2022-11-02-9181','S383-13','bHBYWCvvadC', 'MB')
('AC12058-2022-11-01-9145','A509-1','FaNBxe', 'LB')
('AC22517-2022-11-01-9031','A502-13','sFBanMJ', 'LB')
('SL12058-2022-11-01-9158','S382-14','ptjsiyjbcOaR', 'UB')
('AC22517-2022-11-02-9288','A516-18','PcnoTMexjZp', 'SU')
('SL22517-2022-11-01-9083','S379-11','AWAtrXshlGIsGOd', 'UB')
('AC04652-2022-11-02-9045','A503-9','dvVfYstvSpkaEkO', 'UB')
('SL04652-2022-11-02-9164','S382-20','l', 'LB')
('AC12058-2022-11-01-9151','A509-7','JidtyC', 'LB')
('SL12058-2022-11-01-9166','S382-22','yaN', 'UB')
('SL22517-2022-11-01-9090','S379-18','BmOL', 'MB')
('AC22517-2022-11-02-9297','A517-9','wltdrwOUV', 'UB')
('SL22517-2022-11-01-9093','S379-21','VdmT', 'MB')
('AC22517-2022-11-01-9042','A503-6','Nso', 'SU')
('SL22517-2022-11-01-9097','S380-1','SHbMqxciyTCccoYA', 'LB')
('SL04652-2022-11-02-9170','S383-2','TDJvGOqgafsVKU', 'MB')
('AC22517-2022-11-02-9304','A517-16','D', 'UB')
('AC04652-2022-11-01-9200','A512-2','thmDxBC', 'LB')
('AC12058-2022-11-01-9158','A509-14','VBxDjnIRiuL', 'LB')
('AC22517-2022-11-02-9306','A517-18','QcH', 'SU')
('SL04652-2022-11-02-9174','S383-6','WnCjZq', 'UB')
('SL04652-2022-11-01-9094','S379-22','yneieGK', 'UB')
('AC22517-2022-11-01-9045','A503-9','TkmuAbaIKEa', 'UB')
('SL04652-2022-11-01-9100','S380-4','ULMp', 'LB')
('AC22517-2022-11-02-9311','A518-5','wdIGsANDBERv', 'SL')
('AC12058-2022-11-01-9164','A510-2','OKCaQjGxuVRqjNY', 'LB')
('SL04652-2022-11-01-9102','S380-6','httssrbXuMCeDvf', 'UB')
('SL22517-2022-11-02-9193','S384-1','ShufKY', 'LB')
('AC12058-2022-11-01-9169','A510-7','fxv', 'LB')
('SL22517-2022-11-02-9195','S384-3','E', 'UB')
('AC04652-2022-11-01-9212','A512-14','uakrhYPFEQGXQ', 'LB')
('SL12058-2022-11-01-9183','S383-15','PqYmFEbAMsekSCE', 'SL')
('AC22517-2022-11-02-9316','A518-10','NZlTrXYWnUGzqXFI', 'UB')
('AC04652-2022-11-01-9215','A512-17','JQOLkH', 'SL')
('AC22517-2022-11-02-9319','A518-13','yYpO', 'LB')
('SL22517-2022-11-01-9117','S380-21','owBYrbrIJHLZr', 'MB')
('SL12058-2022-11-01-9188','S383-20','BFKMeSP', 'LB')
('SL04652-2022-11-02-9188','S383-20','stqGsSlrrcjW', 'LB')
('AC22517-2022-11-01-9064','A504-10','MMsP', 'UB')
('SL04652-2022-11-02-9191','S383-23','ksLknjTS', 'SL')
('AC04652-2022-11-02-9075','A505-3','pdcxURKvGR', 'UB')
('AC22517-2022-11-01-9069','A504-15','tNDQDRWh', 'UB')
('SL04652-2022-11-01-9112','S380-16','QmPiVTyhh', 'SU')
('SL04652-2022-11-02-9195','S384-3','ZCBGMnIg', 'UB')
('AC12058-2022-11-01-9183','A511-3','mISBE', 'UB')
('SL04652-2022-11-02-9197','S384-5','QllONySESiZhiEO', 'MB')
('AC04652-2022-11-01-9227','A513-11','GaVKWyDmKC', 'SL')
('AC22517-2022-11-02-9333','A519-9','lQNvsXAclD', 'UB')
('AC22517-2022-11-02-9336','A519-12','rgwHj', 'SU')
('SL12058-2022-11-01-9202','S384-10','Mtqw', 'MB')
('SL12058-2022-11-01-9203','S384-11','nZCngO', 'UB')
('AC04652-2022-11-01-9232','A513-16','nx', 'UB')
('AC22517-2022-11-02-9339','A519-15','QGpBbZdOff', 'UB')
('SL22517-2022-11-02-9215','S384-23','CVNmrn', 'SL')
('SL22517-2022-11-02-9219','S385-3','QLCcMEswdjJDVs', 'UB')
