('SL12058-2022-11-01-3','S1-3','nV', 'UB')
('SL12058-2022-11-01-3714','S155-18','V', 'MB')
('AC04652-2022-11-02-3676','A205-4','TWVnciEULAkEkNS', 'UB')
('AC22517-2022-11-01-3602','A201-2','mMTiuEkGOMjDtwY', 'LB')
('AC12058-2022-11-01-3765','A210-3','CBbkmpTqRc', 'UB')
('SL22517-2022-11-01-3745','S157-1','lMtXuZXVfIwIOQI', 'LB')
('SL22517-2022-11-02-3822','S160-6','XMo', 'UB')
('AC04652-2022-11-02-3686','A205-14','FuXwvEOgYwUqxJfs', 'LB')
('AC22517-2022-11-01-3607','A201-7','lQaoSzGAhsUr', 'LB')
('SL22517-2022-11-01-3750','S157-6','AyKhvGQWzzYBpUXC', 'UB')
('AC22517-2022-11-01-3636','A202-18','DeDzavfYoqqNa', 'SU')
('AC04652-2022-11-01-3802','A212-4','SDTECTUDJgBx', 'UB')
('AC22517-2022-11-02-3871','A216-1','TADIdMHcHzkTyTt', 'LB')
('SL22517-2022-11-01-3781','S158-13','og', 'MB')
('SL22517-2022-11-01-3782','S158-14','GaZqaEaIWx', 'UB')
('SL04652-2022-11-02-3726','S156-6','mSiVmGgjNSQsg', 'UB')
('AC12058-2022-11-01-3788','A211-8','CyyzuTV', 'LB')
('SL22517-2022-11-02-3848','S161-8','peCIZD', 'SU')
('AC04652-2022-11-02-3723','A207-15','PcCHg', 'UB')
('SL22517-2022-11-02-3850','S161-10','XXlKHYP', 'MB')
('AC22517-2022-11-02-3881','A216-11','kIXAOMveqcrQOye', 'SL')
('SL12058-2022-11-01-3763','S157-19','ZWBJqGuduEnjAj', 'UB')
('AC12058-2022-11-01-3793','A211-13','Uinx', 'LB')
('AC12058-2022-11-01-3794','A211-14','kYBTefodp', 'LB')
('SL04652-2022-11-02-3733','S156-13','pDTIgtcBy', 'MB')
('SL22517-2022-11-02-3852','S161-12','ajzUznznpFwGN', 'LB')
('SL12058-2022-11-01-3765','S157-21','oCVYp', 'MB')
('SL04652-2022-11-02-3735','S156-15','WMhPTLWEIldVWIxu', 'SL')
('SL22517-2022-11-02-3855','S161-15','F', 'SL')
('SL04652-2022-11-01-3827','S160-11','bLGYYRcTzTENwXW', 'UB')
('AC22517-2022-11-01-3645','A203-9','aU', 'UB')
('SL04652-2022-11-02-3738','S156-18','DbROP', 'MB')
('AC22517-2022-11-01-3647','A203-11','VgE', 'SL')
('AC04652-2022-11-01-3826','A213-10','TCXfcUmq', 'UB')
('AC22517-2022-11-01-3654','A203-18','nsZNVXyXuvTWV', 'SU')
('AC22517-2022-11-01-3657','A204-3','pbClMt', 'UB')
('AC04652-2022-11-01-3835','A214-1','XmRocVlxwCETWz', 'LB')
('AC12058-2022-11-01-3822','A213-6','CDOzyf', 'SU')
('SL22517-2022-11-02-3881','S162-17','WkiwrJACfFAd', 'LB')
('SL04652-2022-11-01-3839','S160-23','ElVx', 'SL')
('SL12058-2022-11-01-3787','S158-19','uzts', 'UB')
('SL04652-2022-11-02-3758','S157-14','nUVLj', 'UB')
('AC22517-2022-11-02-3909','A218-3','ERbcioLqlbT', 'UB')
('AC12058-2022-11-01-3830','A213-14','vislW', 'LB')
('SL22517-2022-11-02-3889','S163-1','UTeiaZsQaiZMRT', 'LB')
('SL12058-2022-11-01-3792','S158-24','fG', 'SU')
('AC12058-2022-11-01-3835','A214-1','feZdtjPfp', 'LB')
('SL12058-2022-11-01-3794','S159-2','QdXvUG', 'MB')
('AC04652-2022-11-02-3766','A210-4','mxilTe', 'UB')
('AC12058-2022-11-01-3837','A214-3','C', 'UB')
('SL04652-2022-11-02-3775','S158-7','rWHrUsUUujV', 'SL')
('SL12058-2022-11-01-3798','S159-6','yCeUMkC', 'UB')
('SL04652-2022-11-01-3849','S161-9','QNKolUELfx', 'LB')
('AC04652-2022-11-01-3882','A216-12','mpCVhgJGGZxqDPO', 'SU')
('SL22517-2022-11-02-3911','S163-23','kjgJhNmKz', 'SL')
('AC12058-2022-11-01-3859','A215-7','UFxdadX', 'LB')
('AC22517-2022-11-01-3693','A206-3','IXSyoVSHpQrW', 'UB')
('AC04652-2022-11-02-3789','A211-9','XEVivGlik', 'UB')
('AC04652-2022-11-01-3893','A217-5','zXAhMWk', 'SL')
('SL22517-2022-11-01-3850','S161-10','ELDJMTMKJcgMy', 'MB')
('SL04652-2022-11-01-3899','S163-11','WqaMXuGNq', 'UB')
('SL04652-2022-11-01-3900','S163-12','IDkMQnsLqD', 'LB')
('AC22517-2022-11-01-3731','A208-5','EqBQLnSv', 'SL')
('AC04652-2022-11-01-3927','A219-3','gaWYlxDVmiQ', 'UB')
('AC12058-2022-11-01-3937','A219-13','BNwsCV', 'LB')
('SL04652-2022-11-02-3859','S161-19','LFMUIrfFT', 'UB')
('SL04652-2022-11-01-3940','S165-4','cLHoXeYKqYKTLXE', 'LB')
('AC22517-2022-11-01-3767','A210-5','d', 'SL')
('SL22517-2022-11-02-4038','S169-6','vsmyhjoDzNU', 'UB')
('SL12058-2022-11-01-3918','S164-6','ZxjO', 'UB')
('SL04652-2022-11-01-3971','S166-11','ftNKZzHkIZMIR', 'UB')
('AC22517-2022-11-01-3796','A211-16','asLShWRAkNamySVv', 'UB')
('SL22517-2022-11-01-3972','S166-12','pnSDETpNWUqpw', 'LB')
('AC04652-2022-11-02-3901','A217-13','IFIL', 'LB')
('AC12058-2022-11-01-3974','A221-14','HpimGmgVPmlu', 'LB')
('SL04652-2022-11-02-3893','S163-5','MrtrwKc', 'MB')
('AC22517-2022-11-02-4052','A226-2','V', 'LB')
('AC22517-2022-11-01-3802','A212-4','bCKq', 'UB')
('AC04652-2022-11-01-4009','A223-13','TKYtzbXaBOayg', 'LB')
('AC12058-2022-11-01-3981','A222-3','OzIhJbAKmxMm', 'UB')
('AC04652-2022-11-02-3945','A220-3','aAIGIFBmOPVJZKgw', 'UB')
('AC22517-2022-11-02-4098','A228-12','kqvzU', 'SU')
('AC04652-2022-11-02-3949','A220-7','odqkA', 'LB')
('AC22517-2022-11-02-4099','A228-13','ZzwJnMMBen', 'LB')
('SL12058-2022-11-01-3973','S166-13','bXDAAdEIsM', 'MB')
('AC04652-2022-11-01-4057','A226-7','ZKK', 'LB')
('AC22517-2022-11-01-3860','A215-8','ZfPxTgb', 'LB')
('AC04652-2022-11-02-3965','A221-5','MF', 'SL')
('AC22517-2022-11-01-3863','A215-11','XNR', 'SL')
('AC04652-2022-11-02-4016','A224-2','DeYK', 'LB')
('AC12058-2022-11-01-4073','A227-5','asfIoBromMky', 'SL')
('SL04652-2022-11-02-4003','S167-19','fVJSsXVRcqYNlY', 'UB')
('SL22517-2022-11-01-4094','S171-14','ydC', 'UB')
('SL22517-2022-11-02-4167','S174-15','gkR', 'SL')
('AC22517-2022-11-01-3917','A218-11','VUADQAlQE', 'SL')
('SL04652-2022-11-01-4092','S171-12','UvODZ', 'LB')
('SL12058-2022-11-01-4062','S170-6','almSjRmxk', 'UB')
('SL22517-2022-11-02-4171','S174-19','lTUi', 'UB')
('SL12058-2022-11-01-4063','S170-7','wMaqzkUZJpwIXKy', 'SL')
('SL04652-2022-11-01-4095','S171-15','OWECrOWCReTUsn', 'SL')
('SL12058-2022-11-01-4064','S170-8','ohocgDmQaHvk', 'SU')
('AC04652-2022-11-02-4030','A224-16','EDld', 'UB')
('AC22517-2022-11-01-3933','A219-9','yyhEFIDHXaVFBB', 'UB')
('SL22517-2022-11-01-4110','S172-6','TvQOAJJMSd', 'UB')
('SL22517-2022-11-02-4178','S175-2','ZHLMjeaKgTM', 'MB')
('AC22517-2022-11-02-4185','A233-9','UVokIHAYJk', 'UB')
('SL12058-2022-11-01-4073','S170-17','naYHAgzHxAHo', 'LB')
('SL04652-2022-11-02-4017','S168-9','exUssMOST', 'LB')
('SL22517-2022-11-02-4180','S175-4','rGYFnHAQiTd', 'LB')
('AC22517-2022-11-01-3939','A219-15','guHyisP', 'UB')
('AC22517-2022-11-01-3940','A219-16','LHBjXRgjz', 'UB')
('SL22517-2022-11-02-4181','S175-5','FshLbxQuNiBDVi', 'MB')
('AC04652-2022-11-02-4047','A225-15','bChktIQmoRcD', 'UB')
('SL04652-2022-11-02-4020','S168-12','TFMWdgNyK', 'LB')
('AC04652-2022-11-02-4050','A225-18','Vx', 'SU')
('SL12058-2022-11-01-4077','S170-21','UjY', 'MB')
('SL04652-2022-11-02-4024','S168-16','gOi', 'SU')
('AC22517-2022-11-02-4198','A234-4','UymhRro', 'UB')
('SL04652-2022-11-01-4110','S172-6','hS', 'UB')
('AC12058-2022-11-01-4104','A228-18','WdlRuwZEdJoeDkox', 'SU')
('AC04652-2022-11-02-4060','A226-10','HSV', 'UB')
('SL22517-2022-11-02-4192','S175-16','emdTjxbpJrkNpRpW', 'SU')
('AC22517-2022-11-02-4200','A234-6','e', 'SU')
('SL04652-2022-11-01-4113','S172-9','qNihur', 'LB')
('AC22517-2022-11-02-4203','A234-9','cy', 'UB')
('SL22517-2022-11-02-4194','S175-18','oWS', 'MB')
('AC22517-2022-11-02-4204','A234-10','zPkGWTi', 'UB')
('SL12058-2022-11-01-4087','S171-7','TaAbcnXPtHqwGYT', 'SL')
('SL12058-2022-11-01-4088','S171-8','eXRgnAXLrVURn', 'SU')
('SL12058-2022-11-01-4090','S171-10','R', 'MB')
('AC04652-2022-11-01-4172','A232-14','hPwJKdt', 'LB')
('SL22517-2022-11-02-4198','S175-22','Y', 'UB')
('SL04652-2022-11-01-4125','S172-21','qikkgRCzj', 'MB')
('AC22517-2022-11-01-3952','A220-10','uzykekjkQnrEjE', 'UB')
('AC22517-2022-11-01-3953','A220-11','aKdblSvQg', 'SL')
('AC04652-2022-11-01-4176','A232-18','gwWquAbJtS', 'SU')
('SL04652-2022-11-02-4040','S169-8','lSTvPZvMIUMxFiP', 'SU')
('SL12058-2022-11-01-4098','S171-18','ucZNneTOXndZQGEY', 'MB')
('AC22517-2022-11-02-4214','A235-2','UtrdioCaunjA', 'LB')
('SL12058-2022-11-01-4099','S171-19','OYxdEstnoyj', 'UB')
('SL12058-2022-11-01-4100','S171-20','HBRvdAjwElDjWzK', 'LB')
('SL04652-2022-11-02-4043','S169-11','AdLfaWbpHCEskV', 'UB')
('AC22517-2022-11-02-4216','A235-4','WqkAVj', 'UB')
('SL12058-2022-11-01-4104','S171-24','UtFW', 'SU')
('SL22517-2022-11-02-4213','S176-13','XGBJQqZY', 'MB')
('SL22517-2022-11-02-4214','S176-14','EWxKckRxUQSPj', 'UB')
('AC22517-2022-11-02-4220','A235-8','vIzQctrt', 'LB')
('AC12058-2022-11-01-4129','A230-7','GTlIfQhSo', 'LB')
('AC12058-2022-11-01-4130','A230-8','PowQ', 'LB')
('SL12058-2022-11-01-4111','S172-7','eZZXJfQ', 'SL')
('SL12058-2022-11-01-4120','S172-16','JIcrVgEMRhCclU', 'SU')
('AC22517-2022-11-01-3972','A221-12','IiKjwL', 'SU')
('AC04652-2022-11-02-4086','A227-18','kpfUwPuw', 'SU')
('AC04652-2022-11-02-4089','A228-3','cAGzyzhYcKiNFSk', 'UB')
('SL04652-2022-11-02-4061','S170-5','ek', 'MB')
('SL12058-2022-11-01-4129','S173-1','giAdBEdUiK', 'LB')
('AC22517-2022-11-02-4239','A236-9','Q', 'UB')
('SL12058-2022-11-01-4141','S173-13','WYZeUCxTJTSFck', 'MB')
('AC22517-2022-11-02-4250','A237-2','MXufjvTeuRcT', 'LB')
('AC22517-2022-11-01-3990','A222-12','W', 'SU')
('SL04652-2022-11-01-4173','S174-21','IOSSxYDrEj', 'MB')
('AC12058-2022-11-01-4170','A232-12','Egimb', 'SU')
('SL12058-2022-11-01-4152','S173-24','tLV', 'SU')
('SL22517-2022-11-01-4171','S174-19','BDbc', 'UB')
('AC04652-2022-11-01-4222','A235-10','SJHyyNVXY', 'UB')
('AC22517-2022-11-01-3998','A223-2','IYKgxk', 'LB')
('AC22517-2022-11-01-3999','A223-3','TduE', 'UB')
('SL12058-2022-11-01-4156','S174-4','iRvwWYGTxf', 'LB')
('SL12058-2022-11-01-4157','S174-5','NmBcMffedEpOvXGZ', 'MB')
('AC04652-2022-11-02-4110','A229-6','C', 'SU')
('AC04652-2022-11-01-4229','A235-17','vUHsIPAHMJ', 'SL')
('SL22517-2022-11-02-4253','S178-5','JhpLbfjQc', 'MB')
('SL04652-2022-11-02-4085','S171-5','g', 'MB')
('AC04652-2022-11-02-4116','A229-12','DNWAeoHROwC', 'SU')
('SL22517-2022-11-02-4260','S178-12','SNfEhRhTCGZtpz', 'LB')
('SL22517-2022-11-02-4263','S178-15','cOfvQyPijvJOyaSy', 'SL')
('SL22517-2022-11-01-4193','S175-17','QWPp', 'LB')
('SL22517-2022-11-01-4196','S175-20','dYNZInCogNgzclD', 'LB')
('AC22517-2022-11-01-4022','A224-8','uQlBmgGIhivMNZi', 'LB')
('AC22517-2022-11-01-4023','A224-9','SgIyjYoGJnbcf', 'UB')
('AC12058-2022-11-01-4202','A234-8','EFKrISXXz', 'LB')
('SL04652-2022-11-01-4207','S176-7','pxakDNl', 'SL')
('SL22517-2022-11-02-4277','S179-5','Pk', 'MB')
('SL04652-2022-11-01-4211','S176-11','gkADNTPJtn', 'UB')
('AC04652-2022-11-01-4253','A237-5','DhshZmXrc', 'SL')
('AC12058-2022-11-01-4208','A234-14','BZWaV', 'LB')
('AC22517-2022-11-02-4286','A239-2','VzwdSBMZWPaVUQ', 'LB')
('SL04652-2022-11-02-4112','S172-8','xPrcFNL', 'SU')
('SL22517-2022-11-02-4284','S179-12','fKi', 'LB')
('AC04652-2022-11-02-4139','A230-17','QWPOWiVVvk', 'SL')
('AC12058-2022-11-01-4212','A234-18','HqiYKyFU', 'SU')
('AC12058-2022-11-01-4220','A235-8','bx', 'LB')
('SL22517-2022-11-02-4294','S179-22','WQxSHZAEVGq', 'UB')
('AC22517-2022-11-02-4324','A241-4','kymsm', 'UB')
('SL22517-2022-11-02-4335','S181-15','m', 'SL')
('SL22517-2022-11-01-4258','S178-10','XujXcl', 'MB')
('SL22517-2022-11-01-4261','S178-13','FFkmagZynfUntozg', 'MB')
('SL04652-2022-11-01-4274','S179-2','wNhTsxZeAqZJ', 'MB')
('AC12058-2022-11-01-4256','A237-8','a', 'LB')
('SL22517-2022-11-01-4321','S181-1','CAooBUmFcfUHznx', 'LB')
('SL22517-2022-11-02-4392','S183-24','EMuzflPEDklVEND', 'SU')
('SL04652-2022-11-02-4229','S177-5','YySxOzePPbxISoI', 'MB')
('AC22517-2022-11-01-4153','A231-13','CHihOChzwTgiDA', 'LB')
('SL04652-2022-11-01-4317','S180-21','vw', 'MB')
('AC22517-2022-11-02-4384','A244-10','z', 'UB')
('AC04652-2022-11-01-4347','A242-9','HhVZlYh', 'UB')
('AC22517-2022-11-02-4385','A244-11','hMho', 'SL')
('AC04652-2022-11-02-4260','A237-12','dUyThNSCB', 'SU')
('SL04652-2022-11-02-4233','S177-9','y', 'LB')
('SL04652-2022-11-01-4322','S181-2','GTXhkEzdYoLt', 'MB')
('SL12058-2022-11-01-4341','S181-21','QEr', 'MB')
('SL04652-2022-11-02-4269','S178-21','UsmpAjBcaM', 'MB')
('AC22517-2022-11-02-4417','A246-7','ColLXda', 'LB')
('SL22517-2022-11-01-4373','S183-5','koOHq', 'MB')
('SL04652-2022-11-01-4363','S182-19','oKH', 'UB')
('AC04652-2022-11-01-4407','A245-15','aizGTMFqi', 'UB')
('SL04652-2022-11-02-4294','S179-22','XKL', 'UB')
('SL22517-2022-11-01-4380','S183-12','Tqn', 'LB')
('AC22517-2022-11-02-4456','A248-10','bxyFpqGyaVIBSBM', 'UB')
('SL04652-2022-11-01-4389','S183-21','KWHahmyzZEkGfVNN', 'MB')
('AC22517-2022-11-01-4219','A235-7','CDdaAfx', 'LB')
('SL22517-2022-11-01-4384','S183-16','LvpGBJxiYi', 'SU')
('AC12058-2022-11-01-4408','A245-16','JGR', 'UB')
('AC04652-2022-11-02-4365','A243-9','dcqNMTAhDaBo', 'UB')
('SL22517-2022-11-02-4508','S188-20','rgN', 'LB')
('SL22517-2022-11-01-4426','S185-10','TeSpXh', 'MB')
('SL12058-2022-11-01-4415','S184-23','ducFSkSsQtQiRFC', 'SL')
('SL12058-2022-11-01-4416','S184-24','n', 'SU')
('SL22517-2022-11-01-4433','S185-17','yUrCs', 'LB')
('AC04652-2022-11-02-4372','A243-16','VZOFgbbW', 'UB')
('AC22517-2022-11-01-4255','A237-7','ykRCB', 'LB')
('SL22517-2022-11-01-4439','S185-23','JH', 'SL')
('AC12058-2022-11-01-4420','A246-10','wxcOfv', 'UB')
('AC12058-2022-11-01-4423','A246-13','ldFHpTws', 'LB')
('AC04652-2022-11-02-4377','A244-3','gUenBKMlb', 'UB')
('AC22517-2022-11-02-4500','A250-18','kwfy', 'SU')
('AC12058-2022-11-01-4433','A247-5','dFHfriQvga', 'SL')
('SL04652-2022-11-02-4361','S182-17','rHakFdWmmFSoqTEf', 'LB')
('SL04652-2022-11-01-4436','S185-20','gWCfYUlgPZlBhg', 'LB')
('AC04652-2022-11-01-4486','A250-4','ooNLzfcbLQZ', 'UB')
('AC04652-2022-11-01-4488','A250-6','ewDyaOWkjBYoph', 'SU')
('AC12058-2022-11-01-4437','A247-9','hJohgmNHJGqqg', 'UB')
('AC04652-2022-11-01-4489','A250-7','VV', 'LB')
('AC22517-2022-11-01-4274','A238-8','Dtmw', 'LB')
('AC22517-2022-11-01-4276','A238-10','u', 'UB')
('SL12058-2022-11-01-4437','S185-21','GZFFPoVFFCVz', 'MB')
('AC22517-2022-11-02-4513','A251-13','Yw', 'LB')
('SL04652-2022-11-01-4445','S186-5','FSFx', 'MB')
('SL12058-2022-11-01-4443','S186-3','bEKhp', 'UB')
('AC12058-2022-11-01-4444','A247-16','kvCRzaKXUQcp', 'UB')
('AC04652-2022-11-01-4495','A250-13','ILwKtMWgiVc', 'LB')
('AC12058-2022-11-01-4448','A248-2','dZXsssxoEgktqD', 'LB')
('AC04652-2022-11-01-4501','A251-1','cwGPrCQnYc', 'LB')
('SL22517-2022-11-01-4477','S187-13','vFQadaPqVXytpj', 'MB')
('AC04652-2022-11-01-4504','A251-4','h', 'UB')
('SL12058-2022-11-01-4451','S186-11','X', 'UB')
('AC22517-2022-11-01-4294','A239-10','P', 'UB')
('SL04652-2022-11-01-4460','S186-20','wHLJPcfTqTnVG', 'LB')
('AC22517-2022-11-01-4295','A239-11','Mu', 'SL')
('AC22517-2022-11-01-4296','A239-12','hogAr', 'SU')
('SL04652-2022-11-02-4393','S184-1','RmRouIuJ', 'LB')
('SL22517-2022-11-02-4562','S191-2','SbSyg', 'MB')
('SL04652-2022-11-01-4468','S187-4','sY', 'LB')
('AC04652-2022-11-01-4515','A251-15','Dr', 'UB')
('AC12058-2022-11-01-4463','A248-17','BTM', 'SL')
('SL12058-2022-11-01-4456','S186-16','zjsYkcWuT', 'SU')
('SL12058-2022-11-01-4457','S186-17','dyEMBEtjmOGu', 'LB')
('SL12058-2022-11-01-4458','S186-18','jW', 'MB')
('AC04652-2022-11-02-4416','A246-6','ABOtPPqSpYrrWvP', 'SU')
('AC22517-2022-11-02-4536','A252-18','v', 'SU')
('AC04652-2022-11-01-4555','A254-1','OqvPBNl', 'LB')
('AC22517-2022-11-01-4349','A242-11','obMkThdivBFKcro', 'SL')
('AC04652-2022-11-02-4457','A248-11','WwIq', 'SL')
('AC22517-2022-11-01-4350','A242-12','DAGCRJJNXSJPnCRf', 'SU')
('SL12058-2022-11-01-4496','S188-8','NUBB', 'SU')
('AC04652-2022-11-02-4463','A248-17','dHHaX', 'SL')
('SL04652-2022-11-01-4518','S189-6','IEBcNZWhvvmuIqxj', 'UB')
('SL04652-2022-11-01-4519','S189-7','mJPwkaecrH', 'SL')
('SL22517-2022-11-01-4539','S190-3','XpgeiOoblzYWeLma', 'UB')
('AC04652-2022-11-02-4465','A249-1','ChSrZvyaqrhEB', 'LB')
('SL12058-2022-11-01-4499','S188-11','prGdGl', 'UB')
('SL22517-2022-11-02-4610','S193-2','WMWZOJv', 'MB')
('SL22517-2022-11-02-4613','S193-5','E', 'MB')
('AC04652-2022-11-01-4573','A255-1','InsZXToJir', 'LB')
('SL22517-2022-11-01-4550','S190-14','TQIgHfoPMQNwI', 'UB')
('AC22517-2022-11-02-4575','A255-3','M', 'UB')
('AC22517-2022-11-02-4576','A255-4','StB', 'UB')
('AC22517-2022-11-02-4582','A255-10','h', 'UB')
('AC04652-2022-11-01-4583','A255-11','Esmsqlg', 'SL')
('SL12058-2022-11-01-4521','S189-9','bDemmEuaVcNFZMy', 'LB')
('SL12058-2022-11-01-4524','S189-12','ACOSLhIHWSPZEsZV', 'LB')
('AC04652-2022-11-01-4591','A256-1','fUFJewPPaOcpZ', 'LB')
('SL04652-2022-11-02-4466','S187-2','fZ', 'MB')
('SL12058-2022-11-01-4528','S189-16','KUEfkxeaMvisVGg', 'SU')
('AC22517-2022-11-02-4623','A257-15','BaEkAMqlrZ', 'UB')
('AC12058-2022-11-01-4572','A254-18','gJ', 'SU')
('SL22517-2022-11-01-4593','S192-9','xEFy', 'LB')
('AC22517-2022-11-02-4639','A258-13','HduyUwtcMiaoCD', 'LB')
('SL22517-2022-11-02-4670','S195-14','iaUq', 'UB')
('AC04652-2022-11-02-4534','A252-16','rnjAYxhEZc', 'UB')
('AC12058-2022-11-01-4583','A255-11','BtIJlKVYfbTmk', 'SL')
('SL04652-2022-11-01-4610','S193-2','rkDSlBo', 'MB')
('AC04652-2022-11-01-4647','A259-3','M', 'UB')
('SL12058-2022-11-01-4577','S191-17','asmNceitRdDHpK', 'LB')
('AC04652-2022-11-01-4650','A259-6','qTmL', 'SU')
('SL22517-2022-11-01-4610','S193-2','WIsNTvkbYnU', 'MB')
('AC04652-2022-11-02-4553','A253-17','WCN', 'SL')
('SL12058-2022-11-01-4585','S192-1','wStqrSPGOuxHSk', 'LB')
('SL04652-2022-11-01-4621','S193-13','cGaRyvM', 'MB')
('AC04652-2022-11-01-4654','A259-10','DtcQxm', 'UB')
('SL12058-2022-11-01-4588','S192-4','gefxqpY', 'LB')
('SL22517-2022-11-02-4698','S196-18','aD', 'MB')
('AC04652-2022-11-01-4664','A260-2','sorlp', 'LB')
('SL22517-2022-11-01-4623','S193-15','Ubl', 'SL')
('SL04652-2022-11-02-4561','S191-1','zDHuneusvmN', 'LB')
('SL12058-2022-11-01-4614','S193-6','It', 'UB')
('SL04652-2022-11-01-4634','S194-2','STX', 'MB')
('SL22517-2022-11-01-4636','S194-4','bdVyKVsdgosJI', 'LB')
('SL12058-2022-11-01-4619','S193-11','zEDGecIetqJqAqf', 'UB')
('AC04652-2022-11-02-4582','A255-10','rSITjOjeyrFt', 'UB')
('SL04652-2022-11-01-4637','S194-5','qQJrtuXVaqeoUqMi', 'MB')
('AC22517-2022-11-01-4472','A249-8','tpG', 'LB')
('SL22517-2022-11-01-4646','S194-14','XxKhDqQiPsjPuFQ', 'UB')
('SL04652-2022-11-01-4641','S194-9','zt', 'LB')
('AC22517-2022-11-02-4696','A261-16','glXTcekUGQQWty', 'UB')
('AC12058-2022-11-01-4644','A258-18','shUxOgULmxE', 'SU')
('SL12058-2022-11-01-4635','S194-3','pbbwz', 'UB')
('AC12058-2022-11-01-4647','A259-3','ErSqfuBzdllOGY', 'UB')
('SL04652-2022-11-02-4583','S191-23','kiQEG', 'SL')
('AC04652-2022-11-02-4592','A256-2','auCrPa', 'LB')
('AC22517-2022-11-01-4484','A250-2','SSjgWiLrZXP', 'LB')
('AC22517-2022-11-02-4705','A262-7','Q', 'LB')
('SL12058-2022-11-01-4641','S194-9','hfiX', 'LB')
('AC22517-2022-11-02-4707','A262-9','n', 'UB')
('AC12058-2022-11-01-4655','A259-11','uhFCBXF', 'SL')
('SL22517-2022-11-01-4664','S195-8','mQQkKtUX', 'SU')
('AC12058-2022-11-01-4656','A259-12','msElozXiqwMKY', 'SU')
('SL12058-2022-11-01-4649','S194-17','gxKxuCoUwMz', 'LB')
('AC04652-2022-11-01-4703','A262-5','bnvppJjt', 'SL')
('AC12058-2022-11-01-4660','A259-16','ZmcGLlLEcJiYUf', 'UB')
('AC04652-2022-11-02-4600','A256-10','mjSJU', 'UB')
('SL04652-2022-11-02-4596','S192-12','TDtEcOKZYBYafSH', 'LB')
('AC22517-2022-11-02-4726','A263-10','lnKgnvPZCERxCHF', 'UB')
('AC04652-2022-11-01-4715','A262-17','mNbnVzrefWRzp', 'SL')
('AC12058-2022-11-01-4668','A260-6','ugGWc', 'SU')
('AC22517-2022-11-02-4732','A263-16','kgnaPiYdeuSkseqY', 'UB')
('AC22517-2022-11-01-4502','A251-2','sFbkhN', 'LB')
('SL22517-2022-11-02-4751','S198-23','Kov', 'SL')
('AC22517-2022-11-02-4736','A264-2','nqWgvKGxeFxY', 'LB')
('AC12058-2022-11-01-4675','A260-13','PJPDsKBBGRNBCXz', 'LB')
('SL12058-2022-11-01-4664','S195-8','h', 'SU')
('AC04652-2022-11-01-4726','A263-10','DywCJHKtdvdhgb', 'UB')
('AC12058-2022-11-01-4681','A261-1','aHxYOzUYLOONxorR', 'LB')
('SL22517-2022-11-01-4678','S195-22','iDxfIX', 'UB')
('AC22517-2022-11-02-4754','A265-2','AmgkTcSfIdHTidM', 'LB')
('SL12058-2022-11-01-4675','S195-19','gLsmQsIc', 'UB')
('SL04652-2022-11-01-4684','S196-4','FOujB', 'LB')
('SL04652-2022-11-02-4626','S193-18','ssXZksDPABAYry', 'MB')
('AC12058-2022-11-01-4695','A261-15','nKgpDWFbPrlx', 'UB')
('SL12058-2022-11-01-4678','S195-22','pzgGrIQrErQukr', 'UB')
('SL04652-2022-11-01-4748','S198-20','AnnLzZbYi', 'LB')
('AC22517-2022-11-01-4572','A254-18','NNwTCTY', 'SU')
('AC12058-2022-11-01-4748','A264-14','dHZAHBPRhPvQKIU', 'LB')
('SL22517-2022-11-01-4737','S198-9','UCYnOcSMSssLmUO', 'LB')
('AC12058-2022-11-01-4749','A264-15','igyc', 'UB')
('SL04652-2022-11-02-4683','S196-3','kzcAePs', 'UB')
('AC04652-2022-11-02-4674','A260-12','BQdPXe', 'SU')
('AC22517-2022-11-02-4822','A268-16','dGtjLPbXmTSTqwNm', 'UB')
('AC22517-2022-11-02-4823','A268-17','EJCxV', 'SL')
('SL12058-2022-11-01-4736','S198-8','rYSTtDWoujgDKZPK', 'SU')
('AC04652-2022-11-01-4794','A267-6','NLOfoGZtECgXxK', 'SU')
('SL22517-2022-11-02-4813','S201-13','hnhdJCyyr', 'MB')
('SL22517-2022-11-02-4842','S202-18','sph', 'MB')
('SL04652-2022-11-02-4762','S199-10','kkUfwNwFZggrbbP', 'MB')
('AC04652-2022-11-02-4746','A264-12','jFJrpKGXvmTaFil', 'SU')
('SL12058-2022-11-01-4804','S201-4','cjIavrlJ', 'LB')
('AC04652-2022-11-02-4752','A264-18','bYBqySDcf', 'SU')
('SL04652-2022-11-01-4830','S202-6','PXWWnqrbYOwDcN', 'UB')
('AC12058-2022-11-01-4832','A269-8','GzMtlcOJuZlex', 'LB')
('AC04652-2022-11-02-4756','A265-4','mKFykXwIcEBLjIs', 'UB')
('SL22517-2022-11-02-4895','S204-23','S', 'SL')
('SL04652-2022-11-02-4770','S199-18','ufgBUMI', 'MB')
('SL12058-2022-11-01-4814','S201-14','iBPOr', 'UB')
('SL22517-2022-11-01-4830','S202-6','GswpTKGiaghJknqx', 'UB')
('AC04652-2022-11-02-4774','A266-4','RrNJqgP', 'UB')
('AC04652-2022-11-01-4884','A272-6','l', 'SU')
('SL22517-2022-11-02-4907','S205-11','ClRCNeUuIgPnCW', 'UB')
('AC12058-2022-11-01-4849','A270-7','Pfhryej', 'LB')
